arm,cell,tau,q,k,draw,panel_vol,panel_dv,panel_roll,Ebar,breadth
DV,q0.00/UNM,,0.0,40,4,0.3877751542475333,1873704.855,0.010694609526893705,21.519559902200488,0.5379889975550122
DV,q0.00/UNM,,0.0,40,5,0.36635585694886297,2721252.25,0.01046055252795906,22.15525672371638,0.5538814180929095
DV,q0.00/UNM,,0.0,40,6,0.36572013903440226,2456559.9225,0.009729569953065155,21.86552567237164,0.5466381418092909
DV,q0.00/UNM,,0.0,40,7,0.3769657695638635,3407848.4274999998,0.011591605892288633,22.18092909535452,0.5545232273838631
DV,q0.50/UNM,,0.5,20,0,0.40773863845944647,910057.2,0.01180323338536093,10.35085574572127,0.5175427872860635
DV,q0.50/UNM,,0.5,20,1,0.4792446893092718,582073.415,0.017459403970048963,10.380195599022004,0.5190097799511002
DV,q0.50/UNM,,0.5,20,2,0.4010316100886685,1193312.52,0.011033018635109585,10.234718826405867,0.5117359413202933
DV,q0.50/UNM,,0.5,20,3,0.46139271979919105,1484446.9024999999,0.01484577348452373,9.265281173594133,0.46326405867970666
DV,q0.50/UNM,,0.5,20,4,0.45975380914281694,1215796.1595,0.018886705557254014,9.592909535452323,0.47964547677261615
DV,q0.50/UNM,,0.5,20,5,0.42687356578212776,675796.08275,0.015619556454442636,9.905867970660147,0.49529339853300736
DV,q0.50/UNM,,0.5,20,6,0.3541566527477569,469389.12,0.010541207124551524,11.188264058679707,0.5594132029339853
DV,q0.50/UNM,,0.5,20,7,0.3648396528631271,2181597.1675,0.009212613955573448,9.580684596577017,0.47903422982885085
DV,q0.50/UNM,,0.5,30,0,0.42333017962006897,593243.8400000001,0.015345383231940483,15.622249388753056,0.5207416462917686
DV,q0.50/UNM,,0.5,30,1,0.42953959464959823,1271438.0975000001,0.01566447981382002,15.013447432762836,0.5004482477587612
DV,q0.50/UNM,,0.5,30,2,0.48440135221542935,941858.73,0.014399358785205606,14.551344743276283,0.4850448247758761
DV,q0.50/UNM,,0.5,30,3,0.4731296755608956,1151156.27,0.012713472334429984,13.12958435207824,0.43765281173594134
DV,q0.50/UNM,,0.5,30,4,0.4426844474629832,2341128.025,0.015432418099170278,14.557457212713937,0.4852485737571312
DV,q0.50/UNM,,0.5,30,5,0.38568154219586004,1375146.2687,0.011410329487669985,15.287286063569683,0.5095762021189895
DV,q0.50/UNM,,0.5,30,6,0.39757281523399635,2443192.225,0.014226950873961723,15.25916870415648,0.508638956805216
DV,q0.50/UNM,,0.5,30,7,0.3886973520416702,944967.08,0.012428511211691126,15.99877750611247,0.5332925835370823
DV,q0.50/UNM,,0.5,40,0,0.37941308106006966,1187221.837,0.012668451645588349,20.405867970660147,0.5101466992665037
DV,q0.50/UNM,,0.5,40,1,0.43058265311359695,514367.14499999996,0.01697759531022382,22.011002444987774,0.5502750611246944
DV,q0.50/UNM,,0.5,40,2,0.391842605146414,488611.22000000003,0.01346290668315787,21.578239608801955,0.5394559902200489
DV,q0.50/UNM,,0.5,40,3,0.485175089094635,344750.425,0.018620643594367846,19.317848410757946,0.4829462102689487
DV,q0.50/UNM,,0.5,40,4,0.44469795514130855,720390.4695,0.01806753490567007,20.625916870415647,0.5156479217603912
DV,q0.50/UNM,,0.5,40,5,0.37955882730987506,652229.86,0.012777355590294222,21.32151589242054,0.5330378973105134
DV,q0.50/UNM,,0.5,40,6,0.42831853821428306,1143490.6575,0.015231145751864178,20.066014669926652,0.5016503667481663
DV,q0.50/UNM,,0.5,40,7,0.3968536238053494,1138560.469,0.013640553227025792,20.586797066014668,0.5146699266503667
DV,q1.00/UNM,,1.0,20,0,0.4243823661569345,600200.2749999999,0.013472248407341786,9.570904645476773,0.47854523227383866
DV,q1.00/UNM,,1.0,20,1,0.4034888105072336,1200262.1075,0.011791817067859926,9.553789731051344,0.4776894865525672
DV,q1.00/UNM,,1.0,20,2,0.4880853564774009,443473.51999999996,0.020909678022977392,9.504889975550123,0.47524449877750613
DV,q1.00/UNM,,1.0,20,3,0.3797735988126896,643167.3,0.014097344149651712,9.854523227383863,0.49272616136919317
DV,q1.00/UNM,,1.0,20,4,0.48659273955090476,226221.4864,0.02233946098412567,9.93520782396088,0.496760391198044
DV,q1.00/UNM,,1.0,20,5,0.5079757911267695,913664.655,0.01705320976932974,9.099022004889976,0.4549511002444988
DV,q1.00/UNM,,1.0,20,6,0.5020668894920297,687859.5525,0.017424657548551506,8.842298288508557,0.44211491442542783
DV,q1.00/UNM,,1.0,20,7,0.4977206599669467,881485.98275,0.02052631065973596,9.221271393643033,0.4610635696821516
DV,q1.00/UNM,,1.0,30,0,0.46167272818375815,238611.9175,0.01747602500333424,14.820293398533007,0.49400977995110024
DV,q1.00/UNM,,1.0,30,1,0.4382721557522569,196729.975,0.013903755284288513,14.82762836185819,0.49425427872860633
DV,q1.00/UNM,,1.0,30,2,0.42069113188245205,334126.3948,0.012920384503237035,15.23716381418093,0.5079054604726977
DV,q1.00/UNM,,1.0,30,3,0.4580608703820973,383617.6575,0.017590902672251656,14.183374083129584,0.4727791361043195
DV,q1.00/UNM,,1.0,30,4,0.5067754029665915,280282.825,0.022628730532807957,13.816625916870416,0.46055419722901386
DV,q1.00/UNM,,1.0,30,5,0.4079316512863081,251192.05,0.014032713658001652,15.004889975550123,0.5001629991850041
DV,q1.00/UNM,,1.0,30,6,0.42833100871379687,395834.5525,0.013554813996876074,14.749388753056234,0.49164629176854113
DV,q1.00/UNM,,1.0,30,7,0.41348765497658063,451395.905,0.014346529266083471,13.993887530562347,0.46646291768541154
DV,q1.00/UNM,,1.0,40,0,0.48123546217210744,328882.1023,0.017324683977869734,18.130806845965772,0.4532701711491443
DV,q1.00/UNM,,1.0,40,1,0.41395551006811215,379889.953,0.016307905217159843,20.353300733496333,0.5088325183374083
DV,q1.00/UNM,,1.0,40,2,0.39638332741103316,501790.57999999996,0.01390289098417431,20.204156479217605,0.5051039119804401
DV,q1.00/UNM,,1.0,40,3,0.45060294610083734,1147503.1087,0.016502378688097803,18.566014669926652,0.4641503667481663
DV,q1.00/UNM,,1.0,40,4,0.44259694560916707,462701.2705,0.014556211286918082,18.09290953545232,0.45232273838630804
DV,q1.00/UNM,,1.0,40,5,0.45750060189314645,257423.175,0.016624032247976855,18.732273838630807,0.46830684596577016
DV,q1.00/UNM,,1.0,40,6,0.39820347236476245,730291.605,0.013128260999707257,19.56234718826406,0.4890586797066015
DV,q1.00/UNM,,1.0,40,7,0.46665548963161446,403863.46499999997,0.0166917742958394,18.496332518337407,0.4624083129584352
DV,q0.00/t0.45,0.45,0.0,20,0,0.4165342082010174,4657988.011,0.009853884921221441,9.900977995110024,0.4950488997555012
DV,q0.00/t0.45,0.45,0.0,20,1,0.4204378174570785,3503014.45,0.009911556044570977,10.452322738386307,0.5226161369193154
DV,q0.00/t0.45,0.45,0.0,20,2,0.4019205357676284,5426737.22,0.009979535630575262,10.473105134474327,0.5236552567237164
DV,q0.00/t0.45,0.45,0.0,20,3,0.40654867541959067,4244562.734525,0.010946352394445052,10.474327628361857,0.5237163814180928
DV,q0.00/t0.45,0.45,0.0,20,4,0.36988641791309834,4549315.537325,0.008412591385257016,10.817848410757946,0.5408924205378973
DV,q0.00/t0.45,0.45,0.0,20,5,0.3633939918325318,3494291.4775,0.008507227920921462,10.87041564792176,0.543520782396088
DV,q0.00/t0.45,0.45,0.0,20,6,0.4232163617588787,3588389.07,0.01036525170000449,9.832518337408313,0.4916259168704157
DV,q0.00/t0.45,0.45,0.0,20,7,0.3769364718292036,4009776.3049999997,0.008324793111550113,10.508557457212714,0.5254278728606356
DV,q0.00/t0.45,0.45,0.0,30,0,0.4017961238188292,4009776.3049999997,0.008510490222455236,15.094132029339853,0.5031377343113285
DV,q0.00/t0.45,0.45,0.0,30,1,0.40822262395487685,3843955.5,0.010169417337670284,15.40953545232274,0.5136511817440913
DV,q0.00/t0.45,0.45,0.0,30,2,0.4050131478091382,3838168.935025,0.010175500448427688,15.2200488997555,0.5073349633251834
DV,q0.00/t0.45,0.45,0.0,30,3,0.41031006835614287,3579721.735,0.008174656629843288,15.67481662591687,0.5224938875305624
DV,q0.00/t0.45,0.45,0.0,30,4,0.3727670926154635,3809368.435025,0.009361022684170548,15.927872860635697,0.5309290953545233
DV,q0.00/t0.45,0.45,0.0,30,5,0.39683301993529985,3682071.415,0.00908312138158888,15.101466992665037,0.5033822330888346
DV,q0.00/t0.45,0.45,0.0,30,6,0.4130173829821581,3873118.595,0.010603364136237683,15.17237163814181,0.5057457212713936
DV,q0.00/t0.45,0.45,0.0,30,7,0.4088960116211273,4172374.0670249998,0.010800249781546332,14.80562347188264,0.493520782396088
DV,q0.00/t0.45,0.45,0.0,40,0,0.40641166880739554,3676284.850025,0.008345759519876728,20.80562347188264,0.520140586797066
DV,q0.00/t0.45,0.45,0.0,40,1,0.4168247920502567,3691125.185025,0.01015698720752967,20.190709046454767,0.5047677261613692
DV,q0.00/t0.45,0.45,0.0,40,2,0.41293334486056876,4038939.4000000004,0.009533420480440735,20.448655256723715,0.5112163814180929
DV,q0.00/t0.45,0.45,0.0,40,3,0.3925672409004905,3913246.5,0.009453035212175952,21.358190709046454,0.5339547677261614
DV,q0.00/t0.45,0.45,0.0,40,4,0.37755546902578646,4038939.4000000004,0.008397444795834779,21.674816625916872,0.5418704156479218
DV,q0.00/t0.45,0.45,0.0,40,5,0.41291811075074564,4149694.2775000003,0.009543256638552487,20.59290953545232,0.514822738386308
DV,q0.00/t0.45,0.45,0.0,40,6,0.41074399684164753,3494291.4775,0.010719717855798113,20.167481662591687,0.5041870415647922
DV,q0.00/t0.45,0.45,0.0,40,7,0.38723559988098166,3815155.0,0.009660468882883497,20.4278728606357,0.5106968215158925
DV,q0.50/t0.45,0.45,0.5,20,0,0.4281302155347654,3590490.0824999996,0.008181842017297967,9.209046454767726,0.4604523227383863
DV,q0.50/t0.45,0.45,0.5,20,1,0.4158439069647272,3751845.585,0.010465151845551194,9.577017114914426,0.4788508557457213
DV,q0.50/t0.45,0.45,0.5,20,2,0.4153775146234386,3538111.735,0.009839692897093104,9.25794621026895,0.46289731051344746
DV,q0.50/t0.45,0.45,0.5,20,3,0.3765211505248508,3983873.4725,0.009155028610696302,9.73716381418093,0.48685819070904646
DV,q0.50/t0.45,0.45,0.5,20,4,0.38444290999357117,4099163.3,0.007638145068950995,9.204156479217604,0.46020782396088017
DV,q0.50/t0.45,0.45,0.5,20,5,0.4593035312454476,2951163.25,0.0074894624387511965,9.037897310513447,0.4518948655256724
DV,q0.50/t0.45,0.45,0.5,20,6,0.3998735915107329,3493761.9028749997,0.00774485442478489,9.808068459657703,0.49040342298288514
DV,q0.50/t0.45,0.45,0.5,20,7,0.4272972774520475,2746557.445,0.010121203739768455,9.287286063569683,0.46436430317848415
DV,q0.50/t0.45,0.45,0.5,30,0,0.4116969777920689,3529703.7125,0.010949484066074607,14.634474327628363,0.48781581092094545
DV,q0.50/t0.45,0.45,0.5,30,1,0.4569010122908566,3538111.735,0.008382352260210384,13.360635696821516,0.4453545232273839
DV,q0.50/t0.45,0.45,0.5,30,2,0.417553078557003,3303669.21935,0.010532888241275412,13.903422982885086,0.46344743276283623
DV,q0.50/t0.45,0.45,0.5,30,3,0.4109257911649852,4092483.8724999996,0.008316952739786897,14.34841075794621,0.478280358598207
DV,q0.50/t0.45,0.45,0.5,30,4,0.383204153244268,5536411.2867,0.007385972204523784,14.289731051344743,0.4763243683781581
DV,q0.50/t0.45,0.45,0.5,30,5,0.42834669266283004,3077005.4425,0.011076232393713853,13.82273838630807,0.460757946210269
DV,q0.50/t0.45,0.45,0.5,30,6,0.42223831043686727,5220503.9275,0.01133124031588819,13.377750611246944,0.4459250203748981
DV,q0.50/t0.45,0.45,0.5,30,7,0.4241389493777577,3538111.735,0.00837467679903601,13.448655256723717,0.4482885085574572
DV,q0.50/t0.45,0.45,0.5,40,0,0.4306096138542891,3530492.9775,0.010231801749368271,17.88630806845966,0.4471577017114915
DV,q0.50/t0.45,0.45,0.5,40,1,0.40799431384354545,3344755.675,0.010101783307736503,17.716381418092908,0.4429095354523227
DV,q0.50/t0.45,0.45,0.5,40,2,0.39868685483757277,3501032.5015,0.009791237475790129,18.920537897310513,0.47301344743276286
DV,q0.50/t0.45,0.45,0.5,40,3,0.40630974042594464,3303669.21935,0.009861270522057587,18.827628361858192,0.4706907090464548
DV,q0.50/t0.45,0.45,0.5,40,4,0.41773165004429236,3383414.535,0.009553922919987723,18.405867970660147,0.46014669926650364
DV,q0.50/t0.45,0.45,0.5,40,5,0.4035366520926503,3227026.2175,0.009384009932899066,18.78728606356968,0.46968215158924204
DV,q0.50/t0.45,0.45,0.5,40,6,0.4354729196042178,3815155.0,0.010812365746956444,17.817848410757946,0.44544621026894865
DV,q0.50/t0.45,0.45,0.5,40,7,0.39868696297483364,3333258.0025,0.010365462906546942,19.077017114914426,0.47692542787286063
DV,q1.00/t0.45,0.45,1.0,20,0,0.44634327608036717,3208565.0082,0.009613634933340765,8.37163814180929,0.4185819070904645
DV,q1.00/t0.45,0.45,1.0,20,1,0.45609925743707036,2501659.418025,0.007770131768948905,7.646699266503667,0.38233496332518335
DV,q1.00/t0.45,0.45,1.0,20,2,0.38863084279443216,3332268.9265,0.009095676445658198,8.95965770171149,0.44798288508557454
DV,q1.00/t0.45,0.45,1.0,20,3,0.4611745202341672,4202279.0725,0.010175965954000834,8.037897310513447,0.40189486552567233
DV,q1.00/t0.45,0.45,1.0,20,4,0.4398735645903031,3383565.979,0.010475632399947659,8.28484107579462,0.414242053789731
DV,q1.00/t0.45,0.45,1.0,20,5,0.39861200704007965,3075199.6457,0.009873494608528757,8.67359413202934,0.433679706601467
DV,q1.00/t0.45,0.45,1.0,20,6,0.45497240697440766,3902484.2275,0.01215178543770806,8.574572127139364,0.4287286063569682
DV,q1.00/t0.45,0.45,1.0,20,7,0.4655609942807506,5145483.75,0.00954856694642328,7.704156479217604,0.38520782396088016
DV,q1.00/t0.45,0.45,1.0,30,0,0.4242188437655763,3281832.64285,0.010788279762499789,12.331295843520783,0.4110431947840261
DV,q1.00/t0.45,0.45,1.0,30,1,0.4357835594222799,3075199.6457,0.009553435305524003,11.623471882640587,0.3874490627546862
DV,q1.00/t0.45,0.45,1.0,30,2,0.40518441051987913,3253361.24285,0.009699921171221162,12.482885085574573,0.4160961695191524
DV,q1.00/t0.45,0.45,1.0,30,3,0.41127583766150416,3208436.70105,0.009433591318669584,12.536674816625917,0.4178891605541972
DV,q1.00/t0.45,0.45,1.0,30,4,0.4241862792285157,3206641.7178499997,0.009107872923718494,12.32885085574572,0.41096169519152403
DV,q1.00/t0.45,0.45,1.0,30,5,0.43463419761301236,3633737.05,0.010489453965297487,12.221271393643033,0.40737571312143445
DV,q1.00/t0.45,0.45,1.0,30,6,0.4248670952893887,4092483.8724999996,0.010280032940007278,12.41442542787286,0.41381418092909533
DV,q1.00/t0.45,0.45,1.0,30,7,0.43717909974126246,3383565.979,0.010585037670583924,12.011002444987776,0.4003667481662592
DV,q1.00/t0.45,0.45,1.0,40,0,0.4276143420775632,3281960.95,0.009977075582634288,17.209046454767726,0.43022616136919317
DV,q1.00/t0.45,0.45,1.0,40,1,0.4417550706963482,2904129.4125,0.009521889360416867,16.06479217603912,0.401619804400978
DV,q1.00/t0.45,0.45,1.0,40,2,0.40115749296089065,3208565.0082,0.009470662516060793,17.387530562347187,0.43468826405867966
DV,q1.00/t0.45,0.45,1.0,40,3,0.4450260635184679,3161845.4831999997,0.010279856903594826,15.84841075794621,0.39621026894865524
DV,q1.00/t0.45,0.45,1.0,40,4,0.42825977273891364,3609705.5275,0.009740948905274287,16.56723716381418,0.41418092909535453
DV,q1.00/t0.45,0.45,1.0,40,5,0.4323494513418261,3258872.9847,0.01005248357200825,16.43031784841076,0.41075794621026895
DV,q1.00/t0.45,0.45,1.0,40,6,0.4031460017473595,3437057.9775,0.009328776094767507,17.262836185819072,0.4315709046454768
DV,q1.00/t0.45,0.45,1.0,40,7,0.4375890056463742,3332268.9265,0.010571600334465574,16.045232273838632,0.4011308068459658
DV,q0.00/t0.30,0.3,0.0,20,0,0.3802654506334275,3529703.7125,0.008760554979463313,10.561124694376527,0.5280562347188263
DV,q0.00/t0.30,0.3,0.0,20,1,0.36983042421794277,4038939.4000000004,0.009003084212790629,10.358190709046454,0.5179095354523227
DV,q0.00/t0.30,0.3,0.0,20,2,0.3920844217259594,4657988.011,0.008648695465991549,10.277506112469437,0.5138753056234718
DV,q0.00/t0.30,0.3,0.0,20,3,0.3910419190230756,4450907.25,0.009620525706778606,10.310513447432763,0.5155256723716382
DV,q0.00/t0.30,0.3,0.0,20,4,0.3657021502306892,3911684.805,0.00861918236741916,10.76039119804401,0.5380195599022005
DV,q0.00/t0.30,0.3,0.0,20,5,0.34617039180694426,3873118.595,0.007458502193209689,11.0880195599022,0.55440097799511
DV,q0.00/t0.30,0.3,0.0,20,6,0.40930318987664505,4359020.0075,0.01086879150892865,9.667481662591687,0.48337408312958435
DV,q0.00/t0.30,0.3,0.0,20,7,0.3826145053716821,3680498.985,0.009449516217567148,10.288508557457213,0.5144254278728606
DV,q0.00/t0.30,0.3,0.0,30,0,0.400529836933172,3971210.0949999997,0.009699373647686473,15.119804400977996,0.5039934800325999
DV,q0.00/t0.30,0.3,0.0,30,1,0.37154811109051666,4976463.9642,0.00928293809877653,15.90953545232274,0.530317848410758
DV,q0.00/t0.30,0.3,0.0,30,2,0.3752692484574768,4359020.0075,0.010236966027900384,15.722493887530563,0.5240831295843521
DV,q0.00/t0.30,0.3,0.0,30,3,0.34631288857743164,4292016.285625,0.007484769168408723,16.63447432762836,0.554482477587612
DV,q0.00/t0.30,0.3,0.0,30,4,0.3728059988928147,3913246.5,0.008790120144231474,16.334963325183374,0.5444987775061124
DV,q0.00/t0.30,0.3,0.0,30,5,0.37660639108836086,3913246.5,0.008856483151430358,15.925427872860636,0.5308475957620212
DV,q0.00/t0.30,0.3,0.0,30,6,0.3479049457608534,3942409.595,0.00755849278478344,16.084352078239608,0.5361450692746536
DV,q0.00/t0.30,0.3,0.0,30,7,0.3902200701650073,3913246.5,0.008650432642178574,15.772616136919316,0.5257538712306439
DV,q0.00/t0.30,0.3,0.0,40,0,0.38370005069186275,4038939.4000000004,0.009059734750796328,21.26650366748166,0.5316625916870416
DV,q0.00/t0.30,0.3,0.0,40,1,0.3804603595991448,3971210.0949999997,0.008768772402358207,21.17848410757946,0.5294621026894866
DV,q0.00/t0.30,0.3,0.0,40,2,0.377672198111034,3942409.595,0.009165275266217339,20.982885085574573,0.5245721271393643
DV,q0.00/t0.30,0.3,0.0,40,3,0.376566208950603,3913246.5,0.00975427092289335,20.853300733496333,0.5213325183374083
DV,q0.00/t0.30,0.3,0.0,40,4,0.38687311846549344,3913246.5,0.009394880842821963,20.804400977995112,0.5201100244498778
DV,q0.00/t0.30,0.3,0.0,40,5,0.3835144940559344,3838168.935025,0.008874442543480564,20.90953545232274,0.5227383863080685
DV,q0.00/t0.30,0.3,0.0,40,6,0.36660868105739614,4044124.345625,0.009294115698906466,21.206601466992666,0.5301650366748166
DV,q0.00/t0.30,0.3,0.0,40,7,0.39059856769167234,4038939.4000000004,0.008976214460355167,20.894865525672373,0.5223716381418093
DV,q0.50/t0.30,0.3,0.5,20,0,0.37182696030630286,3424419.785,0.010624880369793425,9.91075794621027,0.49553789731051345
DV,q0.50/t0.30,0.3,0.5,20,1,0.38754445480278943,2994886.0275,0.008921115646440289,9.729828850855746,0.4864914425427873
DV,q0.50/t0.30,0.3,0.5,20,2,0.37964711001666446,3916179.8,0.009360540011003119,9.927872860635697,0.49639364303178485
DV,q0.50/t0.30,0.3,0.5,20,3,0.3656826360983665,4177559.0126499995,0.007716538232618003,10.768948655256724,0.5384474327628361
DV,q0.50/t0.30,0.3,0.5,20,4,0.39807380741844994,2645830.6125,0.010288249459884881,9.464547677261614,0.47322738386308066
DV,q0.50/t0.30,0.3,0.5,20,5,0.3425686026160478,3984011.0,0.006928138029005399,10.556234718826406,0.5278117359413204
DV,q0.50/t0.30,0.3,0.5,20,6,0.398321118052701,3539684.165,0.008215376957693652,8.86674816625917,0.4433374083129585
DV,q0.50/t0.30,0.3,0.5,20,7,0.40327355459292813,3281960.95,0.010429588337413377,9.60513447432763,0.48025672371638145
DV,q0.50/t0.30,0.3,0.5,30,0,0.40454092320333895,3727172.05,0.008707719310254434,14.551344743276283,0.4850448247758761
DV,q0.50/t0.30,0.3,0.5,30,1,0.37463702976158575,3682071.415,0.008183731452988438,15.361858190709047,0.5120619396903016
DV,q0.50/t0.30,0.3,0.5,30,2,0.41737830824651195,3411676.2275,0.010043100272347559,14.705378973105134,0.49017929910350444
DV,q0.50/t0.30,0.3,0.5,30,3,0.38156825607391937,3596134.5,0.00928821246022435,15.28239608801956,0.5094132029339853
DV,q0.50/t0.30,0.3,0.5,30,4,0.4031100128922755,3399189.479,0.011012591460661102,14.293398533007334,0.47644661776691116
DV,q0.50/t0.30,0.3,0.5,30,5,0.39625836900122935,3815155.0,0.008265772100739852,14.750611246943766,0.4916870415647922
DV,q0.50/t0.30,0.3,0.5,30,6,0.39717956012344424,3385760.925,0.008878199185036392,14.354523227383863,0.4784841075794621
DV,q0.50/t0.30,0.3,0.5,30,7,0.41125475633189207,3719500.7275,0.009361806759647939,14.184596577017114,0.47281988590057045
DV,q0.50/t0.30,0.3,0.5,40,0,0.3913056641138117,3400388.2625,0.009051460377700684,19.599022004889974,0.48997555012224936
DV,q0.50/t0.30,0.3,0.5,40,1,0.38870544573784604,3727172.05,0.009163777804906719,19.552567237163814,0.48881418092909534
DV,q0.50/t0.30,0.3,0.5,40,2,0.3753600366163171,3320619.8099999996,0.008987435566391021,19.529339853300733,0.48823349633251834
DV,q0.50/t0.30,0.3,0.5,40,3,0.3866149279556786,3867332.030025,0.008919621676935673,19.658924205378973,0.49147310513447434
DV,q0.50/t0.30,0.3,0.5,40,4,0.3927156954986629,3579721.735,0.009167310496584811,19.425427872860634,0.48563569682151586
DV,q0.50/t0.30,0.3,0.5,40,5,0.39891517399870857,3579721.735,0.009283017082681923,18.982885085574573,0.4745721271393643
DV,q0.50/t0.30,0.3,0.5,40,6,0.38175654580754187,3903378.895,0.008978309422450804,19.78973105134474,0.4947432762836185
DV,q0.50/t0.30,0.3,0.5,40,7,0.3984036997044715,3253361.24285,0.00868113022897083,19.188264058679707,0.4797066014669927
DV,q1.00/t0.30,0.3,1.0,20,0,0.42287043192922535,3208436.70105,0.008733530627877847,8.004889975550123,0.4002444987775061
DV,q1.00/t0.30,0.3,1.0,20,1,0.45156161332591455,3208565.0082,0.01137769284516828,8.205378973105134,0.4102689486552567
DV,q1.00/t0.30,0.3,1.0,20,2,0.4040102715556408,3208436.70105,0.012141829198766392,8.82273838630807,0.44113691931540344
DV,q1.00/t0.30,0.3,1.0,20,3,0.38400474375546784,3333129.6953499997,0.012450410928054177,8.78606356968215,0.43930317848410755
DV,q1.00/t0.30,0.3,1.0,20,4,0.4009134308124662,3161845.4831999997,0.010845898534310838,8.76283618581907,0.43814180929095353
DV,q1.00/t0.30,0.3,1.0,20,5,0.38483183744229277,3253361.24285,0.0070951364327409994,9.069682151589243,0.4534841075794621
DV,q1.00/t0.30,0.3,1.0,20,6,0.44423240917365237,3253361.24285,0.00933593273584325,7.940097799511002,0.3970048899755501
DV,q1.00/t0.30,0.3,1.0,20,7,0.4279230053090668,3281832.64285,0.012203794999991214,9.077017114914426,0.4538508557457213
DV,q1.00/t0.30,0.3,1.0,30,0,0.4068783747090954,3208436.70105,0.009995055443848017,12.880195599022004,0.4293398533007335
DV,q1.00/t0.30,0.3,1.0,30,1,0.4248151340267687,3281960.95,0.010259624689191242,12.902200488997556,0.4300733496332519
DV,q1.00/t0.30,0.3,1.0,30,2,0.4130195118463507,3281960.95,0.009327880679402798,13.135696821515893,0.4378565607171964
DV,q1.00/t0.30,0.3,1.0,30,3,0.40180327371091756,3281960.95,0.009510471100119138,13.10757946210269,0.436919315403423
DV,q1.00/t0.30,0.3,1.0,30,4,0.4172247315371491,3208565.0082,0.009136809262038404,13.031784841075794,0.4343928280358598
DV,q1.00/t0.30,0.3,1.0,30,5,0.41459268949580735,3332268.9265,0.01019814154957028,13.277506112469437,0.44258353708231457
DV,q1.00/t0.30,0.3,1.0,30,6,0.4218007398158546,3253361.24285,0.010561152766138528,12.831295843520783,0.4277098614506928
DV,q1.00/t0.30,0.3,1.0,30,7,0.4256975426214444,3253361.24285,0.009762254394622083,12.87286063569682,0.42909535452322733
DV,q0.00/t0.20,0.2,0.0,20,0,0.3598132822630614,3633119.165,0.009104186886241613,10.838630806845966,0.5419315403422983
DV,q0.00/t0.20,0.2,0.0,20,1,0.3880029486551522,3676284.850025,0.00950517671936546,10.30317848410758,0.515158924205379
DV,q0.00/t0.20,0.2,0.0,20,2,0.3752653963149553,3815155.0,0.009091152202652457,10.534229828850856,0.5267114914425428
DV,q0.00/t0.20,0.2,0.0,20,3,0.3822294911636768,3633119.165,0.009182062688122525,10.45354523227384,0.522677261613692
DV,q0.00/t0.20,0.2,0.0,20,4,0.3667870581263606,3978086.907525,0.00817331654148267,10.616136919315403,0.5308068459657702
