panel,series,tail,q,inst,nominal,armed,rate,ratio
U56,BREADTH,LOW,0.3,QROLL504,0.3,0.9452579409776977,0.2721639656816015,0.9072132189386717
U56,BREADTH,LOW,0.3,QROLL1008,0.3,0.8317188555981077,0.23537378114842902,0.7845792704947634
U56,BREADTH,LOW,0.3,QROLL2016,0.3,0.6046406848389276,0.2399403874813711,0.7998012916045704
U56,BREADTH,LOW,0.4,QEXP,0.4,1.0,0.21941878801531878,0.5485469700382969
U56,BREADTH,LOW,0.4,QROLL252,0.4,1.0,0.347600810993467,0.8690020274836675
U56,BREADTH,LOW,0.4,QROLL504,0.4,0.9452579409776977,0.3605815061963775,0.9014537654909438
U56,BREADTH,LOW,0.4,QROLL1008,0.4,0.8317188555981077,0.3326110509209101,0.8315276273022751
U56,BREADTH,LOW,0.4,QROLL2016,0.4,0.6046406848389276,0.323397913561848,0.8084947839046199
U56,RVOL,HIGH,0.6,QEXP,0.4,0.9975219644063978,0.27439024390243905,0.6859756097560976
U56,RVOL,HIGH,0.6,QROLL252,0.4,0.9975219644063978,0.3525293586269196,0.881323396567299
U56,RVOL,HIGH,0.6,QROLL504,0.4,0.9407524217166029,0.3587164750957854,0.8967911877394635
U56,RVOL,HIGH,0.6,QROLL1008,0.4,0.8272133363370129,0.335239651416122,0.838099128540305
U56,RVOL,HIGH,0.6,QROLL2016,0.4,0.6001351655778329,0.4072822822822823,1.0182057057057057
U56,RVOL,HIGH,0.7,QEXP,0.30000000000000004,0.9975219644063978,0.20957542908762422,0.698584763625414
U56,RVOL,HIGH,0.7,QROLL252,0.30000000000000004,0.9975219644063978,0.27371273712737126,0.9123757904245707
U56,RVOL,HIGH,0.7,QROLL504,0.30000000000000004,0.9407524217166029,0.2703544061302682,0.9011813537675605
U56,RVOL,HIGH,0.7,QROLL1008,0.30000000000000004,0.8272133363370129,0.23910675381263616,0.7970225127087871
U56,RVOL,HIGH,0.7,QROLL2016,0.30000000000000004,0.6001351655778329,0.3021771771771772,1.0072572572572571
U56,RVOL,HIGH,0.8,QEXP,0.19999999999999996,0.9975219644063978,0.12149954832881663,0.6074977416440832
U56,RVOL,HIGH,0.8,QROLL252,0.19999999999999996,0.9975219644063978,0.18812104787714543,0.9406052393857274
U56,RVOL,HIGH,0.8,QROLL504,0.19999999999999996,0.9407524217166029,0.18510536398467434,0.9255268199233719
U56,RVOL,HIGH,0.8,QROLL1008,0.19999999999999996,0.8272133363370129,0.1696623093681917,0.8483115468409588
U56,RVOL,HIGH,0.8,QROLL2016,0.19999999999999996,0.6001351655778329,0.2222222222222222,1.1111111111111114
U56,RVOL,HIGH,0.9,QEXP,0.09999999999999998,0.9975219644063978,0.04607046070460705,0.4607046070460706
U56,RVOL,HIGH,0.9,QROLL252,0.09999999999999998,0.9975219644063978,0.10320686540198735,1.0320686540198738
U56,RVOL,HIGH,0.9,QROLL504,0.09999999999999998,0.9407524217166029,0.10751915708812261,1.0751915708812263
U56,RVOL,HIGH,0.9,QROLL1008,0.09999999999999998,0.8272133363370129,0.09940087145969499,0.9940087145969502
U56,RVOL,HIGH,0.9,QROLL2016,0.09999999999999998,0.6001351655778329,0.12687687687687688,1.268768768768769
U56,DISP,HIGH,0.6,QEXP,0.4,0.9975219644063978,0.34101174345076785,0.8525293586269196
U56,DISP,HIGH,0.6,QROLL252,0.4,0.9975219644063978,0.39656729900632337,0.9914182475158084
U56,DISP,HIGH,0.6,QROLL504,0.4,0.9407524217166029,0.39846743295019155,0.9961685823754788
U56,DISP,HIGH,0.6,QROLL1008,0.4,0.8272133363370129,0.41693899782135074,1.0423474945533768
U56,DISP,HIGH,0.6,QROLL2016,0.4,0.6001351655778329,0.49436936936936937,1.2359234234234233
U56,DISP,HIGH,0.7,QEXP,0.30000000000000004,0.9975219644063978,0.24141824751580848,0.8047274917193615
U56,DISP,HIGH,0.7,QROLL252,0.30000000000000004,0.9975219644063978,0.30465221318879854,1.015507377295995
U56,DISP,HIGH,0.7,QROLL504,0.30000000000000004,0.9407524217166029,0.30483716475095785,1.0161238825031926
U56,DISP,HIGH,0.7,QROLL1008,0.30000000000000004,0.8272133363370129,0.3101851851851852,1.0339506172839503
U56,DISP,HIGH,0.7,QROLL2016,0.30000000000000004,0.6001351655778329,0.37762762762762764,1.2587587587587585
U56,DISP,HIGH,0.8,QEXP,0.19999999999999996,0.9975219644063978,0.15943992773261065,0.7971996386630534
U56,DISP,HIGH,0.8,QROLL252,0.19999999999999996,0.9975219644063978,0.2086720867208672,1.0433604336043363
U56,DISP,HIGH,0.8,QROLL504,0.19999999999999996,0.9407524217166029,0.21767241379310345,1.0883620689655176
U56,DISP,HIGH,0.8,QROLL1008,0.19999999999999996,0.8272133363370129,0.21241830065359477,1.062091503267974
U56,DISP,HIGH,0.8,QROLL2016,0.19999999999999996,0.6001351655778329,0.2661411411411411,1.330705705705706
U56,DISP,HIGH,0.9,QEXP,0.09999999999999998,0.9975219644063978,0.06910569105691057,0.6910569105691059
U56,DISP,HIGH,0.9,QROLL252,0.09999999999999998,0.9975219644063978,0.12149954832881663,1.2149954832881664
U56,DISP,HIGH,0.9,QROLL504,0.09999999999999998,0.9407524217166029,0.10727969348659004,1.0727969348659006
U56,DISP,HIGH,0.9,QROLL1008,0.09999999999999998,0.8272133363370129,0.10648148148148148,1.064814814814815
U56,DISP,HIGH,0.9,QROLL2016,0.09999999999999998,0.6001351655778329,0.14226726726726727,1.422672672672673
U56,DDSPD,HIGH,0.6,QEXP,0.4,0.9972966884433431,0.37858594985317373,0.9464648746329343
U56,DDSPD,HIGH,0.6,QROLL252,0.4,0.9972966884433431,0.42331149762819065,1.0582787440704766
U56,DDSPD,HIGH,0.6,QROLL504,0.4,0.9405271457535481,0.4217964071856287,1.0544910179640716
U56,DDSPD,HIGH,0.6,QROLL1008,0.4,0.8269880603739581,0.3988014165077636,0.9970035412694089
U56,DDSPD,HIGH,0.6,QROLL2016,0.4,0.5999098896147781,0.38603079233946674,0.9650769808486668
U56,DDSPD,HIGH,0.7,QEXP,0.30000000000000004,0.9972966884433431,0.2584142760334312,0.8613809201114372
U56,DDSPD,HIGH,0.7,QROLL252,0.30000000000000004,0.9972966884433431,0.3110458549807996,1.0368195166026652
U56,DDSPD,HIGH,0.7,QROLL504,0.30000000000000004,0.9405271457535481,0.3065868263473054,1.0219560878243512
U56,DDSPD,HIGH,0.7,QROLL1008,0.30000000000000004,0.8269880603739581,0.29038409152819394,0.9679469717606464
U56,DDSPD,HIGH,0.7,QROLL2016,0.30000000000000004,0.5999098896147781,0.28614344723995494,0.9538114907998496
U56,DDSPD,HIGH,0.8,QEXP,0.19999999999999996,0.9972966884433431,0.15608764400271063,0.7804382200135533
U56,DDSPD,HIGH,0.8,QROLL252,0.19999999999999996,0.9972966884433431,0.20871922295007905,1.0435961147503956
U56,DDSPD,HIGH,0.8,QROLL504,0.19999999999999996,0.9405271457535481,0.19856287425149702,0.9928143712574853
U56,DDSPD,HIGH,0.8,QROLL1008,0.19999999999999996,0.8269880603739581,0.18142195587033505,0.9071097793516755
U56,DDSPD,HIGH,0.8,QROLL2016,0.19999999999999996,0.5999098896147781,0.19376642883965453,0.9688321441982729
U56,DDSPD,HIGH,0.9,QEXP,0.09999999999999998,0.9972966884433431,0.0718319403659363,0.7183194036593632
U56,DDSPD,HIGH,0.9,QROLL252,0.09999999999999998,0.9972966884433431,0.10842557036367743,1.0842557036367746
U56,DDSPD,HIGH,0.9,QROLL504,0.09999999999999998,0.9405271457535481,0.09724550898203593,0.9724550898203596
U56,DDSPD,HIGH,0.9,QROLL1008,0.09999999999999998,0.8269880603739581,0.08689730318714246,0.8689730318714248
U56,DDSPD,HIGH,0.9,QROLL2016,0.09999999999999998,0.5999098896147781,0.10176492677431469,1.017649267743147
B136,BREADTH,LOW,0.07,QEXP,0.07,1.0,0.0,0.0
B136,BREADTH,LOW,0.07,QROLL252,0.07,1.0,0.12232484793872493,1.7474978276960702
B136,BREADTH,LOW,0.07,QROLL504,0.07,0.9452579409776977,0.10795996186844614,1.5422851695492303
B136,BREADTH,LOW,0.07,QROLL1008,0.07,0.8317188555981077,0.07177681473456121,1.0253830676365887
B136,BREADTH,LOW,0.07,QROLL2016,0.07,0.6046406848389276,0.07116244411326378,1.0166063444751967
B136,BREADTH,LOW,0.1,QEXP,0.1,1.0,0.009686866411353908,0.09686866411353907
B136,BREADTH,LOW,0.1,QROLL252,0.1,1.0,0.15701734624915523,1.5701734624915522
B136,BREADTH,LOW,0.1,QROLL504,0.1,0.9452579409776977,0.14180171591992374,1.4180171591992374
B136,BREADTH,LOW,0.1,QROLL1008,0.1,0.8317188555981077,0.09507042253521127,0.9507042253521126
B136,BREADTH,LOW,0.1,QROLL2016,0.1,0.6046406848389276,0.10171385991058123,1.0171385991058122
B136,BREADTH,LOW,0.12,QEXP,0.12,1.0,0.024780355936021625,0.20650296613351354
B136,BREADTH,LOW,0.12,QROLL252,0.12,1.0,0.17594052714575356,1.4661710595479465
B136,BREADTH,LOW,0.12,QROLL504,0.12,0.9452579409776977,0.15872259294566254,1.322688274547188
B136,BREADTH,LOW,0.12,QROLL1008,0.12,0.8317188555981077,0.11348862405200433,0.9457385337667028
B136,BREADTH,LOW,0.12,QROLL2016,0.12,0.6046406848389276,0.11587183308494783,0.965598609041232
B136,BREADTH,LOW,0.17,QEXP,0.17,1.0,0.047082676278441093,0.2769569192849476
B136,BREADTH,LOW,0.17,QROLL252,0.17,1.0,0.2185176841630998,1.285398142135881
B136,BREADTH,LOW,0.17,QROLL504,0.17,0.9452579409776977,0.2001906577693041,1.1775921045253182
B136,BREADTH,LOW,0.17,QROLL1008,0.17,0.8317188555981077,0.14490790899241604,0.8523994646612708
B136,BREADTH,LOW,0.17,QROLL2016,0.17,0.6046406848389276,0.15163934426229508,0.8919961427193828
B136,BREADTH,LOW,0.2,QEXP,0.2,1.0,0.0738905158819554,0.369452579409777
B136,BREADTH,LOW,0.2,QROLL252,0.2,1.0,0.24757828339716154,1.2378914169858075
B136,BREADTH,LOW,0.2,QROLL504,0.2,0.9452579409776977,0.22378455672068637,1.1189227836034317
B136,BREADTH,LOW,0.2,QROLL1008,0.2,0.8317188555981077,0.17145178764897076,0.8572589382448538
B136,BREADTH,LOW,0.2,QROLL2016,0.2,0.6046406848389276,0.18032786885245902,0.9016393442622951
B136,BREADTH,LOW,0.3,QEXP,0.3,1.0,0.15679207028610048,0.5226402342870017
B136,BREADTH,LOW,0.3,QROLL252,0.3,1.0,0.31448524442441994,1.0482841480813998
B136,BREADTH,LOW,0.3,QROLL504,0.3,0.9452579409776977,0.298141086749285,0.9938036224976168
B136,BREADTH,LOW,0.3,QROLL1008,0.3,0.8317188555981077,0.25081256771397614,0.8360418923799205
B136,BREADTH,LOW,0.3,QROLL2016,0.3,0.6046406848389276,0.2827868852459016,0.9426229508196721
B136,BREADTH,LOW,0.4,QEXP,0.4,1.0,0.2570398738454607,0.6425996846136517
B136,BREADTH,LOW,0.4,QROLL252,0.4,1.0,0.37148006307726966,0.9287001576931742
B136,BREADTH,LOW,0.4,QROLL504,0.4,0.9452579409776977,0.39156339370829363,0.9789084842707341
B136,BREADTH,LOW,0.4,QROLL1008,0.4,0.8317188555981077,0.35861321776814736,0.8965330444203684
B136,BREADTH,LOW,0.4,QROLL2016,0.4,0.6046406848389276,0.4046199701937407,1.0115499254843516
B136,RVOL,HIGH,0.6,QEXP,0.4,0.9975219644063978,0.24254742547425473,0.6063685636856367
B136,RVOL,HIGH,0.6,QROLL252,0.4,0.9975219644063978,0.3615627822944896,0.903906955736224
B136,RVOL,HIGH,0.6,QROLL504,0.4,0.9407524217166029,0.35153256704980845,0.8788314176245211
B136,RVOL,HIGH,0.6,QROLL1008,0.4,0.8272133363370129,0.3090958605664488,0.7727396514161219
B136,RVOL,HIGH,0.6,QROLL2016,0.4,0.6001351655778329,0.3738738738738739,0.9346846846846847
B136,RVOL,HIGH,0.7,QEXP,0.30000000000000004,0.9975219644063978,0.18066847335140018,0.6022282445046672
B136,RVOL,HIGH,0.7,QROLL252,0.30000000000000004,0.9975219644063978,0.26490514905149054,0.8830171635049683
B136,RVOL,HIGH,0.7,QROLL504,0.30000000000000004,0.9407524217166029,0.2509578544061303,0.8365261813537674
B136,RVOL,HIGH,0.7,QROLL1008,0.30000000000000004,0.8272133363370129,0.23502178649237473,0.7834059549745823
B136,RVOL,HIGH,0.7,QROLL2016,0.30000000000000004,0.6001351655778329,0.27214714714714716,0.9071571571571571
B136,RVOL,HIGH,0.8,QEXP,0.19999999999999996,0.9975219644063978,0.09552845528455285,0.47764227642276436
B136,RVOL,HIGH,0.8,QROLL252,0.19999999999999996,0.9975219644063978,0.1842818428184282,0.9214092140921412
B136,RVOL,HIGH,0.8,QROLL504,0.19999999999999996,0.9407524217166029,0.1839080459770115,0.9195402298850577
B136,RVOL,HIGH,0.8,QROLL1008,0.19999999999999996,0.8272133363370129,0.1576797385620915,0.7883986928104577
B136,RVOL,HIGH,0.8,QROLL2016,0.19999999999999996,0.6001351655778329,0.1933183183183183,0.9665915915915917
B136,RVOL,HIGH,0.9,QEXP,0.09999999999999998,0.9975219644063978,0.03681120144534779,0.36811201445347796
B136,RVOL,HIGH,0.9,QROLL252,0.09999999999999998,0.9975219644063978,0.09733514001806685,0.9733514001806688
B136,RVOL,HIGH,0.9,QROLL504,0.09999999999999998,0.9407524217166029,0.11039272030651341,1.1039272030651344
B136,RVOL,HIGH,0.9,QROLL1008,0.09999999999999998,0.8272133363370129,0.08850762527233115,0.8850762527233117
B136,RVOL,HIGH,0.9,QROLL2016,0.09999999999999998,0.6001351655778329,0.11824324324324324,1.1824324324324327
B136,DISP,HIGH,0.6,QEXP,0.4,0.9975219644063978,0.3462059620596206,0.8655149051490515
B136,DISP,HIGH,0.6,QROLL252,0.4,0.9975219644063978,0.40221318879855467,1.0055329719963866
B136,DISP,HIGH,0.6,QROLL504,0.4,0.9407524217166029,0.4097222222222222,1.0243055555555554
B136,DISP,HIGH,0.6,QROLL1008,0.4,0.8272133363370129,0.44580610021786493,1.1145152505446623
B136,DISP,HIGH,0.6,QROLL2016,0.4,0.6001351655778329,0.5431681681681682,1.3579204204204203
B136,DISP,HIGH,0.7,QEXP,0.30000000000000004,0.9975219644063978,0.25564588979223124,0.8521529659741041
B136,DISP,HIGH,0.7,QROLL252,0.30000000000000004,0.9975219644063978,0.3152664859981933,1.0508882866606442
B136,DISP,HIGH,0.7,QROLL504,0.30000000000000004,0.9407524217166029,0.32375478927203066,1.0791826309067687
B136,DISP,HIGH,0.7,QROLL1008,0.30000000000000004,0.8272133363370129,0.3420479302832244,1.1401597676107478
B136,DISP,HIGH,0.7,QROLL2016,0.30000000000000004,0.6001351655778329,0.4361861861861862,1.4539539539539539
B136,DISP,HIGH,0.8,QEXP,0.19999999999999996,0.9975219644063978,0.15989159891598917,0.799457994579946
B136,DISP,HIGH,0.8,QROLL252,0.19999999999999996,0.9975219644063978,0.22154471544715448,1.1077235772357727
B136,DISP,HIGH,0.8,QROLL504,0.19999999999999996,0.9407524217166029,0.2274904214559387,1.1374521072796937
B136,DISP,HIGH,0.8,QROLL1008,0.19999999999999996,0.8272133363370129,0.23093681917211328,1.1546840958605666
B136,DISP,HIGH,0.8,QROLL2016,0.19999999999999996,0.6001351655778329,0.3119369369369369,1.559684684684685
B136,DISP,HIGH,0.9,QEXP,0.09999999999999998,0.9975219644063978,0.062104787714543815,0.6210478771454383
B136,DISP,HIGH,0.9,QROLL252,0.09999999999999998,0.9975219644063978,0.12398373983739837,1.2398373983739839
B136,DISP,HIGH,0.9,QROLL504,0.09999999999999998,0.9407524217166029,0.1285919540229885,1.2859195402298853
B136,DISP,HIGH,0.9,QROLL1008,0.09999999999999998,0.8272133363370129,0.1111111111111111,1.1111111111111114
B136,DISP,HIGH,0.9,QROLL2016,0.09999999999999998,0.6001351655778329,0.15615615615615616,1.561561561561562
B136,DDSPD,HIGH,0.6,QEXP,0.4,0.9972966884433431,0.3776824034334764,0.944206008583691
B136,DDSPD,HIGH,0.6,QROLL252,0.4,0.9972966884433431,0.41427603343121755,1.0356900835780438
B136,DDSPD,HIGH,0.6,QROLL504,0.4,0.9405271457535481,0.4170059880239521,1.0425149700598801
B136,DDSPD,HIGH,0.6,QROLL1008,0.4,0.8269880603739581,0.4004358485426314,1.0010896213565785
B136,DDSPD,HIGH,0.6,QROLL2016,0.4,0.5999098896147781,0.3931656027037176,0.982914006759294
B136,DDSPD,HIGH,0.7,QEXP,0.30000000000000004,0.9972966884433431,0.25480009035464196,0.8493336345154731
B136,DDSPD,HIGH,0.7,QROLL252,0.30000000000000004,0.9972966884433431,0.3074316693020104,1.0247722310067011
B136,DDSPD,HIGH,0.7,QROLL504,0.30000000000000004,0.9405271457535481,0.30131736526946107,1.0043912175648702
B136,DDSPD,HIGH,0.7,QROLL1008,0.30000000000000004,0.8269880603739581,0.2901116861890493,0.9670389539634976
B136,DDSPD,HIGH,0.7,QROLL2016,0.30000000000000004,0.5999098896147781,0.2895230942546001,0.9650769808486669
B136,DDSPD,HIGH,0.8,QEXP,0.19999999999999996,0.9972966884433431,0.15540998418793767,0.7770499209396885
B136,DDSPD,HIGH,0.8,QROLL252,0.19999999999999996,0.9972966884433431,0.20781567653038174,1.039078382651909
B136,DDSPD,HIGH,0.8,QROLL504,0.19999999999999996,0.9405271457535481,0.19544910179640718,0.9772455089820361
B136,DDSPD,HIGH,0.8,QROLL1008,0.19999999999999996,0.8269880603739581,0.18114955053119042,0.9057477526559523
B136,DDSPD,HIGH,0.8,QROLL2016,0.19999999999999996,0.5999098896147781,0.19263987983477282,0.9631993991738643
B136,DDSPD,HIGH,0.9,QEXP,0.09999999999999998,0.9972966884433431,0.06934718771176869,0.6934718771176871
B136,DDSPD,HIGH,0.9,QROLL252,0.09999999999999998,0.9972966884433431,0.10865145696860176,1.086514569686018
B136,DDSPD,HIGH,0.9,QROLL504,0.09999999999999998,0.9405271457535481,0.09820359281437126,0.9820359281437128
B136,DDSPD,HIGH,0.9,QROLL1008,0.09999999999999998,0.8269880603739581,0.08226641242168346,0.8226641242168348
B136,DDSPD,HIGH,0.9,QROLL2016,0.09999999999999998,0.5999098896147781,0.1028914757791964,1.0289147577919642
SMALL439,BREADTH,LOW,0.07,QEXP,0.07,1.0,0.0002541942043721403,0.0036313457767448614
SMALL439,BREADTH,LOW,0.07,QROLL252,0.07,1.0,0.12404677173360447,1.7720967390514923
SMALL439,BREADTH,LOW,0.07,QROLL504,0.07,0.9382308083375699,0.08588458412354376,1.2269226303363392
SMALL439,BREADTH,LOW,0.07,QROLL1008,0.07,0.8101169293340111,0.06275494195167869,0.8964991707382669
SMALL439,BREADTH,LOW,0.07,QROLL2016,0.07,0.5538891713268937,0.05507113354749885,0.7867304792499835
SMALL439,BREADTH,LOW,0.1,QEXP,0.1,1.0,0.010167768174885612,0.10167768174885611
SMALL439,BREADTH,LOW,0.1,QROLL252,0.1,1.0,0.1520081342145399,1.520081342145399
SMALL439,BREADTH,LOW,0.1,QROLL504,0.1,0.9382308083375699,0.11026821999458142,1.102682199945814
SMALL439,BREADTH,LOW,0.1,QROLL1008,0.1,0.8101169293340111,0.08848446815186696,0.8848446815186696
SMALL439,BREADTH,LOW,0.1,QROLL2016,0.1,0.5538891713268937,0.07618173474070675,0.7618173474070674
SMALL439,BREADTH,LOW,0.12,QEXP,0.12,1.0,0.019827147941026944,0.1652262328418912
SMALL439,BREADTH,LOW,0.12,QROLL252,0.12,1.0,0.1670055922724962,1.3917132689374685
SMALL439,BREADTH,LOW,0.12,QROLL504,0.12,0.9382308083375699,0.1262530479544839,1.0521087329540324
SMALL439,BREADTH,LOW,0.12,QROLL1008,0.12,0.8101169293340111,0.10542830247882021,0.8785691873235018
SMALL439,BREADTH,LOW,0.12,QROLL2016,0.12,0.5538891713268937,0.0867370353373107,0.7228086278109225
SMALL439,BREADTH,LOW,0.17,QEXP,0.17,1.0,0.04778851042196238,0.2811088848350728
SMALL439,BREADTH,LOW,0.17,QROLL252,0.17,1.0,0.2150482968988307,1.2649899817578276
SMALL439,BREADTH,LOW,0.17,QROLL504,0.17,0.9382308083375699,0.16607965321051205,0.9769391365324237
SMALL439,BREADTH,LOW,0.17,QROLL1008,0.17,0.8101169293340111,0.14684656416692815,0.8638033186289891
SMALL439,BREADTH,LOW,0.17,QROLL2016,0.17,0.5538891713268937,0.1216154199173933,0.7153848230434899
SMALL439,BREADTH,LOW,0.2,QEXP,0.2,1.0,0.06736146415861718,0.3368073207930859
SMALL439,BREADTH,LOW,0.2,QROLL252,0.2,1.0,0.24605998983223182,1.230299949161159
SMALL439,BREADTH,LOW,0.2,QROLL504,0.2,0.9382308083375699,0.1915470062313736,0.957735031156868
SMALL439,BREADTH,LOW,0.2,QROLL1008,0.2,0.8101169293340111,0.1681832444304989,0.8409162221524944
SMALL439,BREADTH,LOW,0.2,QROLL2016,0.2,0.5538891713268937,0.14777420835245525,0.7388710417622762
SMALL439,BREADTH,LOW,0.3,QEXP,0.3,1.0,0.1456532791052364,0.485510930350788
SMALL439,BREADTH,LOW,0.3,QROLL252,0.3,1.0,0.32003050330452465,1.0667683443484155
SMALL439,BREADTH,LOW,0.3,QROLL504,0.3,0.9382308083375699,0.2782443782172853,0.9274812607242844
SMALL439,BREADTH,LOW,0.3,QROLL1008,0.3,0.8101169293340111,0.24850957012864763,0.8283652337621588
SMALL439,BREADTH,LOW,0.3,QROLL2016,0.3,0.5538891713268937,0.2143184947223497,0.7143949824078324
SMALL439,BREADTH,LOW,0.4,QEXP,0.4,1.0,0.20767666497203863,0.5191916624300965
SMALL439,BREADTH,LOW,0.4,QROLL252,0.4,1.0,0.3909506863243518,0.9773767158108795
SMALL439,BREADTH,LOW,0.4,QROLL504,0.4,0.9382308083375699,0.37036033595231643,0.9259008398807911
SMALL439,BREADTH,LOW,0.4,QROLL1008,0.4,0.8101169293340111,0.3351113900219642,0.8377784750549105
SMALL439,BREADTH,LOW,0.4,QROLL2016,0.4,0.5538891713268937,0.28315741165672326,0.7078935291418081
SMALL439,RVOL,HIGH,0.6,QEXP,0.4,0.9972038637519065,0.475146571501402,1.187866428753505
SMALL439,RVOL,HIGH,0.6,QROLL252,0.4,0.9972038637519065,0.35355595207749174,0.8838898801937293
SMALL439,RVOL,HIGH,0.6,QROLL504,0.4,0.9331469242501271,0.3701988558975756,0.925497139743939
SMALL439,RVOL,HIGH,0.6,QROLL1008,0.4,0.8050330452465684,0.42658667508683296,1.0664666877170823
SMALL439,RVOL,HIGH,0.6,QROLL2016,0.4,0.548805287239451,0.5933302454840204,1.4833256137100508
SMALL439,RVOL,HIGH,0.7,QEXP,0.30000000000000004,0.9972038637519065,0.36069334692837113,1.2023111564279036
SMALL439,RVOL,HIGH,0.7,QROLL252,0.30000000000000004,0.9972038637519065,0.27020137649757836,0.9006712549919277
SMALL439,RVOL,HIGH,0.7,QROLL504,0.30000000000000004,0.9331469242501271,0.27485698719694907,0.9161899573231634
SMALL439,RVOL,HIGH,0.7,QROLL1008,0.30000000000000004,0.8050330452465684,0.3337543416482476,1.112514472160825
SMALL439,RVOL,HIGH,0.7,QROLL2016,0.30000000000000004,0.548805287239451,0.4543770264011116,1.514590088003705
SMALL439,RVOL,HIGH,0.8,QEXP,0.19999999999999996,0.9972038637519065,0.23425949528422127,1.1712974764211066
SMALL439,RVOL,HIGH,0.8,QROLL252,0.19999999999999996,0.9972038637519065,0.1972979862350242,0.9864899311751212
SMALL439,RVOL,HIGH,0.8,QROLL504,0.19999999999999996,0.9331469242501271,0.1925905747752656,0.9629528738763281
SMALL439,RVOL,HIGH,0.8,QROLL1008,0.19999999999999996,0.8050330452465684,0.22197663403852225,1.1098831701926115
SMALL439,RVOL,HIGH,0.8,QROLL2016,0.19999999999999996,0.548805287239451,0.31820287169986106,1.5910143584993057
SMALL439,RVOL,HIGH,0.9,QEXP,0.09999999999999998,0.9972038637519065,0.09202141218455263,0.9202141218455265
SMALL439,RVOL,HIGH,0.9,QROLL252,0.09999999999999998,0.9972038637519065,0.11368850369615091,1.1368850369615093
SMALL439,RVOL,HIGH,0.9,QROLL504,0.09999999999999998,0.9331469242501271,0.11958594388450014,1.1958594388450017
SMALL439,RVOL,HIGH,0.9,QROLL1008,0.09999999999999998,0.8050330452465684,0.10640985159456899,1.0640985159456902
SMALL439,RVOL,HIGH,0.9,QROLL2016,0.09999999999999998,0.548805287239451,0.1838814265863826,1.8388142658638265
SMALL439,DISP,HIGH,0.6,QEXP,0.4,0.9972038637519065,0.587815447361713,1.4695386184042825
SMALL439,DISP,HIGH,0.6,QROLL252,0.4,0.9972038637519065,0.43079276064236555,1.076981901605914
SMALL439,DISP,HIGH,0.6,QROLL504,0.4,0.9331469242501271,0.45001362026695724,1.125034050667393
SMALL439,DISP,HIGH,0.6,QROLL1008,0.4,0.8050330452465684,0.5118408588569624,1.279602147142406
