panel,q,m,start,end,days,d_pct,nf_pct,spy_pct
SMALL439,0.2,2.0,2018-11-12,2019-02-01,55,1.0548443181098732,-5.81785803494245,-1.6412061693703572
SMALL439,0.2,2.0,2019-02-11,2019-02-15,5,-0.7733559712298271,2.208336843044407,2.5340384032688235
SMALL439,0.2,2.0,2019-03-25,2019-03-29,5,0.528786819951447,0.96087048657051,1.1568047177984209
SMALL439,0.2,2.0,2019-05-28,2019-06-14,14,0.3858024343860243,-0.8408809871761607,2.318331601272028
SMALL439,0.2,2.0,2019-08-19,2019-08-30,10,-1.5913254897122593,2.7523189604415372,1.303036815979508
SMALL439,0.2,2.0,2020-03-02,2020-07-31,107,-1.8248060719485462,-1.9347686608790944,15.469684323030064
SMALL439,0.2,2.0,2022-01-24,2022-08-05,135,-2.874266893106764,7.500374142352793,-3.34919324318782
SMALL439,0.2,2.0,2022-09-19,2022-10-21,25,-0.3243572857051538,-0.3799551902157021,-2.5981800466259974
SMALL439,0.2,2.0,2023-10-23,2023-11-03,10,1.1564608959683471,-0.32942860174299704,3.2135004933085076
SMALL439,0.2,2.0,2024-08-12,2024-08-16,5,-0.6069992150314238,2.8652104449331013,3.9507950589896534
SMALL439,0.2,2.0,2025-03-10,2025-06-06,63,-4.794336651942826,8.524819089610483,5.597045270737999
