panel,cost,band,stat,up,down,argmax_gross,span
B136,50,0.0,OOS_CAGR,True,False,1.0,0.0414464318498613
B136,50,0.0,FULL_Sharpe,True,False,1.0,0.0014036419595109262
B136,50,0.02,IS_Sharpe,True,False,1.0,0.00385356791111946
B136,50,0.02,OOS_Sharpe,False,False,0.75,0.0004077040639163254
B136,50,0.02,OOS_CAGR,True,False,1.0,0.04565170230968141
B136,50,0.02,FULL_Sharpe,True,False,1.0,0.001685774395132622
B136,50,0.03,IS_Sharpe,True,False,1.0,0.004188747898871914
B136,50,0.03,OOS_Sharpe,False,False,0.75,0.00038422231103474314
B136,50,0.03,OOS_CAGR,True,False,1.0,0.046165478222309764
B136,50,0.03,FULL_Sharpe,True,False,1.0,0.0018603841275096622
B136,50,0.05,IS_Sharpe,True,False,1.0,0.004700590216026979
B136,50,0.05,OOS_Sharpe,False,False,0.75,0.00040363259212072844
B136,50,0.05,OOS_CAGR,True,False,1.0,0.04716561310730971
B136,50,0.05,FULL_Sharpe,True,False,1.0,0.0020774719041412038
B136,50,0.08,IS_Sharpe,True,False,1.0,0.004387084743013636
B136,50,0.08,OOS_Sharpe,False,False,0.6,0.0006049132608556551
B136,50,0.08,OOS_CAGR,True,False,1.0,0.051152285584342705
B136,50,0.08,FULL_Sharpe,True,False,1.0,0.001697281714317933
U56,0,0.0,IS_Sharpe,True,False,1.0,0.0005973343630161221
U56,0,0.0,OOS_Sharpe,False,True,0.5,0.001404611906125064
U56,0,0.0,OOS_CAGR,True,False,1.0,0.06351047309476576
U56,0,0.0,FULL_Sharpe,False,True,0.5,0.0005004343805510292
U56,0,0.02,IS_Sharpe,True,False,1.0,0.00047510905663683545
U56,0,0.02,OOS_Sharpe,False,True,0.5,0.0015437699830116447
U56,0,0.02,OOS_CAGR,True,False,1.0,0.0650103285223218
U56,0,0.02,FULL_Sharpe,False,True,0.5,0.0006326712847299909
U56,0,0.03,IS_Sharpe,True,False,1.0,0.0006296472533764419
U56,0,0.03,OOS_Sharpe,False,True,0.5,0.001626299404829723
U56,0,0.03,OOS_CAGR,True,False,1.0,0.06539421726955608
U56,0,0.03,FULL_Sharpe,False,True,0.5,0.0006145930622447615
U56,0,0.05,IS_Sharpe,True,False,1.0,0.0008042085471562377
U56,0,0.05,OOS_Sharpe,False,True,0.5,0.0016833943634133597
U56,0,0.05,OOS_CAGR,True,False,1.0,0.06228929101613212
U56,0,0.05,FULL_Sharpe,False,True,0.5,0.000583087794811421
U56,0,0.08,IS_Sharpe,True,False,1.0,0.00032420025308921296
U56,0,0.08,OOS_Sharpe,False,True,0.5,0.0023746252826273295
U56,0,0.08,OOS_CAGR,True,False,1.0,0.06126486419536903
U56,0,0.08,FULL_Sharpe,False,True,0.5,0.0012443525626157914
U56,10,0.0,IS_Sharpe,True,False,1.0,0.0009970242153083397
U56,10,0.0,OOS_Sharpe,False,True,0.5,0.0010593308025619308
U56,10,0.0,OOS_CAGR,True,False,1.0,0.06103721407032636
U56,10,0.0,FULL_Sharpe,False,False,0.6,0.00014607794228238546
U56,10,0.02,IS_Sharpe,True,False,1.0,0.0009145055426302839
U56,10,0.02,OOS_Sharpe,False,True,0.5,0.0011769282185718488
U56,10,0.02,OOS_CAGR,True,False,1.0,0.0633080690118295
U56,10,0.02,FULL_Sharpe,False,True,0.5,0.00023354231533434522
U56,10,0.03,IS_Sharpe,True,False,1.0,0.0010771267810902874
U56,10,0.03,OOS_Sharpe,False,True,0.5,0.0012382120922582729
U56,10,0.03,OOS_CAGR,True,False,1.0,0.06399981749712591
U56,10,0.03,FULL_Sharpe,False,False,0.6,0.00020401657104307525
U56,10,0.05,IS_Sharpe,True,False,1.0,0.0013151758766809518
U56,10,0.05,OOS_Sharpe,False,True,0.5,0.001237908699832202
U56,10,0.05,OOS_CAGR,True,False,1.0,0.061176391035317135
U56,10,0.05,FULL_Sharpe,False,False,0.6,0.00013156024433080837
U56,10,0.08,IS_Sharpe,True,False,1.0,0.0008762855974320249
U56,10,0.08,OOS_Sharpe,False,True,0.5,0.0018954154633912257
U56,10,0.08,OOS_CAGR,True,False,1.0,0.06037544378176518
U56,10,0.08,FULL_Sharpe,False,True,0.5,0.0007335895926927627
U56,25,0.0,IS_Sharpe,True,False,1.0,0.0015980493626919223
U56,25,0.0,OOS_Sharpe,False,True,0.5,0.0005402031551440256
U56,25,0.0,OOS_CAGR,True,False,1.0,0.05735468864051563
U56,25,0.0,FULL_Sharpe,False,False,0.85,0.0004329188227041314
U56,25,0.02,IS_Sharpe,True,False,1.0,0.001574761619883569
U56,25,0.02,OOS_Sharpe,False,True,0.5,0.0006254259443392307
U56,25,0.02,OOS_CAGR,True,False,1.0,0.06076761320223545
U56,25,0.02,FULL_Sharpe,False,False,0.85,0.00039575304109740195
U56,25,0.03,IS_Sharpe,True,False,1.0,0.0017493419048031367
U56,25,0.03,OOS_Sharpe,False,True,0.5,0.0006548548896612161
U56,25,0.03,OOS_CAGR,True,False,1.0,0.061916900007421116
U56,25,0.03,FULL_Sharpe,False,False,0.85,0.0004385454027617808
U56,25,0.05,IS_Sharpe,True,False,1.0,0.002082585460120967
U56,25,0.05,OOS_Sharpe,False,True,0.5,0.0005685291770511913
U56,25,0.05,OOS_CAGR,True,False,1.0,0.05951263502277415
U56,25,0.05,FULL_Sharpe,True,False,1.0,0.0006037487302614775
U56,25,0.08,IS_Sharpe,True,False,1.0,0.0017052586465178265
U56,25,0.08,OOS_Sharpe,False,True,0.5,0.001175550468864417
U56,25,0.08,OOS_CAGR,True,False,1.0,0.05904490271394014
U56,25,0.08,FULL_Sharpe,False,False,0.75,0.00018134163075411713
U56,50,0.0,IS_Sharpe,True,False,1.0,0.002602648244938388
U56,50,0.0,OOS_Sharpe,False,False,0.85,0.0004948309169796605
U56,50,0.0,OOS_CAGR,True,False,1.0,0.05128955868556062
U56,50,0.0,FULL_Sharpe,True,False,1.0,0.001354740366094398
U56,50,0.02,IS_Sharpe,True,False,1.0,0.002677730020317459
U56,50,0.02,OOS_Sharpe,False,False,0.85,0.0004778544500039228
U56,50,0.02,OOS_CAGR,True,False,1.0,0.05656782931701221
U56,50,0.02,FULL_Sharpe,True,False,1.0,0.0013689731989623422
U56,50,0.03,IS_Sharpe,True,False,1.0,0.002871963294332369
U56,50,0.03,OOS_Sharpe,False,False,0.85,0.0005002748019768966
U56,50,0.03,OOS_CAGR,True,False,1.0,0.05846842443714917
U56,50,0.03,FULL_Sharpe,True,False,1.0,0.0014643434066872185
U56,50,0.05,IS_Sharpe,True,False,1.0,0.003363829507485816
U56,50,0.05,OOS_Sharpe,False,False,0.85,0.0006560533984056871
U56,50,0.05,OOS_CAGR,True,False,1.0,0.056754574412639425
U56,50,0.05,FULL_Sharpe,True,False,1.0,0.0017938939582877733
U56,50,0.08,IS_Sharpe,True,False,1.0,0.0030888867912544082
U56,50,0.08,OOS_Sharpe,False,False,0.75,0.0003096584200916741
U56,50,0.08,OOS_CAGR,True,False,1.0,0.05683688009999188
U56,50,0.08,FULL_Sharpe,True,False,1.0,0.0013144076204878452
