cost_bps,scope,arm,n,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,mean_pick_q,pick_q_1
5,sub-panels,S1 IS-Sharpe,72,0.9116622049330849,0.12226082002502459,-0.25023889232651647,0.6180555555555556,0.2777777777777778
5,sub-panels,S0 q=1.00 (no ranking),72,0.9999953504466821,0.10942257827248886,-0.20280752832189247,1.0,1.0
5,sub-panels,S2 random q,72,0.8675079128228369,0.12395823738686618,-0.26616686231163217,0.46875,0.05555555555555555
5,sub-panels,S3 ORACLE (OOS argmax),72,1.0387167461188769,0.1274588213893992,-0.21088517889333255,0.7861111111111111,0.19444444444444445
10,primary,S1 IS-Sharpe,2,0.850174581166673,0.1538362520532751,-0.31323130270615496,0.125,0.0
10,primary,S0 q=1.00 (no ranking),2,1.0661680722842213,0.10964874580891171,-0.16781317976510474,1.0,1.0
10,primary,S2 random q,2,0.8554525532992282,0.1379610586280695,-0.29981479243706544,0.2,0.0
10,primary,S3 ORACLE (OOS argmax),2,1.0829564082275578,0.13147704700254936,-0.20011702328257053,0.7,0.0
10,all panels,S1 IS-Sharpe,5,0.7030626396822369,0.107918159657771,-0.2995639384069828,0.41999999999999993,0.2
10,all panels,S0 q=1.00 (no ranking),5,0.8192939134340067,0.08555443482680007,-0.2432946887522939,1.0,1.0
10,all panels,S2 random q,5,0.6779432364117952,0.09128662125206728,-0.32456712678022925,0.52,0.2
10,all panels,S3 ORACLE (OOS argmax),5,0.901310802237503,0.1086513594592243,-0.24768311718899572,0.6599999999999999,0.0
10,sub-panels,S1 IS-Sharpe,72,0.887687600466867,0.11376385034889742,-0.24386128612525967,0.6861111111111112,0.3333333333333333
10,sub-panels,S0 q=1.00 (no ranking),72,0.9598209280924972,0.10455582782281538,-0.20548208670709767,1.0,1.0
10,sub-panels,S2 random q,72,0.8252441477826813,0.12228637812032697,-0.27394406849052877,0.43333333333333335,0.08333333333333333
10,sub-panels,S3 ORACLE (OOS argmax),72,0.9927868547110541,0.11951688673668137,-0.21161931018514654,0.8034722222222224,0.2361111111111111
15,primary,S1 IS-Sharpe,2,0.7942276316575789,0.1417168484320207,-0.31718505901924554,0.125,0.0
15,primary,S0 q=1.00 (no ranking),2,1.024891106991633,0.10497941160655733,-0.1689593102985184,1.0,1.0
15,primary,S2 random q,2,0.8818242283897979,0.10751579461349137,-0.2356645551291075,0.55,0.0
15,primary,S3 ORACLE (OOS argmax),2,1.035583170547391,0.12501461619470067,-0.20279278748908575,0.7,0.0
15,all panels,S1 IS-Sharpe,5,0.6479721220413339,0.09815257146582113,-0.3044434694799731,0.41999999999999993,0.2
15,all panels,S0 q=1.00 (no ranking),5,0.7752429168989173,0.08031118792197942,-0.24679965528116116,1.0,1.0
15,all panels,S2 random q,5,0.7874357829544706,0.09364694183701006,-0.2576158287053381,0.5800000000000001,0.0
15,all panels,S3 ORACLE (OOS argmax),5,0.8502515379481149,0.10145329631122131,-0.2510974656021025,0.6599999999999999,0.0
15,sub-panels,S1 IS-Sharpe,72,0.8480922300952443,0.10547140834253639,-0.24472581121740322,0.7250000000000001,0.4444444444444444
15,sub-panels,S0 q=1.00 (no ranking),72,0.9196068368896166,0.09970963709458476,-0.2083349207335759,1.0,1.0
15,sub-panels,S2 random q,72,0.7159912463937215,0.10011980266127536,-0.29172665070100623,0.40624999999999994,0.027777777777777776
15,sub-panels,S3 ORACLE (OOS argmax),72,0.9473631832565993,0.11250670935307516,-0.21339586775908914,0.8256944444444445,0.2916666666666667
20,primary,S1 IS-Sharpe,2,0.7382430340259158,0.1297214016121585,-0.32111783170249814,0.125,0.0
20,primary,S0 q=1.00 (no ranking),2,0.9835744172192185,0.10032900391391375,-0.17010388640058266,1.0,1.0
20,primary,S2 random q,2,0.7967433732164657,0.103748982596504,-0.24329668759515122,0.425,0.0
20,primary,S3 ORACLE (OOS argmax),2,0.988163477240992,0.11858901848864745,-0.20585054572210193,0.7,0.0
20,all panels,S1 IS-Sharpe,5,0.5928625183287846,0.08847665095807714,-0.3092814948588704,0.41999999999999993,0.2
20,all panels,S0 q=1.00 (no ranking),5,0.7311772617378491,0.07509388851340523,-0.2502763008659987,1.0,1.0
20,all panels,S2 random q,5,0.7225377183311703,0.08344187887051761,-0.2648238528941964,0.7200000000000001,0.2
20,all panels,S3 ORACLE (OOS argmax),5,0.7991640665665543,0.0943052856074901,-0.25656169438628956,0.6599999999999999,0.0
20,sub-panels,S1 IS-Sharpe,72,0.8213763076116916,0.09857295394569851,-0.24351981439598636,0.7777777777777778,0.5555555555555556
20,sub-panels,S0 q=1.00 (no ranking),72,0.8793599476375863,0.09488392240209777,-0.2112470030344243,1.0,1.0
20,sub-panels,S2 random q,72,0.7054019649251617,0.09751263350953841,-0.2900570333513907,0.46875,0.08333333333333333
20,sub-panels,S3 ORACLE (OOS argmax),72,0.9023587935059934,0.1060559470069876,-0.21546928140247143,0.8381944444444445,0.3472222222222222
25,primary,S1 IS-Sharpe,2,0.6822326075498166,0.11784867735168114,-0.3250297235101629,0.125,0.0
25,primary,S0 q=1.00 (no ranking),2,0.9422249539938757,0.09569744879731357,-0.17165286891605197,1.0,1.0
25,primary,S2 random q,2,0.9338139429407564,0.10319520024817441,-0.18533010073993422,0.8,0.0
25,primary,S3 ORACLE (OOS argmax),2,0.9444300929405907,0.09872367273334115,-0.17583599072294664,0.95,0.5
25,all panels,S1 IS-Sharpe,5,0.5377456828552049,0.07888956575690616,-0.3140784151052823,0.41999999999999993,0.2
25,all panels,S0 q=1.00 (no ranking),5,0.68710514879366,0.06990240293449657,-0.2538872773442298,1.0,1.0
25,all panels,S2 random q,5,0.6152806999602822,0.07782980122606116,-0.31186128441325384,0.47000000000000003,0.0
25,all panels,S3 ORACLE (OOS argmax),5,0.7495486748276151,0.08181640317712913,-0.24896273933068752,0.7599999999999999,0.2
25,sub-panels,S1 IS-Sharpe,72,0.7914232736586566,0.09001815997634188,-0.2396166365565865,0.8472222222222222,0.6666666666666666
25,sub-panels,S0 q=1.00 (no ranking),72,0.8390871377999489,0.09007860038795258,-0.21444855378973854,1.0,1.0
25,sub-panels,S2 random q,72,0.6664425298892743,0.08690588554881683,-0.2878571348789032,0.4847222222222222,0.09722222222222222
25,sub-panels,S3 ORACLE (OOS argmax),72,0.8580109495101795,0.09959305829789354,-0.21771096822805777,0.8534722222222223,0.4166666666666667
30,primary,S1 IS-Sharpe,2,0.626208171670537,0.10609745336905851,-0.328920836732494,0.125,0.0
30,primary,S0 q=1.00 (no ranking),2,0.9008496737986755,0.09108467260150477,-0.17508124000714603,1.0,1.0
30,primary,S2 random q,2,0.7419056481895314,0.09671923161210338,-0.24246952790352178,0.525,0.5
30,primary,S3 ORACLE (OOS argmax),2,0.9016155103983187,0.09379520570581112,-0.17733742854799278,0.95,0.5
30,all panels,S1 IS-Sharpe,5,0.4826334511941631,0.06939049116121039,-0.31909400862640813,0.41999999999999993,0.2
30,all panels,S0 q=1.00 (no ranking),5,0.6430347616410921,0.06473659824046893,-0.2584822245092126,1.0,1.0
30,all panels,S2 random q,5,0.44925211030463286,0.05177801540690783,-0.3941726818267828,0.49000000000000005,0.0
30,all panels,S3 ORACLE (OOS argmax),5,0.7003055281183987,0.07533701055746231,-0.2542470145066713,0.7599999999999999,0.2
30,sub-panels,S1 IS-Sharpe,72,0.749153814041239,0.083953102409306,-0.24334257795530936,0.8541666666666666,0.6944444444444444
30,sub-panels,S0 q=1.00 (no ranking),72,0.7987952856049025,0.08529358802180326,-0.21777425958626534,1.0,1.0
30,sub-panels,S2 random q,72,0.6199593809958949,0.07777338302905765,-0.2872575501849737,0.5104166666666666,0.08333333333333333
30,sub-panels,S3 ORACLE (OOS argmax),72,0.8140487869056381,0.0933560298205028,-0.2204725586797439,0.8673611111111111,0.4722222222222222
