book,panel,cost,var_tail,var_head,ratio,n_tail,n_head
U56-qroll-q0.17-w252-d1.00,U56,0.0,4.6382507933419626e-05,2.8021253018902672e-05,1.6552617365872524,1936,945
U56-qroll-q0.17-w252-d1.00,U56,10.0,4.6335200936901696e-05,2.801683455040033e-05,1.6538342635941938,1936,945
U56-qroll-q0.17-w252-d1.00,U56,25.0,4.63477373110524e-05,2.807848693491059e-05,1.650649389281274,1936,945
U56-qroll-q0.17-w504-d0.50,U56,0.0,6.0700605374427086e-05,3.537490574601713e-05,1.7159227450736425,1936,945
U56-qroll-q0.17-w504-d0.50,U56,10.0,6.0650511397328487e-05,3.539493251001574e-05,1.7135365742021447,1936,945
U56-qroll-q0.17-w504-d0.50,U56,25.0,6.062461460802704e-05,3.54654217961003e-05,1.709400636952052,1936,945
U56-qroll-q0.17-w504-d1.00,U56,0.0,5.565394563723087e-05,2.5545992233389602e-05,2.178578351107811,1936,945
U56-qroll-q0.17-w504-d1.00,U56,10.0,5.562633461477925e-05,2.5528375100321467e-05,2.179000206483129,1936,945
U56-qroll-q0.17-w504-d1.00,U56,25.0,5.565622207512019e-05,2.557457197995611e-05,2.1762327877369896,1936,945
U56-qroll-q0.17-w1008-d0.50,U56,0.0,5.74656898186551e-05,4.010361870991013e-05,1.4329302857762953,1936,945
U56-qroll-q0.17-w1008-d0.50,U56,10.0,5.739151757911988e-05,4.013669813879199e-05,1.4299013182564502,1936,945
U56-qroll-q0.17-w1008-d0.50,U56,25.0,5.7325431870216114e-05,4.0219299548807887e-05,1.425321487776016,1936,945
U56-qroll-q0.17-w1008-d1.00,U56,0.0,5.146340000597608e-05,3.185047236881411e-05,1.615781373979422,1936,945
U56-qroll-q0.17-w1008-d1.00,U56,10.0,5.138286527590768e-05,3.188491605007851e-05,1.611510132101513,1936,945
U56-qroll-q0.17-w1008-d1.00,U56,25.0,5.131357786773606e-05,3.1972030486393566e-05,1.6049521124275712,1936,945
B136-band0.03-g0.50,B136,0.0,9.091168244540817e-06,7.257754892789592e-06,1.252614393684289,1934,945
B136-band0.03-g0.50,B136,10.0,9.087848915294139e-06,7.2588577142289486e-06,1.2519668070473358,1934,945
B136-band0.03-g0.50,B136,25.0,9.083762078805454e-06,7.26120193248876e-06,1.2509997880877024,1934,945
B136-band0.03-g0.75,B136,0.0,2.049751820685092e-05,1.634958323647537e-05,1.2537027953790068,1934,945
B136-band0.03-g0.75,B136,10.0,2.0490233494008774e-05,1.6352077427036433e-05,1.2530660758816086,1934,945
B136-band0.03-g0.75,B136,25.0,2.0481294500403592e-05,1.635734673042208e-05,1.252115935300902,1934,945
B136-band0.03-g1.00,B136,0.0,3.651972005801459e-05,2.9102303456202878e-05,1.2548738663581889,1934,945
B136-band0.03-g1.00,B136,10.0,3.650692761915194e-05,2.910674288731572e-05,1.254242969077145,1934,945
B136-band0.03-g1.00,B136,25.0,3.649126157637815e-05,2.9116094273110897e-05,1.2533020821435628,1934,945
B136-band0.08-g0.50,B136,0.0,1.0171708201554327e-05,7.752035752957254e-06,1.3121338091963797,1934,945
B136-band0.08-g0.50,B136,10.0,1.0171503389278149e-05,7.752882537805314e-06,1.3119640778354291,1934,945
B136-band0.08-g0.50,B136,25.0,1.0171652595695055e-05,7.754415569465164e-06,1.311723946772769,1934,945
B136-band0.08-g0.75,B136,0.0,2.2977715541700124e-05,1.7467449149322556e-05,1.3154591346035935,1934,945
B136-band0.08-g0.75,B136,10.0,2.2977753299526554e-05,1.746934816166628e-05,1.3153182984782223,1934,945
B136-band0.08-g0.75,B136,25.0,2.2978826457727676e-05,1.7472771522727143e-05,1.315122013003988,1934,945
B136-band0.08-g1.00,B136,0.0,4.102431393923989e-05,3.1100098728002665e-05,1.3191055854205833,1934,945
B136-band0.08-g1.00,B136,10.0,4.102506850777436e-05,3.110343588727829e-05,1.3189883155177125,1934,945
B136-band0.08-g1.00,B136,25.0,4.102800534435758e-05,3.1109445121964986e-05,1.3188279374160081,1934,945
B136-qroll-q0.12-w252-d0.50,B136,0.0,5.560568239518198e-05,4.359437636187146e-05,1.2755242082971017,1934,945
B136-qroll-q0.12-w252-d0.50,B136,10.0,5.5534179876317767e-05,4.357975130764392e-05,1.2743115371238254,1934,945
B136-qroll-q0.12-w252-d0.50,B136,25.0,5.547950258118478e-05,4.360247646333584e-05,1.2723933840738613,1934,945
B136-qroll-q0.12-w252-d1.00,B136,0.0,4.7529337955245045e-05,3.591256802121002e-05,1.323473663236061,1934,945
B136-qroll-q0.12-w252-d1.00,B136,10.0,4.7431015289598235e-05,3.5831220606505404e-05,1.323734287773239,1934,945
B136-qroll-q0.12-w252-d1.00,B136,25.0,4.73698400273936e-05,3.579942312509068e-05,1.3232012108651434,1934,945
B136-qroll-q0.12-w504-d0.50,B136,0.0,6.607260777078322e-05,4.0332044258821034e-05,1.6382161872772532,1934,945
B136-qroll-q0.12-w504-d0.50,B136,10.0,6.602458283417649e-05,4.0358562471278405e-05,1.6359498156348748,1934,945
B136-qroll-q0.12-w504-d0.50,B136,25.0,6.600125693908873e-05,4.043857102650406e-05,1.6321362319116197,1934,945
B136-qroll-q0.12-w504-d1.00,B136,0.0,6.124062635995623e-05,3.155885576819466e-05,1.9405211269311975,1934,945
B136-qroll-q0.12-w504-d1.00,B136,10.0,6.119834947049458e-05,3.160479415049353e-05,1.9363628561883521,1934,945
B136-qroll-q0.12-w504-d1.00,B136,25.0,6.12020032312775e-05,3.176308470622833e-05,1.9268280709296655,1934,945
B136-qroll-q0.12-w1008-d0.50,B136,0.0,6.0468460659673247e-05,4.8764649391480615e-05,1.2400060579588077,1934,945
B136-qroll-q0.12-w1008-d0.50,B136,10.0,6.039730319935205e-05,4.876636097921781e-05,1.2385033860757184,1934,945
B136-qroll-q0.12-w1008-d0.50,B136,25.0,6.033566035510341e-05,4.880242191570037e-05,1.2363251245875697,1934,945
B136-qroll-q0.12-w1008-d1.00,B136,0.0,5.400707399198036e-05,4.2818113804976445e-05,1.261313710313496,1934,945
B136-qroll-q0.12-w1008-d1.00,B136,10.0,5.3929814849839864e-05,4.280324407018762e-05,1.2599469040572528,1934,945
B136-qroll-q0.12-w1008-d1.00,B136,25.0,5.386841951407062e-05,4.283163191961851e-05,1.2576784282972147,1934,945
B136-qroll-q0.17-w252-d0.50,B136,0.0,5.361705058858728e-05,4.0797788753698575e-05,1.3142146235493353,1934,945
B136-qroll-q0.17-w252-d0.50,B136,10.0,5.3551121281415794e-05,4.0809626298792384e-05,1.3122178794124475,1934,945
B136-qroll-q0.17-w252-d0.50,B136,25.0,5.3504497266883006e-05,4.086790909740001e-05,1.309205644442596,1934,945
B136-qroll-q0.17-w252-d1.00,B136,0.0,4.487624420228955e-05,3.2182950812637016e-05,1.3944104896891047,1934,945
B136-qroll-q0.17-w252-d1.00,B136,10.0,4.479134446789982e-05,3.215116180236112e-05,1.393148550688157,1934,945
B136-qroll-q0.17-w252-d1.00,B136,25.0,4.475821024384813e-05,3.2187877706485544e-05,1.3905300204004996,1934,945
B136-qroll-q0.17-w504-d0.50,B136,0.0,5.6202100772275597e-05,3.73716993072741e-05,1.5038679485825872,1934,945
B136-qroll-q0.17-w504-d0.50,B136,10.0,5.6134002024994174e-05,3.738868862293244e-05,1.5013632222063078,1934,945
B136-qroll-q0.17-w504-d0.50,B136,25.0,5.6079853712146775e-05,3.744842205991056e-05,1.4975224756447514,1934,945
B136-qroll-q0.17-w504-d1.00,B136,0.0,4.8320728474136805e-05,2.7629916756010267e-05,1.7488553766136743,1934,945
B136-qroll-q0.17-w504-d1.00,B136,10.0,4.8261133616971224e-05,2.7652959374316245e-05,1.7452429942017569,1934,945
B136-qroll-q0.17-w504-d1.00,B136,25.0,4.825021983110203e-05,2.7751292630810858e-05,1.7386656712895692,1934,945
B136-qroll-q0.17-w1008-d0.50,B136,0.0,5.796642658951139e-05,4.334653552429596e-05,1.3372793439748123,1934,945
B136-qroll-q0.17-w1008-d0.50,B136,10.0,5.789245754180814e-05,4.336204461923962e-05,1.3350951978892944,1934,945
B136-qroll-q0.17-w1008-d0.50,B136,25.0,5.782508431177057e-05,4.342224244315314e-05,1.3316927237802865,1934,945
B136-qroll-q0.17-w1008-d1.00,B136,0.0,5.066647466898701e-05,3.558910968952768e-05,1.4236510862730556,1934,945
B136-qroll-q0.17-w1008-d1.00,B136,10.0,5.056806664855395e-05,3.562012507796086e-05,1.419648767034841,1934,945
B136-qroll-q0.17-w1008-d1.00,B136,25.0,5.047776412650033e-05,3.573704862251129e-05,1.4124771370936224,1934,945
