panel,v,dSharpe,se_dSharpe,dCAGR,se_dCAGR,dMaxDD,se_dMaxDD,t_dMaxDD,lo_dMaxDD,hi_dMaxDD,lo_dSharpe,hi_dSharpe
B136,0.24,0.019395490559361184,0.01551967914965621,0.0017782265129235864,0.0014387304814712388,0.023590133979639716,0.010777480469525097,2.188835697391823,-0.00133841700851888,0.02774725750092307,-0.0025353971327232963,0.05156483966031604
B136,0.26,0.015353871793307272,0.011751008300756077,0.0015060929766459452,0.0011137394076866094,0.0168934504614926,0.008051647335158897,2.098135916575041,-0.0005155647266289309,0.021906999564369617,-0.0004236911791801134,0.040291632447453735
B136,0.28,0.010321892744404204,0.0079206725115339,0.0010667267414166126,0.0007924425763509047,0.010049559838138045,0.005187093379710896,1.937416410787299,-0.00023031540549037777,0.015801148854714866,-0.00034404125098374817,0.027123217140277437
B136,0.3,0.005027963252586254,0.004011901148613595,0.0006189810334955581,0.0004747334847750549,0.0031886701151624397,0.002445440959836241,1.3039243913604723,-0.0001413002929506052,0.007880373282489701,-0.0003080602940095184,0.013370703598621973
SMALL,0.06,-0.0114224432989678,0.06975287295196882,-0.001230231593996045,0.005144458055911531,-0.00017841997758183403,0.025377278109664697,-0.007030697965747732,-0.028492850015329002,0.07267204840648984,-0.14932323559199018,0.10894025435600384
SMALL,0.08,-0.014611081181441998,0.06873149731047234,-0.002061735009270649,0.00672913924130527,-0.0008653558990100452,0.030673341983707178,-0.02821198614320207,-0.03785423340699084,0.08745023197526633,-0.15143421790944217,0.10924008714254331
SMALL,0.1,-0.030576632129542813,0.06529270529888599,-0.00445867063812555,0.007923741558871548,-0.003926526187979729,0.03509422722711715,-0.11188524433288333,-0.04556366032560859,0.09016399080244908,-0.1580349745341761,0.09399567298933821
SMALL,0.12,-0.05512314868302426,0.05941073728287306,-0.008467115187125174,0.008446026833578677,-0.012257787813291232,0.03788808782693899,-0.3235261665693185,-0.061268303961873286,0.0859168285883563,-0.1733408185979118,0.06477762715686118
SMALL,0.14,-0.06914582789098855,0.051244618818773145,-0.011264448209781674,0.008133921318273446,-0.019681703815429885,0.03620884316323485,-0.5435606911466859,-0.061341419474569905,0.07652655573225922,-0.17353848936302926,0.030431983552158474
SMALL,0.15,-0.0669453985950208,0.04699251685352885,-0.011238378094062584,0.007737836105515263,-0.022297440553701087,0.034363815132629316,-0.6488639421333954,-0.056824582077525096,0.07440592082112897,-0.16497939306149118,0.02412468973213208
SMALL,0.16,-0.0593790142131978,0.043420968563187466,-0.010273132894230042,0.007320765218904823,-0.025131101671338585,0.0326187040819746,-0.7704506472170446,-0.054320508487703055,0.07210883070507298,-0.15132701056185235,0.022908701534491184
SMALL,0.18,-0.02462193493150422,0.033975358531022536,-0.004793692047644793,0.005885869012918867,-0.01836623974905205,0.025889582735723143,-0.7094065569357291,-0.030547155711976286,0.0657290601694904,-0.09304672423865334,0.041568533820276574
SMALL,0.2,0.000378644831285857,0.02544761552085676,-0.0004609265583719324,0.004445207885535141,-0.010468696676826483,0.019908488930143773,-0.5258408467643999,-0.015454519192121706,0.05647909203859278,-0.049424147551021036,0.05120586721571668
SMALL,0.22,0.0009271508205900836,0.017849031678136115,-0.00016718869894027932,0.003166348949910422,-0.007083291392541824,0.01427145694664672,-0.4963257373807335,-0.0100068589888388,0.04168342089325761,-0.03506483629311008,0.034689618177377916
SMALL,0.24,0.0032147869602967005,0.01108590010081193,0.00040579044114741336,0.0019758084336710152,-0.002897461411718538,0.008948284080968509,-0.32380078521210004,-0.004302393361960477,0.027121038633682266,-0.019537343549804107,0.023455141847773475
SMALL,0.26,0.005900343232566774,0.007970649978583688,0.0009299079637103969,0.001387066692728448,-0.001010335567874221,0.007473525176283278,-0.13518862170698936,-0.0022321636086907568,0.02418596487034885,-0.009687169389157294,0.02224410478116386
SMALL,0.28,0.0058079240026787105,0.00602813575284486,0.0009435636498982269,0.0010202132970669707,-0.0003966221120561553,0.006430139294816394,-0.06168172941072817,-0.0011664594797761746,0.020492772310746563,-0.003930647423901754,0.018943539272533717
SMALL,0.3,0.006478795887088218,0.005124972727443922,0.0010808267985804587,0.0008613542773039581,-0.00018612611193480344,0.005642130491814369,-0.03298862233066678,-0.00036255239810336346,0.01797616134846048,-7.447026143826973e-05,0.017774488172417443
U56,0.06,-0.007127065160564605,0.08325060693121508,-0.00698267923424889,0.005941312246806242,0.030691928987721218,0.01964681987178115,1.5621830498789389,-0.019757163839752095,0.053258254812493105,-0.1727162754911352,0.14998996157206756
U56,0.08,-0.02467276333397317,0.0699528692835345,-0.00883728900132752,0.00613627521090015,0.03376710621516732,0.022218906117013337,1.5197465634598168,-0.021858696890375895,0.0566336075383774,-0.1597914293037879,0.11162149490428719
U56,0.1,-0.04059378095257471,0.058492910592664434,-0.009845033302462003,0.005710690819762487,0.0316528068176527,0.0226949322294805,1.3947081444260057,-0.026818792532096555,0.05421529946538279,-0.1480753443525185,0.07608296692952816
U56,0.12,-0.02413677103162204,0.043678302163657944,-0.0072447672937447916,0.0045489993018084695,0.030962582859047072,0.019748346780397236,1.5678569554886186,-0.023880618950212658,0.04444829631742009,-0.09816681169098801,0.06885384783862714
U56,0.14,-0.019518549343371605,0.03062223333931614,-0.005257710985584474,0.0032532288269091236,0.03185292624936786,0.015109290399940755,2.1081682465705183,-0.017428689225378664,0.031852926249367974,-0.06773229287248042,0.05119335396007988
U56,0.15,-0.017329646926774966,0.025278845214820742,-0.004354821321209679,0.002731816448738458,0.02579686957128935,0.012526235458545547,2.0594271644231643,-0.014975749543357906,0.02579686957128974,-0.058052837615017686,0.042821909765968905
U56,0.16,-0.009554974527761884,0.02184638104876921,-0.0030903013146350578,0.0022504660311273737,0.02352528294396039,0.011304710952569935,2.0810158740602134,-0.011924809870979313,0.023525282943960613,-0.04684860481762622,0.03956074357403464
U56,0.18,0.006086449574123964,0.015196653378595385,-0.0005541198112344325,0.0013600517776336451,0.018260867229067723,0.008462131588200547,2.157951225259882,-0.005385113912782413,0.01902583225021405,-0.02367966513719501,0.034712145417923244
U56,0.2,0.009734110545104313,0.009361382798992601,0.000464640476197431,0.000700364880171227,0.012410704443267084,0.005600644447298118,2.215942211659999,-0.0017763293250052346,0.013114372116910458,-0.008244917945677416,0.02603992215747002
U56,0.22,0.006477504829798697,0.004102300413580409,0.0004969294802572577,0.00026202568859811834,0.006215963998829399,0.00284211872136366,2.1870880875261096,-0.0004450109957356174,0.006326851081664824,-0.001247734154110436,0.01302603824967949
U56,0.24,0.0003749795736724959,0.0004435230518223837,6.148519789750395e-05,6.593309743353217e-05,-8.09053131026749e-05,0.00028085747272633645,-0.28806537464469706,-0.0007830524010940365,-5.1166073365810366e-05,-0.0014812391255681623,9.288588340777433e-05
U56,0.26,-0.0003027896248923856,0.00036570150619052283,-1.2478332714449536e-05,5.34634683144585e-05,-4.515733303445124e-05,0.00023159656318319887,-0.19498274246293812,-0.0006238164228146049,-2.8558455806618205e-05,-0.0012143808118431382,6.898682322742558e-05
U56,0.28,-0.00023508259491555883,0.0002887520124961948,-1.0146423381263148e-05,4.23965365278961e-05,-3.496840462158257e-05,0.0001845122344691921,-0.18951808112985172,-0.0004893102677286709,-2.2114781404369848e-05,-0.000954768354432714,5.119505458527876e-05
U56,0.3,-0.00016796593000645288,0.00021287358556083263,-7.816271071492409e-06,3.140185676982683e-05,-2.4779074754510688e-05,0.0001377457843866432,-0.17988989546828876,-0.0003612798157163671,-1.6019940087955168e-05,-0.0006946518240718652,5.1901711368335043e-05
