panel,book,lag,bps,D,M,Q,W,SWING
B136,vol60-dg,1d,25,1.1086864449146425,1.1204721759892706,1.1050197042922534,1.1191160964632159,0.015452471697017245
B136,vol60-dg,1w,5,1.1037828433757206,1.1197999161934393,1.1202689518759281,1.0952509147211333,0.02501803715479478
B136,vol60-dg,1w,10,1.092228135076149,1.116325320290565,1.1185596308341548,1.0889749930629162,0.029584637771238542
B136,vol60-dg,1w,15,1.0806735071376328,1.1128486525949413,1.116848459316255,1.082698083906479,0.03617495217862232
B136,vol60-dg,1w,20,1.0691189742156924,1.1093699324458557,1.1151354454927787,1.0764202114408612,0.0460164712770863
B136,vol60-dg,1w,25,1.0575645509633909,1.105889179216664,1.1134205975616047,1.0701413998613416,0.05585604659821386
B136,vol60-dg-rg75,1d,5,1.1557286308004795,1.134686904820382,1.1111300920140443,1.144403892016643,0.04459853878643516
B136,vol60-dg-rg75,1d,10,1.1440044977261288,1.1310901216883562,1.1094393539011407,1.1380856524543121,0.0345651438249881
B136,vol60-dg-rg75,1d,15,1.1322798323840975,1.127491138683949,1.107746826852207,1.1317660799075857,0.024533005531890417
B136,vol60-dg-rg75,1d,20,1.1205546513259996,1.1238899777423919,1.1060525187035937,1.1254452004378779,0.01939268173428421
B136,vol60-dg-rg75,1d,25,1.1088289711055601,1.120286660836693,1.1043564373174044,1.1191230401197096,0.015930223519288633
B136,vol60-dg-rg75,1w,5,1.1038114309367972,1.1195837798029844,1.1196034073262784,1.0952081201296184,0.024395287196659954
B136,vol60-dg-rg75,1w,10,1.0922853095029488,1.1161168740560832,1.1178984539815182,1.0889460576643375,0.028952396317180717
B136,vol60-dg-rg75,1w,15,1.0807592676578157,1.1126479000365133,1.1161916507762253,1.0826830092507498,0.03543238311840957
B136,vol60-dg-rg75,1w,20,1.069233319979955,1.1091768770220314,1.114483005863179,1.0764189989977113,0.04524968588322387
B136,vol60-dg-rg75,1w,25,1.0577074810454796,1.1057038243243538,1.1127725274224864,1.070154051020294,0.05506504637700682
B136,vol60-rw,1d,5,1.1371725223324474,1.1202868861377928,1.111365021778089,1.127592371855953,0.02580750055435832
B136,vol60-rw,1d,10,1.1227595809541353,1.1157750798113923,1.1092065378949587,1.1196266301030424,0.013553043059176595
B136,vol60-rw,1d,15,1.108344235529471,1.1112571486676879,1.107042631157033,1.111655897369566,0.004613266212533107
B136,vol60-rw,1d,20,1.0939266589707877,1.1067331798224176,1.1048733337688579,1.103680321854197,0.012806520851629921
B136,vol60-rw,1d,25,1.0795070241921432,1.1022032606790981,1.1026986781711765,1.0957000519144693,0.023191653979033333
B136,vol60-rw,1w,5,1.0924508689184989,1.1140640919746057,1.1242853723284043,1.092336571313233,0.03194880101517139
B136,vol60-rw,1w,10,1.0781286614143666,1.109601047174396,1.1221070988252715,1.0845382315734189,0.0439784374109049
B136,vol60-rw,1w,15,1.0638041005380667,1.105131687226735,1.119923094239438,1.0767344105922685,0.0561189937013713
B136,vol60-rw,1w,20,1.049477348674298,1.1006560978147713,1.1177333920887613,1.0689252439953911,0.06825604341446323
B136,vol60-rw,1w,25,1.0351485682204848,1.0961743649334341,1.115538026151964,1.0611108676411511,0.08038945793147922
u56,NOGATE,1d,5,1.1287024757778124,1.1357347218229634,1.1591046357274704,1.1275908497159017,0.03151378601156862
u56,NOGATE,1d,10,1.121134592033391,1.1339940391184753,1.1580305905225026,1.124034844549441,0.036895998489111514
u56,NOGATE,1d,15,1.1135666309338246,1.132253030438744,1.1569561742962078,1.1204786797541242,0.04338954336238321
u56,NOGATE,1d,20,1.1059985935276122,1.1305116971672324,1.1558813880650416,1.1169223577589062,0.04988279453742939
u56,NOGATE,1d,25,1.0984304808632952,1.1287700406882402,1.1548062328465252,1.1133658809928635,0.05637575198322997
u56,NOGATE,1w,5,1.1319289978748728,1.1364069326527007,1.153396400973761,1.1291656205467218,0.02423078042703919
u56,NOGATE,1w,10,1.1243644146135194,1.134667512568143,1.1523226608210213,1.1256060507017847,0.02795824620750187
u56,NOGATE,1w,15,1.1167997397192178,1.1329277640310498,1.1512485519415936,1.1220463226740107,0.034448812222375835
u56,NOGATE,1w,20,1.1092349742421639,1.1311876884214496,1.1501740753486842,1.118486438897357,0.040939101106520326
u56,NOGATE,1w,25,1.1016701192326062,1.1294472871202144,1.1490992320565574,1.1149264018058964,0.047429112823951236
u56,band3-dg,1d,5,1.212079328971434,1.1848919900705468,1.0027506852105967,1.218142990205661,0.21539230499506434
u56,band3-dg,1d,10,1.1943431450256463,1.176691192884004,0.9975831234121838,1.2056281407093048,0.208045017297121
u56,band3-dg,1d,15,1.1766058236054164,1.1684813358392525,0.992407128046162,1.193108076636145,0.200700948589983
u56,band3-dg,1d,20,1.1588674673396178,1.160262596988572,0.9872228287529285,1.1805829738983633,0.19336014514543476
u56,band3-dg,1d,25,1.1411281788537209,1.1520351549906325,0.9820303557982115,1.1680530085974432,0.1860226527992317
u56,band3-dg,1w,5,1.2125741041058222,1.148661373025661,1.0174742911319903,1.197287331321295,0.19509981297383194
u56,band3-dg,1w,10,1.195461071071637,1.1409841433281496,1.0123876035161674,1.184783561124265,0.1830734675554695
u56,band3-dg,1w,15,1.178345926291098,1.1332993998098175,1.007292682782791,1.1722745040227538,0.17105324350830697
u56,band3-dg,1w,20,1.1612287607004181,1.1256072938180155,1.0021896511137263,1.159760339450144,0.15903910958669187
u56,band3-dg,1w,25,1.144109665266969,1.117907977130508,0.9970786312786091,1.1472412470382467,0.15016261575963763
u56,band3-rw,1d,5,1.1548404421986769,1.1653213660315094,1.1122549711540894,1.181852240225212,0.06959726907112262
u56,band3-rw,1d,10,1.1257831609676212,1.152213791048596,1.104320779035962,1.1609261853121602,0.056605406276198256
u56,band3-rw,1d,15,1.0967199059024164,1.1390784117222765,1.0963611345569402,1.1399858275491555,0.043624692992215275
u56,band3-rw,1d,20,1.067651788756478,1.1259162263589344,1.0883766131344543,1.119032428183709,0.058264437602456365
u56,band3-rw,1d,25,1.0385799208018505,1.1127282389124056,1.0803677952508686,1.098067249071815,0.07414831811055511
u56,band3-rw,1w,5,1.1875503566467904,1.1818992272614282,1.133626824023294,1.1677008547799173,0.05392353262349636
u56,band3-rw,1w,10,1.1591652306903724,1.1690747089959932,1.1258954211999475,1.1466656043926788,0.04317928779604574
u56,band3-rw,1w,15,1.130768565505256,1.1562238578545954,1.1181388193395003,1.1256103697820046,0.03808503851509504
u56,band3-rw,1w,20,1.1023613941331565,1.1433476348080516,1.1103575546414552,1.1045364418484647,0.04098624067489509
u56,band3-rw,1w,25,1.0739447504136528,1.1304470057573732,1.1025521681932646,1.0834451141442079,0.05650225534372044
u56,vol60-dg,1d,5,1.1482555269981638,1.1294583153094186,1.1178094442246587,1.1401944115966394,0.030446082773505134
u56,vol60-dg,1d,10,1.1358461678392513,1.1255598436336685,1.1160547211411243,1.1333181580190117,0.019791446698127046
u56,vol60-dg,1d,15,1.1234358655165002,1.1216589077005303,1.1142981515746202,1.1264404598572826,0.012142308282662384
u56,vol60-dg,1d,20,1.1110246449085894,1.1177555329896072,1.1125397436561553,1.1195613482095907,0.008536703301001314
u56,vol60-dg,1d,25,1.0986125309007284,1.1138497450282254,1.1107795055439698,1.1126808541894146,0.015237214127497012
u56,vol60-dg,1w,5,1.1084289952399342,1.1100115237828707,1.1150938278664997,1.09943622896581,0.01565759890068974
u56,vol60-dg,1w,10,1.096105238107941,1.106288127658323,1.1133233647388792,1.0926231382442517,0.02070022649462744
u56,vol60-dg,1w,15,1.0837815336443168,1.102562468895517,1.1115510290967534,1.0858089479016688,0.027769495452436566
u56,vol60-dg,1w,20,1.0714579042318317,1.0988345695114303,1.1097768293291985,1.0789936866493617,0.038318925097366785
u56,vol60-dg,1w,25,1.059134372248869,1.0951044515639905,1.108000773853367,1.0721773832064734,0.048866401604497955
u56,vol60-dg-rg75,1d,5,1.1482845244626045,1.1293521405998084,1.117385992019089,1.1402094302803165,0.03089853244351559
u56,vol60-dg-rg75,1d,10,1.1359041622048833,1.1254607301909907,1.11563511519558,1.1333474236089935,0.02026904700930343
u56,vol60-dg-rg75,1d,15,1.123522856089644,1.1215668589839816,1.1138823919832725,1.1264839750444666,0.012601583061194077
u56,vol60-dg-rg75,1d,20,1.111140630865135,1.1176705523917267,1.1121278304993896,1.1196191155759083,0.008478484710773282
u56,vol60-dg-rg75,1d,25,1.0987575112861423,1.113771835874765,1.1103714388883899,1.11275287620777,0.01501432458862273
u56,vol60-dg-rg75,1w,5,1.1084584635432184,1.109943249992659,1.1147692068679254,1.0994739042015025,0.015295302666422872
u56,vol60-dg-rg75,1w,10,1.0961641715373822,1.1062270938651766,1.1130028525739755,1.0926753866484673,0.02032746592550816
u56,vol60-dg-rg75,1w,15,1.0838699289134228,1.1025086784309808,1.1112346255364756,1.0858757719254695,0.027364696623052742
u56,vol60-dg-rg75,1w,20,1.0715757579448013,1.098788025646591,1.1094645341297016,1.0790750886302583,0.037888776184900275
u56,vol60-dg-rg75,1w,25,1.0592816809006502,1.0950651575093582,1.1076925867560237,1.0722733653683865,0.04841090585537344
u56,vol60-rw,1d,5,1.1358138590908227,1.1082226263984039,1.1150079028699775,1.134112843371527,0.02759123269241881
u56,vol60-rw,1d,10,1.1201601639713292,1.1032713678726902,1.112792847145517,1.12539018064804,0.022118812775349772
u56,vol60-rw,1d,15,1.104503332150676,1.0983139547190348,1.1105726569775645,1.1166633157454315,0.018349361026396727
u56,vol60-rw,1d,20,1.0888435206662472,1.0933504797740143,1.1083473626279952,1.1079323793916145,0.019503841961747925
u56,vol60-rw,1d,25,1.073180886623682,1.0883810361711983,1.106116994569802,1.0991975024309744,0.0329361079461199
u56,vol60-rw,1w,5,1.1052335677802696,1.100675577877972,1.1220620191132271,1.0949473891149077,0.027114629998319373
u56,vol60-rw,1w,10,1.0896182134919203,1.0959895104365012,1.1198529664103545,1.0863678525484115,0.03348511386194297
u56,vol60-rw,1w,15,1.0740004470162992,1.0912975807507468,1.1176386196788228,1.0777836118018154,0.04363817266252368
u56,vol60-rw,1w,20,1.058380416414014,1.0865998702446917,1.1154190096496275,1.0691947898770209,0.057038593235613444
u56,vol60-rw,1w,25,1.0427582697780529,1.0818964606160628,1.113194167276815,1.0606015099486534,0.07043589749876222
