k,q,book,char,n,rho,p,rho_partial,rho_seed_h1,rho_seed_h2,both_halves_same_sign,rho_IS,IS_OOS_stability
20,0.5,CAND10,corr,60,-0.2550708530147264,0.04849757512124394,-0.214653268382101,-0.2671857619577308,-0.23203559510567295,True,-0.31397610447346497,0.5249235898860795
20,0.5,CAND10,evol,60,0.35798833009169223,0.004899755012249388,0.32728017620770733,0.27252502780867627,0.432258064516129,True,0.19205334815226455,0.676799110864129
20,0.5,CAND20,breadth,60,0.07952319427266849,0.5398230088495575,0.12051680748170131,0.20756395995550608,-0.016464567906977146,False,0.26299337309252524,0.5610047514518324
20,0.5,CAND20,disp,60,0.22728535704362327,0.08219589020548973,-0.1903102323274802,0.047830923248053395,0.4211345939933259,True,0.3312031119755488,0.6124479021950542
20,0.5,CAND20,corr,60,-0.28357877188107816,0.026448677566121695,-0.26074926043797003,-0.26807563959955505,-0.2836484983314794,True,-0.30419560989163663,0.5249235898860795
20,0.5,CAND20,evol,60,0.3159210891914421,0.014199290035498226,0.30046449724099905,0.20756395995550608,0.4206896551724138,True,0.17977215893303697,0.676799110864129
20,0.75,EWall,breadth,60,0.012114812864161625,0.9242537873106345,0.05746936290866111,-0.08921023359288098,0.16709311483972752,False,0.12206507548683951,0.6413348525635653
20,0.75,EWall,disp,60,0.11447624340094474,0.38143092845357734,-0.06458060138268788,-0.12836484983314794,0.31345939933259176,False,0.11619894415115313,0.43206446235065304
20,0.75,EWall,corr,60,-0.05723812170047237,0.6700164991750412,-0.004508783146105297,0.05761957730812013,-0.1532814238042269,False,-0.23228674631842183,0.35370936371214234
20,0.75,EWall,evol,60,0.23300916921367051,0.07354632268386581,0.2171231764187028,-0.05406006674082313,0.4229143492769744,False,-0.25379272020005567,0.6760766879688804
20,0.75,CAND10,breadth,60,-0.013976492822645178,0.9114044297785111,0.03131459130828077,-0.11546162402669634,0.10857715052168712,False,0.12887271115592114,0.6413348525635653
20,0.75,CAND10,disp,60,0.10075020839121981,0.4426778661066947,-0.06037806576835952,-0.1332591768631813,0.26852057842046717,False,0.14692970269519315,0.43206446235065304
20,0.75,CAND10,corr,60,-0.0774659627674354,0.559522023898805,-0.02926457910714866,-0.009121245828698554,-0.11368186874304784,True,-0.24040011114198392,0.35370936371214234
20,0.75,CAND10,evol,60,0.20978049458182835,0.10989450527473626,0.18888562607455728,-0.03937708565072302,0.36151279199110126,False,-0.22434009447068637,0.6760766879688804
20,0.75,CAND20,breadth,60,0.024090694388137913,0.8525573721313934,0.06433296878930915,-0.057174638487208,0.1739904338277855,False,0.11700797470409313,0.6413348525635653
20,0.75,CAND20,disp,60,0.1142539594331759,0.38318084095795213,-0.056623849951501645,-0.09632925472747497,0.30856507230255836,False,0.10869686023895528,0.43206446235065304
20,0.75,CAND20,corr,60,-0.053237010280633525,0.6884655767211639,-0.0031681424943572466,0.038042269187986644,-0.12614015572858733,False,-0.22067240900250076,0.35370936371214234
20,0.75,CAND20,evol,60,0.21989441511530985,0.09244537773111344,0.20310381467705002,-0.060734149054505006,0.4122358175750834,False,-0.256849124756877,0.6760766879688804
40,0.25,EWall,breadth,60,0.0006668704328896308,0.9961001949902505,0.07281655338122844,-0.10946712716530752,0.09454949944382647,False,0.11975881523976284,0.5764619253928961
40,0.25,EWall,disp,60,0.3766601833842735,0.0026998650067496625,0.17247181090613614,0.32769744160177977,0.38509454949944383,True,0.45612670186162835,0.3624340094470687
40,0.25,EWall,corr,60,-0.3267018616282302,0.009799510024498775,-0.20988299197314075,-0.37441601779755285,-0.3815350389321468,True,-0.3247013059183107,0.27357599333148097
40,0.25,EWall,evol,60,0.3734926368435677,0.0031498425078746064,0.19664479130563958,0.2943270300333704,0.5043381535038932,True,0.19655459849958323,0.7958877465962769
40,0.25,CAND10,breadth,60,-0.04190169219989846,0.7534123293835309,0.030942217271860015,-0.10078985489000875,0.04160177975528365,False,-0.050376503951204195,0.5764619253928961
40,0.25,CAND10,disp,60,0.350652959155321,0.0066996650167491624,0.14129039162171178,0.20311457174638486,0.517686318131257,True,0.5697693803834399,0.3624340094470687
40,0.25,CAND10,corr,60,-0.421561544873576,0.0008999550022498875,-0.32618404445941324,-0.36729699666295884,-0.4767519466073415,True,-0.2984717977215894,0.27357599333148097
40,0.25,CAND10,evol,60,0.3456515698805224,0.006549672516374182,0.1548763990653707,0.30945494994438266,0.4580645161290322,True,0.34398444012225626,0.7958877465962769
40,0.25,CAND20,breadth,60,-0.01653282948205543,0.9018049097545123,0.029917946353983715,-0.13260651989943756,0.046941045606229144,False,-0.032815582551777245,0.5764619253928961
40,0.25,CAND20,disp,60,0.4040011114198389,0.0012999350032498376,0.25004870997968065,0.33704115684093433,0.4923248053392658,True,0.5227563212003336,0.3624340094470687
40,0.25,CAND20,corr,60,-0.2921922756321201,0.022048897555122245,-0.16836677630941466,-0.30233592880978866,-0.34015572858731924,True,-0.3203111975548764,0.27357599333148097
40,0.25,CAND20,evol,60,0.3216449013614894,0.012299385030748462,0.1087049660232478,0.3397107897664071,0.3739710789766407,True,0.22617393720477916,0.7958877465962769
40,0.5,EWall,breadth,60,0.07418727424284524,0.5740212989350533,0.19576622766310742,-0.005561735261401557,0.21156840934371526,False,0.08669074742984163,0.6423450958599612
40,0.5,EWall,disp,60,0.47040844679077526,0.000199990000499975,0.2604682646271278,0.5968854282536151,0.36729699666295884,True,0.25040288969158103,0.3508196721311476
40,0.5,EWall,corr,60,-0.47079744373437077,0.0004999750012499375,-0.3230390051762854,-0.5043381535038932,-0.42380422691879865,True,-0.18594053903862187,0.5107529869408169
40,0.5,EWall,evol,60,0.3228118921922757,0.012049397530123494,-0.07341669147959992,0.42602892102335926,0.22269187986651834,True,0.24362322867463188,0.708030008335649
40,0.5,CAND10,breadth,60,0.022172825784940262,0.8716064196790161,0.10334070844003679,-0.0878754171301446,0.15016685205784203,False,-0.12008891358710756,0.6423450958599612
40,0.5,CAND10,disp,60,0.3931647679911087,0.0016499175041247937,0.2641279217909265,0.5136818687430478,0.28231368186874306,True,0.41311475409836074,0.3508196721311476
40,0.5,CAND10,corr,60,-0.3648235621005836,0.004599770011499425,-0.21196661998714456,-0.5492769744160179,-0.22224694104560622,True,-0.2570714087246458,0.5107529869408169
40,0.5,CAND10,evol,60,0.23095304251180884,0.07714614269286536,-0.12588880143555545,0.32146829810900995,0.15595105672969967,True,0.3297582661850515,0.708030008335649
40,0.5,CAND20,breadth,60,0.028063350930814118,0.8293085345732714,0.14580661556869978,-0.1292547274749722,0.1959955506117909,False,0.08335648791330927,0.6423450958599612
40,0.5,CAND20,disp,60,0.531258682967491,4.999750012499375e-05,0.24703570630083416,0.6774193548387096,0.3819799777530589,True,0.27729924979160886,0.3508196721311476
40,0.5,CAND20,corr,60,-0.4815226451792165,0.00034998250087495624,-0.2983936542684864,-0.578642936596218,-0.4211345939933259,True,-0.18227285357043627,0.5107529869408169
40,0.5,CAND20,evol,60,0.4240622395109753,0.0007999600019999,0.030713132612364157,0.5270300333704115,0.31657397107897667,True,0.2265629341483746,0.708030008335649
40,0.75,EWall,breadth,60,0.09891636565712701,0.4488775561221939,0.10618656423576692,0.1897664071190211,-0.05361512791991101,False,0.08702417338149487,0.7077897720851449
40,0.75,EWall,disp,60,0.15509863851069747,0.23508824558772062,-0.069867847711719,0.11101223581757509,0.23114571746384868,True,0.22233953876076692,0.3732147818838567
40,0.75,EWall,corr,60,-0.13292581272575718,0.3136843157842108,-0.1539038425937936,0.1239154616240267,-0.289432703003337,False,-0.20227841066963048,0.511030841900528
40,0.75,EWall,evol,60,0.2152820227841067,0.09859507024648767,0.16353638765080503,0.1568409343715239,0.28409343715239155,True,0.08552375659905531,0.6576826896360102
40,0.75,CAND10,breadth,60,0.09341483745484859,0.4751262436878156,0.09424539630441338,0.22758620689655173,-0.09588431590656285,False,0.05712697971658795,0.7077897720851449
40,0.75,CAND10,disp,60,0.1888858016115588,0.14824258787060646,-0.026498401086582333,-0.047830923248053395,0.364182424916574,False,0.3435398721867186,0.3732147818838567
40,0.75,CAND10,corr,60,-0.13892747985551543,0.287885605719714,-0.14654396731539548,0.21290322580645163,-0.4197997775305895,False,-0.16604612392331206,0.511030841900528
40,0.75,CAND10,evol,60,0.22706307307585447,0.08234588270586471,0.13798988686591626,0.0028921023359288096,0.39265850945494996,True,0.14531814392886916,0.6576826896360102
40,0.75,CAND20,breadth,60,0.10258405112531262,0.43142842857857105,0.10730516299421329,0.196440489432703,-0.05228031145717464,False,0.07724367879966659,0.7077897720851449
40,0.75,CAND20,disp,60,0.1576549041400389,0.2279886005699715,-0.0924043837996921,0.08520578420467186,0.2413793103448276,True,0.24440122256182276,0.3732147818838567
40,0.75,CAND20,corr,60,-0.12992497916087806,0.32363381830908455,-0.15478537402274858,0.13370411568409346,-0.30945494994438266,False,-0.21333703806612955,0.511030841900528
40,0.75,CAND20,evol,60,0.23467629897193668,0.07219639018049097,0.1932386484155419,0.1439377085650723,0.2996662958843159,True,0.09647124201166993,0.6576826896360102
80,0.25,EWall,breadth,60,-0.1160878021672687,0.37403129843507826,-0.10927061069460141,0.013125695216907676,-0.21112347052280311,False,0.016782439566546264,0.5763069784798802
80,0.25,EWall,disp,60,0.08885801611558769,0.5006749662516874,-0.08773707012273495,0.13993325917686317,0.09098998887652948,True,0.14715198666296198,0.3462628507918867
80,0.25,EWall,corr,60,-0.1718255070853015,0.19084045797710114,-0.11640981474828183,-0.22447163515016688,-0.15595105672969967,True,-0.2636287857738261,0.3700472353431509
80,0.25,EWall,evol,60,0.18638510697415953,0.15814209289535522,0.15411044702771634,0.2961067853170189,0.1474972191323693,True,-0.0070019449847179786,0.6898582939705475
80,0.25,CAND10,breadth,60,-0.04929146985273688,0.7094145292735363,-0.03665015214357664,-0.07897664071190211,-0.05761957730812013,True,-0.17165879410947488,0.5763069784798802
80,0.25,CAND10,disp,60,0.13592664629063633,0.30198490075496226,-0.15346237834105406,-0.0033370411568409346,0.32858731924360396,False,0.17043623228674634,0.3462628507918867
80,0.25,CAND10,corr,60,-0.24856904695748822,0.05539723013849308,-0.18000127381469852,-0.07897664071190211,-0.43715239154616237,True,-0.11914420672409005,0.3700472353431509
80,0.25,CAND10,evol,60,0.28796888024451245,0.02824858757062147,0.24766266869489764,0.18620689655172412,0.37085650723025576,True,0.24206724090025014,0.6898582939705475
80,0.25,CAND20,breadth,60,0.04623506529591554,0.7211639418029099,0.06284333035086664,0.19688542825361513,-0.11501668520578419,False,-0.06807446512920257,0.5763069784798802
80,0.25,CAND20,disp,60,0.15843289802722982,0.22993850307484626,-0.1323053705973712,0.23025583982202447,0.12302558398220245,True,0.09597110308419006,0.3462628507918867
80,0.25,CAND20,corr,60,-0.2645734926368436,0.04224788760561972,-0.1993294183357607,-0.36907675194660733,-0.15906562847608455,True,-0.0871908863573215,0.3700472353431509
80,0.25,CAND20,evol,60,0.2710197277021395,0.03929803509824509,0.20509974633982644,0.3828698553948832,0.17864293659621802,True,-0.0033898305084745766,0.6898582939705475
80,0.5,EWall,breadth,60,-0.0017505105657505643,0.9898005099745013,-0.002308652539243464,-0.1828902002639894,0.17730812013348163,False,0.06432431682083423,0.7164133485231597
80,0.5,EWall,disp,60,0.30803000833564886,0.016999150042497874,-0.058780033602226424,0.4402669632925473,0.16974416017797553,True,0.1475409836065574,0.4991942206168381
80,0.5,EWall,corr,60,-0.2729091414281745,0.03459827008649567,-0.3190030213725239,-0.4269187986651835,-0.15417130144605118,True,-0.19627674353987223,0.4865796054459573
80,0.5,EWall,evol,60,0.39121978327313145,0.002199890005499725,0.3630597300818385,0.38509454949944383,0.36952169076751945,True,-0.1115309808280078,0.6247290914142818
80,0.5,CAND10,breadth,60,-0.11414440323973521,0.38833058347082644,-0.11652145084623268,-0.29992212890007014,0.12525027808676306,False,-0.12925992304558134,0.7164133485231597
80,0.5,CAND10,disp,60,0.21339260905807172,0.09989500524973752,-0.02213654544711506,0.4981090100111235,-0.11234705228031144,False,0.26851903306474023,0.4991942206168381
80,0.5,CAND10,corr,60,-0.17921644901361491,0.17489125543722814,-0.18074241609096642,-0.2943270300333704,-0.10834260289210233,True,-0.17927202000555711,0.4865796054459573
80,0.5,CAND10,evol,60,0.23989997221450407,0.06344682765861707,0.21322712570752844,0.4162402669632926,-0.029588431590656286,False,0.06357321478188388,0.6247290914142818
80,0.5,CAND20,breadth,60,0.02720237847412385,0.8344582770861457,0.030746787566368502,-0.20291467474544808,0.1897664071190211,False,0.008780338710748863,0.7164133485231597
80,0.5,CAND20,disp,60,0.23562100583495418,0.06944652767361632,-0.06538847699661453,0.4616240266963292,-0.028253615127919914,False,0.1756043345373715,0.4991942206168381
80,0.5,CAND20,corr,60,-0.25001389274798563,0.056097195140242986,-0.287593555242758,-0.49276974416017794,-0.11190211345939934,True,-0.13403723256460132,0.4865796054459573
80,0.5,CAND20,evol,60,0.3048068908030009,0.017699115044247787,0.2915119372706277,0.335706340378198,0.18442714126807563,True,-0.06268407891080857,0.6247290914142818
80,0.75,EWall,breadth,60,0.10313976104473467,0.4376281185940703,0.19978306610486768,0.12880978865406006,0.12791991101223582,True,-0.07118644067796612,0.5821697995810448
80,0.75,EWall,disp,60,0.30519588774659634,0.017799110044497773,0.1652006999512228,0.5092324805339266,0.047385984427141266,True,-0.0032231175326479585,0.5740483467629899
80,0.75,EWall,corr,60,-0.27140872464573496,0.03664816759162042,-0.2597837209225951,-0.3397107897664071,-0.18665183537263624,True,-0.05801611558766325,0.468185607113087
80,0.75,EWall,evol,60,0.2888024451236455,0.02454877256137193,0.09519574829249927,0.4318131256952169,0.10789766407119021,True,0.004278966379549876,0.5797165879410949
80,0.75,CAND10,breadth,60,0.02717421505973882,0.8368081595920204,0.11213946268122675,0.0002224694104560623,0.12124582869855395,True,-0.14215059738816338,0.5821697995810448
80,0.75,CAND10,disp,60,0.26924145595998894,0.03769811509424529,0.16846034597764237,0.40289210233592887,0.17374860956618463,True,0.26907474298416234,0.5740483467629899
80,0.75,CAND10,corr,60,-0.24506807446512924,0.05959702014899255,-0.2202397500074099,-0.25917686318131256,-0.09944382647385984,True,-0.1160322311753265,0.468185607113087
80,0.75,CAND10,evol,60,0.21016949152542377,0.10744462776861156,0.02526187736340216,0.22447163515016688,0.19911012235817574,True,0.21105862739649908,0.5797165879410949
80,0.75,CAND20,breadth,60,0.0737427063073076,0.576021198940053,0.14138876680799667,0.008231368186874304,0.1657397107897664,True,-0.19833287024173385,0.5821697995810448
80,0.75,CAND20,disp,60,0.2222283967768825,0.08744562771861407,0.12089250145427524,0.37263626251390436,0.02647385984427141,True,0.04517921644901362,0.5740483467629899
80,0.75,CAND20,corr,60,-0.2096137816060017,0.10784460776961152,-0.19510472024401912,-0.30634037819799775,-0.1132369299221357,True,-0.056126701861628235,0.468185607113087
80,0.75,CAND20,evol,60,0.20277854959711036,0.119994000299985,0.05546336131123533,0.26184649610678534,0.12614015572858733,True,0.14709641567101975,0.5797165879410949
