panel,family,level,cad,con,turn_yr,turn_yr_ref,d_abs,d_rel
B136,QUANTILE,0.7,Q,DEGROSS,0.8706424900452571,0.8706424900452571,0.0,0.0
B136,QUANTILE,0.8,W,RESPREAD,3.485885684770824,3.485885684770824,0.0,0.0
B136,QUANTILE,0.8,W,DEGROSS,2.821981212420222,2.821981212420222,0.0,0.0
B136,QUANTILE,0.8,M,RESPREAD,1.589853240044765,1.589853240044765,0.0,0.0
B136,QUANTILE,0.8,M,DEGROSS,1.288375970823819,1.288375970823819,0.0,0.0
B136,QUANTILE,0.8,Q,RESPREAD,0.8800354385934577,0.8800354385934577,0.0,0.0
B136,QUANTILE,0.8,Q,DEGROSS,0.716386774834342,0.716386774834342,0.0,0.0
B136,QUANTILE,0.9,W,RESPREAD,2.179075520335187,2.179075520335187,0.0,0.0
B136,QUANTILE,0.9,W,DEGROSS,1.975497355152329,1.975497355152329,0.0,0.0
B136,QUANTILE,0.9,M,RESPREAD,1.000080061753886,1.000080061753886,0.0,0.0
B136,QUANTILE,0.9,M,DEGROSS,0.90700286571971,0.90700286571971,0.0,0.0
B136,QUANTILE,0.9,Q,RESPREAD,0.5413603583661171,0.5413603583661171,0.0,0.0
B136,QUANTILE,0.9,Q,DEGROSS,0.4922022296075835,0.4922022296075835,0.0,0.0
B136,QUANTILE,0.95,W,RESPREAD,1.4727718762328108,1.4727718762328108,0.0,0.0
B136,QUANTILE,0.95,W,DEGROSS,1.4089084110050605,1.4089084110050605,0.0,0.0
B136,QUANTILE,0.95,M,RESPREAD,0.6803380961806824,0.6803380961806824,0.0,0.0
B136,QUANTILE,0.95,M,DEGROSS,0.6508450011844188,0.6508450011844188,0.0,0.0
B136,QUANTILE,0.95,Q,RESPREAD,0.3749346615648268,0.3749346615648268,0.0,0.0
B136,QUANTILE,0.95,Q,DEGROSS,0.3591128293863096,0.3591128293863096,0.0,0.0
B136,MA-THRESH,0.3,W,RESPREAD,21.65842391057092,21.65842391057092,0.0,0.0
B136,MA-THRESH,0.3,W,DEGROSS,0.639708360435632,0.639708360435632,0.0,0.0
B136,MA-THRESH,0.3,M,RESPREAD,8.648435995909743,8.648435995909743,0.0,0.0
B136,MA-THRESH,0.3,M,DEGROSS,0.2845077664502045,0.2845077664502045,0.0,0.0
B136,MA-THRESH,0.3,Q,RESPREAD,3.853866593401235,3.853866593401235,0.0,0.0
B136,MA-THRESH,0.3,Q,DEGROSS,0.1509536118258594,0.1509536118258594,0.0,0.0
B136,MA-THRESH,0.2,W,RESPREAD,21.18524549202656,21.18524549202656,0.0,0.0
B136,MA-THRESH,0.2,W,DEGROSS,1.5311923533998248,1.5311923533998248,0.0,0.0
B136,MA-THRESH,0.2,M,RESPREAD,8.668003682729244,8.668003682729244,0.0,0.0
B136,MA-THRESH,0.2,M,DEGROSS,0.6911793617692562,0.6911793617692562,0.0,0.0
B136,MA-THRESH,0.2,Q,RESPREAD,3.943285489195033,3.943285489195033,0.0,0.0
B136,MA-THRESH,0.2,Q,DEGROSS,0.3671767706670886,0.3671767706670886,0.0,0.0
B136,MA-THRESH,0.12,W,RESPREAD,18.19165085244107,18.19165085244107,0.0,0.0
B136,MA-THRESH,0.12,W,DEGROSS,2.969547611626671,2.969547611626671,0.0,0.0
B136,MA-THRESH,0.12,M,RESPREAD,7.348694640257295,7.348694640257295,0.0,0.0
B136,MA-THRESH,0.12,M,DEGROSS,1.3748686033718271,1.3748686033718271,0.0,0.0
B136,MA-THRESH,0.12,Q,RESPREAD,3.563586199840568,3.563586199840568,0.0,0.0
B136,MA-THRESH,0.12,Q,DEGROSS,0.7592108082155875,0.7592108082155875,0.0,0.0
B136,MA-THRESH,0.06,W,RESPREAD,13.2182941823292,13.2182941823292,0.0,0.0
B136,MA-THRESH,0.06,W,DEGROSS,3.721269503384092,3.721269503384092,0.0,0.0
B136,MA-THRESH,0.06,M,RESPREAD,5.60126314209935,5.60126314209935,0.0,0.0
B136,MA-THRESH,0.06,M,DEGROSS,1.7949719556304504,1.7949719556304504,0.0,0.0
B136,MA-THRESH,0.06,Q,RESPREAD,2.868606073602126,2.868606073602126,0.0,0.0
B136,MA-THRESH,0.06,Q,DEGROSS,1.0171383399140148,1.0171383399140148,0.0,0.0
B136,MA-THRESH,0.0,W,RESPREAD,7.840196118285619,7.840196118285619,0.0,0.0
B136,MA-THRESH,0.0,W,DEGROSS,3.3296554754809224,3.3296554754809224,0.0,0.0
B136,MA-THRESH,0.0,M,RESPREAD,3.4673957128836794,3.4673957128836794,0.0,0.0
B136,MA-THRESH,0.0,M,DEGROSS,1.5935107890498343,1.5935107890498343,0.0,0.0
B136,MA-THRESH,0.0,Q,RESPREAD,1.9053897091769008,1.9053897091769008,0.0,0.0
B136,MA-THRESH,0.0,Q,DEGROSS,0.939337598908937,0.939337598908937,0.0,0.0
B136,MA-THRESH,-0.06,W,RESPREAD,4.607533378464505,4.607533378464505,0.0,0.0
B136,MA-THRESH,-0.06,W,DEGROSS,2.4379162086974566,2.4379162086974566,0.0,0.0
B136,MA-THRESH,-0.06,M,RESPREAD,2.0582716583227603,2.0582716583227603,0.0,0.0
B136,MA-THRESH,-0.06,M,DEGROSS,1.1512769124531803,1.1512769124531803,0.0,0.0
B136,MA-THRESH,-0.06,Q,RESPREAD,1.127508943826339,1.127508943826339,0.0,0.0
B136,MA-THRESH,-0.06,Q,DEGROSS,0.6551305258010754,0.6551305258010754,0.0,0.0
B136,MA-THRESH,-0.12,W,RESPREAD,2.86736710460809,2.86736710460809,0.0,0.0
B136,MA-THRESH,-0.12,W,DEGROSS,1.7547290779075264,1.7547290779075264,0.0,0.0
B136,MA-THRESH,-0.12,M,RESPREAD,1.2932182506779462,1.2932182506779462,0.0,0.0
B136,MA-THRESH,-0.12,M,DEGROSS,0.8342694291590955,0.8342694291590955,0.0,0.0
B136,MA-THRESH,-0.12,Q,RESPREAD,0.723437935757717,0.723437935757717,0.0,0.0
B136,MA-THRESH,-0.12,Q,DEGROSS,0.4866014628560784,0.4866014628560784,0.0,0.0
B136,MA-THRESH,-0.25,W,RESPREAD,1.3529012824086968,1.3529012824086968,0.0,0.0
B136,MA-THRESH,-0.25,W,DEGROSS,1.1109927363928214,1.1109927363928214,0.0,0.0
B136,MA-THRESH,-0.25,M,RESPREAD,0.6070345614511065,0.6070345614511065,0.0,0.0
B136,MA-THRESH,-0.25,M,DEGROSS,0.5233904921290587,0.5233904921290587,0.0,0.0
B136,MA-THRESH,-0.25,Q,RESPREAD,0.3421781813770051,0.3421781813770051,0.0,0.0
B136,MA-THRESH,-0.25,Q,DEGROSS,0.3037826188619954,0.3037826188619954,0.0,0.0
B136,MA-THRESH,-0.4,W,RESPREAD,0.95798109383186,0.95798109383186,0.0,0.0
B136,MA-THRESH,-0.4,W,DEGROSS,0.9223606023213872,0.9223606023213872,0.0,0.0
B136,MA-THRESH,-0.4,M,RESPREAD,0.4582159982738965,0.4582159982738965,0.0,0.0
B136,MA-THRESH,-0.4,M,DEGROSS,0.445746487948029,0.445746487948029,0.0,0.0
B136,MA-THRESH,-0.4,Q,RESPREAD,0.2694866650190978,0.2694866650190978,0.0,0.0
B136,MA-THRESH,-0.4,Q,DEGROSS,0.2637172034588022,0.2637172034588022,0.0,0.0
