scope,panel_id,rung,e,k,slope
e=0.00 k=35,e0.00_k35_s2,0.0,0.0,35,1.4250130731268225
e=0.00 k=35,e0.00_k35_s2,10.0,0.0,35,1.4203106530736176
e=0.00 k=35,e0.00_k35_s2,25.0,0.0,35,1.412614297486407
e=0.00 k=35,e0.00_k35_s3,0.0,0.0,35,1.5320803456715313
e=0.00 k=35,e0.00_k35_s3,10.0,0.0,35,1.530101767122424
e=0.00 k=35,e0.00_k35_s3,25.0,0.0,35,1.526927961625228
e=0.00 k=35,e0.00_k35_s4,0.0,0.0,35,1.7622974673892027
e=0.00 k=35,e0.00_k35_s4,10.0,0.0,35,1.7579586366890891
e=0.00 k=35,e0.00_k35_s4,25.0,0.0,35,1.7507270642969976
e=0.00 k=35,e0.00_k35_s5,0.0,0.0,35,1.681024830705205
e=0.00 k=35,e0.00_k35_s5,10.0,0.0,35,1.678791599915156
e=0.00 k=35,e0.00_k35_s5,25.0,0.0,35,1.672491090105102
e=0.00 k=56,e0.00_k56_s0,0.0,0.0,56,1.643137555219665
e=0.00 k=56,e0.00_k56_s0,10.0,0.0,56,1.6411680154191055
e=0.00 k=56,e0.00_k56_s0,25.0,0.0,56,1.638407453066323
e=0.00 k=56,e0.00_k56_s1,0.0,0.0,56,1.5989581019732637
e=0.00 k=56,e0.00_k56_s1,10.0,0.0,56,1.5972600233804963
e=0.00 k=56,e0.00_k56_s1,25.0,0.0,56,1.5948294446496842
e=0.00 k=56,e0.00_k56_s2,0.0,0.0,56,1.6872490632914812
e=0.00 k=56,e0.00_k56_s2,10.0,0.0,56,1.6829213475969003
e=0.00 k=56,e0.00_k56_s2,25.0,0.0,56,1.6741954597122406
e=0.00 k=56,e0.00_k56_s3,0.0,0.0,56,1.8682076978347926
e=0.00 k=56,e0.00_k56_s3,10.0,0.0,56,1.862768968291647
e=0.00 k=56,e0.00_k56_s3,25.0,0.0,56,1.854751628290647
e=0.00 k=56,e0.00_k56_s4,0.0,0.0,56,1.7986578886144435
e=0.00 k=56,e0.00_k56_s4,10.0,0.0,56,1.7957628219487132
e=0.00 k=56,e0.00_k56_s4,25.0,0.0,56,1.7910433869955351
e=0.00 k=56,e0.00_k56_s5,0.0,0.0,56,1.5296845991718482
e=0.00 k=56,e0.00_k56_s5,10.0,0.0,56,1.5263825526187436
e=0.00 k=56,e0.00_k56_s5,25.0,0.0,56,1.5212109375800629
e=0.35 k=100,e0.35_k100_s0,0.0,0.35,100,1.7216111891572625
e=0.35 k=100,e0.35_k100_s0,10.0,0.35,100,1.7170793994449447
e=0.35 k=100,e0.35_k100_s0,25.0,0.35,100,1.7083431252953865
e=0.35 k=100,e0.35_k100_s1,0.0,0.35,100,1.6541627900627562
e=0.35 k=100,e0.35_k100_s1,10.0,0.35,100,1.6476973930324503
e=0.35 k=100,e0.35_k100_s1,25.0,0.35,100,1.6355841760941887
e=0.35 k=100,e0.35_k100_s2,0.0,0.35,100,1.6896463310266454
e=0.35 k=100,e0.35_k100_s2,10.0,0.35,100,1.6850751753592106
e=0.35 k=100,e0.35_k100_s2,25.0,0.35,100,1.6769153804388333
e=0.35 k=100,e0.35_k100_s3,0.0,0.35,100,1.7208533007594236
e=0.35 k=100,e0.35_k100_s3,10.0,0.35,100,1.7160627757742186
e=0.35 k=100,e0.35_k100_s3,25.0,0.35,100,1.7075887744296774
e=0.35 k=100,e0.35_k100_s4,0.0,0.35,100,1.857397629454759
e=0.35 k=100,e0.35_k100_s4,10.0,0.35,100,1.8522150398896557
e=0.35 k=100,e0.35_k100_s4,25.0,0.35,100,1.8390219836798787
e=0.35 k=100,e0.35_k100_s5,0.0,0.35,100,1.649808466348363
e=0.35 k=100,e0.35_k100_s5,10.0,0.35,100,1.6444649921998777
e=0.35 k=100,e0.35_k100_s5,25.0,0.35,100,1.63548036642688
e=0.35 k=20,e0.35_k20_s0,0.0,0.35,20,1.6473841797971465
e=0.35 k=20,e0.35_k20_s0,10.0,0.35,20,1.6200035262446244
e=0.35 k=20,e0.35_k20_s0,25.0,0.35,20,1.5826113162782665
e=0.35 k=20,e0.35_k20_s1,0.0,0.35,20,1.6929810588575323
e=0.35 k=20,e0.35_k20_s1,10.0,0.35,20,1.6827599420998418
e=0.35 k=20,e0.35_k20_s1,25.0,0.35,20,1.6659736415369744
e=0.35 k=20,e0.35_k20_s2,0.0,0.35,20,1.6868810261068177
e=0.35 k=20,e0.35_k20_s2,10.0,0.35,20,1.681721409030359
e=0.35 k=20,e0.35_k20_s2,25.0,0.35,20,1.673134822827266
e=0.35 k=20,e0.35_k20_s3,0.0,0.35,20,1.2582554551984901
e=0.35 k=20,e0.35_k20_s3,10.0,0.35,20,1.257338834494675
e=0.35 k=20,e0.35_k20_s3,25.0,0.35,20,1.2571337071656288
e=0.35 k=20,e0.35_k20_s4,0.0,0.35,20,1.4467027289196523
e=0.35 k=20,e0.35_k20_s4,10.0,0.35,20,1.4454319455056839
e=0.35 k=20,e0.35_k20_s4,25.0,0.35,20,1.4479650448390542
e=0.35 k=20,e0.35_k20_s5,0.0,0.35,20,1.4919997722934832
e=0.35 k=20,e0.35_k20_s5,10.0,0.35,20,1.48102608750255
e=0.35 k=20,e0.35_k20_s5,25.0,0.35,20,1.4622254854307208
e=0.35 k=35,e0.35_k35_s0,0.0,0.35,35,1.6106567596241748
e=0.35 k=35,e0.35_k35_s0,10.0,0.35,35,1.5960761484537607
e=0.35 k=35,e0.35_k35_s0,25.0,0.35,35,1.5712880116434575
e=0.35 k=35,e0.35_k35_s1,0.0,0.35,35,1.724864734830639
e=0.35 k=35,e0.35_k35_s1,10.0,0.35,35,1.7182826201306496
e=0.35 k=35,e0.35_k35_s1,25.0,0.35,35,1.7023343341861619
e=0.35 k=35,e0.35_k35_s2,0.0,0.35,35,1.4508367887592044
e=0.35 k=35,e0.35_k35_s2,10.0,0.35,35,1.444842152189371
e=0.35 k=35,e0.35_k35_s2,25.0,0.35,35,1.4340741182713317
e=0.35 k=35,e0.35_k35_s3,0.0,0.35,35,1.5439206015037747
e=0.35 k=35,e0.35_k35_s3,10.0,0.35,35,1.529644628822535
e=0.35 k=35,e0.35_k35_s3,25.0,0.35,35,1.5058133229902015
e=0.35 k=35,e0.35_k35_s4,0.0,0.35,35,1.54418043771164
e=0.35 k=35,e0.35_k35_s4,10.0,0.35,35,1.537225431588457
e=0.35 k=35,e0.35_k35_s4,25.0,0.35,35,1.5258324142569373
e=0.35 k=35,e0.35_k35_s5,0.0,0.35,35,1.6907393677247387
e=0.35 k=35,e0.35_k35_s5,10.0,0.35,35,1.6803559889449662
e=0.35 k=35,e0.35_k35_s5,25.0,0.35,35,1.661587422430791
e=0.35 k=56,e0.35_k56_s0,0.0,0.35,56,1.6485126396185927
e=0.35 k=56,e0.35_k56_s0,10.0,0.35,56,1.6410714868356648
e=0.35 k=56,e0.35_k56_s0,25.0,0.35,56,1.6185778257125807
e=0.35 k=56,e0.35_k56_s1,0.0,0.35,56,1.6381676552847237
e=0.35 k=56,e0.35_k56_s1,10.0,0.35,56,1.6287631884763487
e=0.35 k=56,e0.35_k56_s1,25.0,0.35,56,1.6121721572534453
e=0.35 k=56,e0.35_k56_s2,0.0,0.35,56,1.551371653577302
e=0.35 k=56,e0.35_k56_s2,10.0,0.35,56,1.549012040587264
e=0.35 k=56,e0.35_k56_s2,25.0,0.35,56,1.5448255535013224
e=0.35 k=56,e0.35_k56_s3,0.0,0.35,56,1.7819405676474007
e=0.35 k=56,e0.35_k56_s3,10.0,0.35,56,1.772812997357224
e=0.35 k=56,e0.35_k56_s3,25.0,0.35,56,1.7561385206706133
e=0.35 k=56,e0.35_k56_s4,0.0,0.35,56,1.8500343021490686
e=0.35 k=56,e0.35_k56_s4,10.0,0.35,56,1.8407722835221696
e=0.35 k=56,e0.35_k56_s4,25.0,0.35,56,1.8174023708651033
e=0.35 k=56,e0.35_k56_s5,0.0,0.35,56,1.7598873306107572
e=0.35 k=56,e0.35_k56_s5,10.0,0.35,56,1.7501554730542441
e=0.35 k=56,e0.35_k56_s5,25.0,0.35,56,1.7327478039919992
e=0.65 k=20,e0.65_k20_s0,0.0,0.65,20,1.5247440729344541
e=0.65 k=20,e0.65_k20_s0,10.0,0.65,20,1.4935145987468081
e=0.65 k=20,e0.65_k20_s0,25.0,0.65,20,1.4449002762147154
e=0.65 k=20,e0.65_k20_s1,0.0,0.65,20,1.2479056952429126
e=0.65 k=20,e0.65_k20_s1,10.0,0.65,20,1.232822197185748
e=0.65 k=20,e0.65_k20_s1,25.0,0.65,20,1.2103137232107946
e=0.65 k=20,e0.65_k20_s2,0.0,0.65,20,1.61390109340026
e=0.65 k=20,e0.65_k20_s2,10.0,0.65,20,1.6082501703182033
e=0.65 k=20,e0.65_k20_s2,25.0,0.65,20,1.5955641951718267
e=0.65 k=20,e0.65_k20_s3,0.0,0.65,20,1.6526759507483944
e=0.65 k=20,e0.65_k20_s3,10.0,0.65,20,1.6436523449755807
e=0.65 k=20,e0.65_k20_s3,25.0,0.65,20,1.6274813677387014
e=0.65 k=20,e0.65_k20_s4,0.0,0.65,20,1.95349676350635
e=0.65 k=20,e0.65_k20_s4,10.0,0.65,20,1.9386272939858133
e=0.65 k=20,e0.65_k20_s4,25.0,0.65,20,1.9108605492854893
e=0.65 k=20,e0.65_k20_s5,0.0,0.65,20,1.4870864609293235
e=0.65 k=20,e0.65_k20_s5,10.0,0.65,20,1.462344159023607
e=0.65 k=20,e0.65_k20_s5,25.0,0.65,20,1.4174833713837418
e=0.65 k=35,e0.65_k35_s0,0.0,0.65,35,1.6974318591101973
e=0.65 k=35,e0.65_k35_s0,10.0,0.65,35,1.6869067330854999
e=0.65 k=35,e0.65_k35_s0,25.0,0.65,35,1.6690924317242748
e=0.65 k=35,e0.65_k35_s1,0.0,0.65,35,1.6531492891509225
e=0.65 k=35,e0.65_k35_s1,10.0,0.65,35,1.6460771234416063
e=0.65 k=35,e0.65_k35_s1,25.0,0.65,35,1.6286277142036192
e=0.65 k=35,e0.65_k35_s2,0.0,0.65,35,1.2230361391275686
e=0.65 k=35,e0.65_k35_s2,10.0,0.65,35,1.1773911727370503
e=0.65 k=35,e0.65_k35_s2,25.0,0.65,35,1.1068856266761482
e=0.65 k=35,e0.65_k35_s3,0.0,0.65,35,1.6612142334075224
e=0.65 k=35,e0.65_k35_s3,10.0,0.65,35,1.651705622044529
e=0.65 k=35,e0.65_k35_s3,25.0,0.65,35,1.6358135421731572
e=0.65 k=35,e0.65_k35_s4,0.0,0.65,35,1.6377970775017767
e=0.65 k=35,e0.65_k35_s4,10.0,0.65,35,1.6002703651459567
e=0.65 k=35,e0.65_k35_s4,25.0,0.65,35,1.5408056711447853
e=0.65 k=35,e0.65_k35_s5,0.0,0.65,35,1.6445907247009754
e=0.65 k=35,e0.65_k35_s5,10.0,0.65,35,1.6295594263410518
e=0.65 k=35,e0.65_k35_s5,25.0,0.65,35,1.6050933195089705
e=1.00 k=20,e1.00_k20_s0,0.0,1.0,20,1.0734429166754407
e=1.00 k=20,e1.00_k20_s0,10.0,1.0,20,1.0551076455207948
e=1.00 k=20,e1.00_k20_s0,25.0,1.0,20,1.0315600131909775
e=1.00 k=20,e1.00_k20_s1,0.0,1.0,20,1.5315555910066687
e=1.00 k=20,e1.00_k20_s1,10.0,1.0,20,1.49973521386673
e=1.00 k=20,e1.00_k20_s1,25.0,1.0,20,1.4473576769343024
e=1.00 k=20,e1.00_k20_s2,0.0,1.0,20,1.7405629974294865
e=1.00 k=20,e1.00_k20_s2,10.0,1.0,20,1.710301516330466
e=1.00 k=20,e1.00_k20_s2,25.0,1.0,20,1.660632852710295
e=1.00 k=20,e1.00_k20_s3,0.0,1.0,20,1.418198084273645
e=1.00 k=20,e1.00_k20_s3,10.0,1.0,20,1.3879311642332348
e=1.00 k=20,e1.00_k20_s3,25.0,1.0,20,1.3448062176631554
e=1.00 k=20,e1.00_k20_s4,0.0,1.0,20,1.4928690023877353
e=1.00 k=20,e1.00_k20_s4,10.0,1.0,20,1.4539592161343267
e=1.00 k=20,e1.00_k20_s4,25.0,1.0,20,1.3932161604600424
e=1.00 k=20,e1.00_k20_s5,0.0,1.0,20,1.543831532340706
e=1.00 k=20,e1.00_k20_s5,10.0,1.0,20,1.5195122170970268
e=1.00 k=20,e1.00_k20_s5,25.0,1.0,20,1.4770827797810977
e=1.00 k=35,e1.00_k35_s0,0.0,1.0,35,1.6039312898917952
e=1.00 k=35,e1.00_k35_s0,10.0,1.0,35,1.5734152198325768
e=1.00 k=35,e1.00_k35_s0,25.0,1.0,35,1.5216663273306243
