panel,book,band,gross,turnover_yr,tickets_yr,mean_names,mean_gross,max_gross,max_name_w
U56,IDXG,0.03,1.0,2.96965974774185,2428.543820224719,46.06966292134832,1.0,1.0000000000000007,1.0
U56,IDXG,0.05,0.75,1.8387271878477818,2407.3078651685396,45.857752808988764,1.0,1.0000000000000007,1.0
U56,IDXG,0.05,1.0,2.3087972544774846,2407.3078651685396,45.857752808988764,1.0,1.0000000000000007,1.0
U56,IDXG,0.1,0.75,1.5123002527024285,2340.428764044944,44.66337078651686,1.0,1.0000000000000007,1.0
U56,IDXG,0.1,1.0,1.8627562017239385,2340.428764044944,44.66337078651686,1.0,1.0000000000000007,1.0
U56,EWBH,0.0,0.75,0.9777491672455124,2828.912359550562,54.11505617977528,1.0,1.0000000000000007,0.29684618578513233
U56,EWBH,0.0,1.0,1.0912353680062454,2828.912359550562,54.11505617977528,1.0,1.0000000000000007,0.027747574739317146
U56,EWBH,0.03,0.75,0.9777491672455124,2828.912359550562,54.11505617977528,1.0,1.0000000000000007,0.29684618578513233
U56,EWBH,0.03,1.0,1.0912353680062454,2828.912359550562,54.11505617977528,1.0,1.0000000000000007,0.027747574739317146
U56,EWBH,0.05,0.75,0.9777491672455124,2828.912359550562,54.11505617977528,1.0,1.0000000000000007,0.29684618578513233
U56,EWBH,0.05,1.0,1.0912353680062454,2828.912359550562,54.11505617977528,1.0,1.0000000000000007,0.027747574739317146
U56,EWBH,0.1,0.75,0.9777491672455124,2828.912359550562,54.11505617977528,1.0,1.0000000000000007,0.29684618578513233
U56,EWBH,0.1,1.0,1.0912353680062454,2828.912359550562,54.11505617977528,1.0,1.0000000000000007,0.027747574739317146
B136,CAND,0.0,0.75,7.9128913887755274,5124.812050359712,93.30485611510791,1.0,1.0000000000000009,0.36291049044864454
B136,CAND,0.0,1.0,10.342319599493969,5116.48381294964,93.12702338129496,1.0,1.0000000000000007,0.14958611273937195
B136,CAND,0.03,0.75,4.906022705624986,5005.327338129496,93.29361510791367,1.0,1.0000000000000009,0.3603535583487896
B136,CAND,0.03,1.0,6.3167439960259175,4999.151978417266,93.17378597122303,1.0,1.0000000000000009,0.14834160644380268
B136,CAND,0.05,0.75,3.8690009356756163,4958.643884892086,93.13848920863309,1.0,1.0000000000000009,0.28172385229645425
B136,CAND,0.05,1.0,4.896599181229548,4906.408273381295,92.13848920863309,1.0,1.0000000000000009,0.14895594895724795
B136,CAND,0.1,0.75,2.481591396516007,4989.010791366906,94.57508992805755,1.0,1.0000000000000007,0.2826908795176725
B136,CAND,0.1,1.0,3.0636891442440497,4936.775179856115,93.57508992805755,1.0,1.0000000000000007,0.19561598849115927
B136,CAP2,0.0,0.75,7.653464670309546,5124.812050359712,93.30485611510791,1.0,1.0000000000000009,0.8826184113425044
B136,CAP2,0.0,1.0,9.770403623890969,5118.18345323741,93.15647482014388,1.0,1.0000000000000007,0.8826184113425044
B136,CAP2,0.03,0.75,4.6751254264368125,5005.327338129496,93.29361510791367,1.0,1.0000000000000009,0.8814660319309914
B136,CAP2,0.03,1.0,5.829629100658772,5000.341726618704,93.19671762589928,1.0,1.0000000000000009,0.8814660319309914
B136,CAP2,0.05,0.75,3.669091007916064,4958.643884892086,93.13848920863309,1.0,1.0000000000000009,0.8623272530920225
B136,CAP2,0.05,1.0,4.503588973739841,4912.357014388489,92.24348021582733,1.0,1.0000000000000007,0.8623272530920225
B136,CAP2,0.1,0.75,2.344795603125216,4989.010791366906,94.57508992805755,1.0,1.0000000000000007,0.8826184113425044
B136,CAP2,0.1,1.0,2.8286368285921872,4941.250899280575,93.65490107913669,1.0,1.0000000000000007,0.8826184113425044
B136,IDXG,0.0,0.75,4.24196000342427,6198.3615107913665,115.78214928057554,1.0,1.0000000000000007,1.0
B136,IDXG,0.0,1.0,5.52969085307373,6198.304856115107,115.78214928057554,1.0,1.0000000000000004,1.0
B136,IDXG,0.03,0.75,2.7325332482844957,6007.7185251798555,113.48268884892086,1.0,1.0000000000000007,1.0
B136,IDXG,0.03,1.0,3.498579229699718,6007.661870503597,113.48268884892086,1.0,1.0000000000000004,1.0
B136,IDXG,0.05,0.75,1.9027268200403056,5952.820143884892,113.24550359712231,1.0,1.0000000000000007,1.0
B136,IDXG,0.05,1.0,2.382670085094594,5952.763489208633,113.24550359712231,1.0,1.0000000000000004,1.0
B136,IDXG,0.1,0.75,1.5800143291602962,5918.090827338129,112.83160971223022,1.0,1.0000000000000007,1.0
B136,IDXG,0.1,1.0,1.9402184077490543,5918.03417266187,112.83160971223022,1.0,1.0000000000000004,1.0
B136,EWBH,0.0,0.75,1.021780753324909,6862.977517985611,131.3734262589928,1.0,1.0000000000000007,0.29170686567053283
B136,EWBH,0.0,1.0,1.1388834550931988,6862.920863309352,131.3734262589928,1.0,1.0000000000000007,0.013698488734976873
B136,EWBH,0.03,0.75,1.021780753324909,6862.977517985611,131.3734262589928,1.0,1.0000000000000007,0.29170686567053283
B136,EWBH,0.03,1.0,1.1388834550931988,6862.920863309352,131.3734262589928,1.0,1.0000000000000007,0.013698488734976873
B136,EWBH,0.05,0.75,1.021780753324909,6862.977517985611,131.3734262589928,1.0,1.0000000000000007,0.29170686567053283
B136,EWBH,0.05,1.0,1.1388834550931988,6862.920863309352,131.3734262589928,1.0,1.0000000000000007,0.013698488734976873
B136,EWBH,0.1,0.75,1.021780753324909,6862.977517985611,131.3734262589928,1.0,1.0000000000000007,0.29170686567053283
B136,EWBH,0.1,1.0,1.1388834550931988,6862.920863309352,131.3734262589928,1.0,1.0000000000000007,0.013698488734976873
