panel,book,sleeve,cost,scope,selector,pick,abstain,n_admitted,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,premium,vs_spy,oos4b_DD,oos4b_CAGR,oos4b_Sharpe,best_OOS_f,best_OOS_Sharpe,rho_IS_OOS
broad,EWall,S3,25.0,all,S0,0.5,False,12.0,1.353192360410129,1.2255080534695382,0.08460705638393118,-0.12690527278505703,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.1341578838846036,0.3434841298723066,True,False,True,0.6,1.2301837762649097,0.9720279720279721
broad,EWall,S3,25.0,all,S1,0.35,False,5.0,1.295034955973214,1.1896494048009194,0.10172930701672689,-0.15933539866250246,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.09829923521598483,0.3076254812036878,True,False,True,0.6,1.2301837762649097,0.9720279720279721
broad,EWall,S4,10.0,pub,S0,0.5,False,6.0,1.3280602284061132,1.3082648271534763,0.09570543492886996,-0.13484768166998662,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.206061693240418,0.42624090355624467,True,False,True,0.5,1.3082648271534763,1.0
broad,EWall,S4,10.0,pub,S1,0.25,False,3.0,1.2374711206178344,1.192844717076999,0.11891305495127491,-0.19361486431056207,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.09064158316394066,0.3108207934797673,True,True,True,0.5,1.3082648271534763,1.0
broad,EWall,S4,10.0,ext,S0,0.5,False,9.0,1.3280602284061132,1.3082648271534763,0.09570543492886996,-0.13484768166998662,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.206061693240418,0.42624090355624467,True,False,True,0.5,1.3082648271534763,1.0
broad,EWall,S4,10.0,ext,S1,0.4,False,6.0,1.2969950541559871,1.2598456711441093,0.10534420408391387,-0.15681937215868647,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15764253723105104,0.3778217475468777,True,False,True,0.5,1.3082648271534763,1.0
broad,EWall,S4,10.0,all,S0,0.6,False,12.0,1.3309695937196018,1.3515537427011468,0.08551713031582797,-0.11618509056198256,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.24935060878808857,0.4695298191039152,True,False,True,0.6,1.3515537427011468,0.8041958041958043
broad,EWall,S4,10.0,all,S1,0.4,False,6.0,1.2969950541559871,1.2598456711441093,0.10534420408391387,-0.15681937215868647,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15764253723105104,0.3778217475468777,True,False,True,0.6,1.3515537427011468,0.8041958041958043
broad,EWall,S4,25.0,pub,S0,0.5,False,6.0,1.2325183864087035,1.2297351640015313,0.08958899120681219,-0.13561129343180434,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.13838499441659668,0.3477112404042997,True,False,True,0.5,1.2297351640015313,1.0
broad,EWall,S4,25.0,pub,S1,0.25,False,3.0,1.1992399258907003,1.1591007506339666,0.11523361614991456,-0.19420856493861138,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.06775058104903198,0.277076827036735,True,True,True,0.5,1.2297351640015313,1.0
broad,EWall,S4,25.0,ext,S0,0.5,False,9.0,1.2325183864087035,1.2297351640015313,0.08958899120681219,-0.13561129343180434,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.13838499441659668,0.3477112404042997,True,False,True,0.5,1.2297351640015313,1.0
broad,EWall,S4,25.0,ext,S1,0.35,False,5.0,1.2208860387184883,1.188027951963865,0.10532195759965113,-0.16990324182948024,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.09667778237893043,0.30600402836663343,True,False,True,0.5,1.2297351640015313,1.0
broad,EWall,S4,25.0,all,S0,0.5,False,12.0,1.2325183864087035,1.2297351640015313,0.08958899120681219,-0.13561129343180434,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.13838499441659668,0.3477112404042997,True,False,True,0.6,1.2456186778275402,0.7202797202797203
broad,EWall,S4,25.0,all,S1,0.35,False,5.0,1.2208860387184883,1.188027951963865,0.10532195759965113,-0.16990324182948024,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.09667778237893043,0.30600402836663343,True,False,True,0.6,1.2456186778275402,0.7202797202797203
broad,TOP20,S3,10.0,pub,S0,0.5,False,6.0,1.2292609923346587,1.0237534263327723,0.095696604620775,-0.1307771720535421,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.09362934438390125,0.14172950273554075,True,False,True,0.5,1.0237534263327723,1.0
broad,TOP20,S3,10.0,pub,S1,0.25,False,5.0,1.1346247498107347,0.9746936172815294,0.12387199620438416,-0.18898157752078804,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.04456953533265828,0.09266969368429778,True,True,True,0.5,1.0237534263327723,1.0
broad,TOP20,S3,10.0,ext,S0,0.5,False,9.0,1.2292609923346587,1.0237534263327723,0.095696604620775,-0.1307771720535421,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.09362934438390125,0.14172950273554075,True,False,True,0.5,1.0237534263327723,1.0
broad,TOP20,S3,10.0,ext,S1,0.4,False,8.0,1.1939738011684449,1.0043196539370423,0.10739038266611889,-0.1514369016468552,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.07419557198817117,0.12229573033981067,True,False,True,0.5,1.0237534263327723,1.0
broad,TOP20,S3,10.0,all,S0,0.6,False,12.0,1.2473012401320902,1.0391323950409102,0.08330691815171298,-0.11048643108291711,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.10900831309203907,0.15710847144367857,True,False,True,0.6,1.0391323950409102,0.9580419580419581
broad,TOP20,S3,10.0,all,S1,0.4,False,8.0,1.1939738011684449,1.0043196539370423,0.10739038266611889,-0.1514369016468552,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.07419557198817117,0.12229573033981067,True,False,True,0.6,1.0391323950409102,0.9580419580419581
broad,TOP20,S3,25.0,pub,S0,0.5,False,6.0,1.0186235932992471,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.04760582008170278,-0.027799106485173364,True,False,False,0.5,0.8542248171120582,1.0
broad,TOP20,S3,25.0,pub,S1,0.25,False,2.0,0.9670755140898603,0.8330664817922117,0.10366719591645746,-0.19074819223847017,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.02644748476185621,-0.04895744180501993,True,False,False,0.5,0.8542248171120582,1.0
broad,TOP20,S3,25.0,ext,S0,0.5,False,9.0,1.0186235932992471,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.04760582008170278,-0.027799106485173364,True,False,False,0.5,0.8542248171120582,1.0
broad,TOP20,S3,25.0,ext,S1,0.25,False,2.0,0.9670755140898603,0.8330664817922117,0.10366719591645746,-0.19074819223847017,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.02644748476185621,-0.04895744180501993,True,False,False,0.5,0.8542248171120582,1.0
broad,TOP20,S3,25.0,all,S0,0.5,False,12.0,1.0186235932992471,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.04760582008170278,-0.027799106485173364,True,False,False,0.5,0.8542248171120582,0.9930069930069931
broad,TOP20,S3,25.0,all,S1,0.25,False,2.0,0.9670755140898603,0.8330664817922117,0.10366719591645746,-0.19074819223847017,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.02644748476185621,-0.04895744180501993,True,False,False,0.5,0.8542248171120582,0.9930069930069931
broad,TOP20,S4,10.0,pub,S0,0.5,False,6.0,1.1550873290653216,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.12337128644770468,0.17147144479934417,True,False,True,0.5,1.0534953683965758,1.0
broad,TOP20,S4,10.0,pub,S1,0.25,False,5.0,1.1041226488008091,0.98224819921606,0.12638981375234626,-0.19727482595557055,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.05212411726718891,0.1002242756188284,True,True,True,0.5,1.0534953683965758,1.0
broad,TOP20,S4,10.0,ext,S0,0.5,False,9.0,1.1550873290653216,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.12337128644770468,0.17147144479934417,True,False,True,0.5,1.0534953683965758,1.0
broad,TOP20,S4,10.0,ext,S1,0.4,False,8.0,1.138870358857072,1.0224837477120978,0.1113909850949153,-0.1600811560693366,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.09235966576322674,0.14045982411486624,True,True,True,0.5,1.0534953683965758,1.0
broad,TOP20,S4,10.0,all,S0,0.5,False,12.0,1.1550873290653216,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.12337128644770468,0.17147144479934417,True,False,True,0.75,1.119584102533926,0.6783216783216784
broad,TOP20,S4,10.0,all,S1,0.4,False,8.0,1.138870358857072,1.0224837477120978,0.1113909850949153,-0.1600811560693366,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.09235966576322674,0.14045982411486624,True,True,True,0.75,1.119584102533926,0.6783216783216784
broad,TOP20,S4,25.0,pub,S0,0.5,False,6.0,0.9526215344792959,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.07935629444098191,0.003951367874105771,True,False,True,0.5,0.8859752914713374,1.0
broad,TOP20,S4,25.0,pub,S1,,True,,,,,,,,,,,,,,,,,,,
broad,TOP20,S4,25.0,ext,S0,0.4,False,9.0,0.9538740558019798,0.8675375061650316,0.09279107792023611,-0.16147624482147704,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.06091850913467611,-0.014486417432200027,True,False,False,0.5,0.8859752914713374,0.9833333333333333
broad,TOP20,S4,25.0,ext,S1,,True,,,,,,,,,,,,,,,,,,,
broad,TOP20,S4,25.0,all,S0,0.4,False,12.0,0.9538740558019798,0.8675375061650316,0.09279107792023611,-0.16147624482147704,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.06091850913467611,-0.014486417432200027,True,False,False,0.75,0.9072168518249841,0.46153846153846156
broad,TOP20,S4,25.0,all,S1,,True,,,,,,,,,,,,,,,,,,,
u56,EWall,S3,10.0,pub,S0,0.5,False,6.0,1.3996809053750334,1.3150173029358512,0.08962036274851393,-0.12032230554743317,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.17927930372898104,0.43300653575356696,True,False,True,0.5,1.3150173029358512,1.0
u56,EWall,S3,10.0,pub,S1,0.25,False,5.0,1.2509153632627625,1.2211283413479683,0.11511368660190935,-0.1666792652795419,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.0853903421410982,0.3391175741656841,True,True,True,0.5,1.3150173029358512,1.0
u56,EWall,S3,10.0,ext,S0,0.5,False,9.0,1.3996809053750334,1.3150173029358512,0.08962036274851393,-0.12032230554743317,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.17927930372898104,0.43300653575356696,True,False,True,0.5,1.3150173029358512,1.0
u56,EWall,S3,10.0,ext,S1,0.3,False,6.0,1.28299048033323,1.2399747996252268,0.11023151330654057,-0.15715571699890374,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.1042368004183567,0.3579640324429426,True,True,True,0.5,1.3150173029358512,1.0
u56,EWall,S3,10.0,all,S0,0.6,False,12.0,1.4095942589707289,1.3367013103580756,0.07845312261022186,-0.1027915955291947,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.20096331115120547,0.4546905431757914,True,False,True,0.6,1.3367013103580756,0.9580419580419581
u56,EWall,S3,10.0,all,S1,0.3,False,6.0,1.28299048033323,1.2399747996252268,0.11023151330654057,-0.15715571699890374,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.1042368004183567,0.3579640324429426,True,True,True,0.6,1.3367013103580756,0.9580419580419581
u56,EWall,S3,25.0,pub,S0,0.5,False,6.0,1.2882477873770046,1.2339933583889293,0.0837627021123899,-0.12106418759671755,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.10895170836926504,0.3519825912066451,True,False,True,0.5,1.2339933583889293,1.0
u56,EWall,S3,25.0,pub,S1,0.2,False,4.0,1.1847673294756933,1.1746165310725294,0.11682023444407541,-0.17673298561183248,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.049574881052865116,0.2926057638902452,True,True,True,0.5,1.2339933583889293,1.0
u56,EWall,S3,25.0,ext,S0,0.5,False,9.0,1.2882477873770046,1.2339933583889293,0.0837627021123899,-0.12106418759671755,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.10895170836926504,0.3519825912066451,True,False,True,0.5,1.2339933583889293,1.0
u56,EWall,S3,25.0,ext,S1,0.2,False,4.0,1.1847673294756933,1.1746165310725294,0.11682023444407541,-0.17673298561183248,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.049574881052865116,0.2926057638902452,True,True,True,0.5,1.2339933583889293,1.0
u56,EWall,S3,25.0,all,S0,0.5,False,12.0,1.2882477873770046,1.2339933583889293,0.0837627021123899,-0.12106418759671755,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.10895170836926504,0.3519825912066451,True,False,True,0.5,1.2339933583889293,0.9930069930069931
u56,EWall,S3,25.0,all,S1,0.2,False,4.0,1.1847673294756933,1.1746165310725294,0.11682023444407541,-0.17673298561183248,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.049574881052865116,0.2926057638902452,True,True,True,0.5,1.2339933583889293,0.9930069930069931
u56,EWall,S4,10.0,pub,S0,0.5,False,6.0,1.2687845134623934,1.31919305865765,0.09494688943647867,-0.12870204038140853,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.18345505945077978,0.4371822914753657,True,False,True,0.5,1.31919305865765,1.0
u56,EWall,S4,10.0,pub,S1,0.25,False,5.0,1.1972125266702787,1.2201770221793116,0.11792352101285952,-0.17269923869067338,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.08443902297244144,0.33816625499702735,True,True,True,0.5,1.31919305865765,1.0
u56,EWall,S4,10.0,ext,S0,0.5,False,9.0,1.2687845134623934,1.31919305865765,0.09494688943647867,-0.12870204038140853,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.18345505945077978,0.4371822914753657,True,False,True,0.5,1.31919305865765,1.0
u56,EWall,S4,10.0,ext,S1,0.25,False,5.0,1.1972125266702787,1.2201770221793116,0.11792352101285952,-0.17269923869067338,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.08443902297244144,0.33816625499702735,True,True,True,0.5,1.31919305865765,1.0
u56,EWall,S4,10.0,all,S0,0.5,False,12.0,1.2687845134623934,1.31919305865765,0.09494688943647867,-0.12870204038140853,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.18345505945077978,0.4371822914753657,True,False,True,0.6,1.3502738309490836,0.6713286713286714
u56,EWall,S4,10.0,all,S1,0.25,False,5.0,1.1972125266702787,1.2201770221793116,0.11792352101285952,-0.17269923869067338,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.08443902297244144,0.33816625499702735,True,True,True,0.6,1.3502738309490836,0.6713286713286714
u56,EWall,S4,25.0,pub,S0,0.5,False,6.0,1.167777810683786,1.2403449622256117,0.08890494091925638,-0.12945625918742532,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.11530331220594747,0.35833419504332753,True,False,True,0.5,1.2403449622256117,1.0
u56,EWall,S4,25.0,pub,S1,0.2,False,4.0,1.1461272378315526,1.1740107130344273,0.11907972882861517,-0.18275866804896868,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.048969063014763003,0.29199994585214306,True,True,True,0.5,1.2403449622256117,1.0
u56,EWall,S4,25.0,ext,S0,0.4,False,9.0,1.1755021524724683,1.2215904771564148,0.09941744412941333,-0.14705460591006414,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.0965488271367505,0.33957970997413056,True,False,True,0.5,1.2403449622256117,0.9500000000000001
u56,EWall,S4,25.0,ext,S1,0.2,False,4.0,1.1461272378315526,1.1740107130344273,0.11907972882861517,-0.18275866804896868,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.048969063014763003,0.29199994585214306,True,True,True,0.5,1.2403449622256117,0.9500000000000001
u56,EWall,S4,25.0,all,S0,0.4,False,12.0,1.1755021524724683,1.2215904771564148,0.09941744412941333,-0.14705460591006414,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.0965488271367505,0.33957970997413056,True,False,True,0.6,1.244693357459965,0.6713286713286714
u56,EWall,S4,25.0,all,S1,0.2,False,4.0,1.1461272378315526,1.1740107130344273,0.11907972882861517,-0.18275866804896868,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.048969063014763003,0.29199994585214306,True,True,True,0.6,1.244693357459965,0.6713286713286714
u56,TOP20,S3,10.0,pub,S0,0.5,False,6.0,1.3299046528345497,1.2411311241726726,0.10312782582771884,-0.12245114090648035,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.07345586344673594,0.35912035699038836,True,False,True,0.5,1.2411311241726726,1.0
u56,TOP20,S3,10.0,pub,S1,0.25,False,5.0,1.2652898118214566,1.2019248169120222,0.13563825006048558,-0.1708120355014453,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.034249556186085606,0.319914049729738,True,True,True,0.5,1.2411311241726726,1.0
u56,TOP20,S3,10.0,ext,S0,0.5,False,9.0,1.3299046528345497,1.2411311241726726,0.10312782582771884,-0.12245114090648035,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.07345586344673594,0.35912035699038836,True,False,True,0.5,1.2411311241726726,1.0
u56,TOP20,S3,10.0,ext,S1,0.4,False,8.0,1.3124109187513073,1.2280169410387485,0.11650752807292952,-0.14143701768608308,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.06034168031281184,0.34600617385646426,True,True,True,0.5,1.2411311241726726,1.0
u56,TOP20,S3,10.0,all,S0,0.5,False,12.0,1.3299046528345497,1.2411311241726726,0.10312782582771884,-0.12245114090648035,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.07345586344673594,0.35912035699038836,True,False,True,0.6,1.243131121856107,0.9720279720279721
u56,TOP20,S3,10.0,all,S1,0.4,False,8.0,1.3124109187513073,1.2280169410387485,0.11650752807292952,-0.14143701768608308,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.06034168031281184,0.34600617385646426,True,True,True,0.6,1.243131121856107,0.9720279720279721
u56,TOP20,S3,25.0,pub,S0,0.5,False,6.0,1.134400124055055,1.0931997743121238,0.08988091438644807,-0.12369268846002524,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.02101217311427095,0.21118900712983957,True,False,True,0.5,1.0931997743121238,1.0
u56,TOP20,S3,25.0,pub,S1,0.25,False,4.0,1.1166767995452644,1.0861847896529095,0.12115740287102494,-0.17211804810215392,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.013997188455056708,0.20417402247062533,True,True,True,0.5,1.0931997743121238,1.0
u56,TOP20,S3,25.0,ext,S0,0.4,False,9.0,1.1377320462633775,1.0950261398277086,0.1027555214332494,-0.14270176940778712,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.022838538629855742,0.21301537264542436,True,False,True,0.4,1.0950261398277086,1.0
u56,TOP20,S3,25.0,ext,S1,0.25,False,4.0,1.1166767995452644,1.0861847896529095,0.12115740287102494,-0.17211804810215392,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.013997188455056708,0.20417402247062533,True,True,True,0.4,1.0950261398277086,1.0
u56,TOP20,S3,25.0,all,S0,0.4,False,12.0,1.1377320462633775,1.0950261398277086,0.1027555214332494,-0.14270176940778712,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.022838538629855742,0.21301537264542436,True,False,True,0.4,1.0950261398277086,1.0
u56,TOP20,S3,25.0,all,S1,0.25,False,4.0,1.1166767995452644,1.0861847896529095,0.12115740287102494,-0.17211804810215392,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.013997188455056708,0.20417402247062533,True,True,True,0.4,1.0950261398277086,1.0
