panel,kind,q,k,seed,arm,keep4a,keep4b,fails4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
k40~q0.250~s10,k40q0.250,0.25,40,10,CAND10,False,False,"H2,OOS,DD,CAGR",0.09493708621720565,0.7641810437906122,-0.28953594461922394,1.037446597791622,0.5388833575311541,0.7153571270789578,0.09141468789359108,-0.28953594461922416
k40~q0.250~s10,k40q0.250,0.25,40,10,CAND20,False,False,"H2,OOS,DD",0.10146404580532908,0.8787078514491571,-0.29236743574986346,1.1599930065682034,0.6538820510803145,0.795990447706196,0.0943120196095748,-0.29236743574986324
k40~q0.250~s11,k40q0.250,0.25,40,11,EWall,False,False,"H2,DD",0.10797611365614368,0.900122547131662,-0.22259899100192038,1.0088679839212853,0.8234267237714328,0.9590647498235989,0.12209750962320998,-0.22259899100192015
k40~q0.250~s11,k40q0.250,0.25,40,11,CAND10,False,False,"H1,H2,OOS,DD",0.10459276120755101,0.7519581733911163,-0.23773868292876355,0.8561519548417921,0.675722412243716,0.8766484985127629,0.13406238198023224,-0.2377386829287632
k40~q0.250~s11,k40q0.250,0.25,40,11,CAND20,False,False,"H2,DD",0.10861505932788584,0.8738192061730408,-0.23083622811743043,0.9961292683539039,0.7854588951470306,0.9710887255206838,0.12971665950260292,-0.2308362281174292
k40~q0.250~s12,k40q0.250,0.25,40,12,EWall,False,False,"H2,DD",0.10789248473696045,0.9022297662324402,-0.2875048342139247,1.0339679809030577,0.7954235837183897,0.9133443193690631,0.11327657119127665,-0.2875048342139246
k40~q0.250~s12,k40q0.250,0.25,40,12,CAND10,False,False,"H2,OOS,DD",0.11999433901701972,0.8297661925263862,-0.30077177300417235,0.9311942334618343,0.7449277652468044,0.8676772748237017,0.13151125653461593,-0.30077177300417224
k40~q0.250~s12,k40q0.250,0.25,40,12,CAND20,False,False,"H2,OOS,DD",0.10913905299958837,0.8691100309494546,-0.2899944862047136,1.0406372444944096,0.7260983246336711,0.8507761214518299,0.11045311338015229,-0.2899944862047136
k40~q0.250~s13,k40q0.250,0.25,40,13,EWall,False,False,"H2,DD",0.12311930874232968,1.0179986158171934,-0.2705248827944453,1.3428522758734152,0.7583059173703678,0.8971298394919345,0.11083773771610894,-0.270524882794445
k40~q0.250~s13,k40q0.250,0.25,40,13,CAND10,False,False,"H2,DD",0.13019347924789648,0.930748513920845,-0.273062656053202,1.0557144470230022,0.8320344901268975,0.9011560506788137,0.13035035975591325,-0.273062656053202
k40~q0.250~s13,k40q0.250,0.25,40,13,CAND20,False,False,"H2,DD",0.1298809525309197,1.0355830809826532,-0.2717905327506259,1.3015178721669416,0.8186222480811719,0.9348794586790173,0.11944846395913511,-0.27179053275062537
k40~q0.250~s14,k40q0.250,0.25,40,14,EWall,False,False,"H2,DD",0.11085882965991045,0.9265645181792543,-0.2104072413330973,1.0251589289013903,0.8422224199641862,0.9135663605009641,0.11079035582678998,-0.21040724133309696
k40~q0.250~s14,k40q0.250,0.25,40,14,CAND10,False,False,"H1,H2,OOS,DD",0.09974402626581891,0.728327398813393,-0.22482484814295967,0.8023587354217414,0.6634636030669897,0.6915043271554977,0.09532598940472226,-0.22482484814296044
k40~q0.250~s14,k40q0.250,0.25,40,14,CAND20,False,False,DD,0.11114703259067893,0.8963635735217292,-0.20996467047974587,0.9342950144934239,0.864684004332222,0.9404575058200907,0.1190867561075708,-0.20996467047974554
k40~q0.250~s15,k40q0.250,0.25,40,15,EWall,False,False,"H2,DD",0.12294506526157178,0.960045731671697,-0.23442506179062594,1.110526250260229,0.8525491894326157,0.9199816098039771,0.12281203663286555,-0.23442506179062594
k40~q0.250~s15,k40q0.250,0.25,40,15,CAND10,False,False,"OOS,DD",0.14302788693444124,0.9711585606803265,-0.2477839151253487,1.1136368620167845,0.8705126184646017,0.8686735409072245,0.13336816446406252,-0.24778391512534947
k40~q0.250~s15,k40q0.250,0.25,40,15,CAND20,False,False,DD,0.1324261912036082,0.993700182937419,-0.23555664050836322,1.1537312620805509,0.8800044054069418,0.9350840210682739,0.13014108827933257,-0.23555664050836322
k40~q0.250~s16,k40q0.250,0.25,40,16,EWall,False,False,DD,0.12460793434542072,1.0480547896700065,-0.21028602254050777,1.1625639305149404,0.9430800733829123,1.040074769513525,0.12351547914191041,-0.21028602254050732
k40~q0.250~s16,k40q0.250,0.25,40,16,CAND10,False,False,"H2,OOS,DD",0.1350732834101096,0.9549584926768551,-0.24784181360891488,1.1880759887600827,0.7459669945404973,0.8058358487417475,0.11362489809718435,-0.24784181360891488
k40~q0.250~s16,k40q0.250,0.25,40,16,CAND20,False,False,DD,0.12993314496867492,1.050158260274751,-0.2223823295063112,1.127750139595479,0.9790634507669163,1.031868428612662,0.1277505839411679,-0.2223823295063111
k40~q0.250~s17,k40q0.250,0.25,40,17,EWall,False,False,"H2,OOS,DD,CAGR",0.0932480240211544,0.7746697117475845,-0.2876177534660579,0.9318669208205632,0.658149922468584,0.7371290744304708,0.09225335105764398,-0.2876177534660572
k40~q0.250~s17,k40q0.250,0.25,40,17,CAND10,False,False,"H1,H2,OOS,DD",0.1078851768386131,0.7827727050576989,-0.3029446611935215,0.8817687647619473,0.7124696794262809,0.7953902983947103,0.11561013274268928,-0.30294466119352137
k40~q0.250~s17,k40q0.250,0.25,40,17,CAND20,False,False,"H2,OOS,DD,CAGR",0.09880104070568185,0.7919913637076568,-0.2838601970994107,0.9425969683201788,0.6783088555481877,0.7641752189896335,0.09928921980027927,-0.2838601970994109
k40~q0.250~s18,k40q0.250,0.25,40,18,EWall,False,True,-,0.12900181677645794,1.1414362294126421,-0.14887005716621093,1.287217798467655,1.0151430244515052,1.158288929714121,0.13352599394143705,-0.14887005716621116
k40~q0.250~s18,k40q0.250,0.25,40,18,CAND10,False,False,H2,0.11920417562307595,0.9411669687812683,-0.17138950098893646,1.1419979724110438,0.7593806615713236,0.8968608327317016,0.11443544364575664,-0.17138950098893657
k40~q0.250~s18,k40q0.250,0.25,40,18,CAND20,False,True,-,0.13397805439364174,1.1436209175834706,-0.15793126581633854,1.2675890162945787,1.0338814131281033,1.1363262284171993,0.13486317434126827,-0.15793126581633865
k40~q0.250~s19,k40q0.250,0.25,40,19,EWall,False,False,"H2,OOS,DD,CAGR",0.0977185762906625,0.821215979422717,-0.29722570613386645,1.0840772396040395,0.6105283263598063,0.7287710516715075,0.08848791132641654,-0.2972257061338668
k40~q0.250~s19,k40q0.250,0.25,40,19,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08709627031296652,0.6586716500588542,-0.30143368279928384,0.8148378718470292,0.5335075517596437,0.623566679375181,0.08555255795107253,-0.30143368279928395
k40~q0.250~s19,k40q0.250,0.25,40,19,CAND20,False,False,"H2,OOS,DD",0.10397334713401407,0.8432045709412005,-0.29768144666806684,1.0695013947665373,0.659637472879365,0.7884185811336747,0.10001161407027781,-0.29768144666806673
k40~q0.250~s20,k40q0.250,0.25,40,20,EWall,False,False,"H2,OOS,DD,CAGR",0.09676321053102854,0.8615441291443048,-0.2735394717813763,1.013742851911537,0.7436223857375234,0.8069691449284855,0.09329075569260747,-0.2735394717813763
k40~q0.250~s20,k40q0.250,0.25,40,20,CAND10,False,False,"H2,OOS,DD",0.11302371683509405,0.858451067519152,-0.2841171743590025,0.9907672910232227,0.7584228390415091,0.7862152380019914,0.10761702287855046,-0.28411717435900263
k40~q0.250~s20,k40q0.250,0.25,40,20,CAND20,False,False,"H2,OOS,DD",0.1056472948939271,0.9015567469474078,-0.2758026087798999,1.033195822296246,0.7974147218883489,0.8431987559519634,0.10152244856452608,-0.27580260877990026
k40~q0.250~s21,k40q0.250,0.25,40,21,EWall,False,False,"H2,OOS,DD,CAGR",0.09384538402434428,0.8652031928365359,-0.20813524217230484,1.0047530298460272,0.7463244731907805,0.85193703886448,0.09418304688373857,-0.20813524217230517
k40~q0.250~s21,k40q0.250,0.25,40,21,CAND10,False,False,"H2,OOS,DD,CAGR",0.09711987169593628,0.7909909520760465,-0.2149646136017893,1.0065515746004674,0.6192227904066498,0.7174878320199969,0.09095683501204421,-0.21496461360178942
k40~q0.250~s21,k40q0.250,0.25,40,21,CAND20,False,False,"H2,OOS,DD,CAGR",0.0963533281465414,0.8592662082758763,-0.21318632058669995,1.0094735406471675,0.7301675410296564,0.8412449291254834,0.09630477585336061,-0.2131863205866994
k40~q0.250~s22,k40q0.250,0.25,40,22,EWall,False,False,"H2,OOS,DD,CAGR",0.09636545568460786,0.8486984892589521,-0.2896804946035314,1.021119267663561,0.707884984577935,0.7828737904965278,0.09079540339664716,-0.28968049460353174
k40~q0.250~s22,k40q0.250,0.25,40,22,CAND10,False,False,"H2,OOS,DD",0.1141129095864506,0.8358321591569224,-0.29776370742323954,1.0039150820178306,0.7000087195655463,0.7856875195007351,0.11171101930824245,-0.29776370742324
k40~q0.250~s22,k40q0.250,0.25,40,22,CAND20,False,False,"H2,OOS,DD",0.1023297593723067,0.8571802085073565,-0.2898793140185626,0.9921601044749362,0.7464444961737259,0.8303892010580397,0.10220493842204337,-0.2898793140185626
k40~q0.250~s23,k40q0.250,0.25,40,23,EWall,False,False,"H2,OOS,DD",0.10746400993937,0.8551115903417916,-0.32256530537748973,0.9626078364927554,0.779721645823393,0.8381872239891931,0.10991147852892436,-0.3225653053774896
k40~q0.250~s23,k40q0.250,0.25,40,23,CAND10,False,False,"H2,OOS,DD",0.1296121020517922,0.8981862043240211,-0.32646415546048746,1.0910941989764482,0.7537554344401922,0.8383684050682786,0.12611183690147065,-0.32646415546048757
k40~q0.250~s23,k40q0.250,0.25,40,23,CAND20,False,False,"H2,OOS,DD",0.11301745793576634,0.8711289796194408,-0.32538465246908277,1.0135638493959225,0.7669871806750096,0.8520761076271427,0.11530137985470867,-0.3253846524690829
k40~q0.250~s24,k40q0.250,0.25,40,24,EWall,False,False,"H2,OOS,DD,CAGR",0.08771060724167423,0.6949879533821627,-0.31735952505525233,0.923102740956604,0.5173021244250356,0.6341997422749577,0.08248724775019944,-0.31735952505525244
k40~q0.250~s24,k40q0.250,0.25,40,24,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09691307809096705,0.6637315809503495,-0.31955186704057903,0.8821096945970751,0.4991574346952733,0.6033239065165286,0.09198177264748497,-0.3195518670405785
k40~q0.250~s24,k40q0.250,0.25,40,24,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08876244331049765,0.6819434617349184,-0.3215077441383979,0.8752914315850449,0.5324472796926486,0.6293011892346937,0.08482229723498214,-0.3215077441383979
k40~q0.250~s25,k40q0.250,0.25,40,25,EWall,False,False,DD,0.12045288128960041,1.0238860009826773,-0.20503512923924627,1.0840208708928856,0.9727792872508981,1.0499777525169496,0.12601775458199516,-0.2050351292392466
k40~q0.250~s25,k40q0.250,0.25,40,25,CAND10,False,False,DD,0.1282666041810876,0.9263310476238511,-0.24560975441638155,0.988506189962767,0.8734014539677604,0.9058621079054214,0.13041096632199567,-0.2456097544163819
k40~q0.250~s25,k40q0.250,0.25,40,25,CAND20,False,False,DD,0.1308187549623403,1.055707116137912,-0.20431448682105946,1.0816255566642339,1.0347553602645714,1.081026539439128,0.13741104050934738,-0.20431448682105968
k40~q0.250~s26,k40q0.250,0.25,40,26,EWall,False,False,DD,0.11171944831125002,0.9849797280234186,-0.22839877172855694,1.0052282279946914,0.9695786757225625,0.9862381896145235,0.11412600689590313,-0.2283987717285575
k40~q0.250~s26,k40q0.250,0.25,40,26,CAND10,False,False,"H2,OOS,DD",0.11207121084053506,0.838055948175588,-0.29662565875571234,0.9704127444052423,0.7241329517360265,0.7187276136864863,0.097337563731839,-0.2966256587557131
k40~q0.250~s26,k40q0.250,0.25,40,26,CAND20,False,False,DD,0.11147503355932464,0.9435391949777663,-0.23762606117631213,0.9846645428728149,0.9086869899928863,0.9086970130508017,0.10931126652152634,-0.2376260611763117
k40~q0.250~s27,k40q0.250,0.25,40,27,EWall,False,True,-,0.11587124106251534,0.9799858360711091,-0.1826353922392725,1.0266396769335877,0.9454744450582642,0.9937363161506053,0.1212134404790306,-0.1826353922392725
k40~q0.250~s27,k40q0.250,0.25,40,27,CAND10,False,False,"H2,OOS",0.12089785081916116,0.8832792695973999,-0.1787405486102105,0.9779989230517528,0.802460791363328,0.862294484554024,0.12119562572996156,-0.1787405486102106
k40~q0.250~s27,k40q0.250,0.25,40,27,CAND20,False,True,-,0.11939195263284663,0.9747667269089765,-0.18124558235598653,1.0095426418405924,0.9486321433277982,0.997615019274984,0.1261235693073719,-0.18124558235598676
k40~q0.250~s28,k40q0.250,0.25,40,28,EWall,False,True,-,0.11225434157393321,0.9552625508712601,-0.18120913995782129,1.014884856550919,0.9026528378667216,0.9741144190966684,0.11588574631247073,-0.18120913995782117
k40~q0.250~s28,k40q0.250,0.25,40,28,CAND10,False,False,"H2,OOS,DD",0.0995059155025746,0.7490833570743639,-0.20695236375642811,1.01186527993782,0.5100062352599986,0.6524213745011459,0.08706715872513748,-0.20695236375642834
k40~q0.250~s28,k40q0.250,0.25,40,28,CAND20,False,True,-,0.1162047957253185,0.9570668326906282,-0.18419310592873261,1.0317551208853497,0.8897232454298923,0.9720929471236556,0.11954972580739054,-0.18419310592873273
k40~q0.250~s29,k40q0.250,0.25,40,29,EWall,False,False,"H2,OOS,DD",0.11005347439257673,0.8831156157125378,-0.2757078689346958,1.3253831284459716,0.510510116894507,0.673265169125657,0.08301172422007275,-0.27570786893469545
k40~q0.250~s29,k40q0.250,0.25,40,29,CAND10,False,False,"H2,OOS,DD",0.11984338075287404,0.822843471072394,-0.3108178743830645,1.292849291560556,0.4085108286104387,0.5474945126929385,0.07617594172762177,-0.31081787438306485
k40~q0.250~s29,k40q0.250,0.25,40,29,CAND20,False,False,"H2,OOS,DD",0.11632637814181557,0.8963076799198204,-0.27704927881615815,1.3237572888186473,0.5265996595854573,0.6937313500861972,0.08925235876589954,-0.27704927881615826
k40~q0.250~s30,k40q0.250,0.25,40,30,EWall,False,False,"H2,OOS,DD",0.09896957959985331,0.7998649817845718,-0.2455234163801545,0.921846434924245,0.7041366599993288,0.7910431962890573,0.10169619755094228,-0.24552341638015407
k40~q0.250~s30,k40q0.250,0.25,40,30,CAND10,False,False,"H2,OOS,DD",0.1071956373365004,0.7538134234075896,-0.28486347652259025,0.9329459969620222,0.611434208286791,0.6810824193848836,0.10041012687592143,-0.28486347652258903
k40~q0.250~s30,k40q0.250,0.25,40,30,CAND20,False,False,"H2,OOS,DD",0.1010574251160743,0.7859632213133928,-0.24988220498577984,0.9097508193828615,0.6875943403994587,0.7683189943305238,0.1027286933325191,-0.24988220498578007
k40~q0.250~s31,k40q0.250,0.25,40,31,EWall,False,False,"H2,OOS,DD,CAGR",0.08620771881570999,0.7726638440755286,-0.2912658981586769,1.0097998306511136,0.5777178288069668,0.7028810780109271,0.08050730569550701,-0.2912658981586769
k40~q0.250~s31,k40q0.250,0.25,40,31,CAND10,False,False,"H2,OOS,DD,CAGR",0.09592918305893194,0.741331393377612,-0.29930487312585763,1.0513461910960173,0.47539753761382175,0.6558541188526845,0.08686858521253504,-0.29930487312585796
k40~q0.250~s31,k40q0.250,0.25,40,31,CAND20,False,False,"H2,OOS,DD,CAGR",0.0948387861852027,0.817540208530824,-0.29305281240317527,1.091188719329007,0.588928224237391,0.7248851726605071,0.085955207581631,-0.29305281240317527
k40~q0.250~s32,k40q0.250,0.25,40,32,EWall,False,False,"H2,DD",0.11270974174931458,0.9511112310877851,-0.27360064519896987,1.125176121429091,0.7990330910864393,0.9045631861490239,0.10807114657632688,-0.27360064519896987
k40~q0.250~s32,k40q0.250,0.25,40,32,CAND10,False,False,DD,0.13790983314062788,0.9724014657419876,-0.27431506275726714,1.1053547408852844,0.859356638214927,0.9329509457040682,0.13639245709339387,-0.27431506275726714
k40~q0.250~s32,k40q0.250,0.25,40,32,CAND20,False,False,"H2,DD",0.11951403310444175,0.969558525670624,-0.27583527528921603,1.1504418726101537,0.8105826726888338,0.92132411641034,0.11506685285030316,-0.2758352752892166
k40~q0.250~s33,k40q0.250,0.25,40,33,EWall,False,False,"H2,OOS,DD",0.09905463389909674,0.8070300197904792,-0.3001844139412366,0.9853202575829924,0.6706565808558281,0.7859173224772192,0.1001333012464154,-0.3001844139412365
k40~q0.250~s33,k40q0.250,0.25,40,33,CAND10,False,False,"H2,OOS,DD",0.11504571860019963,0.807540916928287,-0.3170560241345174,1.031193865078681,0.6307549540469459,0.8045835472909169,0.12137537846080426,-0.31705602413451794
k40~q0.250~s33,k40q0.250,0.25,40,33,CAND20,False,False,"H2,OOS,DD",0.10257553246953943,0.8034050207410198,-0.30598638331145855,0.949220830163404,0.6902299557062297,0.8086476598376133,0.10811542376617833,-0.30598638331146066
k40~q0.250~s34,k40q0.250,0.25,40,34,EWall,False,False,"H1,DD",0.11012442436328285,0.9348313197817774,-0.2081380338887514,0.8871401474343498,0.9801054074538267,1.0041834662969589,0.12087673998044868,-0.2081380338887513
k40~q0.250~s34,k40q0.250,0.25,40,34,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09795777881651757,0.7403335092842233,-0.22821048513244513,0.8257069439114356,0.6737226506990386,0.7761630033476257,0.10767728920730346,-0.2282104851324449
k40~q0.250~s34,k40q0.250,0.25,40,34,CAND20,False,False,"H1,DD",0.11341719830078834,0.9303169283050613,-0.21366844203448643,0.8608785918082541,0.9948543566636289,1.0057809386287129,0.12602673817206722,-0.21366844203448654
k40~q0.250~s35,k40q0.250,0.25,40,35,EWall,False,False,"H2,OOS,DD",0.10535828584150408,0.8812744124432259,-0.2717702087875016,1.0562022957537056,0.743523714577567,0.8313125274193438,0.10300029155942036,-0.271770208787502
k40~q0.250~s35,k40q0.250,0.25,40,35,CAND10,False,False,"H2,OOS,DD",0.11277247460734263,0.8146231528115437,-0.24779768687775283,0.9886733812804228,0.6727340726252967,0.7772185868685687,0.11197178712713263,-0.24779768687775394
k40~q0.250~s35,k40q0.250,0.25,40,35,CAND20,False,False,"H2,OOS,DD",0.11096340449661324,0.8921956141631326,-0.27467956035748986,1.0717934320325928,0.7486628928412952,0.8427369418043034,0.10885981262943445,-0.27467956035748997
k40~q0.250~s36,k40q0.250,0.25,40,36,EWall,False,False,"H2,OOS,DD",0.10994316252317193,0.8715433559849404,-0.32683082980479505,1.0534165410222216,0.7558616153267089,0.8654326645958659,0.11714112196318438,-0.3268308298047954
k40~q0.250~s36,k40q0.250,0.25,40,36,CAND10,False,False,"H2,OOS,DD",0.11460880388623762,0.8014236351261154,-0.32576141949408133,0.9192686700858068,0.7265888292495786,0.8510183410348939,0.1324127035903988,-0.3257614194940811
k40~q0.250~s36,k40q0.250,0.25,40,36,CAND20,False,False,"H2,DD",0.11306879382043711,0.8676807568467599,-0.32895616012951534,1.0593500953088033,0.7392190987508235,0.8849129784790373,0.12410425847371442,-0.3289561601295151
k40~q0.250~s37,k40q0.250,0.25,40,37,EWall,False,False,"H1,DD",0.10285688879603394,0.88004465999504,-0.21438481989582703,0.8574974216950615,0.9052643742536135,0.9640113280268754,0.11817986050006657,-0.21438481989582725
k40~q0.250~s37,k40q0.250,0.25,40,37,CAND10,False,False,"H1,DD",0.124367494283244,0.9001279424790248,-0.21705407277973943,0.793675336188111,0.9958118824520724,1.0067420466511818,0.14894188233220285,-0.2170540727797392
k40~q0.250~s37,k40q0.250,0.25,40,37,CAND20,False,False,"H1,DD",0.10759958768848477,0.8812166589645735,-0.22026848843706548,0.8648788622873604,0.9004396317115638,0.9527148391667489,0.12214564804778005,-0.22026848843706548
k40~q0.250~s38,k40q0.250,0.25,40,38,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.08816902118085568,0.7627329596221243,-0.2891468118883058,0.8639321025625972,0.67550820628193,0.7858381747611476,0.09290460673155021,-0.28914681188830604
k40~q0.250~s38,k40q0.250,0.25,40,38,CAND10,False,False,"H2,OOS,DD",0.10944012863103203,0.8118791213925568,-0.29790496686464996,0.9501859129566148,0.6956948856941823,0.8074266781328647,0.11329022937401034,-0.29790496686464996
k40~q0.250~s38,k40q0.250,0.25,40,38,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09424612402409838,0.7835077277188537,-0.29562443431378793,0.8865170517042543,0.6942765804453651,0.796263350011737,0.09801645818462124,-0.29562443431378804
k40~q0.250~s39,k40q0.250,0.25,40,39,EWall,False,False,"H2,OOS,DD",0.10438972620444376,0.8463321507231145,-0.2703907177779552,0.9440966691749554,0.7695704317101199,0.8443122231093395,0.10787727535184999,-0.2703907177779552
k40~q0.250~s39,k40q0.250,0.25,40,39,CAND10,False,False,"H1,H2,OOS,DD",0.09959030827632742,0.7115571380551834,-0.2855660392515885,0.8685833973205539,0.5907636786389538,0.6449819994295487,0.0935387892817976,-0.2855660392515885
