instr,ticket,bar,floor,floor_IS,ratio,is121
VOLSH,10000000.0,0.25,0.0,250000.0,40000000.0,False
VOLSH,20000000.0,0.02,,,1000000000.0,False
VOLSH,20000000.0,0.05,10000000.0,5000000.0,400000000.0,False
VOLSH,20000000.0,0.075,5000000.0,5000000.0,266666666.6666667,False
VOLSH,20000000.0,0.1,2000000.0,2000000.0,200000000.0,False
VOLSH,20000000.0,0.15,1000000.0,1000000.0,133333333.33333334,False
VOLSH,20000000.0,0.2,500000.0,500000.0,100000000.0,False
VOLSH,20000000.0,0.25,250000.0,250000.0,80000000.0,False
VOLSH,50000000.0,0.02,,,2500000000.0,False
VOLSH,50000000.0,0.05,,,1000000000.0,False
VOLSH,50000000.0,0.075,,20000000.0,666666666.6666667,False
VOLSH,50000000.0,0.1,10000000.0,10000000.0,500000000.0,False
VOLSH,50000000.0,0.15,5000000.0,5000000.0,333333333.3333334,False
VOLSH,50000000.0,0.2,5000000.0,5000000.0,250000000.0,False
VOLSH,50000000.0,0.25,2000000.0,2000000.0,200000000.0,False
VOLSH,100000000.0,0.02,,,5000000000.0,False
VOLSH,100000000.0,0.05,,,2000000000.0,False
VOLSH,100000000.0,0.075,,,1333333333.3333335,False
VOLSH,100000000.0,0.1,,,1000000000.0,False
VOLSH,100000000.0,0.15,,20000000.0,666666666.6666667,False
VOLSH,100000000.0,0.2,10000000.0,10000000.0,500000000.0,False
VOLSH,100000000.0,0.25,10000000.0,5000000.0,400000000.0,False
