panel,depth,draw,arm,n_names,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,bind,n_fail,keep4b_full,keep4b_oos,keep4b,keep4a,keep4b_t2,oos_Sharpe_t2,MaxDD_t2
U56,0.05,20,keepSPY,53,0.141623,1.260688,-0.15299,1.238771,1.282071,0.155676,1.377774,-0.15299,3.258094,0.281723,0.455671,0.502698,0.049314,0.035652,none,0,True,True,True,False,True,1.353495,-0.152387
U56,0.05,21,keepSPY,53,0.139873,1.235152,-0.166088,1.248647,1.223153,0.151116,1.325227,-0.166088,3.383823,0.2916,0.396753,0.450151,0.036215,0.033902,none,0,True,True,True,False,True,1.298793,-0.1633
U56,0.05,22,keepSPY,53,0.143174,1.259951,-0.159735,1.256589,1.263918,0.156451,1.364528,-0.159735,3.408775,0.299542,0.437519,0.489452,0.042568,0.037203,none,0,True,True,True,False,True,1.338911,-0.158853
U56,0.05,23,keepSPY,53,0.137141,1.221374,-0.15276,1.224023,1.219298,0.148643,1.319036,-0.15276,3.271279,0.266976,0.392899,0.44396,0.049544,0.031169,none,0,True,True,True,False,True,1.303971,-0.15303
U56,0.05,24,keepSPY,53,0.13935,1.235372,-0.164505,1.215506,1.254896,0.154017,1.352647,-0.164505,3.341042,0.258458,0.428496,0.477571,0.037799,0.033379,none,0,True,True,True,False,True,1.313902,-0.168917
U56,0.05,25,keepSPY,53,0.138084,1.216704,-0.165786,1.212065,1.222026,0.152089,1.323878,-0.165786,3.492744,0.255017,0.395626,0.448802,0.036518,0.032113,none,0,True,True,True,False,True,1.300822,-0.16402
U56,0.05,26,keepSPY,53,0.135025,1.214552,-0.153856,1.157149,1.269262,0.153858,1.360232,-0.153856,3.259256,0.200101,0.442862,0.485156,0.048447,0.029053,none,0,True,True,True,False,True,1.322669,-0.163085
U56,0.05,27,keepSPY,53,0.142336,1.256531,-0.163307,1.254438,1.259338,0.15541,1.359272,-0.163307,3.411172,0.297391,0.432938,0.484196,0.038996,0.036365,none,0,True,True,True,False,True,1.337797,-0.161161
U56,0.05,28,keepSPY,53,0.138945,1.228563,-0.161113,1.212763,1.244236,0.153614,1.345311,-0.161113,3.412654,0.255716,0.417836,0.470235,0.04119,0.032974,none,0,True,True,True,False,True,1.323934,-0.160415
U56,0.05,29,keepSPY,53,0.141498,1.261141,-0.157471,1.251163,1.271505,0.155497,1.370799,-0.157471,3.321977,0.294115,0.445106,0.495723,0.044833,0.035527,none,0,True,True,True,False,True,1.345005,-0.160941
U56,0.05,30,keepSPY,53,0.142277,1.256185,-0.163705,1.290398,1.224671,0.151391,1.329746,-0.163705,3.376935,0.333351,0.398271,0.45467,0.038599,0.036306,none,0,True,True,True,False,True,1.30613,-0.16283
U56,0.05,31,keepSPY,53,0.14017,1.231241,-0.161905,1.232108,1.231192,0.153799,1.338377,-0.161905,3.544895,0.275061,0.404792,0.463301,0.040399,0.034199,none,0,True,True,True,False,True,1.324062,-0.161843
U56,0.05,32,keepSPY,53,0.135714,1.21609,-0.168296,1.187071,1.24422,0.150964,1.340787,-0.168296,3.225819,0.230024,0.41782,0.465711,0.034007,0.029743,none,0,True,True,True,False,True,1.302964,-0.173324
U56,0.05,33,keepSPY,53,0.142544,1.265114,-0.158182,1.259875,1.27097,0.155715,1.368633,-0.158182,3.346467,0.302827,0.44457,0.493557,0.044121,0.036572,none,0,True,True,True,False,True,1.346313,-0.156899
U56,0.05,34,keepSPY,53,0.139368,1.234679,-0.159008,1.241146,1.229724,0.151951,1.330333,-0.159008,3.41309,0.284098,0.403324,0.455257,0.043295,0.033396,none,0,True,True,True,False,True,1.317396,-0.157952
U56,0.05,35,keepSPY,53,0.141376,1.254388,-0.160395,1.275429,1.235344,0.151951,1.338455,-0.160395,3.345661,0.318381,0.408945,0.463379,0.041908,0.035405,none,0,True,True,True,False,True,1.323138,-0.161457
U56,0.05,36,keepSPY,53,0.140814,1.253861,-0.157126,1.256194,1.252591,0.153113,1.350936,-0.157126,3.316765,0.299146,0.426192,0.47586,0.045178,0.034842,none,0,True,True,True,False,True,1.322834,-0.161196
U56,0.05,37,keepSPY,53,0.142212,1.250124,-0.160933,1.244523,1.256145,0.155989,1.359425,-0.160933,3.449079,0.287476,0.429745,0.484349,0.041371,0.036241,none,0,True,True,True,False,True,1.338315,-0.158234
U56,0.05,38,keepSPY,53,0.142568,1.269732,-0.158212,1.26575,1.274025,0.154381,1.369953,-0.158212,3.253886,0.308702,0.447626,0.494877,0.044091,0.036597,none,0,True,True,True,False,True,1.337409,-0.164822
U56,0.05,39,keepSPY,53,0.145509,1.285736,-0.162981,1.300311,1.272253,0.156136,1.378062,-0.162981,3.286564,0.343263,0.445853,0.502986,0.039323,0.039537,none,0,True,True,True,False,True,1.349956,-0.163282
U56,0.05,40,keepSPY,53,0.13426,1.202614,-0.162974,1.187134,1.217797,0.146466,1.308732,-0.162974,3.21439,0.230087,0.391397,0.433655,0.03933,0.028288,none,0,True,True,True,False,True,1.289151,-0.165011
U56,0.05,41,keepSPY,53,0.136326,1.203055,-0.169192,1.208087,1.19912,0.14859,1.29989,-0.169192,3.442162,0.25104,0.37272,0.424814,0.033112,0.030355,none,0,True,True,True,False,True,1.284497,-0.166859
U56,0.05,42,keepSPY,53,0.137486,1.237463,-0.155822,1.283535,1.194577,0.145078,1.303898,-0.155822,3.115989,0.326487,0.368177,0.428822,0.046482,0.031515,none,0,True,True,True,False,True,1.27159,-0.165929
U56,0.05,43,keepSPY,53,0.139503,1.245316,-0.166678,1.241871,1.249227,0.151768,1.346864,-0.166678,3.24704,0.284824,0.422827,0.471788,0.035626,0.033531,none,0,True,True,True,False,True,1.323416,-0.169051
U56,0.05,44,keepSPY,53,0.142224,1.24961,-0.162108,1.251579,1.248549,0.155936,1.357691,-0.162108,3.493344,0.294532,0.422149,0.482615,0.040196,0.036253,none,0,True,True,True,False,True,1.322863,-0.163215
U56,0.05,45,keepSPY,53,0.137435,1.231876,-0.157939,1.252205,1.213099,0.147148,1.315075,-0.157939,3.203539,0.295157,0.386699,0.439999,0.044364,0.031464,none,0,True,True,True,False,True,1.286449,-0.160789
U56,0.05,46,keepSPY,53,0.136968,1.229284,-0.158855,1.245317,1.214377,0.147154,1.318597,-0.158855,3.170768,0.288269,0.387977,0.443521,0.043449,0.030997,none,0,True,True,True,False,True,1.307244,-0.160136
U56,0.05,47,keepSPY,53,0.143275,1.271131,-0.158057,1.264024,1.278457,0.156297,1.379008,-0.158057,3.311749,0.306976,0.452058,0.503932,0.044247,0.037303,none,0,True,True,True,False,True,1.347897,-0.165843
U56,0.05,48,keepSPY,53,0.141823,1.252585,-0.163965,1.249765,1.255968,0.154174,1.351754,-0.163965,3.374103,0.292718,0.429568,0.476678,0.038339,0.035852,none,0,True,True,True,False,True,1.328501,-0.161706
U56,0.05,49,keepSPY,53,0.147803,1.295908,-0.165683,1.309568,1.283442,0.159034,1.389311,-0.165683,3.398632,0.35252,0.457042,0.514235,0.036621,0.041832,none,0,True,True,True,False,True,1.367189,-0.165898
U56,0.05,50,keepSPY,53,0.145078,1.278662,-0.164788,1.294462,1.264214,0.156243,1.371035,-0.164788,3.368324,0.337415,0.437814,0.495959,0.037516,0.039106,none,0,True,True,True,False,True,1.350769,-0.167671
U56,0.05,51,keepSPY,53,0.142457,1.270876,-0.153944,1.25331,1.288318,0.156234,1.38009,-0.153944,3.254447,0.296262,0.461919,0.505014,0.048359,0.036486,none,0,True,True,True,False,True,1.340532,-0.164381
U56,0.05,52,keepSPY,53,0.13959,1.23938,-0.16083,1.247115,1.23304,0.151491,1.332597,-0.16083,3.35653,0.290067,0.40664,0.457521,0.041474,0.033619,none,0,True,True,True,False,True,1.314676,-0.158201
U56,0.05,53,keepSPY,53,0.138772,1.241992,-0.155923,1.233019,1.251292,0.15227,1.350409,-0.155923,3.251602,0.275972,0.424893,0.475333,0.046381,0.032801,none,0,True,True,True,False,True,1.328936,-0.159237
U56,0.05,54,keepSPY,53,0.141155,1.248079,-0.1586,1.237839,1.258433,0.154983,1.360247,-0.1586,3.400833,0.280791,0.432034,0.485171,0.043703,0.035183,none,0,True,True,True,False,True,1.336822,-0.156902
U56,0.05,55,keepSPY,53,0.141335,1.256048,-0.163258,1.249269,1.263054,0.154168,1.363047,-0.163258,3.282878,0.292222,0.436654,0.487971,0.039046,0.035364,none,0,True,True,True,False,True,1.330373,-0.168483
U56,0.05,56,keepSPY,53,0.143658,1.265513,-0.159377,1.278003,1.254605,0.155406,1.357182,-0.159377,3.410908,0.320956,0.428206,0.482106,0.042927,0.037686,none,0,True,True,True,False,True,1.33549,-0.159445
U56,0.05,57,keepSPY,53,0.139802,1.249861,-0.167739,1.252805,1.247526,0.150954,1.34651,-0.167739,3.211025,0.295758,0.421126,0.471434,0.034565,0.033831,none,0,True,True,True,False,True,1.323279,-0.169991
U56,0.05,58,keepSPY,53,0.14298,1.25785,-0.162134,1.264725,1.252083,0.154917,1.352827,-0.162134,3.448966,0.307678,0.425683,0.47775,0.040169,0.037008,none,0,True,True,True,False,True,1.325362,-0.165422
U56,0.05,59,keepSPY,53,0.139712,1.229185,-0.157332,1.201192,1.256346,0.155272,1.352969,-0.157332,3.474915,0.244144,0.429946,0.477893,0.044972,0.03374,none,0,True,True,True,False,True,1.326784,-0.158019
U56,0.05,60,keepSPY,53,0.132839,1.210513,-0.161033,1.257601,1.166414,0.140375,1.278545,-0.161033,3.01585,0.300554,0.340014,0.403469,0.04127,0.026868,none,0,True,True,True,False,True,1.25031,-0.160158
U56,0.05,61,keepSPY,53,0.141293,1.236858,-0.160323,1.23424,1.240246,0.155665,1.346675,-0.160323,3.562592,0.277192,0.413847,0.471599,0.041981,0.035322,none,0,True,True,True,False,True,1.316446,-0.160528
U56,0.05,62,keepSPY,53,0.13551,1.217526,-0.1603,1.239251,1.197256,0.145096,1.301911,-0.1603,3.164175,0.282204,0.370856,0.426835,0.042003,0.029538,none,0,True,True,True,False,True,1.275015,-0.16745
U56,0.05,63,keepSPY,53,0.134381,1.205422,-0.168267,1.190867,1.21986,0.146836,1.309411,-0.168267,3.21772,0.23382,0.39346,0.434335,0.034037,0.02841,none,0,True,True,True,False,True,1.288465,-0.170866
U56,0.05,64,keepSPY,53,0.14148,1.258039,-0.158031,1.268893,1.248564,0.152855,1.349501,-0.158031,3.30991,0.311846,0.422164,0.474425,0.044273,0.035508,none,0,True,True,True,False,True,1.331354,-0.159679
U56,0.05,65,keepSPY,53,0.142071,1.250577,-0.162872,1.248932,1.252953,0.155654,1.356903,-0.162872,3.464458,0.291884,0.426553,0.481827,0.039432,0.0361,none,0,True,True,True,False,True,1.336657,-0.160978
U56,0.05,66,keepSPY,53,0.143845,1.266557,-0.157181,1.273723,1.260557,0.156071,1.363656,-0.157181,3.393882,0.316675,0.434157,0.48858,0.045122,0.037874,none,0,True,True,True,False,True,1.337069,-0.156907
U56,0.05,67,keepSPY,53,0.136384,1.226123,-0.161852,1.218685,1.233946,0.149506,1.332908,-0.161852,3.232186,0.261637,0.407546,0.457832,0.040451,0.030413,none,0,True,True,True,False,True,1.298049,-0.170551
U56,0.05,68,keepSPY,53,0.139454,1.224286,-0.159098,1.197617,1.250224,0.155335,1.347618,-0.159098,3.522058,0.240569,0.423825,0.472541,0.043205,0.033482,none,0,True,True,True,False,True,1.314851,-0.160697
U56,0.05,69,keepSPY,53,0.141996,1.265893,-0.156235,1.255278,1.276536,0.154651,1.371806,-0.156235,3.249226,0.298231,0.450136,0.49673,0.046068,0.036025,none,0,True,True,True,False,True,1.3357,-0.162525
U56,0.05,70,keepSPY,53,0.1406,1.247099,-0.158714,1.240335,1.254066,0.153594,1.355446,-0.158714,3.352879,0.283288,0.427667,0.48037,0.04359,0.034628,none,0,True,True,True,False,True,1.324284,-0.16353
U56,0.05,71,keepSPY,53,0.142826,1.266333,-0.160741,1.264973,1.268461,0.155466,1.366641,-0.160741,3.320757,0.307925,0.442061,0.491565,0.041563,0.036854,none,0,True,True,True,False,True,1.348145,-0.157577
U56,0.05,72,keepSPY,53,0.135722,1.220222,-0.161946,1.199964,1.240086,0.149514,1.333569,-0.161946,3.209978,0.242916,0.413687,0.458493,0.040357,0.029751,none,0,True,True,True,False,True,1.307916,-0.16826
U56,0.05,73,keepSPY,53,0.143611,1.260159,-0.162893,1.292636,1.230699,0.153693,1.336793,-0.162893,3.451583,0.335588,0.404299,0.461717,0.039411,0.03764,none,0,True,True,True,False,True,1.318705,-0.16125
U56,0.05,74,keepSPY,53,0.143409,1.268128,-0.159522,1.28941,1.248884,0.15411,1.353559,-0.159522,3.323748,0.332362,0.422484,0.478483,0.042782,0.037438,none,0,True,True,True,False,True,1.330304,-0.159224
U56,0.05,75,keepSPY,53,0.142146,1.264447,-0.155464,1.246906,1.281855,0.156662,1.378993,-0.155464,3.322928,0.289859,0.455456,0.503917,0.04684,0.036174,none,0,True,True,True,False,True,1.348604,-0.162153
U56,0.05,76,keepSPY,53,0.136937,1.215032,-0.167504,1.218474,1.212409,0.148972,1.314713,-0.167504,3.367914,0.261427,0.386009,0.439636,0.034799,0.030966,none,0,True,True,True,False,True,1.278235,-0.175419
U56,0.05,77,keepSPY,53,0.140274,1.247252,-0.158735,1.224448,1.269543,0.155286,1.367614,-0.158735,3.312989,0.267401,0.443143,0.492538,0.043569,0.034302,none,0,True,True,True,False,True,1.328658,-0.166121
U56,0.05,78,keepSPY,53,0.146984,1.281803,-0.1708,1.304571,1.260969,0.158344,1.371679,-0.1708,3.505552,0.347524,0.43457,0.496603,0.031503,0.041012,none,0,True,True,True,False,True,1.354752,-0.168654
U56,0.05,79,keepSPY,53,0.142837,1.255601,-0.162693,1.271273,1.241979,0.154733,1.345314,-0.162693,3.485318,0.314225,0.415579,0.470238,0.039611,0.036865,none,0,True,True,True,False,True,1.314753,-0.162701
U56,0.05,80,keepSPY,53,0.132462,1.203297,-0.161598,1.194981,1.212023,0.146505,1.319258,-0.161598,3.06967,0.237934,0.385623,0.444182,0.040705,0.02649,none,0,True,True,True,False,True,1.305684,-0.160328
U56,0.05,81,keepSPY,53,0.140618,1.258301,-0.163426,1.25482,1.262421,0.15355,1.363181,-0.163426,3.225169,0.297772,0.436021,0.488105,0.038877,0.034647,none,0,True,True,True,False,True,1.339122,-0.165342
U56,0.05,82,keepSPY,53,0.136173,1.221128,-0.159756,1.173977,1.266318,0.153821,1.360353,-0.159756,3.231408,0.216929,0.439918,0.485276,0.042547,0.030202,none,0,True,True,True,False,True,1.338648,-0.158716
U56,0.05,83,keepSPY,53,0.139783,1.244059,-0.158693,1.238056,1.250464,0.153091,1.351483,-0.158693,3.308458,0.281008,0.424064,0.476407,0.043611,0.033811,none,0,True,True,True,False,True,1.326967,-0.161641
U56,0.05,84,keepSPY,53,0.137654,1.21887,-0.165568,1.210656,1.227307,0.150987,1.327446,-0.165568,3.400542,0.253609,0.400907,0.45237,0.036735,0.031682,none,0,True,True,True,False,True,1.301957,-0.174054
U56,0.05,85,keepSPY,53,0.135005,1.217163,-0.169561,1.208802,1.225795,0.148096,1.324951,-0.169561,3.129345,0.251755,0.399396,0.449875,0.032743,0.029034,none,0,True,True,True,False,True,1.30495,-0.169228
U56,0.05,86,keepSPY,53,0.134604,1.211798,-0.168685,1.205724,1.218461,0.14788,1.31744,-0.168685,3.158657,0.248676,0.392061,0.442364,0.033618,0.028633,none,0,True,True,True,False,True,1.300636,-0.168446
U56,0.05,87,keepSPY,53,0.139335,1.251065,-0.160905,1.252351,1.250461,0.150999,1.348989,-0.160905,3.185002,0.295304,0.424061,0.473913,0.041399,0.033363,none,0,True,True,True,False,True,1.325716,-0.161584
U56,0.05,88,keepSPY,53,0.137177,1.232546,-0.163582,1.219443,1.245652,0.149859,1.338503,-0.163582,3.167541,0.262395,0.419252,0.463427,0.038722,0.031206,none,0,True,True,True,False,True,1.314359,-0.16693
U56,0.05,89,keepSPY,53,0.13595,1.209465,-0.169876,1.201472,1.217742,0.149786,1.321064,-0.169876,3.30666,0.244425,0.391342,0.445988,0.032428,0.029978,none,0,True,True,True,False,True,1.299784,-0.173745
U56,0.05,90,keepSPY,53,0.140475,1.23275,-0.160348,1.219035,1.246462,0.155468,1.350564,-0.160348,3.514678,0.261988,0.420062,0.475488,0.041955,0.034503,none,0,True,True,True,False,True,1.325778,-0.160841
U56,0.05,91,keepSPY,53,0.143234,1.269947,-0.164317,1.305243,1.237452,0.152452,1.344376,-0.164317,3.274385,0.348196,0.411052,0.4693,0.037986,0.037263,none,0,True,True,True,False,True,1.326136,-0.160959
U56,0.05,92,keepSPY,53,0.141592,1.263516,-0.156752,1.256598,1.270619,0.154066,1.369104,-0.156752,3.23387,0.299551,0.444219,0.494028,0.045552,0.035621,none,0,True,True,True,False,True,1.335997,-0.165848
U56,0.05,93,keepSPY,53,0.138329,1.214711,-0.159373,1.219134,1.211262,0.151006,1.314256,-0.159373,3.517874,0.262086,0.384862,0.43918,0.042931,0.032358,none,0,True,True,True,False,True,1.280551,-0.160423
U56,0.05,94,keepSPY,53,0.143761,1.274084,-0.167915,1.287118,1.262778,0.15569,1.367445,-0.167915,3.330459,0.330071,0.436378,0.492369,0.034389,0.03779,none,0,True,True,True,False,True,1.34369,-0.168722
U56,0.05,95,keepSPY,53,0.138206,1.237186,-0.163018,1.221055,1.253093,0.151717,1.349598,-0.163018,3.221562,0.264008,0.426693,0.474522,0.039286,0.032234,none,0,True,True,True,False,True,1.322588,-0.16447
U56,0.05,96,keepSPY,53,0.140373,1.249994,-0.158524,1.245754,1.254899,0.152969,1.349527,-0.158524,3.315405,0.288707,0.428499,0.474451,0.043779,0.034402,none,0,True,True,True,False,True,1.33554,-0.158091
U56,0.05,97,keepSPY,53,0.143548,1.273904,-0.161954,1.30234,1.24783,0.153213,1.352761,-0.161954,3.265066,0.345292,0.42143,0.477685,0.04035,0.037576,none,0,True,True,True,False,True,1.330378,-0.161898
U56,0.05,98,keepSPY,53,0.137168,1.233087,-0.161935,1.253325,1.214944,0.148247,1.323266,-0.161935,3.204517,0.296277,0.388544,0.44819,0.040369,0.031197,none,0,True,True,True,False,True,1.298168,-0.165489
U56,0.05,99,keepSPY,53,0.144322,1.272749,-0.165441,1.327922,1.222058,0.151573,1.327417,-0.165441,3.349436,0.370875,0.395658,0.452341,0.036862,0.038351,none,0,True,True,True,False,True,1.303458,-0.167562
U56,0.1,0,keepSPY,50,0.137252,1.21845,-0.161364,1.236848,1.202079,0.148558,1.306666,-0.161364,3.388255,0.279801,0.375679,0.43159,0.040939,0.031281,none,0,True,True,True,False,True,1.270872,-0.161875
U56,0.1,1,keepSPY,50,0.140134,1.249095,-0.152251,1.266461,1.233148,0.150906,1.338731,-0.152251,3.263273,0.309414,0.406748,0.463655,0.050052,0.034162,none,0,True,True,True,False,True,1.31173,-0.156897
U56,0.1,2,keepSPY,50,0.136748,1.220462,-0.168162,1.24359,1.199552,0.148814,1.317651,-0.168162,3.306954,0.286543,0.373152,0.442575,0.034142,0.030777,none,0,True,True,True,False,True,1.294782,-0.167633
U56,0.1,3,keepSPY,50,0.143743,1.276888,-0.162253,1.276947,1.27749,0.156067,1.377824,-0.162253,3.284001,0.319899,0.451091,0.502748,0.040051,0.037771,none,0,True,True,True,False,True,1.356801,-0.164626
U56,0.1,4,keepSPY,50,0.140252,1.242426,-0.15868,1.222037,1.26245,0.155151,1.360129,-0.15868,3.359807,0.264989,0.43605,0.485053,0.043623,0.03428,none,0,True,True,True,False,True,1.331568,-0.163215
U56,0.1,5,keepSPY,50,0.144392,1.274148,-0.154818,1.27896,1.270181,0.156167,1.370599,-0.154818,3.364124,0.321912,0.443781,0.495523,0.047486,0.038421,none,0,True,True,True,False,True,1.342702,-0.161933
U56,0.1,6,keepSPY,50,0.138113,1.225763,-0.158851,1.202397,1.248514,0.152272,1.341119,-0.158851,3.360177,0.24535,0.422114,0.466043,0.043453,0.032141,none,0,True,True,True,False,True,1.31754,-0.157187
U56,0.1,7,keepSPY,50,0.134183,1.192388,-0.167147,1.167638,1.216426,0.148196,1.309207,-0.167147,3.33458,0.210591,0.390026,0.434131,0.035156,0.028211,none,0,True,True,True,False,True,1.290912,-0.165638
U56,0.1,8,keepSPY,50,0.138605,1.224532,-0.155267,1.273477,1.17885,0.146328,1.287009,-0.155267,3.364261,0.31643,0.35245,0.411933,0.047037,0.032633,none,0,True,True,True,False,True,1.262404,-0.154183
U56,0.1,9,keepSPY,50,0.143143,1.268175,-0.161679,1.272049,1.265262,0.155235,1.364891,-0.161679,3.34541,0.315001,0.438862,0.489815,0.040624,0.037171,none,0,True,True,True,False,True,1.334062,-0.159697
U56,0.1,10,keepSPY,50,0.139617,1.241813,-0.16998,1.243388,1.241105,0.152294,1.343203,-0.16998,3.335847,0.286341,0.414706,0.468127,0.032324,0.033646,none,0,True,True,True,False,True,1.322259,-0.170231
U56,0.1,11,keepSPY,50,0.132498,1.197262,-0.174316,1.212723,1.183182,0.141403,1.275104,-0.174316,3.146112,0.255675,0.356782,0.400028,0.027988,0.026527,none,0,True,True,True,False,True,1.267892,-0.172476
U56,0.1,12,keepSPY,50,0.137955,1.237786,-0.15922,1.252649,1.223686,0.147056,1.325456,-0.15922,3.059599,0.295601,0.397286,0.45038,0.043084,0.031983,none,0,True,True,True,False,True,1.308128,-0.159908
U56,0.1,13,keepSPY,50,0.135076,1.191249,-0.153849,1.129359,1.250325,0.155332,1.349775,-0.153849,3.510284,0.172312,0.423925,0.474699,0.048454,0.029104,none,0,True,True,True,False,True,1.321092,-0.160493
U56,0.1,14,keepSPY,50,0.14168,1.254901,-0.15816,1.283423,1.229252,0.152404,1.3379,-0.15816,3.402014,0.326376,0.402852,0.462824,0.044143,0.035709,none,0,True,True,True,False,True,1.314214,-0.160389
U56,0.1,15,keepSPY,50,0.14569,1.253756,-0.166483,1.264567,1.244133,0.158777,1.355755,-0.166483,3.71999,0.30752,0.417733,0.480679,0.03582,0.039718,none,0,True,True,True,False,True,1.325275,-0.167706
U56,0.1,16,keepSPY,50,0.135666,1.219917,-0.157869,1.197186,1.242236,0.150614,1.337298,-0.157869,3.1929,0.240139,0.415836,0.462222,0.044434,0.029694,none,0,True,True,True,False,True,1.310588,-0.161829
U56,0.1,17,keepSPY,50,0.138147,1.227397,-0.161669,1.211164,1.243362,0.151039,1.335187,-0.161669,3.34176,0.254117,0.416962,0.460111,0.040635,0.032175,none,0,True,True,True,False,True,1.314646,-0.159995
