panel,gate,step,from_dial,to_dial,max_abs_dW,sum_abs_dW,days_identical,max_abs_dr,identical,E_max,predicted_noop
B136,NONE,ABS n0=30 -> ABS n0=40,ABS n0=30,ABS n0=40,0.01875,1663.2187500000005,0.0,0.010601015777374611,False,135.0,False
B136,NONE,ABS n0=40 -> ABS n0=60,ABS n0=40,ABS n0=60,0.0125,2217.73125,0.0,0.01008675914595046,False,135.0,False
B136,NONE,ABS n0=60 -> ABS n0=80,ABS n0=60,ABS n0=80,0.009375,1663.7781250000005,0.0,0.008616766800715268,False,135.0,False
B136,NONE,ABS n0=80 -> ABS n0=100,ABS n0=80,ABS n0=100,0.0075,1331.6306250000002,0.0,0.006606838471679487,False,135.0,False
B136,NONE,ABS n0=100 -> ABS n0=E_t,ABS n0=100,ABS n0=E_t,0.006097560975609756,1560.5153927395047,0.0,0.010571641291696122,False,135.0,False
B136,MA,ABS n0=5 -> ABS n0=10,ABS n0=5,ABS n0=10,0.125,3310.6285714285714,0.0,0.0398667398124309,False,128.0,False
B136,MA,ABS n0=10 -> ABS n0=20,ABS n0=10,ABS n0=20,0.06818181818181818,3286.393841059611,0.004956071187204325,0.027090481414242862,False,128.0,False
B136,MA,ABS n0=20 -> ABS n0=30,ABS n0=20,ABS n0=30,0.03571428571428571,2159.9205875022026,0.01869790493354359,0.01622857963044401,False,128.0,False
B136,MA,ABS n0=30 -> ABS n0=40,ABS n0=30,ABS n0=40,0.024193548387096774,1583.9278857056759,0.03739580986708718,0.010601015777374611,False,128.0,False
B136,MA,ABS n0=40 -> ABS n0=60,ABS n0=40,ABS n0=60,0.018292682926829267,2017.7455927926917,0.0653300292858752,0.007981462873472069,False,128.0,False
B136,MA,ABS n0=60 -> ABS n0=80,ABS n0=60,ABS n0=80,0.012295081967213115,1394.1621558150187,0.12863257490425772,0.008616766800715268,False,128.0,False
B136,MA,ABS n0=80 -> ABS n0=100,ABS n0=80,ABS n0=100,0.009259259259259259,907.2206051926846,0.22234737553503042,0.006466759139561441,False,128.0,False
B136,MA,ABS n0=100 -> ABS n0=E_t,ABS n0=100,ABS n0=E_t,0.007425742574257425,338.9478749052,0.4996620860554179,0.0022905912085489782,False,128.0,False
B136,MA+VOL,ABS n0=5 -> ABS n0=10,ABS n0=5,ABS n0=10,0.125,3295.952976190476,0.0031538634827663887,0.0398667398124309,False,128.0,False
B136,MA+VOL,ABS n0=10 -> ABS n0=20,ABS n0=10,ABS n0=20,0.06818181818181818,3263.2120572796657,0.01103852218968236,0.022982874721019304,False,128.0,False
B136,MA+VOL,ABS n0=20 -> ABS n0=30,ABS n0=20,ABS n0=30,0.03571428571428571,2147.1008266908,0.0241045280468574,0.016093980813555536,False,128.0,False
B136,MA+VOL,ABS n0=30 -> ABS n0=40,ABS n0=30,ABS n0=40,0.024193548387096774,1570.6965285401,0.043027708943455735,0.011084760390465905,False,128.0,False
B136,MA+VOL,ABS n0=40 -> ABS n0=60,ABS n0=40,ABS n0=60,0.018292682926829267,1995.1833168887376,0.07501689569722911,0.008067799852483414,False,128.0,False
B136,MA+VOL,ABS n0=60 -> ABS n0=80,ABS n0=60,ABS n0=80,0.012295081967213115,1378.3538147618249,0.13516557783284525,0.009209136098333045,False,128.0,False
B136,MA+VOL,ABS n0=80 -> ABS n0=100,ABS n0=80,ABS n0=100,0.009259259259259259,875.8311138699687,0.24082000450551927,0.00529602294004915,False,128.0,False
B136,MA+VOL,ABS n0=100 -> ABS n0=E_t,ABS n0=100,ABS n0=E_t,0.007425742574257425,304.4017141648006,0.5275963054742059,0.002165503711264123,False,128.0,False
SMALL439,NONE,ABS n0=5 -> ABS n0=10,ABS n0=5,ABS n0=10,0.075,2950.2749999999996,0.0,0.07174725501461332,False,439.0,False
SMALL439,NONE,ABS n0=10 -> ABS n0=20,ABS n0=10,ABS n0=20,0.0375,2950.5,0.0,0.036806487321548634,False,439.0,False
SMALL439,NONE,ABS n0=20 -> ABS n0=30,ABS n0=20,ABS n0=30,0.025,1966.9,0.0,0.01840112718008117,False,439.0,False
SMALL439,NONE,ABS n0=30 -> ABS n0=40,ABS n0=30,ABS n0=40,0.01875,1475.2625000000003,0.0,0.0127969462794678,False,439.0,False
SMALL439,NONE,ABS n0=40 -> ABS n0=60,ABS n0=40,ABS n0=60,0.0125,1966.9499999999998,0.0,0.012985421356621812,False,439.0,False
SMALL439,NONE,ABS n0=60 -> ABS n0=80,ABS n0=60,ABS n0=80,0.009375,1475.1968750000005,0.0,0.011405426863845713,False,439.0,False
SMALL439,NONE,ABS n0=80 -> ABS n0=100,ABS n0=80,ABS n0=100,0.0075,1180.2131250000002,0.0,0.013327894834591986,False,439.0,False
SMALL439,NONE,ABS n0=100 -> ABS n0=E_t,ABS n0=100,ABS n0=E_t,0.005791571753986332,4059.6703785921973,0.0,0.028126157203010684,False,439.0,False
SMALL439,MA,ABS n0=5 -> ABS n0=10,ABS n0=5,ABS n0=10,0.075,2950.2749999999996,0.0,0.07174725501461332,False,345.0,False
SMALL439,MA,ABS n0=10 -> ABS n0=20,ABS n0=10,ABS n0=20,0.0625,2949.710526315789,0.0,0.036806487321548634,False,345.0,False
SMALL439,MA,ABS n0=20 -> ABS n0=30,ABS n0=20,ABS n0=30,0.03260869565217391,1963.716656552676,0.0012709710218607015,0.01840112718008117,False,345.0,False
SMALL439,MA,ABS n0=30 -> ABS n0=40,ABS n0=30,ABS n0=40,0.022727272727272728,1469.4468633128336,0.0033045246568378242,0.0127969462794678,False,345.0,False
SMALL439,MA,ABS n0=40 -> ABS n0=60,ABS n0=40,ABS n0=60,0.018292682926829267,1940.5199033050717,0.006100660904931368,0.012985421356621812,False,345.0,False
SMALL439,MA,ABS n0=60 -> ABS n0=80,ABS n0=60,ABS n0=80,0.012295081967213115,1407.86062427764,0.029486527707168277,0.007180890339376055,False,345.0,False
SMALL439,MA,ABS n0=80 -> ABS n0=100,ABS n0=80,ABS n0=100,0.009259259259259259,1079.1548955476487,0.06481952211489578,0.013327894834591986,False,345.0,False
SMALL439,MA,ABS n0=100 -> ABS n0=E_t,ABS n0=100,ABS n0=E_t,0.007425742574257425,2173.2307806045073,0.11769191662430097,0.020987185774775582,False,345.0,False
SMALL439,MA+VOL,ABS n0=5 -> ABS n0=10,ABS n0=5,ABS n0=10,0.125,2932.48125,0.005592272496187087,0.08667309721481689,False,281.0,False
SMALL439,MA+VOL,ABS n0=10 -> ABS n0=20,ABS n0=10,ABS n0=20,0.0625,2928.5678663570693,0.0068632435180477885,0.029015716932932346,False,281.0,False
SMALL439,MA+VOL,ABS n0=20 -> ABS n0=30,ABS n0=20,ABS n0=30,0.03571428571428571,1943.0184706864015,0.009405185561769192,0.016066552520374096,False,281.0,False
SMALL439,MA+VOL,ABS n0=30 -> ABS n0=40,ABS n0=30,ABS n0=40,0.024193548387096774,1440.9769643691275,0.018301982714794104,0.012313981879873759,False,281.0,False
SMALL439,MA+VOL,ABS n0=40 -> ABS n0=60,ABS n0=40,ABS n0=60,0.018292682926829267,1865.543287573231,0.03355363497712252,0.010428372522384162,False,281.0,False
SMALL439,MA+VOL,ABS n0=60 -> ABS n0=80,ABS n0=60,ABS n0=80,0.012295081967213115,1333.822383420061,0.07346212506354854,0.008334104274650764,False,281.0,False
SMALL439,MA+VOL,ABS n0=80 -> ABS n0=100,ABS n0=80,ABS n0=100,0.009259259259259259,990.678003412072,0.12913065582104727,0.00559544319891063,False,281.0,False
SMALL439,MA+VOL,ABS n0=100 -> ABS n0=E_t,ABS n0=100,ABS n0=E_t,0.007425742574257425,1623.8593371134966,0.20005083884087443,0.008590826344233332,False,281.0,False
