ticket,bar,R,instr,coarse,refined,overshoot
100000000.0,0.2,500000000.0,DV,10000000.0,6804397.481819788,3195602.518180212
100000000.0,0.2,500000000.0,VOLSH,10000000.0,8441852.10326484,1558147.8967351597
100000000.0,0.25,400000000.0,DV,5000000.0,5484557.716035938,-484557.7160359379
100000000.0,0.25,400000000.0,VOLSH,10000000.0,5484557.716035938,4515442.283964062
100000000.0,0.3333333333333333,300000000.0,DV,5000000.0,3563243.3466698537,1436756.6533301463
100000000.0,0.3333333333333333,300000000.0,VOLSH,5000000.0,3563243.3466698537,1436756.6533301463
250000000.0,0.02,12500000000.0,DV,,,
250000000.0,0.02,12500000000.0,VOLSH,,,
250000000.0,0.05,5000000000.0,DV,,,
250000000.0,0.05,5000000000.0,VOLSH,,,
250000000.0,0.075,3333333333.3333335,DV,,,
250000000.0,0.075,3333333333.3333335,VOLSH,,,
250000000.0,0.1,2500000000.0,DV,,,
250000000.0,0.1,2500000000.0,VOLSH,,,
250000000.0,0.15,1666666666.6666667,DV,,,
250000000.0,0.15,1666666666.6666667,VOLSH,,,
250000000.0,0.2,1250000000.0,DV,,,
250000000.0,0.2,1250000000.0,VOLSH,,,
250000000.0,0.25,1000000000.0,DV,20000000.0,16120627.08179457,3879372.9182054307
250000000.0,0.25,1000000000.0,VOLSH,,,
250000000.0,0.3333333333333333,750000000.0,DV,10000000.0,10473354.49226839,-473354.4922683891
250000000.0,0.3333333333333333,750000000.0,VOLSH,,,
