panel,book,gross,q,H,cost_bps,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dturn
B136,CAND,0.75,0.2,252,25.0,-0.04184665592787695,-0.14132130040071111,0.009204223320861016,-0.15918308935519598,-0.6400313012074195
B136,CAND,0.75,0.2,252,50.0,-0.03963946691125586,-0.16238575317195214,0.006389135833892112,-0.1808025971456112,-0.6400313012074195
B136,CAND,0.75,0.25,63,0.0,-0.010570086379666943,-0.038059012365876166,0.013984680547405648,-0.032767904213760524,-0.03847867763833701
B136,CAND,0.75,0.25,63,10.0,-0.01047555320920912,-0.04001467704892758,0.009661741675108582,-0.03536968204421842,-0.03847867763833701
B136,CAND,0.75,0.25,63,25.0,-0.010334933405295565,-0.04294568982882008,0.003247179189107996,-0.039275346821563306,-0.03847867763833701
B136,CAND,0.75,0.25,63,50.0,-0.010103683664332896,-0.04781211086855042,-0.0009674407923105921,-0.045777039877937575,-0.03847867763833701
B136,CAND,0.75,0.25,126,0.0,-0.010917504133003408,-0.03748856580759785,0.012423002001946903,-0.03353282350036202,-0.04246258433458028
B136,CAND,0.75,0.25,126,10.0,-0.010816890936740986,-0.03957981775774844,0.008139013004376694,-0.03634145728287308,-0.04246258433458028
B136,CAND,0.75,0.25,126,25.0,-0.010667241336245636,-0.042714076473423845,0.0017820268862692723,-0.04055618084464063,-0.04246258433458028
B136,CAND,0.75,0.25,126,50.0,-0.010421180078829861,-0.04791799686074183,-0.0023388602129292835,-0.047568095574344604,-0.04246258433458028
B136,CAND,0.75,0.25,252,0.0,-0.03353142007812626,-0.10869973716557912,0.007391837671378743,-0.11813552858829146,-0.44782455656558895
B136,CAND,0.75,0.25,252,10.0,-0.03288025812237794,-0.11371018259706323,0.0034900331304570376,-0.12322349606774352,-0.44782455656558895
B136,CAND,0.75,0.25,252,25.0,-0.03191308417116123,-0.12121430025092272,-0.0023024947808523155,-0.13084658983566222,-0.44782455656558895
B136,CAND,0.75,0.25,252,50.0,-0.030326385816029644,-0.13365554175740646,-0.005505774922838214,-0.14349250377396217,-0.44782455656558895
B136,CAND,0.75,0.3,63,0.0,-0.006058197857862435,-0.021866343868588434,0.013484429770116768,-0.03728228349970797,-0.0034006157575143803
B136,CAND,0.75,0.3,63,10.0,-0.006024335379553936,-0.023084955668183582,0.009104424544704282,-0.0392997942918214,-0.0034006157575143803
B136,CAND,0.75,0.3,63,25.0,-0.005973880965853828,-0.024918344984515617,0.0026057143985519504,-0.042336536795622215,-0.0034006157575143803
B136,CAND,0.75,0.3,63,50.0,-0.005890687482550616,-0.02798010553011976,-0.001745342025098795,-0.047411455173102635,-0.0034006157575143803
B136,CAND,0.75,0.3,126,0.0,-0.006608427246594273,-0.021265498311022757,0.012808939437405464,-0.036483556728386546,-0.016201694930856547
B136,CAND,0.75,0.3,126,10.0,-0.006557660853085734,-0.022610970362536786,0.008532475763273095,-0.03859927564090215,-0.016201694930856547
B136,CAND,0.75,0.3,126,25.0,-0.006482118837742412,-0.02463394206646541,0.002186525744428902,-0.041783675778638285,-0.016201694930856547
B136,CAND,0.75,0.3,126,50.0,-0.006357820419111482,-0.028009127270048673,-0.0019166269955138704,-0.04710527489618355,-0.016201694930856547
B136,CAND,0.75,0.3,252,0.0,-0.024379598167046268,-0.06497134913819136,0.006759055011248516,-0.088354128087061,-0.3019985048823166
B136,CAND,0.75,0.3,252,10.0,-0.023928901508509792,-0.06910731833398076,0.002728320069914969,-0.09214233419294127,-0.3019985048823166
B136,CAND,0.75,0.3,252,25.0,-0.023259523548080807,-0.07531123152065056,-0.003254514001503561,-0.09782834352126824,-0.3019985048823166
B136,CAND,0.75,0.3,252,50.0,-0.0221614897670932,-0.08562218484838335,-0.006766858084579441,-0.10728846081060539,-0.3019985048823166
B136,CAND,1.0,0.1,63,0.0,-0.08723200022535127,-0.03126109032881619,0.09443404604912531,-0.028061963556316183,-0.7188480547740754
B136,CAND,1.0,0.1,63,10.0,-0.08591046772427835,-0.06856274327647405,0.09026264066393463,-0.07242324901315689,-0.7188480547740754
B136,CAND,1.0,0.1,63,25.0,-0.08395043990079865,-0.12456722466267245,0.08407722012698571,-0.13904587580927008,-0.7188480547740754
B136,CAND,1.0,0.1,63,50.0,-0.08074238773536813,-0.21762319239637884,0.07337590688686879,-0.24977106997902554,-0.7188480547740754
B136,CAND,1.0,0.1,126,0.0,-0.09548242542998508,0.013799568809411245,0.115596544196919,-0.06966879261389924,-1.3054329464808694
B136,CAND,1.0,0.1,126,10.0,-0.09349081618175492,-0.027432528314533355,0.11210051191277359,-0.1176090852681757,-1.3054329464808694
B136,CAND,1.0,0.1,126,25.0,-0.0905379267255102,-0.0894017568499278,0.10691072604527563,-0.18958720783033955,-1.3054329464808694
B136,CAND,1.0,0.1,126,50.0,-0.08570739114840564,-0.19251493449656265,0.0984043199175676,-0.30912661406857045,-1.3054329464808694
B136,CAND,1.0,0.1,252,0.0,-0.11770870149639312,-0.05842007163129459,0.13738996699518136,-0.08815731393439452,-2.7475047226170357
B136,CAND,1.0,0.1,252,10.0,-0.11410488790878404,-0.09896217137878538,0.13459381762546951,-0.13719506561211847,-2.7475047226170357
B136,CAND,1.0,0.1,252,25.0,-0.1087578688416122,-0.15990882827715758,0.13043861557904624,-0.21087571875559374,-2.7475047226170357
B136,CAND,1.0,0.1,252,50.0,-0.10000095504269146,-0.26129479722219795,0.12361641459496242,-0.3333205840720329,-2.7475047226170357
B136,CAND,1.0,0.15,63,0.0,-0.04232557333642717,-0.018193641136454275,0.05202875625994485,-0.058873012214998965,-0.15460132702401364
B136,CAND,1.0,0.15,63,10.0,-0.041881618175157787,-0.030832496436300705,0.047250452275353405,-0.07435278544953172,-0.15460132702401364
B136,CAND,1.0,0.15,63,25.0,-0.041222315254733966,-0.04985941336765953,0.04017574354881848,-0.09768111388914802,-0.15460132702401364
B136,CAND,1.0,0.15,63,50.0,-0.04014095332217571,-0.08166573440760927,0.02763043746742555,-0.13673918993074985,-0.15460132702401364
B136,CAND,1.0,0.15,126,0.0,-0.04465823309337802,0.008127810230928345,0.06448112506657133,-0.06449211147675005,-0.3099369348489871
B136,CAND,1.0,0.15,126,10.0,-0.04402660084556431,-0.005644715188472649,0.059852014587758795,-0.0809184678204915,-0.3099369348489871
B136,CAND,1.0,0.15,126,25.0,-0.04308967976811462,-0.026391408468186328,0.05299554050218769,-0.10566986338416173,-0.3099369348489871
B136,CAND,1.0,0.15,126,50.0,-0.041555872984057496,-0.06110575045456035,0.041692058867459414,-0.14709922388664554,-0.3099369348489871
B136,CAND,1.0,0.15,252,0.0,-0.08191566502166503,-0.13686710405428826,0.07887260070125601,-0.17933354778650512,-1.300662351577846
B136,CAND,1.0,0.15,252,10.0,-0.07999636349904238,-0.15340803301988593,0.07464566016971208,-0.19909253594704934,-1.300662351577846
B136,CAND,1.0,0.15,252,25.0,-0.07715143555570325,-0.17828984907808876,0.06838012021326167,-0.22883352037002347,-1.300662351577846
B136,CAND,1.0,0.15,252,50.0,-0.07249950633124325,-0.21980699176385654,0.058134848749104795,-0.2785052330597759,-1.300662351577846
B136,CAND,1.0,0.2,63,0.0,-0.02346968589260756,-0.03589841684716433,0.030245764940460607,-0.028593242897031246,-0.021947213823784395
B136,CAND,1.0,0.2,63,10.0,-0.023295796102901223,-0.041203656108653286,0.031353438785876486,-0.0346060114098683,-0.021947213823784395
B136,CAND,1.0,0.2,63,25.0,-0.023037092695427308,-0.04916870832518727,0.028496612065686988,-0.04364642625391546,-0.021947213823784395
B136,CAND,1.0,0.2,63,50.0,-0.02261154767995266,-0.062429867412156836,0.015760951468958728,-0.05873238729183983,-0.021947213823784395
B136,CAND,1.0,0.2,126,0.0,-0.025566053590664328,-0.03215581651215338,0.030245764940460496,-0.04038471599020821,-0.07278858120956677
B136,CAND,1.0,0.2,126,10.0,-0.025320689121225426,-0.0379713585327599,0.031353438785876486,-0.046457497978454,-0.07278858120956677
B136,CAND,1.0,0.2,126,25.0,-0.024956211010112028,-0.04671073793470304,0.028362877104287643,-0.05558380009347741,-0.07278858120956677
B136,CAND,1.0,0.2,126,50.0,-0.024358155569725426,-0.06128246514095803,0.015902983662110404,-0.07080134432932905,-0.07278858120956677
B136,CAND,1.0,0.2,252,0.0,-0.059024857647759,-0.1287741698098891,0.04224562996417125,-0.14790063396930142,-0.7058677976234362
B136,CAND,1.0,0.2,252,10.0,-0.05787613192567109,-0.13809883292293523,0.037456271688141696,-0.15750399571938312,-0.7058677976234362
B136,CAND,1.0,0.2,252,25.0,-0.056173662187553486,-0.1520889847089565,0.030366493543924067,-0.17191360703856784,-0.7058677976234362
B136,CAND,1.0,0.2,252,50.0,-0.05339049993986622,-0.17534638093037724,0.018798214043650785,-0.19587220260344174,-0.7058677976234362
B136,CAND,1.0,0.25,63,0.0,-0.014271673346396785,-0.03964250786463874,0.022685982837941876,-0.035429929684600125,0.008337212074349232
B136,CAND,1.0,0.25,63,10.0,-0.01419074349863414,-0.041931358259761575,0.022138044731856765,-0.03841034513455477,0.008337212074349232
B136,CAND,1.0,0.25,63,25.0,-0.014070108281978966,-0.045364132022144954,0.02132073798767009,-0.04288674661671943,0.008337212074349232
B136,CAND,1.0,0.25,63,50.0,-0.013871060696529325,-0.05107050197340657,0.009077995946257245,-0.05034505209140616,0.008337212074349232
B136,CAND,1.0,0.25,126,0.0,-0.014722204997902999,-0.03916536357903322,0.022685982837941765,-0.036381002819920294,0.0061815607144311
B136,CAND,1.0,0.25,126,10.0,-0.014636046612134246,-0.04160805084803454,0.022138044731856654,-0.03959247707032221,0.0061815607144311
B136,CAND,1.0,0.25,126,25.0,-0.014507646418559839,-0.0452709705097204,0.020485343159777902,-0.044413377030385615,0.0061815607144311
B136,CAND,1.0,0.25,126,50.0,-0.014295862465508513,-0.05135849924862046,0.0075203511863045636,-0.05243883801318816,0.0061815607144311
B136,CAND,1.0,0.25,252,0.0,-0.0449984365341467,-0.1139531020839083,0.027822978679966526,-0.12419833194383567,-0.47887071769857403
B136,CAND,1.0,0.25,252,10.0,-0.044181623342343546,-0.11962688348298656,0.02287100721734614,-0.1300258541918451,-0.47887071769857403
B136,CAND,1.0,0.25,252,25.0,-0.04297105978913618,-0.12812889677073336,0.015544122745407729,-0.13876168050049698,-0.47887071769857403
B136,CAND,1.0,0.25,252,50.0,-0.04099203805634355,-0.14223896140031833,0.00359844738535553,-0.15326828117045888,-0.47887071769857403
B136,CAND,1.0,0.3,63,0.0,-0.008172076922288163,-0.022744504759121265,0.017002008879828834,-0.0390784978449108,0.022311005327961375
B136,CAND,1.0,0.3,63,10.0,-0.00814519540061931,-0.024095205965229072,0.016608117338692163,-0.04130049220764631,0.022311005327961375
B136,CAND,1.0,0.3,63,25.0,-0.008104897747641449,-0.026127180496552715,0.01574115073699467,-0.044644888089242496,0.022311005327961375
B136,CAND,1.0,0.3,63,50.0,-0.008037807225547144,-0.02952074912652447,0.008323955675914374,-0.050234371256037025,0.022311005327961375
B136,CAND,1.0,0.3,126,0.0,-0.00890874537713171,-0.022309048398512,0.019489683393839607,-0.03844540143479347,0.010122009286837041
B136,CAND,1.0,0.3,126,10.0,-0.008863275398783843,-0.023815269930857363,0.01892624286323963,-0.04080811384058247,0.010122009286837041
B136,CAND,1.0,0.3,126,25.0,-0.008795451897011697,-0.026079970570449307,0.0180857982212288,-0.044364254484063226,0.010122009286837041
B136,CAND,1.0,0.3,126,50.0,-0.008683423813524938,-0.029859176553708955,0.008117620526719938,-0.05030792056533373,0.010122009286837041
B136,CAND,1.0,0.3,252,0.0,-0.03269455216192019,-0.06885270731765614,0.026886863482913692,-0.09243372059547061,-0.29741722297358475
B136,CAND,1.0,0.3,252,10.0,-0.03215301428243289,-0.0735762639626627,0.021770957429019133,-0.09686411556950225,-0.29741722297358475
B136,CAND,1.0,0.3,252,25.0,-0.031350337914985316,-0.08066545463713037,0.014203427131488366,-0.1035173226180005,-0.29741722297358475
B136,CAND,1.0,0.3,252,50.0,-0.03003789611331298,-0.09246029521362609,0.0018704076886841836,-0.11459726855503183,-0.29741722297358475
