panel,book,gross,q,H,cost_bps,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dturn
U56,CAP2,0.75,0.3,126,25.0,-0.008934392167449179,-0.03540290048838246,0.006183319306189983,-0.05701326342901414,-0.02209895004596385
U56,CAP2,0.75,0.3,126,50.0,-0.008795430171667284,-0.039848038552384724,0.0061810172835843336,-0.06290041071635777,-0.02209895004596385
U56,CAP2,0.75,0.3,252,0.0,-0.02772718399726193,-0.0924992284661661,0.012285151508766967,-0.12650500404202814,-0.2875776128840508
U56,CAP2,0.75,0.3,252,10.0,-0.027317483993861913,-0.09641914481936276,0.01228202224053776,-0.13026737430412672,-0.2875776128840508
U56,CAP2,0.75,0.3,252,25.0,-0.026707343091507463,-0.10230749227824698,0.01014595717630895,-0.13593380861666704,-0.2875776128840508
U56,CAP2,0.75,0.3,252,50.0,-0.025702112001392274,-0.11212121955936671,0.00029416778681135014,-0.14541955333596146,-0.2875776128840508
U56,CAP2,1.0,0.1,63,0.0,-0.07092997552097002,-0.10159499202952182,0.07978820165992484,-0.0010123293704411562,-0.6404330565872414
U56,CAP2,1.0,0.1,63,10.0,-0.06997197330259675,-0.1275301508325306,0.0759568385003897,-0.028291161465041403,-0.6404330565872414
U56,CAP2,1.0,0.1,63,25.0,-0.06854604576253065,-0.16658300312645724,0.07024827608243356,-0.06947919377827372,-0.6404330565872414
U56,CAP2,1.0,0.1,63,50.0,-0.06619879633183579,-0.231830453265638,0.0608358448571753,-0.1385710340127051,-0.6404330565872414
U56,CAP2,1.0,0.1,126,0.0,-0.07964542807542152,-0.12618375247209124,0.0965161206833538,-0.08761100590591853,-1.0405090194406434
U56,CAP2,1.0,0.1,126,10.0,-0.07823885280439224,-0.152482622044263,0.09357018269521611,-0.11692945010267852,-1.0405090194406434
U56,CAP2,1.0,0.1,126,25.0,-0.07614497013952781,-0.1920869102591849,0.08917536651149116,-0.16116505606756482,-1.0405090194406434
U56,CAP2,1.0,0.1,126,50.0,-0.07269744744524287,-0.2582578187034599,0.0819145289373795,-0.23526243821064852,-1.0405090194406434
U56,CAP2,1.0,0.1,252,0.0,-0.09533221337135367,-0.1906807088266973,0.10785668363162171,-0.18798732409066998,-1.9492735573726332
U56,CAP2,1.0,0.1,252,10.0,-0.0929405157748906,-0.2128140617047567,0.1070862656813073,-0.21412338012399723,-1.9492735573726332
U56,CAP2,1.0,0.1,252,25.0,-0.0893776741261636,-0.24619997562804408,0.10545471156764652,-0.253613385350825,-1.9492735573726332
U56,CAP2,1.0,0.1,252,50.0,-0.0835050182271484,-0.3020544193103699,0.09457487033704948,-0.31985610716216395,-1.9492735573726332
U56,CAP2,1.0,0.15,63,0.0,-0.03654371674399548,-0.04580802411622864,0.048709515969104666,0.003119694821946961,-0.28324381743695426
U56,CAP2,1.0,0.15,63,10.0,-0.0360891363073752,-0.05480180964380965,0.048536593355702595,-0.007135708977012101,-0.28324381743695426
U56,CAP2,1.0,0.15,63,25.0,-0.03541259790503237,-0.06835359335819202,0.04827732770970372,-0.022613488224516587,-0.28324381743695426
U56,CAP2,1.0,0.15,63,50.0,-0.034299134651655905,-0.091053791503237,0.047845533695607845,-0.04861011910655,-0.28324381743695426
U56,CAP2,1.0,0.15,126,0.0,-0.041072391490986515,-0.05110268375154914,0.05874618169079193,-0.0019235921885474294,-0.44040322208071503
U56,CAP2,1.0,0.15,126,10.0,-0.040430262667012995,-0.060085873970392445,0.05860700799045748,-0.012216368264241995,-0.44040322208071503
U56,CAP2,1.0,0.15,126,25.0,-0.039474738603014314,-0.07362714825380845,0.05839834255680043,-0.0277525127620879,-0.44040322208071503
U56,CAP2,1.0,0.15,126,50.0,-0.037902479782311316,-0.09632405479562511,0.05709638741740419,-0.053853593342030326,-0.44040322208071503
U56,CAP2,1.0,0.15,252,0.0,-0.06922939805919248,-0.19768391458881185,0.061923372426642254,-0.215635385565764,-1.151135443124085
U56,CAP2,1.0,0.15,252,10.0,-0.06773592230986658,-0.20731653806824335,0.0618177208590559,-0.22691683368965654,-1.151135443124085
U56,CAP2,1.0,0.15,252,25.0,-0.06551273852930994,-0.22182692659002634,0.06165931866137886,-0.24393820071711225,-1.151135443124085
U56,CAP2,1.0,0.15,252,50.0,-0.06185249332319831,-0.24610223134098574,0.06139551541822574,-0.27250373222759516,-1.151135443124085
U56,CAP2,1.0,0.2,63,0.0,-0.024641419081929516,-0.0692761571981666,0.012777635061299808,-0.029597315361471477,-0.16109089091145457
U56,CAP2,1.0,0.2,63,10.0,-0.02436615258456909,-0.07353224464111552,0.01278124577092643,-0.034203391693527374,-0.16109089091145457
U56,CAP2,1.0,0.2,63,25.0,-0.023956478418645677,-0.0799312632121334,0.01278665379993671,-0.04114123600557029,-0.16109089091145457
U56,CAP2,1.0,0.2,63,50.0,-0.02328221707042899,-0.09061383582780902,0.012795645758208574,-0.05275850281605643,-0.16109089091145457
U56,CAP2,1.0,0.2,126,0.0,-0.027251217449391074,-0.07739220534246094,0.012777635061299586,-0.027910066131734412,-0.23508600540806102
U56,CAP2,1.0,0.2,126,10.0,-0.026884506917758566,-0.08152878282346032,0.012781245770926764,-0.03209831018991194,-0.23508600540806102
U56,CAP2,1.0,0.2,126,25.0,-0.026338852147672398,-0.08775050852462285,0.012786653799936376,-0.03840956380064342,-0.23508600540806102
U56,CAP2,1.0,0.2,126,50.0,-0.025441090450426085,-0.09814282206938774,0.012795645758208574,-0.04898413853627703,-0.23508600540806102
U56,CAP2,1.0,0.2,252,0.0,-0.053995389769144975,-0.19352584216011315,0.028155193248323496,-0.20939510665677807,-0.807729167349013
U56,CAP2,1.0,0.2,252,10.0,-0.05291444351989982,-0.19857192125776058,0.028193220554240228,-0.21517241287450162,-0.807729167349013
U56,CAP2,1.0,0.2,252,25.0,-0.051305839769667294,-0.20614868117853857,0.02825022070732086,-0.22386945716985207,-0.807729167349013
U56,CAP2,1.0,0.2,252,50.0,-0.0486587326177339,-0.21876059394792946,0.028345112163824515,-0.23841369184315708,-0.807729167349013
U56,CAP2,1.0,0.25,63,0.0,-0.01772387034760725,-0.07156933860854142,0.010086379682820557,-0.03222820872020726,-0.07590630983217173
U56,CAP2,1.0,0.25,63,10.0,-0.017568967953936587,-0.0739628695737935,0.01005684798175377,-0.03508909312744235,-0.07590630983217173
U56,CAP2,1.0,0.25,63,25.0,-0.017338333817036533,-0.07756457436550224,0.010012558908285119,-0.0394089628631753,-0.07590630983217173
U56,CAP2,1.0,0.25,63,50.0,-0.016958490809130033,-0.08358617200751117,0.009938766393950638,-0.04667160624433708,-0.07590630983217173
U56,CAP2,1.0,0.25,126,0.0,-0.018092014273547896,-0.0697242591709204,0.010086379682820557,-0.03182050302810313,-0.11970735578607883
U56,CAP2,1.0,0.25,126,10.0,-0.01788718355480956,-0.07186198130850996,0.010056847981753991,-0.034205429903714446,-0.11970735578607883
U56,CAP2,1.0,0.25,126,25.0,-0.017582343052685356,-0.0750776948524714,0.010012558908284896,-0.037806056954167166,-0.11970735578607883
U56,CAP2,1.0,0.25,126,50.0,-0.017080636154471085,-0.08045119095069042,0.009938766393950749,-0.043857621970120775,-0.11970735578607883
U56,CAP2,1.0,0.25,252,0.0,-0.038810062090053554,-0.11841823783755845,0.020131501458536816,-0.11063423828384655,-0.6029089767344038
U56,CAP2,1.0,0.25,252,10.0,-0.038000079605394754,-0.12155880818607545,0.020105902850979906,-0.11392673447269619,-0.6029089767344038
U56,CAP2,1.0,0.25,252,25.0,-0.0367949881253542,-0.1262779954452271,0.020067496975039845,-0.11889530940357562,-0.6029089767344038
U56,CAP2,1.0,0.25,252,50.0,-0.03481263647422872,-0.1341439857983705,0.02000346594749758,-0.1272374638171121,-0.6029089767344038
U56,CAP2,1.0,0.3,63,0.0,-0.008965867577252817,-0.031245383612011013,-3.3306690738754696e-16,-0.04559767223019806,-0.021734628657794186
U56,CAP2,1.0,0.3,63,10.0,-0.008905640763011258,-0.03268154313561067,0.0,-0.047432197588399116,-0.021734628657794186
U56,CAP2,1.0,0.3,63,25.0,-0.008815929854300464,-0.034846892218857395,-1.1102230246251565e-16,-0.05020386295654222,-0.021734628657794186
U56,CAP2,1.0,0.3,63,50.0,-0.008668076152955395,-0.03847795546656396,0.0,-0.0548667649268606,-0.021734628657794186
U56,CAP2,1.0,0.3,126,0.0,-0.010020213635994146,-0.031086595738392564,0.007126972442191293,-0.04912679015265953,-0.04071325508208057
U56,CAP2,1.0,0.3,126,10.0,-0.009934586719851035,-0.03267657116797418,0.007126301853973893,-0.051158696943729876,-0.04071325508208057
U56,CAP2,1.0,0.3,126,25.0,-0.009807094364527202,-0.03507285239452118,0.007125292910300285,-0.05422600342652828,-0.04071325508208057
U56,CAP2,1.0,0.3,126,50.0,-0.009597114182153366,-0.0390892910280507,0.007123603175880233,-0.059380213973348805,-0.04071325508208057
U56,CAP2,1.0,0.3,252,0.0,-0.030637817792539934,-0.09087136388790196,0.013756764979918845,-0.12581532876238888,-0.4165403843861957
U56,CAP2,1.0,0.3,252,10.0,-0.03005987703481683,-0.09381728964911384,0.013753995603704605,-0.1284863061288728,-0.4165403843861957
U56,CAP2,1.0,0.3,252,25.0,-0.029200101760285646,-0.09824138435651775,0.013749837842924828,-0.13251281173660612,-0.4165403843861957
U56,CAP2,1.0,0.3,252,50.0,-0.027786011076585737,-0.10561067654735412,0.013742898387240188,-0.13926252360578317,-0.4165403843861957
U56,CAND,0.75,0.1,63,0.0,-0.07358103857961362,-0.09980446137297427,0.07450143104366402,0.04603602136559681,-0.47930614726834486
U56,CAND,0.75,0.1,63,10.0,-0.07275282349681222,-0.13606035179008202,0.07119464583660806,0.00685066850120819,-0.47930614726834486
U56,CAND,0.75,0.1,63,25.0,-0.07152049293595364,-0.19054370921410058,0.06403425482478009,-0.05214531317561,-0.47930614726834486
U56,CAND,0.75,0.1,63,50.0,-0.06949302282406356,-0.28116369941875674,0.04875350403616929,-0.15056434791222573,-0.47930614726834486
U56,CAND,0.75,0.1,126,0.0,-0.0817986271124922,-0.12240870559009842,0.08634860424712087,-0.08007076807516778,-0.8246570648350651
U56,CAND,0.75,0.1,126,10.0,-0.08057668882783364,-0.16175285896665526,0.08180878964152927,-0.12330398229935491,-0.8246570648350651
U56,CAND,0.75,0.1,126,25.0,-0.07875881431777643,-0.2209224209496129,0.07506202787942928,-0.18831778158541346,-0.8246570648350651
U56,CAND,0.75,0.1,126,50.0,-0.07576876753385187,-0.31942837934462454,0.06398365037009135,-0.29652405244189806,-0.8246570648350651
U56,CAND,0.75,0.1,252,0.0,-0.09735411695779939,-0.20731531440170547,0.1008129754912771,-0.18687960476233756,-1.7032780735735948
U56,CAND,0.75,0.1,252,10.0,-0.09517121671706263,-0.24796057929866377,0.09731611034084753,-0.23344312000283618,-1.7032780735735948
U56,CAND,0.75,0.1,252,25.0,-0.09192247025500211,-0.30910111040516086,0.09211196093490981,-0.3035487793378755,-1.7032780735735948
U56,CAND,0.75,0.1,252,50.0,-0.08657562538222385,-0.41079300831213983,0.08310147196029982,-0.4203393063650106,-1.7032780735735948
U56,CAND,0.75,0.15,63,0.0,-0.03786377793952278,-0.010339203505532746,0.04821940269176361,0.03640941909923434,-0.18414545975319374
U56,CAND,0.75,0.15,63,10.0,-0.03749547575646628,-0.02423786485433843,0.04463645984077236,0.02049048580828927,-0.18414545975319374
U56,CAND,0.75,0.15,63,25.0,-0.03694731649873417,-0.04517319131888442,0.03930724449773715,-0.0035171938893674426,-0.18414545975319374
U56,CAND,0.75,0.15,63,50.0,-0.03604507015442793,-0.08019493245822173,0.030242873606553644,-0.04376153755323986,-0.18414545975319374
U56,CAND,0.75,0.15,126,0.0,-0.04179988515875088,-0.00290857915264664,0.057330512135484235,0.032313129214117664,-0.27438501249220515
U56,CAND,0.75,0.15,126,10.0,-0.0413168730781075,-0.01833498880848361,0.0528749453841717,0.01484389955662846,-0.27438501249220515
U56,CAND,0.75,0.15,126,25.0,-0.04059821647010953,-0.041580528872066536,0.04625534147319932,-0.011492124690342553,-0.27438501249220515
U56,CAND,0.75,0.15,126,50.0,-0.03941594967408446,-0.08048839461903512,0.03369841460737988,-0.055614506982362144,-0.27438501249220515
U56,CAND,0.75,0.15,252,0.0,-0.0717585797726561,-0.19414480115285349,0.06017538312190529,-0.22410486074974845,-0.8885207580267163
U56,CAND,0.75,0.15,252,10.0,-0.07050480124433056,-0.21366800561006438,0.05482678666950602,-0.2455844581981661,-0.8885207580267163
U56,CAND,0.75,0.15,252,25.0,-0.06863980738876774,-0.24302979273309755,0.04688997032069664,-0.2779215652660165,-0.8885207580267163
U56,CAND,0.75,0.15,252,50.0,-0.06557292210570886,-0.29198767065559583,0.03388875981205841,-0.3319503626552237,-0.8885207580267163
U56,CAND,0.75,0.2,63,0.0,-0.026534314426885697,-0.04798862219708999,0.031331977962546054,-0.004616857011655595,-0.0765845226415145
U56,CAND,0.75,0.2,63,10.0,-0.026333475679973795,-0.05556797713210382,0.032056778447370204,-0.013157887896880993,-0.0765845226415145
U56,CAND,0.75,0.2,63,25.0,-0.026034403158354147,-0.06695534146419946,0.033142478963472666,-0.025993410447215926,-0.0765845226415145
U56,CAND,0.75,0.2,63,50.0,-0.02554172850425851,-0.08593160099205932,0.032080570090482374,-0.047396186341652324,-0.0765845226415145
U56,CAND,0.75,0.2,126,0.0,-0.029020458771369828,-0.05649687166265416,0.031331977962546054,-0.002490768281819822,-0.11474674221402559
U56,CAND,0.75,0.2,126,10.0,-0.028766889886981062,-0.06442346612052363,0.03205677844736987,-0.010984344149120417,-0.11474674221402559
U56,CAND,0.75,0.2,126,25.0,-0.028389440965879587,-0.07633317605313894,0.033142478963472666,-0.023744328317710783,-0.11474674221402559
U56,CAND,0.75,0.2,126,50.0,-0.027768038036549703,-0.09618162137961339,0.034947981291987396,-0.04501049427523496,-0.11474674221402559
U56,CAND,0.75,0.2,252,0.0,-0.055330699846608766,-0.17727684397800303,0.04475344566193051,-0.17356846010349747,-0.5851843526173415
U56,CAND,0.75,0.2,252,10.0,-0.054461170488314226,-0.1886684883329961,0.04549587867521532,-0.1856192611064964,-0.5851843526173415
U56,CAND,0.75,0.2,252,25.0,-0.053167953931457124,-0.20574417563586744,0.04362778077435003,-0.20368799719041897,-0.5851843526173415
U56,CAND,0.75,0.2,252,50.0,-0.051041871794624605,-0.2340812554920213,0.034115683294520305,-0.23369941709428343,-0.5851843526173415
U56,CAND,0.75,0.25,63,0.0,-0.018297569549617254,-0.05646925738716568,0.029267675920147118,-0.013125518972024741,-0.027420916033873866
U56,CAND,0.75,0.25,63,10.0,-0.018186163939328592,-0.06047848836664382,0.029976065389207718,-0.018329421654240008,-0.027420916033873866
U56,CAND,0.75,0.25,63,25.0,-0.01802015913420396,-0.06651091786929886,0.03103715814360064,-0.026174497932554663,-0.027420916033873866
U56,CAND,0.75,0.25,63,50.0,-0.01774640401245886,-0.07658818838190318,0.026410568249853772,-0.03932217573532437,-0.027420916033873866
U56,CAND,0.75,0.25,126,0.0,-0.01847560328061615,-0.05026561693811593,0.029267675920147895,-0.0035215679219298135,-0.03988324310431324
U56,CAND,0.75,0.25,126,10.0,-0.018349714457024824,-0.05449805178525868,0.02997606538920794,-0.008998829932610919,-0.03988324310431324
U56,CAND,0.75,0.25,126,25.0,-0.018162198715112376,-0.060864584058764715,0.031037158143600974,-0.017250887803026194,-0.03988324310431324
U56,CAND,0.75,0.25,126,50.0,-0.017853156935479397,-0.07149557308593568,0.02497923278738745,-0.03106685767853845,-0.03988324310431324
U56,CAND,0.75,0.25,252,0.0,-0.04019949336646933,-0.10457907211875894,0.03861246274343244,-0.08036347327228266,-0.4133230866362547
U56,CAND,0.75,0.25,252,10.0,-0.039573862918965474,-0.11242351467819289,0.03932379346060322,-0.08910598642462753,-0.4133230866362547
U56,CAND,0.75,0.25,252,25.0,-0.03864351406051836,-0.12420218586333776,0.03345173748706898,-0.10224417189108026,-0.4133230866362547
U56,CAND,0.75,0.25,252,50.0,-0.03711432976840823,-0.14380687242133228,0.02368951350745474,-0.1241483973970634,-0.4133230866362547
U56,CAND,0.75,0.3,63,0.0,-0.010864129926539734,-0.027061700778939546,0.019632222813660616,-0.0439836266675111,0.015086036988214424
U56,CAND,0.75,0.3,63,10.0,-0.010832677621901876,-0.029860415938337326,0.02033708876670437,-0.04806270422941572,0.015086036988214424
U56,CAND,0.75,0.3,63,25.0,-0.010785632386334454,-0.03407643931199633,0.02045128425376319,-0.054208959604440166,0.015086036988214424
U56,CAND,0.75,0.3,63,50.0,-0.010707578380386495,-0.041131834085022745,0.00908546923668141,-0.06449946386120486,0.015086036988214424
U56,CAND,0.75,0.3,126,0.0,-0.011543660440476389,-0.02059870008063136,0.025998250082215235,-0.03552249229643545,-0.014903836589510888
U56,CAND,0.75,0.3,126,10.0,-0.011475723415341754,-0.02360623201632217,0.0267111556187567,-0.03991732619525479,-0.014903836589510888
U56,CAND,0.75,0.3,126,25.0,-0.011374483597980989,-0.02813653615187328,0.023104927423529875,-0.04653676615434099,-0.014903836589510888
U56,CAND,0.75,0.3,126,50.0,-0.01120751172185419,-0.035717927370557234,0.012312085955801688,-0.05761366745589225,-0.014903836589510888
U56,CAND,0.75,0.3,252,0.0,-0.0313176244888691,-0.0621394975182572,0.023826023300343557,-0.10026936616553561,-0.28011646787073463
U56,CAND,0.75,0.3,252,10.0,-0.030873468424105432,-0.06901805913950154,0.019594743570731654,-0.10767987468661233,-0.28011646787073463
U56,CAND,0.75,0.3,252,25.0,-0.030212970982623766,-0.0793473019801989,0.01330828749218127,-0.11880884236805445,-0.28011646787073463
U56,CAND,0.75,0.3,252,50.0,-0.029127300809420165,-0.09654335200493014,0.0029904680284237317,-0.13734374865918098,-0.28011646787073463
U56,CAND,1.0,0.1,63,0.0,-0.09843248816616201,-0.12553820181010433,0.11595690158017802,0.013533243475882806,-0.47758890374285645
U56,CAND,1.0,0.1,63,10.0,-0.09736324401349794,-0.16325029996213303,0.11002362097679397,-0.027797503139693536,-0.47758890374285645
U56,CAND,1.0,0.1,63,25.0,-0.09577475993642226,-0.2199063412623472,0.09916778925958658,-0.09000582902412368,-0.47758890374285645
U56,CAND,1.0,0.1,63,50.0,-0.09316786319746506,-0.31410526050517895,0.0782331574645646,-0.19373577292253796,-0.47758890374285645
U56,CAND,1.0,0.1,126,0.0,-0.10937404115238913,-0.15297339502148888,0.12872753664167613,-0.12029689230664808,-0.9355832826350321
U56,CAND,1.0,0.1,126,10.0,-0.10776332496164609,-0.1941544700137583,0.12270934167412939,-0.16649227193476746,-0.9355832826350321
U56,CAND,1.0,0.1,126,25.0,-0.10537172240782167,-0.2560665759594488,0.11379213396297283,-0.23593478085026254,-0.9355832826350321
U56,CAND,1.0,0.1,126,50.0,-0.10145026625968123,-0.35908952570956154,0.09914633759497815,-0.3514339597690166,-0.9355832826350321
U56,CAND,1.0,0.1,252,0.0,-0.1300869050100859,-0.24923232594864497,0.14846066293732463,-0.24088655467692455,-2.1035920621659376
U56,CAND,1.0,0.1,252,10.0,-0.12716778655195848,-0.29313655489899915,0.14377442524744943,-0.2926493495516591,-2.1035920621659376
U56,CAND,1.0,0.1,252,25.0,-0.12283253728473853,-0.3591353333484313,0.13681749087127326,-0.37051636648189323,-2.1035920621659376
U56,CAND,1.0,0.1,252,50.0,-0.11572174474805275,-0.4687821563950473,0.11922874711143394,-0.5000194446396163,-2.1035920621659376
U56,CAND,1.0,0.15,63,0.0,-0.05067711355352,-0.02103040355462693,0.08020846667876835,0.02095543892808327,-0.12746332912744318
U56,CAND,1.0,0.15,63,10.0,-0.05024400872567969,-0.03563752812965926,0.07551961082767145,0.004061422944718229,-0.12746332912744318
U56,CAND,1.0,0.15,63,25.0,-0.049599886847417896,-0.05763378947357278,0.06856448894972433,-0.02140911670686596,-0.12746332912744318
U56,CAND,1.0,0.15,63,50.0,-0.04854096474821845,-0.09441736927162692,0.057178626041556435,-0.06408821783392271,-0.12746332912744318
U56,CAND,1.0,0.15,126,0.0,-0.055910736516975534,-0.01541149598755398,0.09289144463069532,0.014545074988706164,-0.2437331318428626
