panel,theta,cad,family,split,window,n,c_bar,gap0_pp,pred0_pp,resid0_pp
U56,0.3,W,QUANTILE-F,2016-12-31,IS,2007,0.04269148088776789,-41.031056376989625,-41.039109885694394,0.008053508704769285
U56,0.3,W,QUANTILE-F,2016-12-31,OOS,2435,0.04274554099741094,-34.28796432172925,-34.2623172143619,-0.0256471073673481
U56,0.3,W,QUANTILE-F,2018-12-31,IS,2509,0.04269920407184353,-36.003649290313476,-36.00520598657684,0.0015566962633641879
U56,0.3,W,QUANTILE-F,2018-12-31,OOS,1933,0.0427495558480033,-38.98374859816467,-38.95749704223961,-0.026251555925057346
U56,0.3,W,QUANTILE-F,2020-12-31,IS,3014,0.042726270348938944,-40.85955670083341,-40.857431004124265,-0.002125696709143199
U56,0.3,W,QUANTILE-F,2020-12-31,OOS,1428,0.042710235041137135,-30.070171640222874,-30.042013164276327,-0.028158475946547412
U56,0.3,M,MA-THRESH,2012-12-31,IS,999,0.03356080732562324,-16.013149708960928,-15.964436837154384,-0.04871287180654349
U56,0.3,M,MA-THRESH,2012-12-31,OOS,3443,0.042692237739347466,-29.148255463308725,-29.09747028474381,-0.05078517856491516
U56,0.3,M,MA-THRESH,2014-12-31,IS,1503,0.034074222303697284,-26.45404575988981,-26.57110017927429,0.11705441938448047
U56,0.3,M,MA-THRESH,2014-12-31,OOS,2939,0.04399559882014764,-25.85489546463322,-25.74649288352253,-0.10840258111068835
U56,0.3,M,MA-THRESH,2016-12-31,IS,2007,0.03318278319446829,-30.738375783475867,-30.874979234692713,0.13660345121684614
U56,0.3,M,MA-THRESH,2016-12-31,OOS,2435,0.04678389124582057,-22.32702950974963,-22.19417617672308,-0.13285333302654934
U56,0.3,M,MA-THRESH,2018-12-31,IS,2509,0.03214975723745898,-23.296494334476602,-23.4777958740753,0.18130153959869943
U56,0.3,M,MA-THRESH,2018-12-31,OOS,1933,0.05165694782518695,-29.740729358335336,-29.366746231969778,-0.37398312636555886
U56,0.3,M,MA-THRESH,2020-12-31,IS,3014,0.033248860421193814,-28.395167342075347,-28.592082564331367,0.19691522225602043
U56,0.3,M,MA-THRESH,2020-12-31,OOS,1428,0.05623568329509299,-21.26906615975073,-20.844434104212105,-0.4246320555386234
U56,0.3,M,QUANTILE-M,2012-12-31,IS,999,0.05973517857128446,-14.988109694162732,-14.977347377847948,-0.01076231631478386
U56,0.3,M,QUANTILE-M,2012-12-31,OOS,3443,0.05660266025172369,-38.21476271745779,-38.18077009750225,-0.033992619955540704
U56,0.3,M,QUANTILE-M,2014-12-31,IS,1503,0.059378558453077275,-27.814023364867,-27.806128139782025,-0.007895225084975976
U56,0.3,M,QUANTILE-M,2014-12-31,OOS,2939,0.056247849365233984,-35.092001163216494,-35.04286190955141,-0.049139253665082094
U56,0.3,M,QUANTILE-M,2016-12-31,IS,2007,0.058982957435351605,-33.667824049913484,-33.65244887518539,-0.015375174728092134
U56,0.3,M,QUANTILE-M,2016-12-31,OOS,2435,0.055925916659814015,-31.693640287929135,-31.632850947432555,-0.060789340496580024
U56,0.3,M,QUANTILE-M,2018-12-31,IS,2509,0.05855876078173475,-30.015405036842058,-30.006110001149388,-0.009295035692669984
U56,0.3,M,QUANTILE-M,2018-12-31,OOS,1933,0.05568260312365511,-35.992253348984526,-35.92246338224241,-0.06978996674211402
U56,0.3,M,QUANTILE-M,2020-12-31,IS,3014,0.05830659986545429,-36.514858317755184,-36.48643455594307,-0.028423761812113923
U56,0.3,M,QUANTILE-M,2020-12-31,OOS,1428,0.05519769653005501,-24.679604597395045,-24.596806246919666,-0.08279835047537887
U56,0.3,M,QUANTILE-F,2012-12-31,IS,999,0.04292968002166011,-14.12442743652489,-14.11212602849361,-0.012301408031280658
U56,0.3,M,QUANTILE-F,2012-12-31,OOS,3443,0.04326080152468726,-42.714476123096375,-42.68363173971097,-0.03084438338540707
U56,0.3,M,QUANTILE-F,2014-12-31,IS,1503,0.04307844131971856,-28.717870337132002,-28.728532889881375,0.010662552749373333
U56,0.3,M,QUANTILE-F,2014-12-31,OOS,2939,0.04324150822987399,-39.3929102139313,-39.34876294388865,-0.04414727004265018
U56,0.3,M,QUANTILE-F,2016-12-31,IS,2007,0.04311312212009608,-37.08821628687073,-37.08508568570057,-0.003130601170163061
U56,0.3,M,QUANTILE-F,2016-12-31,OOS,2435,0.04324667511133628,-34.53037613997494,-34.48702547585607,-0.043350664118868565
U56,0.3,M,QUANTILE-F,2018-12-31,IS,2509,0.0430706427268606,-31.390769879149083,-31.389618146530452,-0.0011517326186307741
U56,0.3,M,QUANTILE-F,2018-12-31,OOS,1933,0.043336496321491676,-41.4695090221817,-41.41155177680365,-0.05795724537804858
U56,0.3,M,QUANTILE-F,2020-12-31,IS,3014,0.04322603009419559,-39.98682947537531,-39.9809524774821,-0.0058769978932105005
U56,0.3,M,QUANTILE-F,2020-12-31,OOS,1428,0.04310254571934955,-27.043549330834594,-26.976945854599734,-0.06660347623486018
U56,0.3,Q,MA-THRESH,2012-12-31,IS,999,0.032033100319493635,-22.912901737224225,-23.187466008789983,0.27456427156575813
U56,0.3,Q,MA-THRESH,2012-12-31,OOS,3443,0.04355793954138655,-27.112693324333037,-27.109124293770304,-0.0035690305627333885
U56,0.3,Q,MA-THRESH,2014-12-31,IS,1503,0.032295346594752486,-26.099079501293954,-26.354052810485108,0.25497330919115413
U56,0.3,Q,MA-THRESH,2014-12-31,OOS,2939,0.04540018616136613,-26.18309811194761,-26.148792713701607,-0.03430539824600487
U56,0.3,Q,MA-THRESH,2016-12-31,IS,2007,0.03246892110535333,-37.391337243398624,-37.66390775548716,0.2725705120885351
U56,0.3,Q,MA-THRESH,2016-12-31,OOS,2435,0.04796958045245334,-17.60760415418845,-17.615038997120113,0.007434842931662189
U56,0.3,Q,MA-THRESH,2018-12-31,IS,2509,0.031193164704498295,-29.93866774977927,-30.22324061443491,0.28457286465564025
U56,0.3,Q,MA-THRESH,2018-12-31,OOS,1933,0.05365101025172365,-21.407038957469272,-21.277144112156666,-0.12989484531260587
U56,0.3,Q,MA-THRESH,2020-12-31,IS,3014,0.03166285835454144,-35.56196668418033,-35.89082771147443,0.3288610272941028
U56,0.3,Q,MA-THRESH,2020-12-31,OOS,1428,0.06060167925740904,-8.463342660198014,-8.440664888322358,-0.02267777187565656
U56,0.3,Q,QUANTILE-M,2012-12-31,IS,999,0.06048095725617076,-17.49495989890091,-17.530880470756614,0.035920571855704964
U56,0.3,Q,QUANTILE-M,2012-12-31,OOS,3443,0.05835878869787041,-33.290867473551835,-33.240927748261015,-0.04993972529081958
U56,0.3,Q,QUANTILE-M,2014-12-31,IS,1503,0.060715857192274895,-28.26400474467503,-28.272145095513213,0.008140350838182542
U56,0.3,Q,QUANTILE-M,2014-12-31,OOS,2939,0.05787473713021205,-30.211150697615775,-30.155548954503896,-0.05560174311187893
U56,0.3,Q,QUANTILE-M,2016-12-31,IS,2007,0.06068931209807558,-36.0381975431141,-36.03570185083389,-0.002495692280213291
U56,0.3,Q,QUANTILE-M,2016-12-31,OOS,2435,0.05730855704511075,-24.455164421526533,-24.379591121337008,-0.07557330018952513
U56,0.3,Q,QUANTILE-M,2018-12-31,IS,2509,0.0602070447550241,-34.486651284770865,-34.48330108990785,-0.003350194863017464
U56,0.3,Q,QUANTILE-M,2018-12-31,OOS,1933,0.0570565496613176,-23.4334602356395,-23.342476215694717,-0.09098401994478422
U56,0.3,Q,QUANTILE-M,2020-12-31,IS,3014,0.06024442946669655,-38.4381922276106,-38.40354962493022,-0.03464260268037833
U56,0.3,Q,QUANTILE-M,2020-12-31,OOS,1428,0.05586349816040544,-12.765674677593086,-12.665633257126107,-0.1000414204669795
U56,0.3,Q,QUANTILE-F,2012-12-31,IS,999,0.04357037426622602,-20.319963977878675,-20.352620959640213,0.032656981761537196
U56,0.3,Q,QUANTILE-F,2012-12-31,OOS,3443,0.044769781823718185,-36.881151452480346,-36.82833798300884,-0.05281346947150212
U56,0.3,Q,QUANTILE-F,2014-12-31,IS,1503,0.044269095693726064,-32.715720777826405,-32.74862508466576,0.03290430683935597
U56,0.3,Q,QUANTILE-F,2014-12-31,OOS,2939,0.044618139463542435,-33.07954174151093,-33.01659530487071,-0.06294643664021748
U56,0.3,Q,QUANTILE-F,2016-12-31,IS,2007,0.04461105531901219,-41.19798790565288,-41.221888253784435,0.02390034813155495
U56,0.3,Q,QUANTILE-F,2016-12-31,OOS,2435,0.04440853169846573,-26.547898980630926,-26.472112061162314,-0.07578691946861227
U56,0.3,Q,QUANTILE-F,2018-12-31,IS,2509,0.044385749450745395,-36.45942099543775,-36.47235790422445,0.012936908786699064
U56,0.3,Q,QUANTILE-F,2018-12-31,OOS,1933,0.0446483793787384,-28.55102211054328,-28.465264139944967,-0.08575797059831203
U56,0.3,Q,QUANTILE-F,2020-12-31,IS,3014,0.04483485564408712,-42.74985569727991,-42.74731586382321,-0.0025398334567015013
U56,0.3,Q,QUANTILE-F,2020-12-31,OOS,1428,0.04379335280094042,-14.562073933804399,-14.45791376538146,-0.10416016842293985
U56,0.2,W,MA-THRESH,2012-12-31,IS,999,0.10516535010685624,-12.772038454353174,-12.222658106862493,-0.5493803474906809
U56,0.2,W,MA-THRESH,2012-12-31,OOS,3443,0.10173195862878502,-22.11410955579631,-21.840995496564798,-0.27311405923151355
U56,0.2,W,MA-THRESH,2014-12-31,IS,1503,0.0951864272022786,-18.492078887314612,-17.98498795212522,-0.5070909351893924
U56,0.2,W,MA-THRESH,2014-12-31,OOS,2939,0.1062463825214806,-20.680050711268972,-20.412925541438366,-0.2671251698306065
U56,0.2,W,MA-THRESH,2016-12-31,IS,2007,0.08770445294902142,-24.58178723772091,-24.0304922177248,-0.5512950199961111
U56,0.2,W,MA-THRESH,2016-12-31,OOS,2435,0.11470245636425881,-16.215487637459415,-16.1252648676923,-0.09022276976711296
U56,0.2,W,MA-THRESH,2018-12-31,IS,2509,0.08504169759457712,-22.532530034691,-22.055187767318607,-0.4773422673723928
U56,0.2,W,MA-THRESH,2018-12-31,OOS,1933,0.1251700460687337,-16.61336218060523,-16.536873507141927,-0.07648867346330235
U56,0.2,W,MA-THRESH,2020-12-31,IS,3014,0.08848100197086052,-20.596683074383737,-20.362527410987184,-0.23415566339655314
U56,0.2,W,MA-THRESH,2020-12-31,OOS,1428,0.1321019456410943,-18.53534539667221,-18.004599914380613,-0.5307454822915965
U56,0.2,W,QUANTILE-M,2012-12-31,IS,999,0.11866715882288574,-12.016615360630588,-12.008266801441314,-0.00834855918927424
U56,0.2,W,QUANTILE-M,2012-12-31,OOS,3443,0.11176069071164449,-23.613668476397052,-23.6045077752824,-0.00916070111465217
U56,0.2,W,QUANTILE-M,2014-12-31,IS,1503,0.11764950049676177,-17.101006420623666,-17.078569238155495,-0.02243718246817039
U56,0.2,W,QUANTILE-M,2014-12-31,OOS,2939,0.11109675077836745,-22.87793890550962,-22.8680300680876,-0.009908837422020866
U56,0.2,W,QUANTILE-M,2016-12-31,IS,2007,0.1167859470619798,-20.132831811544772,-20.107688923751365,-0.025142887793407454
U56,0.2,W,QUANTILE-M,2016-12-31,OOS,2435,0.11045221931452213,-21.512482802610155,-21.4969566456356,-0.015526156974555505
U56,0.2,W,QUANTILE-M,2018-12-31,IS,2509,0.11600571085119821,-19.25976069225466,-19.24118439064737,-0.018576301607289736
U56,0.2,W,QUANTILE-M,2018-12-31,OOS,1933,0.10982008342400343,-23.037518950986357,-23.02405234530578,-0.013466605680577004
U56,0.2,W,QUANTILE-M,2020-12-31,IS,3014,0.11521489262845747,-22.262257985454315,-22.229473779077313,-0.03278420637700208
U56,0.2,W,QUANTILE-M,2020-12-31,OOS,1428,0.10930172507148746,-18.04539674391672,-18.02971111665139,-0.015685627265327184
U56,0.2,W,QUANTILE-F,2012-12-31,IS,999,0.10235546088466484,-14.494764005869932,-14.488272229258637,-0.006491776611294853
U56,0.2,W,QUANTILE-F,2012-12-31,OOS,3443,0.10245228352030233,-24.326284085833528,-24.310812881033005,-0.015471204800522997
U56,0.2,W,QUANTILE-F,2014-12-31,IS,1503,0.10238457974962514,-19.093483731094253,-19.08300747646812,-0.010476254626134107
U56,0.2,W,QUANTILE-F,2014-12-31,OOS,2939,0.1024539959920022,-23.567235625571193,-23.552413993386413,-0.014821632184780498
U56,0.2,W,QUANTILE-F,2016-12-31,IS,2007,0.10238237406583788,-21.900622707751573,-21.893192491944056,-0.0074302158075170155
U56,0.2,W,QUANTILE-F,2016-12-31,OOS,2435,0.10247018186203058,-22.139577779320586,-22.12144724711149,-0.018130532209095662
U56,0.2,W,QUANTILE-F,2018-12-31,IS,2509,0.10239425179770266,-20.856787701701982,-20.84780598354996,-0.008981718152021756
U56,0.2,W,QUANTILE-F,2018-12-31,OOS,1933,0.10247756845511903,-23.57714758917804,-23.558126805375835,-0.019020783802204733
U56,0.2,W,QUANTILE-F,2020-12-31,IS,3014,0.10243211407978627,-23.72127276688756,-23.709391487904476,-0.011881278983082666
U56,0.2,W,QUANTILE-F,2020-12-31,OOS,1428,0.10242711887094208,-18.55100316777567,-18.534784286433712,-0.01621888134195615
U56,0.2,M,MA-THRESH,2012-12-31,IS,999,0.10069520148602155,-15.996084942566302,-15.996921534629704,0.0008365920634023638
U56,0.2,M,MA-THRESH,2012-12-31,OOS,3443,0.09772253886972987,-30.987343448151307,-30.32400574875913,-0.6633376993921765
U56,0.2,M,MA-THRESH,2014-12-31,IS,1503,0.09042900821281785,-30.014444764436732,-29.342632158948877,-0.6718126054878546
U56,0.2,M,MA-THRESH,2014-12-31,OOS,2939,0.10246288134370543,-26.149797538896614,-25.721117890080425,-0.42867964881618903
U56,0.2,M,MA-THRESH,2016-12-31,IS,2007,0.08368156602834297,-35.30203619352123,-34.72425820901479,-0.5777779845064401
U56,0.2,M,MA-THRESH,2016-12-31,OOS,2435,0.11051511482305182,-21.312980984673224,-20.979661399864824,-0.3333195848084003
U56,0.2,M,MA-THRESH,2018-12-31,IS,2509,0.08124605099942894,-32.360963061643574,-31.829787074737226,-0.5311759869063479
U56,0.2,M,MA-THRESH,2018-12-31,OOS,1933,0.12064504172552938,-21.31097587176334,-20.99577090395821,-0.31520496780512985
U56,0.2,M,MA-THRESH,2020-12-31,IS,3014,0.08294035301062475,-32.68492950008692,-32.32395969151474,-0.36096980857218597
U56,0.2,M,MA-THRESH,2020-12-31,OOS,1428,0.13100208938304797,-17.063490418801397,-16.647866884374828,-0.41562353442656885
U56,0.2,M,QUANTILE-M,2012-12-31,IS,999,0.1192970735458369,-12.243327630250821,-12.192985210552344,-0.050342419698477414
U56,0.2,M,QUANTILE-M,2012-12-31,OOS,3443,0.11274291128060497,-26.127296848421764,-26.07694645390748,-0.05035039451428602
U56,0.2,M,QUANTILE-M,2014-12-31,IS,1503,0.11850137922496869,-20.81490472746792,-20.759425509936058,-0.055479217531861025
U56,0.2,M,QUANTILE-M,2014-12-31,OOS,2939,0.11202587513994085,-23.884844655057048,-23.821009670421,-0.06383498463604909
U56,0.2,M,QUANTILE-M,2016-12-31,IS,2007,0.11760042244736885,-22.313339567881062,-22.258979379345668,-0.05436018853539437
U56,0.2,M,QUANTILE-M,2016-12-31,OOS,2435,0.11142816105114774,-23.269312074337112,-23.19816954037166,-0.07114253396545323
U56,0.2,M,QUANTILE-M,2018-12-31,IS,2509,0.11682887285149952,-21.465128260077027,-21.42223681519617,-0.042891444880854834
U56,0.2,M,QUANTILE-M,2018-12-31,OOS,1933,0.11082668289032681,-24.642170580019073,-24.558655638192906,-0.08351494182616648
U56,0.2,M,QUANTILE-M,2020-12-31,IS,3014,0.1161900469546732,-24.633323869603064,-24.57181714822976,-0.061506721373305595
U56,0.2,M,QUANTILE-M,2020-12-31,OOS,1428,0.1100523939005805,-19.147260430320333,-19.053162892601172,-0.0940975377191613
U56,0.2,M,QUANTILE-F,2012-12-31,IS,999,0.10288320684717919,-13.862790928295322,-13.82917954720806,-0.033611381087261805
U56,0.2,M,QUANTILE-F,2012-12-31,OOS,3443,0.10337282173397487,-27.475746334722693,-27.41494044662156,-0.06080588810113241
U56,0.2,M,QUANTILE-F,2014-12-31,IS,1503,0.10313575567007785,-22.55289652578636,-22.525863592415305,-0.027032933371053502
U56,0.2,M,QUANTILE-F,2014-12-31,OOS,2939,0.10332763120050376,-25.137049704704673,-25.069762539178342,-0.06728716552633074
U56,0.2,M,QUANTILE-F,2016-12-31,IS,2007,0.10311048594442519,-24.44343231460373,-24.415747047032088,-0.027685267571641248
U56,0.2,M,QUANTILE-F,2016-12-31,OOS,2435,0.10338817395480333,-24.10088671753241,-24.02602431317589,-0.07486240435652292
U56,0.2,M,QUANTILE-F,2018-12-31,IS,2509,0.10313106453843297,-23.250503219969133,-23.223913869906475,-0.026589350062657502
U56,0.2,M,QUANTILE-F,2018-12-31,OOS,1933,0.10343357886367263,-25.574620885004485,-25.485565456056136,-0.08905542894834895
U56,0.2,M,QUANTILE-F,2020-12-31,IS,3014,0.10331938472031978,-26.7297997105709,-26.69428661004931,-0.03551310052159096
U56,0.2,M,QUANTILE-F,2020-12-31,OOS,1428,0.1031430835597785,-19.215529260927646,-19.123499316247393,-0.09202994468025238
U56,0.2,Q,MA-THRESH,2012-12-31,IS,999,0.09796890512570029,-13.463900869004885,-13.879418501542219,0.415517632537334
U56,0.2,Q,MA-THRESH,2012-12-31,OOS,3443,0.0973019517697689,-30.697134483371123,-30.23377846044393,-0.4633560229271936
U56,0.2,Q,MA-THRESH,2014-12-31,IS,1503,0.08561715701597716,-28.731694831544075,-28.498985509411078,-0.23270932213299744
U56,0.2,Q,MA-THRESH,2014-12-31,OOS,2939,0.10350424265698376,-25.515893694839242,-25.2494082270611,-0.26648546777814275
U56,0.2,Q,MA-THRESH,2016-12-31,IS,2007,0.08048989708669517,-36.20918628250447,-35.86874883966404,-0.3404374428404253
U56,0.2,Q,MA-THRESH,2016-12-31,OOS,2435,0.11143258016874402,-19.181057355202945,-19.170728633190805,-0.01032872201214019
U56,0.2,Q,MA-THRESH,2018-12-31,IS,2509,0.07829477393174496,-33.24641494989295,-32.96377795828109,-0.2826369916118594
U56,0.2,Q,MA-THRESH,2018-12-31,OOS,1933,0.12231762460897093,-18.423633029130837,-18.47157928382883,0.04794625469799385
U56,0.2,Q,MA-THRESH,2020-12-31,IS,3014,0.07763642998386845,-34.32350278764211,-34.0873790448881,-0.23612374275401038
U56,0.2,Q,MA-THRESH,2020-12-31,OOS,1428,0.139275459518564,-11.669417695431683,-12.150036534707942,0.4806188392762589
U56,0.2,Q,QUANTILE-M,2012-12-31,IS,999,0.12021984078614237,-15.28068806256404,-15.277877714678878,-0.002810347885162656
U56,0.2,Q,QUANTILE-M,2012-12-31,OOS,3443,0.11537626670056542,-24.020524415405298,-23.94281091731432,-0.07771349809097927
U56,0.2,Q,QUANTILE-M,2014-12-31,IS,1503,0.12065258870074493,-24.161341525767366,-24.127683721953108,-0.03365780381425765
U56,0.2,Q,QUANTILE-M,2014-12-31,OOS,2939,0.11432435058801745,-20.897693502427494,-20.806905003906095,-0.09078849852139825
U56,0.2,Q,QUANTILE-M,2016-12-31,IS,2007,0.11983634978370565,-25.34355251680158,-25.29669649816777,-0.04685601863381095
U56,0.2,Q,QUANTILE-M,2016-12-31,OOS,2435,0.11368729083347255,-19.307371775075932,-19.2085614017957,-0.09881037328023368
U56,0.2,Q,QUANTILE-M,2018-12-31,IS,2509,0.11903094980727487,-24.2224145572143,-24.188633685145412,-0.03378087206888836
U56,0.2,Q,QUANTILE-M,2018-12-31,OOS,1933,0.11313577554524074,-19.16480793197508,-19.039866772665427,-0.12494115930965322
U56,0.2,Q,QUANTILE-M,2020-12-31,IS,3014,0.11867611311235815,-25.77479663074964,-25.69969386611055,-0.07510276463909094
U56,0.2,Q,QUANTILE-M,2020-12-31,OOS,1428,0.11179993156495478,-14.442977947477242,-14.342234896341743,-0.10074305113549897
U56,0.2,Q,QUANTILE-F,2012-12-31,IS,999,0.10363378979934944,-14.766349696118741,-14.755706215860709,-0.010643480258032412
U56,0.2,Q,QUANTILE-F,2012-12-31,OOS,3443,0.10589298922090021,-25.78337038528915,-25.689565378946178,-0.09380500634297206
U56,0.2,Q,QUANTILE-F,2014-12-31,IS,1503,0.10511102169400123,-25.07706537193868,-25.060983185093775,-0.01608218684490481
U56,0.2,Q,QUANTILE-F,2014-12-31,OOS,2939,0.10552495824805223,-22.254812608048667,-22.156469120232547,-0.09834348781611979
U56,0.2,Q,QUANTILE-F,2016-12-31,IS,2007,0.10527939235577109,-27.387125140714687,-27.358908714221954,-0.02821642649273315
U56,0.2,Q,QUANTILE-F,2016-12-31,OOS,2435,0.10547185931789603,-19.870786444472866,-19.76575842068864,-0.10502802378422516
U56,0.2,Q,QUANTILE-F,2018-12-31,IS,2509,0.10525473200165601,-26.11096435808178,-26.086176954724305,-0.024787403357475313
U56,0.2,Q,QUANTILE-F,2018-12-31,OOS,1933,0.10555385168388748,-19.540106404499703,-19.410910835180495,-0.12919556931920795
U56,0.2,Q,QUANTILE-F,2020-12-31,IS,3014,0.10570441721570066,-27.853467457401273,-27.793226012293502,-0.06024144510777063
U56,0.2,Q,QUANTILE-F,2020-12-31,OOS,1428,0.10471050728920701,-14.016561520480476,-13.915749991326187,-0.10081152915428859
U56,0.12,W,MA-THRESH,2012-12-31,IS,999,0.23741402950180804,-12.809285479608668,-11.610173941407531,-1.1991115382011373
U56,0.12,W,MA-THRESH,2012-12-31,OOS,3443,0.2301561920403309,-18.49689540386372,-17.2006944520406,-1.2962009518231206
U56,0.12,W,MA-THRESH,2014-12-31,IS,1503,0.23491229685988635,-15.00970135272146,-13.739568177551376,-1.2701331751700842
U56,0.12,W,MA-THRESH,2014-12-31,OOS,2939,0.23019095014860708,-18.318976325478054,-17.037168679738745,-1.2818076457393097
U56,0.12,W,MA-THRESH,2016-12-31,IS,2007,0.21132216071966176,-16.403618584293866,-15.202625553482285,-1.2009930308115813
U56,0.12,W,MA-THRESH,2016-12-31,OOS,2435,0.24865741605864652,-17.837255766441352,-16.451055254587633,-1.386200511853719
U56,0.12,W,MA-THRESH,2018-12-31,IS,2509,0.21130387144870658,-14.709575616679071,-13.642596093180547,-1.0669795234985244
U56,0.12,W,MA-THRESH,2018-12-31,OOS,1933,0.25837711909071936,-20.525800552067743,-18.77818246767935,-1.7476180843883924
U56,0.12,W,MA-THRESH,2020-12-31,IS,3014,0.21378066282756836,-17.43206367110124,-16.072837321716715,-1.3592263493845245
U56,0.12,W,MA-THRESH,2020-12-31,OOS,1428,0.26979654545159276,-16.655767807635115,-15.52404886183567,-1.1317189457994452
U56,0.12,W,QUANTILE-M,2012-12-31,IS,999,0.24011794495879213,-9.034718088723848,-9.034444248640106,-0.00027384008374120583
U56,0.12,W,QUANTILE-M,2012-12-31,OOS,3443,0.241948400283219,-14.444452838372456,-14.428117962376753,-0.016334875995703158
U56,0.12,W,QUANTILE-M,2014-12-31,IS,1503,0.24352773203136518,-11.533077023053995,-11.542332972931302,0.009255949877307046
U56,0.12,W,QUANTILE-M,2014-12-31,OOS,2939,0.24051853962089645,-14.055978332514552,-14.038139291757968,-0.017839040756584268
U56,0.12,W,QUANTILE-M,2016-12-31,IS,2007,0.2444756119091269,-11.84979288477992,-11.854491097593844,0.00469821281392413
U56,0.12,W,QUANTILE-M,2016-12-31,OOS,2435,0.2391144213911042,-14.317815295752713,-14.301624571463002,-0.0161907242897108
U56,0.12,W,QUANTILE-M,2018-12-31,IS,2509,0.24445182967532156,-11.348422509701983,-11.354467979315007,0.0060454696130243235
U56,0.12,W,QUANTILE-M,2018-12-31,OOS,1933,0.2377529894120923,-15.654334697268911,-15.641022238868342,-0.013312458400569938
U56,0.12,W,QUANTILE-M,2020-12-31,IS,3014,0.2438342677875296,-13.124721693654529,-13.117600870769873,-0.007120822884655098
U56,0.12,W,QUANTILE-M,2020-12-31,OOS,1428,0.23668745523623402,-13.337334065795648,-13.320434530547054,-0.016899535248594333
U56,0.12,W,QUANTILE-F,2012-12-31,IS,999,0.2321782791461807,-9.334646448157514,-9.339638163139119,0.004991714981605
U56,0.12,W,QUANTILE-F,2012-12-31,OOS,3443,0.2323264838895328,-14.740663657646857,-14.723657180748905,-0.017006476897952538
U56,0.12,W,QUANTILE-F,2014-12-31,IS,1503,0.23221354332708372,-11.90240965589171,-11.896060776663898,-0.006348879227811466
U56,0.12,W,QUANTILE-F,2014-12-31,OOS,2939,0.2323338650146612,-14.316720253551484,-14.301928355777838,-0.014791897773646312
