slice,n,n_pass,rate,med_pass,med_fail,delta,inverted,spearman_turn_pass,rung,stratum,gstar
0 bps | pooled (all 180),180,30,0.16666666666666666,8.806117131889275,11.71861892864003,-2.912501796750755,False,-0.1431591492452144,0,pooled,
5 bps | gross_real < 0.95,123,20,0.16260162601626016,7.799467277660098,9.317690545526101,-1.518223267866003,False,-0.21780777141300367,5,low,0.95
5 bps | gross_real >= 0.95,57,6,0.10526315789473684,14.011942859048686,15.690723622201885,-1.678780763153199,False,-0.07296947040062486,5,high,0.95
5 bps | gross_real < 1.00,154,23,0.14935064935064934,8.208759352934159,11.669522858994206,-3.4607635060600472,False,-0.20961633855851888,5,low,1.0
5 bps | gross_real >= 1.00,26,3,,,,,,,5,high,1.0
10 bps | pooled (all 180),180,17,0.09444444444444444,8.266497294317862,11.607426622436511,-3.3409293281186496,False,-0.15336933071562792,10,pooled,
10 bps | gross_real < 0.50,34,0,,,,,,,10,low,0.5
10 bps | gross_real >= 0.50,146,17,0.11643835616438356,8.266497294317862,12.809237367541195,-4.542740073223333,False,-0.22217655906415237,10,high,0.5
10 bps | gross_real < 0.60,60,0,,,,,,,10,low,0.6
10 bps | gross_real >= 0.60,120,17,0.14166666666666666,8.266497294317862,13.74549066013104,-5.478993365813178,False,-0.3052774034724983,10,high,0.6
10 bps | gross_real < 0.70,60,0,,,,,,,10,low,0.7
10 bps | gross_real >= 0.70,120,17,0.14166666666666666,8.266497294317862,13.74549066013104,-5.478993365813178,False,-0.3052774034724983,10,high,0.7
10 bps | gross_real < 0.75,94,5,0.05319148936170213,5.109371920566963,8.742960064538929,-3.6335881439719655,False,-0.19654403287046088,10,low,0.75
10 bps | gross_real >= 0.75,86,12,0.13953488372093023,9.579153084424735,15.35658068531945,-5.777427600894715,False,-0.24602907792261303,10,high,0.75
10 bps | gross_real < 0.80,120,11,0.09166666666666666,5.274836162341815,9.35616036166026,-4.081324199318445,False,-0.25886686851862956,10,low,0.8
10 bps | gross_real >= 0.80,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,10,high,0.8
10 bps | gross_real < 0.85,120,11,0.09166666666666666,5.274836162341815,9.35616036166026,-4.081324199318445,False,-0.25886686851862956,10,low,0.85
10 bps | gross_real >= 0.85,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,10,high,0.85
10 bps | gross_real < 0.90,120,11,0.09166666666666666,5.274836162341815,9.35616036166026,-4.081324199318445,False,-0.25886686851862956,10,low,0.9
10 bps | gross_real >= 0.90,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,10,high,0.9
10 bps | gross_real < 0.95,123,11,0.08943089430894309,5.274836162341815,9.291369310160267,-4.016533147818452,False,-0.25356049668172664,10,low,0.95
10 bps | gross_real >= 0.95,57,6,0.10526315789473684,14.011942859048686,15.690723622201885,-1.678780763153199,False,-0.07296947040062486,10,high,0.95
10 bps | gross_real < 1.00,154,14,0.09090909090909091,7.799467277660098,11.348501960621396,-3.549034682961298,False,-0.19460311908094902,10,low,1.0
10 bps | gross_real >= 1.00,26,3,,,,,,,10,high,1.0
25 bps | pooled (all 180),180,5,0.027777777777777776,3.6697378138340238,11.380137184868996,-7.710399371034972,False,-0.1987613821861331,25,pooled,
25 bps | gross_real < 0.50,34,0,,,,,,,25,low,0.5
25 bps | gross_real >= 0.50,146,5,0.03424657534246575,3.6697378138340238,12.44248651290715,-8.772748699073126,False,-0.2381500129147266,25,high,0.5
25 bps | gross_real < 0.60,60,0,,,,,,,25,low,0.6
25 bps | gross_real >= 0.60,120,5,0.041666666666666664,3.6697378138340238,13.093218329159573,-9.423480515325549,False,-0.2847224289149338,25,high,0.6
25 bps | gross_real < 0.70,60,0,,,,,,,25,low,0.7
25 bps | gross_real >= 0.70,120,5,0.041666666666666664,3.6697378138340238,13.093218329159573,-9.423480515325549,False,-0.2847224289149338,25,high,0.7
25 bps | gross_real < 0.75,94,1,,,,,,,25,low,0.75
25 bps | gross_real >= 0.75,86,4,,,,,,,25,high,0.75
25 bps | gross_real < 0.80,120,4,,,,,,,25,low,0.8
25 bps | gross_real >= 0.80,60,1,,,,,,,25,high,0.8
25 bps | gross_real < 0.85,120,4,,,,,,,25,low,0.85
25 bps | gross_real >= 0.85,60,1,,,,,,,25,high,0.85
25 bps | gross_real < 0.90,120,4,,,,,,,25,low,0.9
25 bps | gross_real >= 0.90,60,1,,,,,,,25,high,0.9
25 bps | gross_real < 0.95,123,4,,,,,,,25,low,0.95
25 bps | gross_real >= 0.95,57,1,,,,,,,25,high,0.95
25 bps | gross_real < 1.00,154,4,,,,,,,25,low,1.0
25 bps | gross_real >= 1.00,26,1,,,,,,,25,high,1.0
