corpus,panel,cost,selector,s,N,real_dOOS,real_n,null_mean,null_sd,null_p5,null_p95,null_mean_n,pct,degenerate
C168,broad,25.0,SIZE n>=15,55,88,0.15250832724865804,18,0.038681165610083765,0.05330764865500575,0.0,0.15250832724865804,10.815,94.0,False
C168,u56,10.0,SIZE n>=15,22,88,0.07030620895583128,20,0.052865704893914456,0.05190191895479457,0.0,0.1511029508355426,6.325,81.5,False
C168,u56,25.0,SIZE n>=15,22,88,0.15495180199760206,28,0.07481990722586165,0.06442493476404344,0.0,0.1693903842803577,7.065,74.0,False
C159,broad,10.0,SIZE n>=20,56,98,0.11741741380300463,25,0.04807057444481269,0.05671618001928928,0.0,0.1365050471534186,13.46,87.0,False
C159,broad,25.0,SIZE n>=20,56,98,0.12944907608030898,25,0.03682255658048472,0.04812299130423319,0.0,0.11572536065754113,14.83,99.0,False
C159,small,10.0,SIZE n>=20,70,98,0.0,21,0.015191455543617156,0.02478169985825087,0.0,0.0546883166677799,16.45,0.0,False
C159,small,25.0,SIZE n>=20,70,98,-0.14056109836708552,21,-0.024922946003588575,0.07325497718955375,-0.14056109836708552,0.11750063479023662,10.09,2.5,False
C159,u56,10.0,SIZE n>=20,35,98,0.06620128208717235,20,0.03583517390827261,0.05683385480703427,-0.04443408777804314,0.1129548392828078,4.86,67.0,False
C159,u56,25.0,SIZE n>=20,35,98,0.08433046078258433,20,0.03673374440051464,0.05761251500916036,-0.04797035045289655,0.11440494586960714,4.58,70.5,False
C165,u56,10.0,SIZE n>=20,21,63,0.06620128208717235,20,0.05184893044461123,0.05020204866249887,0.0,0.1129548392828078,7.44,50.0,False
C168,broad,10.0,SIZE n>=20,44,88,0.11541988608809739,25,0.06054277829984125,0.06398938941352392,0.0,0.1574398055492553,11.31,80.0,False
C168,broad,25.0,SIZE n>=20,44,88,0.11542940995631956,25,0.05874036228804343,0.05945068025214186,0.0,0.15250832724865804,11.19,79.5,False
C168,u56,10.0,SIZE n>=20,22,88,0.07030620895583128,20,0.052865704893914456,0.05190191895479457,0.0,0.1511029508355426,6.325,81.5,False
C168,u56,25.0,SIZE n>=20,22,88,0.15495180199760206,28,0.07481990722586165,0.06442493476404344,0.0,0.1693903842803577,7.065,74.0,False
C159,broad,10.0,SIZE n>=25,56,98,0.11741741380300463,25,0.04807057444481269,0.05671618001928928,0.0,0.1365050471534186,13.46,87.0,False
C159,broad,25.0,SIZE n>=25,56,98,0.12944907608030898,25,0.03682255658048472,0.04812299130423319,0.0,0.11572536065754113,14.83,99.0,False
C159,small,10.0,SIZE n>=25,63,98,0.07249901538577269,28,0.021796142344155767,0.030362400079851123,0.0,0.07249901538577269,15.225,94.5,False
C159,small,25.0,SIZE n>=25,63,98,0.07834856354809741,38,-0.027706116216026814,0.08214357381328685,-0.14056109836708552,0.11750063479023662,10.99,88.0,False
C159,u56,10.0,SIZE n>=25,21,98,0.16120406346536142,28,0.05540663736748817,0.06137237861818316,-0.04443408777804314,0.13453705538104435,6.15,95.0,False
C159,u56,25.0,SIZE n>=25,21,98,0.18281327155275295,28,0.04208728466152202,0.06307875942637814,-0.04797035045289655,0.1276374842763699,5.685,100.0,False
C165,u56,10.0,SIZE n>=25,14,63,0.16120406346536142,28,0.06212621112742276,0.05495517642704853,0.0,0.16361926503820723,7.51,92.0,False
C168,broad,10.0,SIZE n>=25,44,88,0.11541988608809739,25,0.06054277829984125,0.06398938941352392,0.0,0.1574398055492553,11.31,80.0,False
C168,broad,25.0,SIZE n>=25,44,88,0.11542940995631956,25,0.05874036228804343,0.05945068025214186,0.0,0.15250832724865804,11.19,79.5,False
C168,u56,10.0,SIZE n>=25,11,88,0.13782822223139268,28,0.0640494612765871,0.055775316575863806,0.0,0.1511029508355426,7.925,76.5,False
C168,u56,25.0,SIZE n>=25,11,88,0.15495180199760206,28,0.09631572784541557,0.06762900025957726,0.0,0.208180190583088,9.28,67.0,False
