panel,window,family,mode,theta,gross,jaccard,book_len,spy_len,contained
SMALL,FULL,DISP,AGG,0.4,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.4,0.5,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.4,0.75,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.4,1.0,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.6,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.6,0.5,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.6,0.75,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.6,1.0,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.2,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.2,0.5,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.2,0.75,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.2,1.0,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.4,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.4,0.5,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.4,0.75,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.4,1.0,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.6,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.6,0.5,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.6,0.75,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,HYB,0.6,1.0,0.45652173913043476,43,24,0.0
SMALL,IS,TREND,ROW,,0.25,0.7414965986394558,147,109,0.0
SMALL,IS,TREND,ROW,,0.5,0.7414965986394558,147,109,0.0
SMALL,IS,TREND,ROW,,0.75,0.7414965986394558,147,109,0.0
SMALL,IS,TREND,ROW,,1.0,0.7414965986394558,147,109,0.0
SMALL,IS,TREND,AGG,0.2,0.25,0.0,162,109,0.0
SMALL,IS,TREND,AGG,0.2,0.5,0.0,162,109,0.0
SMALL,IS,TREND,AGG,0.2,0.75,0.0,162,109,0.0
SMALL,IS,TREND,AGG,0.2,1.0,0.0,162,109,0.0
SMALL,IS,TREND,AGG,0.4,0.25,0.0,190,109,0.0
SMALL,IS,TREND,AGG,0.4,0.5,0.0,190,109,0.0
SMALL,IS,TREND,AGG,0.4,0.75,0.0,190,109,0.0
SMALL,IS,TREND,AGG,0.4,1.0,0.0,190,109,0.0
SMALL,IS,TREND,AGG,0.6,0.25,0.34935897435897434,312,109,0.0
SMALL,IS,TREND,AGG,0.6,0.5,0.34935897435897434,312,109,0.0
SMALL,IS,TREND,AGG,0.6,0.75,0.34935897435897434,312,109,0.0
SMALL,IS,TREND,AGG,0.6,1.0,0.34935897435897434,312,109,0.0
SMALL,IS,TREND,HYB,0.2,0.25,0.7414965986394558,147,109,0.0
SMALL,IS,TREND,HYB,0.2,0.5,0.7414965986394558,147,109,0.0
SMALL,IS,TREND,HYB,0.2,0.75,0.7414965986394558,147,109,0.0
SMALL,IS,TREND,HYB,0.2,1.0,0.7414965986394558,147,109,0.0
SMALL,IS,TREND,HYB,0.4,0.25,0.0,256,109,0.0
SMALL,IS,TREND,HYB,0.4,0.5,0.0,256,109,0.0
SMALL,IS,TREND,HYB,0.4,0.75,0.0,256,109,0.0
SMALL,IS,TREND,HYB,0.4,1.0,0.0,256,109,0.0
SMALL,IS,TREND,HYB,0.6,0.25,0.34935897435897434,312,109,0.0
SMALL,IS,TREND,HYB,0.6,0.5,0.34935897435897434,312,109,0.0
SMALL,IS,TREND,HYB,0.6,0.75,0.34935897435897434,312,109,0.0
SMALL,IS,TREND,HYB,0.6,1.0,0.34935897435897434,312,109,0.0
SMALL,IS,VOL,ROW,,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,ROW,,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,ROW,,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,ROW,,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,AGG,0.2,0.25,0.0,162,109,0.0
SMALL,IS,VOL,AGG,0.2,0.5,0.0,162,109,0.0
SMALL,IS,VOL,AGG,0.2,0.75,0.0,162,109,0.0
SMALL,IS,VOL,AGG,0.2,1.0,0.0,162,109,0.0
SMALL,IS,VOL,AGG,0.4,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,AGG,0.4,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,AGG,0.4,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,AGG,0.4,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,AGG,0.6,0.25,0.0,162,109,0.0
SMALL,IS,VOL,AGG,0.6,0.5,0.0,162,109,0.0
SMALL,IS,VOL,AGG,0.6,0.75,0.0,162,109,0.0
SMALL,IS,VOL,AGG,0.6,1.0,0.0,162,109,0.0
SMALL,IS,VOL,HYB,0.2,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,HYB,0.2,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,HYB,0.2,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,HYB,0.2,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,HYB,0.4,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,HYB,0.4,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,HYB,0.4,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,HYB,0.4,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,VOL,HYB,0.6,0.25,0.4217687074829932,100,109,0.0
SMALL,IS,VOL,HYB,0.6,0.5,0.4217687074829932,100,109,0.0
SMALL,IS,VOL,HYB,0.6,0.75,0.4217687074829932,100,109,0.0
SMALL,IS,VOL,HYB,0.6,1.0,0.4217687074829932,100,109,0.0
SMALL,IS,MOM,ROW,,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,ROW,,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,ROW,,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,ROW,,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,AGG,0.2,0.25,0.0,162,109,0.0
SMALL,IS,MOM,AGG,0.2,0.5,0.0,162,109,0.0
SMALL,IS,MOM,AGG,0.2,0.75,0.0,162,109,0.0
SMALL,IS,MOM,AGG,0.2,1.0,0.0,162,109,0.0
SMALL,IS,MOM,AGG,0.4,0.25,0.0,230,109,0.0
SMALL,IS,MOM,AGG,0.4,0.5,0.0,230,109,0.0
SMALL,IS,MOM,AGG,0.4,0.75,0.0,230,109,0.0
SMALL,IS,MOM,AGG,0.4,1.0,0.0,230,109,0.0
SMALL,IS,MOM,AGG,0.6,0.25,0.64,96,109,0.0
SMALL,IS,MOM,AGG,0.6,0.5,0.64,96,109,0.0
SMALL,IS,MOM,AGG,0.6,0.75,0.64,96,109,0.0
SMALL,IS,MOM,AGG,0.6,1.0,0.64,96,109,0.0
SMALL,IS,MOM,HYB,0.2,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,HYB,0.2,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,HYB,0.2,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,HYB,0.2,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,HYB,0.4,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,HYB,0.4,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,HYB,0.4,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,HYB,0.4,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,MOM,HYB,0.6,0.25,0.64,96,109,0.0
SMALL,IS,MOM,HYB,0.6,0.5,0.64,96,109,0.0
SMALL,IS,MOM,HYB,0.6,0.75,0.64,96,109,0.0
SMALL,IS,MOM,HYB,0.6,1.0,0.64,96,109,0.0
SMALL,IS,DISP,ROW,,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,ROW,,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,ROW,,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,ROW,,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,AGG,0.2,0.25,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.2,0.5,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.2,0.75,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.2,1.0,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.4,0.25,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.4,0.5,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.4,0.75,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.4,1.0,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.6,0.25,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.6,0.5,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.6,0.75,0.0,162,109,0.0
SMALL,IS,DISP,AGG,0.6,1.0,0.0,162,109,0.0
SMALL,IS,DISP,HYB,0.2,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.2,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.2,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.2,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.4,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.4,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.4,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.4,1.0,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.6,0.25,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.6,0.5,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.6,0.75,0.5688073394495413,62,109,1.0
SMALL,IS,DISP,HYB,0.6,1.0,0.5688073394495413,62,109,1.0
SMALL,OOS,TREND,ROW,,0.25,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,ROW,,0.5,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,ROW,,0.75,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,ROW,,1.0,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,AGG,0.2,0.25,0.0,505,24,0.0
SMALL,OOS,TREND,AGG,0.2,0.5,0.0,505,24,0.0
SMALL,OOS,TREND,AGG,0.2,0.75,0.0,505,24,0.0
SMALL,OOS,TREND,AGG,0.2,1.0,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,AGG,0.4,0.25,0.04395604395604396,546,24,0.0
SMALL,OOS,TREND,AGG,0.4,0.5,0.04395604395604396,546,24,0.0
SMALL,OOS,TREND,AGG,0.4,0.75,0.04395604395604396,546,24,0.0
SMALL,OOS,TREND,AGG,0.4,1.0,0.04395604395604396,546,24,0.0
SMALL,OOS,TREND,AGG,0.6,0.25,0.0,1263,24,0.0
SMALL,OOS,TREND,AGG,0.6,0.5,0.0,1263,24,0.0
SMALL,OOS,TREND,AGG,0.6,0.75,0.0,1263,24,0.0
SMALL,OOS,TREND,AGG,0.6,1.0,0.0,1263,24,0.0
SMALL,OOS,TREND,HYB,0.2,0.25,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,HYB,0.2,0.5,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,HYB,0.2,0.75,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,HYB,0.2,1.0,0.043478260869565216,384,24,0.0
SMALL,OOS,TREND,HYB,0.4,0.25,0.04395604395604396,546,24,0.0
SMALL,OOS,TREND,HYB,0.4,0.5,0.04395604395604396,546,24,0.0
SMALL,OOS,TREND,HYB,0.4,0.75,0.04395604395604396,546,24,0.0
SMALL,OOS,TREND,HYB,0.4,1.0,0.04395604395604396,546,24,0.0
SMALL,OOS,TREND,HYB,0.6,0.25,0.0,1263,24,0.0
SMALL,OOS,TREND,HYB,0.6,0.5,0.0,1263,24,0.0
SMALL,OOS,TREND,HYB,0.6,0.75,0.0,1263,24,0.0
SMALL,OOS,TREND,HYB,0.6,1.0,0.0,1263,24,0.0
SMALL,OOS,VOL,ROW,,0.25,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,ROW,,0.5,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,ROW,,0.75,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,ROW,,1.0,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,AGG,0.2,0.25,0.2926829268292683,82,24,0.0
SMALL,OOS,VOL,AGG,0.2,0.5,0.2926829268292683,82,24,0.0
SMALL,OOS,VOL,AGG,0.2,0.75,0.2926829268292683,82,24,0.0
SMALL,OOS,VOL,AGG,0.2,1.0,0.2926829268292683,82,24,0.0
SMALL,OOS,VOL,AGG,0.4,0.25,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,AGG,0.4,0.5,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,AGG,0.4,0.75,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,AGG,0.4,1.0,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,AGG,0.6,0.25,0.0,226,24,0.0
SMALL,OOS,VOL,AGG,0.6,0.5,0.0,226,24,0.0
SMALL,OOS,VOL,AGG,0.6,0.75,0.0,496,24,0.0
SMALL,OOS,VOL,AGG,0.6,1.0,0.0,496,24,0.0
SMALL,OOS,VOL,HYB,0.2,0.25,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,HYB,0.2,0.5,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,HYB,0.2,0.75,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,HYB,0.2,1.0,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,HYB,0.4,0.25,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,HYB,0.4,0.5,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,HYB,0.4,0.75,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,HYB,0.4,1.0,0.3695652173913043,39,24,0.0
SMALL,OOS,VOL,HYB,0.6,0.25,0.0,496,24,0.0
SMALL,OOS,VOL,HYB,0.6,0.5,0.0,496,24,0.0
SMALL,OOS,VOL,HYB,0.6,0.75,0.0,496,24,0.0
SMALL,OOS,VOL,HYB,0.6,1.0,0.0,496,24,0.0
SMALL,OOS,MOM,ROW,,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,MOM,ROW,,0.5,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,ROW,,0.75,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,ROW,,1.0,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,AGG,0.2,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,MOM,AGG,0.2,0.5,0.45652173913043476,43,24,0.0
SMALL,OOS,MOM,AGG,0.2,0.75,0.45652173913043476,43,24,0.0
SMALL,OOS,MOM,AGG,0.2,1.0,0.45652173913043476,43,24,0.0
SMALL,OOS,MOM,AGG,0.4,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,MOM,AGG,0.4,0.5,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,AGG,0.4,0.75,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,AGG,0.4,1.0,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,AGG,0.6,0.25,0.0380952380952381,630,24,0.0
SMALL,OOS,MOM,AGG,0.6,0.5,0.0380952380952381,630,24,0.0
SMALL,OOS,MOM,AGG,0.6,0.75,0.0380952380952381,630,24,0.0
SMALL,OOS,MOM,AGG,0.6,1.0,0.0380952380952381,630,24,0.0
SMALL,OOS,MOM,HYB,0.2,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,MOM,HYB,0.2,0.5,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,HYB,0.2,0.75,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,HYB,0.2,1.0,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,HYB,0.4,0.25,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,HYB,0.4,0.5,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,HYB,0.4,0.75,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,HYB,0.4,1.0,0.05370843989769821,388,24,0.0
SMALL,OOS,MOM,HYB,0.6,0.25,0.037267080745341616,644,24,0.0
SMALL,OOS,MOM,HYB,0.6,0.5,0.037267080745341616,644,24,0.0
SMALL,OOS,MOM,HYB,0.6,0.75,0.037267080745341616,644,24,0.0
SMALL,OOS,MOM,HYB,0.6,1.0,0.037267080745341616,644,24,0.0
SMALL,OOS,DISP,ROW,,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,ROW,,0.5,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,ROW,,0.75,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,ROW,,1.0,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.2,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.2,0.5,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.2,0.75,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.2,1.0,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.4,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.4,0.5,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.4,0.75,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.4,1.0,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.6,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.6,0.5,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.6,0.75,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,AGG,0.6,1.0,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.2,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.2,0.5,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.2,0.75,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.2,1.0,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.4,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.4,0.5,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.4,0.75,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.4,1.0,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.6,0.25,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.6,0.5,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.6,0.75,0.45652173913043476,43,24,0.0
SMALL,OOS,DISP,HYB,0.6,1.0,0.45652173913043476,43,24,0.0
