G,cost,w,dSharpe,dCAGR,dMaxDD,dOOS_Sharpe,dOOS_CAGR,dgross
1.0,10.0,0.1,-0.5569281218829764,-9.564616032360384,-18.97997664282427,-0.6756417934644827,-13.429422318009166,0.0
1.0,10.0,0.2,-0.49492943375471865,-8.424292105951459,-16.272357510573045,-0.6014835142622302,-11.873019169068332,0.0
1.0,10.0,0.3,-0.4298623589031143,-7.301545236318896,-13.47109991150216,-0.5231397118642326,-10.329933703241112,0.0
1.0,10.0,0.4,-0.36254729326492763,-6.197129825497827,-11.180598001366837,-0.4416413673039229,-8.801287986199036,0.0
1.0,10.0,0.5,-0.29418176300725585,-5.111808915365956,-9.365951762740766,-0.35853352790607185,-7.288248878987003,0.0
1.0,10.0,0.6,-0.22635072416405977,-4.046360564959839,-7.518162810808537,-0.2758753763143007,-5.7919500922863465,0.0
1.0,10.0,0.7,-0.16097018602075175,-3.0016217393870503,-5.636957467234904,-0.19614574725526435,-4.313685556490632,0.0
1.0,10.0,0.8,-0.10013860504377803,-1.978444193973794,-3.721986101115571,-0.12200532864136804,-2.8547523382024043,0.0
1.0,10.0,0.9,-0.045904218523475926,-0.9776202352592911,-1.7728877998664516,-0.05595978786925704,-1.4164216356241432,0.0
1.0,25.0,0.0,-0.6181928053851226,-10.935383183219072,-22.161781044758722,-0.7487009871854955,-15.202960732496384,0.0
1.0,25.0,0.1,-0.560350341399481,-9.762378417072703,-19.557295455833103,-0.6799397516655585,-13.620991895903645,0.0
1.0,25.0,0.2,-0.49884652537006324,-8.604882013524007,-16.859324659522514,-0.6062982363090667,-12.049626485415676,0.0
1.0,25.0,0.3,-0.43413719101522275,-7.463582197494856,-14.066180112226556,-0.5283178833496609,-10.489868045023321,0.0
1.0,25.0,0.4,-0.3670022592390648,-6.3392590915565705,-11.239230211182239,-0.44698035594315466,-8.942819958042293,0.0
1.0,25.0,0.5,-0.2985968378194852,-5.232722196019113,-9.416274259151402,-0.36378074532794946,-7.409691468851065,0.0
1.0,25.0,0.6,-0.2304660926419907,-4.1448272108871365,-7.559552578691342,-0.2807284950030198,-5.891605877837747,0.0
1.0,25.0,0.7,-0.16449813075285336,-3.0765861673343053,-5.668891285108857,-0.2002739028394085,-4.390082505205051,0.0
1.0,25.0,0.8,-0.10277874782611118,-2.029058944998341,-3.743929160830295,-0.12506851896376414,-2.9066485562536437,0.0
1.0,25.0,0.9,-0.047358741206487975,-1.0031698517523946,-1.7842792150674192,-0.057632403933634224,-1.4427689218012185,0.0
1.0,50.0,0.0,-0.622906931027986,-11.286805290590474,-23.090273752824018,-0.7548205236504506,-15.539674914421052,0.0
1.0,50.0,0.1,-0.5660633891650073,-10.087544428402095,-20.504041034996668,-0.6871135459918354,-13.935592604657533,0.0
1.0,50.0,0.2,-0.5053878258074957,-8.90162488999131,-17.822100259085282,-0.6143401524224719,-12.33947570947298,0.0
1.0,50.0,0.3,-0.44127295442360104,-7.729682114970893,-15.042522505252098,-0.5369659325737528,-10.752204088178408,0.0
1.0,50.0,0.4,-0.37443140878096703,-6.572537333926509,-12.163472385924813,-0.4558903148658724,-9.174849662848207,0.0
1.0,50.0,0.5,-0.3059487709372637,-5.431075125188056,-9.499854220389548,-0.3725263371563513,-7.6086899367089345,0.0
1.0,50.0,0.6,-0.23730633022674974,-4.306277337748954,-7.628265519067467,-0.28880336417341046,-6.054830041119419,0.0
1.0,50.0,0.7,-0.17034935372064353,-3.1994420748259866,-5.721882769716746,-0.20712840855463344,-4.515157297649708,0.0
1.0,50.0,0.8,-0.107147123574861,-2.1119700708100986,-3.780326375450749,-0.13014308842470967,-2.9915754614843415,0.0
1.0,50.0,0.9,-0.04975943543942318,-1.0450024222194099,-1.8031671140042005,-0.06039669354589061,-1.4858672914741744,0.0
