panel,char,flavour,level,seed,n_from_B,n_from_S,cvol,mrho,beta,tpers,plevel,breadth,reach_lo,reach_hi,feasible,bandwidth,n_pool
plevel~BONLY~L1.929761~5,plevel,BONLY,1.929761,5,36,0,0.24878941924268633,0.3643795676142456,0.9029986736658503,0.9679488967317196,1.8996843538325028,0.707132724731921,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~SONLY~L0.778795~0,plevel,SONLY,0.778795,0,0,36,0.6127643748434894,0.17253489225785582,1.1695146561600909,0.9611967632371976,0.8789015200498502,0.47208847313471614,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L0.778795~1,plevel,SONLY,0.778795,1,0,36,0.615657606667552,0.15369746165517648,1.1028846110553414,0.9660157454668368,0.8817954766231105,0.45107895660488956,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L0.778795~2,plevel,SONLY,0.778795,2,0,36,0.6296503115818655,0.16906159712573463,1.1978653190970436,0.9679225477717672,0.9216903320467351,0.4554024904033637,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L0.778795~3,plevel,SONLY,0.778795,3,0,36,0.6350052599204561,0.16561092415008838,1.1479043735414287,0.9670858351475184,0.8922382826626934,0.45638195716047397,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L0.778795~4,plevel,SONLY,0.778795,4,0,36,0.599550855937023,0.16277764289694957,1.0791764387475062,0.9632552888089158,0.9328546946418075,0.4653474502897694,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L0.778795~5,plevel,SONLY,0.778795,5,0,36,0.6049336427752005,0.17193933354929025,1.1565972246966407,0.9613963202356827,0.7818364321984069,0.46347912433546884,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.091295~0,plevel,SONLY,1.091295,0,0,36,0.5985729145925625,0.16878235658257093,1.1144830064302202,0.9640774585687333,1.0530331577660956,0.4829964446024731,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.091295~1,plevel,SONLY,1.091295,1,0,36,0.5637612987849709,0.1742274708856347,1.0322587658564493,0.9570833461820636,1.134657597757624,0.4727924681319584,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.091295~2,plevel,SONLY,1.091295,2,0,36,0.536379710065721,0.19698266837846024,1.0983195622943358,0.9623575641070973,1.0889549060364583,0.47226958011586384,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.091295~3,plevel,SONLY,1.091295,3,0,36,0.5215872306225546,0.17617054550658828,1.0213484604296783,0.9634365155008232,1.1174642166583442,0.5008620234495583,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.091295~4,plevel,SONLY,1.091295,4,0,36,0.5533855606508331,0.1734882199619678,1.1071692849003685,0.9599052378029955,1.0996877822898783,0.45145039670445675,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.091295~5,plevel,SONLY,1.091295,5,0,36,0.6024453988200478,0.14667755839422028,1.012733123164352,0.9654086405415429,1.1429125601289154,0.4495284077604927,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.322424~0,plevel,SONLY,1.322424,0,0,36,0.5314221306854106,0.19188670881493186,1.0746950717599635,0.9658180561111003,1.3061914159517753,0.48857304867256207,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.322424~1,plevel,SONLY,1.322424,1,0,36,0.5347471083266542,0.1871760647448738,1.1218541550799366,0.964440417266434,1.3074124517432444,0.4779926569873673,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.322424~2,plevel,SONLY,1.322424,2,0,36,0.49873949168402604,0.20209195675179847,1.0659402839268086,0.961415118967208,1.309100057869658,0.49911911373078566,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.322424~3,plevel,SONLY,1.322424,3,0,36,0.5080794478730514,0.20035246609379356,1.0339978914668388,0.9633044922337572,1.328963437619423,0.5052449971264061,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.322424~4,plevel,SONLY,1.322424,4,0,36,0.5138769100379652,0.20771971663349703,1.1142036955753793,0.9656665093001728,1.326468168903705,0.4856419657525543,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.322424~5,plevel,SONLY,1.322424,5,0,36,0.5244427918325404,0.19782180986896758,1.0879569443756163,0.9643687766507851,1.2989336213106852,0.5041388104077661,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.550570~0,plevel,SONLY,1.55057,0,0,36,0.49944596065366553,0.20490221259716895,1.0905533135515644,0.9649594806376144,1.435744035091389,0.4909895260637989,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.550570~1,plevel,SONLY,1.55057,1,0,36,0.5250446154235306,0.18512847711242258,1.033665776236837,0.96426001366931,1.4436965458452458,0.4891104153881567,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.550570~2,plevel,SONLY,1.55057,2,0,36,0.5326325638897682,0.19739769687532188,1.0380622761783864,0.9664069728109781,1.4905717191701988,0.4971286938271942,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.550570~3,plevel,SONLY,1.55057,3,0,36,0.5025359573586187,0.18902464863976498,0.9945546078474528,0.9636385771479505,1.4254433456481963,0.5013376487572574,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.550570~4,plevel,SONLY,1.55057,4,0,36,0.4867028071575705,0.2191516039012583,1.066765809190836,0.964629170767144,1.4332228891607206,0.4997267426736165,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
plevel~SONLY~L1.550570~5,plevel,SONLY,1.55057,5,0,36,0.5240048893346292,0.18659540699174193,0.972761471499326,0.9645354725929595,1.4232973215753741,0.5114935897644789,0.4904144751846525,1.855521870201675,True,0.22210351152168928,439
