reading,panel,inst,d,book,conv,bps,hstar,edge0,edge_max
A,SMALL439,VOLSH,2,MA200,rw,5,,-0.08699048590376707,-0.06047251458103478
A,SMALL439,VOLSH,2,MA200,rw,10,,-0.08741857557142213,-0.06091236174005349
A,SMALL439,VOLSH,2,MA200,rw,25,,-0.0887019522846923,-0.062235197353404534
A,SMALL439,VOLSH,2,MA200,dg,0,,-0.11416200482704886,-0.08513811921882822
A,SMALL439,VOLSH,2,MA200,dg,5,,-0.11484932511697737,-0.08582289641183033
A,SMALL439,VOLSH,2,MA200,dg,10,,-0.11553515525805574,-0.08650634985738928
A,SMALL439,VOLSH,2,MA200,dg,25,,-0.11758297488992703,-0.0885480398779767
A,SMALL439,VOLSH,3,EWALL,rw,0,,-0.0800724843952556,-0.05143902133098832
A,SMALL439,VOLSH,3,EWALL,rw,5,,-0.08166418097908568,-0.05302971989331717
A,SMALL439,VOLSH,3,EWALL,rw,10,,-0.08325595500540994,-0.050224107236340215
A,SMALL439,VOLSH,3,EWALL,rw,25,,-0.08803165522983936,-0.04229245279528683
A,SMALL439,VOLSH,3,EWALL,dg,0,,-0.0800724843952556,-0.05143902133098832
A,SMALL439,VOLSH,3,EWALL,dg,5,,-0.08166418097908568,-0.05302971989331717
A,SMALL439,VOLSH,3,EWALL,dg,10,,-0.08325595500540994,-0.050224107236340215
A,SMALL439,VOLSH,3,EWALL,dg,25,,-0.08803165522983936,-0.04229245279528683
A,SMALL439,VOLSH,3,MA200,rw,0,,-0.0865622828567485,-0.04630562769801033
A,SMALL439,VOLSH,3,MA200,rw,5,,-0.08699048590376707,-0.04675067971065372
A,SMALL439,VOLSH,3,MA200,rw,10,,-0.08741857557142213,-0.04719669464418651
A,SMALL439,VOLSH,3,MA200,rw,25,,-0.0887019522846923,-0.04854026250117631
A,SMALL439,VOLSH,3,MA200,dg,0,,-0.11416200482704886,-0.07168630420380363
A,SMALL439,VOLSH,3,MA200,dg,5,,-0.11484932511697737,-0.07236900912796673
A,SMALL439,VOLSH,3,MA200,dg,10,,-0.11553515525805574,-0.0730504359231387
A,SMALL439,VOLSH,3,MA200,dg,25,,-0.11758297488992703,-0.07508632180174088
A,U56,PXL,1,EWALL,rw,0,0.19113570482432474,-0.07202966053110282,0.048683948412495126
A,U56,PXL,1,EWALL,rw,5,0.19314755748775236,-0.07284156436889444,0.04787497569891741
A,U56,PXL,1,EWALL,rw,10,0.1951596001082898,-0.07365357217021673,0.047065883621541516
A,U56,PXL,1,EWALL,rw,25,0.20106967037563866,-0.07609019122507532,0.04463791925065719
A,U56,PXL,1,EWALL,dg,0,0.19113570482432474,-0.07202966053110282,0.048683948412495126
A,U56,PXL,1,EWALL,dg,5,0.19314755748775236,-0.07284156436889444,0.04787497569891741
A,U56,PXL,1,EWALL,dg,10,0.1951596001082898,-0.07365357217021673,0.047065883621541516
A,U56,PXL,1,EWALL,dg,25,0.20106967037563866,-0.07609019122507532,0.04463791925065719
A,U56,PXL,1,MA200,rw,0,0.2357890341124339,-0.0646690495518516,0.02041474884434047
A,U56,PXL,1,MA200,rw,5,0.23762869641324424,-0.06524287400736783,0.019826785880301623
A,U56,PXL,1,MA200,rw,10,0.239482983787327,-0.06581870369393816,0.019233635589940956
A,U56,PXL,1,MA200,rw,25,0.2451257634649767,-0.06755509027239781,0.01742625440228518
A,U56,PXL,1,MA200,dg,0,0.2423799149542884,-0.07832212927640358,0.021491646283348098
A,U56,PXL,1,MA200,dg,5,0.24310931219197474,-0.07859372703962775,0.021220310839759282
A,U56,PXL,1,MA200,dg,10,0.24384107336003064,-0.07886536180726167,0.020947845632991013
A,U56,PXL,1,MA200,dg,25,0.24604978777785116,-0.0796801184535183,0.020124041197143283
A,U56,PXL,2,EWALL,rw,0,0.16703715564825106,-0.07202966053110282,0.06755768826581088
A,U56,PXL,2,EWALL,rw,5,0.16877475422612662,-0.07284156436889444,0.06675144133458544
A,U56,PXL,2,EWALL,rw,10,0.17051242529889332,-0.07365357217021673,0.06594510761356376
A,U56,PXL,2,EWALL,rw,25,0.1757258068509242,-0.07609019122507532,0.06352561369886522
A,U56,PXL,2,EWALL,dg,0,0.16703715564825106,-0.07202966053110282,0.06755768826581088
A,U56,PXL,2,EWALL,dg,5,0.16877475422612662,-0.07284156436889444,0.06675144133458544
A,U56,PXL,2,EWALL,dg,10,0.17051242529889332,-0.07365357217021673,0.06594510761356376
A,U56,PXL,2,EWALL,dg,25,0.1757258068509242,-0.07609019122507532,0.06352561369886522
A,U56,PXL,2,MA200,rw,0,0.20084561510280757,-0.0646690495518516,0.03807119464071185
A,U56,PXL,2,MA200,rw,5,0.20238468670727736,-0.06524287400736783,0.03747143408385334
A,U56,PXL,2,MA200,rw,10,0.20393512433206828,-0.06581870369393816,0.03686642318882849
A,U56,PXL,2,MA200,rw,25,0.20864786749121328,-0.06755509027239781,0.03502311647962808
A,U56,PXL,2,MA200,dg,0,0.20249167164779652,-0.07832212927640358,0.044919238112137605
A,U56,PXL,2,MA200,dg,5,0.20308343900075668,-0.07859372703962775,0.04464893063291042
A,U56,PXL,2,MA200,dg,10,0.20367694590209295,-0.07886536180726167,0.044377346981330223
A,U56,PXL,2,MA200,dg,25,0.20546727642695145,-0.0796801184535183,0.043555308504454104
A,U56,PXL,3,EWALL,rw,0,0.1925005577278267,-0.07202966053110282,0.20856313928072356
A,U56,PXL,3,EWALL,rw,5,0.1945219057975086,-0.07284156436889444,0.2081678870687308
A,U56,PXL,3,EWALL,rw,10,0.19654325584429916,-0.07365357217021673,0.20777249964405742
A,U56,PXL,3,EWALL,rw,25,0.2005029565008961,-0.07609019122507532,0.20658554242119287
A,U56,PXL,3,EWALL,dg,0,0.1925005577278267,-0.07202966053110282,0.20856313928072356
A,U56,PXL,3,EWALL,dg,5,0.1945219057975086,-0.07284156436889444,0.2081678870687308
A,U56,PXL,3,EWALL,dg,10,0.19654325584429916,-0.07365357217021673,0.20777249964405742
A,U56,PXL,3,EWALL,dg,25,0.2005029565008961,-0.07609019122507532,0.20658554242119287
A,U56,PXL,3,MA200,rw,0,0.20499686458052752,-0.0646690495518516,0.21276485239094856
A,U56,PXL,3,MA200,rw,5,0.2052355206419454,-0.06524287400736783,0.2133005778104417
A,U56,PXL,3,MA200,rw,10,0.20547349679217658,-0.06581870369393816,0.2138220934847891
A,U56,PXL,3,MA200,rw,25,0.20618242783584959,-0.06755509027239781,0.21530324944702317
A,U56,PXL,3,MA200,dg,0,0.23158000819043276,-0.07832212927640358,0.026945375227858337
A,U56,PXL,3,MA200,dg,5,0.23227764148461572,-0.07859372703962775,0.026671221900425368
A,U56,PXL,3,MA200,dg,10,0.2329771060168182,-0.07886536180726167,0.026396102009670575
A,U56,PXL,3,MA200,dg,25,0.23508572532714886,-0.0796801184535183,0.025565315752485274
B,SMALL439,DV,1,EWALL,rw,0,,-0.1789056114023389,-0.05931945058260357
B,SMALL439,DV,1,EWALL,rw,5,,-0.18020050793785847,-0.06039365215553044
B,SMALL439,DV,1,EWALL,rw,10,,-0.1814954264299216,-0.06146786790099906
B,SMALL439,DV,1,EWALL,rw,25,,-0.1853802469157943,-0.06469054982684314
B,SMALL439,DV,1,EWALL,dg,0,,-0.1789056114023389,-0.05931945058260357
B,SMALL439,DV,1,EWALL,dg,5,,-0.18020050793785847,-0.06039365215553044
B,SMALL439,DV,1,EWALL,dg,10,,-0.1814954264299216,-0.06146786790099906
B,SMALL439,DV,1,EWALL,dg,25,,-0.1853802469157943,-0.06469054982684314
B,SMALL439,DV,1,MA200,rw,0,,-0.17191052603420398,-0.04043079921074183
B,SMALL439,DV,1,MA200,rw,5,,-0.17187121619778595,-0.04016260770055488
B,SMALL439,DV,1,MA200,rw,10,,-0.17183047284938113,-0.03989458636639798
B,SMALL439,DV,1,MA200,rw,25,,-0.17170006269711818,-0.039092737385980486
B,SMALL439,DV,1,MA200,dg,0,,-0.22219301894959415,-0.07354690755476578
B,SMALL439,DV,1,MA200,dg,5,,-0.22249710989349597,-0.07377977178009099
B,SMALL439,DV,1,MA200,dg,10,,-0.22279862691145785,-0.07401159668173304
B,SMALL439,DV,1,MA200,dg,25,,-0.22368738104395752,-0.07470056587937059
B,SMALL439,DV,2,EWALL,rw,0,,-0.1789056114023389,-0.044084153786475816
B,SMALL439,DV,2,EWALL,rw,5,,-0.18020050793785847,-0.04496014357329747
B,SMALL439,DV,2,EWALL,rw,10,,-0.1814954264299216,-0.045836096671812654
B,SMALL439,DV,2,EWALL,rw,25,,-0.1853802469157943,-0.04846369695851213
B,SMALL439,DV,2,EWALL,dg,0,,-0.1789056114023389,-0.044084153786475816
B,SMALL439,DV,2,EWALL,dg,5,,-0.18020050793785847,-0.04496014357329747
B,SMALL439,DV,2,EWALL,dg,10,,-0.1814954264299216,-0.045836096671812654
B,SMALL439,DV,2,EWALL,dg,25,,-0.1853802469157943,-0.04846369695851213
B,SMALL439,DV,2,MA200,rw,0,,-0.17191052603420398,-0.04874079642532424
B,SMALL439,DV,2,MA200,rw,5,,-0.17187121619778595,-0.04863861200167312
B,SMALL439,DV,2,MA200,rw,10,,-0.17183047284938113,-0.04853523243424685
B,SMALL439,DV,2,MA200,rw,25,,-0.17170006269711818,-0.04821872100617128
B,SMALL439,DV,2,MA200,dg,0,,-0.22219301894959415,-0.07558708903853817
B,SMALL439,DV,2,MA200,dg,5,,-0.22249710989349597,-0.0758447749278282
B,SMALL439,DV,2,MA200,dg,10,,-0.22279862691145785,-0.07610063983735801
B,SMALL439,DV,2,MA200,dg,25,,-0.22368738104395752,-0.07685700907965282
B,SMALL439,DV,3,EWALL,rw,0,,-0.1789056114023389,-0.015367011987004436
B,SMALL439,DV,3,EWALL,rw,5,,-0.18020050793785847,-0.016112484835104746
B,SMALL439,DV,3,EWALL,rw,10,,-0.1814954264299216,-0.016857959875891143
B,SMALL439,DV,3,EWALL,rw,25,,-0.1853802469157943,-0.019094366302584126
B,SMALL439,DV,3,EWALL,dg,0,,-0.1789056114023389,-0.015367011987004436
B,SMALL439,DV,3,EWALL,dg,5,,-0.18020050793785847,-0.016112484835104746
B,SMALL439,DV,3,EWALL,dg,10,,-0.1814954264299216,-0.016857959875891143
B,SMALL439,DV,3,EWALL,dg,25,,-0.1853802469157943,-0.019094366302584126
B,SMALL439,DV,3,MA200,rw,0,,-0.17191052603420398,-0.021065222096597058
B,SMALL439,DV,3,MA200,rw,5,,-0.17187121619778595,-0.021243747741639923
B,SMALL439,DV,3,MA200,rw,10,,-0.17183047284938113,-0.021421525988268714
B,SMALL439,DV,3,MA200,rw,25,,-0.17170006269711818,-0.02195022859680089
B,SMALL439,DV,3,MA200,dg,0,,-0.22219301894959415,-0.03098925200981356
B,SMALL439,DV,3,MA200,dg,5,,-0.22249710989349597,-0.0313595625330111
B,SMALL439,DV,3,MA200,dg,10,,-0.22279862691145785,-0.0317290125796226
B,SMALL439,DV,3,MA200,dg,25,,-0.22368738104395752,-0.03283177702638547
B,SMALL439,PXL,1,EWALL,rw,0,,-0.31278896690272906,-0.11059291244007907
B,SMALL439,PXL,1,EWALL,rw,5,,-0.3135458659253542,-0.11125371164347664
B,SMALL439,PXL,1,EWALL,rw,10,,-0.3143026818909001,-0.11191450133167175
B,SMALL439,PXL,1,EWALL,rw,25,,-0.3165725915638112,-0.11389678164089645
B,SMALL439,PXL,1,EWALL,dg,0,,-0.31278896690272906,-0.11059291244007907
B,SMALL439,PXL,1,EWALL,dg,5,,-0.3135458659253542,-0.11125371164347664
B,SMALL439,PXL,1,EWALL,dg,10,,-0.3143026818909001,-0.11191450133167175
B,SMALL439,PXL,1,EWALL,dg,25,,-0.3165725915638112,-0.11389678164089645
B,SMALL439,PXL,1,MA200,rw,0,,-0.2735632026448836,-0.06830801393964939
B,SMALL439,PXL,1,MA200,rw,5,,-0.27465001535919764,-0.06848604562626853
B,SMALL439,PXL,1,MA200,rw,10,,-0.27573157199755005,-0.06866020143105736
B,SMALL439,PXL,1,MA200,rw,25,,-0.27894150059398637,-0.06915859615359465
B,SMALL439,PXL,1,MA200,dg,0,,-0.3159657967205252,-0.08576763217961131
B,SMALL439,PXL,1,MA200,dg,5,,-0.31672438743863685,-0.08634710638728824
B,SMALL439,PXL,1,MA200,dg,10,,-0.317479969466798,-0.08692563294840955
B,SMALL439,PXL,1,MA200,dg,25,,-0.319727759874078,-0.08865486229140815
B,SMALL439,PXL,2,EWALL,rw,0,,-0.31278896690272906,-0.03493181072120549
B,SMALL439,PXL,2,EWALL,rw,5,,-0.3135458659253542,-0.03529430717018339
B,SMALL439,PXL,2,EWALL,rw,10,,-0.3143026818909001,-0.03565681238551627
B,SMALL439,PXL,2,EWALL,rw,25,,-0.3165725915638112,-0.036744363455805645
B,SMALL439,PXL,2,EWALL,dg,0,,-0.31278896690272906,-0.03493181072120549
B,SMALL439,PXL,2,EWALL,dg,5,,-0.3135458659253542,-0.03529430717018339
B,SMALL439,PXL,2,EWALL,dg,10,,-0.3143026818909001,-0.03565681238551627
B,SMALL439,PXL,2,EWALL,dg,25,,-0.3165725915638112,-0.036744363455805645
B,SMALL439,PXL,2,MA200,rw,0,0.19117356466143468,-0.2735632026448836,0.005030436233840502
B,SMALL439,PXL,2,MA200,rw,5,0.19155168213846063,-0.27465001535919764,0.00482893920571055
B,SMALL439,PXL,2,MA200,rw,10,0.1919196443262956,-0.27573157199755005,0.004632076108200697
B,SMALL439,PXL,2,MA200,rw,25,0.19296147171048733,-0.27894150059398637,0.004070348029935087
B,SMALL439,PXL,2,MA200,dg,0,,-0.3159657967205252,-0.0014033373909427271
B,SMALL439,PXL,2,MA200,dg,5,,-0.31672438743863685,-0.0015894660271841554
B,SMALL439,PXL,2,MA200,dg,10,,-0.317479969466798,-0.0017755956480889762
B,SMALL439,PXL,2,MA200,dg,25,,-0.319727759874078,-0.0023337655045391863
B,SMALL439,PXL,3,EWALL,rw,0,,-0.31278896690272906,-0.039656437863110516
B,SMALL439,PXL,3,EWALL,rw,5,,-0.3135458659253542,-0.023930220959470144
B,SMALL439,PXL,3,EWALL,rw,10,,-0.3143026818909001,-0.024088776386714306
B,SMALL439,PXL,3,EWALL,rw,25,,-0.3165725915638112,-0.02456458310962434
B,SMALL439,PXL,3,EWALL,dg,0,,-0.31278896690272906,-0.039656437863110516
B,SMALL439,PXL,3,EWALL,dg,5,,-0.3135458659253542,-0.023930220959470144
B,SMALL439,PXL,3,EWALL,dg,10,,-0.3143026818909001,-0.024088776386714306
B,SMALL439,PXL,3,EWALL,dg,25,,-0.3165725915638112,-0.02456458310962434
B,SMALL439,PXL,3,MA200,rw,0,0.17569751677629636,-0.2735632026448836,0.012750597620007936
B,SMALL439,PXL,3,MA200,rw,5,0.17591095613795552,-0.27465001535919764,0.012716848525946317
B,SMALL439,PXL,3,MA200,rw,10,0.17612039963506237,-0.27573157199755005,0.012683058567190219
B,SMALL439,PXL,3,MA200,rw,25,0.1767251429726872,-0.27894150059398637,0.012581586257967126
B,SMALL439,PXL,3,MA200,dg,0,0.19569524563330076,-0.3159657967205252,0.003691978177978214
B,SMALL439,PXL,3,MA200,dg,5,0.19584508519556848,-0.31672438743863685,0.003576632820793388
B,SMALL439,PXL,3,MA200,dg,10,0.1959936727370311,-0.317479969466798,0.0034613356053000283
B,SMALL439,PXL,3,MA200,dg,25,0.19643198295416633,-0.319727759874078,0.0031158787711751956
B,SMALL439,VOLSH,1,EWALL,rw,0,,-0.0800724843952556,-0.049765639942808415
B,SMALL439,VOLSH,1,EWALL,rw,5,,-0.08166418097908568,-0.05113023790409721
B,SMALL439,VOLSH,1,EWALL,rw,10,,-0.08325595500540994,-0.052494833691823006
B,SMALL439,VOLSH,1,EWALL,rw,25,,-0.08803165522983936,-0.056588539911755165
B,SMALL439,VOLSH,1,EWALL,dg,0,,-0.0800724843952556,-0.049765639942808415
B,SMALL439,VOLSH,1,EWALL,dg,5,,-0.08166418097908568,-0.05113023790409721
B,SMALL439,VOLSH,1,EWALL,dg,10,,-0.08325595500540994,-0.052494833691823006
B,SMALL439,VOLSH,1,EWALL,dg,25,,-0.08803165522983936,-0.056588539911755165
B,SMALL439,VOLSH,1,MA200,rw,0,,-0.0865622828567485,-0.06986124998831444
B,SMALL439,VOLSH,1,MA200,rw,5,,-0.08699048590376707,-0.07028163238581586
B,SMALL439,VOLSH,1,MA200,rw,10,,-0.08741857557142213,-0.07070100625523834
B,SMALL439,VOLSH,1,MA200,rw,25,,-0.0887019522846923,-0.07195273723863291
B,SMALL439,VOLSH,1,MA200,dg,0,,-0.11416200482704886,-0.09265303294345276
B,SMALL439,VOLSH,1,MA200,dg,5,,-0.11484932511697737,-0.09316438229050744
B,SMALL439,VOLSH,1,MA200,dg,10,,-0.11553515525805574,-0.09367402638424646
