qmax,sel,panel,book,cost,n_arms,p_nonempty,mean_k,immunity,null,move_rate,exc_H1,exc_H2,exc_DD,exc_CAGR,n_bad
1.0,K_CAGR,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.6078639744952179,0.14846533725073452,0.39213602550478216,1.0,0.0,0.0,0.0,369
1.0,K_MaxDD,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.0,0.14846533725073452,1.0,0.0,1.0,0.0,1.0,941
1.0,K_NegVol,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.0,0.14846533725073452,1.0,0.0,1.0,0.0,1.0,941
1.0,K_RANDOM,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.1785334750265675,0.14846533725073452,0.8214665249734325,0.2975420439844761,0.5148771021992238,0.4514877102199224,0.5433376455368694,773
1.0,K_Sharpe,broad,V1u,25.0,17,0.257,2.6809338521400776,0.0,0.1577019913023575,1.0,0.0,1.0,0.0,0.9328793774319066,1028
1.0,K_Calmar,broad,V1u,25.0,17,0.257,2.6809338521400776,0.4883268482490272,0.1577019913023575,0.5116731517509727,0.9961977186311787,0.0,0.0038022813688212928,0.0,526
1.0,K_Sortino,broad,V1u,25.0,17,0.257,2.6809338521400776,0.0,0.1577019913023575,1.0,0.0,1.0,0.0,0.9328793774319066,1028
1.0,K_MinHalf,broad,V1u,25.0,17,0.257,2.6809338521400776,0.4883268482490272,0.1577019913023575,0.5116731517509727,0.9961977186311787,0.0,0.0038022813688212928,0.0,526
1.0,K_H2Sharpe,broad,V1u,25.0,17,0.257,2.6809338521400776,0.4883268482490272,0.1577019913023575,0.5116731517509727,0.9961977186311787,0.0,0.0038022813688212928,0.0,526
1.0,K_CAGR,broad,V1u,25.0,17,0.257,2.6809338521400776,0.4883268482490272,0.1577019913023575,0.5116731517509727,0.9961977186311787,0.0,0.0038022813688212928,0.0,526
1.0,K_MaxDD,broad,V1u,25.0,17,0.257,2.6809338521400776,0.0,0.1577019913023575,1.0,0.0,1.0,0.0,0.9328793774319066,1028
1.0,K_NegVol,broad,V1u,25.0,17,0.257,2.6809338521400776,0.0,0.1577019913023575,1.0,0.0,1.0,0.0,0.9328793774319066,1028
1.0,K_RANDOM,broad,V1u,25.0,17,0.257,2.6809338521400776,0.14494163424124515,0.1577019913023575,0.8550583657587548,0.310580204778157,0.6336746302616609,0.45847554038680316,0.5767918088737202,879
1.0,K_Sharpe,small,EWall,10.0,17,0.312,3.0416666666666665,0.24439102564102563,0.17892156862745098,0.7556089743589743,0.2014846235418876,0.0,0.9607635206786851,0.0,943
1.0,K_Calmar,small,EWall,10.0,17,0.312,3.0416666666666665,0.24439102564102563,0.17892156862745098,0.7556089743589743,0.2014846235418876,0.0,0.9607635206786851,0.0,943
1.0,K_Sortino,small,EWall,10.0,17,0.312,3.0416666666666665,0.24439102564102563,0.17892156862745098,0.7556089743589743,0.2014846235418876,0.0,0.9607635206786851,0.0,943
1.0,K_MinHalf,small,EWall,10.0,17,0.312,3.0416666666666665,0.24439102564102563,0.17892156862745098,0.7556089743589743,0.2014846235418876,0.0,0.9607635206786851,0.0,943
1.0,K_H2Sharpe,small,EWall,10.0,17,0.312,3.0416666666666665,0.24439102564102563,0.17892156862745098,0.7556089743589743,0.2014846235418876,0.0,0.9607635206786851,0.0,943
1.0,K_CAGR,small,EWall,10.0,17,0.312,3.0416666666666665,0.24439102564102563,0.17892156862745098,0.7556089743589743,0.2014846235418876,0.0,0.9607635206786851,0.0,943
1.0,K_MaxDD,small,EWall,10.0,17,0.312,3.0416666666666665,0.0,0.17892156862745098,1.0,0.7027243589743589,1.0,0.0,1.0,1248
1.0,K_NegVol,small,EWall,10.0,17,0.312,3.0416666666666665,0.0,0.17892156862745098,1.0,0.7027243589743589,1.0,0.0,1.0,1248
1.0,K_RANDOM,small,EWall,10.0,17,0.312,3.0416666666666665,0.1794871794871795,0.17892156862745098,0.8205128205128205,0.515625,0.4208984375,0.40625,0.41796875,1024
1.0,K_Sharpe,small,EWall,25.0,17,0.411,2.8479318734793186,0.9166666666666666,0.16752540432231286,0.08333333333333333,0.0,0.16058394160583941,0.29927007299270075,0.6058394160583942,137
1.0,K_Calmar,small,EWall,25.0,17,0.411,2.8479318734793186,0.16362530413625304,0.16752540432231286,0.8363746958637469,0.26981818181818185,0.0,0.9541818181818181,0.0,1375
1.0,K_Sortino,small,EWall,25.0,17,0.411,2.8479318734793186,0.9166666666666666,0.16752540432231286,0.08333333333333333,0.0,0.16058394160583941,0.29927007299270075,0.6058394160583942,137
1.0,K_MinHalf,small,EWall,25.0,17,0.411,2.8479318734793186,0.16362530413625304,0.16752540432231286,0.8363746958637469,0.26981818181818185,0.0,0.9541818181818181,0.0,1375
1.0,K_H2Sharpe,small,EWall,25.0,17,0.411,2.8479318734793186,0.16362530413625304,0.16752540432231286,0.8363746958637469,0.26981818181818185,0.0,0.9541818181818181,0.0,1375
1.0,K_CAGR,small,EWall,25.0,17,0.411,2.8479318734793186,0.16362530413625304,0.16752540432231286,0.8363746958637469,0.26981818181818185,0.0,0.9541818181818181,0.0,1375
1.0,K_MaxDD,small,EWall,25.0,17,0.411,2.8479318734793186,0.0,0.16752540432231286,1.0,0.801094890510949,1.0,0.0,1.0,1644
1.0,K_NegVol,small,EWall,25.0,17,0.411,2.8479318734793186,0.0,0.16752540432231286,1.0,0.801094890510949,1.0,0.0,1.0,1644
1.0,K_RANDOM,small,EWall,25.0,17,0.411,2.8479318734793186,0.1678832116788321,0.16752540432231286,0.8321167883211679,0.5840643274853801,0.48026315789473684,0.43201754385964913,0.46345029239766083,1368
1.0,K_Sharpe,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.959628582963262,0.15661735021016884,0.04037141703673799,0.17,0.0,0.88,0.0,100
1.0,K_Calmar,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.959628582963262,0.15661735021016884,0.04037141703673799,0.17,0.0,0.88,0.0,100
1.0,K_Sortino,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.959628582963262,0.15661735021016884,0.04037141703673799,0.17,0.0,0.88,0.0,100
1.0,K_MinHalf,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.959628582963262,0.15661735021016884,0.04037141703673799,0.17,0.0,0.88,0.0,100
1.0,K_H2Sharpe,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.959628582963262,0.15661735021016884,0.04037141703673799,0.17,0.0,0.88,0.0,100
1.0,K_CAGR,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.959628582963262,0.15661735021016884,0.04037141703673799,0.17,0.0,0.88,0.0,100
1.0,K_MaxDD,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.0,0.15661735021016884,1.0,0.0,1.0,0.0,0.6721840936616875,2477
1.0,K_NegVol,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.0,0.15661735021016884,1.0,0.0,1.0,0.0,0.6721840936616875,2477
1.0,K_RANDOM,small,TOP20,10.0,17,0.61925,2.6624949535728706,0.15341138473960436,0.15661735021016884,0.8465886152603956,0.5236051502145923,0.5746304244158321,0.47019551740581783,0.5755841678588459,2097
1.0,K_Sharpe,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.9359134415314191,0.17698465153851803,0.06408655846858094,0.4025974025974026,0.0,0.7012987012987013,0.0,154
1.0,K_Calmar,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.9359134415314191,0.17698465153851803,0.06408655846858094,0.4025974025974026,0.0,0.7012987012987013,0.0,154
1.0,K_Sortino,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.9359134415314191,0.17698465153851803,0.06408655846858094,0.4025974025974026,0.0,0.7012987012987013,0.0,154
1.0,K_MinHalf,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.9359134415314191,0.17698465153851803,0.06408655846858094,0.4025974025974026,0.0,0.7012987012987013,0.0,154
1.0,K_H2Sharpe,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.9359134415314191,0.17698465153851803,0.06408655846858094,0.4025974025974026,0.0,0.7012987012987013,0.0,154
1.0,K_CAGR,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.9359134415314191,0.17698465153851803,0.06408655846858094,0.4025974025974026,0.0,0.7012987012987013,0.0,154
1.0,K_MaxDD,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.05035372451102788,0.17698465153851803,0.9496462754889721,0.009640666082383873,0.8913234005258545,0.0,0.7681858019281332,2282
1.0,K_NegVol,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.11860174781523096,0.17698465153851803,0.8813982521847691,0.0,0.8706326723323891,0.0028328611898017,0.667610953729934,2118
1.0,K_RANDOM,small,TOP20,25.0,17,0.60075,3.0087390761548063,0.1768622555139409,0.17698465153851803,0.8231377444860591,0.5262891809908999,0.5904954499494439,0.43073811931243683,0.5975733063700708,1978
1.0,K_Sharpe,small,V1u,10.0,17,0.5565,2.6163522012578615,0.24618149146451032,0.15390307066222714,0.7538185085354897,0.02443384982121573,0.08045292014302742,0.0,0.9833134684147795,1678
1.0,K_Calmar,small,V1u,10.0,17,0.5565,2.6163522012578615,0.8836477987421384,0.15390307066222714,0.11635220125786164,0.5868725868725869,0.0,0.46332046332046334,0.0,259
1.0,K_Sortino,small,V1u,10.0,17,0.5565,2.6163522012578615,0.8836477987421384,0.15390307066222714,0.11635220125786164,0.5868725868725869,0.0,0.46332046332046334,0.0,259
1.0,K_MinHalf,small,V1u,10.0,17,0.5565,2.6163522012578615,0.8836477987421384,0.15390307066222714,0.11635220125786164,0.5868725868725869,0.0,0.46332046332046334,0.0,259
1.0,K_H2Sharpe,small,V1u,10.0,17,0.5565,2.6163522012578615,0.8836477987421384,0.15390307066222714,0.11635220125786164,0.5868725868725869,0.0,0.46332046332046334,0.0,259
1.0,K_CAGR,small,V1u,10.0,17,0.5565,2.6163522012578615,0.8836477987421384,0.15390307066222714,0.11635220125786164,0.5868725868725869,0.0,0.46332046332046334,0.0,259
1.0,K_MaxDD,small,V1u,10.0,17,0.5565,2.6163522012578615,0.0,0.15390307066222714,1.0,0.1486972147349506,0.8472596585804133,0.0,1.0,2226
1.0,K_NegVol,small,V1u,10.0,17,0.5565,2.6163522012578615,0.0,0.15390307066222714,1.0,0.1486972147349506,0.8472596585804133,0.0,1.0,2226
1.0,K_RANDOM,small,V1u,10.0,17,0.5565,2.6163522012578615,0.14690026954177898,0.15390307066222714,0.8530997304582211,0.5371248025276462,0.5755660874144286,0.47919957872564506,0.5460768825697736,1899
1.0,K_Sharpe,small,V1u,25.0,17,0.7055,2.6438695960311835,0.892983699503898,0.1555217409430108,0.10701630049610206,0.0,0.38741721854304634,0.24503311258278146,0.38741721854304634,302
1.0,K_Calmar,small,V1u,25.0,17,0.7055,2.6438695960311835,0.892983699503898,0.1555217409430108,0.10701630049610206,0.0,0.38741721854304634,0.24503311258278146,0.38741721854304634,302
1.0,K_Sortino,small,V1u,25.0,17,0.7055,2.6438695960311835,0.892983699503898,0.1555217409430108,0.10701630049610206,0.0,0.38741721854304634,0.24503311258278146,0.38741721854304634,302
1.0,K_MinHalf,small,V1u,25.0,17,0.7055,2.6438695960311835,0.6374911410347271,0.1555217409430108,0.36250885896527285,0.6539589442815249,0.0,0.4731182795698925,0.0,1023
1.0,K_H2Sharpe,small,V1u,25.0,17,0.7055,2.6438695960311835,0.6374911410347271,0.1555217409430108,0.36250885896527285,0.6539589442815249,0.0,0.4731182795698925,0.0,1023
1.0,K_CAGR,small,V1u,25.0,17,0.7055,2.6438695960311835,0.6374911410347271,0.1555217409430108,0.36250885896527285,0.6539589442815249,0.0,0.4731182795698925,0.0,1023
1.0,K_MaxDD,small,V1u,25.0,17,0.7055,2.6438695960311835,0.16158752657689582,0.1555217409430108,0.8384124734231042,0.07016060862214708,0.28444632290786137,0.0,0.926458157227388,2366
1.0,K_NegVol,small,V1u,25.0,17,0.7055,2.6438695960311835,0.16158752657689582,0.1555217409430108,0.8384124734231042,0.07016060862214708,0.28444632290786137,0.0,0.926458157227388,2366
1.0,K_RANDOM,small,V1u,25.0,17,0.7055,2.6438695960311835,0.16442239546420978,0.1555217409430108,0.8355776045357902,0.6017811704834606,0.5814249363867684,0.518659881255301,0.547921967769296,2358
1.0,K_Sharpe,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.28834870075440067,0.1373206449386125,0.7116512992455993,0.2767962308598351,0.09187279151943463,0.7385159010600707,0.08480565371024736,849
1.0,K_Calmar,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.5766974015088013,0.1373206449386125,0.42330259849119867,0.5623762376237624,0.04554455445544554,0.14653465346534653,0.4752475247524752,505
1.0,K_Sortino,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.28834870075440067,0.1373206449386125,0.7116512992455993,0.2767962308598351,0.09187279151943463,0.7385159010600707,0.08480565371024736,849
1.0,K_MinHalf,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.43755238893545684,0.1373206449386125,0.5624476110645432,0.0,0.5752608047690015,0.7391952309985097,0.0,671
1.0,K_H2Sharpe,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.06538139145012574,0.1373206449386125,0.9346186085498742,0.957847533632287,0.0,0.05022421524663677,0.49506726457399103,1115
1.0,K_CAGR,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.0,0.1373206449386125,1.0,0.08046940486169321,0.27912824811399833,1.0,0.0,1193
1.0,K_MaxDD,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.2564962279966471,0.1373206449386125,0.7435037720033529,0.43291995490417134,0.004509582863585118,0.0,0.8850056369785795,887
1.0,K_NegVol,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.0,0.1373206449386125,1.0,0.7996647108130763,0.7242246437552389,0.03352891869237217,1.0,1193
1.0,K_RANDOM,u56,EWall,10.0,17,0.29825,2.3344509639564124,0.14585079631181894,0.1373206449386125,0.854149203688181,0.41315014720314036,0.48086359175662413,0.4141315014720314,0.3719332679097154,1019
1.0,K_Sharpe,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.2463519313304721,0.15920222166119669,0.7536480686695279,0.0,0.13097949886104784,0.9851936218678815,0.0,878
1.0,K_Calmar,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.2463519313304721,0.15920222166119669,0.7536480686695279,0.0,0.13097949886104784,0.9851936218678815,0.0,878
1.0,K_Sortino,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.2463519313304721,0.15920222166119669,0.7536480686695279,0.0,0.13097949886104784,0.9851936218678815,0.0,878
1.0,K_MinHalf,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.2463519313304721,0.15920222166119669,0.7536480686695279,0.0,0.13097949886104784,0.9851936218678815,0.0,878
1.0,K_H2Sharpe,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.11072961373390558,0.15920222166119669,0.8892703862660944,0.8841698841698842,0.0,0.08204633204633205,0.5135135135135135,1036
1.0,K_CAGR,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.2463519313304721,0.15920222166119669,0.7536480686695279,0.0,0.13097949886104784,0.9851936218678815,0.0,878
1.0,K_MaxDD,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.3871244635193133,0.15920222166119669,0.6128755364806867,0.41456582633053224,0.012605042016806723,0.0,0.8585434173669467,714
1.0,K_NegVol,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.0,0.15920222166119669,1.0,0.6978540772532189,0.8454935622317596,0.0463519313304721,1.0,1165
1.0,K_RANDOM,u56,EWall,25.0,17,0.29125,2.7064377682403435,0.16223175965665235,0.15920222166119669,0.8377682403433476,0.41598360655737704,0.46209016393442626,0.45081967213114754,0.375,976
1.0,K_Sharpe,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.6841517857142857,0.1689206932773109,0.3158482142857143,0.10600706713780919,0.20141342756183744,0.7243816254416962,0.0,566
1.0,K_Calmar,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.6841517857142857,0.1689206932773109,0.3158482142857143,0.10600706713780919,0.20141342756183744,0.7243816254416962,0.0,566
1.0,K_Sortino,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.5245535714285714,0.1689206932773109,0.47544642857142855,0.0,0.2335680751173709,0.7429577464788732,0.08450704225352113,852
1.0,K_MinHalf,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.5245535714285714,0.1689206932773109,0.47544642857142855,0.0,0.2335680751173709,0.7429577464788732,0.08450704225352113,852
1.0,K_H2Sharpe,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.38169642857142855,0.1689206932773109,0.6183035714285714,0.22111913357400723,0.0,0.7788808664259927,0.13267148014440433,1108
1.0,K_CAGR,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.6841517857142857,0.1689206932773109,0.3158482142857143,0.10600706713780919,0.20141342756183744,0.7243816254416962,0.0,566
1.0,K_MaxDD,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.0,0.1689206932773109,1.0,1.0,0.7756696428571429,0.0,1.0,1792
1.0,K_NegVol,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.0,0.1689206932773109,1.0,1.0,0.7756696428571429,0.0,1.0,1792
1.0,K_RANDOM,u56,TOP20,10.0,17,0.448,2.8716517857142856,0.17075892857142858,0.1689206932773109,0.8292410714285714,0.5275908479138627,0.5309555854643337,0.3465679676985195,0.5699865410497981,1486
1.0,K_Sharpe,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.7102854065697362,0.16836136716398997,0.28971459343026384,0.0,0.14869888475836432,0.8643122676579925,0.0,538
1.0,K_Calmar,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.7102854065697362,0.16836136716398997,0.28971459343026384,0.0,0.14869888475836432,0.8643122676579925,0.0,538
1.0,K_Sortino,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.44803446418955306,0.16836136716398997,0.5519655358104469,0.07804878048780488,0.2673170731707317,0.6663414634146342,0.08195121951219513,1025
1.0,K_MinHalf,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.7102854065697362,0.16836136716398997,0.28971459343026384,0.0,0.14869888475836432,0.8643122676579925,0.0,538
1.0,K_H2Sharpe,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.2924071082390953,0.16836136716398997,0.7075928917609047,0.12557077625570776,0.0,0.875951293759513,0.13470319634703196,1314
1.0,K_CAGR,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.7102854065697362,0.16836136716398997,0.28971459343026384,0.0,0.14869888475836432,0.8643122676579925,0.0,538
1.0,K_MaxDD,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.026386645126548196,0.16836136716398997,0.9736133548734518,0.797566371681416,0.6255530973451328,0.0,0.7842920353982301,1808
1.0,K_NegVol,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.0,0.16836136716398997,1.0,1.0,0.8497576736672051,0.0016155088852988692,1.0,1857
1.0,K_RANDOM,u56,TOP20,25.0,17,0.46425,2.86214324178783,0.17124394184168013,0.16836136716398997,0.8287560581583199,0.5419103313840156,0.5133203378817414,0.35607537361923325,0.5334632878492528,1539
1.0,K_Sharpe,u56,V1u,10.0,17,0.17225,5.444121915820029,0.9404934687953556,0.32024246563647224,0.059506531204644414,0.34146341463414637,0.5365853658536586,0.24390243902439024,0.0,41
1.0,K_Calmar,u56,V1u,10.0,17,0.17225,5.444121915820029,0.0,0.32024246563647224,1.0,0.0,1.0,0.0,0.918722786647315,689
1.0,K_Sortino,u56,V1u,10.0,17,0.17225,5.444121915820029,0.9404934687953556,0.32024246563647224,0.059506531204644414,0.34146341463414637,0.5365853658536586,0.24390243902439024,0.0,41
1.0,K_MinHalf,u56,V1u,10.0,17,0.17225,5.444121915820029,0.11175616835994194,0.32024246563647224,0.888243831640058,0.8725490196078431,0.0,0.1715686274509804,0.5833333333333334,612
1.0,K_H2Sharpe,u56,V1u,10.0,17,0.17225,5.444121915820029,0.11175616835994194,0.32024246563647224,0.888243831640058,0.8725490196078431,0.0,0.1715686274509804,0.5833333333333334,612
1.0,K_CAGR,u56,V1u,10.0,17,0.17225,5.444121915820029,0.9404934687953556,0.32024246563647224,0.059506531204644414,0.34146341463414637,0.5365853658536586,0.24390243902439024,0.0,41
1.0,K_MaxDD,u56,V1u,10.0,17,0.17225,5.444121915820029,0.0,0.32024246563647224,1.0,0.0,1.0,0.0,0.918722786647315,689
1.0,K_NegVol,u56,V1u,10.0,17,0.17225,5.444121915820029,0.0,0.32024246563647224,1.0,0.0,1.0,0.0,0.918722786647315,689
1.0,K_RANDOM,u56,V1u,10.0,17,0.17225,5.444121915820029,0.33381712626995647,0.32024246563647224,0.6661828737300436,0.477124183006536,0.5686274509803921,0.4531590413943355,0.5424836601307189,459
1.0,K_Sharpe,u56,V1u,25.0,17,0.17575,4.974395448079658,0.08534850640113797,0.29261149694586225,0.914651493598862,0.0,0.9409020217729394,0.0,0.6018662519440124,643
1.0,K_Calmar,u56,V1u,25.0,17,0.17575,4.974395448079658,0.08534850640113797,0.29261149694586225,0.914651493598862,0.0,0.9409020217729394,0.0,0.6018662519440124,643
1.0,K_Sortino,u56,V1u,25.0,17,0.17575,4.974395448079658,0.08534850640113797,0.29261149694586225,0.914651493598862,0.0,0.9409020217729394,0.0,0.6018662519440124,643
1.0,K_MinHalf,u56,V1u,25.0,17,0.17575,4.974395448079658,0.04551920341394026,0.29261149694586225,0.9544807965860598,0.9388971684053651,0.0,0.03427719821162444,0.6870342771982116,671
1.0,K_H2Sharpe,u56,V1u,25.0,17,0.17575,4.974395448079658,0.04551920341394026,0.29261149694586225,0.9544807965860598,0.9388971684053651,0.0,0.03427719821162444,0.6870342771982116,671
1.0,K_CAGR,u56,V1u,25.0,17,0.17575,4.974395448079658,0.802275960170697,0.29261149694586225,0.19772403982930298,0.460431654676259,0.05755395683453238,0.7410071942446043,0.0,139
1.0,K_MaxDD,u56,V1u,25.0,17,0.17575,4.974395448079658,0.08534850640113797,0.29261149694586225,0.914651493598862,0.0,0.9409020217729394,0.0,0.6018662519440124,643
1.0,K_NegVol,u56,V1u,25.0,17,0.17575,4.974395448079658,0.08534850640113797,0.29261149694586225,0.914651493598862,0.0,0.9409020217729394,0.0,0.6018662519440124,643
1.0,K_RANDOM,u56,V1u,25.0,17,0.17575,4.974395448079658,0.28591749644381226,0.29261149694586225,0.7140825035561877,0.5079681274900398,0.49203187250996017,0.4601593625498008,0.4860557768924303,502
