qmax,sel,panel,book,cost,n_arms,p_nonempty,mean_k,immunity,null,move_rate,exc_H1,exc_H2,exc_DD,exc_CAGR,n_bad
0.25,K_NegVol,broad,TOP20,25.0,17,1.0,10.9915,0.0,0.6465588235294117,1.0,0.746,1.0,0.0,1.0,4000
0.25,K_RANDOM,broad,TOP20,25.0,17,1.0,10.9915,0.64775,0.6465588235294117,0.35225,0.41802696948190204,0.41944641589779985,0.41802696948190204,0.41802696948190204,1409
0.25,K_Sharpe,broad,V1u,10.0,17,1.0,8.40275,0.17975,0.49427941176470586,0.82025,0.0,0.9234989332520573,0.0,0.31484303565985977,3281
0.25,K_Calmar,broad,V1u,10.0,17,1.0,8.40275,0.752,0.49427941176470586,0.248,1.0,0.0,0.0,0.0,992
0.25,K_Sortino,broad,V1u,10.0,17,1.0,8.40275,0.0,0.49427941176470586,1.0,0.0,0.0,1.0,0.0,4000
0.25,K_MinHalf,broad,V1u,10.0,17,1.0,8.40275,0.752,0.49427941176470586,0.248,1.0,0.0,0.0,0.0,992
0.25,K_H2Sharpe,broad,V1u,10.0,17,1.0,8.40275,0.752,0.49427941176470586,0.248,1.0,0.0,0.0,0.0,992
0.25,K_CAGR,broad,V1u,10.0,17,1.0,8.40275,0.752,0.49427941176470586,0.248,1.0,0.0,0.0,0.0,992
0.25,K_MaxDD,broad,V1u,10.0,17,1.0,8.40275,0.0,0.49427941176470586,1.0,0.0,1.0,0.0,1.0,4000
0.25,K_NegVol,broad,V1u,10.0,17,1.0,8.40275,0.0,0.49427941176470586,1.0,0.0,1.0,0.0,1.0,4000
0.25,K_RANDOM,broad,V1u,10.0,17,1.0,8.40275,0.476,0.49427941176470586,0.524,0.33349236641221375,0.3086832061068702,0.4136450381679389,0.29770992366412213,2096
0.25,K_Sharpe,broad,V1u,25.0,17,1.0,8.89,0.0,0.5229411764705881,1.0,0.0,1.0,0.0,0.76225,4000
0.25,K_Calmar,broad,V1u,25.0,17,1.0,8.89,0.74375,0.5229411764705881,0.25625,1.0,0.0,0.0,0.0,1025
0.25,K_Sortino,broad,V1u,25.0,17,1.0,8.89,0.0,0.5229411764705881,1.0,0.0,1.0,0.0,0.76225,4000
0.25,K_MinHalf,broad,V1u,25.0,17,1.0,8.89,0.74375,0.5229411764705881,0.25625,1.0,0.0,0.0,0.0,1025
0.25,K_H2Sharpe,broad,V1u,25.0,17,1.0,8.89,0.74375,0.5229411764705881,0.25625,1.0,0.0,0.0,0.0,1025
0.25,K_CAGR,broad,V1u,25.0,17,1.0,8.89,0.74375,0.5229411764705881,0.25625,1.0,0.0,0.0,0.0,1025
0.25,K_MaxDD,broad,V1u,25.0,17,1.0,8.89,0.0,0.5229411764705881,1.0,0.0,1.0,0.0,0.76225,4000
0.25,K_NegVol,broad,V1u,25.0,17,1.0,8.89,0.0,0.5229411764705881,1.0,0.0,1.0,0.0,0.76225,4000
0.25,K_RANDOM,broad,V1u,25.0,17,1.0,8.89,0.5115,0.5229411764705881,0.4885,0.3515864892528147,0.33930399181166837,0.44114636642784033,0.3111566018423746,1954
0.25,K_Sharpe,small,EWall,10.0,17,1.0,8.909,0.49975,0.5240588235294118,0.50025,0.0,0.0,1.0,0.0,2001
0.25,K_Calmar,small,EWall,10.0,17,1.0,8.909,0.49975,0.5240588235294118,0.50025,0.0,0.0,1.0,0.0,2001
0.25,K_Sortino,small,EWall,10.0,17,1.0,8.909,0.49975,0.5240588235294118,0.50025,0.0,0.0,1.0,0.0,2001
0.25,K_MinHalf,small,EWall,10.0,17,1.0,8.909,0.49975,0.5240588235294118,0.50025,0.0,0.0,1.0,0.0,2001
0.25,K_H2Sharpe,small,EWall,10.0,17,1.0,8.909,0.49975,0.5240588235294118,0.50025,0.0,0.0,1.0,0.0,2001
0.25,K_CAGR,small,EWall,10.0,17,1.0,8.909,0.49975,0.5240588235294118,0.50025,0.0,0.0,1.0,0.0,2001
0.25,K_MaxDD,small,EWall,10.0,17,1.0,8.909,0.0,0.5240588235294118,1.0,0.0,1.0,0.0,1.0,4000
0.25,K_NegVol,small,EWall,10.0,17,1.0,8.909,0.0,0.5240588235294118,1.0,0.0,1.0,0.0,1.0,4000
0.25,K_RANDOM,small,EWall,10.0,17,1.0,8.909,0.52675,0.5240588235294118,0.47325,0.3116745905969361,0.3111463285789752,0.3940834653988378,0.3254094030639197,1893
0.25,K_Sharpe,small,EWall,25.0,17,1.0,9.51825,1.0,0.5598970588235294,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Calmar,small,EWall,25.0,17,1.0,9.51825,0.505,0.5598970588235294,0.495,0.0,0.0,1.0,0.0,1980
0.25,K_Sortino,small,EWall,25.0,17,1.0,9.51825,1.0,0.5598970588235294,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,small,EWall,25.0,17,1.0,9.51825,0.505,0.5598970588235294,0.495,0.0,0.0,1.0,0.0,1980
0.25,K_H2Sharpe,small,EWall,25.0,17,1.0,9.51825,0.505,0.5598970588235294,0.495,0.0,0.0,1.0,0.0,1980
0.25,K_CAGR,small,EWall,25.0,17,1.0,9.51825,0.505,0.5598970588235294,0.495,0.0,0.0,1.0,0.0,1980
0.25,K_MaxDD,small,EWall,25.0,17,1.0,9.51825,0.0,0.5598970588235294,1.0,0.22975,1.0,0.0,1.0,4000
0.25,K_NegVol,small,EWall,25.0,17,1.0,9.51825,0.0,0.5598970588235294,1.0,0.22975,1.0,0.0,1.0,4000
0.25,K_RANDOM,small,EWall,25.0,17,1.0,9.51825,0.56475,0.5598970588235294,0.43525,0.3457782883400345,0.35381964388282594,0.4233199310740953,0.33716255025847214,1741
0.25,K_Sharpe,small,TOP20,10.0,17,1.0,11.117,1.0,0.6539411764705881,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Calmar,small,TOP20,10.0,17,1.0,11.117,1.0,0.6539411764705881,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Sortino,small,TOP20,10.0,17,1.0,11.117,1.0,0.6539411764705881,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,small,TOP20,10.0,17,1.0,11.117,1.0,0.6539411764705881,0.0,0.0,0.0,0.0,0.0,0
0.25,K_H2Sharpe,small,TOP20,10.0,17,1.0,11.117,1.0,0.6539411764705881,0.0,0.0,0.0,0.0,0.0,0
0.25,K_CAGR,small,TOP20,10.0,17,1.0,11.117,1.0,0.6539411764705881,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MaxDD,small,TOP20,10.0,17,1.0,11.117,0.0,0.6539411764705881,1.0,0.0,1.0,0.0,0.0,4000
0.25,K_NegVol,small,TOP20,10.0,17,1.0,11.117,0.0,0.6539411764705881,1.0,0.0,1.0,0.0,0.0,4000
0.25,K_RANDOM,small,TOP20,10.0,17,1.0,11.117,0.65675,0.6539411764705881,0.34325,0.46249089584850694,0.4202476329206118,0.4289876183539694,0.4115076474872542,1373
0.25,K_Sharpe,small,TOP20,25.0,17,1.0,11.6325,1.0,0.6842647058823529,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Calmar,small,TOP20,25.0,17,1.0,11.6325,1.0,0.6842647058823529,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Sortino,small,TOP20,25.0,17,1.0,11.6325,1.0,0.6842647058823529,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,small,TOP20,25.0,17,1.0,11.6325,1.0,0.6842647058823529,0.0,0.0,0.0,0.0,0.0,0
0.25,K_H2Sharpe,small,TOP20,25.0,17,1.0,11.6325,1.0,0.6842647058823529,0.0,0.0,0.0,0.0,0.0,0
0.25,K_CAGR,small,TOP20,25.0,17,1.0,11.6325,1.0,0.6842647058823529,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MaxDD,small,TOP20,25.0,17,1.0,11.6325,0.51175,0.6842647058823529,0.48825,0.0,1.0,0.0,0.0,1953
0.25,K_NegVol,small,TOP20,25.0,17,1.0,11.6325,0.7605,0.6842647058823529,0.2395,0.0,1.0,0.0,0.0,958
0.25,K_RANDOM,small,TOP20,25.0,17,1.0,11.6325,0.6905,0.6842647058823529,0.3095,0.5096930533117933,0.46526655896607433,0.44264943457189015,0.45153473344103395,1238
0.25,K_Sharpe,small,V1u,10.0,17,1.0,9.84275,0.74825,0.5789852941176471,0.25175,0.0,0.0,0.0,1.0,1007
0.25,K_Calmar,small,V1u,10.0,17,1.0,9.84275,1.0,0.5789852941176471,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Sortino,small,V1u,10.0,17,1.0,9.84275,1.0,0.5789852941176471,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,small,V1u,10.0,17,1.0,9.84275,1.0,0.5789852941176471,0.0,0.0,0.0,0.0,0.0,0
0.25,K_H2Sharpe,small,V1u,10.0,17,1.0,9.84275,1.0,0.5789852941176471,0.0,0.0,0.0,0.0,0.0,0
0.25,K_CAGR,small,V1u,10.0,17,1.0,9.84275,1.0,0.5789852941176471,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MaxDD,small,V1u,10.0,17,1.0,9.84275,0.0,0.5789852941176471,1.0,0.0,0.49325,0.0,1.0,4000
0.25,K_NegVol,small,V1u,10.0,17,1.0,9.84275,0.0,0.5789852941176471,1.0,0.0,0.49325,0.0,1.0,4000
0.25,K_RANDOM,small,V1u,10.0,17,1.0,9.84275,0.57925,0.5789852941176471,0.42075,0.3850267379679144,0.35650623885918004,0.3868092691622103,0.35294117647058826,1683
0.25,K_Sharpe,small,V1u,25.0,17,1.0,10.7655,1.0,0.633264705882353,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Calmar,small,V1u,25.0,17,1.0,10.7655,1.0,0.633264705882353,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Sortino,small,V1u,25.0,17,1.0,10.7655,1.0,0.633264705882353,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,small,V1u,25.0,17,1.0,10.7655,1.0,0.633264705882353,0.0,0.0,0.0,0.0,0.0,0
0.25,K_H2Sharpe,small,V1u,25.0,17,1.0,10.7655,1.0,0.633264705882353,0.0,0.0,0.0,0.0,0.0,0
0.25,K_CAGR,small,V1u,25.0,17,1.0,10.7655,1.0,0.633264705882353,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MaxDD,small,V1u,25.0,17,1.0,10.7655,0.7385,0.633264705882353,0.2615,0.0,0.0,0.0,1.0,1046
0.25,K_NegVol,small,V1u,25.0,17,1.0,10.7655,0.7385,0.633264705882353,0.2615,0.0,0.0,0.0,1.0,1046
0.25,K_RANDOM,small,V1u,25.0,17,1.0,10.7655,0.642,0.633264705882353,0.358,0.4266759776536313,0.3973463687150838,0.4301675977653631,0.4245810055865922,1432
0.25,K_Sharpe,u56,EWall,10.0,17,1.0,8.37875,1.0,0.4928676470588235,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Calmar,u56,EWall,10.0,17,1.0,8.37875,1.0,0.4928676470588235,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Sortino,u56,EWall,10.0,17,1.0,8.37875,1.0,0.4928676470588235,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,u56,EWall,10.0,17,1.0,8.37875,1.0,0.4928676470588235,0.0,0.0,0.0,0.0,0.0,0
0.25,K_H2Sharpe,u56,EWall,10.0,17,1.0,8.37875,0.256,0.4928676470588235,0.744,1.0,0.0,0.0,0.0,2976
0.25,K_CAGR,u56,EWall,10.0,17,1.0,8.37875,0.0,0.4928676470588235,1.0,0.0,0.0,1.0,0.0,4000
0.25,K_MaxDD,u56,EWall,10.0,17,1.0,8.37875,0.75575,0.4928676470588235,0.24425,0.0,0.0,0.0,1.0,977
0.25,K_NegVol,u56,EWall,10.0,17,1.0,8.37875,0.0,0.4928676470588235,1.0,0.49625,0.26675,0.0,1.0,4000
0.25,K_RANDOM,u56,EWall,10.0,17,1.0,8.37875,0.48575,0.4928676470588235,0.51425,0.2809917355371901,0.2926592124453087,0.36509479824987845,0.31259115216334465,2057
0.25,K_Sharpe,u56,EWall,25.0,17,1.0,8.62875,0.5165,0.5075735294117647,0.4835,0.0,0.0,1.0,0.0,1934
0.25,K_Calmar,u56,EWall,25.0,17,1.0,8.62875,0.5165,0.5075735294117647,0.4835,0.0,0.0,1.0,0.0,1934
0.25,K_Sortino,u56,EWall,25.0,17,1.0,8.62875,0.5165,0.5075735294117647,0.4835,0.0,0.0,1.0,0.0,1934
0.25,K_MinHalf,u56,EWall,25.0,17,1.0,8.62875,0.5165,0.5075735294117647,0.4835,0.0,0.0,1.0,0.0,1934
0.25,K_H2Sharpe,u56,EWall,25.0,17,1.0,8.62875,0.5055,0.5075735294117647,0.4945,1.0,0.0,0.0,0.0,1978
0.25,K_CAGR,u56,EWall,25.0,17,1.0,8.62875,0.5165,0.5075735294117647,0.4835,0.0,0.0,1.0,0.0,1934
0.25,K_MaxDD,u56,EWall,25.0,17,1.0,8.62875,1.0,0.5075735294117647,0.0,0.0,0.0,0.0,0.0,0
0.25,K_NegVol,u56,EWall,25.0,17,1.0,8.62875,0.0,0.5075735294117647,1.0,0.24525,0.471,0.0,1.0,4000
0.25,K_RANDOM,u56,EWall,25.0,17,1.0,8.62875,0.51125,0.5075735294117647,0.48875,0.29769820971867006,0.28695652173913044,0.3887468030690537,0.2879795396419437,1955
0.25,K_Sharpe,u56,TOP20,10.0,17,1.0,10.26225,1.0,0.6036617647058823,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Calmar,u56,TOP20,10.0,17,1.0,10.26225,1.0,0.6036617647058823,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Sortino,u56,TOP20,10.0,17,1.0,10.26225,1.0,0.6036617647058823,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,u56,TOP20,10.0,17,1.0,10.26225,1.0,0.6036617647058823,0.0,0.0,0.0,0.0,0.0,0
0.25,K_H2Sharpe,u56,TOP20,10.0,17,1.0,10.26225,1.0,0.6036617647058823,0.0,0.0,0.0,0.0,0.0,0
0.25,K_CAGR,u56,TOP20,10.0,17,1.0,10.26225,1.0,0.6036617647058823,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MaxDD,u56,TOP20,10.0,17,1.0,10.26225,0.0,0.6036617647058823,1.0,1.0,0.2385,0.0,1.0,4000
0.25,K_NegVol,u56,TOP20,10.0,17,1.0,10.26225,0.0,0.6036617647058823,1.0,1.0,0.2385,0.0,1.0,4000
0.25,K_RANDOM,u56,TOP20,10.0,17,1.0,10.26225,0.613,0.6036617647058823,0.387,0.3733850129198966,0.35852713178294576,0.38372093023255816,0.36627906976744184,1548
0.25,K_Sharpe,u56,TOP20,25.0,17,1.0,10.82675,1.0,0.6368676470588234,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Calmar,u56,TOP20,25.0,17,1.0,10.82675,1.0,0.6368676470588234,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Sortino,u56,TOP20,25.0,17,1.0,10.82675,1.0,0.6368676470588234,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,u56,TOP20,25.0,17,1.0,10.82675,1.0,0.6368676470588234,0.0,0.0,0.0,0.0,0.0,0
0.25,K_H2Sharpe,u56,TOP20,25.0,17,1.0,10.82675,0.73025,0.6368676470588234,0.26975,0.0,0.0,1.0,0.0,1079
0.25,K_CAGR,u56,TOP20,25.0,17,1.0,10.82675,1.0,0.6368676470588234,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MaxDD,u56,TOP20,25.0,17,1.0,10.82675,0.56525,0.6368676470588234,0.43475,0.5641173087981599,0.0,0.0,0.5710178263369753,1739
0.25,K_NegVol,u56,TOP20,25.0,17,1.0,10.82675,0.0,0.6368676470588234,1.0,1.0,0.506,0.0,1.0,4000
0.25,K_RANDOM,u56,TOP20,25.0,17,1.0,10.82675,0.62825,0.6368676470588234,0.37175,0.4082044384667115,0.3839946200403497,0.41156691324815065,0.41358439811701414,1487
0.25,K_Sharpe,u56,V1u,10.0,17,1.0,9.897,1.0,0.5821764705882354,0.0,0.0,0.0,0.0,0.0,0
0.25,K_Calmar,u56,V1u,10.0,17,1.0,9.897,0.0,0.5821764705882354,1.0,0.0,1.0,0.0,0.74825,4000
0.25,K_Sortino,u56,V1u,10.0,17,1.0,9.897,1.0,0.5821764705882354,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MinHalf,u56,V1u,10.0,17,1.0,9.897,0.51275,0.5821764705882354,0.48725,1.0,0.0,0.0,0.0,1949
0.25,K_H2Sharpe,u56,V1u,10.0,17,1.0,9.897,0.51275,0.5821764705882354,0.48725,1.0,0.0,0.0,0.0,1949
0.25,K_CAGR,u56,V1u,10.0,17,1.0,9.897,1.0,0.5821764705882354,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MaxDD,u56,V1u,10.0,17,1.0,9.897,0.0,0.5821764705882354,1.0,0.0,1.0,0.0,0.74825,4000
0.25,K_NegVol,u56,V1u,10.0,17,1.0,9.897,0.0,0.5821764705882354,1.0,0.0,1.0,0.0,0.74825,4000
0.25,K_RANDOM,u56,V1u,10.0,17,1.0,9.897,0.57375,0.5821764705882354,0.42625,0.33020527859237536,0.3284457478005865,0.41759530791788857,0.32727272727272727,1705
0.25,K_Sharpe,u56,V1u,25.0,17,1.0,9.458,0.25,0.5563529411764706,0.75,0.0,1.0,0.0,0.0,3000
0.25,K_Calmar,u56,V1u,25.0,17,1.0,9.458,0.25,0.5563529411764706,0.75,0.0,1.0,0.0,0.0,3000
0.25,K_Sortino,u56,V1u,25.0,17,1.0,9.458,0.25,0.5563529411764706,0.75,0.0,1.0,0.0,0.0,3000
0.25,K_MinHalf,u56,V1u,25.0,17,1.0,9.458,0.196,0.5563529411764706,0.804,0.9275497512437811,0.0,0.0,0.29197761194029853,3216
0.25,K_H2Sharpe,u56,V1u,25.0,17,1.0,9.458,0.196,0.5563529411764706,0.804,0.9275497512437811,0.0,0.0,0.29197761194029853,3216
0.25,K_CAGR,u56,V1u,25.0,17,1.0,9.458,1.0,0.5563529411764706,0.0,0.0,0.0,0.0,0.0,0
0.25,K_MaxDD,u56,V1u,25.0,17,1.0,9.458,0.25,0.5563529411764706,0.75,0.0,1.0,0.0,0.0,3000
0.25,K_NegVol,u56,V1u,25.0,17,1.0,9.458,0.25,0.5563529411764706,0.75,0.0,1.0,0.0,0.0,3000
0.25,K_RANDOM,u56,V1u,25.0,17,1.0,9.458,0.56075,0.5563529411764706,0.43925,0.3745019920318725,0.3386454183266932,0.39385315879339783,0.32783153101878204,1757
0.5,K_Sharpe,broad,EWall,10.0,17,1.0,4.41625,1.0,0.25977941176470587,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,broad,EWall,10.0,17,1.0,4.41625,0.6205,0.25977941176470587,0.3795,1.0,0.0,0.0,0.0,1518
0.5,K_Sortino,broad,EWall,10.0,17,1.0,4.41625,1.0,0.25977941176470587,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,broad,EWall,10.0,17,1.0,4.41625,1.0,0.25977941176470587,0.0,0.0,0.0,0.0,0.0,0
0.5,K_H2Sharpe,broad,EWall,10.0,17,1.0,4.41625,0.0,0.25977941176470587,1.0,0.0,0.0,1.0,0.0,4000
0.5,K_CAGR,broad,EWall,10.0,17,1.0,4.41625,0.0,0.25977941176470587,1.0,0.0,0.0,1.0,0.0,4000
0.5,K_MaxDD,broad,EWall,10.0,17,1.0,4.41625,0.39375,0.25977941176470587,0.60625,0.0,0.0,0.0,1.0,2425
0.5,K_NegVol,broad,EWall,10.0,17,1.0,4.41625,0.0,0.25977941176470587,1.0,0.503,0.87825,0.0,1.0,4000
0.5,K_RANDOM,broad,EWall,10.0,17,1.0,4.41625,0.25025,0.25977941176470587,0.74975,0.35945315105035014,0.3484494831610537,0.401133711237079,0.3411137045681894,2999
0.5,K_Sharpe,broad,EWall,25.0,17,1.0,4.359,1.0,0.25641176470588234,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,broad,EWall,25.0,17,1.0,4.359,1.0,0.25641176470588234,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Sortino,broad,EWall,25.0,17,1.0,4.359,1.0,0.25641176470588234,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,broad,EWall,25.0,17,1.0,4.359,0.0,0.25641176470588234,1.0,0.0,0.0,1.0,0.0,4000
0.5,K_H2Sharpe,broad,EWall,25.0,17,1.0,4.359,0.0,0.25641176470588234,1.0,0.0,0.0,1.0,0.0,4000
0.5,K_CAGR,broad,EWall,25.0,17,1.0,4.359,0.0,0.25641176470588234,1.0,0.0,0.0,1.0,0.0,4000
0.5,K_MaxDD,broad,EWall,25.0,17,1.0,4.359,0.37725,0.25641176470588234,0.62275,0.0,0.0,0.0,1.0,2491
0.5,K_NegVol,broad,EWall,25.0,17,1.0,4.359,0.0,0.25641176470588234,1.0,0.251,0.88125,0.0,1.0,4000
0.5,K_RANDOM,broad,EWall,25.0,17,1.0,4.359,0.255,0.25641176470588234,0.745,0.3651006711409396,0.3593959731543624,0.3865771812080537,0.34563758389261745,2980
0.5,K_Sharpe,broad,TOP20,10.0,17,1.0,7.32525,1.0,0.4308970588235294,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,broad,TOP20,10.0,17,1.0,7.32525,1.0,0.4308970588235294,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Sortino,broad,TOP20,10.0,17,1.0,7.32525,1.0,0.4308970588235294,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,broad,TOP20,10.0,17,1.0,7.32525,1.0,0.4308970588235294,0.0,0.0,0.0,0.0,0.0,0
0.5,K_H2Sharpe,broad,TOP20,10.0,17,1.0,7.32525,1.0,0.4308970588235294,0.0,0.0,0.0,0.0,0.0,0
0.5,K_CAGR,broad,TOP20,10.0,17,1.0,7.32525,0.5025,0.4308970588235294,0.4975,0.0,0.0,1.0,0.0,1990
0.5,K_MaxDD,broad,TOP20,10.0,17,1.0,7.32525,1.0,0.4308970588235294,0.0,0.0,0.0,0.0,0.0,0
0.5,K_NegVol,broad,TOP20,10.0,17,1.0,7.32525,0.0,0.4308970588235294,1.0,1.0,1.0,0.0,1.0,4000
0.5,K_RANDOM,broad,TOP20,10.0,17,1.0,7.32525,0.41375,0.4308970588235294,0.58625,0.45245202558635395,0.48059701492537316,0.4695095948827292,0.48059701492537316,2345
0.5,K_Sharpe,broad,TOP20,25.0,17,1.0,7.52375,1.0,0.44257352941176464,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,broad,TOP20,25.0,17,1.0,7.52375,1.0,0.44257352941176464,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Sortino,broad,TOP20,25.0,17,1.0,7.52375,1.0,0.44257352941176464,0.0,0.0,0.0,0.0,0.0,0
