panel,gross,mean_gross,CAGR,Sharpe,MaxDD
B136,0.24,0.24,0.05110641086509937,1.0607298244964039,-0.06978355421302096
B136,0.25,0.25,0.05324506498280401,1.0608301811131424,-0.07262040687190152
B136,0.26,0.26,0.05538431991946369,1.060930140821141,-0.07545163732940297
B136,0.27,0.27,0.05752416513478331,1.061029788330039,-0.07827725039453004
B136,0.28,0.28,0.05966458307827338,1.061129086922133,-0.08109725088041486
B136,0.29,0.29,0.061805555294171866,1.0612279959058217,-0.0839116436043118
B136,0.3,0.30000000000000004,0.06394706707772224,1.0613265413679756,-0.08672043338758628
B136,0.31,0.31,0.06608910327138129,1.061424743028435,-0.08952362505570577
B136,0.32,0.31999999999999995,0.068231651228579,1.0615226526622783,-0.0923212252784118
B136,0.33,0.33,0.07037469348118375,1.061620240679112,-0.09511323837419994
B136,0.34,0.3399999999999999,0.07251821845013007,1.061717565436153,-0.09789966802664862
B136,0.35,0.35000000000000003,0.07466220537511958,1.0618145572450435,-0.10068051907603892
B136,0.36,0.35999999999999993,0.07680663853180025,1.0619112258031502,-0.10345579818352868
B136,0.37,0.37000000000000005,0.07895150388268157,1.0620075996134932,-0.10622551006152259
B136,0.38,0.37999999999999995,0.08109677600503318,1.0621035667692154,-0.10898965804857008
B136,0.39,0.39000000000000007,0.08324243438261258,1.0621990858677137,-0.1117482469996488
B136,0.4,0.39999999999999997,0.08538847047529452,1.0622942567916271,-0.11450128177376062
B136,0.41,0.4100000000000001,0.08753487206760968,1.0623891265121863,-0.11724876723392397
B136,0.42,0.42,0.08968162077629249,1.0624836715194157,-0.11999070824716696
B136,0.43,0.43000000000000005,0.09182869322390674,1.0625778146907523,-0.12272711597954278
B136,0.44,0.44,0.09397607045358036,1.0626715481050382,-0.1254580032040158
B136,0.45,0.45000000000000007,0.09612374238018129,1.0627649460794217,-0.1281833954648891
B136,0.46,0.46,0.09827168937535014,1.0628579751375038,-0.13090326493667415
B136,0.47,0.46999999999999986,0.10041989356858161,1.0629506329504195,-0.13361761648855774
B136,0.48,0.48,0.10256833494670925,1.063042893211533,-0.13632645499373575
B136,0.49,0.4900000000000001,0.10471699755300934,1.063134765780349,-0.13902978532940546
B136,0.5,0.5,0.10686586472154769,1.0632262523902725,-0.14172761237675735
B136,0.51,0.5099999999999999,0.10901491902915983,1.0633173598146775,-0.1444199410209629
B136,0.52,0.52,0.11116413334705277,1.0634079983552946,-0.1471067761511663
B136,0.53,0.5300000000000001,0.11331349639332045,1.063498226433755,-0.1497881226604757
B136,0.54,0.54,0.11546299103414714,1.0635880597706417,-0.15246398544595285
B136,0.55,0.5499999999999999,0.11761259523154743,1.0636774622067646,-0.15513436940860248
B136,0.56,0.56,0.11976228229018404,1.0637663726467477,-0.15779929895406197
B136,0.57,0.57,0.12191204815047696,1.06385489894685,-0.16045879237741867
B136,0.58,0.58,0.12406188046460431,1.0639430747759864,-0.1631128232674176
B136,0.59,0.59,0.12621175431850373,1.0640308489807595,-0.16576139652779998
B136,0.6,0.6000000000000001,0.12836164588855592,1.0641181864176983,-0.16840451706624826
B136,0.61,0.6100000000000001,0.1305115437532498,1.064205138347103,-0.17104223080733494
B136,0.62,0.62,0.13266142757775357,1.064291688399534,-0.17367451808885792
B136,0.63,0.63,0.1348112633844598,1.064377720262709,-0.1763013845797592
B136,0.64,0.6399999999999999,0.13696103107270963,1.06446322335974,-0.17892281995576353
B136,0.65,0.6499999999999999,0.13911070900289357,1.0645481938911001,-0.18153882912719121
B136,0.66,0.66,0.1412602944210175,1.0646327431170146,-0.1841494170083039
B136,0.67,0.67,0.143409762065573,1.064716829692345,-0.18675458851729732
B136,0.68,0.6799999999999998,0.14555909141188472,1.0648004391082833,-0.18935434857628886
B136,0.69,0.69,0.14770826713458707,1.0648835989422567,-0.19194870211131
B136,0.7,0.7000000000000001,0.14985727250928882,1.0649663294356049,-0.19453765405229662
B136,0.71,0.71,0.15200606428525254,1.0650484811608008,-0.19712125865133312
B136,0.72,0.7199999999999999,0.15415462882230813,1.0651300872519593,-0.19969948615280997
B136,0.73,0.73,0.15630295437976915,1.0652112006086605,-0.20227232830739605
B136,0.74,0.7400000000000001,0.1584510268069299,1.065291848969345,-0.20483979004809028
B136,0.75,0.75,0.1605988223657484,1.0653720113403455,-0.20740187631179008
SMALL,0.2,0.20000000000000004,0.02326462245230876,0.50612754689871,-0.10662750896125117
SMALL,0.21,0.21,0.024384702450058526,0.5061868396544021,-0.11178564066316865
SMALL,0.22,0.22000000000000006,0.02550053119497675,0.506246002741579,-0.11692710074052592
SMALL,0.23,0.23000000000000004,0.026612090135972544,0.5063050456934456,-0.12205186020816561
SMALL,0.24,0.2400000000000001,0.02771935889180055,0.5063639476607412,-0.12715988382505505
SMALL,0.25,0.25,0.028822321346945623,0.5064227614338426,-0.13225114591195197
SMALL,0.26,0.2599999999999999,0.029920953464762867,0.5064814083516028,-0.1373256178093717
SMALL,0.27,0.27,0.031015238033465176,0.5065399194106012,-0.1423832827570749
SMALL,0.28,0.2800000000000001,0.03210515439129713,0.5065982759510835,-0.14742414441926832
SMALL,0.29,0.2899999999999999,0.03319068351342125,0.5066564860454078,-0.15244814974344156
SMALL,0.3,0.29999999999999993,0.03427181310463889,0.5067146422109156,-0.15745528056067082
SMALL,0.31,0.31,0.03534851854774379,0.506772666375166,-0.1624455187245616
SMALL,0.32,0.32,0.03642078042793573,0.5068305537655883,-0.16741883725005313
SMALL,0.33,0.33,0.03748857653945059,0.5068882651585743,-0.17237523286001588
SMALL,0.34,0.33999999999999997,0.038551894186095836,0.5069458841614657,-0.1773146740847228
SMALL,0.35,0.3499999999999999,0.039610712671901416,0.5070033901086992,-0.18223716238218923
SMALL,0.36,0.36,0.04066501403358913,0.5070607946419163,-0.1871426611671001
SMALL,0.37,0.37000000000000005,0.04171477046552474,0.5071179997855014,-0.19203116219847727
SMALL,0.38,0.37999999999999995,0.0427599713881297,0.5071750989764648,-0.1969026728619898
SMALL,0.39,0.39,0.043800589789100064,0.5072320111812698,-0.20175718778871754
SMALL,0.4,0.4000000000000001,0.04483660320547478,0.5072887060807606,-0.20659469966010757
SMALL,0.41,0.41000000000000003,0.04586799610910286,0.5073452240812756,-0.21141517889966355
SMALL,0.42,0.42,0.04689475362418527,0.5074016115768418,-0.2162185823159254
SMALL,0.43,0.42999999999999994,0.0479168499367808,0.5074578018855105,-0.22100492907677272
SMALL,0.44,0.4400000000000001,0.04893427059730371,0.5075138405751434,-0.2257741743875452
SMALL,0.45,0.45000000000000007,0.04994700475967728,0.5075698020280123,-0.2305263000162241
SMALL,0.46,0.4600000000000001,0.05095502635859939,0.5076256186507493,-0.235261290784745
SMALL,0.47,0.46999999999999975,0.05195831429275444,0.5076812684078187,-0.23997915339379583
SMALL,0.48,0.4800000000000002,0.052956853446452845,0.5077367826267878,-0.24467992110526338
SMALL,0.49,0.49000000000000016,0.05395062262370076,0.5077921512384251,-0.24936358838030648
SMALL,0.5,0.5,0.054939598970945136,0.5078473422405078,-0.25403013785403095
SMALL,0.51,0.5099999999999999,0.05592376606877725,0.5079023784176551,-0.2586795300710848
SMALL,0.52,0.5199999999999998,0.05690311129377257,0.507957308842259,-0.26331175433654497
SMALL,0.53,0.5300000000000002,0.0578776088489128,0.5080120831828419,-0.26792677037750223
SMALL,0.54,0.54,0.05884723000962011,0.508066626256528,-0.2725246110236893
SMALL,0.55,0.5499999999999999,0.059811969191220005,0.5081210428647263,-0.2771053051042319
SMALL,0.56,0.5600000000000002,0.06077180427135431,0.5081753023229814,-0.28166887182321576
SMALL,0.57,0.5700000000000001,0.061726710494584,0.5082293691319101,-0.28621523782801084
SMALL,0.58,0.5799999999999998,0.06267665416606083,0.508283146782869,-0.29074438279324366
SMALL,0.59,0.59,0.06362162981209085,0.5083367341164238,-0.29525628400861526
SMALL,0.6,0.5999999999999999,0.06456163637049084,0.5083902479756214,-0.2997509504421533
SMALL,0.61,0.61,0.06549664230820906,0.5084435946209052,-0.30422843932325416
SMALL,0.62,0.62,0.06642663602391097,0.5084968269864016,-0.3086886688357353
SMALL,0.63,0.63,0.06735158815620501,0.5085498768726024,-0.3131317177778279
SMALL,0.64,0.64,0.06827148873508881,0.50860280451042,-0.31755757443735444
SMALL,0.65,0.6500000000000001,0.06918629564030443,0.5086554686806298,-0.32196616117908494
SMALL,0.66,0.66,0.07009600282930739,0.5087079527135852,-0.32635753685045965
SMALL,0.67,0.6700000000000002,0.07100060264628394,0.5087603206017263,-0.3307316523599849
SMALL,0.68,0.6799999999999999,0.07190007816397248,0.5088125814463933,-0.3350885445031895
SMALL,0.69,0.6899999999999998,0.07279441675295217,0.5088647679373404,-0.33942817791927105
SMALL,0.7,0.6999999999999998,0.07368359145347791,0.508916832838635,-0.34375059605867364
SMALL,0.71,0.7100000000000002,0.07456755900193901,0.5089686319543829,-0.34805583613512137
SMALL,0.72,0.72,0.0754462926482089,0.5090201188245426,-0.35234404012393417
SMALL,0.73,0.7300000000000002,0.07631980580999032,0.5090714835814671,-0.3566149749191505
SMALL,0.74,0.7400000000000001,0.07718806570995751,0.5091226502665116,-0.36086865695303205
SMALL,0.75,0.75,0.07805104993425882,0.5091735910765686,-0.3651051671527562
