corpus,cell,metric,A,B,n_units,nphA,nphB,gap0,gap_pa,sign_share,gap_range,ratio,survives,survives_weak
A,ALL,OOS_Sharpe,2W,M,115,10,5,-0.06718471401107828,-0.011127640454205556,0.56,0.17517024281037852,0.3835395380698628,False,True
A,ALL,OOS_Sharpe,2W,6W,115,10,30,-0.09101014167449228,0.01315223593792858,0.3433333333333333,0.2356853978715393,0.3861509558776208,False,False
A,ALL,OOS_Sharpe,2W,Q,115,10,5,0.15013332938140878,0.13833346596507978,1.0,0.11138401168701983,1.3478894062755742,True,True
A,ALL,OOS_Sharpe,M,6W,115,5,30,-0.023825427663414,0.024279876392134137,0.32666666666666666,0.30648507289905125,0.07773764457123013,False,False
A,ALL,OOS_Sharpe,M,Q,115,5,5,0.21731804339248706,0.14946110641928534,1.0,0.18218368671453178,1.1928512772551814,True,True
A,ALL,OOS_Sharpe,6W,Q,115,30,5,0.24114347105590106,0.1251812300271512,1.0,0.24269884177569256,0.9935913549961272,True,True
A,SMALL,OOS_Sharpe,D,2D,49,1,2,-0.05887771678655021,-0.05049875275348417,1.0,0.01675792806613205,3.513424604414116,True,True
A,SMALL,OOS_Sharpe,D,W,49,1,5,-0.07445742835663505,-0.0840252649948437,1.0,0.06311856110699676,1.1796439438854913,True,True
A,SMALL,OOS_Sharpe,D,2W,49,1,10,-0.08398188888193606,-0.09648467056670507,1.0,0.1379516683111676,0.608777624149526,True,True
A,SMALL,OOS_Sharpe,D,M,49,1,5,-0.17228939340252405,-0.1372177422685459,1.0,0.10310001363624832,1.6710899186724244,True,True
A,SMALL,OOS_Sharpe,D,6W,49,1,30,-0.09077239524929118,-0.1268519447566446,0.9666666666666667,0.2618358054152976,0.346676785114691,True,True
A,SMALL,OOS_Sharpe,D,Q,49,1,5,-0.10572916493024409,-0.11427333748988772,1.0,0.04860776126410002,2.1751498563323453,True,True
A,SMALL,OOS_Sharpe,2D,W,49,2,5,-0.015579711570084837,-0.033526512241359524,0.9,0.07987648917312881,0.19504752564069874,False,True
A,SMALL,OOS_Sharpe,2D,2W,49,2,10,-0.025104172095385846,-0.045985917813220895,0.9,0.15470959637729964,0.16226641839438832,False,True
A,SMALL,OOS_Sharpe,2D,M,49,2,5,-0.11341167661597384,-0.08671898951506174,1.0,0.11985794170238037,0.9462174554739704,True,True
A,SMALL,OOS_Sharpe,2D,6W,49,2,30,-0.031894678462740966,-0.07635319200316043,0.7666666666666667,0.2785937334814296,0.11448455090561825,False,True
A,SMALL,OOS_Sharpe,2D,Q,49,2,5,-0.04685144814369388,-0.06377458473640354,1.0,0.06536568933023207,0.7167590309802604,True,True
A,SMALL,OOS_Sharpe,W,2W,49,5,10,-0.00952446052530101,-0.01245940557186137,0.62,0.20107022941816435,0.04736882507600394,False,True
A,SMALL,OOS_Sharpe,W,M,49,5,5,-0.09783196504588901,-0.053192477273702216,0.84,0.16621857474324508,0.5885742023537882,False,True
A,SMALL,OOS_Sharpe,W,6W,49,5,30,-0.01631496689265613,-0.042826679761800907,0.6333333333333333,0.3249543665222943,0.05020694772395619,False,True
A,SMALL,OOS_Sharpe,W,Q,49,5,5,-0.031271736573609044,-0.03024807249504402,0.8,0.11172632237109678,0.2798958733264359,False,True
A,SMALL,OOS_Sharpe,2W,M,49,10,5,-0.088307504520588,-0.040733071701840845,0.74,0.2410516819474159,0.3663426191726461,False,True
A,SMALL,OOS_Sharpe,2W,6W,49,10,30,-0.00679050636735512,-0.030367274189939536,0.5966666666666667,0.39978747372646517,0.01698529046960883,False,True
A,SMALL,OOS_Sharpe,2W,Q,49,10,5,-0.021747276048308034,-0.01778866692318265,0.64,0.1865594295752676,0.11657023232660599,False,True
A,SMALL,OOS_Sharpe,M,6W,49,5,30,0.08151699815323288,0.010365797511901309,0.56,0.3649358190515459,0.22337351911657347,False,True
A,SMALL,OOS_Sharpe,M,Q,49,5,5,0.06656022847227996,0.022944404778658195,0.76,0.15170777490034834,0.4387397318034696,False,True
A,SMALL,OOS_Sharpe,6W,Q,49,30,5,-0.014956769680952914,0.012578607266756886,0.5,0.31044356667939754,0.048178707134875584,False,False
A,U56,OOS_Sharpe,D,2D,33,1,2,-0.02881840236517963,-0.041057958817976914,1.0,0.024479112905594347,1.177264979998258,True,True
A,U56,OOS_Sharpe,D,W,33,1,5,-0.0427811040683701,-0.06365881763968484,1.0,0.0890782081455801,0.48026453336884756,True,True
A,U56,OOS_Sharpe,D,2W,33,1,10,-0.057091552549631386,-0.04713319300575969,0.9,0.1093707341646073,0.5220002680397695,False,True
A,U56,OOS_Sharpe,D,M,33,1,5,-0.08967589376660534,-0.009867151078313707,0.4,0.13923871605275417,0.6440442450835967,False,True
A,U56,OOS_Sharpe,D,6W,33,1,30,-0.20677999521102275,-0.005258633522405631,0.43333333333333335,0.41073453758991396,0.5034395121100731,False,True
A,U56,OOS_Sharpe,D,Q,33,1,5,0.2044027101175404,0.17700969738947347,1.0,0.06475389128717557,3.1566089088150617,True,True
A,U56,OOS_Sharpe,2D,W,33,2,5,-0.013962701703190472,-0.022600858821707925,0.8,0.11355732105117444,0.12295730098192613,False,True
A,U56,OOS_Sharpe,2D,2W,33,2,10,-0.028273150184451756,-0.006075234187782774,0.65,0.13384984707020164,0.21123035104868695,False,True
A,U56,OOS_Sharpe,2D,M,33,2,5,-0.06085749140142571,0.031190807739663207,0.4,0.16371782895834852,0.37172183254951713,False,False
A,U56,OOS_Sharpe,2D,6W,33,2,30,-0.17796159284584312,0.03579932529557128,0.36666666666666664,0.4352136504955083,0.40890627544247904,False,False
A,U56,OOS_Sharpe,2D,Q,33,2,5,0.23322111248272004,0.2180676562074504,1.0,0.08923300419276992,2.613619417977824,True,True
A,U56,OOS_Sharpe,W,2W,33,5,10,-0.014310448481261284,0.01652562463392515,0.44,0.1984489423101874,0.07211148779464498,False,False
A,U56,OOS_Sharpe,W,M,33,5,5,-0.04689478969823524,0.05379166656137113,0.32,0.22831692419833427,0.20539340157499095,False,False
A,U56,OOS_Sharpe,W,6W,33,5,30,-0.16399889114265265,0.05840018411727921,0.3333333333333333,0.49981274573549406,0.3281206662733697,False,False
A,U56,OOS_Sharpe,W,Q,33,5,5,0.2471838141859105,0.24066851502915831,1.0,0.15383209943275566,1.606841583111602,True,True
A,U56,OOS_Sharpe,2W,M,33,10,5,-0.032584341216973955,0.03726604192744598,0.4,0.24860945021736147,0.13106638218492972,False,False
A,U56,OOS_Sharpe,2W,6W,33,10,30,-0.14968844266139136,0.04187455948335406,0.36,0.5201052717545213,0.2878041250311363,False,False
A,U56,OOS_Sharpe,2W,Q,33,10,5,0.2614942626671718,0.22414289039523316,1.0,0.17412462545178287,1.5017649685603063,True,True
A,U56,OOS_Sharpe,M,6W,33,5,30,-0.11710410144441741,0.004608517555908076,0.4666666666666667,0.5499732536426681,0.2129269026608028,False,False
A,U56,OOS_Sharpe,M,Q,33,5,5,0.29407860388414575,0.18687684846778718,1.0,0.20399260733992974,1.4416140257185803,True,True
A,U56,OOS_Sharpe,6W,Q,33,30,5,0.41118270532856316,0.1822683309118791,0.9533333333333334,0.47548842887708953,0.8647585942303783,True,True
A,ETF,OOS_Sharpe,D,2D,33,1,2,-0.025136730035533073,-0.03266824675719715,1.0,0.015063033443328266,1.668769450064964,True,True
A,ETF,OOS_Sharpe,D,W,33,1,5,-0.04993768197878845,-0.08658761637652956,1.0,0.06496863811723075,0.7686428933400122,True,True
A,ETF,OOS_Sharpe,D,2W,33,1,10,-0.05255226259985557,-0.0770576118175359,0.9,0.20907662165517504,0.251354083416025,False,True
A,ETF,OOS_Sharpe,D,M,33,1,5,-0.12297320592122063,-0.0926193549220552,1.0,0.16158778579767563,0.7610303298245302,True,True
A,ETF,OOS_Sharpe,D,6W,33,1,30,-0.2099375011677419,-0.028007820750319823,0.4,0.42740413358636076,0.4911920233577296,False,True
A,ETF,OOS_Sharpe,D,Q,33,1,5,0.2414367900429465,0.20728414218784097,1.0,0.08234054025268711,2.9321739850385233,True,True
A,ETF,OOS_Sharpe,2D,W,33,2,5,-0.024800951943255378,-0.05391936961933241,1.0,0.08003167156055901,0.30988921585236157,True,True
A,ETF,OOS_Sharpe,2D,2W,33,2,10,-0.027415532564322498,-0.04438936506033875,0.7,0.2241396550985033,0.12231451213875615,False,True
A,ETF,OOS_Sharpe,2D,M,33,2,5,-0.09783647588568756,-0.05995110816485805,0.8,0.1766508192410039,0.5538410538148125,False,True
A,ETF,OOS_Sharpe,2D,6W,33,2,30,-0.18480077113220883,0.004660426006877327,0.4,0.442467167029689,0.41765985117672905,False,False
A,ETF,OOS_Sharpe,2D,Q,33,2,5,0.26657352007847956,0.23995238894503812,1.0,0.09740357369601538,2.736794041155234,True,True
A,ETF,OOS_Sharpe,W,2W,33,5,10,-0.0026145806210671196,0.009530004558993665,0.5,0.2740452597724058,0.009540689093613679,False,False
A,ETF,OOS_Sharpe,W,M,33,5,5,-0.07303552394243218,-0.006031738545525633,0.56,0.22655642391490638,0.32237233745296057,False,True
A,ETF,OOS_Sharpe,W,6W,33,5,30,-0.15999981918895345,0.05857979562620974,0.3933333333333333,0.4923727717035915,0.3249566758847367,False,False
A,ETF,OOS_Sharpe,W,Q,33,5,5,0.29137447202173494,0.29387175856437053,1.0,0.14730917836991786,1.9779790726280826,True,True
A,ETF,OOS_Sharpe,2W,M,33,10,5,-0.07042094332136506,-0.015561743104519299,0.56,0.3706644074528507,0.1899857172834237,False,True
A,ETF,OOS_Sharpe,2W,6W,33,10,30,-0.15738523856788633,0.049049791067216075,0.37666666666666665,0.6364807552415358,0.2472741512948978,False,False
A,ETF,OOS_Sharpe,2W,Q,33,10,5,0.29398905264280206,0.28434175400537687,1.0,0.29141716190786215,1.0088254607865308,True,True
A,ETF,OOS_Sharpe,M,6W,33,5,30,-0.08696429524652127,0.06461153417173537,0.34,0.5889919193840364,0.1476493859838823,False,False
A,ETF,OOS_Sharpe,M,Q,33,5,5,0.3644099959641671,0.29990349710989617,1.0,0.24392832605036274,1.4939224232979367,True,True
A,ETF,OOS_Sharpe,6W,Q,33,30,5,0.4513742912106884,0.2352919629381608,0.9866666666666667,0.5097446738390479,0.8854909415948308,True,True
B,ALL,OOS_Sharpe,D,W,53,1,5,-0.04892422398878893,-0.06613343294925644,1.0,0.09206943092219622,0.5313840163749096,True,True
B,ALL,OOS_Sharpe,D,M,53,1,5,-0.13919831976230324,-0.06539893743699776,0.8,0.13985479462859562,0.9953060253097811,False,True
B,ALL,OOS_Sharpe,D,Q,53,1,5,0.07535418822227857,0.052327426871469296,1.0,0.05694193435480632,1.3233513942948465,True,True
B,ALL,OOS_Sharpe,W,M,53,5,5,-0.0902740957735143,0.0007344955122586816,0.48,0.23192422555079184,0.3892396128913411,False,False
B,ALL,OOS_Sharpe,W,Q,53,5,5,0.1242784122110675,0.11846085982072574,1.0,0.14901136527700254,0.8340196868879225,True,True
B,ALL,OOS_Sharpe,M,Q,53,5,5,0.2145525079845818,0.11772636430846706,1.0,0.19679672898340195,1.0902239538883667,True,True
B,U56,OOS_Sharpe,D,W,2,1,5,-0.12002650256532155,-0.12141966689261108,1.0,0.061571220393644044,1.9493929436180513,True,True
B,U56,OOS_Sharpe,D,M,2,1,5,-0.18873223575844622,-0.1333766189353196,1.0,0.123654250398058,1.526289918469396,True,True
B,U56,OOS_Sharpe,D,Q,2,1,5,0.09546709652554031,0.06367730472109179,1.0,0.056750363799162096,1.682228802327957,True,True
B,U56,OOS_Sharpe,W,M,2,5,5,-0.06870573319312467,-0.011956952042708524,0.44,0.18522547079170204,0.37093026622882064,False,True
B,U56,OOS_Sharpe,W,Q,2,5,5,0.21549359909086185,0.18509697161370287,1.0,0.11832158419280614,1.8212534979223487,True,True
B,U56,OOS_Sharpe,M,Q,2,5,5,0.2841993322839865,0.1970539236564114,1.0,0.1804046141972201,1.5753440317956449,True,True
B,B136,OOS_Sharpe,D,W,50,1,5,-0.04329860077460268,-0.06129499478155653,1.0,0.09244342573607423,0.4683794486177967,True,True
B,B136,OOS_Sharpe,D,M,50,1,5,-0.13840337741858133,-0.061248458197452615,0.8,0.14599319498817098,0.94801252503444,False,True
B,B136,OOS_Sharpe,D,Q,50,1,5,0.07323733482723993,0.04970629853782382,1.0,0.05727185729763107,1.278766540547817,True,True
B,B136,OOS_Sharpe,W,M,50,5,5,-0.09510477664397865,4.653658410391781e-05,0.48,0.2384366207242452,0.39886816192538,False,False
B,B136,OOS_Sharpe,W,Q,50,5,5,0.11653593560184261,0.11100129331938036,1.0,0.1497152830337053,0.7783836976456636,True,True
B,B136,OOS_Sharpe,M,Q,50,5,5,0.21164071224582126,0.11095475673527644,1.0,0.20326505228580205,1.0412056074855531,True,True
B,SMALL484,OOS_Sharpe,D,W,1,1,5,-0.18800082754503383,-0.19748287344754661,1.0,0.17277707301843792,1.088112121942078,True,True
B,SMALL484,OOS_Sharpe,D,M,1,1,5,-0.07987760495610308,-0.13696753641760384,1.0,0.10542643257019563,0.7576620303728717,True,True
B,SMALL484,OOS_Sharpe,D,Q,1,1,5,0.14097104136769012,0.16068408785448737,1.0,0.12254344474507417,1.1503760291784737,True,True
B,SMALL484,OOS_Sharpe,W,M,1,5,5,0.10812322258893076,0.06051533702994277,0.84,0.27820350558863355,0.3886479516502121,False,True
B,SMALL484,OOS_Sharpe,W,Q,1,5,5,0.32897186891272395,0.35816696130203396,1.0,0.2953205177635121,1.113948571552212,True,True
B,SMALL484,OOS_Sharpe,M,Q,1,5,5,0.2208486463237932,0.29765162427209124,1.0,0.2279698773152698,0.968762403720434,True,True
C,u56|COMP|10,Sharpe,D,W,1,1,5,-0.13019728975742584,-0.13533180259158661,1.0,0.09731175501906819,1.3379400025404304,True,True
C,u56|COMP|10,Sharpe,D,M,1,1,5,-0.20887509587120756,-0.15404955079710114,1.0,0.09085394638105115,2.299020617058978,True,True
C,u56|COMP|10,Sharpe,D,Q,1,1,5,-0.045665450778608396,-0.0417759371403027,1.0,0.04133700488009395,1.1047111640301455,True,True
C,u56|COMP|10,Sharpe,W,M,1,5,5,-0.07867780611378172,-0.01871774820551453,0.6,0.18816570140011935,0.41813043253020726,False,True
C,u56|COMP|10,Sharpe,W,Q,1,5,5,0.08453183897881744,0.09355586545128391,1.0,0.13864875989916214,0.6096833396872543,True,True
C,u56|COMP|10,Sharpe,M,Q,1,5,5,0.16320964509259916,0.11227361365679844,1.0,0.1321909512611451,1.2346506590316926,True,True
C,u56|COMP|25,Sharpe,D,W,1,1,5,-0.35100002585212825,-0.3582864431347013,1.0,0.09845784196373497,3.5649778509406316,True,True
C,u56|COMP|25,Sharpe,D,M,1,1,5,-0.5204323931687294,-0.46552389435832414,1.0,0.09132714521256319,5.69855098347186,True,True
C,u56|COMP|25,Sharpe,D,Q,1,1,5,-0.3935919017909784,-0.3892537567471957,1.0,0.04155157006001031,9.472371350168922,True,True
C,u56|COMP|25,Sharpe,W,M,1,5,5,-0.16943236731660116,-0.10723745122362283,1.0,0.18978498717629821,0.892759589878462,True,True
C,u56|COMP|25,Sharpe,W,Q,1,5,5,-0.042591875938850166,-0.030967313612494385,0.8,0.14000941202374528,0.3042072338081577,False,True
C,u56|COMP|25,Sharpe,M,Q,1,5,5,0.126840491377751,0.07627013761112844,1.0,0.13287871527257356,0.9545583814350073,True,True
C,u56|MOM|10,Sharpe,D,W,1,1,5,-0.08375460924681488,-0.11744987991494615,1.0,0.06922247723401109,1.2099337179696268,True,True
C,u56|MOM|10,Sharpe,D,M,1,1,5,-0.18099182303775363,-0.1291751699780923,1.0,0.11169359084760733,1.6204315902484998,True,True
C,u56|MOM|10,Sharpe,D,Q,1,1,5,0.018137802049034923,-0.02461543577160563,0.4,0.08219818524898648,0.22065939769951998,False,False
C,u56|MOM|10,Sharpe,W,M,1,5,5,-0.09723721379093875,-0.011725290063146154,0.6,0.18091606808161842,0.5374714077196902,False,True
C,u56|MOM|10,Sharpe,W,Q,1,5,5,0.1018924112958498,0.09283444414334052,1.0,0.15142066248299757,0.6729095595344585,True,True
C,u56|MOM|10,Sharpe,M,Q,1,5,5,0.19912962508678855,0.10455973420648668,1.0,0.1938917760965938,1.0270142916612686,True,True
C,u56|MOM|25,Sharpe,D,W,1,1,5,-0.26053420605099764,-0.29374713249477313,1.0,0.06719772729530016,3.877128238371531,True,True
C,u56|MOM|25,Sharpe,D,M,1,1,5,-0.42984789775783405,-0.37821297667475917,1.0,0.11100024967732913,3.87249487282574,True,True
C,u56|MOM|25,Sharpe,D,Q,1,1,5,-0.25967568691797294,-0.3021395494714667,1.0,0.0821588331666604,3.160654514058361,True,True
C,u56|MOM|25,Sharpe,W,M,1,5,5,-0.1693136917068364,-0.08446584417998604,0.92,0.1781979769726293,0.9501437366645443,False,True
C,u56|MOM|25,Sharpe,W,Q,1,5,5,0.0008585191330247044,-0.008392416976693573,0.4,0.14935656046196055,0.005748117996084675,False,False
C,u56|MOM|25,Sharpe,M,Q,1,5,5,0.17017221083986112,0.07607342720329247,0.92,0.19315908284398953,0.8809951276135722,False,True
C,u56|R6|10,Sharpe,D,W,1,1,5,-0.13888877019411972,-0.1261559151646099,1.0,0.1192165943176321,1.1650120605196497,True,True
C,u56|R6|10,Sharpe,D,M,1,1,5,-0.23797112814935173,-0.14205296103577014,1.0,0.1514166100646408,1.57163159344117,True,True
C,u56|R6|10,Sharpe,D,Q,1,1,5,-0.1195184914834091,-0.1525299706052452,1.0,0.07439767029589306,1.6064816412672913,True,True
C,u56|R6|10,Sharpe,W,M,1,5,5,-0.09908235795523201,-0.015897045871160254,0.52,0.2706332043822729,0.36611308720003516,False,True
C,u56|R6|10,Sharpe,W,Q,1,5,5,0.01937027871071062,-0.026374055440635313,0.24,0.19361426461352516,0.10004572105973583,False,False
C,u56|R6|10,Sharpe,M,Q,1,5,5,0.11845263666594263,-0.01047700956947506,0.36,0.22581428036053386,0.5245577758714896,False,False
C,u56|R6|25,Sharpe,D,W,1,1,5,-0.3253326231141289,-0.31268988860152236,1.0,0.12448095297637507,2.6135132752066332,True,True
C,u56|R6|25,Sharpe,D,M,1,1,5,-0.505646014282146,-0.41068523441738036,1.0,0.1492627704472198,3.387623134470396,True,True
C,u56|R6|25,Sharpe,D,Q,1,1,5,-0.41959933797066284,-0.4513860529523235,1.0,0.07294702646566575,5.752110240821909,True,True
C,u56|R6|25,Sharpe,W,M,1,5,5,-0.18031339116801703,-0.097995345815858,0.92,0.2737437234235949,0.6586941571222715,False,True
C,u56|R6|25,Sharpe,W,Q,1,5,5,-0.09426671485653393,-0.13869616435080112,1.0,0.19742797944204082,0.4774739382074663,True,True
C,u56|R6|25,Sharpe,M,Q,1,5,5,0.0860466763114831,-0.04070081853494312,0.28,0.22220979691288556,0.3872316950328548,False,False
C,broad|COMP|10,Sharpe,D,W,1,1,5,-0.19321851642972065,-0.19565959513724218,1.0,0.148725302454784,1.2991637148525124,True,True
C,broad|COMP|10,Sharpe,D,M,1,1,5,-0.33321891677552484,-0.2736946900115348,1.0,0.10730263280341656,3.105412309742646,True,True
C,broad|COMP|10,Sharpe,D,Q,1,1,5,-0.16258022011753737,-0.18450038694088922,1.0,0.0609632499636904,2.666856183264013,True,True
C,broad|COMP|10,Sharpe,W,M,1,5,5,-0.1400004003458042,-0.07803509487429261,0.92,0.25602793525820056,0.5468168940417215,False,True
C,broad|COMP|10,Sharpe,W,Q,1,5,5,0.03063829631218329,0.011159208196352965,0.72,0.2096885524184744,0.14611334743271343,False,True
C,broad|COMP|10,Sharpe,M,Q,1,5,5,0.17063869665798748,0.08919430307064558,1.0,0.16826588276710697,1.014101574554865,True,True
C,broad|COMP|25,Sharpe,D,W,1,1,5,-0.5015556866085018,-0.5070763466781606,1.0,0.15233840975985957,3.2923783791568715,True,True
C,broad|COMP|25,Sharpe,D,M,1,1,5,-0.7791717997277102,-0.7198771565791239,1.0,0.10270919289472369,7.586193385107764,True,True
C,broad|COMP|25,Sharpe,D,Q,1,1,5,-0.6771747874140053,-0.6980400987747367,1.0,0.06054611319476699,11.18444688985475,True,True
C,broad|COMP|25,Sharpe,W,M,1,5,5,-0.2776161131192084,-0.21280080990096328,1.0,0.25504760265458326,1.0884874440289887,True,True
C,broad|COMP|25,Sharpe,W,Q,1,5,5,-0.17561910080550347,-0.19096375209657612,1.0,0.21288452295462656,0.8249500638566115,True,True
C,broad|COMP|25,Sharpe,M,Q,1,5,5,0.10199701231370495,0.02183705780438716,0.64,0.16325530608949068,0.624769967708087,False,True
C,broad|MOM|10,Sharpe,D,W,1,1,5,-0.06228583405388988,-0.08676214366166346,1.0,0.08162400094893107,0.7630823450183442,True,True
C,broad|MOM|10,Sharpe,D,M,1,1,5,-0.15086966465828855,-0.1114956493533612,1.0,0.06325080464387245,2.3852607964079766,True,True
C,broad|MOM|10,Sharpe,D,Q,1,1,5,-0.005053003199521511,-0.050797140864875745,1.0,0.08320244958696654,0.06073142346896781,True,True
C,broad|MOM|10,Sharpe,W,M,1,5,5,-0.08858383060439867,-0.024733505691697744,0.76,0.14487480559280352,0.6114509023285893,False,True
C,broad|MOM|10,Sharpe,W,Q,1,5,5,0.057232830854368366,0.035965002796787715,0.76,0.16482645053589762,0.3472308641500692,False,True
C,broad|MOM|10,Sharpe,M,Q,1,5,5,0.14581666145876704,0.06069850848848546,0.96,0.146453254230839,0.995653269874983,True,True
C,broad|MOM|25,Sharpe,D,W,1,1,5,-0.2612110754468834,-0.28551492494398023,1.0,0.08137138296134039,3.210109819209844,True,True
C,broad|MOM|25,Sharpe,D,M,1,1,5,-0.43574061215896087,-0.3955463343873933,1.0,0.06402022248376205,6.806296436559264,True,True
C,broad|MOM|25,Sharpe,D,Q,1,1,5,-0.32343897214069683,-0.36864434349722874,1.0,0.08258114247283188,3.9166202168625124,True,True
C,broad|MOM|25,Sharpe,W,M,1,5,5,-0.1745295367120775,-0.11003140944341305,1.0,0.14539160544510243,1.2004099973844575,True,True
C,broad|MOM|25,Sharpe,W,Q,1,5,5,-0.062227896693813456,-0.08312941855324851,0.96,0.16395252543417227,0.37954826574963774,True,True
C,broad|MOM|25,Sharpe,M,Q,1,5,5,0.11230164001826404,0.02690199089016454,0.64,0.14660136495659393,0.7660340683152205,False,True
C,broad|R6|10,Sharpe,D,W,1,1,5,-0.168134139825605,-0.15565500007218558,1.0,0.059820059934916237,2.810664850696132,True,True
C,broad|R6|10,Sharpe,D,M,1,1,5,-0.2696610384987609,-0.2092261168894084,1.0,0.09887249992271996,2.7273613867307036,True,True
C,broad|R6|10,Sharpe,D,Q,1,1,5,-0.16766976249084842,-0.1735326642671614,1.0,0.029434699290870725,5.696330063845829,True,True
C,broad|R6|10,Sharpe,W,M,1,5,5,-0.1015268986731559,-0.05357111681722282,0.92,0.1586925598576362,0.6397710060524333,False,True
C,broad|R6|10,Sharpe,W,Q,1,5,5,0.0004643773347565716,-0.01787766419497583,0.24,0.08925475922578696,0.005202829953099088,False,False
C,broad|R6|10,Sharpe,M,Q,1,5,5,0.10199127600791247,0.03569345262224699,0.88,0.12830719921359068,0.7948990908774295,False,True
C,broad|R6|25,Sharpe,D,W,1,1,5,-0.39613400437510143,-0.38374309315180594,1.0,0.060171460890537376,6.5834200883993805,True,True
C,broad|R6|25,Sharpe,D,M,1,1,5,-0.5995661959887877,-0.5382881976584479,1.0,0.10076976756761452,5.949861853025419,True,True
C,broad|R6|25,Sharpe,D,Q,1,1,5,-0.5368859989594288,-0.5422431506783587,1.0,0.02856242010692367,18.79693656733538,True,True
C,broad|R6|25,Sharpe,W,M,1,5,5,-0.2034321916136862,-0.15454510450664205,1.0,0.16094122845815184,1.2640154021601924,True,True
C,broad|R6|25,Sharpe,W,Q,1,5,5,-0.1407519945843274,-0.15850005752655272,1.0,0.08873388099746093,1.586226061591456,True,True
C,broad|R6|25,Sharpe,M,Q,1,5,5,0.06268019702935879,-0.0039549530199106675,0.36,0.12933218767453802,0.48464499175636233,False,False
C,small|COMP|10,Sharpe,D,W,1,1,5,-0.20635295491057948,-0.2057519368558992,1.0,0.1406819700355818,1.466804558241457,True,True
C,small|COMP|10,Sharpe,D,M,1,1,5,-0.17095192283820904,-0.19722750314599302,1.0,0.09849745756892453,1.7355973144645263,True,True
C,small|COMP|10,Sharpe,D,Q,1,1,5,0.045938801622048164,0.031072643402592803,1.0,0.026283556014197573,1.7478153107301548,True,True
C,small|COMP|10,Sharpe,W,M,1,5,5,0.03540103207237044,0.008524433709906187,0.6,0.23917942760450633,0.14801035535091087,False,True
C,small|COMP|10,Sharpe,W,Q,1,5,5,0.25229175653262764,0.236824580258492,1.0,0.16696552604977938,1.511041006497407,True,True
C,small|COMP|10,Sharpe,M,Q,1,5,5,0.2168907244602572,0.22830014654858583,1.0,0.1247810135831221,1.7381708821893547,True,True
C,small|COMP|25,Sharpe,D,W,1,1,5,-0.5023617889137095,-0.5076945861588354,1.0,0.1437938863213728,3.4936241154992764,True,True
C,small|COMP|25,Sharpe,D,M,1,1,5,-0.6276037543967314,-0.6557762228736854,1.0,0.09717627758334069,6.4584049729470605,True,True
C,small|COMP|25,Sharpe,D,Q,1,1,5,-0.4925688402844187,-0.5068243061770632,1.0,0.02599106762412773,18.95146622708037,True,True
C,small|COMP|25,Sharpe,W,M,1,5,5,-0.1252419654830219,-0.14808163671484997,1.0,0.24097016390471349,0.5197405498406275,True,True
C,small|COMP|25,Sharpe,W,Q,1,5,5,0.009792948629290754,0.0008702799817722484,0.48,0.16978495394550056,0.057678542189517,False,True
