panel,form,bps,pick,IS,OOS_pick,OOS_base,OOS_best,regret,beats_base,beats_v2,pick_4b,base_4b
SMALL439,MAEW,25,CADENCE_M,0.6796403572616929,0.5506722554791376,0.4713315713770696,0.5506722554791376,0.0,True,True,False,False
SMALL439,RULESV2,0,CADENCE_M,0.7609588742573284,0.6428942192968173,0.6070527207999409,0.6428942192968173,0.0,True,True,False,False
SMALL439,RULESV2,10,CADENCE_M,0.7376682649406258,0.6193961019606443,0.5664863714962136,0.6193961019606443,0.0,True,True,False,False
SMALL439,RULESV2,25,CADENCE_M,0.7026894586937921,0.5840771889130384,0.5055965085014014,0.5840771889130384,0.0,True,True,False,False
SMALL439,TOP10,0,CADENCE_M,0.713206929041738,0.5355625126259843,0.6744334026406258,0.7015621529052244,0.16599964027924008,False,False,False,False
SMALL439,TOP10,10,CADENCE_M,0.65727825010868,0.4814062038416498,0.5518955496684371,0.5687769599192618,0.08737075607761202,False,False,False,False
SMALL439,TOP10,25,CADENCE_M,0.5731216748985832,0.39996704306215225,0.3680005867850134,0.39996704306215225,0.0,True,False,False,False
SMALL439,TOP20,0,CADENCE_M,0.6249315712478526,0.45098984586578267,0.6249316610050654,0.6253830833506809,0.17439323748489827,False,False,False,False
SMALL439,TOP20,10,CADENCE_M,0.5705124482541619,0.3953790862764929,0.5010245055239898,0.5015341247515477,0.10615503847505481,False,False,False,False
SMALL439,TOP20,25,CADENCE_M,0.4886999912213918,0.31176081666143846,0.31504674534434074,0.3156453027820317,0.0038844861205932224,False,False,False,False
SMALL439,TOP3,0,BREADTH_B0.40_c1.00,0.16765284900739894,0.4075387765803209,0.3835583850007642,0.5043429822653785,0.09680420568505765,True,False,False,False
SMALL439,TOP3,10,BREADTH_B0.40_c1.00,0.054590301935719954,0.30026090336698463,0.26726987344104225,0.3857097283474049,0.08544882498042028,True,False,False,False
SMALL439,TOP3,25,BREADTH_B0.40_c1.00,-0.11529487733073153,0.13910917879916468,0.09276750444816782,0.26892709534002074,0.12981791654085606,True,False,False,False
U56,EWALL,0,VOLTGT_t0.12,1.2021075160214734,1.2273604023917217,1.1428677810959933,1.297068873890871,0.06970847149914938,True,False,True,False
U56,EWALL,10,VOLTGT_t0.12,1.188983865881658,1.2117642696042075,1.1357379992068701,1.2702350739388035,0.05847080433459606,True,False,True,False
U56,EWALL,25,VOLTGT_t0.12,1.1692833578194928,1.1883456525575156,1.1250416500196643,1.2299182515963554,0.04157259903883981,True,False,True,False
U56,MAEW,0,CADENCE_M,1.153086104389715,1.2946090665575472,1.3073236816213394,1.3373177728246743,0.042708706267127194,False,False,False,False
U56,MAEW,10,CADENCE_M,1.1337016547303018,1.2735909997922301,1.2628581235218095,1.2921520594679239,0.01856105967569377,True,False,False,False
U56,MAEW,25,CADENCE_M,1.104535353865319,1.2419388756439598,1.196046729815989,1.2419388756439598,0.0,True,False,False,False
U56,RULESV2,0,VOLTGT_t0.12,1.1407992204222945,1.3200980658775494,1.3095985770043688,1.3336049801945822,0.01350691431703277,True,True,False,False
U56,RULESV2,10,VOLTGT_t0.12,1.114481543429564,1.2939826802676602,1.285072363206482,1.3077390180266337,0.013756337758973558,True,True,False,False
U56,RULESV2,25,CADENCE_M,1.0802506366601914,1.2084910120057244,1.2482435320727505,1.2688698122004012,0.060378800194676785,False,False,False,False
U56,TOP10,0,CADENCE_M,1.2117974352547833,1.1301048969120182,1.0639823521718028,1.1301048969120182,0.0,True,False,False,True
U56,TOP10,10,CADENCE_M,1.1687364016966932,1.0899313891424018,0.9713041910854872,1.0899313891424018,0.0,True,False,False,False
U56,TOP10,25,CADENCE_Q,1.12053422886184,0.8377671196977511,0.8318896822823252,1.0293398146121444,0.19157269491439333,True,False,False,False
U56,TOP20,0,CADENCE_M,1.136183307479124,1.3178734500068725,1.2467429121940627,1.3178734500068725,0.0,True,True,True,True
U56,TOP20,10,CADENCE_M,1.0976476429760662,1.2841125197579404,1.167991233806965,1.2841125197579404,0.0,True,False,True,True
U56,TOP20,25,CADENCE_M,1.0395549379443951,1.2331800208739165,1.0495601201126592,1.2331800208739165,0.0,True,False,True,False
U56,TOP3,0,CADENCE_M,1.350120922068958,1.1386238699196933,1.1486056692411641,1.2001020495325625,0.061478179612869166,False,False,False,False
U56,TOP3,10,CADENCE_M,1.3075404949955767,1.0996230141896872,1.0553980365043352,1.0996230141896872,0.0,True,False,False,False
U56,TOP3,25,CADENCE_M,1.24321232444057,1.040779304444447,0.9150253530851491,1.040779304444447,0.0,True,False,False,False
