dial,column,rung,files,col_files,share,bar,in_frozen_menu
gross,gross,0.5,123,407,0.3022113022113022,0.1,True
gross,gross,0.5,123,407,0.3022113022113022,0.25,True
gross,gross,0.5,123,407,0.3022113022113022,0.5,False
gross,gross,0.625,8,407,0.019656019656019656,0.0,True
gross,gross,0.625,8,407,0.019656019656019656,0.01,True
gross,gross,0.625,8,407,0.019656019656019656,0.02,False
gross,gross,0.625,8,407,0.019656019656019656,0.05,False
gross,gross,0.625,8,407,0.019656019656019656,0.1,False
gross,gross,0.625,8,407,0.019656019656019656,0.25,False
gross,gross,0.625,8,407,0.019656019656019656,0.5,False
gross,gross,0.75,243,407,0.597051597051597,0.0,True
gross,gross,0.75,243,407,0.597051597051597,0.01,True
gross,gross,0.75,243,407,0.597051597051597,0.02,True
gross,gross,0.75,243,407,0.597051597051597,0.05,True
gross,gross,0.75,243,407,0.597051597051597,0.1,True
gross,gross,0.75,243,407,0.597051597051597,0.25,True
gross,gross,0.75,243,407,0.597051597051597,0.5,True
gross,gross,0.875,5,407,0.012285012285012284,0.0,True
gross,gross,0.875,5,407,0.012285012285012284,0.01,True
gross,gross,0.875,5,407,0.012285012285012284,0.02,False
gross,gross,0.875,5,407,0.012285012285012284,0.05,False
gross,gross,0.875,5,407,0.012285012285012284,0.1,False
gross,gross,0.875,5,407,0.012285012285012284,0.25,False
gross,gross,0.875,5,407,0.012285012285012284,0.5,False
gross,gross,1.0,207,407,0.5085995085995086,0.0,True
gross,gross,1.0,207,407,0.5085995085995086,0.01,True
gross,gross,1.0,207,407,0.5085995085995086,0.02,True
gross,gross,1.0,207,407,0.5085995085995086,0.05,True
gross,gross,1.0,207,407,0.5085995085995086,0.1,True
gross,gross,1.0,207,407,0.5085995085995086,0.25,True
gross,gross,1.0,207,407,0.5085995085995086,0.5,True
band,band,0.0,73,101,0.7227722772277227,0.0,True
band,band,0.0,73,101,0.7227722772277227,0.01,True
band,band,0.0,73,101,0.7227722772277227,0.02,True
band,band,0.0,73,101,0.7227722772277227,0.05,True
band,band,0.0,73,101,0.7227722772277227,0.1,True
band,band,0.0,73,101,0.7227722772277227,0.25,True
band,band,0.0,73,101,0.7227722772277227,0.5,True
band,band,0.03,63,101,0.6237623762376238,0.0,True
band,band,0.03,63,101,0.6237623762376238,0.01,True
band,band,0.03,63,101,0.6237623762376238,0.02,True
band,band,0.03,63,101,0.6237623762376238,0.05,True
band,band,0.03,63,101,0.6237623762376238,0.1,True
band,band,0.03,63,101,0.6237623762376238,0.25,True
band,band,0.03,63,101,0.6237623762376238,0.5,True
band,band,0.06,29,101,0.2871287128712871,0.0,True
band,band,0.06,29,101,0.2871287128712871,0.01,True
band,band,0.06,29,101,0.2871287128712871,0.02,True
band,band,0.06,29,101,0.2871287128712871,0.05,True
band,band,0.06,29,101,0.2871287128712871,0.1,True
band,band,0.06,29,101,0.2871287128712871,0.25,True
band,band,0.06,29,101,0.2871287128712871,0.5,False
band,band,0.09,5,101,0.04950495049504951,0.0,True
band,band,0.09,5,101,0.04950495049504951,0.01,True
band,band,0.09,5,101,0.04950495049504951,0.02,True
band,band,0.09,5,101,0.04950495049504951,0.05,False
band,band,0.09,5,101,0.04950495049504951,0.1,False
band,band,0.09,5,101,0.04950495049504951,0.25,False
band,band,0.09,5,101,0.04950495049504951,0.5,False
band,band,0.12,43,101,0.42574257425742573,0.0,True
band,band,0.12,43,101,0.42574257425742573,0.01,True
band,band,0.12,43,101,0.42574257425742573,0.02,True
band,band,0.12,43,101,0.42574257425742573,0.05,True
band,band,0.12,43,101,0.42574257425742573,0.1,True
band,band,0.12,43,101,0.42574257425742573,0.25,True
band,band,0.12,43,101,0.42574257425742573,0.5,False
freq,freq,D,14,47,0.2978723404255319,0.0,True
freq,freq,D,14,47,0.2978723404255319,0.01,True
freq,freq,D,14,47,0.2978723404255319,0.02,True
freq,freq,D,14,47,0.2978723404255319,0.05,True
freq,freq,D,14,47,0.2978723404255319,0.1,True
freq,freq,D,14,47,0.2978723404255319,0.25,True
freq,freq,D,14,47,0.2978723404255319,0.5,False
freq,freq,W,46,47,0.9787234042553191,0.0,True
freq,freq,W,46,47,0.9787234042553191,0.01,True
freq,freq,W,46,47,0.9787234042553191,0.02,True
freq,freq,W,46,47,0.9787234042553191,0.05,True
freq,freq,W,46,47,0.9787234042553191,0.1,True
freq,freq,W,46,47,0.9787234042553191,0.25,True
freq,freq,W,46,47,0.9787234042553191,0.5,True
freq,freq,M,47,47,1.0,0.0,True
freq,freq,M,47,47,1.0,0.01,True
freq,freq,M,47,47,1.0,0.02,True
freq,freq,M,47,47,1.0,0.05,True
freq,freq,M,47,47,1.0,0.1,True
freq,freq,M,47,47,1.0,0.25,True
freq,freq,M,47,47,1.0,0.5,True
freq,freq,Q,17,47,0.3617021276595745,0.0,True
freq,freq,Q,17,47,0.3617021276595745,0.01,True
freq,freq,Q,17,47,0.3617021276595745,0.02,True
freq,freq,Q,17,47,0.3617021276595745,0.05,True
freq,freq,Q,17,47,0.3617021276595745,0.1,True
freq,freq,Q,17,47,0.3617021276595745,0.25,True
freq,freq,Q,17,47,0.3617021276595745,0.5,False
