ctrl,est,k,q,book,char,h1,h2,same_sign,is284cell
MINIMAL,RANKPART,80,0.25,CAND10,evol,0.1758136232356885,0.16930657428246462,True,False
MINIMAL,RANKPART,80,0.25,CAND20,disp,-0.06609495307284144,0.019111561606926467,False,False
MINIMAL,RANKPART,80,0.25,CAND20,evol,0.2467322251234706,0.11210063373025224,True,False
MINIMAL,RANKPART,80,0.25,EWall,disp,-0.007945115246630472,-0.02097446406430483,True,False
MINIMAL,RANKPART,80,0.25,EWall,evol,0.22079087899430255,0.07883447245236258,True,False
MINIMAL,RANKPART,80,0.5,CAND10,disp,0.4140314937560137,-0.1638384492333324,False,False
MINIMAL,RANKPART,80,0.5,CAND10,evol,0.48539865263498616,-0.03688964079706236,False,False
MINIMAL,RANKPART,80,0.5,CAND20,disp,0.37348959091597034,-0.07647599117375369,False,False
MINIMAL,RANKPART,80,0.5,CAND20,evol,0.46535743161126963,0.17699573673235555,True,False
MINIMAL,RANKPART,80,0.5,EWall,disp,0.35668933318070317,0.12471853563198627,True,False
MINIMAL,RANKPART,80,0.5,EWall,evol,0.4928563604402638,0.3763544431053457,True,False
MINIMAL,RANKPART,80,0.75,CAND10,disp,0.37122670293428595,0.20326383918344296,True,False
MINIMAL,RANKPART,80,0.75,CAND10,evol,0.16085281732811452,0.25156293435439686,True,False
MINIMAL,RANKPART,80,0.75,CAND20,disp,0.33333918926887296,0.05794895213370703,True,False
MINIMAL,RANKPART,80,0.75,CAND20,evol,0.18895218971153843,0.18949948033571562,True,False
MINIMAL,RANKPART,80,0.75,EWall,disp,0.5120820554903304,0.06758632313598928,True,False
MINIMAL,RANKPART,80,0.75,EWall,evol,0.36751188520266936,0.1789996660747354,True,False
MINIMAL,OLSZ,20,0.25,CAND10,disp,-0.09331032200517957,0.00815195861423005,False,False
MINIMAL,OLSZ,20,0.25,CAND10,evol,-0.11457977831446951,0.08313867577792868,False,False
MINIMAL,OLSZ,20,0.25,CAND20,disp,-0.13754679018939509,0.022214999955376628,False,False
MINIMAL,OLSZ,20,0.25,CAND20,evol,-0.1468445061290839,0.06242849020736277,False,False
MINIMAL,OLSZ,20,0.25,EWall,disp,-0.07558419621776688,0.0096354889936531,False,False
MINIMAL,OLSZ,20,0.25,EWall,evol,-0.11769347897382512,0.05894920061670029,False,False
MINIMAL,OLSZ,20,0.5,CAND10,disp,-0.1243388084562675,0.4007010133560294,False,False
MINIMAL,OLSZ,20,0.5,CAND10,evol,0.19141560783942585,0.4110071806633195,True,False
MINIMAL,OLSZ,20,0.5,CAND20,disp,-0.2141168920546812,0.4296418875825838,False,False
MINIMAL,OLSZ,20,0.5,CAND20,evol,0.10321105217059351,0.3843672755701367,True,False
MINIMAL,OLSZ,20,0.5,EWall,disp,-0.1659470994766079,0.43641875312356926,False,False
MINIMAL,OLSZ,20,0.5,EWall,evol,0.1682125986459216,0.4023325943890241,True,False
MINIMAL,OLSZ,20,0.75,CAND10,disp,-0.14297358733972207,0.24156600736872594,False,False
MINIMAL,OLSZ,20,0.75,CAND10,evol,-0.04447539675022778,0.3790488212670148,False,False
MINIMAL,OLSZ,20,0.75,CAND20,disp,-0.08671433800379613,0.2665670551158084,False,False
MINIMAL,OLSZ,20,0.75,CAND20,evol,-0.056133550577014565,0.4363979500638075,False,False
MINIMAL,OLSZ,20,0.75,EWall,disp,-0.10477771820084346,0.26150835903896086,False,False
MINIMAL,OLSZ,20,0.75,EWall,evol,-0.04553982139589329,0.436813961594701,False,False
MINIMAL,OLSZ,40,0.25,CAND10,disp,0.06309405296184667,0.40685622224517,True,False
MINIMAL,OLSZ,40,0.25,CAND10,evol,0.16754258187524262,0.4084423748614899,True,False
MINIMAL,OLSZ,40,0.25,CAND20,disp,0.25210505816126494,0.4324237750418721,True,False
MINIMAL,OLSZ,40,0.25,CAND20,evol,0.24738774587023116,0.3404635713438606,True,False
MINIMAL,OLSZ,40,0.25,EWall,disp,0.21152034435846448,0.277087957627495,True,False
