panel,arm,window,cagr_viol_proto,cagr_viol_full,dd_viol_full,sharpe_spread,mono
B136,BAND08,FULL,0,0,0,0.0004566205614848773,True
B136,BAND08,IS,0,0,0,0.004720800189787155,True
B136,BAND08,OOS,0,0,0,0.004540816425357308,True
B136,BAND03_M,FULL,0,0,0,0.006737483968668245,True
B136,BAND03_M,IS,0,0,0,0.011357665769091696,True
B136,BAND03_M,OOS,0,0,0,0.002812529475478387,True
B136,CAND20_VS,FULL,0,0,0,0.0010071318222717451,True
B136,CAND20_VS,IS,0,0,0,0.004527559805059922,True
B136,CAND20_VS,OOS,0,0,0,0.0013645758861513535,True
B136,CAND20,FULL,0,0,0,0.008288764847395935,True
B136,CAND20,IS,0,0,0,0.009045145029443535,True
B136,CAND20,OOS,0,0,0,0.007993094381965715,True
B136,CAND10,FULL,0,0,0,0.01362231246843526,True
B136,CAND10,IS,0,0,0,0.007349529274840005,True
B136,CAND10,OOS,0,0,0,0.018431538242292822,True
B136,CAND05,FULL,0,0,0,0.01870942311376489,True
B136,CAND05,IS,0,0,0,0.006631308895343246,True
B136,CAND05,OOS,0,0,0,0.02715364984511981,True
B136,CAND20_NOCAP,FULL,0,0,0,0.010879105997840144,True
B136,CAND20_NOCAP,IS,0,0,0,0.010916032478130333,True
B136,CAND20_NOCAP,OOS,0,0,0,0.011315332907241293,True
B136,EWELIG,FULL,0,0,0,0.00037562682185643403,True
B136,EWELIG,IS,0,0,0,0.005215726819182809,True
B136,EWELIG,OOS,0,0,0,0.003658306306306258,True
B136,SPYBH,FULL,0,0,0,0.008365600744171586,True
B136,SPYBH,IS,0,0,0,0.013071564638830857,True
B136,SPYBH,OOS,0,0,0,0.004867096741182908,True
SMALL,BAND03,FULL,0,0,0,0.0008668128469603298,True
SMALL,BAND03,IS,0,0,0,0.003989932821505171,True
SMALL,BAND03,OOS,0,0,0,0.0007563142443385296,True
SMALL,BAND08,FULL,0,0,0,0.0005551183388924352,True
SMALL,BAND08,IS,0,0,0,0.0036958345923456815,True
SMALL,BAND08,OOS,0,0,0,0.0010106534461182815,True
SMALL,BAND03_M,FULL,0,0,0,0.007877865786362848,True
SMALL,BAND03_M,IS,0,0,0,0.006691612378416867,True
SMALL,BAND03_M,OOS,0,0,0,0.007331084467357973,True
SMALL,CAND20_VS,FULL,0,0,0,0.007250372072072908,True
SMALL,CAND20_VS,IS,0,0,0,0.0008303750171193558,True
SMALL,CAND20_VS,OOS,0,76,0,0.008638505183012679,True
SMALL,CAND20,FULL,0,67,0,0.008295887665564938,True
SMALL,CAND20,IS,0,12,0,0.008613976910270993,True
SMALL,CAND20,OOS,0,90,0,0.008252419581460502,True
SMALL,CAND10,FULL,0,109,0,0.008754317095439557,True
SMALL,CAND10,IS,0,45,0,0.008630687208848853,True
SMALL,CAND10,OOS,0,137,0,0.00879809442709395,True
SMALL,CAND05,FULL,8,208,0,0.0033638807228393297,False
SMALL,CAND05,IS,0,200,0,0.006149975111166384,True
SMALL,CAND05,OOS,12,212,0,0.008403871810724661,False
SMALL,CAND20_NOCAP,FULL,0,37,0,0.003043569776568944,True
SMALL,CAND20_NOCAP,IS,0,0,0,0.007234746621099131,True
SMALL,CAND20_NOCAP,OOS,0,68,0,0.0010783761343512444,True
SMALL,EWELIG,FULL,0,39,0,0.0015542192495832108,True
SMALL,EWELIG,IS,0,0,0,0.008030419010127354,True
SMALL,EWELIG,OOS,0,119,0,0.0004342849771502566,True
SMALL,SPYBH,FULL,0,0,0,0.007180918313509754,True
SMALL,SPYBH,IS,0,0,0,0.012111919881857891,True
SMALL,SPYBH,OOS,0,0,0,0.004872731317777879,True
