panel,k,n,bps,leg,selector,pick,scored_Sharpe,median_Sharpe,edge,percentile,beats_median
SMALL439,80,20,10,IS1->IS2,S4 pred M,461,0.2653409924503382,0.08464705041921809,0.1806939420311201,0.756,True
SMALL439,80,20,10,IS1->IS2,S5 pred M+sd,461,0.2653409924503382,0.08464705041921809,0.1806939420311201,0.756,True
SMALL439,80,20,10,IS->OOS,S1 IS Sharpe,335,0.4336222443422615,0.2923300752212974,0.1412921691209641,0.834,True
SMALL439,80,20,10,IS->OOS,S2 IS sd,95,0.39848954812266757,0.2923300752212974,0.10615947290137018,0.77,True
SMALL439,80,20,10,IS->OOS,S3 pred sd,289,0.394003648105734,0.2923300752212974,0.10167357288443662,0.752,True
SMALL439,80,20,10,IS->OOS,S4 pred M,453,0.06156071591118805,0.2923300752212974,-0.23076935931010933,0.044,False
SMALL439,80,20,10,IS->OOS,S5 pred M+sd,335,0.4336222443422615,0.2923300752212974,0.1412921691209641,0.834,True
SMALL439,80,20,25,IS1->IS2,S1 IS Sharpe,92,-0.04650536271037804,-0.046672158685379966,0.00016679597500192378,0.5,True
SMALL439,80,20,25,IS1->IS2,S2 IS sd,285,0.3784783131172131,-0.046672158685379966,0.425150471802593,0.942,True
SMALL439,80,20,25,IS1->IS2,S3 pred sd,327,0.029997129276299626,-0.046672158685379966,0.0766692879616796,0.618,True
SMALL439,80,20,25,IS1->IS2,S4 pred M,461,0.13218902199373928,-0.046672158685379966,0.17886118067911924,0.76,True
SMALL439,80,20,25,IS1->IS2,S5 pred M+sd,461,0.13218902199373928,-0.046672158685379966,0.17886118067911924,0.76,True
SMALL439,80,20,25,IS->OOS,S1 IS Sharpe,335,0.2930876232122346,0.15442171671005364,0.13866590650218094,0.836,True
SMALL439,80,20,25,IS->OOS,S2 IS sd,95,0.2643243652954484,0.15442171671005364,0.10990264858539475,0.778,True
SMALL439,80,20,25,IS->OOS,S3 pred sd,289,0.2597434584398719,0.15442171671005364,0.10532174172981826,0.768,True
SMALL439,80,20,25,IS->OOS,S4 pred M,453,-0.07563159048450918,0.15442171671005364,-0.23005330719456282,0.046,False
SMALL439,80,20,25,IS->OOS,S5 pred M+sd,335,0.2930876232122346,0.15442171671005364,0.13866590650218094,0.836,True
