file,rc2,secs2,capped,secs,date,rank,worst_all,worst_move,worst_meta,structural,is_census,cause
2026-09-06_can-a-panel-property-choose-the-cadence_cloud.py,0,34.0,0,36.0,2026-09-06,11,0.00739999999999999,0.00739999999999999,0.0,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.py,0,40.0,0,36.0,2026-09-08,12,inf,inf,0.6,1,1,CORPUS GROWTH (census re-scans a record that gained files)
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,0,36.0,0,37.0,2026-09-07,13,1.5,1.0,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-05_stop-as-negative-insurance_cloud.py,0,32.0,0,38.0,2026-09-05,14,1.5,0.023290029845422167,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,0,38.0,0,42.0,2026-09-08,15,7.5317134717392875,7.5317134717392875,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,0,44.0,0,45.0,2026-09-08,16,inf,inf,1.5,1,1,CORPUS GROWTH (census re-scans a record that gained files)
2026-09-04_prox-inverted-signal_cloud.py,0,46.0,0,55.0,2026-09-04,17,2.3333333333333335,1.0,2.3333333333333335,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-08_why-the-035-045-share-window-dips_cloud.py,0,46.0,0,55.0,2026-09-08,18,0.41153342070773263,0.010000000000000009,0.41153342070773263,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0,50.0,0,59.0,2026-09-07,19,1.5,1.0,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-08_is-selection-beats-do-nothing-just-a-rung-artefact_cloud.py,0,70.0,0,59.0,2026-09-08,20,5.0,5.0,0.0,0,1,PANEL DRIFT (recomputed on a moved price cache)
2026-09-06_what-predicts-a-panel_B.py,0,52.0,0,60.0,2026-09-06,21,1.5,0.02199999999999991,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-04_broad-H2-binding-bar_cloud.py,0,50.0,0,62.0,2026-09-04,22,2.3333333333333335,0.25,2.3333333333333335,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C.py,0,58.0,0,63.0,2026-09-08,23,inf,inf,1.5,1,1,CORPUS GROWTH (census re-scans a record that gained files)
2026-09-08_is-the-hole-about-SHARE-or-about-PICK-ENTROPY_cloud.py,0,62.0,0,66.0,2026-09-08,24,0.05084745762711865,0.05084745762711865,0.0,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-05_is-the-value-cost-parallelism-general_cloud.py,0,60.0,0,68.0,2026-09-05,25,1.5,1.0,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C.py,0,80.0,0,68.0,2026-09-08,26,inf,inf,0.0,1,1,CORPUS GROWTH (census re-scans a record that gained files)
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C.py,0,64.0,0,73.0,2026-09-08,27,1.5,1.0,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-09_name-level-fixed-effects_B.py,0,10.0,0,76.0,2026-09-09,28,0.2,0.005689999999999973,0.2,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-05_shallow-window-prices-are-not-prices_C.py,0,68.0,0,77.0,2026-09-05,29,1.5,1.0,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-04_drawdown-insurance-price-list_B.py,0,82.0,0,86.0,2026-09-04,30,1.5,1.0,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-04_asset-class-dispersion_B.py,0,78.0,0,87.0,2026-09-04,31,2.3333333333333335,2.227,2.3333333333333335,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_B.py,0,90.0,0,94.0,2026-09-07,32,1.0,1.0,0.0,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-06_gate-instrument-speed-curve_cloud.py,0,98.0,0,96.0,2026-09-06,33,1.5242,1.5242,0.0,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-04_gross-exposure-is-the-error_B.py,0,80.0,0,98.0,2026-09-04,34,2.3333333333333335,0.6666666666666666,2.3333333333333335,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.py,0,80.0,0,103.0,2026-09-06,35,1.5,1.0,1.5,0,0,PANEL DRIFT (recomputed on a moved price cache)
2026-09-04_drawdown-control_C.py,0,86.0,0,108.0,2026-09-04,36,3.0,3.0,2.3333333333333335,0,0,PANEL DRIFT (recomputed on a moved price cache)
