label,n,mean,t,wins,losses,ties,sign_p,scope,file,screen,subset,metric,comparison
FILE 132|S2|MOVED|OOS_Sharpe,37,0.10245843732070212,4.281826567843638,27,10,0,0.007632078602910086,FILE 132,132,S2,MOVED,OOS_Sharpe,S_minus_U
FILE 132|S2|MOVED|OOS_CAGR,37,0.021235183193717675,4.300727580818647,27,10,0,0.007632078602910086,FILE 132,132,S2,MOVED,OOS_CAGR,S_minus_U
FILE 142|S1|ALL|OOS_MaxDD,192,-0.02577100251643487,-7.032507877579527,21,96,75,1.1987559175109552e-12,FILE 142,142,S1,ALL,OOS_MaxDD,S_minus_U
FILE 142|S1|ALL|OOS_Sharpe,192,0.02817506804328466,4.809680547193127,88,32,72,3.1810603170367583e-07,FILE 142,142,S1,ALL,OOS_Sharpe,S_minus_U
FILE 142|S1|ALL|OOS_CAGR,192,0.013722117846596273,7.670483480695018,101,19,72,1.0754075870961897e-14,FILE 142,142,S1,ALL,OOS_CAGR,S_minus_U
FILE 142|S1|MOVED|OOS_MaxDD,126,-0.03927009907266267,-7.55378151841878,21,96,9,1.1987559175109552e-12,FILE 142,142,S1,MOVED,OOS_MaxDD,S_minus_U
FILE 142|S1|MOVED|OOS_Sharpe,126,0.042933437018338544,4.9630929571503195,88,32,6,3.1810603170367583e-07,FILE 142,142,S1,MOVED,OOS_Sharpe,S_minus_U
FILE 142|S1|MOVED|OOS_CAGR,126,0.020909893861480035,8.364454407455321,101,19,6,1.0754075870961897e-14,FILE 142,142,S1,MOVED,OOS_CAGR,S_minus_U
FILE 142|S2|ALL|OOS_MaxDD,192,-0.023866994655707824,-6.518652620585989,9,80,103,2.3063087011550525e-15,FILE 142,142,S2,ALL,OOS_MaxDD,S_minus_U
FILE 142|S2|ALL|OOS_Sharpe,192,0.027587437002642268,4.770232295256156,66,24,102,1.0902049191089768e-05,FILE 142,142,S2,ALL,OOS_Sharpe,S_minus_U
FILE 142|S2|ALL|OOS_CAGR,192,0.011779035334011279,6.585802630129849,73,17,102,1.948237662775581e-09,FILE 142,142,S2,ALL,OOS_CAGR,S_minus_U
FILE 142|S2|MOVED|OOS_MaxDD,96,-0.04773398931141565,-7.373283461254596,9,80,7,2.3063087011550525e-15,FILE 142,142,S2,MOVED,OOS_MaxDD,S_minus_U
FILE 142|S2|MOVED|OOS_Sharpe,96,0.05517487400528453,5.069269675450746,66,24,6,1.0902049191089768e-05,FILE 142,142,S2,MOVED,OOS_Sharpe,S_minus_U
FILE 142|S2|MOVED|OOS_CAGR,96,0.023558070668022558,7.4714056220040606,73,17,6,1.948237662775581e-09,FILE 142,142,S2,MOVED,OOS_CAGR,S_minus_U
FILE 151|S1|ALL|OOS_MaxDD,288,-0.02375864202492337,-8.228690105648667,32,131,125,2.0226109201260294e-15,FILE 151,151,S1,ALL,OOS_MaxDD,S_minus_U
FILE 151|S1|ALL|OOS_Sharpe,288,0.02559320671203113,5.469803962001892,117,49,122,1.3453155550924352e-07,FILE 151,151,S1,ALL,OOS_Sharpe,S_minus_U
FILE 151|S1|ALL|OOS_CAGR,288,0.013955079721483648,8.858844892230763,135,31,122,1.123394752735878e-16,FILE 151,151,S1,ALL,OOS_CAGR,S_minus_U
FILE 151|S1|MOVED|OOS_MaxDD,175,-0.039099936589588165,-8.92752948129146,32,131,12,2.0226109201260294e-15,FILE 151,151,S1,MOVED,OOS_MaxDD,S_minus_U
FILE 151|S1|MOVED|OOS_Sharpe,175,0.04211910590322837,5.657372902788226,117,49,9,1.3453155550924352e-07,FILE 151,151,S1,MOVED,OOS_Sharpe,S_minus_U
FILE 151|S1|MOVED|OOS_CAGR,175,0.02296607405592737,9.751562250329025,135,31,9,1.123394752735878e-16,FILE 151,151,S1,MOVED,OOS_CAGR,S_minus_U
FILE 416|S1|ALL|OOS_MaxDD,288,-0.016748972831963447,-4.995980320927491,50,109,129,3.3064765101722274e-06,FILE 416,416,S1,ALL,OOS_MaxDD,S_minus_U
FILE 416|S1|ALL|OOS_Sharpe,288,0.014149794161278428,3.886865577681918,113,61,114,9.90267820921634e-05,FILE 416,416,S1,ALL,OOS_Sharpe,S_minus_U
FILE 416|S1|ALL|OOS_CAGR,288,0.010782692088235988,6.7902332098348355,130,44,114,4.666585381449405e-11,FILE 416,416,S1,ALL,OOS_CAGR,S_minus_U
FILE 416|S1|MOVED|OOS_MaxDD,177,-0.027252565963872728,-5.132441002340459,50,109,18,3.3064765101722274e-06,FILE 416,416,S1,MOVED,OOS_MaxDD,S_minus_U
FILE 416|S1|MOVED|OOS_Sharpe,177,0.023023393889537783,3.9483340602966095,113,61,3,9.90267820921634e-05,FILE 416,416,S1,MOVED,OOS_Sharpe,S_minus_U
FILE 416|S1|MOVED|OOS_CAGR,177,0.0175447193300111,7.152683743624364,130,44,3,4.666585381449405e-11,FILE 416,416,S1,MOVED,OOS_CAGR,S_minus_U
1b|S1|EMPTY-POOL (fell back to control)|OOS_MaxDD,281,-0.040588105792120334,-10.188425863606207,44,207,30,1.842422589875007e-26,POOLED-DISTINCT,pooled,S1,EMPTY-POOL (fell back to control),OOS_MaxDD,S_minus_U
1b|S1|EMPTY-POOL (fell back to control)|OOS_Sharpe,281,0.036760088392632714,6.569273927046774,183,86,12,3.2886193128165365e-09,POOLED-DISTINCT,pooled,S1,EMPTY-POOL (fell back to control),OOS_Sharpe,S_minus_U
1b|S1|EMPTY-POOL (fell back to control)|OOS_CAGR,281,0.02331213717875462,12.013729278179502,221,48,12,1.0573674125667354e-27,POOLED-DISTINCT,pooled,S1,EMPTY-POOL (fell back to control),OOS_CAGR,S_minus_U
"1b|S1|LIVE-POOL, pick MOVED|OOS_MaxDD",82,-0.006899249878825511,-1.351621264116094,39,43,0,0.7406528413457396,POOLED-DISTINCT,pooled,S1,"LIVE-POOL, pick MOVED",OOS_MaxDD,S_minus_U
"1b|S1|LIVE-POOL, pick MOVED|OOS_Sharpe",82,0.01859092216776937,2.624633149698921,56,26,0,0.0012203820686774694,POOLED-DISTINCT,pooled,S1,"LIVE-POOL, pick MOVED",OOS_Sharpe,S_minus_U
"1b|S1|LIVE-POOL, pick MOVED|OOS_CAGR",82,0.009805802757646536,3.2956573749058826,54,28,0,0.005435924877566035,POOLED-DISTINCT,pooled,S1,"LIVE-POOL, pick MOVED",OOS_CAGR,S_minus_U
"1b|S1|LIVE-POOL, pick UNCHANGED|OOS_MaxDD",198,0.0,,0,0,198,,POOLED-DISTINCT,pooled,S1,"LIVE-POOL, pick UNCHANGED",OOS_MaxDD,S_minus_U
"1b|S1|LIVE-POOL, pick UNCHANGED|OOS_Sharpe",198,0.0,,0,0,198,,POOLED-DISTINCT,pooled,S1,"LIVE-POOL, pick UNCHANGED",OOS_Sharpe,S_minus_U
"1b|S1|LIVE-POOL, pick UNCHANGED|OOS_CAGR",198,0.0,,0,0,198,,POOLED-DISTINCT,pooled,S1,"LIVE-POOL, pick UNCHANGED",OOS_CAGR,S_minus_U
1b|S2|EMPTY-POOL (fell back to control)|OOS_MaxDD,95,-0.050992419852677454,-8.030885121811634,6,82,7,3.77111984413669e-18,POOLED-DISTINCT,pooled,S2,EMPTY-POOL (fell back to control),OOS_MaxDD,S_minus_U
1b|S2|EMPTY-POOL (fell back to control)|OOS_Sharpe,95,0.05919664724027242,5.53269526787028,69,20,6,1.7769640600713535e-07,POOLED-DISTINCT,pooled,S2,EMPTY-POOL (fell back to control),OOS_Sharpe,S_minus_U
1b|S2|EMPTY-POOL (fell back to control)|OOS_CAGR,95,0.025668812163954453,8.219806576448763,78,11,6,1.3673832671022053e-13,POOLED-DISTINCT,pooled,S2,EMPTY-POOL (fell back to control),OOS_CAGR,S_minus_U
"1b|S2|LIVE-POOL, pick MOVED|OOS_MaxDD",12,-0.003582185563137457,-0.2845913678302734,4,8,0,0.38769531250000044,POOLED-DISTINCT,pooled,S2,"LIVE-POOL, pick MOVED",OOS_MaxDD,S_minus_U
"1b|S2|LIVE-POOL, pick MOVED|OOS_Sharpe",12,0.00676355177126368,0.292481339849487,6,6,0,1.0,POOLED-DISTINCT,pooled,S2,"LIVE-POOL, pick MOVED",OOS_Sharpe,S_minus_U
"1b|S2|LIVE-POOL, pick MOVED|OOS_CAGR",12,0.004445476726025149,0.6296338532918501,5,7,0,0.7744140624999998,POOLED-DISTINCT,pooled,S2,"LIVE-POOL, pick MOVED",OOS_CAGR,S_minus_U
"1b|S2|LIVE-POOL, pick UNCHANGED|OOS_MaxDD",92,0.0,,0,0,92,,POOLED-DISTINCT,pooled,S2,"LIVE-POOL, pick UNCHANGED",OOS_MaxDD,S_minus_U
"1b|S2|LIVE-POOL, pick UNCHANGED|OOS_Sharpe",92,0.0,,0,0,92,,POOLED-DISTINCT,pooled,S2,"LIVE-POOL, pick UNCHANGED",OOS_Sharpe,S_minus_U
"1b|S2|LIVE-POOL, pick UNCHANGED|OOS_CAGR",92,0.0,,0,0,92,,POOLED-DISTINCT,pooled,S2,"LIVE-POOL, pick UNCHANGED",OOS_CAGR,S_minus_U
1b|file132,8,-0.011106089168064501,-0.5647087390735324,3,5,0,0.7265624999999989,FILE 132,132,S1,LIVE-POOL/MOVED,OOS_MaxDD,S_minus_U
1b|file132|sh,8,-0.01153648967532496,-0.5297204161885919,4,4,0,1.0,FILE 132,132,S1,LIVE-POOL/MOVED,OOS_Sharpe,S_minus_U
1b|file132|cg,8,0.01552362556634095,1.5559940193910355,5,3,0,0.7265624999999989,FILE 132,132,S1,LIVE-POOL/MOVED,OOS_CAGR,S_minus_U
1b|file142,26,-0.014770737821790472,-2.078632378966301,11,15,0,0.5571970939636283,FILE 142,142,S1,LIVE-POOL/MOVED,OOS_MaxDD,S_minus_U
1b|file142|sh,26,0.012536181347369604,1.13141156345998,18,8,0,0.07551869750022956,FILE 142,142,S1,LIVE-POOL/MOVED,OOS_Sharpe,S_minus_U
1b|file142|cg,26,0.016967454842523502,5.182200082311348,23,3,0,8.797645568847701e-05,FILE 142,142,S1,LIVE-POOL/MOVED,OOS_CAGR,S_minus_U
1b|file151,37,-0.01619174226506292,-2.708894836403269,14,23,0,0.18774155899882314,FILE 151,151,S1,LIVE-POOL/MOVED,OOS_MaxDD,S_minus_U
1b|file151|sh,37,0.005907709116155568,0.5936369488622996,23,14,0,0.18774155899882314,FILE 151,151,S1,LIVE-POOL/MOVED,OOS_Sharpe,S_minus_U
1b|file151|cg,37,0.01595618190079483,5.180362570116063,30,7,0,0.00019107642583548944,FILE 151,151,S1,LIVE-POOL/MOVED,OOS_CAGR,S_minus_U
1b|file416,43,0.0005581254381731231,0.06860568399306977,24,19,0,0.542384011856486,FILE 416,416,S1,LIVE-POOL/MOVED,OOS_MaxDD,S_minus_U
1b|file416|sh,43,0.029019365624563864,2.8942344978944576,32,11,0,0.001913961001264417,FILE 416,416,S1,LIVE-POOL/MOVED,OOS_Sharpe,S_minus_U
1b|file416|cg,43,0.004587203213734149,0.9451764529840041,23,20,0,0.7607916425613466,FILE 416,416,S1,LIVE-POOL/MOVED,OOS_CAGR,S_minus_U
perSel|K_CAGR|OOS_MaxDD,76,0.011147612848469464,2.7550549320957427,29,36,11,0.45702078541059976,POOLED-DISTINCT,pooled,S1,MOVED/K_CAGR,OOS_MaxDD,S_minus_U
perSel|K_CAGR|OOS_Sharpe,76,0.0009913951113786016,0.2108580163749596,44,28,4,0.07636915467183045,POOLED-DISTINCT,pooled,S1,MOVED/K_CAGR,OOS_Sharpe,S_minus_U
perSel|K_CAGR|OOS_CAGR,76,-0.0043598676399545615,-1.9964883303008114,32,40,4,0.4095793959270725,POOLED-DISTINCT,pooled,S1,MOVED/K_CAGR,OOS_CAGR,S_minus_U
perSel|K_Calmar|OOS_MaxDD,81,-0.017317181371300405,-3.4124401309768038,22,50,9,0.0012935849626762937,POOLED-DISTINCT,pooled,S1,MOVED/K_Calmar,OOS_MaxDD,S_minus_U
perSel|K_Calmar|OOS_Sharpe,81,0.02090981172796411,3.0162170580994543,56,21,4,8.215921903007386e-05,POOLED-DISTINCT,pooled,S1,MOVED/K_Calmar,OOS_Sharpe,S_minus_U
perSel|K_Calmar|OOS_CAGR,81,0.014716035053534296,5.973887676701962,65,12,4,5.917714592428894e-10,POOLED-DISTINCT,pooled,S1,MOVED/K_Calmar,OOS_CAGR,S_minus_U
perSel|K_MaxDD|OOS_MaxDD,126,-0.0816825789173642,-13.97937996712931,9,116,1,7.782297637008163e-25,POOLED-DISTINCT,pooled,S1,MOVED/K_MaxDD,OOS_MaxDD,S_minus_U
perSel|K_MaxDD|OOS_Sharpe,126,0.06664095999220508,6.220448674216606,89,37,0,4.099291097200241e-06,POOLED-DISTINCT,pooled,S1,MOVED/K_MaxDD,OOS_Sharpe,S_minus_U
perSel|K_MaxDD|OOS_CAGR,126,0.043792654739124734,14.998562441010177,121,5,0,5.9848009005801655e-30,POOLED-DISTINCT,pooled,S1,MOVED/K_MaxDD,OOS_CAGR,S_minus_U
perSel|K_Sharpe|OOS_MaxDD,80,-0.014043976993374573,-2.4938312864216283,23,48,9,0.0040651161246386906,POOLED-DISTINCT,pooled,S1,MOVED/K_Sharpe,OOS_MaxDD,S_minus_U
perSel|K_Sharpe|OOS_Sharpe,80,0.02110298398298969,2.9240157326722755,50,26,4,0.007905180027859865,POOLED-DISTINCT,pooled,S1,MOVED/K_Sharpe,OOS_Sharpe,S_minus_U
perSel|K_Sharpe|OOS_CAGR,80,0.012203287219095185,4.714908535829796,57,19,4,1.4836899336372488e-05,POOLED-DISTINCT,pooled,S1,MOVED/K_Sharpe,OOS_CAGR,S_minus_U
uc|K_CAGR|OOS_MaxDD,150,0.0037657584339597116,2.333561655607959,69,19,62,7.836624631346992e-08,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_MaxDD,K_CAGR_minus_control
uc|K_CAGR|OOS_Sharpe,150,0.0026791850283159804,1.139611215825296,54,43,53,0.3099335342390158,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_Sharpe,K_CAGR_minus_control
uc|K_CAGR|OOS_CAGR,150,0.00010834847866395686,0.125984331535527,38,59,53,0.04172932120128665,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_CAGR,K_CAGR_minus_control
uc|K_Calmar|OOS_MaxDD,150,0.01959168078982751,6.2404097230128714,96,33,21,2.5475608868507995e-08,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_MaxDD,K_Calmar_minus_control
uc|K_Calmar|OOS_Sharpe,150,-0.010876217422536645,-2.4827681358606277,51,86,13,0.0035199932874411255,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_Sharpe,K_Calmar_minus_control
uc|K_Calmar|OOS_CAGR,150,-0.012385988373252003,-7.925386098444247,14,123,13,6.11848339047385e-23,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_CAGR,K_Calmar_minus_control
uc|K_MaxDD|OOS_MaxDD,150,0.08600957868896236,17.267348023516885,145,4,1,5.681270631187032e-38,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_MaxDD,K_MaxDD_minus_control
uc|K_MaxDD|OOS_Sharpe,150,-0.05903335958439217,-6.356636540524431,46,104,0,2.4715829058160962e-06,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_Sharpe,K_MaxDD_minus_control
uc|K_MaxDD|OOS_CAGR,150,-0.04449092279450404,-17.45543063321485,5,145,0,8.581873127276225e-37,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_CAGR,K_MaxDD_minus_control
uc|K_Sharpe|OOS_MaxDD,150,0.01756381590892471,5.652448713867477,91,24,35,2.2576566137991633e-10,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_MaxDD,K_Sharpe_minus_control
uc|K_Sharpe|OOS_Sharpe,150,-0.014081071445371454,-3.364206379236777,50,71,29,0.06859363812061599,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_Sharpe,K_Sharpe_minus_control
uc|K_Sharpe|OOS_CAGR,150,-0.010587031912603346,-7.436953212457265,15,106,29,4.715659082533705e-18,POOLED-DISTINCT,pooled,U,vs_do_nothing,OOS_CAGR,K_Sharpe_minus_control
sc|K_CAGR|OOS_MaxDD,150,0.00941388227718424,6.05475119315951,49,9,92,8.959402428981577e-08,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_MaxDD,K_CAGR_minus_control
sc|K_CAGR|OOS_Sharpe,150,0.003181491884747805,2.5095886793556095,43,15,92,0.00030694701554655787,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_Sharpe,K_CAGR_minus_control
sc|K_CAGR|OOS_CAGR,150,-0.0021006511255796875,-2.4840318344362347,17,41,92,0.0022325516199429175,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_CAGR,K_CAGR_minus_control
sc|K_Calmar|OOS_MaxDD,150,0.010240402849325293,5.689257714454206,48,16,86,7.733076881287365e-05,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_MaxDD,K_Calmar_minus_control
sc|K_Calmar|OOS_Sharpe,150,0.0004150809105639756,0.19067366460628052,34,32,84,0.9021585000967061,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_Sharpe,K_Calmar_minus_control
sc|K_Calmar|OOS_CAGR,150,-0.004439329444343483,-4.726396841489782,7,59,84,2.3834933267526525e-11,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_CAGR,K_Calmar_minus_control
sc|K_MaxDD|OOS_MaxDD,150,0.01739621239837644,7.6905851630940205,61,7,82,7.387402755493473e-12,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_MaxDD,K_MaxDD_minus_control
sc|K_MaxDD|OOS_Sharpe,150,-0.003054953190939908,-1.1893471887029572,29,41,80,0.18821620302302633,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_Sharpe,K_MaxDD_minus_control
sc|K_MaxDD|OOS_CAGR,150,-0.007705092813639256,-6.806678465754872,8,62,80,1.8267652540930555e-11,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_CAGR,K_MaxDD_minus_control
sc|K_Sharpe|OOS_MaxDD,150,0.010073694845791605,6.387372844365501,49,10,91,2.7062797030088773e-07,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_MaxDD,K_Sharpe_minus_control
sc|K_Sharpe|OOS_Sharpe,150,-0.00282614665444362,-1.5044982687876718,32,27,91,0.6029232012571459,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_Sharpe,K_Sharpe_minus_control
sc|K_Sharpe|OOS_CAGR,150,-0.004078612062419246,-4.6184489264235555,6,53,91,1.7539187463500188e-10,POOLED-DISTINCT,pooled,S1,vs_do_nothing,OOS_CAGR,K_Sharpe_minus_control
