panel,family,state,side,level,w,prior,on_D,on_W,armed
SMALL663,DISP-HI,DISP,HI,0.07,2016,True,0.06094464195022854,0.057389537836465214,0.5492635855764347
SMALL663,DISP-HI,DISP,HI,0.12,252,True,0.14448958862366684,0.14499746063991875,0.9972067039106145
SMALL663,DISP-HI,DISP,HI,0.12,504,True,0.1462671406805485,0.1424581005586592,0.9332148298628745
SMALL663,DISP-HI,DISP,HI,0.12,1008,True,0.12417470797359066,0.12087353986795328,0.8052310817673947
SMALL663,DISP-HI,DISP,HI,0.12,2016,True,0.10259014728288471,0.10436769933976638,0.5492635855764347
SMALL663,DISP-HI,DISP,HI,0.17,252,True,0.19324530218384967,0.18537328593194516,0.9972067039106145
SMALL663,DISP-HI,DISP,HI,0.17,504,True,0.18435754189944134,0.18842051802945659,0.9332148298628745
SMALL663,DISP-HI,DISP,HI,0.17,1008,True,0.16099542915185372,0.16048755713560184,0.8052310817673947
SMALL663,DISP-HI,DISP,HI,0.17,2016,True,0.16378872524123922,0.1579481970543423,0.5492635855764347
SMALL663,CORR-LO,CORR,LO,0.07,252,False,0.09014728288471305,0.09268664296597258,0.9972067039106145
SMALL663,CORR-LO,CORR,LO,0.07,504,False,0.08278313864906044,0.08532249873031995,0.9332148298628745
SMALL663,CORR-LO,CORR,LO,0.07,1008,False,0.07465718638902996,0.07567293042153378,0.8052310817673947
SMALL663,CORR-LO,CORR,LO,0.07,2016,False,0.023869984763839513,0.020568816658202132,0.5492635855764347
SMALL663,CORR-LO,CORR,LO,0.12,252,False,0.14906043676993397,0.1505840528186897,0.9972067039106145
SMALL663,CORR-LO,CORR,LO,0.12,504,False,0.1361097003555104,0.13306246825799897,0.9332148298628745
SMALL663,CORR-LO,CORR,LO,0.12,1008,False,0.10919248349415947,0.11122397155916709,0.8052310817673947
SMALL663,CORR-LO,CORR,LO,0.12,2016,False,0.04596241747079736,0.045454545454545456,0.5492635855764347
SMALL663,CORR-LO,CORR,LO,0.17,252,False,0.2011173184357542,0.19857795835449465,0.9972067039106145
SMALL663,CORR-LO,CORR,LO,0.17,504,False,0.1792788217369223,0.17902488572879635,0.9332148298628745
SMALL663,CORR-LO,CORR,LO,0.17,1008,False,0.1467750126968004,0.14855256475368206,0.8052310817673947
SMALL663,CORR-LO,CORR,LO,0.17,2016,False,0.062468257998984256,0.0622143219908583,0.5492635855764347
SMALL663,CORR-HI,CORR,HI,0.07,252,True,0.08684611477907567,0.09217877094972067,0.9972067039106145
SMALL663,CORR-HI,CORR,HI,0.07,504,True,0.07643473844591163,0.07592686642965972,0.9332148298628745
SMALL663,CORR-HI,CORR,HI,0.07,1008,True,0.06094464195022854,0.06348400203148806,0.8052310817673947
SMALL663,CORR-HI,CORR,HI,0.07,2016,True,0.06881665820213306,0.0680548501777552,0.5492635855764347
SMALL663,CORR-HI,CORR,HI,0.12,252,True,0.13864906043676994,0.13966480446927373,0.9972067039106145
SMALL663,CORR-HI,CORR,HI,0.12,504,True,0.11452513966480447,0.11452513966480447,0.9332148298628745
SMALL663,CORR-HI,CORR,HI,0.12,1008,True,0.10563737938039613,0.10766886744540376,0.8052310817673947
SMALL663,CORR-HI,CORR,HI,0.12,2016,True,0.11909598781107161,0.12188928390045708,0.5492635855764347
SMALL663,CORR-HI,CORR,HI,0.17,252,True,0.17572371762315897,0.16683595733875065,0.9972067039106145
SMALL663,CORR-HI,CORR,HI,0.17,504,True,0.14829862874555613,0.1500761808024378,0.9332148298628745
SMALL663,CORR-HI,CORR,HI,0.17,1008,True,0.15286947689182326,0.15388522092432708,0.8052310817673947
SMALL663,CORR-HI,CORR,HI,0.17,2016,True,0.16886744540375825,0.16785170137125444,0.5492635855764347
