panel,p,K,lam,key,full_width,pn_star,pn_train_star,r2_at_smallest_pn,r2_at_largest_pn
SMALL439,439,3,0.001,sd,True,1.0939502650353654,1.640925397553048,0.9500442603382199,-0.021303039477629904
SMALL439,439,3,0.001,yS,True,1.112913086534517,1.6693696298017753,0.9584008867535484,0.08874520571624611
SMALL439,439,3,0.01,mu,True,1.211721682333691,1.8175825235005365,0.9999990301391601,0.15442251566947962
SMALL439,439,3,0.01,sd,True,1.094256306213744,1.6413844593206162,0.9501142412502381,-0.021341549569030338
SMALL439,439,3,0.01,yS,True,1.1130254197939446,1.669538129690917,0.9584232931776282,0.0886961429041564
SMALL439,439,3,0.1,mu,True,1.2110567950934006,1.816585192640101,0.9999066749433195,0.15375047461213087
SMALL439,439,3,0.1,sd,True,1.0966536229122803,1.6449804343684207,0.9507184508203101,-0.02172551769602382
SMALL439,439,3,0.1,yS,True,1.113908862924001,1.6708632943860016,0.9585743975587024,0.08820703179888023
SMALL439,439,3,1.0,mu,True,1.1936536222718812,1.7904804334078217,0.9932880876535858,0.14727175107199653
SMALL439,439,3,1.0,sd,True,1.0948436631429896,1.6422654947144846,0.9501027634775219,-0.025453004546853952
SMALL439,439,3,1.0,yS,True,1.1092340830242382,1.6638511245363576,0.9549132580820346,0.08346541430813115
SMALL439,439,3,10.0,mu,True,0.9343232657503022,1.4014848986254533,0.8576349875428501,0.1008271488207757
SMALL439,439,3,10.0,sd,True,0.903723870246027,1.3555858053690404,0.8433089872528183,-0.053456212786031854
SMALL439,439,3,10.0,yS,True,0.8567683534845767,1.2851525302268652,0.8394524922953466,0.048147818768768835
SMALL439,439,3,100.0,mu,True,,,0.38448327325040776,0.00936592818351134
SMALL439,439,3,100.0,sd,True,,,0.3867273356524611,-0.11477765025762654
SMALL439,439,3,100.0,yS,True,,,0.37775332254508087,-0.02726847694261969
SMALL439,439,5,0.001,mu,True,1.391903851722487,1.7398798146531087,0.9999999961384527,0.01697650361216041
SMALL439,439,5,0.001,sd,True,1.5232481335792853,1.9040601669741064,0.9567736672692443,0.0697771879680037
SMALL439,439,5,0.001,yS,True,1.2235903444138854,1.5294879305173568,0.9663533071551383,-0.1718023963285531
SMALL439,439,5,0.01,mu,True,1.3920207978822636,1.7400259973528296,0.9999996146901372,0.01693565163082611
SMALL439,439,5,0.01,sd,True,1.523407153695811,1.9042589421197635,0.9568043899308303,0.06972695822478081
SMALL439,439,5,0.01,yS,True,1.2239906577968587,1.5299883222460733,0.9663715935912457,-0.17178515633206914
SMALL439,439,5,0.1,mu,True,1.3926471193626406,1.7408088992033008,0.999962295882126,0.016527051429389483
SMALL439,439,5,0.1,sd,True,1.5241356832460693,1.9051696040575865,0.9570773823485635,0.06922552065488319
SMALL439,439,5,0.1,yS,True,1.2268555383651956,1.5335694229564942,0.9665232490232973,-0.17161480688514041
SMALL439,439,5,1.0,mu,True,1.3730732374412398,1.7163415468015497,0.9969084284617433,0.012447466391741435
SMALL439,439,5,1.0,sd,True,1.4655708954811366,1.8319636193514206,0.9570335787227396,0.06430306939230368
SMALL439,439,5,1.0,yS,True,1.2179344233275813,1.5224180291594767,0.9654952456371291,-0.17010001429191912
SMALL439,439,5,10.0,mu,True,1.0376121132641112,1.297015141580139,0.902662252161183,-0.022409256577251346
SMALL439,439,5,10.0,sd,True,1.0028835504906113,1.253604438113264,0.88203730358772,0.02522935120033898
SMALL439,439,5,10.0,yS,True,0.9498417484068885,1.1873021855086106,0.8860618888482419,-0.16475005070204563
SMALL439,439,5,100.0,mu,True,,,0.4396199395851901,-0.10804633958282572
SMALL439,439,5,100.0,sd,True,,,0.4368356956207914,-0.06575257704396043
SMALL439,439,5,100.0,yS,True,,,0.4339505630372398,-0.17465464851955304
SMALL439,439,10,0.001,mu,True,1.5629299594275026,1.7365888438083363,0.9999999976217461,0.10560172130769652
SMALL439,439,10,0.001,sd,True,0.7724272331563222,0.8582524812848025,0.9590855136428614,0.1370257358793706
SMALL439,439,10,0.001,yS,True,0.7722082610012114,0.8580091788902349,0.9701520270390337,-0.023810439793014115
SMALL439,439,10,0.01,mu,True,1.5635500456197244,1.7372778284663604,0.9999997625526964,0.105557700692272
SMALL439,439,10,0.01,sd,True,1.7333422151234024,1.9259357945815578,0.9591000482668093,0.13697956646314657
SMALL439,439,10,0.01,yS,True,1.3485846827975894,1.498427425330655,0.9701649853531108,-0.02382714877266201
SMALL439,439,10,0.1,mu,True,1.5682901267975833,1.742544585330648,0.9999766275378864,0.10511680059136597
SMALL439,439,10,0.1,sd,True,1.7429973174830915,1.936663686092324,0.9592256627797161,0.13651745624564937
SMALL439,439,10,0.1,yS,True,1.353749155182643,1.5041657279807146,0.9702747479394431,-0.023993939635152728
SMALL439,439,10,1.0,mu,True,1.5549290628943628,1.7276989587715144,0.9979845582222774,0.10066207317332054
SMALL439,439,10,1.0,sd,True,1.7755725867431988,1.9728584297146652,0.9587945442935611,0.13187435514876866
SMALL439,439,10,1.0,yS,True,1.349484596062061,1.4994273289578457,0.9696718759610191,-0.025630862872799254
SMALL439,439,10,10.0,mu,True,1.1778363951278805,1.3087071056976451,0.9227394393753877,0.06085128449419197
SMALL439,439,10,10.0,sd,True,1.1374535744603524,1.2638373049559473,0.8967001238042636,0.09086886924744086
SMALL439,439,10,10.0,yS,True,1.0750818166260425,1.194535351806714,0.9050843828551377,-0.03884881064743051
SMALL439,439,10,100.0,mu,True,,,0.4721905583477506,-0.03959009412688563
SMALL439,439,10,100.0,sd,True,,,0.46387264933433026,-0.01644601033783255
SMALL439,439,10,100.0,yS,True,,,0.4638680755418303,-0.0728810311602015
U56,10,2,0.001,mu,False,,,0.014596189426431372,-2.3287673160569877
U56,10,2,0.001,sd,False,,,-0.007944618657236058,-1.707597382518136
U56,10,2,0.001,yS,False,,,0.06192374274070911,-2.0482798883436746
U56,10,2,0.01,mu,False,,,0.01459972645293861,-2.2515315768874586
U56,10,2,0.01,sd,False,,,-0.007942182230414652,-1.6093791154573207
U56,10,2,0.01,yS,False,,,0.061926829080292234,-2.0148068198952465
U56,10,2,0.1,mu,False,,,0.014635036687788094,-1.7325345677619284
U56,10,2,0.1,sd,False,,,-0.007917852336109199,-1.0718227603971018
U56,10,2,0.1,yS,False,,,0.06195761069547301,-1.7608456318462595
U56,10,2,1.0,mu,False,,,0.014982207061591035,-0.7001280267238992
U56,10,2,1.0,sd,False,,,-0.007677950937881262,-0.395895588283967
U56,10,2,1.0,yS,False,,,0.06225735622904671,-0.9014457764443033
U56,10,2,10.0,mu,False,,,0.01792490745965869,-0.1329667204496321
U56,10,2,10.0,sd,False,,,-0.00558273874512083,-0.1230472565796552
U56,10,2,10.0,yS,False,,,0.06454435924690916,-0.15288730517286897
U56,10,2,100.0,mu,False,,,0.024838221573713404,-0.013537609211891288
U56,10,2,100.0,sd,False,,,0.001963646027579813,-0.06994501121556285
U56,10,2,100.0,yS,False,,,0.060426954765098406,-0.03557662175183496
U56,10,3,0.001,mu,False,,,0.02543159602541545,-1.413631608503907
U56,10,3,0.001,sd,False,,,-0.014586377038375176,-0.34237799232040644
U56,10,3,0.001,yS,False,,,0.06961129579716763,-1.8029679460925219
U56,10,3,0.01,mu,False,,,0.025432911701910976,-1.3948192054765163
U56,10,3,0.01,sd,False,,,-0.014584482872212812,-0.33583941849747645
U56,10,3,0.01,yS,False,,,0.0696127657271356,-1.7856588706433776
U56,10,3,0.1,mu,False,,,0.02544604781163784,-1.2383686560263172
U56,10,3,0.1,sd,False,,,-0.014565559481937385,-0.2810228740932339
U56,10,3,0.1,yS,False,,,0.06962742854923631,-1.6344343380145117
U56,10,3,1.0,mu,False,,,0.0255753617965242,-0.636662891297689
U56,10,3,1.0,sd,False,,,-0.014378137493154641,-0.10654611472657205
U56,10,3,1.0,yS,False,,,0.06977044529259124,-0.9302480888318325
U56,10,3,10.0,mu,False,,,0.02668088664356061,-0.0865098584732571
U56,10,3,10.0,sd,False,,,-0.012671000260320975,-0.039648286723166004
U56,10,3,10.0,yS,False,,,0.07087298247062357,-0.15235693622728275
U56,10,3,100.0,mu,False,,,0.02846382688440352,-0.006334076413426759
U56,10,3,100.0,sd,False,,,-0.004485718508272951,-0.03523042020532241
U56,10,3,100.0,yS,False,,,0.06705103201364315,-0.03456327237764656
U56,10,5,0.001,mu,False,,,0.03188644084848802,-0.6956717925480642
U56,10,5,0.001,sd,False,,,-0.0046819017643073835,-0.7922384759929753
U56,10,5,0.001,yS,False,,,0.07617542914482145,-1.1304282096198501
U56,10,5,0.01,mu,False,,,0.03188729150878755,-0.6900533760137926
U56,10,5,0.01,sd,False,,,-0.0046808953307115875,-0.7845218761182704
U56,10,5,0.01,yS,False,,,0.0761762724373426,-1.1229042003436658
U56,10,5,0.1,mu,False,,,0.03189578485440936,-0.6391209476778406
U56,10,5,0.1,sd,False,,,-0.004670839807337401,-0.7158715066951193
U56,10,5,0.1,yS,False,,,0.07618468277069224,-1.0539182969356067
U56,10,5,1.0,mu,False,,,0.031979402717935757,-0.3830548360083237
U56,10,5,1.0,sd,False,,,-0.0045711595988755516,-0.4074580943606394
U56,10,5,1.0,yS,False,,,0.07626654606991579,-0.6754397104693786
U56,10,5,10.0,mu,False,,,0.032693551879052984,-0.08507199070852356
U56,10,5,10.0,sd,False,,,-0.0036560075134042247,-0.10973275650004166
U56,10,5,10.0,yS,False,,,0.07687909727354325,-0.1521284405697383
U56,10,5,100.0,mu,False,,,0.033332857220731094,-0.029565706816192083
U56,10,5,100.0,sd,False,,,0.0008389822974129713,-0.016398563350462636
U56,10,5,100.0,yS,False,,,0.0727920119847264,-0.05880631199984032
U56,10,10,0.001,mu,False,,,0.03508943776366602,-0.47013073082366486
U56,10,10,0.001,sd,False,,,-0.004635885202415091,-0.3881389891859639
U56,10,10,0.001,yS,False,,,0.07816599048748096,-0.8633946865139324
U56,10,10,0.01,mu,False,,,0.03508997663432767,-0.4656573448585366
U56,10,10,0.01,sd,False,,,-0.004635135422548897,-0.3849469197935538
U56,10,10,0.01,yS,False,,,0.07816660601057868,-0.8574542948574497
U56,10,10,0.1,mu,False,,,0.035095356010517276,-0.4252588827657857
U56,10,10,0.1,sd,False,,,-0.004627643550647154,-0.3562989225909001
U56,10,10,0.1,yS,False,,,0.07817274409014974,-0.8028226216916747
U56,10,10,1.0,mu,False,,,0.0351482232775171,-0.23367601630638335
U56,10,10,1.0,sd,False,,,-0.00455331376338175,-0.2242719708019505
U56,10,10,1.0,yS,False,,,0.07823242284736442,-0.5042455264053007
U56,10,10,10.0,mu,False,,,0.03559043313017307,-0.07640603286027292
U56,10,10,10.0,sd,False,,,-0.0038653703038011855,-0.09464909704514612
U56,10,10,10.0,yS,False,,,0.07867135269473224,-0.13005800500682252
U56,10,10,100.0,mu,False,,,0.035226226130813165,-0.07281293604594996
U56,10,10,100.0,sd,False,,,-0.00030038544117094723,-0.044410180917499265
U56,10,10,100.0,yS,False,,,0.07478650971513301,-0.08814171587265207
U56,25,2,0.001,mu,False,,,0.14965032246033183,-0.8617247758268323
U56,25,2,0.001,sd,False,,,0.0718044743796753,-0.974824938819983
U56,25,2,0.001,yS,False,,,0.21381734457387636,-0.6743791897961477
U56,25,2,0.01,mu,False,,,0.14965564818053756,-0.8511943161323137
U56,25,2,0.01,sd,False,,,0.07181073521114623,-0.965225944364331
U56,25,2,0.01,yS,False,,,0.21382033160849656,-0.6697187500774404
U56,25,2,0.1,mu,False,,,0.1497087391164208,-0.7599947506576159
U56,25,2,0.1,sd,False,,,0.07187318106666041,-0.8779222237576185
U56,25,2,0.1,yS,False,,,0.2138500262714811,-0.6269477028314483
U56,25,2,1.0,mu,False,,,0.15022326325448643,-0.3829846896079243
U56,25,2,1.0,sd,False,,,0.07248166140883083,-0.43456906061190526
U56,25,2,1.0,yS,False,,,0.2141296921660596,-0.390996938015463
U56,25,2,10.0,mu,False,,,0.15394419169954,-0.05616822851469072
U56,25,2,10.0,sd,False,,,0.0772000889480039,-0.03408822226514907
U56,25,2,10.0,yS,False,,,0.21545025303428011,-0.09088504019637278
U56,25,2,100.0,mu,False,,,0.14053263489238144,-0.004238232356114979
U56,25,2,100.0,sd,False,,,0.07730339677763609,-0.04871446182120742
U56,25,2,100.0,yS,False,,,0.18253207231304036,-0.03236065788164866
U56,25,3,0.001,mu,False,,,0.1677685150585051,-0.6520758783760547
U56,25,3,0.001,sd,False,,,0.08335306043309876,-3.5260618958285255
U56,25,3,0.001,yS,False,,,0.22274828215009268,-0.6302948736428537
U56,25,3,0.01,mu,False,,,0.16777042072910597,-0.62540120650291
U56,25,3,0.01,sd,False,,,0.08335689684086467,-3.3746014359365537
U56,25,3,0.01,yS,False,,,0.22275039199974334,-0.6189141930678648
U56,25,3,0.1,mu,False,,,0.1677894082127407,-0.4602740095322302
U56,25,3,0.1,sd,False,,,0.08339516795040536,-2.43194805260355
U56,25,3,0.1,yS,False,,,0.2227713942947278,-0.5454715926061935
U56,25,3,1.0,mu,False,,,0.16797243532922068,-0.15944095985821072
U56,25,3,1.0,sd,False,,,0.08376870974927764,-0.8616867146688307
U56,25,3,1.0,yS,False,,,0.2229719113873262,-0.38387868526254376
U56,25,3,10.0,mu,False,,,0.16918636017132183,0.006703652657864434
U56,25,3,10.0,sd,False,,,0.086700408695212,-0.136084126439054
U56,25,3,10.0,yS,False,,,0.22413034135951182,-0.146337093636983
U56,25,3,100.0,mu,False,,,0.1549906442693617,0.005849832424492107
U56,25,3,100.0,sd,False,,,0.08495654317244905,-0.0396118082220982
U56,25,3,100.0,yS,False,,,0.20175078873076513,-0.04427841974754121
U56,25,5,0.001,mu,False,,,0.16973811628772695,-0.7127917312453047
U56,25,5,0.001,sd,False,,,0.10075174302011725,-11.398935991800412
U56,25,5,0.001,yS,False,,,0.22710951590751816,-0.751173066192224
U56,25,5,0.01,mu,False,,,0.16973972482936994,-0.6362378367615551
U56,25,5,0.01,sd,False,,,0.10075371829860913,-9.983051059617464
U56,25,5,0.01,yS,False,,,0.22711113990481924,-0.5080722991246875
U56,25,5,0.1,mu,False,,,0.16975576207856968,-0.5333931798266909
U56,25,5,0.1,sd,False,,,0.10077341532509387,-5.676062751785972
U56,25,5,0.1,yS,False,,,0.22712731450977208,-0.25216180274050704
U56,25,5,1.0,mu,False,,,0.16991136057746958,-0.362765127604022
U56,25,5,1.0,sd,False,,,0.10096487704663515,-1.541688175128408
U56,25,5,1.0,yS,False,,,0.22728258811368252,-0.2842586105369904
U56,25,5,10.0,mu,False,,,0.1710297760591014,-0.07839941125814742
U56,25,5,10.0,sd,False,,,0.10238942509478333,-0.15015463056374356
U56,25,5,10.0,yS,False,,,0.22824752451660135,-0.13006522859953362
U56,25,5,100.0,mu,False,,,0.16104607551140782,-0.025540350603521667
U56,25,5,100.0,sd,False,,,0.09646519449482782,0.00038559162079021547
U56,25,5,100.0,yS,False,,,0.21113027411557184,-0.06318078945252781
U56,25,10,0.001,mu,False,,,0.16469326806344708,-1.4906710364288926
U56,25,10,0.001,sd,False,,,0.10510512169665542,-19.811626640876266
U56,25,10,0.001,yS,False,,,0.22454256476432977,-3.810764179247772
U56,25,10,0.01,mu,False,,,0.16469496256283367,0.02449297886694657
U56,25,10,0.01,sd,False,,,0.10510669977289833,-8.83681876294332
U56,25,10,0.01,yS,False,,,0.224543978748454,-0.34136724829182863
U56,25,10,0.1,mu,False,,,0.16471186809215832,0.08688796569673851
U56,25,10,0.1,sd,False,,,0.10512243693953871,-4.119785401664998
U56,25,10,0.1,yS,False,,,0.224558068078484,0.08449102939701703
U56,25,10,1.0,mu,False,,,0.1648770076120245,-0.16774574516663732
U56,25,10,1.0,sd,False,,,0.10527549611062992,-1.3293779726873454
U56,25,10,1.0,yS,False,,,0.22469395412333903,0.011109712464343446
U56,25,10,10.0,mu,False,,,0.16616565334924482,-0.08104348930395511
U56,25,10,10.0,sd,False,,,0.10641784770046692,-0.15804508823301622
U56,25,10,10.0,yS,False,,,0.22559298143611117,-0.05311345588831462
U56,25,10,100.0,mu,False,,,0.16004901091089097,-0.06855876338373323
U56,25,10,100.0,sd,False,,,0.10074682201883378,-0.029866662044773395
U56,25,10,100.0,yS,False,,,0.21195763439197257,-0.08750305172761852
U56,50,2,0.001,mu,False,0.42459726404452697,0.8491945280890539,0.9590725819091215,0.1757930538126723
U56,50,2,0.001,sd,False,0.4134156143391803,0.8268312286783605,0.9645830966083861,0.3289458612941263
U56,50,2,0.001,yS,False,0.40440216688179836,0.8088043337635966,0.9070740275263878,0.09543735083403049
U56,50,2,0.01,mu,False,0.4618350867277546,0.9236701734555092,0.9590728970499234,0.17610778885070644
U56,50,2,0.01,sd,False,0.4591468648373461,0.9182937296746921,0.9645821682426579,0.3291158307333737
U56,50,2,0.01,yS,False,0.41063986650071466,0.8212797330014292,0.9070731407785693,0.09581602576846238
U56,50,2,0.1,mu,False,0.7126767764773275,1.425353552954655,0.9590753421000008,0.1791117531025912
U56,50,2,0.1,sd,False,0.7728508983424188,1.5457017966848379,0.9645720144133376,0.3306915376908798
U56,50,2,0.1,yS,False,0.450917924823597,0.901835849647194,0.9070631280536285,0.09948273156968512
U56,50,2,1.0,mu,False,0.7519992591106824,1.5039985182213649,0.9590317221412935,0.19852991104662066
U56,50,2,1.0,sd,False,0.7452673073268282,1.4905346146536564,0.964389426340606,0.3372754291390112
U56,50,2,1.0,yS,False,0.6583535734093906,1.3167071468187814,0.9068584637114734,0.12665481942868417
U56,50,2,10.0,mu,False,0.4765148695890062,0.9530297391780124,0.9533704620584899,0.18340109347522127
U56,50,2,10.0,sd,False,0.5406282071079949,1.0812564142159897,0.9573409789765832,0.24455178239617337
U56,50,2,10.0,yS,False,0.4177344170318178,0.8354688340636355,0.8989622950029352,0.15124852611241368
U56,50,2,100.0,mu,False,0.11291935183033666,0.2258387036606733,0.7717252265765645,0.0514987498534335
U56,50,2,100.0,sd,False,0.11104950518360507,0.22209901036721016,0.774093695562237,0.010660310125328865
U56,50,2,100.0,yS,False,0.10775617538190353,0.21551235076380698,0.7228426713109044,0.027045324558749084
U56,50,3,0.001,mu,False,0.535274417463742,0.8029116261956131,0.9603045651977605,0.28708780538274214
U56,50,3,0.001,sd,False,0.5973579646876723,0.8960369470315085,0.9652425581958692,0.35233867661082596
U56,50,3,0.001,yS,False,0.5043836488714387,0.756575473307158,0.9088747691441947,0.07347589643392993
U56,50,3,0.01,mu,False,0.7070819831561062,1.0606229747341591,0.9603049909040238,0.2870759124639244
U56,50,3,0.01,sd,False,0.9045667530723305,1.3568501296084954,0.9652423383263994,0.352476746675247
U56,50,3,0.01,yS,False,0.5643911781275699,0.8465867671913547,0.9088748254124489,0.07384876840075427
U56,50,3,0.1,mu,False,0.7914254230477299,1.1871381345715946,0.9603088811176304,0.2868983328555037
U56,50,3,0.1,sd,False,0.9141840849042663,1.3712761273563994,0.9652396356274766,0.35366551335759777
U56,50,3,0.1,yS,False,0.701051566730721,1.0515773500960812,0.908874789044181,0.07740595907172976
U56,50,3,1.0,mu,False,0.8571561136876642,1.285734170531496,0.9603121226222612,0.28187570015886676
U56,50,3,1.0,sd,False,0.9161112621184729,1.3741668931777091,0.9651648332415846,0.3529896428389868
U56,50,3,1.0,yS,False,0.703910537320261,1.0558658059803914,0.9088182981848207,0.10117218892088731
U56,50,3,10.0,mu,False,0.6957866541962539,1.0436799812943807,0.9574571038287305,0.2201732911918085
U56,50,3,10.0,sd,False,0.7428384673096322,1.114257700964448,0.9611125155024071,0.22973964898608756
U56,50,3,10.0,yS,False,0.6059932293541846,0.9089898440312768,0.9046956783696107,0.11993942252288226
U56,50,3,100.0,mu,False,0.15485344336644574,0.23228016504966856,0.8325903288294791,0.0645589783439452
U56,50,3,100.0,sd,False,0.14244091057205335,0.21366136585807996,0.8298814612478558,0.02539591822457188
U56,50,3,100.0,yS,False,0.1415871594024103,0.2123807391036154,0.7811562755515418,0.020693711333092835
U56,50,5,0.001,mu,False,0.6846223940405657,0.8557779925507072,0.9608948602398483,0.2815864823271763
U56,50,5,0.001,sd,False,1.1491596757236722,1.4364495946545903,0.9650655666407386,0.2894919865092551
U56,50,5,0.001,yS,False,0.6726802073615556,0.8408502592019446,0.9082082449519262,0.15277711866473864
U56,50,5,0.01,mu,False,0.7267618892140596,0.9084523615175745,0.960895308097296,0.2813886564240988
U56,50,5,0.01,sd,False,1.151790176554013,1.4397377206925164,0.9650658405723717,0.28991050001283913
U56,50,5,0.01,yS,False,0.7091204563991657,0.8864005704989572,0.9082088459636708,0.15287098184643444
U56,50,5,0.1,mu,False,0.9956716234657282,1.2445895293321603,0.9608995407015495,0.27944770634143734
U56,50,5,0.1,sd,False,1.1599884963729374,1.4499856204661719,0.9650682297462969,0.29381284307654965
U56,50,5,0.1,yS,False,0.8919587180792069,1.1149483975990087,0.9082144424179248,0.15375289589382424
U56,50,5,1.0,mu,False,1.020284054226915,1.2753550677836436,0.9609178162673662,0.26357232195872526
U56,50,5,1.0,sd,False,1.1249908110508466,1.4062385138135582,0.9650586414089174,0.31443354567390125
U56,50,5,1.0,yS,False,0.8588955764297469,1.0736194705371835,0.9082312014452939,0.15948357328809015
U56,50,5,10.0,mu,False,0.7693044042795393,0.9616305053494241,0.9590809706464116,0.19646371454032885
U56,50,5,10.0,sd,False,0.8878250513999223,1.109781314249903,0.9625433796607693,0.2591077273038008
U56,50,5,10.0,yS,False,0.6950345227261312,0.8687931534076639,0.9057598268990217,0.14923616965053832
U56,50,5,100.0,mu,False,0.18167621797398664,0.2270952724674833,0.8616039135349384,0.04483506586930153
U56,50,5,100.0,sd,False,0.17387576686350611,0.21734470857938262,0.860755687577852,0.06824781346323516
U56,50,5,100.0,yS,False,0.1645701267721882,0.2057126584652353,0.8103689261074972,0.009797694743655105
U56,50,10,0.001,mu,False,0.7072866544559286,0.7858740605065874,0.9609583997193104,0.42148119409400275
U56,50,10,0.001,sd,False,1.3435182788799866,1.4927980876444296,0.9656104416448795,0.2006974122925651
U56,50,10,0.001,yS,False,0.694313902049441,0.7714598911660455,0.9091162558259684,0.3660284960736563
U56,50,10,0.01,mu,False,0.8750007905774161,0.9722231006415735,0.9609586231631063,0.4208694266316151
U56,50,10,0.01,sd,False,1.3432687732874569,1.4925208592082855,0.9656106226827192,0.20171317303176994
U56,50,10,0.01,yS,False,0.8085463832586276,0.8983848702873639,0.9091166565277831,0.36547631413145687
U56,50,10,0.1,mu,False,1.3899622735789012,1.544402526198779,0.9609606685415318,0.41491951493737655
U56,50,10,0.1,sd,False,1.3401173862531508,1.4890193180590565,0.9656121596055146,0.21130347608522115
U56,50,10,0.1,yS,False,0.9144563340427312,1.0160625933808123,0.9091203449419731,0.36008821564760385
U56,50,10,1.0,mu,False,1.3056202585767156,1.4506891761963505,0.9609625920196441,0.36929521475103655
U56,50,10,1.0,sd,False,1.2921804823972385,1.4357560915524872,0.9656012523959602,0.2697679138302218
U56,50,10,1.0,yS,False,0.9313229082270629,1.0348032313634032,0.9091268470017724,0.31874159314640815
U56,50,10,10.0,mu,False,0.8109484979942199,0.9010538866602442,0.9594008986737335,0.22599257027338782
U56,50,10,10.0,sd,False,0.8958433044215645,0.9953814493572939,0.9635417010889884,0.26502193846566835
U56,50,10,10.0,yS,False,0.7420031706815691,0.8244479674239656,0.9070726030930066,0.19429169138942526
U56,50,10,100.0,mu,False,0.21376967180174805,0.2375218575574978,0.8764454653345835,0.013096708738635887
U56,50,10,100.0,sd,False,0.19402889230724304,0.2155876581191589,0.8764753855066433,0.048536518086888414
U56,50,10,100.0,yS,False,0.18633929121195666,0.20704365690217402,0.82489303007115,-0.0112940014066496
U56,55,2,0.001,mu,True,0.8921765915692614,1.7843531831385226,0.9999999999254727,0.1260588533932797
U56,55,2,0.001,sd,True,0.5292036589321021,1.0584073178642044,0.9677432006651929,0.29536571204167905
U56,55,2,0.001,yS,True,0.7679555599090513,1.5359111198181026,0.9833986349724024,0.04705723392388306
U56,55,2,0.01,mu,True,0.8920973114084143,1.7841946228168286,0.9999999925486058,0.1263439552161867
U56,55,2,0.01,sd,True,0.7768612950896157,1.5537225901792313,0.967743584096813,0.29560242165723893
U56,55,2,0.01,yS,True,0.768704188946654,1.537408377893308,0.9833984942611786,0.047287294405372715
U56,55,2,0.1,mu,True,0.8908738433578416,1.7817476867156834,0.9999992561929446,0.12908553123076527
U56,55,2,0.1,sd,True,0.7814362045626665,1.562872409125333,0.9677468089246142,0.29784561344054306
U56,55,2,0.1,yS,True,0.7728972513917299,1.5457945027834599,0.9833964593033111,0.04952003939066474
U56,55,2,1.0,mu,True,0.8624529313694131,1.7249058627388263,0.9999269308313776,0.14810201740326434
U56,55,2,1.0,sd,True,0.7711491535668157,1.5422983071336314,0.9677192521111225,0.31075583325555445
U56,55,2,1.0,yS,True,0.7620026993830987,1.5240053987661974,0.9833145619648223,0.06636658627401926
U56,55,2,10.0,mu,True,0.511487479065627,1.022974958131254,0.9938236511278082,0.14899702652996893
U56,55,2,10.0,sd,True,0.5753739925899136,1.1507479851798272,0.9624529548149267,0.24244369494762408
U56,55,2,10.0,yS,True,0.5068192956440498,1.0136385912880996,0.9774030089487409,0.08364225482778398
U56,55,2,100.0,mu,True,0.12869983311169497,0.2573996662233899,0.8012580636552098,0.04357495137109646
U56,55,2,100.0,sd,True,0.12314416457889087,0.24628832915778176,0.7815942690681656,0.013855145696751392
U56,55,2,100.0,yS,True,0.13489785392502981,0.2697957078500596,0.7931337119779335,0.007612633732843488
U56,55,3,0.001,mu,True,0.9489198953744842,1.4233798430617262,0.9999999999631287,0.1996497548718109
U56,55,3,0.001,sd,True,0.6182846084468278,0.9274269126702415,0.9682347578335404,0.21434327804074493
U56,55,3,0.001,yS,True,0.8023110859597213,1.203466628939582,0.9841305324154314,0.023121290588358656
U56,55,3,0.01,mu,True,0.9497581454982359,1.4246372182473537,0.9999999963133139,0.19984202415639662
U56,55,3,0.01,sd,True,0.9469926437586044,1.4204889656379063,0.9682348812140439,0.21477909753454982
U56,55,3,0.01,yS,True,0.8494082759472953,1.2741124139209428,0.9841304361767554,0.023460123440303904
U56,55,3,0.1,mu,True,0.956017787386462,1.4340266810796929,0.9999996317739823,0.20166451012748332
U56,55,3,0.1,sd,True,0.9559998557011938,1.4339997835517906,0.9682357911267786,0.21890084013716538
U56,55,3,0.1,yS,True,0.853969186994157,1.2809537804912354,0.9841291588170764,0.026705679425683804
U56,55,3,1.0,mu,True,0.9642490823504192,1.4463736235256286,0.999963615403735,0.21298479807800186
U56,55,3,1.0,sd,True,0.9630830836648552,1.4446246254972828,0.9682129345350583,0.2434017787646483
U56,55,3,1.0,yS,True,0.8140562898313305,1.2210844347469956,0.9840853127769272,0.049153422442734906
U56,55,3,10.0,mu,True,0.719550285228895,1.0793254278433424,0.9967578154241329,0.19697382597644753
U56,55,3,10.0,sd,True,0.746321213545309,1.1194818203179633,0.9651798272600827,0.2035827700725673
U56,55,3,10.0,yS,True,0.6652170105823055,0.9978255158734582,0.9809222209893789,0.07568360957973941
U56,55,3,100.0,mu,True,0.18014918060821886,0.2702237709123282,0.8637779082065202,0.060448039925891206
U56,55,3,100.0,sd,True,0.15824250563816067,0.23736375845724103,0.8360961385031243,0.027404879236540558
U56,55,3,100.0,yS,True,0.1841583220217647,0.27623748303264706,0.8533897813225211,0.006856834254428956
U56,55,5,0.001,mu,True,1.171242421515061,1.4640530268938263,0.9999999999756075,0.17440465626804003
U56,55,5,0.001,sd,True,1.1198015024612287,1.399751878076536,0.9681272535400698,0.16319498648732222
U56,55,5,0.001,yS,True,1.4896215245914342,1.8620269057392926,0.9840588963600685,0.11557459197393061
U56,55,5,0.01,mu,True,1.1694463657056904,1.461807957132113,0.9999999975609892,0.17460846284109655
U56,55,5,0.01,sd,True,1.1210804808165344,1.401350601020668,0.9681275748875272,0.16368417172355842
