panel,p,K,lam,key,full_width,pn_star,pn_train_star,r2_at_smallest_pn,r2_at_largest_pn
B136,10,5,10.0,sd,False,,,0.19827181089249812,-0.059915208435586065
B136,10,5,10.0,yS,False,,,0.23002254679719158,-0.07106875725410422
B136,10,5,100.0,mu,False,,,0.15460054870469198,-0.039626487507691266
B136,10,5,100.0,sd,False,,,0.15906763393151058,-0.07361519369467873
B136,10,5,100.0,yS,False,,,0.18631012027221994,-0.05226524431403301
B136,10,10,0.001,mu,False,,,0.18830396171196362,-0.4163761502685861
B136,10,10,0.001,sd,False,,,0.19934395169175934,-0.4524580332982018
B136,10,10,0.001,yS,False,,,0.2314697716510763,-1.0875712995739222
B136,10,10,0.01,mu,False,,,0.18830507629828774,-0.4036863925577492
B136,10,10,0.01,sd,False,,,0.1993448280843062,-0.4442760440420661
B136,10,10,0.01,yS,False,,,0.2314708221442523,-1.0671358686395038
B136,10,10,0.1,mu,False,,,0.1883161242273057,-0.30745375367109395
B136,10,10,0.1,sd,False,,,0.19935347228043054,-0.38041860520754645
B136,10,10,0.1,yS,False,,,0.23148119427839775,-0.9063047686222183
B136,10,10,1.0,mu,False,,,0.18841694170677603,-0.06969901584199412
B136,10,10,1.0,sd,False,,,0.19942812204087013,-0.19346579123821872
B136,10,10,1.0,yS,False,,,0.23157183061211017,-0.40326118861699656
B136,10,10,10.0,mu,False,,,0.18857785403540805,-0.04712205036760175
B136,10,10,10.0,sd,False,,,0.1991568228929137,-0.11765293201919547
B136,10,10,10.0,yS,False,,,0.23134419249199567,-0.07985075402576136
B136,10,10,100.0,mu,False,,,0.16067453922202046,-0.07304181519550479
B136,10,10,100.0,sd,False,,,0.16475553202655258,-0.13054272081504714
B136,10,10,100.0,yS,False,,,0.19278534928392088,-0.04425106651349808
B136,25,2,0.001,mu,False,,,0.2874030106328147,-0.08840458778944105
B136,25,2,0.001,sd,False,,,0.27217149475599534,-0.5902629346682737
B136,25,2,0.001,yS,False,,,0.2963654699876166,-0.7178880225511854
B136,25,2,0.01,mu,False,,,0.28740933492279774,-0.08510733769120282
B136,25,2,0.01,sd,False,,,0.2721798596312749,-0.5557892499318426
B136,25,2,0.01,yS,False,,,0.2963733772644357,-0.707637766863382
B136,25,2,0.1,mu,False,,,0.28747192562312673,-0.058619223481698235
B136,25,2,0.1,sd,False,,,0.2722626867497514,-0.30244635449912183
B136,25,2,0.1,yS,False,,,0.29645173845428774,-0.6243519586802249
B136,25,2,1.0,mu,False,,,0.28803435710466696,0.020233978040592016
B136,25,2,1.0,sd,False,,,0.2730111767799698,0.16771943303511072
B136,25,2,1.0,yS,False,,,0.2971660786831575,-0.33135011453585794
B136,25,2,10.0,mu,False,,,0.28873076874583414,-0.00862949840054239
B136,25,2,10.0,sd,False,,,0.2744291612266673,0.09961261792675857
B136,25,2,10.0,yS,False,,,0.29891840248054835,-0.06535690429139063
B136,25,2,100.0,mu,False,,,0.20724743302693183,-0.09147631017544655
B136,25,2,100.0,sd,False,,,0.19031153916096966,0.004477408698926766
B136,25,2,100.0,yS,False,,,0.21658444513463537,-0.010281827183922232
B136,25,3,0.001,mu,False,,,0.2885111232776737,-0.5828206477790541
B136,25,3,0.001,sd,False,,,0.26831590639173775,-2.01015567102175
B136,25,3,0.001,yS,False,,,0.3068673067372293,-4.396622890063284
B136,25,3,0.01,mu,False,,,0.28851456733810665,-0.4370060235415312
B136,25,3,0.01,sd,False,,,0.2683203459050332,-1.7843481406767912
B136,25,3,0.01,yS,False,,,0.3068708621683788,-3.633874769733981
B136,25,3,0.1,mu,False,,,0.2885486662107942,0.06501504921758283
B136,25,3,0.1,sd,False,,,0.2683643514388009,-0.9305916091834479
B136,25,3,0.1,yS,False,,,0.3069060612165414,-1.1523507772687567
B136,25,3,1.0,mu,False,,,0.28885617631548444,0.23793377948558125
B136,25,3,1.0,sd,False,,,0.26876627433995004,-0.20665731929280384
B136,25,3,1.0,yS,False,,,0.3072232345085749,-0.01671141277173227
B136,25,3,10.0,mu,False,,,0.28917727989131314,0.06453193103388932
B136,25,3,10.0,sd,False,,,0.2696757033835244,-0.023645096165421986
B136,25,3,10.0,yS,False,,,0.30752189321434076,0.002328156095057765
B136,25,3,100.0,mu,False,,,0.22597666597812127,-0.08962581645220413
B136,25,3,100.0,sd,False,,,0.20722341781156983,-0.10371951356117348
B136,25,3,100.0,yS,False,,,0.24043215262606787,-0.009615283520328477
B136,25,5,0.001,mu,False,,,0.2865829761303499,-1.0386278233929342
B136,25,5,0.001,sd,False,,,0.2777789470627211,-7.756902187547487
B136,25,5,0.001,yS,False,,,0.30685014258746746,-6.466981268387033
B136,25,5,0.01,mu,False,,,0.2865857030533012,-0.352709111979278
B136,25,5,0.01,sd,False,,,0.2777817484029338,-3.6283043306741423
B136,25,5,0.01,yS,False,,,0.3068529866435584,-3.1831907754344737
B136,25,5,0.1,mu,False,,,0.28661274711617657,0.2261918820941764
B136,25,5,0.1,sd,False,,,0.2778095001070049,-1.258238093615668
B136,25,5,0.1,yS,False,,,0.30688119027217287,-0.9682484520043648
B136,25,5,1.0,mu,False,,,0.28686103855803746,0.35436994229648155
B136,25,5,1.0,sd,False,,,0.2780613154638306,-0.21301670904934222
B136,25,5,1.0,yS,False,,,0.30713991679071406,0.056210037345888364
B136,25,5,10.0,mu,False,,,0.28745315371684554,0.14484234177370514
B136,25,5,10.0,sd,False,,,0.27841783078077587,0.042899260558839414
B136,25,5,10.0,yS,False,,,0.3077349524787045,0.02338794572382008
B136,25,5,100.0,mu,False,,,0.2369274967861904,-0.013219623387234147
B136,25,5,100.0,sd,False,,,0.2234013572689113,-0.05059720245445254
B136,25,5,100.0,yS,False,,,0.2539432782321164,-0.043502507088823084
B136,25,10,0.001,mu,False,,,0.28198014364814317,-0.5171661920606827
B136,25,10,0.001,sd,False,,,0.27623378546067934,-4.374012690056505
B136,25,10,0.001,yS,False,,,0.3059828173662785,-10.753986220027908
B136,25,10,0.01,mu,False,,,0.281982932569659,-0.14781464348368645
B136,25,10,0.01,sd,False,,,0.27623622765014255,-1.8720874249788642
B136,25,10,0.01,yS,False,,,0.3059851801113028,-3.946954879970038
B136,25,10,0.1,mu,False,,,0.28201064481872196,0.21103510195865816
B136,25,10,0.1,sd,False,,,0.27626044524818094,-0.7556092385188422
B136,25,10,0.1,yS,False,,,0.30600862496996106,-0.8863449108908761
B136,25,10,1.0,mu,False,,,0.2822703209278967,0.25480946368235724
B136,25,10,1.0,sd,False,,,0.27648251561221837,-0.11822741771133427
B136,25,10,1.0,yS,False,,,0.306225076088394,-0.05053719008647972
B136,25,10,10.0,mu,False,,,0.2833467673211112,0.10224000848219528
B136,25,10,10.0,sd,False,,,0.2769797524013281,-0.0023271845020471638
B136,25,10,10.0,yS,False,,,0.30682428945798523,-0.023730057484484757
B136,25,10,100.0,mu,False,,,0.24228383796910313,-0.04598155067621068
B136,25,10,100.0,sd,False,,,0.22944680925628425,-0.10519080026655359
B136,25,10,100.0,yS,False,,,0.2604870803327858,-0.04070263877036551
B136,50,2,0.001,mu,False,,,0.34832975235091124,0.09883867144127845
B136,50,2,0.001,sd,False,,,0.27621765335019566,-0.08652726573554848
B136,50,2,0.001,yS,False,,,0.39926392913223663,-0.8613799318975359
B136,50,2,0.01,mu,False,,,0.34834389854576,0.09928176853260207
B136,50,2,0.01,sd,False,,,0.2762332229887451,-0.08520738791677074
B136,50,2,0.01,yS,False,,,0.39927874341623737,-0.8560254142150594
B136,50,2,0.1,mu,False,,,0.3484842334280438,0.10338024846628613
B136,50,2,0.1,sd,False,,,0.2763878804508385,-0.07270535511481113
B136,50,2,0.1,yS,False,,,0.39942560542729366,-0.8062521090493198
B136,50,2,1.0,mu,False,,,0.3497782782490477,0.124461590058349
B136,50,2,1.0,sd,False,,,0.2778335179823106,0.005634107763100249
B136,50,2,1.0,yS,False,,,0.40077000516871186,-0.5184405353065884
B136,50,2,10.0,mu,False,,,0.35445927780604414,0.07661686261503697
B136,50,2,10.0,sd,False,,,0.28455470816069506,0.06835885495157679
B136,50,2,10.0,yS,False,,,0.4048423018310743,-0.10719714088374288
B136,50,2,100.0,mu,False,,,0.25740020446870515,-0.06891601034558636
B136,50,2,100.0,sd,False,,,0.2084232313330353,0.005937426480029484
B136,50,2,100.0,yS,False,,,0.28927039032656177,-0.011764546622638594
B136,50,3,0.001,mu,False,,,0.35637324510310464,0.33833984103200465
B136,50,3,0.001,sd,False,,,0.2861228189703596,-0.517114144535616
B136,50,3,0.001,yS,False,,,0.40233807145417777,-1.1341292468255335
B136,50,3,0.01,mu,False,,,0.3563821783139892,0.3392607287492977
B136,50,3,0.01,sd,False,,,0.2861318402111469,-0.5128719066123202
B136,50,3,0.01,yS,False,,,0.40234738500718004,-1.1235914626859427
B136,50,3,0.1,mu,False,,,0.35647090868664866,0.3471918514407475
B136,50,3,0.1,sd,False,,,0.28622152221917563,-0.47322224841425786
B136,50,3,0.1,yS,False,,,0.40243986893697314,-1.0289760304828626
B136,50,3,1.0,mu,False,,,0.35729939667650046,0.3667478143870988
B136,50,3,1.0,sd,False,,,0.2870664471654524,-0.23983608670390022
B136,50,3,1.0,yS,False,,,0.4033009782171971,-0.5764008624220414
B136,50,3,10.0,mu,False,,,0.3608357422991413,0.19913715993242043
B136,50,3,10.0,sd,False,,,0.291290545886264,6.970653395499404e-05
B136,50,3,10.0,yS,False,,,0.406741365850411,-0.10394322339007256
B136,50,3,100.0,mu,False,,,0.2852903722316663,-0.05514031017284027
B136,50,3,100.0,sd,False,,,0.231107310726419,-0.0898194926370921
B136,50,3,100.0,yS,False,,,0.31970777949291207,-0.015335152659285978
B136,50,5,0.001,mu,False,,,0.3564720422428299,0.2604829831755131
B136,50,5,0.001,sd,False,,,0.3019116453171873,-0.9342843030729293
B136,50,5,0.001,yS,False,,,0.4103024351723388,-1.8686633247220565
B136,50,5,0.01,mu,False,,,0.35647834786843613,0.2623849519266769
B136,50,5,0.01,sd,False,,,0.30191746554601684,-0.9245341502689284
B136,50,5,0.01,yS,False,,,0.41030789400930434,-1.8376367389010508
B136,50,5,0.1,mu,False,,,0.3565410206603904,0.27947550344781646
B136,50,5,0.1,sd,False,,,0.3019753293993056,-0.8377735194043754
B136,50,5,0.1,yS,False,,,0.41036209155870296,-1.5792961623681174
B136,50,5,1.0,mu,False,,,0.35713010632243514,0.358317492755435
B136,50,5,1.0,sd,False,,,0.30252072515167316,-0.42654822616103005
B136,50,5,1.0,yS,False,,,0.4108656795076392,-0.6426692307313033
B136,50,5,10.0,mu,False,,,0.35986454760841313,0.2653607202851399
B136,50,5,10.0,sd,False,,,0.30517284969543723,-0.061448967654224695
B136,50,5,10.0,yS,False,,,0.41266692241857117,-0.06436858059487993
B136,50,5,100.0,mu,False,,,0.29821945153293183,0.01856662468889958
B136,50,5,100.0,sd,False,,,0.25163009463530817,-0.060918204600292514
B136,50,5,100.0,yS,False,,,0.3392106602448809,-0.04632105065891512
B136,50,10,0.001,mu,False,,,0.358080115373438,0.18397344425634188
B136,50,10,0.001,sd,False,,,0.2995883590322552,-1.2559458946440416
B136,50,10,0.001,yS,False,,,0.41010621405539005,-2.395985630712366
B136,50,10,0.01,mu,False,,,0.3580850085651751,0.18632010679596012
B136,50,10,0.01,sd,False,,,0.2995930721442496,-1.2391527094129264
B136,50,10,0.01,yS,False,,,0.41011063328530784,-2.346944971071929
B136,50,10,0.1,mu,False,,,0.3581336550249754,0.20745652500830603
B136,50,10,0.1,sd,False,,,0.2996399492529813,-1.0938399053104888
B136,50,10,0.1,yS,False,,,0.410154527362975,-1.9553208744638297
B136,50,10,1.0,mu,False,,,0.3585920350368528,0.31254534957768
B136,50,10,1.0,sd,False,,,0.3000837157807046,-0.4822729564157888
B136,50,10,1.0,yS,False,,,0.41056411371070145,-0.754479307092135
B136,50,10,10.0,mu,False,,,0.3607726165343663,0.2510082010631174
B136,50,10,10.0,sd,False,,,0.30237170747391007,-0.06964239066729694
B136,50,10,10.0,yS,False,,,0.41213815620781236,-0.10479089901752747
B136,50,10,100.0,mu,False,,,0.30702203092715985,-0.006517740979005371
B136,50,10,100.0,sd,False,,,0.2566114089691405,-0.10734314191038252
B136,50,10,100.0,yS,False,,,0.34825579833244846,-0.04467205723698431
B136,100,2,0.001,mu,False,0.3888987818996354,0.7777975637992708,0.8887390814022824,0.27742113642075794
B136,100,2,0.001,sd,False,0.40835497198718657,0.8167099439743731,0.9432314184523034,-0.051586303781446574
B136,100,2,0.001,yS,False,0.28538114158731337,0.5707622831746266,0.7653285064944872,0.006084343797552183
B136,100,2,0.01,mu,False,0.3909347804805395,0.7818695609610788,0.8887450283518684,0.2772568250734071
B136,100,2,0.01,sd,False,0.4384778934831409,0.8769557869662818,0.9432369870663835,-0.05140358931550115
B136,100,2,0.01,yS,False,0.2863800090512541,0.5727600181025082,0.7653456085114041,0.006179007143193527
B136,100,2,0.1,mu,False,0.4101173036467529,0.8202346072935058,0.8888016166366616,0.27561939961122395
B136,100,2,0.1,sd,False,0.8421917342435744,1.6843834684871488,0.9432890169145283,-0.049609076407270525
B136,100,2,0.1,yS,False,0.2970731003952335,0.5941462007904669,0.7655137147917138,0.007103288420221787
B136,100,2,1.0,mu,False,0.6180511762818941,1.2361023525637882,0.8890949192947203,0.2598224011781356
B136,100,2,1.0,sd,False,0.8241291340927146,1.6482582681854292,0.9434653560340638,-0.03447432398286199
B136,100,2,1.0,yS,False,0.4097061598086704,0.8194123196173408,0.7669172153662652,0.014476750836294183
B136,100,2,10.0,mu,False,0.39550259600509435,0.7910051920101887,0.874696639664026,0.14969441328220756
B136,100,2,10.0,sd,False,0.5268432009128726,1.0536864018257452,0.9242805945856223,0.011522449296011428
B136,100,2,10.0,yS,False,0.3818374146843351,0.7636748293686701,0.7625386323946088,0.028500598445820202
B136,100,2,100.0,mu,False,0.11038423213191528,0.2207684642638306,0.5878550273870875,-0.04487757162760775
B136,100,2,100.0,sd,False,0.10966876208080784,0.2193375241616157,0.5994932168591875,0.00017461185934564138
B136,100,2,100.0,yS,False,0.09204760356931148,0.18409520713862304,0.5231093662212145,0.006695909524795929
B136,100,3,0.001,mu,False,0.5010399248327653,0.7515598872491479,0.8947290688848246,0.47237332759231654
B136,100,3,0.001,sd,False,0.5186880972979935,0.7780321459469902,0.9447186583387749,-0.23184054634733076
B136,100,3,0.001,yS,False,0.39357144127779786,0.5903571619166967,0.7702256448434945,0.033275881484818415
B136,100,3,0.01,mu,False,0.5032461415705708,0.7548692123558561,0.8947312205686292,0.47215872848210283
B136,100,3,0.01,sd,False,0.5659362414471046,0.848904362170657,0.9447202407905438,-0.23147161654571713
B136,100,3,0.01,yS,False,0.39459512753860226,0.5918926913079033,0.7702362270577434,0.033457105453067015
B136,100,3,0.1,mu,False,0.6003845936386489,0.9005768904579733,0.894751270583256,0.470008078719364
B136,100,3,0.1,sd,False,1.276148781866537,1.9142231727998051,0.9447343338792769,-0.22785317283535034
B136,100,3,0.1,yS,False,0.40201035283537967,0.6030155292530694,0.7703406223725806,0.035212967293489994
B136,100,3,1.0,mu,False,1.021274313692691,1.5319114705390364,0.8948109256349914,0.4483544868161863
B136,100,3,1.0,sd,False,1.2835481304293674,1.925322195644051,0.9447095562134219,-0.1975812970581643
B136,100,3,1.0,yS,False,0.48952083630275034,0.7342812544541255,0.7712466552843511,0.048291767775779926
B136,100,3,10.0,mu,False,0.7222969394576049,1.0834454091864072,0.8854402342445038,0.28255705569708345
B136,100,3,10.0,sd,False,0.8080065507453937,1.2120098261180905,0.933019187100971,-0.10141388409937213
B136,100,3,10.0,yS,False,0.5888443341178148,0.8832665011767222,0.7700680869491466,0.061211926192391464
B136,100,3,100.0,mu,False,0.14719350578432472,0.2207902586764871,0.6551709805234076,-0.01920236736491243
B136,100,3,100.0,sd,False,0.15808362231847534,0.23712543347771295,0.6757274706080391,-0.1053365654398013
B136,100,3,100.0,yS,False,0.12046001984868891,0.18069002977303333,0.5834129980082314,0.010558040045467232
B136,100,5,0.001,mu,False,,,0.8970291416441554,0.5375956824817016
B136,100,5,0.001,sd,False,0.6793891261345271,0.849236407668159,0.9452596107435864,-0.35347402253723903
B136,100,5,0.001,yS,False,0.4541844493416602,0.5677305616770753,0.7743764162208324,0.11304119119995737
B136,100,5,0.01,mu,False,,,0.8970306388646241,0.537357779287948
B136,100,5,0.01,sd,False,0.7214488779989328,0.901811097498666,0.9452615610635663,-0.3526172083711645
B136,100,5,0.01,yS,False,0.45493995884061034,0.568674948550763,0.7743822759804571,0.11335960428615977
B136,100,5,0.1,mu,False,,,0.897044688763567,0.534969335785558
B136,100,5,0.1,sd,False,1.3681990463769615,1.7102488079712022,0.9452799368480135,-0.3442801326016023
B136,100,5,0.1,yS,False,0.46254676384138377,0.5781834548017296,0.774440028730205,0.11637232464454905
B136,100,5,1.0,mu,False,,,0.8970958053010142,0.5108590209129051
B136,100,5,1.0,sd,False,1.3940955539099678,1.7426194423874597,0.9453547818701824,-0.2788290395061155
B136,100,5,1.0,yS,False,0.7150953572817043,0.8938691966021303,0.7749353251884792,0.13419993137609054
B136,100,5,10.0,mu,False,0.7353433443148177,0.9191791803935221,0.8908162252529148,0.3389912051785049
B136,100,5,10.0,sd,False,0.9088791476301349,1.1360989345376686,0.9380305338471029,-0.10240946605394008
B136,100,5,10.0,yS,False,0.6463385538110902,0.8079231922638628,0.7734349283712401,0.09975804474203187
B136,100,5,100.0,mu,False,0.178388031517853,0.22298503939731626,0.6988830398241893,0.05068169498200725
B136,100,5,100.0,sd,False,0.1924290039120178,0.24053625489002226,0.7244271059921823,-0.06522823538120748
B136,100,5,100.0,yS,False,0.14921992777655152,0.1865249097206894,0.6179843052848195,-0.019745827997847076
B136,100,10,0.001,mu,False,,,0.8991382197141049,0.5224272002178834
B136,100,10,0.001,sd,False,0.7453736045016733,0.8281928938907481,0.9468887865873408,-0.47428857679814707
B136,100,10,0.001,yS,False,0.47023804923890633,0.5224867213765625,0.779134767351718,0.05554742668589352
B136,100,10,0.01,mu,False,,,0.8991392692986238,0.5221869109921856
B136,100,10,0.01,sd,False,0.7616660894555484,0.8462956549506092,0.9468897016069979,-0.472894748405718
B136,100,10,0.01,yS,False,0.4709511978097508,0.5232791086775009,0.7791385100648003,0.05611502087148945
B136,100,10,0.1,mu,False,,,0.8991490655785156,0.5197549904912773
B136,100,10,0.1,sd,False,1.482475445385835,1.6471949393175944,0.9468980142130248,-0.4594354912948069
B136,100,10,0.1,yS,False,0.4781712886198442,0.5313014317998268,0.779175319140489,0.0614611386221976
B136,100,10,1.0,mu,False,1.2346057189017714,1.3717841321130795,0.8991789524498487,0.4941854868098934
B136,100,10,1.0,sd,False,1.469704058580044,1.6330045095333823,0.9468998735357279,-0.35977169120133023
B136,100,10,1.0,yS,False,0.744794406098142,0.8275493401090466,0.779483034712534,0.09268318442597934
B136,100,10,10.0,mu,False,1.0202654838744851,1.1336283154160944,0.8941338282334881,0.3144816958621126
B136,100,10,10.0,sd,False,1.0011468926109461,1.1123854362343846,0.940686806496708,-0.1367705031485944
B136,100,10,10.0,yS,False,0.7422529069662219,0.824725452184691,0.7776793517452416,0.0731268187472549
B136,100,10,100.0,mu,False,0.19857700708542322,0.2206411189838036,0.7245464092869222,0.022956077829913157
B136,100,10,100.0,sd,False,0.21918860112445415,0.2435428901382824,0.7513124419007116,-0.11369404728900534
B136,100,10,100.0,yS,False,0.17258922658224585,0.19176580731360646,0.6382993248344015,-0.020970930316337455
B136,135,2,0.001,mu,True,0.8657765753321272,1.7315531506642545,0.9994807122837429,0.2466164128260202
B136,135,2,0.001,sd,True,0.8670986899181351,1.7341973798362704,0.9619969509598818,-0.0956044766155657
B136,135,2,0.001,yS,True,0.9238996440145955,1.847799288029191,0.9801749001706108,0.012962215866761717
B136,135,2,0.01,mu,True,0.8656448296785334,1.7312896593570666,0.999481111738585,0.2465229664162949
B136,135,2,0.01,sd,True,0.8674318677136067,1.7348637354272134,0.9620020169019162,-0.095477960766984
B136,135,2,0.01,yS,True,0.9238494519850999,1.8476989039701999,0.9801795152211731,0.013022858859352837
B136,135,2,0.1,mu,True,0.8641980746036976,1.7283961492073951,0.9994815415835504,0.24558824581161454
B136,135,2,0.1,sd,True,0.8697826796853685,1.739565359370737,0.9620490585915513,-0.09422685628448457
B136,135,2,0.1,yS,True,0.9232610101784765,1.846522020356953,0.980222337017212,0.013619561132529712
B136,135,2,1.0,mu,True,0.8442514874336875,1.688502974867375,0.9991489318447522,0.2362561455157246
B136,135,2,1.0,sd,True,0.8663078159155219,1.7326156318310437,0.9621763478730665,-0.08299216208597082
B136,135,2,1.0,yS,True,0.9129505200968746,1.8259010401937492,0.9803348218226969,0.01872370866251427
B136,135,2,10.0,mu,True,0.6190513587236869,1.2381027174473738,0.9751088038894935,0.15767317701753014
B136,135,2,10.0,sd,True,0.644264930254367,1.288529860508734,0.9417880212475265,-0.032997216574825794
B136,135,2,10.0,yS,True,0.6913655105431705,1.382731021086341,0.961449887938279,0.03311519500887172
B136,135,2,100.0,mu,True,0.17267168439444447,0.3453433687888889,0.6341465764580201,-0.0317002790850085
B136,135,2,100.0,sd,True,0.15413024206376577,0.3082604841275315,0.6079715464038049,-0.01023267251027371
B136,135,2,100.0,yS,True,0.18020970814847842,0.3604194162969568,0.6391239499360095,0.010949236932231488
B136,135,3,0.001,mu,True,1.3727100238392913,2.0590650357589366,0.9995280391871374,0.39591878671810177
B136,135,3,0.001,sd,True,0.5714151052271862,0.8571226578407792,0.9657075927887379,-0.23486915513116124
B136,135,3,0.001,yS,True,0.5831593578939336,0.8747390368409003,0.9819597406965255,0.034724670108809974
B136,135,3,0.01,mu,True,1.372763210722969,2.0591448160844537,0.9995280445629731,0.39576370655055193
B136,135,3,0.01,sd,True,0.6288185803379024,0.9432278705068536,0.9657087862288988,-0.23464926841266243
B136,135,3,0.01,yS,True,1.4504655254455534,2.1756982881683298,0.9819603589987432,0.03475347622789804
B136,135,3,0.1,mu,True,1.373152378662212,2.059728567993318,0.9995264569522619,0.39421615740186555
B136,135,3,0.1,sd,True,1.2635291413055592,1.8952937119583386,0.9657191312080098,-0.23247710827322066
B136,135,3,0.1,yS,True,1.447706854644515,2.1715602819667725,0.9819651110910995,0.035034154162818854
B136,135,3,1.0,mu,True,1.3685318332292755,2.052797749843913,0.999352103561069,0.3790862923462919
B136,135,3,1.0,sd,True,1.2426650163719613,1.8639975245579414,0.9656687640035703,-0.2131621990448649
B136,135,3,1.0,yS,True,1.4135121159534807,2.1202681739302207,0.981874168526966,0.03720768289428278
B136,135,3,10.0,mu,True,0.9289075060415909,1.3933612590623863,0.9861037405539222,0.2623653413441478
B136,135,3,10.0,sd,True,0.7841732990686907,1.1762599486030358,0.9537892758542987,-0.13299593960720535
B136,135,3,10.0,yS,True,0.9824215432812164,1.4736323149218244,0.9707147214301304,0.03686350124153992
B136,135,3,100.0,mu,True,0.22991012653594795,0.3448651898039219,0.7139071517295281,-0.007513334684714268
B136,135,3,100.0,sd,True,0.21214063519798715,0.3182109527969807,0.6857523708217337,-0.1136769787292069
B136,135,3,100.0,yS,True,0.24855120654657098,0.37282680981985644,0.7168144271236014,0.0055111586541206625
B136,135,5,0.001,mu,True,1.4245391809880563,1.7806739762350703,0.9995471454390561,0.41346686741542515
B136,135,5,0.001,sd,True,1.623671359516898,2.0295891993961224,0.9657661988718271,-0.2758110677829624
B136,135,5,0.001,yS,True,1.5262979885902033,1.9078724857377538,0.9827282982286992,0.08073589382703117
B136,135,5,0.01,mu,True,1.4245471525240174,1.7806839406550217,0.9995471977797432,0.4133433010532809
B136,135,5,0.01,sd,True,1.6234119035236083,2.0292648794045105,0.9657673309699699,-0.2755186911776719
B136,135,5,0.01,yS,True,1.5263139609677268,1.9078924512096584,0.9827290071253872,0.08073444592001633
B136,135,5,0.1,mu,True,1.4244901263219103,1.7806126579023878,0.999546713372551,0.4121091900818
B136,135,5,0.1,sd,True,1.620669234460821,2.025836543076026,0.9657776715443738,-0.2726326513874602
B136,135,5,0.1,yS,True,1.526314983773636,1.907893729717045,0.982735165686465,0.08071156717591199
