corpus,panel,cost,arm,conv_used,pick,share,n,g,screen_elig,n_books,reachable_OOS4b,changed,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS4b_fail_PUB,OOS4b_fail_AS165,OOS4b_fail_PUB5,clears_PUB,clears_AS165,v1_OOS_Sharpe,v1_OOS_CAGR,v1_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
C159,small,25.0,W_4bIS[CFIS][PUB],STATIC,RND,0.05,7,0.75,0,98,0,False,0.019430980852180868,0.196542402562728,-0.42884591383649284,H1|H2|DD|CAGR,H1|H2|DD|CAGR,H1|H2|OOS|DD|CAGR,False,False,0.250067051410945,0.026724735037732872,-0.43035606447187935,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,small,25.0,ORACLE_OOS,STATIC,R6,0.075,11,0.75,0,98,0,True,0.09579809661487726,0.5518458683509668,-0.3185212055698716,H1|H2|DD|CAGR,H1|H2|DD,H1|H2|OOS|DD|CAGR,False,False,0.250067051410945,0.026724735037732872,-0.43035606447187935,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,broad,10.0,W_STATIC,STATIC,R6,0.15,14,0.75,0,98,37,False,0.13244829804930025,0.8704740668013373,-0.21051221603418213,H1|DD,H1,H1|OOS|DD,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,10.0,W_4bIS[STATIC][AS165],STATIC,R6,0.15,14,0.75,35,98,37,False,0.13244829804930025,0.8704740668013373,-0.21051221603418213,H1|DD,H1,H1|OOS|DD,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,10.0,W_4bIS[STATIC][PUB],STATIC,R6,0.27,25,0.75,27,98,37,True,0.13479928544170727,0.987891480604342,-0.19759896288293788,(none),(none),(none),True,True,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,10.0,W_4bIS[CFIS][AS165],CFIS,R6,0.15,14,0.75,35,98,37,False,0.13244829804930025,0.8704740668013373,-0.21051221603418213,H1|DD,H1,H1|OOS|DD,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,10.0,W_4bIS[CFIS][PUB],CFIS,R6,0.27,25,0.75,28,98,37,True,0.13479928544170727,0.987891480604342,-0.19759896288293788,(none),(none),(none),True,True,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,10.0,ORACLE_OOS,STATIC,POS,0.75,69,0.75,0,98,37,True,0.12234777947212261,1.070799812045169,-0.18666503393083844,(none),(none),(none),True,True,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,25.0,W_STATIC,STATIC,R6,0.15,14,0.75,0,98,0,False,0.10516692231514213,0.7152246226217537,-0.2119407242793646,H1|H2|DD|CAGR,H1|H2,H1|H2|OOS|DD|CAGR,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,25.0,W_4bIS[STATIC][AS165],STATIC,R6,0.15,14,0.75,0,98,0,False,0.10516692231514213,0.7152246226217537,-0.2119407242793646,H1|H2|DD|CAGR,H1|H2,H1|H2|OOS|DD|CAGR,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,25.0,W_4bIS[STATIC][PUB],STATIC,R6,0.15,14,0.75,0,98,0,False,0.10516692231514213,0.7152246226217537,-0.2119407242793646,H1|H2|DD|CAGR,H1|H2,H1|H2|OOS|DD|CAGR,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,25.0,W_4bIS[CFIS][AS165],STATIC,R6,0.15,14,0.75,0,98,0,False,0.10516692231514213,0.7152246226217537,-0.2119407242793646,H1|H2|DD|CAGR,H1|H2,H1|H2|OOS|DD|CAGR,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,25.0,W_4bIS[CFIS][PUB],STATIC,R6,0.15,14,0.75,0,98,0,False,0.10516692231514213,0.7152246226217537,-0.2119407242793646,H1|H2|DD|CAGR,H1|H2,H1|H2|OOS|DD|CAGR,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,broad,25.0,ORACLE_OOS,STATIC,POS,0.75,69,0.75,0,98,0,True,0.1066473732508777,0.9462983702235195,-0.19178241785618388,CAGR,(none),CAGR,False,True,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,10.0,W_STATIC,STATIC,0.25,0.1,9,0.75,0,88,19,False,0.15660525209439702,0.8598006010303624,-0.231502626718312,H1|DD,H1,H1|OOS|DD,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,10.0,W_4bIS[STATIC][AS165],STATIC,0.1,0.2,18,0.75,23,88,19,True,0.1429692884156284,0.9490796579017853,-0.21930660274114377,H1|DD,H1,H1|DD,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,10.0,W_4bIS[STATIC][PUB],STATIC,-0.5,0.27,25,0.75,12,88,19,True,0.08410831329062529,0.7986385860118955,-0.18791118347832902,H1|H2|CAGR,H1|H2|CAGR,H1|H2|OOS|CAGR,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,10.0,W_4bIS[CFIS][AS165],CFIS,0.1,0.2,18,0.75,23,88,19,True,0.1429692884156284,0.9490796579017853,-0.21930660274114377,H1|DD,H1,H1|DD,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,10.0,W_4bIS[CFIS][PUB],CFIS,-0.5,0.27,25,0.8,14,88,19,True,0.08951273037140761,0.7984837716942489,-0.19951810550965687,H1|H2|CAGR,H1|H2|CAGR,H1|H2|OOS|CAGR,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,10.0,ORACLE_OOS,STATIC,1.0,0.05,5,0.75,0,88,19,True,0.25231459676944046,1.1019605430621287,-0.24194827541102826,DD,DD,DD,False,False,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,25.0,W_STATIC,STATIC,0.25,0.1,9,0.75,0,88,0,False,0.1230347117380548,0.7050046085238197,-0.23212232527070165,H1|H2|DD,H1|H2,H1|H2|OOS|DD,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,25.0,W_4bIS[STATIC][AS165],STATIC,0.25,0.1,9,0.75,0,88,0,False,0.1230347117380548,0.7050046085238197,-0.23212232527070165,H1|H2|DD,H1|H2,H1|H2|OOS|DD,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,25.0,W_4bIS[STATIC][PUB],STATIC,0.25,0.1,9,0.75,0,88,0,False,0.1230347117380548,0.7050046085238197,-0.23212232527070165,H1|H2|DD,H1|H2,H1|H2|OOS|DD,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,25.0,W_4bIS[CFIS][AS165],STATIC,0.25,0.1,9,0.75,0,88,0,False,0.1230347117380548,0.7050046085238197,-0.23212232527070165,H1|H2|DD,H1|H2,H1|H2|OOS|DD,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,25.0,W_4bIS[CFIS][PUB],STATIC,0.25,0.1,9,0.75,0,88,0,False,0.1230347117380548,0.7050046085238197,-0.23212232527070165,H1|H2|DD,H1|H2,H1|H2|OOS|DD,False,False,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C168,broad,25.0,ORACLE_OOS,STATIC,0.5,0.75,69,0.75,0,88,0,True,0.1066473732508777,0.9462983702235195,-0.19178241785618388,CAGR,(none),CAGR,False,True,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
C159,u56,10.0,W_STATIC,STATIC,R6,0.1,4,0.75,0,98,55,False,0.19456982136218604,0.9693042815881965,-0.22447420667903906,H1|DD,H1,H1|DD,False,False,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,10.0,W_4bIS[STATIC][AS165],STATIC,R6,0.15,6,0.75,3,98,55,True,0.19687743371948851,1.0822591208710042,-0.18930249532477283,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,10.0,W_4bIS[STATIC][PUB],STATIC,MOM,0.53,20,0.75,1,98,55,True,0.1317733688772187,1.0355055636753687,-0.1888302345245576,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,10.0,W_4bIS[CFIS][AS165],CFIS,R6,0.15,6,0.75,3,98,55,True,0.19687743371948851,1.0822591208710042,-0.18930249532477283,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,10.0,W_4bIS[CFIS][PUB],CFIS,MOM,0.53,20,0.75,1,98,55,True,0.1317733688772187,1.0355055636753687,-0.1888302345245576,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,10.0,ORACLE_OOS,STATIC,POS,0.45,17,0.75,0,98,55,True,0.17121689253709294,1.217901688602241,-0.18648134051255816,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,25.0,W_STATIC,STATIC,R6,0.1,4,0.75,0,98,30,False,0.16116604699751913,0.8310185837327501,-0.2307733992234331,H1|DD,H1,H1|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,25.0,W_4bIS[STATIC][AS165],STATIC,R6,0.1,4,0.75,0,98,30,False,0.16116604699751913,0.8310185837327501,-0.2307733992234331,H1|DD,H1,H1|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,25.0,W_4bIS[STATIC][PUB],STATIC,R6,0.1,4,0.75,0,98,30,False,0.16116604699751913,0.8310185837327501,-0.2307733992234331,H1|DD,H1,H1|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,25.0,W_4bIS[CFIS][AS165],STATIC,R6,0.1,4,0.75,0,98,30,False,0.16116604699751913,0.8310185837327501,-0.2307733992234331,H1|DD,H1,H1|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,25.0,W_4bIS[CFIS][PUB],STATIC,R6,0.1,4,0.75,0,98,30,False,0.16116604699751913,0.8310185837327501,-0.2307733992234331,H1|DD,H1,H1|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C159,u56,25.0,ORACLE_OOS,STATIC,POS,0.45,17,0.75,0,98,30,True,0.15093923902238915,1.090651237525712,-0.18761240318524353,(none),(none),(none),True,True,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C165,u56,10.0,W_STATIC,STATIC,R6,0.1,4,0.75,0,63,33,False,0.19456982136218604,0.9693042815881965,-0.22447420667903906,H1|DD,H1,H1|DD,False,False,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C165,u56,10.0,W_4bIS[STATIC][AS165],STATIC,R6,0.15,6,0.75,2,63,33,True,0.19687743371948851,1.0822591208710042,-0.18930249532477283,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C165,u56,10.0,W_4bIS[STATIC][PUB],STATIC,MOM,0.53,20,0.75,1,63,33,True,0.1317733688772187,1.0355055636753687,-0.1888302345245576,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C165,u56,10.0,W_4bIS[CFIS][AS165],CFIS,R6,0.15,6,0.75,2,63,33,True,0.19687743371948851,1.0822591208710042,-0.18930249532477283,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C165,u56,10.0,W_4bIS[CFIS][PUB],CFIS,MOM,0.53,20,0.75,1,63,33,True,0.1317733688772187,1.0355055636753687,-0.1888302345245576,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C165,u56,10.0,ORACLE_OOS,STATIC,R3,0.27,10,0.75,0,63,33,True,0.18177749861687675,1.2039903735556254,-0.18233546913285548,(none),(none),(none),True,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,10.0,W_STATIC,STATIC,0.0,0.1,4,0.75,0,88,33,False,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,DD,DD,False,False,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,10.0,W_4bIS[STATIC][AS165],STATIC,0.0,0.1,4,0.75,0,88,33,False,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,DD,DD,False,False,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,10.0,W_4bIS[STATIC][PUB],STATIC,0.0,0.1,4,0.75,0,88,33,False,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,DD,DD,False,False,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,10.0,W_4bIS[CFIS][AS165],STATIC,0.0,0.1,4,0.75,0,88,33,False,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,DD,DD,False,False,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,10.0,W_4bIS[CFIS][PUB],STATIC,0.0,0.1,4,0.75,0,88,33,False,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,DD,DD,False,False,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,10.0,ORACLE_OOS,STATIC,1.0,0.35,13,0.75,0,88,33,True,0.1940375676221695,1.2345270683814793,-0.20251194508695147,DD,(none),DD,False,True,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,25.0,W_STATIC,STATIC,0.0,0.1,4,0.75,0,88,22,False,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,H2|DD,H2|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,25.0,W_4bIS[STATIC][AS165],STATIC,0.0,0.1,4,0.75,0,88,22,False,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,H2|DD,H2|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,25.0,W_4bIS[STATIC][PUB],STATIC,0.0,0.1,4,0.75,0,88,22,False,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,H2|DD,H2|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,25.0,W_4bIS[CFIS][AS165],STATIC,0.0,0.1,4,0.75,0,88,22,False,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,H2|DD,H2|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,25.0,W_4bIS[CFIS][PUB],STATIC,0.0,0.1,4,0.75,0,88,22,False,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,H2|DD,H2|OOS|DD,False,False,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
C168,u56,25.0,ORACLE_OOS,STATIC,1.0,0.35,13,0.75,0,88,22,True,0.16953857199394062,1.0990795458896971,-0.2037828352539841,DD,(none),DD,False,True,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
