kind,panel,gross,cadence,n,L_H1,L_H2,L_OOS,L_DD,L_CAGR,pass4b,turn_yr,drag_bp,MaxDD,CAGR
BOOK,B136,0.5,M,132,0.0,0.36363636363636365,0.18181818181818182,0.0,0.9318181818181818,0.06818181818181818,3.544094745442134,35.44094745442135,-0.16264164157448135,0.09170116833934265
BOOK,B136,0.5,Q,384,0.0,0.4166666666666667,0.22135416666666666,0.0026041666666666665,0.6979166666666666,0.2552083333333333,1.9524053247650548,19.52405324765055,-0.17318103771558965,0.09594411892112016
BOOK,B136,0.75,D,12,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.0,27.309393734439936,273.0939373443993,-0.2077567979471949,0.10225396037241292
BOOK,B136,0.75,W,36,0.0,0.5,0.2222222222222222,0.7222222222222222,0.16666666666666666,0.027777777777777776,11.321643854533693,113.21643854533693,-0.20056704499450323,0.12614787215736512
BOOK,B136,0.75,M,132,0.0,0.3712121212121212,0.17424242424242425,0.8560606060606061,0.16666666666666666,0.0,5.292796142673019,52.92796142673018,-0.2394157596797582,0.13789059219901964
BOOK,B136,0.75,Q,384,0.0,0.3958333333333333,0.22135416666666666,0.9557291666666666,0.16666666666666666,0.0,2.899828441566358,28.99828441566358,-0.2545132220866325,0.14449390821567284
BOOK,B136,1.0,D,12,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,36.38581017028479,363.858101702848,-0.2686622358429827,0.13431598164581468
BOOK,B136,1.0,W,36,0.0,0.4722222222222222,0.19444444444444445,0.8333333333333334,0.027777777777777776,0.1388888888888889,15.079319734981462,150.7931973498147,-0.26134564470768384,0.1675136723753488
BOOK,B136,1.0,M,132,0.0,0.3560606060606061,0.18181818181818182,0.946969696969697,0.022727272727272728,0.05303030303030303,7.04117064310382,70.41170643103818,-0.31336457142332497,0.18405672260342118
BOOK,B136,1.0,Q,384,0.0,0.3802083333333333,0.2109375,0.9817708333333334,0.018229166666666668,0.018229166666666668,3.836121910976582,38.361219109765834,-0.3327059690830469,0.19331966979480772
NULL,U56,0.5,D,20,1.0,1.0,1.0,1.0,1.0,0.0,159.3682490481485,1593.6824904814846,-0.7376029948890008,-0.0695760167187498
NULL,U56,0.5,W,20,1.0,1.0,1.0,0.0,1.0,0.0,33.224587064407864,332.2458706440787,-0.16410173540912515,0.05266892085937005
NULL,U56,0.5,M,20,0.25,0.1,0.05,0.0,1.0,0.0,7.684748318162837,76.84748318162836,-0.15793100143860433,0.08027123009290622
NULL,U56,0.5,Q,20,0.0,0.05,0.0,0.0,1.0,0.0,2.610327397188612,26.103273971886125,-0.1527866178110236,0.08766631844680892
NULL,U56,0.75,D,20,1.0,1.0,1.0,1.0,1.0,0.0,239.00416213204772,2390.041621320477,-0.8702171374846086,-0.1046972781509425
NULL,U56,0.75,W,20,1.0,1.0,1.0,1.0,1.0,0.0,49.80375773777136,498.0375773777135,-0.2385137498475131,0.07759927587945478
NULL,U56,0.75,M,20,0.15,0.1,0.05,0.95,0.1,0.0,11.500987573579753,115.00987573579755,-0.23102915713158456,0.12052378371378931
NULL,U56,0.75,Q,20,0.0,0.05,0.0,0.85,0.0,0.15,3.8906698008168528,38.906698008168526,-0.22471870765619215,0.1314954919919377
NULL,U56,1.0,D,20,1.0,1.0,1.0,1.0,1.0,0.0,318.641197251632,3186.4119725163196,-0.9373336882996863,-0.13991716530846615
NULL,U56,1.0,W,20,1.0,1.0,1.0,1.0,0.65,0.0,66.37733612581715,663.7733612581715,-0.3081195716410876,0.10143921678001604
NULL,U56,1.0,M,20,0.1,0.1,0.05,1.0,0.0,0.0,15.309026647936644,153.09026647936642,-0.3004388282411994,0.16072417040608622
NULL,U56,1.0,Q,20,0.0,0.05,0.0,1.0,0.0,0.0,5.161656703784406,51.61656703784405,-0.2939382894360958,0.1751881383649196
NULL,B136,0.5,D,20,1.0,1.0,1.0,1.0,1.0,0.0,213.88090337287426,2138.8090337287426,-0.8898617271661804,-0.11656361424953161
NULL,B136,0.5,W,20,1.0,1.0,1.0,0.0,1.0,0.0,44.436488754237345,444.3648875423734,-0.1819766551955358,0.04397812904102773
NULL,B136,0.5,M,20,0.05,0.6,0.5,0.0,1.0,0.0,10.247607328247478,102.47607328247474,-0.17079413105643426,0.07899022503010537
NULL,B136,0.5,Q,20,0.0,0.1,0.1,0.0,0.95,0.05,3.4377774967922585,34.37777496792258,-0.1589937252101455,0.08927438018219896
NULL,B136,0.75,D,20,1.0,1.0,1.0,1.0,1.0,0.0,320.7795282017823,3207.795282017823,-0.9650240084478151,-0.1720022160646825
NULL,B136,0.75,W,20,1.0,1.0,1.0,1.0,1.0,0.0,66.62077432913861,666.207743291386,-0.26392088393212954,0.06390708372504948
NULL,B136,0.75,M,20,0.05,0.6,0.5,1.0,0.05,0.0,15.341027538635368,153.41027538635367,-0.24968527127221093,0.11837981682416035
NULL,B136,0.75,Q,20,0.0,0.1,0.1,1.0,0.0,0.0,5.126620156586775,51.26620156586773,-0.23579880509747825,0.13388905859673284
NULL,B136,1.0,D,20,1.0,1.0,1.0,1.0,1.0,0.0,427.66874328182655,4276.687432818266,-0.9892238741924901,-0.22545290888360273
NULL,B136,1.0,W,20,1.0,1.0,1.0,1.0,1.0,0.0,88.79214250510583,887.9214250510583,-0.34026603598720645,0.08231561170837401
NULL,B136,1.0,M,20,0.05,0.6,0.5,1.0,0.0,0.0,20.41984086875162,204.19840868751615,-0.32446588254453035,0.15756451651682352
NULL,B136,1.0,Q,20,0.0,0.1,0.1,1.0,0.0,0.0,6.800469103993255,68.00469103993257,-0.3108985584911087,0.17834815282933997
