n,scope,y,N,p,lam,folds,scheme,R2_sd,t_sd,R2_F,R2_sd_on_F,pR2_sd_given_F,t_sd_given_F,kill_F
5,pooled,CAND Sharpe,150,138,512.0,50,OOF50,0.22174751230099066,6.493815973033624,0.06743402577438773,0.07340138101797733,0.21681621146479624,6.37929518601627,0.9777616407732193
5,pooled,EWall Sharpe,150,138,0.0,1,IS,0.3436627428902188,8.8030578289369,0.9759306409306983,0.9902514546258538,0.0013139798466994662,0.43978309792492554,0.00382345736884027
5,pooled,EWall Sharpe,150,138,0.0,2,OOF2,0.3436627428902188,8.8030578289369,-112.60872297822564,-86.70761771849901,0.3458931778972908,8.81668503104044,1.0064901856637525
5,pooled,EWall Sharpe,150,138,0.0,5,OOF5,0.3436627428902188,8.8030578289369,-83.47892701459041,-162.40422378052475,0.342822002461284,8.756922450092306,0.9975535886670049
5,pooled,EWall Sharpe,150,138,0.0,10,OOF10,0.3436627428902188,8.8030578289369,-534.2928400284245,-366.4806722071662,0.338553987396424,8.674120131637084,0.985134392367267
5,pooled,EWall Sharpe,150,138,0.0,25,OOF25,0.3436627428902188,8.8030578289369,-10.673286427693192,-1.8499438918700148,0.3125845235362846,8.175846902234396,0.909567679369125
5,pooled,EWall Sharpe,150,138,0.0,50,OOF50,0.3436627428902188,8.8030578289369,-5.9954107847101685,-1.4934244584279681,0.30276640962182366,7.989569185300786,0.8809986415040072
5,pooled,EWall Sharpe,150,138,0.5,1,IS,0.3436627428902188,8.8030578289369,0.9689788838537737,0.9732788349583539,0.007366902218710132,1.0444959109765188,0.02143642967158488
5,pooled,EWall Sharpe,150,138,0.5,2,OOF2,0.3436627428902188,8.8030578289369,0.30289128965177237,0.24634016246547963,0.20400646876209888,6.137985631319113,0.5936240485261669
5,pooled,EWall Sharpe,150,138,0.5,5,OOF5,0.3436627428902188,8.8030578289369,-0.028850454798063918,-0.02481618319109935,0.26252747448563807,7.233910396615833,0.763910199510632
5,pooled,EWall Sharpe,150,138,0.5,10,OOF10,0.3436627428902188,8.8030578289369,-0.11269747666893926,-0.11766868860195423,0.2469401608097959,6.942882047163726,0.7185537737754703
5,pooled,EWall Sharpe,150,138,0.5,25,OOF25,0.3436627428902188,8.8030578289369,0.03609730179724213,0.051454544100413835,0.24577139611812523,6.921063537282265,0.7151528677539408
5,pooled,EWall Sharpe,150,138,0.5,50,OOF50,0.3436627428902188,8.8030578289369,-0.034818060091030834,0.02021356555599163,0.2380141872354611,6.776206729132282,0.692580712223127
5,pooled,EWall Sharpe,150,138,2.0,1,IS,0.3436627428902188,8.8030578289369,0.9517919103497183,0.9451646977809887,0.01854724563599251,1.6667239656828343,0.05396932318007287
5,pooled,EWall Sharpe,150,138,2.0,2,OOF2,0.3436627428902188,8.8030578289369,0.3731311540675044,0.35242909667369093,0.20448205923167914,6.146972683718933,0.595007935722028
5,pooled,EWall Sharpe,150,138,2.0,5,OOF5,0.3436627428902188,8.8030578289369,0.36465454632397887,0.29223812491046053,0.23354332240821882,6.692657315263947,0.6795712576932523
5,pooled,EWall Sharpe,150,138,2.0,10,OOF10,0.3436627428902188,8.8030578289369,0.3588739553295446,0.2680469824910444,0.21802903022952264,6.402071405093765,0.6344273120673161
5,pooled,EWall Sharpe,150,138,2.0,25,OOF25,0.3436627428902188,8.8030578289369,0.4465208539332417,0.32498187609261675,0.21237058011664048,6.295712382386809,0.617962186795678
5,pooled,EWall Sharpe,150,138,2.0,50,OOF50,0.3436627428902188,8.8030578289369,0.41904012623906894,0.3125872546518291,0.20721224030263966,6.1985185090039,0.6029522972434416
5,pooled,EWall Sharpe,150,138,8.0,1,IS,0.3436627428902188,8.8030578289369,0.8972444053239571,0.8729878090578355,0.03548880396554863,2.325684038630737,0.10326637000882385
5,pooled,EWall Sharpe,150,138,8.0,2,OOF2,0.3436627428902188,8.8030578289369,0.4169113258778838,0.3857952582914158,0.21445697780812684,6.334958446256821,0.6240332484241213
5,pooled,EWall Sharpe,150,138,8.0,5,OOF5,0.3436627428902188,8.8030578289369,0.5060728372402858,0.4355308545394748,0.2114641324573529,6.27865035243792,0.6153245786230135
5,pooled,EWall Sharpe,150,138,8.0,10,OOF10,0.3436627428902188,8.8030578289369,0.5192160513008975,0.4311311136781627,0.1963756598878176,5.993437143623002,0.571419695473212
5,pooled,EWall Sharpe,150,138,8.0,25,OOF25,0.3436627428902188,8.8030578289369,0.5612578282778163,0.4500978591316809,0.18994033586752498,5.870955173129472,0.5526939995593307
5,pooled,EWall Sharpe,150,138,8.0,50,OOF50,0.3436627428902188,8.8030578289369,0.5500730474946545,0.4481031176042505,0.18614701414813456,5.798474131437473,0.5416560799772183
5,pooled,EWall Sharpe,150,138,32.0,1,IS,0.3436627428902188,8.8030578289369,0.748110430653212,0.7096991521311884,0.06975775476359411,3.3201437323392016,0.2029831752401448
5,pooled,EWall Sharpe,150,138,32.0,2,OOF2,0.3436627428902188,8.8030578289369,0.32844325039577105,0.24257715304560612,0.25220512222823255,7.0411626363867,0.7338739140215677
5,pooled,EWall Sharpe,150,138,32.0,5,OOF5,0.3436627428902188,8.8030578289369,0.42598258848445736,0.3663709442456332,0.22375790016008815,6.509524406510438,0.6510973470044333
5,pooled,EWall Sharpe,150,138,32.0,10,OOF10,0.3436627428902188,8.8030578289369,0.4548548396230673,0.3794160158807597,0.20570006327557644,6.169978007805073,0.5985521198650452
5,pooled,EWall Sharpe,150,138,32.0,25,OOF25,0.3436627428902188,8.8030578289369,0.48644002417509313,0.40378979482334254,0.19316825707793597,5.93246329582866,0.5620867000402268
5,pooled,EWall Sharpe,150,138,32.0,50,OOF50,0.3436627428902188,8.8030578289369,0.4807101567023543,0.40630588261806333,0.19014464749719742,5.874852825129979,0.5532885115740873
5,pooled,EWall Sharpe,150,138,128.0,1,IS,0.3436627428902188,8.8030578289369,0.47488491484996065,0.42011921582149436,0.1629949578821718,5.350344116502273,0.47428754281414687
5,pooled,EWall Sharpe,150,138,128.0,2,OOF2,0.3436627428902188,8.8030578289369,0.1740981138384734,0.04383462279366368,0.30637176108796743,8.057858765166122,0.8914895996911606
5,pooled,EWall Sharpe,150,138,128.0,5,OOF5,0.3436627428902188,8.8030578289369,0.24363571732569123,0.18215846682744374,0.2797692659259121,7.556537537940106,0.8140808735129106
5,pooled,EWall Sharpe,150,138,128.0,10,OOF10,0.3436627428902188,8.8030578289369,0.27450797671532534,0.19004763556842008,0.2651745531932087,7.283372072760404,0.771612747320466
5,pooled,EWall Sharpe,150,138,128.0,25,OOF25,0.3436627428902188,8.8030578289369,0.294449767329809,0.21603988766016635,0.2536673951981447,7.068459672692651,0.7381288791004539
5,pooled,EWall Sharpe,150,138,128.0,50,OOF50,0.3436627428902188,8.8030578289369,0.29129912097446975,0.21971347517026962,0.25111819133570246,7.020872951261857,0.7307111304058956
5,pooled,EWall Sharpe,150,138,512.0,1,IS,0.3436627428902188,8.8030578289369,0.240000631980396,0.17634880011499032,0.2724929152850845,7.4202350314567695,0.7929079334972627
5,pooled,EWall Sharpe,150,138,512.0,2,OOF2,0.3436627428902188,8.8030578289369,0.07983746577812045,-0.06765051031271097,0.33019591973719714,8.512764598954044,0.9608138402208948
5,pooled,EWall Sharpe,150,138,512.0,5,OOF5,0.3436627428902188,8.8030578289369,0.11733170034213614,0.056418393681112455,0.31745509993654253,8.268642371723905,0.9237402264404083
5,pooled,EWall Sharpe,150,138,512.0,10,OOF10,0.3436627428902188,8.8030578289369,0.1408919118846883,0.050284497965903174,0.3118534853426573,8.161942129390903,0.9074404828406936
5,pooled,EWall Sharpe,150,138,512.0,25,OOF25,0.3436627428902188,8.8030578289369,0.14731854157374857,0.07007599746770965,0.3083793527476661,8.095941076960504,0.8973313492006207
5,pooled,EWall Sharpe,150,138,512.0,50,OOF50,0.3436627428902188,8.8030578289369,0.14410028256197038,0.07340138101797733,0.30726800805231963,8.07485472127845,0.8940975255804052
5,pooled,premium,150,138,0.0,1,IS,0.0025836940649140994,-0.6191746531760134,0.977168985263913,0.9902514546258538,1.2602594653674633e-06,0.013610965242714768,0.0004877742618530044
5,pooled,premium,150,138,0.0,2,OOF2,0.0025836940649140994,-0.6191746531760134,-234.8983256704891,-86.70761771849901,0.0031920587739419823,-0.6861014898457822,1.2354631367890336
5,pooled,premium,150,138,0.0,5,OOF5,0.0025836940649140994,-0.6191746531760134,-164.847882619726,-162.40422378052475,0.0026093177355469535,-0.6201396461657162,1.00991745539103
5,pooled,premium,150,138,0.0,10,OOF10,0.0025836940649140994,-0.6191746531760134,-1730.4854314085808,-366.4806722071662,0.0022385800384314776,-0.5742904933665304,0.8664261256124781
5,pooled,premium,150,138,0.0,25,OOF25,0.0025836940649140994,-0.6191746531760134,-10.523862236458069,-1.8499438918700148,0.0010513366656322042,-0.3933308292526937,0.40691221143752493
5,pooled,premium,150,138,0.0,50,OOF50,0.0025836940649140994,-0.6191746531760134,-4.351811328266781,-1.4934244584279681,0.0005238000044276125,-0.2775589192498023,0.20273298280190438
5,pooled,premium,150,138,0.5,1,IS,0.0025836940649140994,-0.6191746531760134,0.9634263342508051,0.9732788349583539,0.0011173862406797634,0.40551142997061296,0.4324762191675791
5,pooled,premium,150,138,0.5,2,OOF2,0.0025836940649140994,-0.6191746531760134,-0.13899430766764298,0.24634016246547963,0.0019503534801758693,-0.5359684920450111,0.7548701321341283
5,pooled,premium,150,138,0.5,5,OOF5,0.0025836940649140994,-0.6191746531760134,-0.2842986147090618,-0.02481618319109935,0.0007394114016192622,-0.3298088911829953,0.28618380622546563
5,pooled,premium,150,138,0.5,10,OOF10,0.0025836940649140994,-0.6191746531760134,-0.28092882420297216,-0.11766868860195423,0.0005128664972743636,-0.2746453361161029,0.19850124836332544
5,pooled,premium,150,138,0.5,25,OOF25,0.0025836940649140994,-0.6191746531760134,-0.1842432672250751,0.051454544100413835,0.00024802363775495187,-0.19096732653761372,0.09599574544178781
5,pooled,premium,150,138,0.5,50,OOF50,0.0025836940649140994,-0.6191746531760134,-0.22263464958791235,0.02021356555599163,0.0006583114744458529,-0.3111840848872905,0.254794669146612
5,pooled,premium,150,138,2.0,1,IS,0.0025836940649140994,-0.6191746531760134,0.9430399250957214,0.9451646977809887,0.0005308071612009787,0.2794102590474756,0.20544505187715656
5,pooled,premium,150,138,2.0,2,OOF2,0.0025836940649140994,-0.6191746531760134,-0.024907054082413893,0.35242909667369093,0.0018145595492135955,-0.516938245520241,0.7023120786066923
5,pooled,premium,150,138,2.0,5,OOF5,0.0025836940649140994,-0.6191746531760134,0.14937465899262714,0.29223812491046053,0.00025606257595914647,-0.19403824271758696,0.09910715801704635
5,pooled,premium,150,138,2.0,10,OOF10,0.0025836940649140994,-0.6191746531760134,0.25036017584336023,0.2680469824910444,9.218974079821096e-05,-0.11641795977399043,0.03568136880063469
5,pooled,premium,150,138,2.0,25,OOF25,0.0025836940649140994,-0.6191746531760134,0.2846325497536303,0.32498187609261675,0.0002622124481999803,-0.1963551363610642,0.10148742134789017
5,pooled,premium,150,138,2.0,50,OOF50,0.0025836940649140994,-0.6191746531760134,0.2704000891831072,0.3125872546518291,0.00046627653700408563,-0.26186757278937056,0.1804689430285114
5,pooled,premium,150,138,8.0,1,IS,0.0025836940649140994,-0.6191746531760134,0.8819726242095388,0.8729878090578355,0.00047729747171605837,0.26494571675479883,0.18473451566794816
5,pooled,premium,150,138,8.0,2,OOF2,0.0025836940649140994,-0.6191746531760134,0.11413078077503813,0.3857952582914158,0.0014316481413614642,-0.45907951637586036,0.5541090026109815
5,pooled,premium,150,138,8.0,5,OOF5,0.0025836940649140994,-0.6191746531760134,0.29136245152848284,0.4355308545394748,0.00014187259846570933,-0.14442379023531926,0.0549107575824486
5,pooled,premium,150,138,8.0,10,OOF10,0.0025836940649140994,-0.6191746531760134,0.38181872153139473,0.4311311136781627,3.0690785061904805e-06,0.021240431375779356,0.001187864518430327
5,pooled,premium,150,138,8.0,25,OOF25,0.0025836940649140994,-0.6191746531760134,0.40418090852123156,0.4500978591316809,0.00012203525319014472,-0.13394540566507362,0.04723285734458737
5,pooled,premium,150,138,8.0,50,OOF50,0.0025836940649140994,-0.6191746531760134,0.4137438913710362,0.4481031176042505,0.00015822306646457083,-0.1525203967666005,0.06123908732585617
5,pooled,premium,150,138,32.0,1,IS,0.0025836940649140994,-0.6191746531760134,0.7250472983293452,0.7096991521311884,0.0023145789306218646,0.5839798364012843,0.8958409441943034
5,pooled,premium,150,138,32.0,2,OOF2,0.0025836940649140994,-0.6191746531760134,0.1518456530461012,0.24257715304560612,0.0008170941418870493,-0.34671467031613246,0.31625034596122564
5,pooled,premium,150,138,32.0,5,OOF5,0.0025836940649140994,-0.6191746531760134,0.2833055654999227,0.3663709442456332,2.4462854284236115e-05,-0.0599677209112688,0.009468169864395085
5,pooled,premium,150,138,32.0,10,OOF10,0.0025836940649140994,-0.6191746531760134,0.32951822928300734,0.3794160158807597,0.00020390907595640203,0.1731494946921075,0.0789215250851232
5,pooled,premium,150,138,32.0,25,OOF25,0.0025836940649140994,-0.6191746531760134,0.3488158391461018,0.40378979482334254,3.46104424433888e-05,0.07132959507839727,0.013395720071269159
5,pooled,premium,150,138,32.0,50,OOF50,0.0025836940649140994,-0.6191746531760134,0.35791418654512464,0.40630588261806333,6.715501278729366e-05,0.09936020261761919,0.02599185936881671
5,pooled,premium,150,138,128.0,1,IS,0.0025836940649140994,-0.6191746531760134,0.4671350753875705,0.42011921582149436,0.0033665923940154113,0.704670703046324,1.3030151052838916
5,pooled,premium,150,138,128.0,2,OOF2,0.0025836940649140994,-0.6191746531760134,0.10846703754911813,0.04383462279366368,0.0005056069788209387,-0.2726936444871748,0.19569150453490272
5,pooled,premium,150,138,128.0,5,OOF5,0.0025836940649140994,-0.6191746531760134,0.2048308143208064,0.18215846682744374,1.610589764492329e-06,0.015386912512702413,0.0006233670566355838
5,pooled,premium,150,138,128.0,10,OOF10,0.0025836940649140994,-0.6191746531760134,0.21629389405894361,0.19004763556842008,0.0002788559098708855,0.20249259924839685,0.1079291521615028
5,pooled,premium,150,138,128.0,25,OOF25,0.0025836940649140994,-0.6191746531760134,0.23483538359127065,0.21603988766016635,0.00019555783762610637,0.16956598990417301,0.07568923901700728
5,pooled,premium,150,138,128.0,50,OOF50,0.0025836940649140994,-0.6191746531760134,0.23798119562310727,0.21971347517026962,0.0002780880687883727,0.2022135436147338,0.10763196485401934
5,pooled,premium,150,138,512.0,1,IS,0.0025836940649140994,-0.6191746531760134,0.2658366026072425,0.17634880011499032,0.0009691213462565113,0.3776228722775836,0.37509136991756487
5,pooled,premium,150,138,512.0,2,OOF2,0.0025836940649140994,-0.6191746531760134,0.07138317934621186,-0.06765051031271097,0.0004928609076833891,-0.269232760047374,0.19075823038660553
5,pooled,premium,150,138,512.0,5,OOF5,0.0025836940649140994,-0.6191746531760134,0.14584626165741377,0.056418393681112455,2.809486593482829e-06,-0.020322295380529466,0.001087391356289018
5,pooled,premium,150,138,512.0,10,OOF10,0.0025836940649140994,-0.6191746531760134,0.1396348049242636,0.050284497965903174,6.334008167950981e-05,0.09649653777846089,0.024515318024549353
5,pooled,premium,150,138,512.0,25,OOF25,0.0025836940649140994,-0.6191746531760134,0.15830327588190896,0.07007599746770965,4.588639713132653e-05,0.08213166204353516,0.017759996337976695
5,pooled,premium,150,138,512.0,50,OOF50,0.0025836940649140994,-0.6191746531760134,0.15827102910683266,0.07340138101797733,6.790307781369126e-05,0.09991211276091619,0.026281392497586143
5,k=20,CAND Sharpe,50,136,0.0,1,IS,0.3678987585415163,5.285565489377816,1.0,1.0,,0.29701852331489603,
5,k=20,CAND Sharpe,50,136,0.0,2,OOF2,0.3678987585415163,5.285565489377816,0.022640016336753388,0.23069444786943782,0.3128918291981129,4.6262967155957035,0.8504835146455216
5,k=20,CAND Sharpe,50,136,0.0,5,OOF5,0.3678987585415163,5.285565489377816,-208.03182035196687,-210.9976068854404,0.37249918981651076,5.282073617474487,1.0125046121200088
5,k=20,CAND Sharpe,50,136,0.0,10,OOF10,0.3678987585415163,5.285565489377816,-94.11228221227978,-1470.9320986386676,0.38100016496355005,5.378562804701171,1.0356114450452958
5,k=20,CAND Sharpe,50,136,0.0,25,OOF25,0.3678987585415163,5.285565489377816,-5178.735892391391,-1791.1153997795936,0.3684012267465338,5.235869624765978,1.0013657784739733
5,k=20,CAND Sharpe,50,136,0.0,50,OOF50,0.3678987585415163,5.285565489377816,-3759.5055935923633,-381.8245335667086,0.37138788076560053,5.26952437727149,1.0094839195378542
5,k=20,CAND Sharpe,50,136,0.5,1,IS,0.3678987585415163,5.285565489377816,0.99800916623048,0.9981369864338725,0.0023957723123691744,-0.3359638575956269,0.006512042394127346
5,k=20,CAND Sharpe,50,136,0.5,2,OOF2,0.3678987585415163,5.285565489377816,0.03200957607312971,0.23595446550332633,0.31279134395549596,4.625215596152267,0.8502103817787098
5,k=20,CAND Sharpe,50,136,0.5,5,OOF5,0.3678987585415163,5.285565489377816,-0.08420479581955975,0.037043307755148636,0.3475312561758236,5.003409031039239,0.9446382954744482
5,k=20,CAND Sharpe,50,136,0.5,10,OOF10,0.3678987585415163,5.285565489377816,-0.1968149120759224,-0.040012479742395524,0.3509042205124757,5.040676569193187,0.9538064817168367
5,k=20,CAND Sharpe,50,136,0.5,25,OOF25,0.3678987585415163,5.285565489377816,-0.0716302868487173,-0.02956876323240243,0.33619709176032264,4.878949576231208,0.913830460024191
5,k=20,CAND Sharpe,50,136,0.5,50,OOF50,0.3678987585415163,5.285565489377816,-0.05978362608608778,0.001259546837193426,0.33211453195394874,4.834392098070608,0.9027334945912044
5,k=20,CAND Sharpe,50,136,2.0,1,IS,0.3678987585415163,5.285565489377816,0.9793970315027593,0.9804446996838337,0.0001991696375695896,-0.09676175772685205,0.0005413707791762332
5,k=20,CAND Sharpe,50,136,2.0,2,OOF2,0.3678987585415163,5.285565489377816,0.05163222406987111,0.24290305292255965,0.3127701279086938,4.624987341093254,0.8501527136123743
5,k=20,CAND Sharpe,50,136,2.0,5,OOF5,0.3678987585415163,5.285565489377816,-0.016636566877079595,0.0800449736544403,0.3420204137244402,4.942751004247332,0.9296590591398916
5,k=20,CAND Sharpe,50,136,2.0,10,OOF10,0.3678987585415163,5.285565489377816,-0.09077577724494468,0.028489610388415354,0.3450708168384996,4.976292200598971,0.9379504791113867
5,k=20,CAND Sharpe,50,136,2.0,25,OOF25,0.3678987585415163,5.285565489377816,0.004081613872729983,0.042747996756536955,0.3300401260713924,4.811803736421337,0.8970949708550003
5,k=20,CAND Sharpe,50,136,2.0,50,OOF50,0.3678987585415163,5.285565489377816,0.02187784213920585,0.0670752733829808,0.3253903951652202,4.761294377629232,0.8844563554799298
5,k=20,CAND Sharpe,50,136,8.0,1,IS,0.3678987585415163,5.285565489377816,0.8773464103339417,0.8798926882922388,0.0024499537534881087,0.3397508294466582,0.0066593150876632775
5,k=20,CAND Sharpe,50,136,8.0,2,OOF2,0.3678987585415163,5.285565489377816,0.07566948999678913,0.2270988538939589,0.3149400434684771,4.648347411264416,0.8560508459365649
5,k=20,CAND Sharpe,50,136,8.0,5,OOF5,0.3678987585415163,5.285565489377816,0.07312150205069146,0.1309714507646096,0.33027430964558,4.814352066325554,0.8977315143843018
5,k=20,CAND Sharpe,50,136,8.0,10,OOF10,0.3678987585415163,5.285565489377816,0.048221008451013625,0.11041222622747182,0.3329095061301109,4.843057789133309,0.9048943449819851
5,k=20,CAND Sharpe,50,136,8.0,25,OOF25,0.3678987585415163,5.285565489377816,0.09770576863852765,0.12299977003009954,0.3178733640484737,4.679974576520144,0.8640240192944348
5,k=20,CAND Sharpe,50,136,8.0,50,OOF50,0.3678987585415163,5.285565489377816,0.11575046540319078,0.13522807685414195,0.31238302999567963,4.620823203391215,0.8491005276399379
5,k=20,CAND Sharpe,50,136,32.0,1,IS,0.3678987585415163,5.285565489377816,0.6017282195787641,0.6043889600855377,0.012754975361933634,0.7792490188448169,0.03466979723579108
5,k=20,CAND Sharpe,50,136,32.0,2,OOF2,0.3678987585415163,5.285565489377816,0.0539071992492659,0.1458888030514005,0.33099986238069956,4.822250113894848,0.8997036676418879
