uni,conv,K,d,D,arm,bps,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,held,gross,turn,p4a,p4b,fails
"universe_broad.json (136, PRIMARY)",MATCHED,10,0.5,5,LO,25,0.186329087845595,0.8887335340168449,-0.3015876702947967,1.03552704012606,0.7737198141913239,0.17701868794926434,0.8127502550873771,-0.3015876702947966,4.966876971608833,0.7476340694006309,24.64030659219237,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,10,0.5,5,CTRL,10,0.20582234224047902,1.0092806036398712,-0.2639830143323897,1.2942627412760188,0.7842415946441861,0.17781294288711824,0.8469959575054165,-0.2639830143323898,4.999098693105002,0.75,16.524415420065147,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,10,0.5,5,CTRL,25,0.17633487993127472,0.8896473336756635,-0.2760468858166403,1.170885391301501,0.6668860194661883,0.14752152513124916,0.7299244379093384,-0.2760468858166404,4.999098693105002,0.75,16.524415420065147,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.0,0,HI,10,0.13784142317568282,0.9572533235068373,-0.2104451557285003,1.0986515330031497,0.8440271593887109,0.14075087823456167,0.929489947210042,-0.2104451557285002,19.782334384858043,0.75,12.727462210042322,True,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.0,0,HI,25,0.11632042178667068,0.826135797491273,-0.21137454925837118,0.9597714769556996,0.7186469814657337,0.11888925308322085,0.8038951554204176,-0.21137454925837118,19.782334384858043,0.75,12.727462210042322,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.1,2,HI,10,0.12819588512910363,0.9292823017693739,-0.20300656188469524,1.0741792418650689,0.8129543758808677,0.13094181600959942,0.9024850143753349,-0.20300656188469468,17.782334384858043,0.75,15.261467204479207,True,False,"H2,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.1,2,HI,25,0.10265740446788629,0.7658008811136109,-0.20435309288139825,0.8993895662441321,0.6578918540883033,0.10504244772534244,0.7462840553089904,-0.20435309288139847,17.782334384858043,0.75,15.261467204479207,True,False,"H1,H2,OOS,DD,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.1,2,LO,10,0.13567592594051847,0.9043239812979121,-0.23943635438503286,1.0482968125900598,0.7887882557973811,0.1371634719113597,0.870962783226997,-0.23943635438503286,17.782334384858043,0.75,15.060301297485367,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.1,2,LO,25,0.11029782106551589,0.7569023040512258,-0.2447470998296133,0.8907867481585447,0.6489408495384603,0.1115372493555391,0.7305263242307937,-0.2447470998296135,17.782334384858043,0.75,15.060301297485367,False,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.1,2,CTRL,10,0.14239488040950232,0.9630061948482068,-0.2113960617534998,1.1139938964055094,0.8439414555278706,0.14457499598415002,0.9277818157102113,-0.2113960617534998,17.82852636322668,0.75,13.01934789843165,True,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.1,2,CTRL,25,0.12030141880080847,0.8324894961529153,-0.21232346296211702,0.9737212863732935,0.7206436974911504,0.12227132350292957,0.8039322999457114,-0.21232346296211702,17.82852636322668,0.75,13.01934789843165,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.2,4,HI,10,0.11247222849783722,0.848398372309568,-0.20645279241562609,0.9449066834544534,0.7730279750258693,0.12194010258797694,0.8671579674173436,-0.20645279241562609,15.782559711581793,0.7494930148715637,17.133637081012086,True,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.2,4,HI,25,0.08423570358143362,0.6597815835505938,-0.20783970694628862,0.745482436758841,0.5921992586381031,0.09289010109661455,0.6855259850223776,-0.2078397069462885,15.782559711581793,0.7494930148715637,17.133637081012086,False,False,"H1,H2,OOS,DD,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.2,4,LO,10,0.14079610074239435,0.8943370281785763,-0.25514071400249905,1.0740867035626354,0.7471705412715214,0.1375873495262061,0.8390701988526583,-0.25514071400249905,15.782559711581793,0.7494930148715637,16.569343908557105,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.2,4,LO,25,0.11277708736903769,0.7403072387485856,-0.25941530905555354,0.9075917102963691,0.6027373979970272,0.10979122698293864,0.6941222441529752,-0.25941530905555366,15.782559711581793,0.7494930148715637,16.569343908557105,False,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.2,4,CTRL,10,0.15157893102083464,0.9874027196983491,-0.21216798325645936,1.1643469749122317,0.8494232596294391,0.1500404634206507,0.9272982931270131,-0.21216798325645936,15.868859846777827,0.75,13.312013216232401,False,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.2,4,CTRL,25,0.12881001648047152,0.8583502187982843,-0.21331896282320262,1.0261630272569227,0.7269118796039592,0.1267647514557686,0.8034383345703701,-0.21331896282320273,15.868859846777827,0.75,13.312013216232401,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.3,6,HI,10,0.10285247116421004,0.8042891708182719,-0.20718975050843436,0.9634523022621511,0.675029772827707,0.10398300417857631,0.775414360854057,-0.20718975050843447,13.786390265885535,0.7461131140153222,19.121840648754524,True,False,"H2,OOS,DD,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.3,6,HI,25,0.07165531557853666,0.5874874857117091,-0.2203716733616864,0.7330049533586308,0.46831055581286246,0.07216043542110273,0.5664753232638959,-0.22037167336168828,13.786390265885535,0.7461131140153222,19.121840648754524,False,False,"H1,H2,OOS,DD,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.3,6,LO,10,0.14347729643850538,0.8648450742376537,-0.29298205212142436,1.0695860255877134,0.6933581480864774,0.13518432297579142,0.7919002351928537,-0.2929820521214245,13.786390265885535,0.7461131140153222,18.26187218982811,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.3,6,LO,25,0.1125481578527483,0.7049658600963707,-0.29869984041861486,0.8982041762835351,0.5425651284610148,0.10461096425034455,0.6403761932572338,-0.29869984041861475,13.786390265885535,0.7461131140153222,18.26187218982811,False,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.3,6,CTRL,10,0.16187924400785692,1.0144195983675939,-0.21410875740499669,1.2002261339560805,0.8691532633786991,0.15933932105377968,0.9482686454703572,-0.21410875740499657,13.906940063091483,0.75,13.655128601604325,False,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.3,6,CTRL,25,0.13832288568521567,0.8866278758718288,-0.2154080927542028,1.0658732517074134,0.745829447398419,0.1349004231369415,0.823658166546344,-0.2154080927542027,13.906940063091483,0.75,13.655128601604325,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.5,10,HI,10,0.08439803915024724,0.7045414587200541,-0.20147923469935936,0.7656513217853562,0.6587204455754332,0.09440851708590436,0.740733143176239,-0.20147923469935958,9.816358720144208,0.7417192429022083,23.466022696723286,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.5,10,HI,25,0.04686717299964793,0.42521983100324523,-0.2230137033666122,0.4723210194281736,0.3889869567359809,0.055130329367463426,0.4672807928246954,-0.22301370336661241,9.816358720144208,0.7417192429022083,23.466022696723286,False,False,"H1,H2,OOS,DD,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.5,10,LO,10,0.17603379502111127,0.9774534130996309,-0.23704275686370735,1.140544614784125,0.8466636134535843,0.17333990229196128,0.9190977026816344,-0.23704275686370757,9.816358720144208,0.7417192429022083,21.043426365765686,False,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.5,10,LO,25,0.13949276493367968,0.8047307331129931,-0.24696933037001667,0.9547881378217653,0.6837026391412823,0.13676786916056582,0.7561620627843149,-0.24696933037001678,9.816358720144208,0.7417192429022083,21.043426365765686,False,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.5,10,CTRL,10,0.18720859443364968,1.0768687847300495,-0.21435940317494195,1.2835520148927206,0.919311181562118,0.18321525190636456,0.9957808713359625,-0.2143594031749425,9.965975664713834,0.75,14.735999275704422,False,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,20,0.5,10,CTRL,25,0.16126620322943874,0.9493136929697314,-0.22456922872820007,1.149351109172783,0.7959603355204247,0.15659400792715017,0.8736213138109851,-0.2245692287282003,9.965975664713834,0.75,14.735999275704422,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.0,0,HI,10,0.12995853564208604,0.9893490609378182,-0.2017059335017365,1.1312724281788948,0.8720574752280942,0.13242411506778362,0.9667232986526179,-0.20170593350173682,29.461694456962597,0.7500000000000002,11.42907246386336,True,True,-
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.0,0,HI,25,0.11075086765000908,0.8594881556220555,-0.20312288293326475,0.9916768778824417,0.7499919160292641,0.11369984306548098,0.8460033866723586,-0.20312288293326508,29.461694456962597,0.7500000000000002,11.42907246386336,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.1,3,HI,10,0.11746757739765812,0.9434624523824794,-0.19694267108671115,1.0734253352012229,0.8358553034328081,0.12200082564244763,0.9382868886630741,-0.19694267108671093,26.461694456962597,0.7498310049571879,13.637058092786912,True,False,H2
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.1,3,HI,25,0.09483965076145928,0.7809547357236684,-0.19872815701930102,0.8994509548303915,0.6824775007779473,0.0997098631439004,0.7858333486460065,-0.19872815701930102,26.461694456962597,0.7498310049571879,13.637058092786912,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.1,3,LO,10,0.1316974177196033,0.9521493671857538,-0.22434074913766688,1.0801097874989183,0.8453440018847485,0.13452445031454796,0.9354060727293786,-0.22434074913766644,26.461694456962597,0.7498310049571879,13.736063030632847,False,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.1,3,LO,25,0.10861015501473914,0.8047063382176263,-0.22926019748526116,0.9219690585646587,0.706561764376047,0.1118775244506689,0.7971246081730143,-0.22926019748526127,26.461694456962597,0.7498310049571879,13.736063030632847,False,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.1,3,CTRL,10,0.1335742430403537,0.9922687511607912,-0.20231267725988833,1.130472083291191,0.8787080835008957,0.13705600492698022,0.9745034022068151,-0.20231267725988833,26.57954033348355,0.75,11.691541859563317,True,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.1,3,CTRL,25,0.11386770669919,0.8626850015736324,-0.20368863813743487,0.9911808149631671,0.7568463031254772,0.11761103704624509,0.8528279680418326,-0.2036886381374351,26.57954033348355,0.75,11.691541859563317,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.2,6,HI,10,0.10351793081333627,0.8687366238841271,-0.1970381479621962,1.0032008905409624,0.7559824331433667,0.10677297166384725,0.8609606075924703,-0.19703814796219632,23.465750337990087,0.7461131140153222,15.509467016416913,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.2,6,HI,25,0.07813717315470314,0.6775260350608566,-0.1987380076209223,0.7961307361837782,0.5776791447506238,0.08199857812773637,0.6826110929173425,-0.19873800762092253,23.465750337990087,0.7461131140153222,15.509467016416913,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.2,6,LO,10,0.12961821083686953,0.8851331099966916,-0.2930573847179211,1.0574049126444465,0.7343825267147855,0.12309932899711562,0.8256348288953549,-0.29305738471792064,23.465750337990087,0.7461131140153222,15.615297001527667,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.2,6,LO,25,0.10343723073133426,0.7285183228557425,-0.29921037111045234,0.892859663451613,0.5844184531055016,0.0973985409496505,0.6757482210337175,-0.2992103711104521,23.465750337990087,0.7461131140153222,15.615297001527667,False,False,"H1,H2,OOS,DD,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.2,6,CTRL,10,0.13160614413057115,0.9559288165299581,-0.2093759399896129,1.0777086168518342,0.8573252207225406,0.1362582951452178,0.9438502776436621,-0.209375939989613,23.676881478143308,0.75,12.037741803106167,True,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.2,6,CTRL,25,0.11135345777361993,0.8261493313631001,-0.2106055831920477,0.9383836609521208,0.7350146261482042,0.11614357496759786,0.8217559756037249,-0.21060558319204736,23.676881478143308,0.75,12.037741803106167,True,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.3,9,HI,10,0.09869697962237178,0.856185948443302,-0.19727699484132588,0.9814014285367859,0.7506243743972881,0.10185163711500889,0.8519343146382764,-0.19727699484132577,20.486029743127535,0.7427332131590807,17.092933978807437,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.3,9,HI,25,0.07087953140488112,0.6385618667603646,-0.19911017601620296,0.7459588374446505,0.547597871749727,0.0746927537335329,0.6481187868786022,-0.19911017601620273,20.486029743127535,0.7427332131590807,17.092933978807437,False,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.3,9,LO,10,0.14314025803219455,0.9561987112468848,-0.2169965030302412,1.0877875770596053,0.8458027419232435,0.14594216088819723,0.9383499595465798,-0.2169965030302411,20.486029743127535,0.7427332131590807,16.9402193182719,False,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.3,9,LO,25,0.11445606972646938,0.7886582413308126,-0.21862855181992324,0.9106060400517388,0.6859057640352172,0.11729813920187948,0.7784397710446025,-0.21862855181992313,20.486029743127535,0.7427332131590807,16.9402193182719,False,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.3,9,CTRL,10,0.13634287951983692,0.9580205678643913,-0.21090377418844897,1.0943327299033592,0.8480435443024902,0.13831784465489894,0.9269421837561498,-0.2109037741884483,20.758449752140603,0.75,12.48620681928327,True,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.3,9,CTRL,25,0.1152562571284037,0.8279033909271573,-0.2118805088246979,0.9559423279551285,0.7242022511563465,0.1170835104932264,0.8029814775995168,-0.21188050882469778,20.758449752140603,0.75,12.48620681928327,True,False,"H1,H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.5,15,HI,10,0.08522367617309934,0.7921540825834977,-0.1860075943056433,0.8689893056103998,0.7296356459240569,0.09144311750684264,0.8131674995899134,-0.1860075943056434,14.573456511942316,0.7354664263181613,21.346303978208738,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.5,15,HI,25,0.05101541714720126,0.5031682151724722,-0.19346886571183908,0.5563462619392279,0.4596137085427217,0.0574393912291169,0.5396226726038627,-0.19346886571183863,14.573456511942316,0.7354664263181613,21.346303978208738,False,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.5,15,LO,10,0.16060272740397719,0.9829993135274195,-0.22245897106173085,1.2033219578445087,0.8087524226204755,0.15352111458311946,0.8976455703325624,-0.22245897106173096,14.573456511942316,0.7354664263181613,19.82124451185607,False,False,"H2,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.5,15,LO,25,0.12659902016463676,0.802853741752251,-0.24893132593628176,1.0095398105541247,0.638490148927607,0.11936098049949817,0.7268958850538594,-0.2489313259362821,14.573456511942316,0.7354664263181613,19.82124451185607,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.5,15,CTRL,10,0.15362569569152917,0.9859468038434579,-0.2118628041771916,1.1666973965731213,0.8454741667460648,0.15165712980285861,0.9231044786172301,-0.21186280417719172,14.888237945020279,0.75,13.483607010333397,True,False,DD
"universe_broad.json (136, PRIMARY)",MATCHED,30,0.5,15,CTRL,25,0.13052460162442858,0.8572183512752747,-0.21308220673797262,1.0289184067543835,0.7231999407297107,0.12789314299113652,0.7988548148321059,-0.21308220673797273,14.888237945020279,0.75,13.483607010333397,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.0,0,HI,10,0.18769647591368654,1.0802991078283397,-0.2143594031749423,1.2818772865672852,0.9269612304766873,0.18462204679805705,1.003009387291322,-0.2143594031749425,9.965975664713834,0.7474481748535375,14.597874795224621,False,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.0,0,HI,25,0.1619863000295345,0.953850739709485,-0.2245692287282005,1.148346056974737,0.8050773619349647,0.15828352148225866,0.8822211917684762,-0.2245692287282005,9.965975664713834,0.7474481748535375,14.597874795224621,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.1,1,HI,10,0.1653118992892546,1.0825512010724625,-0.18768190320744504,1.2560235687301033,0.9528115978836849,0.1693259818382682,1.0381172052956578,-0.18768190320744527,8.965975664713834,0.6724481748535375,15.580183731341004,True,True,-
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.1,1,HI,25,0.13840221208992265,0.9286728145465423,-0.1976571875722778,1.0912941601782937,0.8061175984002118,0.14159468776072126,0.891320349777009,-0.19765718757227757,8.965975664713834,0.6724481748535375,15.580183731341004,True,False,H2
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.1,1,LO,10,0.17209669812750894,1.0556926952920216,-0.20043921322567493,1.272900246621205,0.8885651351291805,0.16631951825136349,0.9650166035439266,-0.2004392132256757,8.965975664713834,0.6724481748535375,15.314813875912497,True,True,-
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.1,1,LO,25,0.1454880960391125,0.9147176650946369,-0.2104553559644614,1.1228172052524643,0.7537245815336449,0.13930214459925616,0.8312837863554897,-0.2104553559644613,8.965975664713834,0.6724481748535375,15.314813875912497,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.1,1,CTRL,10,0.18397619545176935,1.0420802533065192,-0.2214306288419049,1.2708093530119609,0.8696315062904918,0.17263088263473692,0.9273831940758959,-0.22143062884190468,8.97566471383506,0.7479720594862551,14.710368422710065,False,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.1,1,CTRL,25,0.15814968882859204,0.9175209307516298,-0.2314829917329666,1.1378998052878102,0.7505311811450189,0.1465451313741286,0.8098398340613889,-0.23148299173296616,8.97566471383506,0.7479720594862551,14.710368422710065,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.2,2,HI,10,0.13021552057373942,0.9938435654452805,-0.17017357496199048,1.2000166434032262,0.8364034708112759,0.13024963543506485,0.9340835601904044,-0.1701735749619906,7.965975664713835,0.5974481748535376,15.490109551863663,True,False,H2
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.2,2,HI,25,0.1042597498368052,0.8174334608475192,-0.18221107282452398,1.0117723457258145,0.6677563620302034,0.10345924962798736,0.7647902158930936,-0.18221107282452198,7.965975664713835,0.5974481748535376,15.490109551863663,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.2,2,LO,10,0.16064169894285296,1.0604594530294091,-0.20106536101141992,1.3332088937614293,0.849009415502219,0.14856761019939824,0.9312122595411889,-0.20106536101141925,7.965975664713835,0.5974481748535376,14.845485549219308,True,True,-
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.2,2,LO,25,0.13509323443520316,0.9132704620739687,-0.2105000385491187,1.1750434884954184,0.7093046800990448,0.12291259642033658,0.7926631877695259,-0.21050003854911914,7.965975664713835,0.5974481748535376,14.845485549219308,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.2,2,CTRL,10,0.19021024714256973,1.0471902460029412,-0.2302702234721904,1.3154140323094223,0.8404057627394396,0.16988156947892974,0.8965705762087811,-0.2302702234721905,7.983551149166291,0.7484579202343398,15.141733194338116,False,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.2,2,CTRL,25,0.16349179847969286,0.9224209630359541,-0.2403404648965981,1.1830163845086996,0.7206768293294369,0.143002198227955,0.7781973533269602,-0.2403404648965981,7.983551149166291,0.7484579202343398,15.141733194338116,False,False,"H2,OOS,DD"
