panel,tape,T_trade,cost,family,chooser,pick_cell,pick_t,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind
B136,CRASH_PT,W,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.19468502676608468,1.4155309744668594,-0.18468209982288564,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,0,DRIFT,C_ISDD,h=0.12,0.08,0.13065567601790007,1.4842253225764974,-0.09958363348965693,False,False,False,False,False,L5_CAGR
B136,CRASH_PT,W,0,DRIFT,C_ISLEGS,h=0.25,0.16,0.16667069571312054,1.452967118117839,-0.1457620845368054,True,True,True,False,False,none
B136,CRASH_PT,W,10,CAL,C_ISSHARPE,R=M,0.2,0.2080125023452677,1.4475633270267583,-0.19121438276299418,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,10,CAL,C_ISCALMAR,R=M,0.2,0.2080125023452677,1.4475633270267583,-0.19121438276299418,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,10,CAL,C_ISDD,R=W,0.08,0.12373668883460787,1.4161221389638123,-0.1026831050175343,False,False,False,False,False,L5_CAGR
B136,CRASH_PT,W,10,CAL,C_ISLEGS,R=M,0.1,0.15822826458168904,1.4810852995735833,-0.12721027996350587,True,True,True,False,False,none
B136,CRASH_PT,W,10,DRIFT,C_ISSHARPE,h=0.25,0.16,0.1652739229983411,1.4420155381102515,-0.14600548891941723,True,True,True,False,False,none
B136,CRASH_PT,W,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1652739229983411,1.4420155381102515,-0.14600548891941723,True,True,True,False,False,none
B136,CRASH_PT,W,10,DRIFT,C_ISDD,h=0.12,0.08,0.12686047110590803,1.44463773064589,-0.1013087547091378,False,False,False,False,False,L5_CAGR
B136,CRASH_PT,W,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.1652739229983411,1.4420155381102515,-0.14600548891941723,True,True,True,False,False,none
B136,CRASH_PT,W,25,CAL,C_ISSHARPE,R=M,0.2,0.204996073203229,1.4291351867868838,-0.19307314774439244,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,25,CAL,C_ISCALMAR,R=M,0.2,0.204996073203229,1.4291351867868838,-0.19307314774439244,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,25,CAL,C_ISDD,R=W,0.08,0.11776210292267653,1.3527771176650099,-0.10571044988860545,False,False,False,False,False,L5_CAGR
B136,CRASH_PT,W,25,CAL,C_ISLEGS,R=M,0.1,0.15388337139205643,1.4442998924522237,-0.12831410711028057,True,True,True,False,False,none
B136,CRASH_PT,W,25,DRIFT,C_ISSHARPE,h=0.25,0.16,0.16318166815476576,1.4255689888150778,-0.14694868583667509,True,True,True,False,False,none
B136,CRASH_PT,W,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.16318166815476576,1.4255689888150778,-0.14694868583667509,True,True,True,False,False,none
B136,CRASH_PT,W,25,DRIFT,C_ISDD,h=0.12,0.08,0.12119051649132029,1.3851107809288155,-0.10389212898880873,False,False,False,False,False,L5_CAGR
B136,CRASH_PT,W,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.16318166815476576,1.4255689888150778,-0.14694868583667509,True,True,True,False,False,none
B136,CRASH_PT,W,50,CAL,C_ISSHARPE,R=M,0.2,0.19998412698970447,1.3983572337506833,-0.19616224532440973,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,50,CAL,C_ISCALMAR,R=M,0.2,0.19998412698970447,1.3983572337506833,-0.19616224532440973,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,50,CAL,C_ISDD,R=W,0.08,0.10787220093671235,1.2469420745700297,-0.11077380100543721,False,False,False,False,False,L2_H2|L5_CAGR
B136,CRASH_PT,W,50,CAL,C_ISLEGS,R=M,0.1,0.14667526789880792,1.3827116848124201,-0.13015201144931132,True,True,True,False,False,none
B136,CRASH_PT,W,50,DRIFT,C_ISSHARPE,h=0.25,0.16,0.1597023077786881,1.3981092105454853,-0.14975279880909764,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1597023077786881,1.3981092105454853,-0.14975279880909764,False,False,False,False,False,L4_DD
B136,CRASH_PT,W,50,DRIFT,C_ISDD,h=0.12,0.08,0.11180122096525302,1.285571839963699,-0.10822049390027877,False,False,False,False,False,L2_H2|L5_CAGR
B136,CRASH_PT,W,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.1597023077786881,1.3981092105454853,-0.14975279880909764,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,0,CAL,C_ISSHARPE,R=M,0.2,0.19254767869795275,1.3960790677689625,-0.19108029544037208,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,0,CAL,C_ISCALMAR,R=M,0.08,0.13035808439967078,1.419911732134655,-0.11303584612896156,True,True,True,False,False,none
B136,CRASH_WIDE,M,0,CAL,C_ISDD,R=W,0.08,0.12610550392183262,1.4399374703593693,-0.10039534487783741,False,True,False,False,False,L5_CAGR
B136,CRASH_WIDE,M,0,CAL,C_ISLEGS,R=M,0.1,0.15331078102801388,1.4602825920191467,-0.12440814692367397,True,True,True,False,False,none
B136,CRASH_WIDE,M,0,DRIFT,C_ISSHARPE,h=0.16,0.2,0.1880081047726032,1.380450673162883,-0.18104254130396158,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,0,DRIFT,C_ISCALMAR,h=0.25,0.16,0.16031813693677144,1.4124547481853384,-0.1449075251501093,True,True,True,False,False,none
B136,CRASH_WIDE,M,0,DRIFT,C_ISDD,h=0.12,0.08,0.12653020668200998,1.4461602642922387,-0.10610498413758829,False,True,False,False,False,L5_CAGR
B136,CRASH_WIDE,M,0,DRIFT,C_ISLEGS,h=0.25,0.16,0.16031813693677144,1.4124547481853384,-0.1449075251501093,True,True,True,False,False,none
B136,CRASH_WIDE,M,10,CAL,C_ISSHARPE,R=M,0.2,0.19141200253986823,1.3888816609017163,-0.19177827078802478,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,10,CAL,C_ISCALMAR,R=M,0.2,0.19141200253986823,1.3888816609017163,-0.19177827078802478,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,10,CAL,C_ISDD,R=W,0.08,0.12202425002868278,1.3969604685122685,-0.10247096837700842,False,True,False,False,False,L5_CAGR
B136,CRASH_WIDE,M,10,CAL,C_ISLEGS,R=M,0.1,0.15129423970458,1.4429719630317916,-0.12498216470863044,True,True,True,False,False,none
B136,CRASH_WIDE,M,10,DRIFT,C_ISSHARPE,h=0.16,0.2,0.18679725467398334,1.3726258996905971,-0.18221977848104332,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1594790562208792,1.405816926709795,-0.14565345322147205,True,True,True,False,False,none
B136,CRASH_WIDE,M,10,DRIFT,C_ISDD,h=0.12,0.08,0.12313732292432178,1.4105249228607013,-0.10753127304417687,False,True,False,False,False,L5_CAGR
B136,CRASH_WIDE,M,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.1594790562208792,1.405816926709795,-0.14565345322147205,True,True,True,False,False,none
B136,CRASH_WIDE,M,25,CAL,C_ISSHARPE,R=M,0.2,0.18971014247799944,1.3780614343929543,-0.1928243304073678,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,25,CAL,C_ISCALMAR,R=M,0.2,0.18971014247799944,1.3780614343929543,-0.1928243304073678,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,25,CAL,C_ISDD,R=W,0.08,0.11592901974844394,1.332367940932347,-0.10557577831955,False,False,False,False,False,L5_CAGR
B136,CRASH_WIDE,M,25,CAL,C_ISLEGS,R=M,0.1,0.14827503320670443,1.416888878527904,-0.12584296911518578,True,True,True,False,False,none
B136,CRASH_WIDE,M,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.1849829587023395,1.3608679904364107,-0.18398283571132046,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1582213482984054,1.3958388096765946,-0.1467713826335897,True,True,True,False,False,none
B136,CRASH_WIDE,M,25,DRIFT,C_ISDD,h=0.12,0.08,0.11806611516616572,1.3569201693488397,-0.10966678518900574,False,False,False,False,False,L5_CAGR
B136,CRASH_WIDE,M,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.1582213482984054,1.3958388096765946,-0.1467713826335897,True,True,True,False,False,none
B136,CRASH_WIDE,M,50,CAL,C_ISSHARPE,R=M,0.2,0.18687811525931908,1.3599651076393424,-0.19456535621327498,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,50,CAL,C_ISCALMAR,R=M,0.2,0.18687811525931908,1.3599651076393424,-0.19456535621327498,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,50,CAL,C_ISDD,R=M,0.08,0.11831413931580248,1.2987048084112416,-0.11627364222704217,False,False,False,False,False,L5_CAGR
B136,CRASH_WIDE,M,50,CAL,C_ISLEGS,R=M,0.1,0.14325793904224637,1.3731242215589199,-0.1272770504751879,True,True,True,False,False,none
B136,CRASH_WIDE,M,50,DRIFT,C_ISSHARPE,h=0.16,0.2,0.18196440320013196,1.3412178369190768,-0.18691381547357144,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.15612760144820714,1.3791530074369525,-0.14863203344288156,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,M,50,DRIFT,C_ISDD,h=0.12,0.08,0.1096622001643699,1.2672314968072131,-0.1132155388656727,False,False,False,False,False,L5_CAGR
B136,CRASH_WIDE,M,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.15612760144820714,1.3791530074369525,-0.14863203344288156,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,0,CAL,C_ISSHARPE,R=M,0.2,0.1927613439709508,1.3919815973078162,-0.18997299014814717,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,0,CAL,C_ISCALMAR,R=M,0.08,0.13031103717554027,1.4120476672349045,-0.11503842728938851,True,True,True,False,False,none
B136,CRASH_WIDE,W,0,CAL,C_ISDD,R=W,0.08,0.12602084072836806,1.435613580646653,-0.10066055192498824,False,True,False,False,False,L5_CAGR
B136,CRASH_WIDE,W,0,CAL,C_ISLEGS,R=M,0.1,0.1533664145502247,1.4535509649257423,-0.12647394302202397,True,True,True,False,False,none
B136,CRASH_WIDE,W,0,DRIFT,C_ISSHARPE,h=0.25,0.16,0.1604485420190198,1.4070880772526617,-0.1457620845368054,True,True,True,False,False,none
B136,CRASH_WIDE,W,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.1864027768973533,1.36650113633803,-0.18468209982288586,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,0,DRIFT,C_ISDD,h=0.12,0.08,0.12819288924329642,1.4552198773353808,-0.09958363348965593,True,True,True,False,False,none
B136,CRASH_WIDE,W,0,DRIFT,C_ISLEGS,h=0.25,0.16,0.1604485420190198,1.4070880772526617,-0.1457620845368054,True,True,True,False,False,none
B136,CRASH_WIDE,W,10,CAL,C_ISSHARPE,R=M,0.2,0.19084680483224425,1.3798437205608618,-0.1912143827629953,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,10,CAL,C_ISCALMAR,R=M,0.2,0.19084680483224425,1.3798437205608618,-0.1912143827629953,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,10,CAL,C_ISDD,R=W,0.08,0.12199578644954867,1.3932926390998097,-0.10268310501753442,False,True,False,False,False,L5_CAGR
B136,CRASH_WIDE,W,10,CAL,C_ISLEGS,R=M,0.1,0.1504953089493335,1.429012583104367,-0.12721027996350587,True,True,True,False,False,none
B136,CRASH_WIDE,W,10,DRIFT,C_ISSHARPE,h=0.25,0.16,0.1590528898399659,1.3960667207724209,-0.14600548891941723,True,True,True,False,False,none
B136,CRASH_WIDE,W,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1590528898399659,1.3960667207724209,-0.14600548891941723,True,True,True,False,False,none
B136,CRASH_WIDE,W,10,DRIFT,C_ISDD,h=0.12,0.08,0.12436821477211613,1.4153432557800432,-0.1013087547091378,False,True,False,False,False,L5_CAGR
B136,CRASH_WIDE,W,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.1590528898399659,1.3960667207724209,-0.14600548891941723,True,True,True,False,False,none
B136,CRASH_WIDE,W,25,CAL,C_ISSHARPE,R=M,0.2,0.18798037332563444,1.3616155905204328,-0.19307314774439266,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,25,CAL,C_ISCALMAR,R=M,0.2,0.18798037332563444,1.3616155905204328,-0.19307314774439266,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,25,CAL,C_ISDD,R=W,0.08,0.1159841118264584,1.3296910220737366,-0.10571044988860445,False,False,False,False,False,L5_CAGR
B136,CRASH_WIDE,W,25,CAL,C_ISLEGS,R=M,0.1,0.1462010086527783,1.3920917567367137,-0.12831410711028057,True,True,True,False,False,none
B136,CRASH_WIDE,W,25,DRIFT,C_ISSHARPE,h=0.25,0.16,0.15696232651393682,1.3795159770396914,-0.1469486858366753,True,True,True,False,False,none
B136,CRASH_WIDE,W,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.15696232651393682,1.3795159770396914,-0.1469486858366753,True,True,True,False,False,none
B136,CRASH_WIDE,W,25,DRIFT,C_ISDD,h=0.12,0.08,0.11865447169443777,1.35538500419896,-0.10389212898880928,False,False,False,False,False,L5_CAGR
B136,CRASH_WIDE,W,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.15696232651393682,1.3795159770396914,-0.1469486858366753,True,True,True,False,False,none
B136,CRASH_WIDE,W,50,CAL,C_ISSHARPE,R=M,0.2,0.18321729272275356,1.3311813445569125,-0.1961622453244094,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,50,CAL,C_ISCALMAR,R=M,0.2,0.18321729272275356,1.3311813445569125,-0.1961622453244094,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,50,CAL,C_ISDD,R=W,0.08,0.10603335939609848,1.2234347357761823,-0.11077380100543854,False,False,False,False,False,L5_CAGR
B136,CRASH_WIDE,W,50,CAL,C_ISLEGS,R=M,0.1,0.13907667937527535,1.3302825432677758,-0.13015201144931132,True,True,True,False,False,none
B136,CRASH_WIDE,W,50,DRIFT,C_ISSHARPE,h=0.25,0.16,0.1534858137956152,1.3518838408896723,-0.14975279880909775,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1534858137956152,1.3518838408896723,-0.14975279880909775,False,False,False,False,False,L4_DD
B136,CRASH_WIDE,W,50,DRIFT,C_ISDD,h=0.12,0.08,0.10919329531406063,1.255133944144696,-0.10822049390027899,False,False,False,False,False,L5_CAGR
B136,CRASH_WIDE,W,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.1534858137956152,1.3518838408896723,-0.14975279880909775,False,False,False,False,False,L4_DD
B136,FULL,M,0,CAL,C_ISSHARPE,R=M,0.2,0.1638526848332753,1.0891891323404919,-0.29657590879004503,False,False,False,False,False,L4_DD
B136,FULL,M,0,CAL,C_ISCALMAR,R=M,0.08,0.11386864015680742,1.2047519437347791,-0.16122742553839842,True,True,True,False,False,none
B136,FULL,M,0,CAL,C_ISDD,R=W,0.08,0.11361364594863232,1.2886804425414544,-0.10814585012423228,True,True,True,True,True,none
B136,FULL,M,0,CAL,C_ISLEGS,R=M,0.1,0.13250888734004218,1.216698932796685,-0.19836465430812722,True,True,True,False,False,none
B136,FULL,M,0,DRIFT,C_ISSHARPE,h=0.16,0.2,0.16751455459196785,1.2035409541922621,-0.19369783083622982,True,True,True,False,False,none
B136,FULL,M,0,DRIFT,C_ISCALMAR,h=0.25,0.16,0.141498129178673,1.2012576320727517,-0.17813634480042928,True,True,True,False,False,none
B136,FULL,M,0,DRIFT,C_ISDD,h=0.12,0.08,0.11573258738906156,1.309366936396339,-0.10610498413758795,True,True,True,True,True,none
B136,FULL,M,0,DRIFT,C_ISLEGS,h=0.25,0.16,0.141498129178673,1.2012576320727517,-0.17813634480042928,True,True,True,False,False,none
B136,FULL,M,10,CAL,C_ISSHARPE,R=M,0.2,0.1626749659754536,1.082416560136597,-0.296669409852657,False,False,False,False,False,L4_DD
B136,FULL,M,10,CAL,C_ISCALMAR,R=M,0.2,0.1626749659754536,1.082416560136597,-0.296669409852657,False,False,False,False,False,L4_DD
B136,FULL,M,10,CAL,C_ISDD,R=W,0.08,0.10959403102865406,1.2466267519380154,-0.10856630804032974,False,True,False,True,True,L5_CAGR
B136,FULL,M,10,CAL,C_ISLEGS,R=M,0.1,0.13048107802973363,1.2000101248389705,-0.19873936611768628,True,True,True,False,False,none
B136,FULL,M,10,DRIFT,C_ISSHARPE,h=0.16,0.2,0.1662735193676108,1.1956977950075844,-0.1941834434451194,True,True,True,False,False,none
B136,FULL,M,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.14060341111388763,1.1943633177244155,-0.1784651535572811,True,True,True,False,False,none
B136,FULL,M,10,DRIFT,C_ISDD,h=0.12,0.08,0.11237898267929891,1.2744115977502823,-0.10753127304417776,False,True,False,True,True,L5_CAGR
B136,FULL,M,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.14060341111388763,1.1943633177244155,-0.1784651535572811,True,True,True,False,False,none
B136,FULL,M,25,CAL,C_ISSHARPE,R=M,0.2,0.16091016968388394,1.0722396107865717,-0.29680966144657506,False,False,False,False,False,L4_DD
B136,FULL,M,25,CAL,C_ISCALMAR,R=M,0.2,0.16091016968388394,1.0722396107865717,-0.29680966144657506,False,False,False,False,False,L4_DD
B136,FULL,M,25,CAL,C_ISDD,R=W,0.08,0.1035907471170241,1.1834381219801646,-0.10919674661922563,False,False,False,True,True,L5_CAGR
B136,FULL,M,25,CAL,C_ISLEGS,R=M,0.1,0.12744513840905491,1.1748816085435194,-0.19930143383202448,True,True,True,False,False,none
B136,FULL,M,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.16441409327834267,1.183916034353961,-0.1949114771366265,True,True,True,False,False,none
B136,FULL,M,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.13926238243348799,1.184004714618093,-0.1789583199083471,True,True,True,False,False,none
B136,FULL,M,25,DRIFT,C_ISDD,h=0.12,0.08,0.1073664458928354,1.2218557156685812,-0.10966678518900508,False,True,False,True,True,L5_CAGR
B136,FULL,M,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.13926238243348799,1.184004714618093,-0.1789583199083471,True,True,True,False,False,none
B136,FULL,M,50,CAL,C_ISSHARPE,R=M,0.2,0.15797358902107184,1.0552313326302978,-0.2970434141031043,False,False,False,False,False,L4_DD
B136,FULL,M,50,CAL,C_ISCALMAR,R=M,0.2,0.15797358902107184,1.0552313326302978,-0.2970434141031043,False,False,False,False,False,L4_DD
B136,FULL,M,50,CAL,C_ISDD,R=M,0.08,0.10190653784727344,1.0883563191399583,-0.16276192818418556,False,False,False,False,False,L5_CAGR
B136,FULL,M,50,CAL,C_ISLEGS,R=M,0.1,0.12240060430559896,1.1327640418877185,-0.20023821335592173,True,True,True,False,False,none
B136,FULL,M,50,DRIFT,C_ISSHARPE,h=0.16,0.2,0.1613207135842707,1.1642360222248678,-0.19612383979659087,True,True,True,False,False,none
B136,FULL,M,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.13703012792834968,1.16669630779626,-0.18007956256659363,True,True,True,False,False,none
B136,FULL,M,50,DRIFT,C_ISDD,h=0.12,0.08,0.09905965901235114,1.13398886888827,-0.11321553886567226,False,False,False,True,True,L5_CAGR
B136,FULL,M,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.13703012792834968,1.16669630779626,-0.18007956256659363,True,True,True,False,False,none
B136,FULL,W,0,CAL,C_ISSHARPE,R=M,0.2,0.16488572330149331,1.0855722496858413,-0.2999827426008971,False,False,False,False,False,L4_DD
B136,FULL,W,0,CAL,C_ISCALMAR,R=M,0.08,0.11461260975920928,1.200110673521021,-0.1642241081140131,True,True,True,False,False,none
B136,FULL,W,0,CAL,C_ISDD,R=W,0.08,0.11364698131329787,1.285884760467592,-0.10814790099946048,True,True,True,True,True,none
B136,FULL,W,0,CAL,C_ISLEGS,R=M,0.1,0.1333955643690159,1.2118377995815246,-0.2022288701656042,True,True,True,False,False,none
B136,FULL,W,0,DRIFT,C_ISSHARPE,h=0.25,0.16,0.14224972219774923,1.199835513858137,-0.17896582379755555,True,True,True,False,False,none
B136,FULL,W,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.16691304403332552,1.1949420651039584,-0.19482647064082015,True,True,True,False,False,none
B136,FULL,W,0,DRIFT,C_ISDD,h=0.12,0.08,0.11766528397530696,1.3208693528573006,-0.09958363348965482,True,True,True,True,True,none
B136,FULL,W,0,DRIFT,C_ISLEGS,h=0.25,0.16,0.14224972219774923,1.199835513858137,-0.17896582379755555,True,True,True,False,False,none
B136,FULL,W,10,CAL,C_ISSHARPE,R=M,0.2,0.16292924581527823,1.074385116753631,-0.30019189671555113,False,False,False,False,False,L4_DD
B136,FULL,W,10,CAL,C_ISCALMAR,R=M,0.2,0.16292924581527823,1.074385116753631,-0.30019189671555113,False,False,False,False,False,L4_DD
B136,FULL,W,10,CAL,C_ISDD,R=W,0.08,0.1096813412205333,1.2444707398266623,-0.10857052373008103,False,True,False,True,True,L5_CAGR
B136,FULL,W,10,CAL,C_ISLEGS,R=M,0.1,0.13052091034103186,1.1883824024585299,-0.20268617135667255,False,False,False,False,False,L4_DD
