source,cell,dial_a,dial_b,pts_a,pts_b,w_pts_a,w_pts_b,w_frac_a,w_frac_b,w_units_a,w_units_b,sign_PTS,sign_FRAC,sign_UNITS,same_density
401-window-cell,broad|TOP20|10.0,f,gross,13.0,19.0,4.0,1.0,0.3076923076923077,0.05263157894736842,,,1,1,,0
401-window-cell,broad|TOP20|10.0,f,n,13.0,5.0,4.0,0.0,0.3076923076923077,0.0,,,1,1,,0
401-window-cell,broad|TOP20|10.0,f,vol,13.0,8.0,4.0,1.0,0.3076923076923077,0.125,,,1,1,,0
401-window-cell,broad|TOP20|10.0,gross,n,19.0,5.0,1.0,0.0,0.05263157894736842,0.0,,,1,1,,0
401-window-cell,broad|TOP20|10.0,gross,vol,19.0,8.0,1.0,1.0,0.05263157894736842,0.125,,,0,-1,,0
401-window-cell,broad|TOP20|10.0,n,vol,5.0,8.0,0.0,1.0,0.0,0.125,,,-1,-1,,0
401-window-cell,broad|TOP20|25.0,K,band,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,K,f,6.0,13.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,K,n,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,K,vol,6.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,band,f,5.0,13.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,band,n,5.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,1
401-window-cell,broad|TOP20|25.0,band,vol,5.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,f,gross,13.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,f,n,13.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,f,vol,13.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,gross,n,19.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,gross,vol,19.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,broad|TOP20|25.0,n,vol,5.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|10.0,K,band,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|10.0,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|10.0,K,vol,6.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|10.0,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|10.0,band,vol,5.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|10.0,gross,vol,19.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|25.0,K,band,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|25.0,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|25.0,K,vol,6.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|25.0,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|25.0,band,vol,5.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|EWall|25.0,gross,vol,19.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,K,band,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,K,n,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,K,vol,6.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,band,n,5.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,1
401-window-cell,small|TOP20|10.0,band,vol,5.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,gross,n,19.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,gross,vol,19.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|10.0,n,vol,5.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,K,band,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,K,n,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,K,vol,6.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,band,n,5.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,1
401-window-cell,small|TOP20|25.0,band,vol,5.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,gross,n,19.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,gross,vol,19.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,small|TOP20|25.0,n,vol,5.0,8.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,u56|EWall|10.0,K,band,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,u56|EWall|10.0,K,f,6.0,13.0,0.0,5.0,0.0,0.38461538461538464,,,-1,-1,,0
401-window-cell,u56|EWall|10.0,K,gross,6.0,19.0,0.0,1.0,0.0,0.05263157894736842,,,-1,-1,,0
401-window-cell,u56|EWall|10.0,K,vol,6.0,8.0,0.0,3.0,0.0,0.375,,,-1,-1,,0
401-window-cell,u56|EWall|10.0,band,f,5.0,13.0,0.0,5.0,0.0,0.38461538461538464,,,-1,-1,,0
401-window-cell,u56|EWall|10.0,band,gross,5.0,19.0,0.0,1.0,0.0,0.05263157894736842,,,-1,-1,,0
401-window-cell,u56|EWall|10.0,band,vol,5.0,8.0,0.0,3.0,0.0,0.375,,,-1,-1,,0
401-window-cell,u56|EWall|10.0,f,gross,13.0,19.0,5.0,1.0,0.38461538461538464,0.05263157894736842,,,1,1,,0
401-window-cell,u56|EWall|10.0,f,vol,13.0,8.0,5.0,3.0,0.38461538461538464,0.375,,,1,1,,0
401-window-cell,u56|EWall|10.0,gross,vol,19.0,8.0,1.0,3.0,0.05263157894736842,0.375,,,-1,-1,,0
401-window-cell,u56|EWall|25.0,K,band,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-cell,u56|EWall|25.0,K,f,6.0,13.0,0.0,4.0,0.0,0.3076923076923077,,,-1,-1,,0
401-window-cell,u56|EWall|25.0,K,gross,6.0,19.0,0.0,1.0,0.0,0.05263157894736842,,,-1,-1,,0
401-window-cell,u56|EWall|25.0,K,vol,6.0,8.0,0.0,2.0,0.0,0.25,,,-1,-1,,0
401-window-cell,u56|EWall|25.0,band,f,5.0,13.0,0.0,4.0,0.0,0.3076923076923077,,,-1,-1,,0
401-window-cell,u56|EWall|25.0,band,gross,5.0,19.0,0.0,1.0,0.0,0.05263157894736842,,,-1,-1,,0
401-window-cell,u56|EWall|25.0,band,vol,5.0,8.0,0.0,2.0,0.0,0.25,,,-1,-1,,0
401-window-cell,u56|EWall|25.0,f,gross,13.0,19.0,4.0,1.0,0.3076923076923077,0.05263157894736842,,,1,1,,0
401-window-cell,u56|EWall|25.0,f,vol,13.0,8.0,4.0,2.0,0.3076923076923077,0.25,,,1,1,,0
401-window-cell,u56|EWall|25.0,gross,vol,19.0,8.0,1.0,2.0,0.05263157894736842,0.25,,,-1,-1,,0
401-window-cell,u56|TOP20|10.0,K,band,6.0,5.0,4.0,5.0,0.6666666666666666,1.0,,,-1,-1,,0
401-window-cell,u56|TOP20|10.0,K,f,6.0,13.0,4.0,7.0,0.6666666666666666,0.5384615384615384,,,-1,1,,0
401-window-cell,u56|TOP20|10.0,K,gross,6.0,19.0,4.0,5.0,0.6666666666666666,0.2631578947368421,,,-1,1,,0
401-window-cell,u56|TOP20|10.0,K,n,6.0,5.0,4.0,0.0,0.6666666666666666,0.0,,,1,1,,0
401-window-cell,u56|TOP20|10.0,K,vol,6.0,8.0,4.0,5.0,0.6666666666666666,0.625,,,-1,1,,0
401-window-cell,u56|TOP20|10.0,band,f,5.0,13.0,5.0,7.0,1.0,0.5384615384615384,,,-1,1,,0
401-window-cell,u56|TOP20|10.0,band,gross,5.0,19.0,5.0,5.0,1.0,0.2631578947368421,,,0,1,,0
401-window-cell,u56|TOP20|10.0,band,n,5.0,5.0,5.0,0.0,1.0,0.0,,,1,1,,1
401-window-cell,u56|TOP20|10.0,band,vol,5.0,8.0,5.0,5.0,1.0,0.625,,,0,1,,0
401-window-cell,u56|TOP20|10.0,f,gross,13.0,19.0,7.0,5.0,0.5384615384615384,0.2631578947368421,,,1,1,,0
401-window-cell,u56|TOP20|10.0,f,n,13.0,5.0,7.0,0.0,0.5384615384615384,0.0,,,1,1,,0
401-window-cell,u56|TOP20|10.0,f,vol,13.0,8.0,7.0,5.0,0.5384615384615384,0.625,,,1,-1,,0
401-window-cell,u56|TOP20|10.0,gross,n,19.0,5.0,5.0,0.0,0.2631578947368421,0.0,,,1,1,,0
401-window-cell,u56|TOP20|10.0,gross,vol,19.0,8.0,5.0,5.0,0.2631578947368421,0.625,,,0,-1,,0
401-window-cell,u56|TOP20|10.0,n,vol,5.0,8.0,0.0,5.0,0.0,0.625,,,-1,-1,,0
401-window-cell,u56|TOP20|25.0,K,band,6.0,5.0,2.0,4.0,0.3333333333333333,0.8,,,-1,-1,,0
401-window-cell,u56|TOP20|25.0,K,f,6.0,13.0,2.0,4.0,0.3333333333333333,0.3076923076923077,,,-1,1,,0
401-window-cell,u56|TOP20|25.0,K,gross,6.0,19.0,2.0,2.0,0.3333333333333333,0.10526315789473684,,,0,1,,0
401-window-cell,u56|TOP20|25.0,K,n,6.0,5.0,2.0,0.0,0.3333333333333333,0.0,,,1,1,,0
401-window-cell,u56|TOP20|25.0,K,vol,6.0,8.0,2.0,4.0,0.3333333333333333,0.5,,,-1,-1,,0
401-window-cell,u56|TOP20|25.0,band,f,5.0,13.0,4.0,4.0,0.8,0.3076923076923077,,,0,1,,0
401-window-cell,u56|TOP20|25.0,band,gross,5.0,19.0,4.0,2.0,0.8,0.10526315789473684,,,1,1,,0
401-window-cell,u56|TOP20|25.0,band,n,5.0,5.0,4.0,0.0,0.8,0.0,,,1,1,,1
401-window-cell,u56|TOP20|25.0,band,vol,5.0,8.0,4.0,4.0,0.8,0.5,,,0,1,,0
401-window-cell,u56|TOP20|25.0,f,gross,13.0,19.0,4.0,2.0,0.3076923076923077,0.10526315789473684,,,1,1,,0
401-window-cell,u56|TOP20|25.0,f,n,13.0,5.0,4.0,0.0,0.3076923076923077,0.0,,,1,1,,0
401-window-cell,u56|TOP20|25.0,f,vol,13.0,8.0,4.0,4.0,0.3076923076923077,0.5,,,0,-1,,0
401-window-cell,u56|TOP20|25.0,gross,n,19.0,5.0,2.0,0.0,0.10526315789473684,0.0,,,1,1,,0
401-window-cell,u56|TOP20|25.0,gross,vol,19.0,8.0,2.0,4.0,0.10526315789473684,0.5,,,-1,-1,,0
401-window-cell,u56|TOP20|25.0,n,vol,5.0,8.0,0.0,4.0,0.0,0.5,,,-1,-1,,0
409-window-cell,broad|EWall|10.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|10.0|PUB,K,f,6.0,13.0,0.0,4.0,0.0,0.3076923076923077,0.0,0.14999999999999997,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|PUB,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|10.0|PUB,K,vol,6.0,7.0,0.0,2.0,0.0,0.2857142857142857,0.0,0.09999999999999998,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|PUB,band,f,5.0,13.0,0.0,4.0,0.0,0.3076923076923077,0.0,0.14999999999999997,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|PUB,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|10.0|PUB,band,vol,5.0,7.0,0.0,2.0,0.0,0.2857142857142857,0.0,0.09999999999999998,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|PUB,f,gross,13.0,19.0,4.0,0.0,0.3076923076923077,0.0,0.14999999999999997,0.0,1,1,1.0,0
409-window-cell,broad|EWall|10.0|PUB,f,vol,13.0,7.0,4.0,2.0,0.3076923076923077,0.2857142857142857,0.14999999999999997,0.09999999999999998,1,1,1.0,0
409-window-cell,broad|EWall|10.0|PUB,gross,vol,19.0,7.0,0.0,2.0,0.0,0.2857142857142857,0.0,0.09999999999999998,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|10.0|x2,K,f,11.0,25.0,0.0,8.0,0.0,0.32,0.0,0.175,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x2,K,gross,11.0,37.0,0.0,1.0,0.0,0.02702702702702703,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|EWall|10.0|x2,K,vol,11.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,0.24999999999999994,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x2,band,f,9.0,25.0,0.0,8.0,0.0,0.32,0.0,0.175,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x2,band,gross,9.0,37.0,0.0,1.0,0.0,0.02702702702702703,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|EWall|10.0|x2,band,vol,9.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,0.24999999999999994,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x2,f,gross,25.0,37.0,8.0,1.0,0.32,0.02702702702702703,0.175,0.0,1,1,1.0,0
409-window-cell,broad|EWall|10.0|x2,f,vol,25.0,13.0,8.0,5.0,0.32,0.38461538461538464,0.175,0.24999999999999994,1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x2,gross,vol,37.0,13.0,1.0,5.0,0.02702702702702703,0.38461538461538464,0.0,0.24999999999999994,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|10.0|x4,K,f,21.0,49.0,0.0,16.0,0.0,0.32653061224489793,0.0,0.1875,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x4,K,gross,21.0,73.0,0.0,2.0,0.0,0.0273972602739726,0.0,0.012500000000000067,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x4,K,vol,21.0,25.0,0.0,11.0,0.0,0.44,0.0,0.325,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x4,band,f,17.0,49.0,0.0,16.0,0.0,0.32653061224489793,0.0,0.1875,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x4,band,gross,17.0,73.0,0.0,2.0,0.0,0.0273972602739726,0.0,0.012500000000000067,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x4,band,vol,17.0,25.0,0.0,11.0,0.0,0.44,0.0,0.325,-1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x4,f,gross,49.0,73.0,16.0,2.0,0.32653061224489793,0.0273972602739726,0.1875,0.012500000000000067,1,1,1.0,0
409-window-cell,broad|EWall|10.0|x4,f,vol,49.0,25.0,16.0,11.0,0.32653061224489793,0.44,0.1875,0.325,1,-1,-1.0,0
409-window-cell,broad|EWall|10.0|x4,gross,vol,73.0,25.0,2.0,11.0,0.0273972602739726,0.44,0.012500000000000067,0.325,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|25.0|PUB,K,f,6.0,13.0,0.0,3.0,0.0,0.23076923076923078,0.0,0.09999999999999998,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|PUB,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|25.0|PUB,K,vol,6.0,7.0,0.0,2.0,0.0,0.2857142857142857,0.0,0.09999999999999998,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|PUB,band,f,5.0,13.0,0.0,3.0,0.0,0.23076923076923078,0.0,0.09999999999999998,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|PUB,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|25.0|PUB,band,vol,5.0,7.0,0.0,2.0,0.0,0.2857142857142857,0.0,0.09999999999999998,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|PUB,f,gross,13.0,19.0,3.0,0.0,0.23076923076923078,0.0,0.09999999999999998,0.0,1,1,1.0,0
409-window-cell,broad|EWall|25.0|PUB,f,vol,13.0,7.0,3.0,2.0,0.23076923076923078,0.2857142857142857,0.09999999999999998,0.09999999999999998,1,-1,0.0,0
409-window-cell,broad|EWall|25.0|PUB,gross,vol,19.0,7.0,0.0,2.0,0.0,0.2857142857142857,0.0,0.09999999999999998,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|25.0|x2,K,f,11.0,25.0,0.0,6.0,0.0,0.24,0.0,0.12499999999999989,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x2,K,gross,11.0,37.0,0.0,1.0,0.0,0.02702702702702703,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|EWall|25.0|x2,K,vol,11.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,0.24999999999999994,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x2,band,f,9.0,25.0,0.0,6.0,0.0,0.24,0.0,0.12499999999999989,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x2,band,gross,9.0,37.0,0.0,1.0,0.0,0.02702702702702703,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|EWall|25.0|x2,band,vol,9.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,0.24999999999999994,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x2,f,gross,25.0,37.0,6.0,1.0,0.24,0.02702702702702703,0.12499999999999989,0.0,1,1,1.0,0
409-window-cell,broad|EWall|25.0|x2,f,vol,25.0,13.0,6.0,5.0,0.24,0.38461538461538464,0.12499999999999989,0.24999999999999994,1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x2,gross,vol,37.0,13.0,1.0,5.0,0.02702702702702703,0.38461538461538464,0.0,0.24999999999999994,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|EWall|25.0|x4,K,f,21.0,49.0,0.0,11.0,0.0,0.22448979591836735,0.0,0.12499999999999989,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x4,K,gross,21.0,73.0,0.0,1.0,0.0,0.0136986301369863,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|EWall|25.0|x4,K,vol,21.0,25.0,0.0,10.0,0.0,0.4,0.0,0.3,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x4,band,f,17.0,49.0,0.0,11.0,0.0,0.22448979591836735,0.0,0.12499999999999989,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x4,band,gross,17.0,73.0,0.0,1.0,0.0,0.0136986301369863,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|EWall|25.0|x4,band,vol,17.0,25.0,0.0,10.0,0.0,0.4,0.0,0.3,-1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x4,f,gross,49.0,73.0,11.0,1.0,0.22448979591836735,0.0136986301369863,0.12499999999999989,0.0,1,1,1.0,0
409-window-cell,broad|EWall|25.0|x4,f,vol,49.0,25.0,11.0,10.0,0.22448979591836735,0.4,0.12499999999999989,0.3,1,-1,-1.0,0
409-window-cell,broad|EWall|25.0|x4,gross,vol,73.0,25.0,1.0,10.0,0.0136986301369863,0.4,0.0,0.3,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|10.0|PUB,K,f,6.0,13.0,0.0,4.0,0.0,0.3076923076923077,0.0,0.15000000000000002,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|PUB,K,gross,6.0,19.0,0.0,1.0,0.0,0.05263157894736842,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|TOP20|10.0|PUB,K,n,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|10.0|PUB,K,vol,6.0,7.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|TOP20|10.0|PUB,band,f,5.0,13.0,0.0,4.0,0.0,0.3076923076923077,0.0,0.15000000000000002,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|PUB,band,gross,5.0,19.0,0.0,1.0,0.0,0.05263157894736842,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|TOP20|10.0|PUB,band,n,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
409-window-cell,broad|TOP20|10.0|PUB,band,vol,5.0,7.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|TOP20|10.0|PUB,f,gross,13.0,19.0,4.0,1.0,0.3076923076923077,0.05263157894736842,0.15000000000000002,0.0,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|PUB,f,n,13.0,5.0,4.0,0.0,0.3076923076923077,0.0,0.15000000000000002,0.0,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|PUB,f,vol,13.0,7.0,4.0,1.0,0.3076923076923077,0.14285714285714285,0.15000000000000002,0.0,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|PUB,gross,n,19.0,5.0,1.0,0.0,0.05263157894736842,0.0,0.0,0.0,1,1,0.0,0
409-window-cell,broad|TOP20|10.0|PUB,gross,vol,19.0,7.0,1.0,1.0,0.05263157894736842,0.14285714285714285,0.0,0.0,0,-1,0.0,0
409-window-cell,broad|TOP20|10.0|PUB,n,vol,5.0,7.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,-1,-1,0.0,0
409-window-cell,broad|TOP20|10.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|10.0|x2,K,f,11.0,25.0,0.0,8.0,0.0,0.32,0.0,0.17500000000000002,-1,-1,-1.0,0
