panel,arm,cost,resolution,chooser,IS_empty,IS_lo,IS_hi,g_pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,pass4b,pass4a,turn_yr,leg_L1_H1,leg_L2_H2,leg_L3_OOS,leg_L4_DDcap,leg_L5_CAGRfloor
U56,BAND08,0.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.12188751623081617,1.1788570950897204,-0.19037403419352605,1.259768514205952,1.0918335008072486,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,0.0,STEP05,IS_MID,False,1.0,1.0,1.0,0.12188751623081617,1.1788570950897204,-0.19037403419352605,1.259768514205952,1.0918335008072486,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,0.0,STEP05,IS_SHARPE,False,1.0,1.0,1.0,0.12188751623081617,1.1788570950897204,-0.19037403419352605,1.259768514205952,1.0918335008072486,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,0.0,STEP01,IS_MID,False,0.98,1.0,0.99,0.12065408034353164,1.1789071782611977,-0.1885642770635373,1.259875571795433,1.0918152708818365,True,False,1.5333938915957646,True,True,True,True,True
U56,BAND08,0.0,STEP01,IS_SHARPE,False,0.98,1.0,1.0,0.12188751623081617,1.1788570950897204,-0.19037403419352605,1.259768514205952,1.0918335008072486,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,0.0,EXACT,IS_MID,False,0.9729612522125245,1.0,0.9864806261062622,0.1202200393436732,1.1789247822119557,-0.18792690227564413,1.2599132125467116,1.091808856093405,True,False,1.5281018442232501,True,True,True,True,True
U56,BAND08,0.0,EXACT,IS_SHARPE,False,0.9729612522125245,1.0,1.0,0.12188751623081617,1.1788570950897204,-0.19037403419352605,1.259768514205952,1.0918335008072486,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,RECORD8,IS_MID,False,1.0,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,RECORD8,IS_SHARPE,False,1.0,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,STEP05,IS_MID,False,1.0,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,STEP05,IS_SHARPE,False,1.0,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,STEP01,IS_MID,False,0.99,1.0,0.995,0.11954397197706479,1.1635959226204222,-0.18960110098887217,1.246127914475431,1.0745574388779635,True,False,1.5409172927195287,True,True,True,True,True
U56,BAND08,10.0,STEP01,IS_SHARPE,False,0.99,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,EXACT,IS_MID,False,0.9870845222473144,1.0,0.9935422611236572,0.11936690601212163,1.1636024918932608,-0.18933714911354382,1.2461427614201712,1.0745541260056604,True,False,1.5387232107757525,True,True,True,True,True
U56,BAND08,10.0,EXACT,IS_SHARPE,False,0.9870845222473144,1.0,1.0,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,BAND08,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,BAND08,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,BAND08,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,BAND08,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,BAND08,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,BAND03_M,0.0,RECORD8,IS_MID,False,1.0,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,RECORD8,IS_SHARPE,False,1.0,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,STEP05,IS_MID,False,1.0,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,STEP05,IS_SHARPE,False,1.0,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,STEP01,IS_MID,False,0.96,1.0,0.98,0.1274354910177955,1.2410088577301404,-0.18436686332286567,1.333381501070692,1.1409268011076474,True,False,1.6263329418118968,True,True,True,True,True
U56,BAND03_M,0.0,STEP01,IS_SHARPE,False,0.96,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,EXACT,IS_MID,False,0.9553488044738769,1.0,0.9776744022369385,0.12712559908872545,1.2410011308425803,-0.183962544197538,1.3333841629814014,1.1409067739636827,True,False,1.622489709060529,True,True,True,True,True
U56,BAND03_M,0.0,EXACT,IS_SHARPE,False,0.9553488044738769,1.0,1.0,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,RECORD8,IS_MID,False,1.0,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,RECORD8,IS_SHARPE,False,1.0,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,STEP05,IS_MID,False,1.0,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,STEP05,IS_SHARPE,False,1.0,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,STEP01,IS_MID,False,0.98,1.0,0.99,0.12691732382507825,1.225007020176153,-0.1863169012256597,1.319920593704822,1.1218386983085495,True,False,1.6428670273826333,True,True,True,True,True
U56,BAND03_M,10.0,STEP01,IS_SHARPE,False,0.98,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,EXACT,IS_MID,False,0.9709149532318114,1.0,0.9854574766159057,0.1263212073819857,1.2249912523008506,-0.18552748421973908,1.319925076325783,1.12179910870226,True,False,1.6353550917144004,True,True,True,True,True
U56,BAND03_M,10.0,EXACT,IS_SHARPE,False,0.9709149532318114,1.0,1.0,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,RECORD8,IS_MID,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,RECORD8,IS_SHARPE,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,STEP05,IS_MID,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,STEP05,IS_SHARPE,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,STEP01,IS_MID,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,STEP01,IS_SHARPE,False,1.0,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,EXACT,IS_MID,False,0.9952735252380371,1.0,0.9976367626190186,0.12512447114395697,1.2009168889471915,-0.18796451208135578,1.299681355130765,1.0930764725764963,True,False,1.6555002961819807,True,True,True,True,True
U56,BAND03_M,25.0,EXACT,IS_SHARPE,False,0.9952735252380371,1.0,1.0,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,CAND20_VS,0.0,RECORD8,IS_MID,False,0.85,0.85,0.85,0.13601332998611348,1.0928339159098563,-0.19471761981909252,1.1491993491563077,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,RECORD8,IS_SHARPE,False,0.85,0.85,0.85,0.13601332998611348,1.0928339159098563,-0.19471761981909252,1.1491993491563077,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,CAND20_VS,0.0,STEP10,IS_MID,False,0.8,0.9,0.8500000000000001,0.13601332998611348,1.0928339159098561,-0.19471761981909275,1.149199349156308,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,STEP10,IS_SHARPE,False,0.8,0.9,0.9,0.1440156819589773,1.0926329325149515,-0.20549780262348405,1.1487563576734545,1.0350417301611081,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,0.0,STEP05,IS_MID,False,0.8,0.9,0.8500000000000001,0.13601332998611348,1.0928339159098561,-0.19471761981909275,1.149199349156308,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,STEP05,IS_SHARPE,False,0.8,0.9,0.9,0.1440156819589773,1.0926329325149515,-0.20549780262348405,1.1487563576734545,1.0350417301611081,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,0.0,STEP01,IS_MID,False,0.76,0.94,0.85,0.13601332998611348,1.0928339159098563,-0.19471761981909252,1.1491993491563077,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,STEP01,IS_SHARPE,False,0.76,0.94,0.94,0.15041353848512395,1.0924710616124855,-0.21406821313788393,1.1484000090756363,1.0350635303633415,False,False,15.325681380447,True,True,True,False,True
U56,CAND20_VS,0.0,EXACT,IS_MID,False,0.7512090663909912,0.9474681257476805,0.8493385960693358,0.13590744067809601,1.0928365644765028,-0.1945745184033113,1.1492051909015457,1.035013895295888,True,False,13.852826115350013,True,True,True,True,True
U56,CAND20_VS,0.0,EXACT,IS_SHARPE,False,0.7512090663909912,0.9474681257476805,0.947468,0.15160757740910258,1.0924407331684938,-0.21566301920869801,1.1483332860205697,1.0350675828226321,False,False,15.447170934721187,True,True,True,False,True
U56,CAND20_VS,10.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,CAND20_VS,10.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,CAND20_VS,10.0,STEP10,IS_MID,False,0.9,0.9,0.9,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,STEP10,IS_SHARPE,False,0.9,0.9,0.9,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,STEP05,IS_MID,False,0.9,0.9,0.9,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,STEP05,IS_SHARPE,False,0.9,0.9,0.9,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,STEP01,IS_MID,False,0.86,0.9,0.88,0.12456971846765974,0.9807902429801846,-0.20219903439071107,1.0439519822542331,0.9160479326984378,True,False,14.350515716048099,True,True,True,True,True
U56,CAND20_VS,10.0,STEP01,IS_SHARPE,False,0.86,0.9,0.9,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,EXACT,IS_MID,False,0.8533507938385009,0.9023562750091554,0.8778535344238281,0.12427023789274294,0.9807966871641369,-0.2017345846827977,1.0439680253997,0.9160455141522574,True,False,14.315659163204618,True,True,True,True,True
U56,CAND20_VS,10.0,EXACT,IS_SHARPE,False,0.8533507938385009,0.9023562750091554,0.902356,0.12768686454449152,0.9807218501152173,-0.2070280761854303,1.0437833954448295,0.9160720655173822,False,False,14.71366576465526,True,True,True,False,True
U56,CAND20_VS,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,CAND20,0.0,RECORD8,IS_MID,False,0.75,0.85,0.8,0.1667676886255971,1.211466011466475,-0.19366674480486423,1.3183376860770433,1.1042373494706683,True,False,11.886270990956605,True,True,True,True,True
U56,CAND20,0.0,RECORD8,IS_SHARPE,False,0.75,0.85,0.75,0.15616147038181505,1.2114074022869266,-0.18220027327122867,1.3185070611801593,1.1039905131508425,True,False,11.148640207817037,True,True,True,True,True
U56,CAND20,0.0,STEP25,IS_MID,False,0.75,0.75,0.75,0.15616147038181505,1.2114074022869266,-0.18220027327122867,1.3185070611801593,1.1039905131508425,True,False,11.148640207817037,True,True,True,True,True
U56,CAND20,0.0,STEP25,IS_SHARPE,False,0.75,0.75,0.75,0.15616147038181505,1.2114074022869266,-0.18220027327122867,1.3185070611801593,1.1039905131508425,True,False,11.148640207817037,True,True,True,True,True
U56,CAND20,0.0,STEP10,IS_MID,False,0.7,0.8,0.75,0.15616147038181505,1.2114074022869266,-0.18220027327122867,1.3185070611801593,1.1039905131508425,True,False,11.148640207817037,True,True,True,True,True
U56,CAND20,0.0,STEP10,IS_SHARPE,False,0.7,0.8,0.7,0.14557394410381952,1.211347449705876,-0.17064917067723473,1.318673836398238,1.1037431498622539,True,False,10.411257053965699,True,True,True,True,True
U56,CAND20,0.0,STEP05,IS_MID,False,0.7,0.85,0.7749999999999999,0.1614623247479443,1.2114368751587636,-0.1879440825453399,1.3184226992803738,1.1041139974811887,True,False,11.5173873273016,True,True,True,True,True
U56,CAND20,0.0,STEP05,IS_SHARPE,False,0.7,0.85,0.7,0.14557394410381952,1.211347449705876,-0.17064917067723473,1.318673836398238,1.1037431498622539,True,False,10.411257053965699,True,True,True,True,True
U56,CAND20,0.0,STEP01,IS_MID,False,0.66,0.89,0.775,0.16146232474794453,1.2114368751587636,-0.1879440825453399,1.3184226992803736,1.1041139974811884,True,False,11.517387327301602,True,True,True,True,True
U56,CAND20,0.0,STEP01,IS_SHARPE,False,0.66,0.89,0.66,0.13711825240511044,1.2112985241357415,-0.16134729656544966,1.3188053916068447,1.1035448830140422,True,False,9.821381462022316,True,True,True,True,True
U56,CAND20,0.0,EXACT,IS_MID,False,0.6536063156127929,0.8919667867889404,0.7727865512008667,0.1609928135953822,1.2114342792606285,-0.18743639086461938,1.3184301947700912,1.10410306976257,True,False,11.48473263967293,True,True,True,True,True
U56,CAND20,0.0,EXACT,IS_SHARPE,False,0.6536063156127929,0.8919667867889404,0.653606,0.1357678396982096,1.2112906241955532,-0.15985536292673042,1.3188262674117226,1.1035131592379586,True,False,9.72708739929667,True,True,True,True,True
U56,CAND20,10.0,RECORD8,IS_MID,False,0.75,0.75,0.75,0.1433509071003305,1.1232848839586205,-0.18308339787488837,1.2350994809952833,1.0112026503519245,True,False,11.148640207817037,True,True,True,True,True
U56,CAND20,10.0,RECORD8,IS_SHARPE,False,0.75,0.75,0.75,0.1433509071003305,1.1232848839586205,-0.18308339787488837,1.2350994809952833,1.0112026503519245,True,False,11.148640207817037,True,True,True,True,True
U56,CAND20,10.0,STEP25,IS_MID,False,0.75,0.75,0.75,0.1433509071003305,1.1232848839586205,-0.18308339787488837,1.2350994809952833,1.0112026503519245,True,False,11.148640207817037,True,True,True,True,True
U56,CAND20,10.0,STEP25,IS_SHARPE,False,0.75,0.75,0.75,0.1433509071003305,1.1232848839586205,-0.18308339787488837,1.2350994809952833,1.0112026503519245,True,False,11.148640207817037,True,True,True,True,True
U56,CAND20,10.0,STEP10,IS_MID,False,0.8,0.8,0.8,0.1529898002731398,1.1234012656843146,-0.19459528306662865,1.2349982298742266,1.011495335386825,True,False,11.886270990956605,True,True,True,True,True
U56,CAND20,10.0,STEP10,IS_SHARPE,False,0.8,0.8,0.8,0.1529898002731398,1.1234012656843146,-0.19459528306662865,1.2349982298742266,1.011495335386825,True,False,11.886270990956605,True,True,True,True,True
U56,CAND20,10.0,STEP05,IS_MID,False,0.75,0.8,0.775,0.1481700495370768,1.1233443846459743,-0.1888500997929009,1.2350505439486597,1.0113499824026668,True,False,11.517387327301602,True,True,True,True,True
U56,CAND20,10.0,STEP05,IS_SHARPE,False,0.75,0.8,0.8,0.1529898002731398,1.1234012656843146,-0.19459528306662865,1.2349982298742266,1.011495335386825,True,False,11.886270990956605,True,True,True,True,True
U56,CAND20,10.0,STEP01,IS_MID,False,0.73,0.84,0.7849999999999999,0.1500978777632529,1.123367385380336,-0.19115075726188768,1.2350298780708777,1.0114083752659633,True,False,11.664931794869613,True,True,True,True,True
U56,CAND20,10.0,STEP01,IS_SHARPE,False,0.73,0.84,0.81,0.1549178435259866,1.1234233936592861,-0.1968873279077923,1.2349765438407738,1.0115529529278222,True,False,12.033853766082526,True,True,True,True,True
U56,CAND20,10.0,EXACT,IS_MID,False,0.7262537364959716,0.8408511900177,0.7835524632568358,0.14981881059889313,1.12336407278211,-0.19081794194807056,1.235032881055922,1.0113999459571739,True,False,11.643574003223062,True,True,True,True,True
U56,CAND20,10.0,EXACT,IS_SHARPE,False,0.7262537364959716,0.8408511900177,0.80697,0.15433363916550924,1.1234167260132317,-0.19619320198493484,1.234983175982227,1.0115355099019405,True,False,11.989134270617118,True,True,True,True,True
U56,CAND20,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,CAND20,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,CAND20,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,CAND20,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,CAND20,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,CAND20,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,CAND10,0.0,RECORD8,IS_MID,False,0.75,0.75,0.75,0.1656408296367473,1.0861595094775525,-0.1747359903862774,1.1363347315237282,1.0383901269826212,True,False,15.040118193216292,True,True,True,True,True
U56,CAND10,0.0,RECORD8,IS_SHARPE,False,0.75,0.75,0.75,0.1656408296367473,1.0861595094775525,-0.1747359903862774,1.1363347315237282,1.0383901269826212,True,False,15.040118193216292,True,True,True,True,True
U56,CAND10,0.0,STEP25,IS_MID,False,0.75,0.75,0.75,0.1656408296367473,1.0861595094775525,-0.1747359903862774,1.1363347315237282,1.0383901269826212,True,False,15.040118193216292,True,True,True,True,True
U56,CAND10,0.0,STEP25,IS_SHARPE,False,0.75,0.75,0.75,0.1656408296367473,1.0861595094775525,-0.1747359903862774,1.1363347315237282,1.0383901269826212,True,False,15.040118193216292,True,True,True,True,True
U56,CAND10,0.0,STEP10,IS_MID,False,0.7,0.7,0.7,0.15455642549321835,1.085838482253825,-0.16362312299817228,1.1358034638572452,1.0382936253211719,True,False,14.043955256883272,True,True,True,True,True
U56,CAND10,0.0,STEP10,IS_SHARPE,False,0.7,0.7,0.7,0.15455642549321835,1.085838482253825,-0.16362312299817228,1.1358034638572452,1.0382936253211719,True,False,14.043955256883272,True,True,True,True,True
U56,CAND10,0.0,STEP05,IS_MID,False,0.65,0.75,0.7,0.15455642549321835,1.085838482253825,-0.16362312299817228,1.1358034638572452,1.0382936253211719,True,False,14.043955256883272,True,True,True,True,True
U56,CAND10,0.0,STEP05,IS_SHARPE,False,0.65,0.75,0.75,0.1656408296367473,1.0861595094775525,-0.1747359903862774,1.1363347315237282,1.0383901269826212,True,False,15.040118193216292,True,True,True,True,True
U56,CAND10,0.0,STEP01,IS_MID,False,0.63,0.77,0.7,0.15455642549321835,1.085838482253825,-0.16362312299817228,1.1358034638572452,1.0382936253211719,True,False,14.043955256883272,True,True,True,True,True
