panel,arm,cost,resolution,chooser,IS_empty,IS_lo,IS_hi,g_pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,pass4b,pass4a,turn_yr,leg_L1_H1,leg_L2_H2,leg_L3_OOS,leg_L4_DDcap,leg_L5_CAGRfloor
B136,BAND08,10.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.11047139028283737,1.0974353329692363,-0.19499148724221482,1.2176638022213346,0.9627844805980778,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,10.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.11047139028283737,1.0974353329692363,-0.19499148724221482,1.2176638022213346,0.9627844805980778,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,10.0,STEP10,IS_MID,False,0.9,1.0,0.95,0.10492394119371351,1.0977271463995264,-0.1857228030347956,1.2181907230858822,0.9627564593628576,False,False,1.6456139923337638,True,True,True,True,False
B136,BAND08,10.0,STEP10,IS_SHARPE,False,0.9,1.0,1.0,0.11047139028283737,1.0974353329692363,-0.19499148724221482,1.2176638022213346,0.9627844805980778,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,10.0,STEP05,IS_MID,False,0.9,1.0,0.95,0.10492394119371351,1.0977271463995264,-0.1857228030347956,1.2181907230858822,0.9627564593628576,False,False,1.6456139923337638,True,True,True,True,False
B136,BAND08,10.0,STEP05,IS_SHARPE,False,0.9,1.0,1.0,0.11047139028283737,1.0974353329692363,-0.19499148724221482,1.2176638022213346,0.9627844805980778,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,10.0,STEP01,IS_MID,False,0.89,1.0,0.9450000000000001,0.10436920194657695,1.0977559075677732,-0.18479316429070536,1.2182428628323503,0.9627534397857417,False,False,1.6372148385312124,True,True,True,True,False
B136,BAND08,10.0,STEP01,IS_SHARPE,False,0.89,1.0,1.0,0.11047139028283737,1.0974353329692363,-0.19499148724221482,1.2176638022213346,0.9627844805980778,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,10.0,EXACT,IS_MID,False,0.888487174987793,1.0,0.9442435874938965,0.10428527997222004,1.0977602531739783,-0.18465248194544015,1.2182507434600127,0.9627529803050182,False,False,1.6359442561581643,True,True,True,True,False
B136,BAND08,10.0,EXACT,IS_SHARPE,False,0.888487174987793,1.0,1.0,0.11047139028283737,1.0974353329692363,-0.19499148724221482,1.2176638022213346,0.9627844805980778,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,25.0,RECORD8,IS_MID,False,0.95,1.0,0.975,0.10489657155138099,1.0714759481720437,-0.19065072698479546,1.1959089554799374,0.9306821971166502,False,False,1.6876417265405692,True,True,True,True,False
B136,BAND08,25.0,RECORD8,IS_SHARPE,False,0.95,1.0,1.0,0.10759328441908633,1.0713509241482713,-0.19528382638092212,1.1956671133643626,0.930714027724288,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,25.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.10759328441908633,1.0713509241482713,-0.19528382638092212,1.1956671133643626,0.930714027724288,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,25.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.10759328441908633,1.0713509241482713,-0.19528382638092212,1.1956671133643626,0.930714027724288,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,25.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.10759328441908633,1.0713509241482713,-0.19528382638092212,1.1956671133643626,0.930714027724288,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,25.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.10759328441908633,1.0713509241482713,-0.19528382638092212,1.1956671133643626,0.930714027724288,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,25.0,STEP05,IS_MID,False,0.95,1.0,0.975,0.10489657155138099,1.0714759481720437,-0.19065072698479546,1.1959089554799374,0.9306821971166502,False,False,1.6876417265405692,True,True,True,True,False
B136,BAND08,25.0,STEP05,IS_SHARPE,False,0.95,1.0,1.0,0.10759328441908633,1.0713509241482713,-0.19528382638092212,1.1956671133643626,0.930714027724288,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,25.0,STEP01,IS_MID,False,0.91,1.0,0.9550000000000001,0.1027388522244348,1.0715730692155012,-0.18693525375794595,1.1960990872747483,0.9306544647536082,False,False,1.6540148238037373,True,True,True,True,False
B136,BAND08,25.0,STEP01,IS_SHARPE,False,0.91,1.0,1.0,0.10759328441908633,1.0713509241482713,-0.19528382638092212,1.1956671133643626,0.930714027724288,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,25.0,EXACT,IS_MID,False,0.9072769584655762,1.0,0.9536384792327881,0.10259195337812899,1.0715795903617433,-0.1866820278203002,1.1961119159233498,0.9306525199565239,False,False,1.6517271560308875,True,True,True,True,False
B136,BAND08,25.0,EXACT,IS_SHARPE,False,0.9072769584655762,1.0,1.0,0.10759328441908633,1.0713509241482713,-0.19528382638092212,1.1956671133643626,0.930714027724288,True,False,1.72974589812109,True,True,True,True,True
B136,BAND03_M,0.0,RECORD8,IS_MID,False,0.95,1.0,0.975,0.10965238235264918,1.1039502365377072,-0.2000184360352656,1.2085057600862577,0.9905583751347815,True,False,1.8856870999730815,True,True,True,True,True
B136,BAND03_M,0.0,RECORD8,IS_SHARPE,False,0.95,1.0,1.0,0.1125056129475448,1.1040001010177798,-0.20473775503796443,1.208556814777991,0.9906189444766658,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,0.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.1125056129475448,1.1040001010177798,-0.20473775503796443,1.208556814777991,0.9906189444766658,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,0.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.1125056129475448,1.1040001010177798,-0.20473775503796443,1.208556814777991,0.9906189444766658,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,0.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.1125056129475448,1.1040001010177798,-0.20473775503796443,1.208556814777991,0.9906189444766658,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,0.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.1125056129475448,1.1040001010177798,-0.20473775503796443,1.208556814777991,0.9906189444766658,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,0.0,STEP05,IS_MID,False,0.95,1.0,0.975,0.10965238235264918,1.1039502365377072,-0.2000184360352656,1.2085057600862577,0.9905583751347815,True,False,1.8856870999730815,True,True,True,True,True
B136,BAND03_M,0.0,STEP05,IS_SHARPE,False,0.95,1.0,1.0,0.1125056129475448,1.1040001010177798,-0.20473775503796443,1.208556814777991,0.9906189444766658,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,0.0,STEP01,IS_MID,False,0.92,1.0,0.96,0.10794132366265785,1.103920220723402,-0.19717749351981895,1.2084749555304286,0.9905220960997226,True,False,1.8568998374206598,True,True,True,True,True
B136,BAND03_M,0.0,STEP01,IS_SHARPE,False,0.92,1.0,1.0,0.1125056129475448,1.1040001010177798,-0.20473775503796443,1.208556814777991,0.9906189444766658,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,0.0,EXACT,IS_MID,False,0.9103292751312256,1.0,0.9551646375656129,0.10738989261577903,1.103910529330627,-0.1962601962461783,1.2084649979149116,0.9905104112164974,True,False,1.8476228122222738,True,True,True,True,True
B136,BAND03_M,0.0,EXACT,IS_SHARPE,False,0.9103292751312256,1.0,1.0,0.1125056129475448,1.1040001010177798,-0.20473775503796443,1.208556814777991,0.9906189444766658,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,10.0,RECORD8,IS_MID,False,0.95,1.0,0.975,0.10756384298994215,1.084957020947255,-0.2002887949845804,1.1931231335250734,0.9662866410594705,True,False,1.8856870999730815,True,True,True,True,True
B136,BAND03_M,10.0,RECORD8,IS_SHARPE,False,0.95,1.0,1.0,0.1103584979956771,1.0850147956378027,-0.20501364063176808,1.1931814257334086,0.9663545487232423,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,10.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.1103584979956771,1.0850147956378027,-0.20501364063176808,1.1931814257334086,0.9663545487232423,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,10.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.1103584979956771,1.0850147956378027,-0.20501364063176808,1.1931814257334086,0.9663545487232423,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,10.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.1103584979956771,1.0850147956378027,-0.20501364063176808,1.1931814257334086,0.9663545487232423,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,10.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.1103584979956771,1.0850147956378027,-0.20501364063176808,1.1931814257334086,0.9663545487232423,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,10.0,STEP05,IS_MID,False,0.95,1.0,0.975,0.10756384298994215,1.084957020947255,-0.2002887949845804,1.1931231335250734,0.9662866410594705,True,False,1.8856870999730815,True,True,True,True,True
B136,BAND03_M,10.0,STEP05,IS_SHARPE,False,0.95,1.0,1.0,0.1103584979956771,1.0850147956378027,-0.20501364063176808,1.1931814257334086,0.9663545487232423,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,10.0,STEP01,IS_MID,False,0.93,1.0,0.9650000000000001,0.10644640731345967,1.0849337187660097,-0.19839338493600478,1.1930996140405365,0.9662593270405433,False,False,1.866494524515715,True,True,True,True,False
B136,BAND03_M,10.0,STEP01,IS_SHARPE,False,0.93,1.0,1.0,0.1103584979956771,1.0850147956378027,-0.20501364063176808,1.1931814257334086,0.9663545487232423,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,10.0,EXACT,IS_MID,False,0.9255765819549561,1.0,0.9627882909774781,0.10619929637011527,1.0849285516657912,-0.19797375234936,1.193094397097732,0.9662532771698876,False,False,1.8622502408667496,True,True,True,True,False
B136,BAND03_M,10.0,EXACT,IS_SHARPE,False,0.9255765819549561,1.0,1.0,0.1103584979956771,1.0850147956378027,-0.20501364063176808,1.1931814257334086,0.9663545487232423,False,False,1.933692111607372,True,True,True,False,True
B136,BAND03_M,25.0,RECORD8,IS_MID,False,0.95,1.0,0.975,0.10443767425823558,1.0563909584804423,-0.2006943334085527,1.1699824716326888,0.929796653026009,False,False,1.8856870999730815,True,True,True,True,False
B136,BAND03_M,25.0,RECORD8,IS_SHARPE,False,0.95,1.0,1.0,0.10714482535714875,1.056460642956867,-0.20542746902247355,1.170051661263764,0.9298755975412757,False,False,1.933692111607372,True,True,True,False,False
B136,BAND03_M,25.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.10714482535714875,1.056460642956867,-0.20542746902247355,1.170051661263764,0.9298755975412757,False,False,1.933692111607372,True,True,True,False,False
B136,BAND03_M,25.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.10714482535714875,1.056460642956867,-0.20542746902247355,1.170051661263764,0.9298755975412757,False,False,1.933692111607372,True,True,True,False,False
B136,BAND03_M,25.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.10714482535714875,1.056460642956867,-0.20542746902247355,1.170051661263764,0.9298755975412757,False,False,1.933692111607372,True,True,True,False,False
B136,BAND03_M,25.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.10714482535714875,1.056460642956867,-0.20542746902247355,1.170051661263764,0.9298755975412757,False,False,1.933692111607372,True,True,True,False,False
B136,BAND03_M,25.0,STEP05,IS_MID,False,0.95,1.0,0.975,0.10443767425823558,1.0563909584804423,-0.2006943334085527,1.1699824716326888,0.929796653026009,False,False,1.8856870999730815,True,True,True,True,False
B136,BAND03_M,25.0,STEP05,IS_SHARPE,False,0.95,1.0,1.0,0.10714482535714875,1.056460642956867,-0.20542746902247355,1.170051661263764,0.9298755975412757,False,False,1.933692111607372,True,True,True,False,False
B136,BAND03_M,25.0,STEP01,IS_MID,False,0.95,1.0,0.975,0.10443767425823558,1.0563909584804423,-0.2006943334085527,1.1699824716326888,0.929796653026009,False,False,1.8856870999730815,True,True,True,True,False
B136,BAND03_M,25.0,STEP01,IS_SHARPE,False,0.95,1.0,1.0,0.10714482535714875,1.056460642956867,-0.20542746902247355,1.170051661263764,0.9298755975412757,False,False,1.933692111607372,True,True,True,False,False
B136,BAND03_M,25.0,EXACT,IS_MID,False,0.9494564151763916,1.0,0.9747282075881958,0.10440824882808819,1.0563901934363389,-0.20064276832490613,1.1699817129935464,0.9297957862763632,False,False,1.8851653780848006,True,True,True,True,False
B136,BAND03_M,25.0,EXACT,IS_SHARPE,False,0.9494564151763916,1.0,1.0,0.10714482535714875,1.056460642956867,-0.20542746902247355,1.170051661263764,0.9298755975412757,False,False,1.933692111607372,True,True,True,False,False
B136,CAND20_VS,0.0,RECORD8,IS_MID,False,0.75,1.0,0.875,0.11097334022684846,0.8955600352503637,-0.20524442863816805,1.0064586500417638,0.7718303427570501,False,False,21.874438499366526,True,True,True,False,True
B136,CAND20_VS,0.0,RECORD8,IS_SHARPE,False,0.75,1.0,1.0,0.12633820431731957,0.8950503466922057,-0.232179664682586,1.0057425665797581,0.7714797896244727,False,False,24.999001924843594,True,True,True,False,True
B136,CAND20_VS,0.0,STEP25,IS_MID,False,0.75,1.0,0.875,0.11097334022684846,0.8955600352503637,-0.20524442863816805,1.0064586500417638,0.7718303427570501,False,False,21.874438499366526,True,True,True,False,True
B136,CAND20_VS,0.0,STEP25,IS_SHARPE,False,0.75,1.0,1.0,0.12633820431731957,0.8950503466922057,-0.232179664682586,1.0057425665797581,0.7714797896244727,False,False,24.999001924843594,True,True,True,False,True
B136,CAND20_VS,0.0,STEP10,IS_MID,False,0.7,1.0,0.85,0.10788218195806665,0.8956611872865651,-0.19978720742392175,1.0066006984731186,0.7718999230536435,True,False,21.250324933286965,True,True,True,True,True
B136,CAND20_VS,0.0,STEP10,IS_SHARPE,False,0.7,1.0,1.0,0.12633820431731957,0.8950503466922057,-0.232179664682586,1.0057425665797581,0.7714797896244727,False,False,24.999001924843594,True,True,True,False,True
B136,CAND20_VS,0.0,STEP05,IS_MID,False,0.7,1.0,0.85,0.10788218195806665,0.8956611872865651,-0.19978720742392175,1.0066006984731186,0.7718999230536435,True,False,21.250324933286965,True,True,True,True,True
B136,CAND20_VS,0.0,STEP05,IS_SHARPE,False,0.7,1.0,1.0,0.12633820431731957,0.8950503466922057,-0.232179664682586,1.0057425665797581,0.7714797896244727,False,False,24.999001924843594,True,True,True,False,True
B136,CAND20_VS,0.0,STEP01,IS_MID,False,0.69,1.0,0.845,0.10726324928934794,0.8956813862893479,-0.19869294589861886,1.0066290613386162,0.771913818080261,False,False,21.12552945567756,True,True,True,True,False
B136,CAND20_VS,0.0,STEP01,IS_SHARPE,False,0.69,1.0,1.0,0.12633820431731957,0.8950503466922057,-0.232179664682586,1.0057425665797581,0.7714797896244727,False,False,24.999001924843594,True,True,True,False,True
B136,CAND20_VS,0.0,EXACT,IS_MID,False,0.6851183681488037,1.0,0.8425591840744018,0.10696102493528326,0.8956912428969552,-0.1981584263361873,1.0066429013739655,0.7719205985786439,False,False,21.064613363040415,True,True,True,True,False
B136,CAND20_VS,0.0,EXACT,IS_SHARPE,False,0.6851183681488037,1.0,1.0,0.12633820431731957,0.8950503466922057,-0.232179664682586,1.0057425665797581,0.7714797896244727,False,False,24.999001924843594,True,True,True,False,True
B136,CAND20_VS,10.0,RECORD8,IS_MID,False,0.85,1.0,0.925,0.09160699832840025,0.7223455994845314,-0.21980603030067802,0.8474095298888876,0.5810190309152322,False,False,23.123365497830246,False,False,True,False,False
B136,CAND20_VS,10.0,RECORD8,IS_SHARPE,False,0.85,1.0,1.0,0.09853542067942844,0.7221254075818885,-0.23612632823971413,0.8471181284374839,0.5808060097093101,False,False,24.999001924843594,False,False,True,False,False
B136,CAND20_VS,10.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.09853542067942844,0.7221254075818885,-0.23612632823971413,0.8471181284374839,0.5808060097093101,False,False,24.999001924843594,False,False,True,False,False
B136,CAND20_VS,10.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.09853542067942844,0.7221254075818885,-0.23612632823971413,0.8471181284374839,0.5808060097093101,False,False,24.999001924843594,False,False,True,False,False
B136,CAND20_VS,10.0,STEP10,IS_MID,False,0.9,1.0,0.95,0.0939262789601174,0.7222745172910915,-0.22527033773654048,0.8473147135098589,0.5809505036736505,False,False,23.748243930903584,False,False,True,False,False
B136,CAND20_VS,10.0,STEP10,IS_SHARPE,False,0.9,1.0,1.0,0.09853542067942844,0.7221254075818885,-0.23612632823971413,0.8471181284374839,0.5808060097093101,False,False,24.999001924843594,False,False,True,False,False
B136,CAND20_VS,10.0,STEP05,IS_MID,False,0.85,1.0,0.925,0.09160699832840025,0.7223455994845314,-0.21980603030067802,0.8474095298888876,0.5810190309152322,False,False,23.123365497830246,False,False,True,False,False
B136,CAND20_VS,10.0,STEP05,IS_SHARPE,False,0.85,1.0,1.0,0.09853542067942844,0.7221254075818885,-0.23612632823971413,0.8471181284374839,0.5808060097093101,False,False,24.999001924843594,False,False,True,False,False
B136,CAND20_VS,10.0,STEP01,IS_MID,False,0.83,1.0,0.915,0.09067658057424932,0.7223733929141571,-0.21761348654272716,0.8474466512338391,0.581045948066237,False,False,22.873497326834894,False,False,True,False,False
B136,CAND20_VS,10.0,STEP01,IS_SHARPE,False,0.83,1.0,1.0,0.09853542067942844,0.7221254075818885,-0.23612632823971413,0.8471181284374839,0.5808060097093101,False,False,24.999001924843594,False,False,True,False,False
B136,CAND20_VS,10.0,EXACT,IS_MID,False,0.8243000106811522,1.0,0.9121500053405761,0.09041112877906277,0.722381233146697,-0.2169878943442921,0.847457151766957,0.5810535312779291,False,False,22.802295098955387,False,False,True,False,False
B136,CAND20_VS,10.0,EXACT,IS_SHARPE,False,0.8243000106811522,1.0,1.0,0.09853542067942844,0.7221254075818885,-0.23612632823971413,0.8471181284374839,0.5808060097093101,False,False,24.999001924843594,False,False,True,False,False
B136,CAND20_VS,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
B136,CAND20_VS,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
B136,CAND20_VS,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
B136,CAND20_VS,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
B136,CAND20_VS,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
B136,CAND20_VS,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
B136,CAND20,0.0,RECORD8,IS_MID,False,0.6,0.6,0.6,0.11216181253674251,0.9773497550831868,-0.16179158368822644,1.0008252323139675,0.9528968821454101,True,False,11.914009386349917,True,True,True,True,True
B136,CAND20,0.0,RECORD8,IS_SHARPE,False,0.6,0.6,0.6,0.11216181253674251,0.9773497550831868,-0.16179158368822644,1.0008252323139675,0.9528968821454101,True,False,11.914009386349917,True,True,True,True,True
B136,CAND20,0.0,STEP25,-,True,,,,,,,,,,,,,,,,
B136,CAND20,0.0,STEP10,IS_MID,False,0.6,0.7,0.6499999999999999,0.12144879755760285,0.9776536899653588,-0.17457860517911616,1.001236740862092,0.9530872976816746,True,False,12.899301695973087,True,True,True,True,True
B136,CAND20,0.0,STEP10,IS_SHARPE,False,0.6,0.7,0.7,0.130718701557075,0.9779565966023658,-0.1872596840312345,1.0016482686511858,0.9532756352906304,True,False,13.88439858633262,True,True,True,True,True
B136,CAND20,0.0,STEP05,IS_MID,False,0.55,0.7,0.625,0.11680733159379275,0.9775018517295251,-0.1681983517387382,1.0010309864265758,0.9529923489639338,True,False,12.406697264099048,True,True,True,True,True
B136,CAND20,0.0,STEP05,IS_SHARPE,False,0.55,0.7,0.7,0.130718701557075,0.9779565966023658,-0.1872596840312345,1.0016482686511858,0.9532756352906304,True,False,13.88439858633262,True,True,True,True,True
B136,CAND20,0.0,STEP01,IS_MID,False,0.52,0.73,0.625,0.11680733159379275,0.9775018517295251,-0.1681983517387382,1.0010309864265758,0.9529923489639338,True,False,12.406697264099048,True,True,True,True,True
B136,CAND20,0.0,STEP01,IS_SHARPE,False,0.52,0.73,0.73,0.13627171907256241,0.9781378513895055,-0.1948175753187762,1.0018952093330253,0.9533876358227176,True,False,14.475627335380404,True,True,True,True,True
B136,CAND20,0.0,EXACT,IS_MID,False,0.513111234664917,0.7384134630432128,0.6257623488540649,0.11694892925620848,0.9775064856905796,-0.16839330268773356,1.001037260665178,0.952995251991343,True,False,12.42172033794435,True,True,True,True,True
B136,CAND20,0.0,EXACT,IS_SHARPE,False,0.513111234664917,0.7384134630432128,0.738413,0.1378277016399394,0.9781886157851728,-0.19693023432928336,1.0019644642966425,0.9534189091501688,True,False,14.641436076336177,True,True,True,True,True
B136,CAND20,10.0,RECORD8,IS_MID,False,0.6,0.6,0.6,0.0989941167035977,0.874280608662514,-0.16237086157237213,0.9015732775403464,0.84581512178073,False,False,11.914009386349917,False,True,True,True,False
B136,CAND20,10.0,RECORD8,IS_SHARPE,False,0.6,0.6,0.6,0.0989941167035977,0.874280608662514,-0.16237086157237213,0.9015732775403464,0.84581512178073,False,False,11.914009386349917,False,True,True,True,False
B136,CAND20,10.0,STEP25,-,True,,,,,,,,,,,,,,,,
B136,CAND20,10.0,STEP10,IS_MID,False,0.6,0.7,0.6499999999999999,0.10708045069748184,0.8746716549215857,-0.17519559641833238,0.9021132630967924,0.8460455001777868,False,False,12.899301695973087,False,True,True,True,False
B136,CAND20,10.0,STEP10,IS_SHARPE,False,0.6,0.7,0.7,0.1151332126130089,0.8750552944038433,-0.187912981140142,0.9026463049621047,0.8462678924532698,False,False,13.88439858633262,False,True,True,True,True
B136,CAND20,10.0,STEP05,IS_MID,False,0.6,0.7,0.6499999999999999,0.10708045069748184,0.8746716549215857,-0.17519559641833238,0.9021132630967924,0.8460455001777868,False,False,12.899301695973087,False,True,True,True,False
B136,CAND20,10.0,STEP05,IS_SHARPE,False,0.6,0.7,0.7,0.1151332126130089,0.8750552944038433,-0.187912981140142,0.9026463049621047,0.8462678924532698,False,False,13.88439858633262,False,True,True,True,True
B136,CAND20,10.0,STEP01,IS_MID,False,0.57,0.72,0.645,0.1062732949103089,0.8746328697683047,-0.17391795397896048,0.9020595574933119,0.846022813857144,False,False,12.800786837223015,False,True,True,True,False
B136,CAND20,10.0,STEP01,IS_SHARPE,False,0.57,0.72,0.72,0.11834437503832529,0.8752059234124822,-0.19297012652091827,0.9028571028121998,0.8463535690206382,False,False,14.278539619841215,False,True,True,True,True
B136,CAND20,10.0,EXACT,IS_MID,False,0.5687296409606934,0.7238752226104735,0.6463024317855834,0.10648358076574138,0.874642983718781,-0.17425086589893002,0.9020735618383772,0.8460287303702967,False,False,12.826448306990505,False,True,True,True,False
B136,CAND20,10.0,EXACT,IS_SHARPE,False,0.5687296409606934,0.7238752226104735,0.723875,0.11896586560383215,0.8752349370161405,-0.19394798072117936,0.902897757080566,0.8463700141976284,False,False,14.354911152642874,False,True,True,True,True
B136,CAND20,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
B136,CAND20,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
B136,CAND20,25.0,STEP10,IS_MID,False,0.7,0.7,0.7,0.09214777511624495,0.7204536930943489,-0.18889228354510879,0.7540719994488612,0.6852961851749934,False,False,13.88439858633262,False,False,True,True,False
B136,CAND20,25.0,STEP10,IS_SHARPE,False,0.7,0.7,0.7,0.09214777511624495,0.7204536930943489,-0.18889228354510879,0.7540719994488612,0.6852961851749934,False,False,13.88439858633262,False,False,True,True,False
B136,CAND20,25.0,STEP05,IS_MID,False,0.7,0.7,0.7,0.09214777511624495,0.7204536930943489,-0.18889228354510879,0.7540719994488612,0.6852961851749934,False,False,13.88439858633262,False,False,True,True,False
B136,CAND20,25.0,STEP05,IS_SHARPE,False,0.7,0.7,0.7,0.09214777511624495,0.7204536930943489,-0.18889228354510879,0.7540719994488612,0.6852961851749934,False,False,13.88439858633262,False,False,True,True,False
B136,CAND20,25.0,STEP01,IS_MID,False,0.69,0.7,0.695,0.09152196073386265,0.7204042258406488,-0.18762001392478478,0.7540013018139166,0.6852700833558607,False,False,13.785879384251498,False,False,True,True,False
B136,CAND20,25.0,STEP01,IS_SHARPE,False,0.69,0.7,0.7,0.09214777511624495,0.7204536930943489,-0.18889228354510879,0.7540719994488612,0.6852961851749934,False,False,13.88439858633262,False,False,True,True,False
B136,CAND20,25.0,EXACT,IS_MID,False,0.6807526130676269,0.7030448507537842,0.6918987319107055,0.09113351410506865,0.7203734330597554,-0.18683034852829428,0.7539573936790344,0.6852537260407173,False,False,13.724774031174892,False,False,True,True,False
B136,CAND20,25.0,EXACT,IS_SHARPE,False,0.6807526130676269,0.7030448507537842,0.703045,0.09252861170032811,0.7204836612684544,-0.18966659369083927,0.7541149235168633,0.6853118945408325,False,False,13.944401207578696,False,False,True,True,False
B136,CAND10,0.0,RECORD8,IS_MID,False,0.5,0.5,0.5,0.09899842575908613,0.8765931334498986,-0.1457214497020689,0.8481295329040076,0.9038844439796563,False,False,12.44616734450733,False,True,True,True,False
B136,CAND10,0.0,RECORD8,IS_SHARPE,False,0.5,0.5,0.5,0.09899842575908613,0.8765931334498986,-0.1457214497020689,0.8481295329040076,0.9038844439796563,False,False,12.44616734450733,False,True,True,True,False
B136,CAND10,0.0,STEP25,IS_MID,False,0.5,0.5,0.5,0.09899842575908613,0.8765931334498986,-0.1457214497020689,0.8481295329040076,0.9038844439796563,False,False,12.44616734450733,False,True,True,True,False
B136,CAND10,0.0,STEP25,IS_SHARPE,False,0.5,0.5,0.5,0.09899842575908613,0.8765931334498986,-0.1457214497020689,0.8481295329040076,0.9038844439796563,False,False,12.44616734450733,False,True,True,True,False
B136,CAND10,0.0,STEP10,IS_MID,False,0.5,0.5,0.5,0.09899842575908613,0.8765931334498986,-0.1457214497020689,0.8481295329040076,0.9038844439796563,False,False,12.44616734450733,False,True,True,True,False
B136,CAND10,0.0,STEP10,IS_SHARPE,False,0.5,0.5,0.5,0.09899842575908613,0.8765931334498986,-0.1457214497020689,0.8481295329040076,0.9038844439796563,False,False,12.44616734450733,False,True,True,True,False
B136,CAND10,0.0,STEP05,IS_MID,False,0.45,0.55,0.5,0.09899842575908613,0.8765931334498986,-0.1457214497020689,0.8481295329040076,0.9038844439796563,False,False,12.44616734450733,False,True,True,True,False
B136,CAND10,0.0,STEP05,IS_SHARPE,False,0.45,0.55,0.55,0.10874132217889998,0.8774358276525019,-0.15957740978420842,0.849014348979319,0.9046921684579352,False,False,13.681504263732066,False,True,True,True,True
B136,CAND10,0.0,STEP01,IS_MID,False,0.44,0.55,0.495,0.0980221247437687,0.8765088472644443,-0.14432878989070808,0.8480412185333777,0.9038034904294592,False,False,12.322586837180571,False,True,True,True,False
B136,CAND10,0.0,STEP01,IS_SHARPE,False,0.44,0.55,0.55,0.10874132217889998,0.8774358276525019,-0.15957740978420842,0.849014348979319,0.9046921684579352,False,False,13.681504263732066,False,True,True,True,True
B136,CAND10,0.0,EXACT,IS_MID,False,0.43752761268615725,0.555413421081543,0.49647051688385013,0.09830929521288656,0.8765336364528122,-0.1447385093602349,0.8480671889768394,0.9038273025579467,False,False,12.358933343116389,False,True,True,True,False
B136,CAND10,0.0,EXACT,IS_SHARPE,False,0.43752761268615725,0.555413421081543,0.555413,0.10979383432664047,0.877527040759768,-0.1610697642859611,0.8491103245319289,0.9047794150435856,False,False,13.815204937308417,False,True,True,True,True
B136,CAND10,10.0,RECORD8,IS_MID,False,0.5,0.5,0.5,0.08541366261831485,0.768885340210783,-0.14625325664655242,0.7431883562904327,0.7935236361559752,False,False,12.44616734450733,False,True,True,True,False
