selector,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,book,family,m,cost,dOOS
ORACLE-OOS,MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
S0 do-nothing,-,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
RANDOM (same pool),R3/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
C-MOM/POS,MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
C-R3/POS,R3/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
C-R3/NEG,R3/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.2,25.0,0.0
S0 do-nothing,-,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
RANDOM (same pool),REBASED/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
C-MOM/POS,MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
C-R3/POS,R3/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
C-R3/NEG,R3/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.5,10.0,0.0
S0 do-nothing,-,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
RANDOM (same pool),MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
C-MOM/POS,MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
C-R3/POS,R3/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
C-R3/NEG,R3/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,0.5,25.0,0.0
S0 do-nothing,-,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
RANDOM (same pool),R3/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
C-MOM/POS,MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
C-R3/POS,R3/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
C-R3/NEG,R3/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,1.0,10.0,0.0
S0 do-nothing,-,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
RANDOM (same pool),R3/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
C-MOM/POS,MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
C-R3/POS,R3/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
C-R3/NEG,R3/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,1.2143537123000687,0.0850753475152497,-0.10475448276602961,U56k20d09,U56,1.0,25.0,0.0
S0 do-nothing,-,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
RANDOM (same pool),MOM/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
C-MOM/POS,MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
C-R3/POS,R3/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
C-R3/NEG,R3/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.2,10.0,0.0
S0 do-nothing,-,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
RANDOM (same pool),R3/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
C-MOM/POS,MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
C-R3/POS,R3/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
C-R3/NEG,R3/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.2,25.0,0.0
S0 do-nothing,-,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
RANDOM (same pool),REBASED/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
C-MOM/POS,MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
C-R3/POS,R3/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
C-R3/NEG,R3/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,0.5,10.0,0.0
S0 do-nothing,-,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
RANDOM (same pool),REBASED/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
C-MOM/POS,MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
C-R3/POS,R3/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
C-R3/NEG,R3/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,0.5,25.0,0.0
S0 do-nothing,-,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
RANDOM (same pool),MOM/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
C-MOM/POS,MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
C-R3/POS,R3/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
C-R3/NEG,R3/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,1.088828165685105,0.07100267276949057,-0.11108900770606234,U56k20d10,U56,1.0,10.0,0.0
S0 do-nothing,-,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
RANDOM (same pool),MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
C-MOM/POS,MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
C-R3/POS,R3/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
C-R3/NEG,R3/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,1.0130811590441526,0.06575003913169475,-0.11166581945365495,U56k20d10,U56,1.0,25.0,0.0
S0 do-nothing,-,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
RANDOM (same pool),R3/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
C-MOM/POS,MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
C-R3/POS,R3/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
C-R3/NEG,R3/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.2,10.0,0.0
S0 do-nothing,-,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
RANDOM (same pool),MOM/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
C-MOM/POS,MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
C-R3/POS,R3/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
C-R3/NEG,R3/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.2,25.0,0.0
S0 do-nothing,-,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
RANDOM (same pool),R3/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
C-MOM/POS,MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
C-R3/POS,R3/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
C-R3/NEG,R3/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,0.5,10.0,0.0
S0 do-nothing,-,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
RANDOM (same pool),R3/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
C-MOM/POS,MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
C-R3/POS,R3/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
C-R3/NEG,R3/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,0.5,25.0,0.0
S0 do-nothing,-,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
RANDOM (same pool),MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
C-MOM/POS,MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
C-R3/POS,R3/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
C-R3/NEG,R3/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,1.1661302985416642,0.07471377092600284,-0.0904298655359842,U56k20d11,U56,1.0,10.0,0.0
S0 do-nothing,-,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
RANDOM (same pool),REBASED/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
C-MOM/POS,MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
C-R3/POS,R3/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
C-R3/NEG,R3/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,1.0884552730697987,0.06944246827098355,-0.0911408823938672,U56k20d11,U56,1.0,25.0,0.0
S0 do-nothing,-,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
RANDOM (same pool),R3/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
C-MOM/POS,MOM/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
C-R3/POS,R3/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
C-R3/NEG,R3/NEG,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.2,10.0,0.0
S0 do-nothing,-,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
RANDOM (same pool),R3/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
C-MOM/POS,MOM/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
C-R3/POS,R3/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
C-R3/NEG,R3/NEG,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.2,25.0,0.0
S0 do-nothing,-,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
RANDOM (same pool),MOM/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
C-MOM/POS,MOM/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
C-R3/POS,R3/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
C-R3/NEG,R3/NEG,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,1.3366377338745057,0.10115556751273092,-0.10998255719902938,U56k20d12,U56,0.5,10.0,0.0
S0 do-nothing,-,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.5,25.0,0.0
RANDOM (same pool),REBASED/NEG,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.5,25.0,0.0
C-MOM/POS,MOM/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.5,25.0,0.0
C-R3/POS,R3/POS,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.5,25.0,0.0
C-R3/NEG,R3/NEG,1.269018338155346,0.09562914941546441,-0.11059936523380198,U56k20d12,U56,0.5,25.0,0.0
