panel,floor_musd,conv,comp,bps,pick_IS_Sharpe,pick_IS_dCAGR,pickSh_arm,pickSh_oosCAGR,pickSh_oosSharpe,pickSh_oosMaxDD,pickCG_arm,pickCG_oosCAGR,pickCG_oosSharpe,pickCG_oosMaxDD,const_band3_arm,const_band3_oosCAGR,const_band3_oosSharpe,const_band3_oosMaxDD,incumbent_200d_arm,incumbent_200d_oosCAGR,incumbent_200d_oosSharpe,incumbent_200d_oosMaxDD,donothing_NOGATE_arm,donothing_NOGATE_oosCAGR,donothing_NOGATE_oosSharpe,donothing_NOGATE_oosMaxDD
SMALL439,0.0,dg,TREND,10,band20,band20,band20,0.046754103090345334,0.6254757615623746,-0.17181122827420636,band20,0.046754103090345334,0.6254757615623746,-0.17181122827420636,band3,0.03837588361212907,0.5664863714962137,-0.1470362580000889,200d,0.03711646003531155,0.5504275280301453,-0.1427071577531348,NOGATE,0.10089643214031607,0.6366624355474833,-0.36166373582084044
SMALL439,0.0,dg,TREND,25,band20,band20,band20,0.04450803729006503,0.5978563223707993,-0.17432541184563155,band20,0.04450803729006503,0.5978563223707993,-0.17432541184563155,band3,0.033899609793537566,0.5055965085014015,-0.1526692136114992,200d,0.031329371466825906,0.4713315713770696,-0.15002976879390584,NOGATE,0.09782050310343715,0.6206770724346838,-0.36426007858274967
SMALL439,1.0,rw,FULL,0,band20,band20,band20,0.027687678146517847,0.2470904027376755,-0.3729842400903606,band20,0.027687678146517847,0.2470904027376755,-0.3729842400903606,band3,0.009772455687227843,0.14023503894071154,-0.429111775511284,200d,0.012730274356115956,0.15983284345215432,-0.4109950168860723,NOGATE,0.019503891982558974,0.1998941418690003,-0.37639571774290725
SMALL439,1.0,rw,FULL,5,band20,band20,band20,0.023722413817938603,0.22413637895376842,-0.3760639449447295,band20,0.023722413817938603,0.22413637895376842,-0.3760639449447295,band3,0.00347856575457417,0.09861023301038137,-0.4347319170738184,200d,0.005046628614255644,0.10844796310513805,-0.41797822433592435,NOGATE,0.01548781807652988,0.17601820193091228,-0.3796155698790228
SMALL439,1.0,rw,FULL,10,band20,band20,band20,0.0197719419260034,0.20118322290377247,-0.37912899000464073,band20,0.0197719419260034,0.20118322290377247,-0.37912899000464073,band3,-0.0027771773621004803,0.057005253031684855,-0.44029782552733043,200d,-0.002580201045743191,0.057081050904912126,-0.42488006674645895,NOGATE,0.011486986736606308,0.1521444480926743,-0.38281922647553845
SMALL439,1.0,rw,FULL,25,band20,band20,band20,0.008008747340278344,0.13233946422923454,-0.3882368434438225,band20,0.008008747340278344,0.13233946422923454,-0.3882368434438225,band3,-0.021317768176373986,-0.06764018585008753,-0.45667526010405446,200d,-0.025123873384309325,-0.09682484117979387,-0.44510666887767925,NOGATE,-0.0004246098561367928,0.08054953609111597,-0.3923338163520199
SMALL439,1.0,dg,FULL,0,band20,band20,band20,0.009608941111393543,0.18520281383575896,-0.1514886121886858,band20,0.009608941111393543,0.18520281383575896,-0.1514886121886858,band3,0.0020533491552530148,0.06474873096903098,-0.15163257769537863,200d,0.0020588554395881697,0.06488176023580906,-0.15045863421736716,NOGATE,0.011208466256801941,0.15421061043062578,-0.24110151304872984
SMALL439,1.0,dg,FULL,5,band20,band20,band20,0.008308249431788761,0.1644123412897408,-0.15284063946643,band20,0.008308249431788761,0.1644123412897408,-0.15284063946643,band3,0.00027466356553063065,0.03259599471213973,-0.15729796290753728,200d,-9.491016412721542e-05,0.02581130587123478,-0.15741291324955953,NOGATE,0.008845855672173775,0.1340043726501335,-0.2436661515880859
SMALL439,1.0,dg,FULL,10,band20,band20,band20,0.007009195400139445,0.1436229778418268,-0.15419054346577854,band20,0.007009195400139445,0.1436229778418268,-0.15419054346577854,band3,-0.0015009324450363515,0.00044385968364843106,-0.1629257209544005,200d,-0.002244143497622031,-0.013255990139522859,-0.16431057070363053,NOGATE,0.006488646183718361,0.11379854195074891,-0.24892623391791302
SMALL439,1.0,dg,FULL,25,band20,band20,band20,0.0031218390608716007,0.0812665923244983,-0.15822754862756727,band20,0.0031218390608716007,0.0812665923244983,-0.15822754862756727,band3,-0.0068092354545655764,-0.09599148474531619,-0.17958570931056062,200d,-0.008664743125253782,-0.13040851617567942,-0.18627527838578806,NOGATE,-0.000550696345479551,0.05318785271577029,-0.2681120826324537
SMALL439,1.0,rw,TREND,0,band20,band20,band20,0.061907199571050286,0.44398182370828687,-0.364512505587788,band20,0.061907199571050286,0.44398182370828687,-0.364512505587788,band3,0.04077564498461217,0.3250659650868276,-0.39182544127789687,200d,0.03931997806984566,0.31627833948741557,-0.39910180256891936,NOGATE,0.057066401336180794,0.39093193139671656,-0.39700455221316444
SMALL439,1.0,rw,TREND,5,band20,band20,band20,0.059755221056619456,0.4317963976480851,-0.3665487687413036,band20,0.059755221056619456,0.4317963976480851,-0.3665487687413036,band3,0.03610378025209182,0.29780610127657225,-0.3967443133554255,200d,0.033342071230437975,0.2814181857516511,-0.40519807706379163,NOGATE,0.055681790596931346,0.3839094034863204,-0.3982357251648957
SMALL439,1.0,rw,TREND,10,band20,band20,band20,0.0576074688784598,0.41961117551322574,-0.3685787136881741,band20,0.0576074688784598,0.41961117551322574,-0.3685787136881741,band3,0.0314523144576091,0.2705420696057383,-0.4016241767223021,200d,0.02739768293978706,0.2465510425308513,-0.4112335425710226,NOGATE,0.05429895663584716,0.3768866146075147,-0.3994644177590926
SMALL439,1.0,rw,TREND,25,band20,band20,band20,0.05118948979502602,0.3830581471697611,-0.3746308295076164,band20,0.05118948979502602,0.3830581471697611,-0.3746308295076164,band3,0.017619445979155213,0.18873913210732562,-0.4160327370343312,200d,0.00976380237706187,0.14193471089272655,-0.42898102011406203,NOGATE,0.05016109310684014,0.35581685242320743,-0.4031356626465582
SMALL439,1.0,dg,TREND,0,band20,band20,band20,0.023573465807153582,0.31834889244058373,-0.1994313868698695,band20,0.023573465807153582,0.31834889244058373,-0.1994313868698695,band3,0.016925225598340088,0.25774999107889657,-0.1982612004417701,200d,0.017178711894260346,0.26118385123291543,-0.19463798283799538,NOGATE,0.057066401336180794,0.39093193139671656,-0.39700455221316444
SMALL439,1.0,dg,TREND,5,band20,band20,band20,0.022611420136077642,0.3071997849613496,-0.20049549072929906,band20,0.022611420136077642,0.3071997849613496,-0.20049549072929906,band3,0.015257317381338398,0.2362872025292818,-0.2032965474784968,200d,0.01507918065517,0.23413947514736466,-0.2010429037322209,NOGATE,0.055681790596931346,0.3839094034863204,-0.3982357251648957
SMALL439,1.0,dg,TREND,10,band20,band20,band20,0.02165025818422439,0.2960505299719973,-0.20155820643896982,band20,0.02165025818422439,0.2960505299719973,-0.20155820643896982,band3,0.013592086587342456,0.21482088961001072,-0.20830044362856526,200d,0.01298389334836969,0.20709087831612832,-0.20739716090830607,NOGATE,0.05429895663584716,0.3768866146075147,-0.3994644177590926
SMALL439,1.0,dg,TREND,25,band20,band20,band20,0.018772066715527336,0.2626026564698467,-0.20473804243667004,band20,0.018772066715527336,0.2626026564698467,-0.20473804243667004,band3,0.00861241672534141,0.1504059532592359,-0.2231253743189051,200d,0.006723411123235934,0.12592972117786103,-0.2261599204917224,NOGATE,0.05016109310684014,0.35581685242320743,-0.4031356626465582
U56,0.0,rw,FULL,0,band8,band20,band8,0.13099865998696614,1.1903373616018702,-0.17117432237279973,band20,0.14559112024220577,1.1539845245120237,-0.21309685670967893,band3,0.13157936921676927,1.280272065031005,-0.15083167578995393,200d,0.12264409917161023,1.1947638253482686,-0.15769540293383966,NOGATE,0.13112517738132,1.1986736565893263,-0.18283021013134027
U56,0.0,rw,FULL,5,band8,band20,band8,0.1290028286858358,1.174126943335012,-0.17129390265180877,band20,0.1440910537973772,1.1433207320665866,-0.213740806334338,band3,0.1288279086558648,1.2560321983584075,-0.15110511184237563,200d,0.11795838416005044,1.1533494464847183,-0.15822130116409916,NOGATE,0.12996952339366552,1.1890834695409551,-0.18333392520224834
U56,0.0,rw,FULL,10,band12,band20,band12,0.13505205056803016,1.2423908023627632,-0.16721250555602296,band20,0.1425927586963791,1.1326482655917731,-0.21438460205860754,band3,0.1260828118473365,1.2317604010603875,-0.15137851362118504,200d,0.11329149227062851,1.1118744082646748,-0.15874704847794552,NOGATE,0.12881494606197386,1.1794861189314223,-0.18383757579926963
U56,0.0,rw,FULL,25,band12,band20,band12,0.1300939275009909,1.2010436416434596,-0.16746348465133076,band20,0.13810848162456946,1.1005821844201338,-0.21631506600462436,band3,0.11788556369379011,1.1587727381964554,-0.1521985133212792,200d,0.09940302871023943,0.9871576088117029,-0.16113530298864687,NOGATE,0.12535766441241303,1.150653275508626,-0.18534814078300454
U56,0.0,dg,FULL,0,band8,band12,band8,0.0836946230356892,1.174481041138508,-0.13330891436398284,band12,0.08287946978147409,1.1817524000546256,-0.1100447290497899,band3,0.08946091685325452,1.3056321672655309,-0.10896370580741166,200d,0.08667115430919115,1.302137286252592,-0.10840058564106891,NOGATE,0.12325050071532462,1.2003279131715465,-0.1687452493043049
U56,0.0,dg,FULL,5,band8,band12,band8,0.0829434917670393,1.1646686568533053,-0.13337899862540847,band12,0.08221928967993719,1.1729497413330021,-0.1100935148280775,band3,0.08840244568574707,1.2912448134618717,-0.1091050321764222,200d,0.08487552437728274,1.2769451001573215,-0.10862973477373028,NOGATE,0.12242753535006745,1.1930766231172982,-0.1687923798875829
U56,0.0,dg,FULL,10,band12,band12,band12,0.08155949628292913,1.1641441888577972,-0.11014229908851991,band12,0.08155949628292913,1.1641441888577972,-0.11014229908851991,band3,0.08734497059021074,1.2768491200060998,-0.10924634894030383,200d,0.08308278066691521,1.2517314653291067,-0.10885885983995425,NOGATE,0.12160514836284286,1.1858230418129765,-0.16883950895070898
U56,0.0,dg,FULL,25,band12,band12,band12,0.07958243413394617,1.1377108896087895,-0.11028864276292516,band12,0.07958243413394617,1.1377108896087895,-0.11028864276292516,band3,0.08417851265624954,1.2336144630240227,-0.10967024160240713,200d,0.07772182177855003,1.1759731141087126,-0.10954609064330245,NOGATE,0.1191414537446478,1.1640489707441495,-0.16898088701934966
U56,0.0,rw,TREND,0,band8,band20,band8,0.14486481355466418,1.2088295874884825,-0.1960033766263397,band20,0.16249632604261954,1.1841715484713575,-0.22595153851232697,band3,0.1390081485505985,1.2423547289860561,-0.17597494915550171,200d,0.1329561482548618,1.1813737277586664,-0.18479622870281553,NOGATE,0.13914868596156915,1.1428677810959933,-0.2251140309776436
U56,0.0,rw,TREND,5,band8,band20,band8,0.1432888839736297,1.1969065810074238,-0.1965044882949516,band20,0.16162470005524043,1.1785014793537398,-0.22622344009432982,band3,0.1365546288937023,1.222447453397835,-0.1765615350255112,200d,0.12861774426668804,1.146593369325636,-0.185635480831719,NOGATE,0.1386608097531825,1.1393030035401455,-0.2251864706347778
U56,0.0,rw,TREND,10,band12,band20,band12,0.15155854069853292,1.2662268036768585,-0.19419391049794632,band20,0.16075369199941747,1.1728308440765642,-0.2264953073322531,band3,0.13410612540663402,1.2025269424250273,-0.17714790237343914,200d,0.124295319280882,1.1117793930546767,-0.18647417592895021,NOGATE,0.13817313789873342,1.1357379992068697,-0.2252589051154077
U56,0.0,rw,TREND,25,band12,band20,band12,0.14797684899257857,1.2388703903668383,-0.1952645103468894,band20,0.15814437123528524,1.1558158010794513,-0.22743866148389558,band3,0.12679061450189288,1.142696945633783,-0.178905693580094,200d,0.11142335315888863,1.0071789681137024,-0.1889869208263859,NOGATE,0.13671134762230652,1.1250416500196643,-0.22547617750089244
U56,0.0,dg,TREND,0,band8,band12,band8,0.0918553183151396,1.188027610124833,-0.14455864785443706,band12,0.09128006835173341,1.1895905917368284,-0.12143639803117667,band3,0.097307362439361,1.3095985770043688,-0.12029812615148383,200d,0.09451255409525894,1.3073236816213394,-0.11966682660900185,NOGATE,0.13914868596156915,1.1428677810959933,-0.2251140309776436
U56,0.0,dg,TREND,5,band8,band12,band8,0.0912142226196091,1.180297925420805,-0.14461394836083474,band12,0.09074422801000237,1.1830534881836818,-0.12147064117338968,band3,0.09632687190876354,1.2973382100776587,-0.12042377850251806,200d,0.09278416201009243,1.2850989631080303,-0.11989180232955055,NOGATE,0.1386608097531825,1.1393030035401455,-0.2251864706347778
U56,0.0,dg,TREND,10,band8,band12,band8,0.09057348685330435,1.1725661294839487,-0.14466924685909255,band12,0.09020864000883644,1.1765153072117105,-0.12150488350184296,band3,0.09534722887472857,1.2850723632064818,-0.12054942313126815,200d,0.09105842375708106,1.2628581235218095,-0.12011675258999555,NOGATE,0.13817313789873342,1.1357379992068697,-0.2252589051154077
U56,0.0,dg,TREND,25,band12,band12,band12,0.0886033889042046,1.1568946050973048,-0.12160760560473527,band12,0.0886033889042046,1.1568946050973048,-0.12160760560473527,band3,0.0924133776660172,1.2482435320727505,-0.12092631068492765,200d,0.08589709240623744,1.1960467298159894,-0.12079145061483687,NOGATE,0.13671134762230652,1.1250416500196643,-0.22547617750089244
