pair,s,rep,abs_resid,min_n,rel
SS,136,5,0.025493711203373515,136,0.12726814640369422
SS,200,0,0.004320877280895752,200,0.021570419386592432
SS,200,0,0.003458754658151486,200,0.017266583538838927
SS,200,0,0.0031308357015876753,200,0.015629566572592474
SS,200,0,0.01516170007026263,200,0.07568931211614832
SS,200,1,0.008972037614999762,200,0.04478965763816069
SS,200,1,0.0022900841833332075,200,0.011432418246060139
SS,200,1,0.00802277562261522,200,0.04005080995692266
SS,200,1,0.022952740023298945,200,0.11458326543153881
SS,200,2,0.0020904554120289576,200,0.010435843699103754
SS,200,2,0.009074252872361965,200,0.045299930396602496
SS,200,2,0.005140825646257896,200,0.02566371548514439
SS,200,2,0.0014062573045672266,200,0.007020231738376457
SS,200,3,0.00608420147084987,200,0.0303731785994041
SS,200,3,0.0006728941544131839,200,0.0033591810574332883
SS,200,3,0.004920603973211035,200,0.024564338313142628
SS,200,3,0.00668355269179588,200,0.03336522312074064
SS,200,4,0.004697732297959223,200,0.023451731962152396
SS,200,4,0.009786972428238283,200,0.04885792538832579
SS,200,4,0.015578286518143025,200,0.07776896951148358
SS,200,4,0.0028152633193826437,200,0.014054185419999912
SS,200,5,0.0031973233461667916,200,0.01596148212685717
SS,200,5,0.011841252925207268,200,0.05911317888817348
SS,200,5,0.007011951221934931,200,0.03500463418486865
SS,200,5,0.007036805071570229,200,0.03512870805347284
SS,330,0,0.009692817719404667,330,0.048387892007432695
SS,330,0,0.007560158963729968,330,0.037741363356460465
SS,330,0,0.008317646143428448,330,0.04152284454277086
SS,330,0,0.004282000964248134,330,0.021376343415492126
SS,330,1,0.0024417747745941742,330,0.0121896787415077
SS,330,1,0.0009780300000404862,330,0.004882461570204287
SS,330,1,0.008624342426408749,330,0.04305391497549157
SS,330,1,0.0037861698026224744,330,0.018901085405158273
SS,330,2,0.010066965085349489,330,0.050255687612621835
SS,330,2,0.004784243186761239,330,0.023883606332020982
SS,330,2,0.005236400704863808,330,0.026140839449331654
SS,330,2,0.007220254220793976,330,0.036044511680288514
SS,330,3,0.0001406260436376261,330,0.0007020247372802042
SS,330,3,0.005006871543202618,330,0.024994998001722096
SS,330,3,0.0021368284284967176,330,0.010667344236703742
SS,330,3,0.004718061459833667,330,0.02355321796115276
SS,330,4,0.002364520410359283,330,0.01180401422764636
SS,330,4,0.006251251789283374,330,0.03120711698576056
SS,330,4,0.007465967291255815,330,0.03727114544794101
SS,330,4,0.009904505396215013,330,0.04944466628518446
SS,330,5,0.006952844685395476,330,0.034709566146884314
SS,330,5,0.002018021194413133,330,0.010074242026494084
SS,330,5,0.0019409571184361152,330,0.00968952745803962
SS,330,5,0.006500260343329511,330,0.03245020226507927
