panel,b_in,exp_bin,exp_match,g_star,dCAGR,dSharpe,dMaxDD,dOOS_CAGR,dOOS_Sharpe,dOOS_MaxDD,dTurnover,bin_4b,match_4b,bin_4a,match_4a
SMALL,0.01,0.42927570426405515,0.4293080928840439,0.7828254473664156,-0.00044436704625128165,-0.00029970518176269945,0.002893077470905059,-0.0007316438338653697,-0.004470514285077387,0.002893077470901839,0.22365396170740848,0,0,0,0
SMALL,0.02,0.42062587094971987,0.4206600205568635,0.7670516461317334,-6.90888915881871e-05,0.002531864837417297,0.0005068652883264413,-0.0002843028784460522,-0.0007055149367433122,0.00050686528832522,0.10463543646884599,0,0,0,0
SMALL,0.03,0.4113112673392722,0.41134721835533394,0.7500655724593592,-3.6034383703587025e-06,-5.6518124069704356e-08,1.1679673572406735e-05,-3.0048512693614526e-06,5.380855561121223e-08,1.1679673571407534e-05,-0.00022233678896377285,0,0,0,0
SMALL,0.04,0.40222071574805807,0.4022583288806304,0.7334880791479225,0.0006988170806525584,0.006239762689276285,-0.0007024911545597812,0.0009193213139673251,0.008629887966049021,-0.0007024911545574497,-0.07917278147921891,0,0,0,0
SMALL,0.06,0.38342510761397836,0.38346585217031226,0.699212483767304,0.0024398504176035285,0.02466830960063804,-0.0008832893225194649,0.0031236402128616003,0.032856988161567346,-0.0008832893225211302,-0.20880808614326485,0,0,0,0
SMALL,0.08,0.3632844253898743,0.36332806009375834,0.6624840166872041,0.0035839495309306635,0.03431086604332567,0.004085444808773486,0.00482661588075417,0.050155032908513086,0.0040854448087747075,-0.2910566216384265,0,0,0,0
SMALL,0.11,0.3343036525686672,0.33435057858899986,0.6096347959569509,0.005270503152323247,0.051524017179752524,0.005655799389858163,0.007744131068643467,0.08595051495836648,0.005655799389860161,-0.3608930112828417,0,0,0,0
SMALL,0.14,0.30528328564281226,0.3053324511965769,0.5567133715767448,0.006687179042261571,0.06631329781710715,0.012325119430543596,0.009979510264929159,0.11390521713304524,0.01232511943054504,-0.38329746859723346,0,0,0,0
SMALL,0.17,0.2768007700490787,0.2768510727302535,0.5047727707220778,0.0076424710315803335,0.07502287611789671,0.013280684932254538,0.011426643275640247,0.1308296978082376,0.013280684932256426,-0.37616521004196746,0,0,0,0
SMALL,0.2,0.2478282624695193,0.2478786099253327,0.45193862245324323,0.007708993510881612,0.06953870243935378,0.015009977814986253,0.012201525454725859,0.13910160165404173,0.015009977814984587,-0.33938744293830725,0,0,0,0
