panel,chooser,c,G,fallback,oCAGR,oSharpe,oMaxDD,keep4b_oos,keep4a_oos,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR
R20x06,C_CAGR,0.1,1.0,False,0.06622308208587158,0.8493129752436895,-0.11911451621665003,False,False,True,False,True,False
R20x06,C_ANCHOR,0.03,0.75,False,0.055487500907162035,0.9088267771707921,-0.0975177903918013,False,False,True,False,True,False
R20x07,C_SHARPE,0.15,1.0,False,0.05339323665159856,0.7127997031189919,-0.12280208258367697,False,False,False,False,True,False
R20x07,C_MEMO,0.03,0.75,True,0.05645968924891598,0.9421933182853219,-0.09864667933901061,False,False,True,True,True,False
R20x07,C_CAGR,0.15,1.0,False,0.05339323665159856,0.7127997031189919,-0.12280208258367697,False,False,False,False,True,False
R20x07,C_ANCHOR,0.03,0.75,False,0.05645968924891598,0.9421933182853219,-0.09864667933901061,False,False,True,True,True,False
R20x08,C_SHARPE,0.15,1.0,False,0.06563579501273065,0.7299819573492473,-0.15828595582746008,False,False,False,False,True,False
R20x08,C_MEMO,0.03,0.75,True,0.06714394380988553,0.9446325411942095,-0.12767602377008802,False,False,True,False,True,False
R20x08,C_CAGR,0.03,1.0,False,0.08925946797543238,0.9438295003237208,-0.16845617585497985,False,False,True,False,True,False
R20x08,C_ANCHOR,0.03,0.75,False,0.06714394380988553,0.9446325411942095,-0.12767602377008802,False,False,True,False,True,False
R20x09,C_SHARPE,0.1,1.0,False,0.06183435170748508,0.7550350936932229,-0.1301406587175441,False,False,False,False,True,False
R20x09,C_MEMO,0.03,0.75,True,0.04922008659172672,0.7768176388461309,-0.11776038231431929,False,False,False,False,True,False
R20x09,C_CAGR,0.1,1.0,False,0.06183435170748508,0.7550350936932229,-0.1301406587175441,False,False,False,False,True,False
R20x09,C_ANCHOR,0.03,0.75,False,0.04922008659172672,0.7768176388461309,-0.11776038231431929,False,False,False,False,True,False
R20x10,C_SHARPE,0.15,1.0,False,0.05675980500008837,0.7038424872691611,-0.13663761227545046,False,False,False,False,True,False
R20x10,C_MEMO,0.03,0.75,True,0.061708265668438456,0.935971683319945,-0.11466841138629535,False,False,True,True,True,False
R20x10,C_CAGR,0.15,0.75,False,0.04290283043744947,0.7033071999490644,-0.10369272252133888,False,False,False,False,True,False
R20x10,C_ANCHOR,0.03,0.75,False,0.061708265668438456,0.935971683319945,-0.11466841138629535,False,False,True,True,True,False
R20x11,C_SHARPE,0.1,1.0,False,0.05707933096541162,0.7848844625813909,-0.11250488414581616,False,False,True,False,True,False
R20x11,C_MEMO,0.03,0.75,True,0.04733163430471543,0.8573716373321705,-0.08901068111165966,False,False,True,False,True,False
R20x11,C_CAGR,0.1,1.0,False,0.05707933096541162,0.7848844625813909,-0.11250488414581616,False,False,True,False,True,False
R20x11,C_ANCHOR,0.03,0.75,False,0.04733163430471543,0.8573716373321705,-0.08901068111165966,False,False,True,False,True,False
R20x12,C_SHARPE,0.15,1.0,False,0.04569539506136655,0.6417046535523475,-0.11937970273142462,False,False,False,False,True,False
R20x12,C_MEMO,0.03,0.75,True,0.04385792483173345,0.7665735180987765,-0.09158561083128569,False,False,True,False,True,False
R20x12,C_CAGR,0.15,1.0,False,0.04569539506136655,0.6417046535523475,-0.11937970273142462,False,False,False,False,True,False
R20x12,C_ANCHOR,0.03,0.75,False,0.04385792483173345,0.7665735180987765,-0.09158561083128569,False,False,True,False,True,False
R20x13,C_SHARPE,0.1,1.0,False,0.06318548145340275,0.8380288822580273,-0.1019130916017329,False,False,False,False,True,False
R20x13,C_MEMO,0.03,0.75,True,0.04537451707045537,0.787927028598978,-0.09668096804472137,False,False,True,False,True,False
R20x13,C_CAGR,0.1,1.0,False,0.06318548145340275,0.8380288822580273,-0.1019130916017329,False,False,False,False,True,False
R20x13,C_ANCHOR,0.03,0.75,False,0.04537451707045537,0.787927028598978,-0.09668096804472137,False,False,True,False,True,False
R20x14,C_SHARPE,0.1,1.0,False,0.05845009157026859,0.7652759063497653,-0.11806751472497112,False,False,False,False,True,False
R20x14,C_MEMO,0.03,0.75,True,0.04928872376338611,0.8193279880344135,-0.10406254258391912,False,False,False,False,True,False
R20x14,C_CAGR,0.1,1.0,False,0.05845009157026859,0.7652759063497653,-0.11806751472497112,False,False,False,False,True,False
R20x14,C_ANCHOR,0.03,0.75,False,0.04928872376338611,0.8193279880344135,-0.10406254258391912,False,False,False,False,True,False
R20x15,C_SHARPE,0.1,1.0,False,0.05725028812103705,0.7703571649108323,-0.13103430614568112,False,False,False,False,True,False
R20x15,C_MEMO,0.03,0.75,True,0.04333053689256605,0.7671062911580897,-0.09663341788614654,False,False,False,False,True,False
R20x15,C_CAGR,0.1,0.75,False,0.04322053003682824,0.7713517043597409,-0.0988567863916916,False,False,False,False,True,False
R20x15,C_ANCHOR,0.03,0.75,False,0.04333053689256605,0.7671062911580897,-0.09663341788614654,False,False,False,False,True,False
R20x16,C_SHARPE,0.15,1.0,False,0.04738983072641201,0.6159426750236542,-0.1247175565513794,False,False,False,False,True,False
R20x16,C_MEMO,0.03,0.75,True,0.04654065598951518,0.7556759333246454,-0.11196349661068183,False,False,False,False,True,False
R20x16,C_CAGR,0.15,0.75,False,0.035909915542224,0.6153522299719381,-0.09424402512104169,False,False,False,False,True,False
R20x16,C_ANCHOR,0.03,0.75,False,0.04654065598951518,0.7556759333246454,-0.11196349661068183,False,False,False,False,True,False
R20x17,C_SHARPE,0.15,1.0,False,0.06762623665566525,0.8459201945301477,-0.14275817349344733,False,False,False,False,True,False
R20x17,C_MEMO,0.03,0.75,True,0.06774804374467758,1.0590077682728827,-0.11275756940161641,False,False,True,True,True,False
R20x17,C_CAGR,0.15,1.0,False,0.06762623665566525,0.8459201945301477,-0.14275817349344733,False,False,False,False,True,False
R20x17,C_ANCHOR,0.03,0.75,False,0.06774804374467758,1.0590077682728827,-0.11275756940161641,False,False,True,True,True,False
R20x18,C_SHARPE,0.1,1.0,False,0.06869786218092666,0.8646162582063365,-0.11915333613039769,False,False,False,False,True,False
R20x18,C_MEMO,0.03,0.75,True,0.05020343757370327,0.8254655137088973,-0.10390466977981117,False,False,True,False,True,False
R20x18,C_CAGR,0.1,1.0,False,0.06869786218092666,0.8646162582063365,-0.11915333613039769,False,False,False,False,True,False
R20x18,C_ANCHOR,0.03,0.75,False,0.05020343757370327,0.8254655137088973,-0.10390466977981117,False,False,True,False,True,False
R20x19,C_SHARPE,0.15,1.0,False,0.059526420365257904,0.8225645558554595,-0.1193510027323752,False,False,True,False,True,False
R20x19,C_MEMO,0.03,0.75,True,0.04802628281189647,0.8485570798561524,-0.09666642489996236,False,False,True,False,True,False
R20x19,C_CAGR,0.15,1.0,False,0.059526420365257904,0.8225645558554595,-0.1193510027323752,False,False,True,False,True,False
R20x19,C_ANCHOR,0.03,0.75,False,0.04802628281189647,0.8485570798561524,-0.09666642489996236,False,False,True,False,True,False
