q,k,n,char,book,stat,pairs,agree,ci_lo,ci_hi,pooled_rho,block_mean,block_sd,c_sqrtn,match_pooled_sign,estimable
0.25,40,120,disp,CAND20,MARGINAL,400,0.9675,0.9451953401262605,0.9809103409130382,0.19193909261758949,0.18611335856656708,0.07818204768831503,0.8564414222166954,0.98375,True
0.25,40,120,disp,CAND20,PARTIAL,400,0.5675,0.5185336742850802,0.6151821192339629,0.06373658192533489,0.06009292919063127,0.08196189738324153,0.8978476010545007,0.74625,False
0.25,40,120,disp,EWall,MARGINAL,400,0.9875,0.9710758472688621,0.9946493281464495,0.23066083186124936,0.22444434509340921,0.07873757831075494,0.8625269552825998,0.99375,True
0.25,40,120,disp,EWall,PARTIAL,400,0.7225,0.6766603906469573,0.7641064842861849,0.09047075311495432,0.08595123279640536,0.08169863274612141,0.8949636814476186,0.85625,False
0.25,40,120,corr,CAND10,MARGINAL,400,0.9575,0.9329974034029175,0.9732985304483749,-0.16330116450158202,-0.15813349017292866,0.07705233324920552,0.8440660205799039,0.97875,True
0.25,40,120,corr,CAND10,PARTIAL,400,0.79,0.7474197657946615,0.8270629026575238,-0.09827450642495632,-0.09750121377935528,0.0809591059972566,0.8868625718029843,0.8925,False
0.25,40,120,corr,CAND20,MARGINAL,400,0.95,0.9240357990869275,0.9674028243733599,-0.1628600818579942,-0.15787713556496977,0.07931326455741919,0.8688332821494698,0.975,True
0.25,40,120,corr,CAND20,PARTIAL,400,0.6925,0.6456242765711028,0.7357133567980202,-0.08114224572061496,-0.0798563804916106,0.08269617866805956,0.9058912495194749,0.83375,False
0.25,40,120,corr,EWall,MARGINAL,400,0.91,0.877916547675384,0.9342830870328781,-0.14413007434928102,-0.13948788978401275,0.08061860224331513,0.8831325400640057,0.9525,True
0.25,40,120,corr,EWall,PARTIAL,400,0.52,0.4710820210989227,0.5685374732770901,-0.04278148771561109,-0.04231613397134252,0.08284021400204104,0.9074690775494638,0.6975,False
0.25,40,120,evol,CAND10,MARGINAL,400,0.9725,0.951434030711826,0.984576523921476,0.18335496247813574,0.18027731092436972,0.07601528666027957,0.8327057443811332,0.98625,True
0.25,40,120,evol,CAND10,PARTIAL,400,0.855,0.8171160037000451,0.8861300214741816,0.10168072814066459,0.10403244116222571,0.07817364848136844,0.8563494135144993,0.9225,False
0.25,40,120,evol,CAND20,MARGINAL,400,0.9375,0.9093652829110908,0.9573111565641887,0.1560898701817282,0.15364092124453083,0.07667264120159793,0.8399067025923038,0.96875,True
0.25,40,120,evol,CAND20,PARTIAL,400,0.565,0.516025173472477,0.6127381832495644,0.04794856682400631,0.04828087085394715,0.08041937238397452,0.880950086302217,0.7425,False
0.25,40,120,evol,EWall,MARGINAL,400,0.9925,0.9781838919722998,0.9974461570370148,0.20425164605749155,0.20172952982846026,0.07761056083792377,0.8501810974311579,0.99625,True
0.25,40,120,evol,EWall,PARTIAL,400,0.67,0.6224932007707696,0.7142725014253389,0.07156994177671759,0.07261361951685857,0.08201167356196501,0.8983928717727658,0.8275,False
0.25,40,240,breadth,CAND10,MARGINAL,400,0.67,0.6224932007707696,0.7142725014253389,-0.04408083425860792,-0.043800180817407115,0.043719941193803194,0.6773064165630696,0.835,False
0.25,40,240,breadth,CAND10,PARTIAL,400,0.1875,0.15228856358904605,0.2286568367857544,-0.009016969916394509,-0.009114831330557589,0.04481782340014259,0.6943147345680694,0.59125,False
0.25,40,240,breadth,CAND20,MARGINAL,400,0.5775,0.5285801141391775,0.624945426567872,-0.037522309163393476,-0.03727076938914132,0.04649799664616246,0.7203438665703821,0.78875,False
0.25,40,240,breadth,CAND20,PARTIAL,400,0.1325,0.10274473201637832,0.16924705882438698,-0.006931760667233453,-0.006729805659210644,0.04721376664147749,0.7314325276566624,0.55875,False
0.25,40,240,breadth,EWall,MARGINAL,400,0.425,0.3774935293944863,0.4739333666954657,-0.02799007893281347,-0.027689491508771032,0.0466076052284988,0.7220419154263423,0.7125,False
0.25,40,240,breadth,EWall,PARTIAL,400,0.0625,0.04268884343581125,0.09063471708890933,-0.0033905470627745224,-0.0030116004386587397,0.04684539804745752,0.7257257859370417,0.52375,False
0.25,40,240,disp,CAND10,MARGINAL,400,1.0,0.9904873594003194,1.0,0.17774643119110758,0.17730704309102585,0.04408955159076577,0.6830323962111542,1.0,True
0.25,40,240,disp,CAND10,PARTIAL,400,0.295,0.2524282507849876,0.3414719318608814,0.015146973644931368,0.015391011871511364,0.043829159729037864,0.6789984228353138,0.6475,False
0.25,40,240,disp,CAND20,MARGINAL,400,1.0,0.9904873594003194,1.0,0.19193909261758949,0.19143050877619402,0.04503766450152742,0.6977204982659707,1.0,True
0.25,40,240,disp,CAND20,PARTIAL,400,0.85,0.8116856255682138,0.8816555260120097,0.06373658192533489,0.06349427058984221,0.04449204896629025,0.6892678587403482,0.925,False
0.25,40,240,disp,EWall,MARGINAL,400,1.0,0.9904873594003194,1.0,0.23066083186124936,0.2300628157606902,0.04448557882866302,0.6891676237992365,1.0,True
0.25,40,240,disp,EWall,PARTIAL,400,0.95,0.9240357990869275,0.9674028243733599,0.09047075311495432,0.09017909010514163,0.04523160086685627,0.7007249475185412,0.975,True
0.25,40,240,corr,CAND10,MARGINAL,400,1.0,0.9904873594003194,1.0,-0.16330116450158202,-0.16284182668101874,0.04612356978084033,0.7145432705153212,1.0,True
0.25,40,240,corr,CAND10,PARTIAL,400,0.9625,0.9390556322866757,0.9771451751586198,-0.09827450642495632,-0.09832797084523584,0.04813309401763655,0.7456746861269689,0.98125,True
0.25,40,240,corr,CAND20,MARGINAL,400,0.9975,0.9859763590327523,0.9995585635705656,-0.1628600818579942,-0.16244747196131876,0.045695116060611746,0.7079056940230575,0.99875,True
0.25,40,240,corr,CAND20,PARTIAL,400,0.9075,0.8751007447962681,0.9321464531149922,-0.08114224572061496,-0.0814662143353486,0.04736630846065226,0.7337956953577187,0.95375,True
0.25,40,240,corr,EWall,MARGINAL,400,0.995,0.9819547100278873,0.9986277757784289,-0.14413007434928102,-0.14387658422889282,0.04566135442508385,0.7073826610144964,0.9975,True
0.25,40,240,corr,EWall,PARTIAL,400,0.6475,0.5994796194705074,0.6927141515525868,-0.04278148771561109,-0.0433693817636519,0.04735382989912071,0.7336023783137334,0.82375,False
0.25,40,240,evol,CAND10,MARGINAL,400,1.0,0.9904873594003194,1.0,0.18335496247813574,0.18303175293841903,0.04437194980980698,0.6874072906085352,1.0,True
0.25,40,240,evol,CAND10,PARTIAL,400,0.985,0.9676649364884468,0.993107802129863,0.10168072814066459,0.10125110176002526,0.04374643008277338,0.6777167806664338,0.9925,True
0.25,40,240,evol,CAND20,MARGINAL,400,0.9975,0.9859763590327523,0.9995585635705656,0.1560898701817282,0.15587531576069025,0.04629951956079686,0.7172690727854831,0.99875,True
0.25,40,240,evol,CAND20,PARTIAL,400,0.715,0.6688796049741064,0.757029959568031,0.04794856682400631,0.04808619404307139,0.04553756293509766,0.7054648914980216,0.8575,False
0.25,40,240,evol,EWall,MARGINAL,400,1.0,0.9904873594003194,1.0,0.20425164605749155,0.20387186517995098,0.046371301479032,0.7183811134810172,1.0,True
0.25,40,240,evol,EWall,PARTIAL,400,0.8625,0.825287326885749,0.8928160086794825,0.07156994177671759,0.07159533241877158,0.04706088533112359,0.7290641005808743,0.93125,False
