frac_ladder,partition,stat,within_def,vintage,committed_1157,rel_dev
F_FINER,ALIGNED,CALMAR,RANGE,1.8554841880424835,1.8552270754208688,0.00013858822190611085
F_FINER,ALIGNED,CALMAR,SD,2.320760238198108,2.3207470395523058,5.687240176170461e-06
F_1140,OFFSET,CAGR,RANGE,3.952671779010692,3.954644422400691,0.000498816879420328
F_1140,OFFSET,CAGR,SD,2.8795979171383332,2.881043678929108,0.0005018187684374914
F_1140,OFFSET,VOL,RANGE,4.186514728429591,4.186423794796595,2.1721076855375285e-05
F_1140,OFFSET,VOL,SD,3.327078706722209,3.3270042441587213,2.2381264952810927e-05
F_1140,OFFSET,SHARPE,RANGE,6.400727569882058,6.405686263376586,0.0007741080800160793
F_1140,OFFSET,SHARPE,SD,5.181577953369283,5.185623035096555,0.0007800570345924451
F_1140,OFFSET,MAXDD,RANGE,1.630222978185905,1.6302259903216207,1.847679851519623e-06
F_1140,OFFSET,MAXDD,SD,1.420081765813016,1.4200863649960511,3.2386643153875365e-06
F_1140,OFFSET,ULCER,RANGE,4.316270557169149,4.316248801305914,5.040456247286267e-06
F_1140,OFFSET,ULCER,SD,3.236623038711261,3.236609684702141,4.125925094829594e-06
F_1140,OFFSET,CALMAR,RANGE,9.998324521853126,9.998425886795776,1.0138090115085592e-05
F_1140,OFFSET,CALMAR,SD,8.106193069019064,8.106315830836282,1.5143971661132612e-05
F_FINE,OFFSET,CAGR,RANGE,2.0689565990591494,2.069368487626684,0.00019904070734486068
F_FINE,OFFSET,CAGR,SD,1.9633453044070595,1.963696092497142,0.00017863664923655154
F_FINE,OFFSET,VOL,RANGE,2.955907145860044,2.955875388188207,1.0743914294771493e-05
F_FINE,OFFSET,VOL,SD,2.909476111973521,2.909446342777135,1.0231911119329466e-05
F_FINE,OFFSET,SHARPE,RANGE,9.639299623053768,9.647460823114288,0.000845942804034725
F_FINE,OFFSET,SHARPE,SD,5.216969066800038,5.218453037771594,0.0002843699005844919
F_FINE,OFFSET,MAXDD,RANGE,1.2209872183913988,1.2209914751027635,3.486274434771874e-06
F_FINE,OFFSET,MAXDD,SD,1.2470774913985332,1.2470811527189318,2.9359119016895217e-06
F_FINE,OFFSET,ULCER,RANGE,2.898396257754692,2.898393340723849,1.00643028731374e-06
F_FINE,OFFSET,ULCER,SD,3.1160000506669183,3.115996678154847,1.0823221009926844e-06
F_FINE,OFFSET,CALMAR,RANGE,5.6850846399453445,5.685087294256936,4.668902084468664e-07
F_FINE,OFFSET,CALMAR,SD,3.4063316308862,3.406319934704499,3.4336709190976836e-06
F_FINER,OFFSET,CAGR,RANGE,4.001173680968994,4.001600435714966,0.00010664601646970179
F_FINER,OFFSET,CAGR,SD,2.65292031501624,2.65303787682642,4.431214918056956e-05
F_FINER,OFFSET,VOL,RANGE,3.667345551413828,3.667267707256985,2.122674510212508e-05
F_FINER,OFFSET,VOL,SD,3.304791230350826,3.304767269603792,7.250358369853935e-06
F_FINER,OFFSET,SHARPE,RANGE,17.11938859496841,17.13405886353638,0.0008562050991427595
F_FINER,OFFSET,SHARPE,SD,5.558374111867995,5.559042165231117,0.00012017418527608163
F_FINER,OFFSET,MAXDD,RANGE,1.201389445190365,1.2013906210028258,9.787095389077162e-07
F_FINER,OFFSET,MAXDD,SD,1.2985502025235935,1.298554396504488,3.2297306186332855e-06
F_FINER,OFFSET,ULCER,RANGE,3.0379866992288305,3.037982082658009,1.5196175276932098e-06
F_FINER,OFFSET,ULCER,SD,3.1059763252001638,3.1059759516903327,1.2025522311624474e-07
F_FINER,OFFSET,CALMAR,RANGE,3.715397959551709,3.714967188444654,0.00011595556170594364
F_FINER,OFFSET,CALMAR,SD,3.4815788294505605,3.481329228541905,7.16970134881458e-05
