L,S,scope,estimator,n_IS,n_OOS,IS_mean,OOS_mean,MAE,RMSE,bias,maxAE,R2_vs_zero
3,6,MA-THRESH,GLOBAL,486,1134,-0.19609667810972534,-0.5057616522055739,0.9473370743547204,1.2997639065938587,0.30966497409584853,4.520523783180208,0.08646700520001638
3,6,MA-THRESH,PANEL,486,1134,-0.19609667810972534,-0.5057616522055739,0.9769832497445486,1.3071573340144347,0.3096649740958486,4.361030203949305,0.07604457448775948
3,6,MA-THRESH,FAMILY,486,1134,-0.19609667810972534,-0.5057616522055739,0.9473370743547204,1.2997639065938587,0.30966497409584853,4.520523783180208,0.08646700520001638
3,6,MA-THRESH,LAG1-PANEL,486,1134,-0.19609667810972534,-0.5057616522055739,0.8753487829442322,1.186094587506789,0.2684308001798206,4.296909494757961,0.23926404961822723
3,6,MA-THRESH,LAG1-POOLED,486,1134,-0.19609667810972534,-0.5057616522055739,0.9194112037033144,1.2617778017235237,0.2684308001798206,4.4411171977335195,0.13908344836263886
3,6,MA-THRESH,WINDOW-ORACLE,486,1134,-0.19609667810972534,-0.5057616522055739,0.8630519235775126,1.1826651208833696,0.24068470851292448,4.220234065966052,0.24365686427728117
3,12,ALL,ZERO,486,1134,-0.10790349256549307,-0.26795141986806886,0.48380962017144424,0.9052920881559019,0.26795141986806886,4.716620461289933,0.0
3,12,ALL,GLOBAL,486,1134,-0.10790349256549307,-0.26795141986806886,0.48579610669405593,0.8794152264443741,0.16004792730257575,4.6087169687244405,0.056350939199646954
3,12,ALL,PANEL,486,1134,-0.10790349256549307,-0.26795141986806886,0.5134053644510719,0.8781499345160942,0.1600479273025758,4.512313760691816,0.059064407317167
3,12,ALL,FAMILY,486,1134,-0.10790349256549307,-0.26795141986806886,0.4557048284607002,0.8608995138896537,0.16004792730257575,4.529884293697769,0.0956688813136427
3,12,ALL,LAG1-PANEL,486,1134,-0.10790349256549307,-0.26795141986806886,0.56609358883215,0.862936847584066,0.04922734380121002,4.575891311418756,0.09138358600613161
3,12,ALL,LAG1-POOLED,486,1134,-0.10790349256549307,-0.26795141986806886,0.5381224173233561,0.8771717288501418,0.049227343801210036,4.563450212156465,0.06115952989515949
3,12,ALL,WINDOW-ORACLE,486,1134,-0.10790349256549307,-0.26795141986806886,0.5408420221351435,0.8365940717993419,-2.5063235829280428e-17,4.220234065966052,0.14601131620172836
3,12,MA-THRESH,ZERO,243,567,-0.1867361675921637,-0.5117447335265491,0.9149871358797677,1.2774956016667152,0.5117447335265491,4.716620461289933,0.0
3,12,MA-THRESH,GLOBAL,243,567,-0.1867361675921637,-0.5117447335265491,0.8597722710506357,1.2148015919961455,0.3250085659343854,4.529884293697769,0.09574300361577037
3,12,MA-THRESH,PANEL,243,567,-0.1867361675921637,-0.5117447335265491,0.8957228176700213,1.2171749894129924,0.32500856593438554,4.338914050541978,0.09220619934080365
3,12,MA-THRESH,FAMILY,243,567,-0.1867361675921637,-0.5117447335265491,0.8597722710506357,1.2148015919961455,0.3250085659343855,4.529884293697769,0.09574300361577037
3,12,MA-THRESH,LAG1-PANEL,243,567,-0.1867361675921637,-0.5117447335265491,0.8440509969360867,1.1623699645133103,0.2930206574596904,4.575891311418756,0.17211515706967984
3,12,MA-THRESH,LAG1-POOLED,243,567,-0.1867361675921637,-0.5117447335265491,0.8566326270971345,1.2070006524838839,0.29302065745969036,4.563450212156465,0.10731922332092747
3,12,MA-THRESH,WINDOW-ORACLE,243,567,-0.1867361675921637,-0.5117447335265491,0.8090152651153991,1.1349442182426746,0.2437933136584803,4.220234065966052,0.21072162057367105
4,6,ALL,ZERO,648,1944,-0.11766841363852182,-0.19613310009491902,0.440540008135581,0.7672823228425779,0.19613310009491902,3.578451071039712,0.0
4,6,ALL,GLOBAL,648,1944,-0.11766841363852182,-0.19613310009491902,0.44571860737635705,0.7459294048464366,0.07846468645639723,3.4607826574011904,0.05488409977707598
4,6,ALL,PANEL,648,1944,-0.11766841363852182,-0.19613310009491902,0.45373359947851893,0.7413274358188173,0.07846468645639725,3.3786796089943545,0.06650980430737419
4,6,ALL,FAMILY,648,1944,-0.11766841363852182,-0.19613310009491902,0.413201052068488,0.7308599618120352,0.07846468645639722,3.375117692194261,0.09268528110729946
4,6,ALL,LAG1-PANEL,648,1944,-0.11766841363852182,-0.19613310009491902,0.5123310454714999,0.7193895729404256,-0.01044177763585946,3.0073448003298173,0.12094126868762001
4,6,ALL,LAG1-POOLED,648,1944,-0.11766841363852182,-0.19613310009491902,0.5093190806519053,0.7500807425667475,-0.010441777635859477,3.2479933314871876,0.04433507725711594
4,6,ALL,WINDOW-ORACLE,648,1944,-0.11766841363852182,-0.19613310009491902,0.4847739298088184,0.7186274579075392,0.0,3.1732332410387807,0.12280281640185997
4,6,MA-THRESH,ZERO,324,972,-0.20333337884545116,-0.3688576172128012,0.8308754854146797,1.082496871420588,0.3688576172128012,3.578451071039712,0.0
4,6,MA-THRESH,GLOBAL,324,972,-0.20333337884545116,-0.3688576172128012,0.7781334720909213,1.0310876821815624,0.16552423836735003,3.375117692194261,0.09272718622541776
4,6,MA-THRESH,PANEL,324,972,-0.20333337884545116,-0.3688576172128012,0.7838474032408721,1.0237820900054868,0.16552423836735,3.2121498608109587,0.10553828644339114
4,6,MA-THRESH,FAMILY,324,972,-0.20333337884545116,-0.3688576172128012,0.7781334720909213,1.0310876821815624,0.16552423836734997,3.375117692194261,0.09272718622541776
4,6,MA-THRESH,LAG1-PANEL,324,972,-0.20333337884545116,-0.3688576172128012,0.7382400485777778,0.9560592975845562,0.16228273948202274,3.0073448003298173,0.2199609244386891
4,6,MA-THRESH,LAG1-POOLED,324,972,-0.20333337884545116,-0.3688576172128012,0.7804933205345322,1.0219523118597313,0.16228273948202274,3.2479933314871876,0.10873272386650845
4,6,MA-THRESH,WINDOW-ORACLE,324,972,-0.20333337884545116,-0.3688576172128012,0.7453837221045259,0.9824333168191295,0.1727245171178822,3.1732332410387807,0.17633072787539916
4,12,ALL,ZERO,324,972,-0.13644717654683342,-0.22519902380188253,0.4406856464832508,0.7699681997948357,0.22519902380188253,3.578451071039712,0.0
4,12,ALL,GLOBAL,324,972,-0.13644717654683342,-0.22519902380188253,0.44723425346477214,0.7416288281648461,0.08875184725504916,3.4420038944928786,0.0722571233863103
4,12,ALL,PANEL,324,972,-0.13644717654683342,-0.22519902380188253,0.451117778783824,0.7340542507011247,0.08875184725504917,3.3577217716223458,0.09111122880529232
4,12,ALL,FAMILY,324,972,-0.13644717654683342,-0.22519902380188253,0.40472505960427996,0.7200383198764339,0.08875184725504916,3.33584766532984,0.12548826434280957
4,12,ALL,LAG1-PANEL,324,972,-0.13644717654683342,-0.22519902380188253,0.5074615744551971,0.7335543345606248,0.002868784936313248,3.116963876485763,0.09234877615563308
4,12,ALL,LAG1-POOLED,324,972,-0.13644717654683342,-0.22519902380188253,0.49387005158753733,0.7471675178764834,0.0028687849363131968,3.191694823698821,0.05834809631978144
4,12,ALL,WINDOW-ORACLE,324,972,-0.13644717654683342,-0.22519902380188253,0.4801742923764445,0.722079639128011,0.0,3.1732332410387807,0.12052272829703525
4,12,MA-THRESH,ZERO,162,486,-0.2426034057098724,-0.42691719899735303,0.8282024459525118,1.086109113712765,0.42691719899735303,3.578451071039712,0.0
4,12,MA-THRESH,GLOBAL,162,486,-0.2426034057098724,-0.42691719899735303,0.7592432338384014,1.0155522076615278,0.1843137932874806,3.33584766532984,0.1257058081094894
4,12,MA-THRESH,PANEL,162,486,-0.2426034057098724,-0.42691719899735303,0.7620407481002932,1.0006734499030308,0.18431379328748068,3.1683940716976973,0.1511365420497517
4,12,MA-THRESH,FAMILY,162,486,-0.2426034057098724,-0.42691719899735303,0.7592432338384014,1.0155522076615278,0.1843137932874806,3.33584766532984,0.1257058081094894
4,12,MA-THRESH,LAG1-PANEL,162,486,-0.2426034057098724,-0.42691719899735303,0.7578349909152798,0.9893571069962934,0.2045869601317837,3.116963876485763,0.17022711347766661
4,12,MA-THRESH,LAG1-POOLED,162,486,-0.2426034057098724,-0.42691719899735303,0.7724358380401039,1.024837358133865,0.20458696013178365,3.191694823698821,0.10964545371965562
4,12,MA-THRESH,WINDOW-ORACLE,162,486,-0.2426034057098724,-0.42691719899735303,0.7419202379207973,0.9871252472555777,0.20171817519547044,3.1732332410387807,0.17396660819248444
5,6,ALL,ZERO,324,1620,-0.1279726756513525,-0.178478016808257,0.3529598441253327,0.599943189519749,0.178478016808257,2.7318482699927538,0.0
5,6,ALL,GLOBAL,324,1620,-0.1279726756513525,-0.178478016808257,0.3611311735338076,0.575002797952059,0.050505341156904554,2.6038755943414014,0.08141434155857197
5,6,ALL,PANEL,324,1620,-0.1279726756513525,-0.178478016808257,0.36305540691881966,0.5668423822353548,0.050505341156904505,2.523689685948452,0.10730238635190914
5,6,ALL,FAMILY,324,1620,-0.1279726756513525,-0.178478016808257,0.32217116207622065,0.5569835150648652,0.050505341156904464,2.5098180077886334,0.13808502156423708
5,6,ALL,LAG1-PANEL,324,1620,-0.1279726756513525,-0.178478016808257,0.3904085293856632,0.5574078991664045,-0.006973736096907717,2.2379153199579176,0.13677107831493895
5,6,ALL,LAG1-POOLED,324,1620,-0.1279726756513525,-0.178478016808257,0.39309339114842246,0.5805180727017599,-0.006973736096907734,2.4152517340573825,0.06370816906157328
5,6,ALL,WINDOW-ORACLE,324,1620,-0.1279726756513525,-0.178478016808257,0.3793241297831955,0.5649354753523045,0.0,2.394576446772669,0.11329850784750906
5,6,MA-THRESH,ZERO,162,810,-0.22203026220412056,-0.3339381570193192,0.6600414763176591,0.8459160884643382,0.3339381570193192,2.7318482699927538,0.0
5,6,MA-THRESH,GLOBAL,162,810,-0.22203026220412056,-0.3339381570193192,0.5996627885667466,0.7852278095758682,0.11190789481519862,2.5098180077886334,0.13833832953408742
5,6,MA-THRESH,PANEL,162,810,-0.22203026220412056,-0.3339381570193192,0.5974655239540421,0.7689096572855925,0.11190789481519872,2.3503972525077637,0.1737793193496816
5,6,MA-THRESH,FAMILY,162,810,-0.22203026220412056,-0.3339381570193192,0.5996627885667466,0.7852278095758682,0.11190789481519862,2.5098180077886334,0.13833832953408742
5,6,MA-THRESH,LAG1-PANEL,162,810,-0.22203026220412056,-0.3339381570193192,0.5803718639530376,0.7491868515953152,0.14848640411415454,2.2379153199579176,0.21562142269877438
5,6,MA-THRESH,LAG1-POOLED,162,810,-0.22203026220412056,-0.3339381570193192,0.6100324848491936,0.7952727712355222,0.14848640411415454,2.4152517340573825,0.11615185112646875
5,6,MA-THRESH,WINDOW-ORACLE,162,810,-0.22203026220412056,-0.3339381570193192,0.5925069520536059,0.7756198881902489,0.15546014021106225,2.394576446772669,0.15929563286415416
5,12,ALL,ZERO,162,810,-0.12094690758728131,-0.22219566454354142,0.3770686170290017,0.6336690176870653,0.22219566454354142,2.7318482699927538,0.0
5,12,ALL,GLOBAL,162,810,-0.12094690758728131,-0.22219566454354142,0.3750485780461565,0.6020106489255254,0.10124875695626014,2.6109013624054724,0.0974247919263449
5,12,ALL,PANEL,162,810,-0.12094690758728131,-0.22219566454354142,0.38157254739947394,0.5899827016771324,0.10124875695626012,2.523537802256083,0.1331307261464577
5,12,ALL,FAMILY,162,810,-0.12094690758728131,-0.22219566454354142,0.33734861740476535,0.5793828263115729,0.1012487569562601,2.5237698872597556,0.163999977634805
5,12,ALL,LAG1-PANEL,162,810,-0.12094690758728131,-0.22219566454354142,0.4316446903268246,0.5811140991986211,-0.05068968534598486,2.2631590635967127,0.1589963546938481
5,12,ALL,LAG1-POOLED,162,810,-0.12094690758728131,-0.22219566454354142,0.43244172081721804,0.5958544994641201,-0.05068968534598486,2.377106847301133,0.11578984288502658
5,12,ALL,WINDOW-ORACLE,162,810,-0.12094690758728131,-0.22219566454354142,0.4062403091788863,0.5884768441863564,-3.50885301609926e-17,2.394576446772669,0.1375502309005744
5,12,MA-THRESH,ZERO,81,405,-0.208078382732998,-0.41916384337106266,0.7044646302619926,0.8934365476157506,0.41916384337106266,2.7318482699927538,0.0
5,12,MA-THRESH,GLOBAL,81,405,-0.208078382732998,-0.41916384337106266,0.6264522830692004,0.8167543135599191,0.21108546063806466,2.5237698872597556,0.16429029531521389
5,12,MA-THRESH,PANEL,81,405,-0.208078382732998,-0.41916384337106266,0.6176787185090964,0.7912549891993271,0.21108546063806463,2.4294714197559517,0.21565795765307683
5,12,MA-THRESH,FAMILY,81,405,-0.208078382732998,-0.41916384337106266,0.6264522830692004,0.8167543135599191,0.21108546063806452,2.5237698872597556,0.16429029531521389
5,12,MA-THRESH,LAG1-PANEL,81,405,-0.208078382732998,-0.41916384337106266,0.6012248503977442,0.7656346602102091,0.14627849348153638,2.2631590635967127,0.2656286199352985
5,12,MA-THRESH,LAG1-POOLED,81,405,-0.208078382732998,-0.41916384337106266,0.6172255774609301,0.8001682408887654,0.14627849348153632,2.377106847301133,0.19788767093082738
5,12,MA-THRESH,WINDOW-ORACLE,81,405,-0.208078382732998,-0.41916384337106266,0.6150777090438074,0.802008230958568,0.19696817882752124,2.394576446772669,0.19419450856981657
