panel,leg,arm,is_sharpe,CAGR,Sharpe,MaxDD,H1,H2,keep4a,keep4b,fail4b
B136,OOS ALL GRID,d=0.08 g_low=0.00,0.45224587443843767,0.0,,0.0,,,False,False,H1+H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.08 g_low=0.25,0.8721455329820353,0.046665407754244326,0.6660542576960399,-0.1405492203150287,0.7525495675780784,0.5746108277414467,False,False,H1+H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.08 g_low=0.50,1.0335357584945406,0.09026397776991013,1.0381730251887147,-0.13207092963536826,1.1918884233209361,0.860255305870323,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.08 g_low=0.75,1.072203525593475,0.10185671706723665,1.1146214612901024,-0.14674131458997908,1.3053335725031587,0.8902198044623896,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.10 g_low=0.00,0.37741983298032605,0.0,,0.0,,,False,False,H1+H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.10 g_low=0.25,0.9016143316906877,0.06293642641906416,0.7806274446487851,-0.1721852402134184,0.9069591311835722,0.6324651234219449,False,False,H1+H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.10 g_low=0.50,1.0726793550595055,0.0911244445413475,1.006354589152889,-0.16863561077029066,1.150423620359508,0.8393946497859912,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.10 g_low=0.75,1.0891020153692768,0.10083704735173793,1.0778961914072513,-0.16508641684495762,1.2613555884637309,0.8622954325869677,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.12 g_low=0.00,1.0927413254606884,0.025048234457791807,0.4479769189826123,-0.16157983013208954,0.6336573961354025,,False,False,H1+H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.12 g_low=0.25,1.0927413254606884,0.09871228846547808,1.0616601711496574,-0.16157983013208954,1.2182233483975264,0.8804048428043107,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.12 g_low=0.50,1.0927413254606884,0.10137219238019046,1.07660097666022,-0.16157983013208954,1.2299076701530418,0.8990067546102618,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.12 g_low=0.75,1.0927413254606884,0.1039790059461625,1.0964665316855051,-0.16157983013208954,1.2633265806060094,0.9017006787904137,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.15 g_low=0.00,1.0927413254606884,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.15 g_low=0.25,1.0927413254606884,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.15 g_low=0.50,1.0927413254606884,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.15 g_low=0.75,1.0927413254606884,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
