leg,window,char,k,n_B,n_S,n_min,rep,n_overlap,reach_lo_B,reach_hi_B,reach_lo_S,reach_hi_S,reach_w_B,reach_w_S,abs_resid,mean_resid,abs_resid_sd_units,worst_rung
ASYM_S,FULL,momac,12,134,110,110,2,4,0.8050756916882458,0.9288847965680526,0.6845857816242935,0.9287221669085436,0.12380910487980679,0.24413638528425008,0.007985463331154408,-0.006561684460509309,0.08784901361477807,0.017249947344187944
ASYM_S,FULL,momac,12,134,134,134,2,4,0.8050756916882458,0.9288847965680526,0.5225095833030459,0.9369883788765802,0.12380910487980679,0.4144787955735343,0.005016730838819539,-0.005016730838819539,0.05518964116230226,0.00923167244115275
ASYM_S,FULL,momac,12,134,200,134,2,4,0.8050756916882458,0.9288847965680526,0.44314508212733106,0.9337516049085218,0.12380910487980679,0.49060652278119077,0.0020700656315645605,-0.00034461281411882205,0.022773033487151442,0.003450905634891477
ASYM_S,FULL,momac,12,134,330,134,2,4,0.8050756916882458,0.9288847965680526,0.5089777925483288,0.9393495375935782,0.12380910487980679,0.43037174504524944,0.007147694895887569,-0.007147694895887569,0.07863262533225265,0.009693608211654214
ASYM_S,FULL,momac,12,134,500,134,2,4,0.8050756916882458,0.9288847965680526,0.37284280407388176,0.9461700176672901,0.12380910487980679,0.5733272135934084,0.0064571741133265526,-0.0064571741133265526,0.07103612565366475,0.011143077120332023
ASYM_S,FULL,momac,12,134,657,134,2,4,0.8050756916882458,0.9288847965680526,0.2948980402778407,0.9472077133410167,0.12380910487980679,0.652309673063176,0.002341089420467124,-0.0016497162624048434,0.025754597803944578,0.004610985991406635
ASYM_B,FULL,momac,12,36,657,36,2,4,0.8485201899281593,0.9224926153450782,0.2948980402778407,0.9472077133410167,0.07397242541691895,0.652309673063176,0.010909289649456949,0.007868011812202341,0.120014368008394,0.020194942943878247
ASYM_B,FULL,momac,12,48,657,48,2,4,0.8406880367306351,0.9196717710023442,0.2948980402778407,0.9472077133410167,0.07898373427170913,0.652309673063176,0.0070986334711752586,0.003067619267350802,0.07809289487594999,0.018695058435376
ASYM_B,FULL,momac,12,64,657,64,2,4,0.8268005737593344,0.9203237206058813,0.2948980402778407,0.9472077133410167,0.09352314684654695,0.652309673063176,0.008923285543988274,-0.0009647038520479156,0.09816610517564728,0.015917163383880717
ASYM_B,FULL,momac,12,84,657,84,2,4,0.8195570018371767,0.9250542108563956,0.2948980402778407,0.9472077133410167,0.10549720901921888,0.652309673063176,0.018089900664368858,-0.017241930524012433,0.19900910740571706,0.029046462393130468
ASYM_B,FULL,momac,12,110,657,110,2,4,0.8118790753564561,0.9257899962409208,0.2948980402778407,0.9472077133410167,0.11391092088446475,0.652309673063176,0.011274192459604454,-0.010847898975241327,0.1240287063889429,0.022370124042000783
ASYM_B,FULL,momac,12,134,657,134,2,4,0.8050756916882458,0.9288847965680526,0.2948980402778407,0.9472077133410167,0.12380910487980679,0.652309673063176,0.005728221776492959,-0.0038733768447254957,0.063016835963462,0.017759044638677057
SYM,FULL,momac,12,36,36,36,3,3,0.8419184433597661,0.9202286869407814,0.7794783925542266,0.9066211153741744,0.07831024358101535,0.12714272281994787,0.011137570579560033,0.004185500236755198,0.12252571314955576,0.013954914292326648
SYM,FULL,momac,12,48,48,48,3,4,0.8329298728895803,0.9172829157410224,0.6504412668685708,0.9166643253830166,0.08435304285144207,0.2662230585144457,0.012678478555877115,0.012678478555877115,0.13947742154479428,0.021285915642888398
SYM,FULL,momac,12,64,64,64,3,3,0.8234704847249908,0.9243458562070228,0.7438593385172995,0.9136877361238488,0.10087537148203196,0.16982839760654933,0.003153522009037809,-0.0029869872807899434,0.03469226348152497,0.008795460776253261
SYM,FULL,momac,12,84,84,84,3,4,0.8168305911822514,0.9231664515638508,0.7773352902233942,0.9292109380779482,0.10633586038159937,0.15187564785455399,0.018958660830496854,-0.018958660830496854,0.20856643933464875,0.02664052469153233
SYM,FULL,momac,12,110,110,110,3,4,0.8110599505007451,0.9279364332818835,0.7581894412989237,0.9216874773921574,0.11687648278113838,0.16349803609323366,0.008207100444486332,-0.0023577312945900764,0.09028726935263537,0.01169873829979251
SYM,FULL,momac,12,134,134,134,3,4,0.8050756916882458,0.9288847965680526,0.57709848062448,0.9350516898444353,0.12380910487980679,0.3579532092199553,0.010991961724758775,-0.0019524404260552186,0.12092385315253305,0.024972343892876503
ASYM_S,FULL,momac,12,134,36,36,3,3,0.8050756916882458,0.9288847965680526,0.7794783925542266,0.9066211153741744,0.12380910487980679,0.12714272281994787,0.007441671597371154,-0.0007700761135328952,0.08186669731781965,0.012317621566356074
ASYM_S,FULL,momac,12,134,48,48,3,4,0.8050756916882458,0.9288847965680526,0.6504412668685708,0.9166643253830166,0.12380910487980679,0.2662230585144457,0.009085767834450142,0.009085767834450142,0.09995359180666803,0.014331897007450412
ASYM_S,FULL,momac,12,134,64,64,3,3,0.8050756916882458,0.9288847965680526,0.7438593385172995,0.9136877361238488,0.12380910487980679,0.16982839760654933,0.0034410888756221856,-0.0034410888756221856,0.037855820125654964,0.005872003608186627
ASYM_S,FULL,momac,12,134,84,84,3,4,0.8050756916882458,0.9288847965680526,0.7773352902233942,0.9292109380779482,0.12380910487980679,0.15187564785455399,0.011204911067318524,-0.011204911067318524,0.12326653371069235,0.0194851977830528
ASYM_S,FULL,momac,12,134,110,110,3,4,0.8050756916882458,0.9288847965680526,0.7581894412989237,0.9216874773921574,0.12380910487980679,0.16349803609323366,0.007911593314130827,-0.007911593314130827,0.087036360940523,0.019084145091288418
ASYM_S,FULL,momac,12,134,134,134,3,4,0.8050756916882458,0.9288847965680526,0.57709848062448,0.9350516898444353,0.12380910487980679,0.3579532092199553,0.012616680927121343,-0.007634038798332937,0.1387975786221242,0.025176959083625827
ASYM_S,FULL,momac,12,134,200,134,3,4,0.8050756916882458,0.9288847965680526,0.44596815675397994,0.9359347948672924,0.12380910487980679,0.4899666381133124,0.007994637342963656,0.0002773570827362126,0.0879499379888452,0.015434560520454887
ASYM_S,FULL,momac,12,134,330,134,3,4,0.8050756916882458,0.9288847965680526,0.3975295934075124,0.9394596037179553,0.12380910487980679,0.541930010310443,0.009299039848427643,-0.009299039848427643,0.10229982211073381,0.02180587367214648
ASYM_S,FULL,momac,12,134,500,134,3,4,0.8050756916882458,0.9288847965680526,0.2980115906699124,0.9461991791824266,0.12380910487980679,0.6481875885125141,0.007952807042306165,-0.007144458747531834,0.08748975797178425,0.015378058889069512
ASYM_S,FULL,momac,12,134,657,134,3,4,0.8050756916882458,0.9288847965680526,0.2948980402778407,0.9472077133410167,0.12380910487980679,0.652309673063176,0.008265307487486051,-0.007209159138773902,0.09092761182255929,0.0116528792026791
ASYM_B,FULL,momac,12,36,657,36,3,4,0.8419184433597661,0.9202286869407814,0.2948980402778407,0.9472077133410167,0.07831024358101535,0.652309673063176,0.012512345424050358,-0.01038219358578693,0.1376497715820457,0.017965266940281555
ASYM_B,FULL,momac,12,48,657,48,3,4,0.8329298728895803,0.9172829157410224,0.2948980402778407,0.9472077133410167,0.08435304285144207,0.652309673063176,0.011650246628054334,-0.011650246628054334,0.12816572216298838,0.019784189870962976
ASYM_B,FULL,momac,12,64,657,64,3,4,0.8234704847249908,0.9243458562070228,0.2948980402778407,0.9472077133410167,0.10087537148203196,0.652309673063176,0.007274309634766524,-0.007274309634766524,0.0800255288443399,0.015095361502170834
ASYM_B,FULL,momac,12,84,657,84,3,4,0.8168305911822514,0.9231664515638508,0.2948980402778407,0.9472077133410167,0.10633586038159937,0.652309673063176,0.01652542171997401,-0.01652542171997401,0.18179809204108846,0.02065725481043179
ASYM_B,FULL,momac,12,110,657,110,3,4,0.8110599505007451,0.9279364332818835,0.2948980402778407,0.9472077133410167,0.11687648278113838,0.652309673063176,0.012979949250573136,-0.012979949250573136,0.14279393582386976,0.01774170876408787
ASYM_B,FULL,momac,12,134,657,134,3,4,0.8050756916882458,0.9288847965680526,0.2948980402778407,0.9472077133410167,0.12380910487980679,0.652309673063176,0.009243906020668852,-0.009243906020668852,0.10169328844016762,0.014527558552829056
SYM,FULL,momac,12,36,36,36,4,3,0.8354432078948292,0.9197599258036925,0.8223724786231802,0.9028923110619856,0.0843167179088633,0.08051983243880545,0.013316507603228075,0.013316507603228075,0.14649645352114618,0.019030217465324073
SYM,FULL,momac,12,48,48,48,4,3,0.8244272040762706,0.9178251142106292,0.7452001877998202,0.9085546542192598,0.09339791013435861,0.16335446641943963,0.004709705390467149,0.00012128723350376032,0.05181201839028794,0.006882627235445082
SYM,FULL,momac,12,64,64,64,4,3,0.8269462997524322,0.9206252890608121,0.7893735307621198,0.9150320170083811,0.09367898930837992,0.1256584862462613,0.002017517896614862,0.002017517896614862,0.02219494972524724,0.005418108343615002
SYM,FULL,momac,12,84,84,84,4,3,0.8158839728085242,0.9266928714771753,0.7286473584638569,0.915624168315487,0.11080889866865107,0.18697680985163012,0.01769730574032931,-0.01769730574032931,0.1946901248499413,0.0231462900742756
SYM,FULL,momac,12,110,110,110,4,4,0.8080610211358308,0.9260697165407196,0.6470825697002931,0.9216669467760861,0.11800869540488879,0.274584377075793,0.00335439621584957,-0.003331145534823804,0.03690210406274933,0.006912170211108015
SYM,FULL,momac,12,134,134,134,4,4,0.8050756916882458,0.9288847965680526,0.5471648409698198,0.9208029077000965,0.12380910487980679,0.3736380667302768,0.004425038782259999,-0.0006265154916905435,0.04868036782688258,0.006630061717195157
ASYM_S,FULL,momac,12,134,36,36,4,3,0.8050756916882458,0.9288847965680526,0.8223724786231802,0.9028923110619856,0.12380910487980679,0.08051983243880545,0.006419852873775962,-0.003143061948654361,0.07062555034382531,0.014344372233645486
ASYM_S,FULL,momac,12,134,48,48,4,3,0.8050756916882458,0.9288847965680526,0.7452001877998202,0.9085546542192598,0.12380910487980679,0.16335446641943963,0.006851347709257179,0.0024818204997404023,0.07537247536306724,0.013650793534227601
ASYM_S,FULL,momac,12,134,64,64,4,3,0.8050756916882458,0.9288847965680526,0.7893735307621198,0.9150320170083811,0.12380910487980679,0.1256584862462613,0.00639241546546961,0.0016371146489216522,0.07032370821445816,0.007132951224821937
ASYM_S,FULL,momac,12,134,84,84,4,3,0.8050756916882458,0.9288847965680526,0.7286473584638569,0.915624168315487,0.12380910487980679,0.18697680985163012,0.0027271945307072074,-0.0019287756484030287,0.03000218516107205,0.0038470153134543272
ASYM_S,FULL,momac,12,134,110,110,4,4,0.8050756916882458,0.9288847965680526,0.6470825697002931,0.9216669467760861,0.12380910487980679,0.274584377075793,0.006491840416151334,-9.960091290442397e-05,0.07141749369488372,0.013182882658111517
ASYM_S,FULL,momac,12,134,134,134,4,4,0.8050756916882458,0.9288847965680526,0.5471648409698198,0.9208029077000965,0.12380910487980679,0.3736380667302768,0.008058508407309012,-0.00045273370223428144,0.08865259101830371,0.014452965201919854
ASYM_S,FULL,momac,12,134,200,134,4,4,0.8050756916882458,0.9288847965680526,0.5033323075184387,0.9328076241984696,0.12380910487980679,0.4294753166800309,0.008929058554701913,-0.005583495425838386,0.09822961473993293,0.013566389601046502
ASYM_S,FULL,momac,12,134,330,134,4,4,0.8050756916882458,0.9288847965680526,0.5662329583008809,0.9373245270383852,0.12380910487980679,0.37109156873750426,0.004965419462454684,-0.001700486215492486,0.05462515872541185,0.006529866493924397
ASYM_S,FULL,momac,12,134,500,134,4,4,0.8050756916882458,0.9288847965680526,0.35401294012526324,0.9467067420216054,0.12380910487980679,0.5926938018963421,0.008256691967070795,-0.006246670271301047,0.09083283147746579,0.012986159798325403
ASYM_S,FULL,momac,12,134,657,134,4,4,0.8050756916882458,0.9288847965680526,0.2948980402778407,0.9472077133410167,0.12380910487980679,0.652309673063176,0.006753446972028149,-0.0009120076738628191,0.07429545793263512,0.008618603574066963
ASYM_B,FULL,momac,12,36,657,36,4,4,0.8354432078948292,0.9197599258036925,0.2948980402778407,0.9472077133410167,0.0843167179088633,0.652309673063176,0.007410599515208033,0.007410599515208033,0.08152486971736746,0.013827761313569886
ASYM_B,FULL,momac,12,48,657,48,4,4,0.8244272040762706,0.9178251142106292,0.2948980402778407,0.9472077133410167,0.09339791013435861,0.652309673063176,0.008255931528973082,0.00445347228894033,0.09082446580924733,0.01207230479005128
ASYM_B,FULL,momac,12,64,657,64,4,4,0.8269462997524322,0.9206252890608121,0.2948980402778407,0.9472077133410167,0.09367898930837992,0.652309673063176,0.010338577061745458,-0.001705267924961007,0.11373589225703844,0.016416107480008657
ASYM_B,FULL,momac,12,84,657,84,4,4,0.8158839728085242,0.9266928714771753,0.2948980402778407,0.9472077133410167,0.11080889866865107,0.652309673063176,0.007167031435654336,0.0051888217102943335,0.07884534886184501,0.016493135722327468
ASYM_B,FULL,momac,12,110,657,110,4,4,0.8080610211358308,0.9260697165407196,0.2948980402778407,0.9472077133410167,0.11800869540488879,0.652309673063176,0.006185328501913584,-0.004777472853001535,0.0680455203715686,0.011897408220448713
ASYM_B,FULL,momac,12,134,657,134,4,4,0.8050756916882458,0.9288847965680526,0.2948980402778407,0.9472077133410167,0.12380910487980679,0.652309673063176,0.006640445815984025,-0.001463162227923559,0.07305231903334587,0.01174164696306701
SYM,FULL,momac,12,36,36,36,5,2,0.8539954839845209,0.9116196388367189,0.7948245695131736,0.8999762058398781,0.05762415485219807,0.10515163632670455,0.007850243164843673,-0.007850243164843673,0.08636144079168591,0.007893000984690812
SYM,FULL,momac,12,48,48,48,5,3,0.8258780687615902,0.9234278317790018,0.8236948803106113,0.9108013582246889,0.09754976301741158,0.08710647791407755,0.00586076021131432,-0.004792415143499336,0.06447490674561408,0.011818095816355068
SYM,FULL,momac,12,64,64,64,5,4,0.8286445142169588,0.9227071319622561,0.7185845245678092,0.9255357908693872,0.09406261774529723,0.206951266301578,0.014359262710922138,-0.014359262710922138,0.15796792409885307,0.025228874310132987
SYM,FULL,momac,12,84,84,84,5,4,0.8254222241110997,0.9218653807809775,0.7440550826773188,0.9320789246128213,0.0964431566698778,0.18802384193550248,0.01317566434836262,0.008745433504481953,0.14494702044492713,0.03182399015103843
SYM,FULL,momac,12,110,110,110,5,4,0.8050756916882458,0.926825419654285,0.6937322911157762,0.9259575263532209,0.12174972796603922,0.23222523523744476,0.012410109505643113,0.0012049346755101664,0.13652506231777073,0.018898643141120774
SYM,FULL,momac,12,134,134,134,5,4,0.8050756916882458,0.9288847965680526,0.7260749962215706,0.9295417207742677,0.12380910487980679,0.2034667245526971,0.0052539749201050145,-0.004543040775168067,0.057799590975178096,0.0074246617621458455
ASYM_S,FULL,momac,12,134,36,36,5,3,0.8050756916882458,0.9288847965680526,0.7948245695131736,0.8999762058398781,0.12380910487980679,0.10515163632670455,0.006485182894745793,0.0023260369793426014,0.07134425352529777,0.009963163559375987
ASYM_S,FULL,momac,12,134,48,48,5,3,0.8050756916882458,0.9288847965680526,0.8236948803106113,0.9108013582246889,0.12380910487980679,0.08710647791407755,0.006813790711737784,-0.006813790711737784,0.07495930645231168,0.009221113452718144
ASYM_S,FULL,momac,12,134,64,64,5,4,0.8050756916882458,0.9288847965680526,0.7185845245678092,0.9255357908693872,0.12380910487980679,0.206951266301578,0.01600075433720552,-0.01600075433720552,0.17602616496050968,0.01955062297218324
