leg,window,char,k,n_B,n_S,n_min,rep,n_overlap,reach_lo_B,reach_hi_B,reach_lo_S,reach_hi_S,reach_w_B,reach_w_S,abs_resid,mean_resid,abs_resid_sd_units,worst_rung
ASYM_B,OOS,tpers,24,84,663,84,2,3,0.9525462962962963,0.9774226593958587,0.9200382166679287,0.9898272624791163,0.024876363099562426,0.06978904581118761,0.0013035927099267857,0.0013035927099267857,0.09473963647032535,0.0015293551735953148
ASYM_B,OOS,tpers,24,110,663,110,2,4,0.9529196535244923,0.9783933881891683,0.9200382166679287,0.9898272624791163,0.025473734664676062,0.06978904581118761,0.0010188932122383032,0.0006858648464941886,0.07404887415714402,0.0017054883230211981
ASYM_B,OOS,tpers,24,134,663,134,2,4,0.9510902031063321,0.9788787525858229,0.9200382166679287,0.9898272624791163,0.02778854947949083,0.06978904581118761,0.0009004353778193919,0.00033762614566815174,0.06543985687402347,0.0016204262627553812
SYM,OOS,tpers,24,36,36,36,3,1,0.9620644825473583,0.9726008759134227,0.9541035020775239,0.9702471582883221,0.010536393366064378,0.016143656210798163,0.0002900674824698468,-0.0002900674824698468,0.021080884874386252,0.0002900674824698468
SYM,OOS,tpers,24,48,48,48,3,3,0.9584055817110383,0.973291765561289,0.9526442151163238,0.9733825145582319,0.014886183850250756,0.02073829944190808,0.001583234509340355,0.001583234509340355,0.1150628265408169,0.0028305430046253743
SYM,OOS,tpers,24,64,64,64,3,3,0.9570265830346475,0.9745238444143357,0.9554160513849282,0.976642104120191,0.01749726137968821,0.02122605273526279,0.0008550417682712252,-0.0005602787252413366,0.06214084021496995,0.0011837565716268372
SYM,OOS,tpers,24,84,84,84,3,3,0.953999966418326,0.9757185875445625,0.948377498462345,0.9773684870969473,0.02171862112623657,0.028990988634602366,0.000540610513561468,1.0319631387201156e-05,0.039289298825340865,0.0007954363232614003
SYM,OOS,tpers,24,110,110,110,3,3,0.951930256869773,0.9778465449695757,0.9470228987730419,0.9784216373447171,0.02591628809980273,0.03139873857167519,0.000665468277438889,0.000600679190337979,0.048363436069410716,0.0016315889785692983
SYM,OOS,tpers,24,134,134,134,3,4,0.9510902031063321,0.9788787525858229,0.9434444913676437,0.9813159463398322,0.02778854947949083,0.03787145497218847,0.001614691440011945,0.001614691440011945,0.11734898398370873,0.0022882050850960844
ASYM_S,OOS,tpers,24,134,36,36,3,2,0.9510902031063321,0.9788787525858229,0.9541035020775239,0.9702471582883221,0.02778854947949083,0.016143656210798163,0.0010594198496761131,0.0009244097563109732,0.07699417974913252,0.0019838296059870864
ASYM_S,OOS,tpers,24,134,48,48,3,3,0.9510902031063321,0.9788787525858229,0.9526442151163238,0.9733825145582319,0.02778854947949083,0.02073829944190808,0.002006511211610884,0.002006511211610884,0.14582479735739218,0.0021651106410416343
ASYM_S,OOS,tpers,24,134,64,64,3,3,0.9510902031063321,0.9788787525858229,0.9554160513849282,0.976642104120191,0.02778854947949083,0.02122605273526279,0.00041004286451632826,-0.00020845489482505344,0.02980019113769792,0.0005419839231186607
ASYM_S,OOS,tpers,24,134,84,84,3,3,0.9510902031063321,0.9788787525858229,0.948377498462345,0.9773684870969473,0.02778854947949083,0.028990988634602366,0.0004862548382310224,0.0004862548382310224,0.03533895691126659,0.0005724249567474748
ASYM_S,OOS,tpers,24,134,110,110,3,4,0.9510902031063321,0.9788787525858229,0.9470228987730419,0.9784216373447171,0.02778854947949083,0.03139873857167519,0.0012082610011175665,0.0012082610011175665,0.08781132874974322,0.0017929474536650947
ASYM_S,OOS,tpers,24,134,134,134,3,4,0.9510902031063321,0.9788787525858229,0.9434444913676437,0.9813159463398322,0.02778854947949083,0.03787145497218847,0.0014024240268776522,0.0007497720813651465,0.10192228099457594,0.0022439985530259277
ASYM_S,OOS,tpers,24,134,200,134,3,4,0.9510902031063321,0.9788787525858229,0.9333125684488869,0.9838556977907995,0.02778854947949083,0.05054312934191263,0.0008974692410053942,0.0008974692410053942,0.06522429052316901,0.0016304606400199262
ASYM_S,OOS,tpers,24,134,330,134,3,4,0.9510902031063321,0.9788787525858229,0.9361195309599379,0.9854015434540212,0.02778854947949083,0.04928201249408326,0.0012883303405039903,0.0011296018275532005,0.0936304316398744,0.001862838117885346
ASYM_S,OOS,tpers,24,134,500,134,3,4,0.9510902031063321,0.9788787525858229,0.92310606664066,0.9883558810618172,0.02778854947949083,0.06524981442115718,0.0006501622841457999,0.0006501622841457999,0.04725106083950785,0.0012693380592685433
ASYM_S,OOS,tpers,24,134,663,134,3,4,0.9510902031063321,0.9788787525858229,0.9200382166679287,0.9898272624791163,0.02778854947949083,0.06978904581118761,0.0010885232705067915,0.000732423357698242,0.07910929399343987,0.002924982494849515
ASYM_B,OOS,tpers,24,36,663,36,3,2,0.9620644825473583,0.9726008759134227,0.9200382166679287,0.9898272624791163,0.010536393366064378,0.06978904581118761,0.0005828920125904857,0.0005828920125904857,0.04236214037847791,0.0007400798551443488
ASYM_B,OOS,tpers,24,48,663,48,3,3,0.9584055817110383,0.973291765561289,0.9200382166679287,0.9898272624791163,0.014886183850250756,0.06978904581118761,0.0009568369492289156,0.00021097931215341426,0.06953888591200688,0.0017517243920734948
ASYM_B,OOS,tpers,24,64,663,64,3,3,0.9570265830346475,0.9745238444143357,0.9200382166679287,0.9898272624791163,0.01749726137968821,0.06978904581118761,0.0008371063631756511,-0.00027126890875391513,0.06083737039210008,0.0013024346533822007
ASYM_B,OOS,tpers,24,84,663,84,3,3,0.953999966418326,0.9757185875445625,0.9200382166679287,0.9898272624791163,0.02171862112623657,0.06978904581118761,0.0011895519580954472,-8.342344187158475e-05,0.0864516341755669,0.0016591927743357937
ASYM_B,OOS,tpers,24,110,663,110,3,3,0.951930256869773,0.9778465449695757,0.9200382166679287,0.9898272624791163,0.02591628809980273,0.06978904581118761,0.000668471398860726,0.0003972839652823061,0.04858169030604039,0.001121743792998231
ASYM_B,OOS,tpers,24,134,663,134,3,4,0.9510902031063321,0.9788787525858229,0.9200382166679287,0.9898272624791163,0.02778854947949083,0.06978904581118761,0.0006760576666135776,8.278267501229952e-05,0.049133028345597296,0.0011120060176375013
SYM,OOS,tpers,24,36,36,36,4,1,0.9621602449223418,0.9724462365591396,0.9592261078524591,0.9701802751595195,0.010285991636797887,0.010954167307060447,0.0015952011389109844,0.0015952011389109844,0.11593251085760027,0.0015952011389109844
SYM,OOS,tpers,24,48,48,48,4,3,0.9573975171949091,0.9723957082136186,0.947176306721515,0.9723748998529577,0.014998191018709583,0.02519859313144268,0.001470156063921017,0.001470156063921017,0.10684476062952525,0.0021040265962636306
SYM,OOS,tpers,24,64,64,64,4,3,0.9541517323775389,0.9748411980583022,0.9456397558151372,0.9775536442111262,0.02068946568076324,0.031913888395989076,0.0015406474162495964,0.0012199164154970503,0.11196777569631426,0.003182626625507501
SYM,OOS,tpers,24,84,84,84,4,3,0.9550266987958649,0.9776973808540012,0.9461125641559112,0.9797981501504637,0.02267068205813627,0.033685585994552514,0.0003660106048881673,1.703582121970193e-05,0.026600111666270645,0.000523462175502698
SYM,OOS,tpers,24,110,110,110,4,4,0.9520982676224611,0.9783187167435289,0.9463702913702196,0.9801582607259087,0.0262204491210678,0.033787969355689174,0.0015431575102071715,0.0010282828270062327,0.11215019877005206,0.0018455350127490888
SYM,OOS,tpers,24,134,134,134,4,4,0.9510902031063321,0.9788787525858229,0.9416877560652931,0.9807113176271928,0.02778854947949083,0.03902356156189968,0.0010651428214538683,0.0003199934923787673,0.07741010127249306,0.001965564712953727
ASYM_S,OOS,tpers,24,134,36,36,4,1,0.9510902031063321,0.9788787525858229,0.9592261078524591,0.9701802751595195,0.02778854947949083,0.010954167307060447,0.00019588849580021162,0.00019588849580021162,0.01423635215164191,0.00019588849580021162
ASYM_S,OOS,tpers,24,134,48,48,4,3,0.9510902031063321,0.9788787525858229,0.947176306721515,0.9723748998529577,0.02778854947949083,0.02519859313144268,0.0010742518709635125,0.0010742518709635125,0.07807210868674314,0.0019055109721596297
ASYM_S,OOS,tpers,24,134,64,64,4,3,0.9510902031063321,0.9788787525858229,0.9456397558151372,0.9775536442111262,0.02778854947949083,0.031913888395989076,0.00179948342702263,0.001157784742159958,0.13077888853802666,0.0032897796872669582
ASYM_S,OOS,tpers,24,134,84,84,4,4,0.9510902031063321,0.9788787525858229,0.9461125641559112,0.9797981501504637,0.02778854947949083,0.033685585994552514,0.0005923206621927246,-0.0001936748886238182,0.043047374983519814,0.0013939251239651895
ASYM_S,OOS,tpers,24,134,110,110,4,4,0.9510902031063321,0.9788787525858229,0.9463702913702196,0.9801582607259087,0.02778854947949083,0.033787969355689174,0.0008556136104093393,0.0007178247085603273,0.06218239929693687,0.001184227432833418
ASYM_S,OOS,tpers,24,134,134,134,4,4,0.9510902031063321,0.9788787525858229,0.9416877560652931,0.9807113176271928,0.02778854947949083,0.03902356156189968,0.0008097889501204325,0.0006337292191406496,0.05885205568264111,0.0013092491881516732
ASYM_S,OOS,tpers,24,134,200,134,4,4,0.9510902031063321,0.9788787525858229,0.9373907843315136,0.9833314999761772,0.02778854947949083,0.04594071564466362,0.001011456602262234,0.00020032854434295921,0.07350841261548355,0.0018221857044925516
ASYM_S,OOS,tpers,24,134,330,134,4,4,0.9510902031063321,0.9788787525858229,0.9296500852940793,0.9842414147719148,0.02778854947949083,0.054591329477835515,0.000684155348896931,0.0004475278857939413,0.049721533842701664,0.0019023964677983285
ASYM_S,OOS,tpers,24,134,500,134,4,4,0.9510902031063321,0.9788787525858229,0.9267752849309449,0.9878615552283567,0.02778854947949083,0.06108627029741187,0.0007503779971957669,0.0007503779971957669,0.054534317450770704,0.00155824012118011
ASYM_S,OOS,tpers,24,134,663,134,4,4,0.9510902031063321,0.9788787525858229,0.9200382166679287,0.9898272624791163,0.02778854947949083,0.06978904581118761,0.0008356568672761022,0.000295909936605776,0.060732027125339864,0.0012016738991662557
ASYM_B,OOS,tpers,24,36,663,36,4,2,0.9621602449223418,0.9724462365591396,0.9200382166679287,0.9898272624791163,0.010285991636797887,0.06978904581118761,0.0020868775201693945,0.0020868775201693945,0.15166548271817706,0.0025913412767535338
ASYM_B,OOS,tpers,24,48,663,48,4,3,0.9573975171949091,0.9723957082136186,0.9200382166679287,0.9898272624791163,0.014998191018709583,0.06978904581118761,0.0014373512984540149,0.0014373512984540149,0.10446064822143068,0.002655647829293173
ASYM_B,OOS,tpers,24,64,663,64,4,3,0.9541517323775389,0.9748411980583022,0.9200382166679287,0.9898272624791163,0.02068946568076324,0.06978904581118761,0.0011031396356429763,0.0011031396356429763,0.08017154994882754,0.0018300585300708994
ASYM_B,OOS,tpers,24,84,663,84,4,3,0.9550266987958649,0.9776973808540012,0.9200382166679287,0.9898272624791163,0.02267068205813627,0.06978904581118761,0.0017861869392681677,0.0017861869392681677,0.12981255572057737,0.0031013728822048003
ASYM_B,OOS,tpers,24,110,663,110,4,4,0.9520982676224611,0.9783187167435289,0.9200382166679287,0.9898272624791163,0.0262204491210678,0.06978904581118761,0.0013175445089120552,0.0005740807923022284,0.09575359455240585,0.0021785252763870666
ASYM_B,OOS,tpers,24,134,663,134,4,4,0.9510902031063321,0.9788787525858229,0.9200382166679287,0.9898272624791163,0.02778854947949083,0.06978904581118761,0.0012541480360974133,0.00038068220090231586,0.09114620549428712,0.0020186369204365784
SYM,OOS,tpers,24,36,36,36,5,1,0.9611870930610978,0.9720223509854229,0.9562699631146608,0.9692913247956539,0.010835257924325048,0.013021361680993104,0.0028662990859599224,0.0028662990859599224,0.20831056460443095,0.0028662990859599224
SYM,OOS,tpers,24,48,48,48,5,3,0.9561678614097969,0.9734969332610931,0.9511421434012372,0.9758778962049179,0.017329071851296174,0.02473575280368079,0.0008100207922432009,0.0008100207922432009,0.058868904993213594,0.001450573204770711
SYM,OOS,tpers,24,64,64,64,5,3,0.9562985364396654,0.9752330443722043,0.9493570199724011,0.9759346906350322,0.018934507932538813,0.02657767066263117,0.0001567890613430508,-5.493866097894262e-05,0.011394769670811088,0.0003175915834829901
SYM,OOS,tpers,24,84,84,84,5,3,0.9547093451518984,0.9769131518990859,0.9425100224618305,0.9797017531309874,0.02220380674718747,0.03719173066915693,0.0014588938267094953,0.0014588938267094953,0.10602626858738882,0.002047387170805881
SYM,OOS,tpers,24,110,110,110,5,3,0.9514262246117084,0.9781454095278362,0.9486049212745039,0.9786395442698579,0.02671918491612779,0.030034622995353977,0.0010134226327557228,0.0007930530519074663,0.07365129544447171,0.0020469933008788743
SYM,OOS,tpers,24,134,134,134,5,4,0.9510902031063321,0.9788787525858229,0.9464650774519333,0.9825595890679807,0.02778854947949083,0.036094511616047376,0.0011731439670868427,0.0009184600518116204,0.08525917038566824,0.0024254187014653983
ASYM_S,OOS,tpers,24,134,36,36,5,2,0.9510902031063321,0.9788787525858229,0.9562699631146608,0.9692913247956539,0.02778854947949083,0.013021361680993104,0.0018988184253274643,0.0018988184253274643,0.13799813850507267,0.002213262455010079
ASYM_S,OOS,tpers,24,134,48,48,5,3,0.9510902031063321,0.9788787525858229,0.9511421434012372,0.9758778962049179,0.02778854947949083,0.02473575280368079,0.0011921526437979797,0.0005511901211580442,0.08664064107638436,0.0021359480031826195
ASYM_S,OOS,tpers,24,134,64,64,5,3,0.9510902031063321,0.9788787525858229,0.9493570199724011,0.9759346906350322,0.02778854947949083,0.02657767066263117,0.0007647251086055906,0.0003350906312784563,0.05557700517755486,0.0015686039397487805
ASYM_S,OOS,tpers,24,134,84,84,5,4,0.9510902031063321,0.9788787525858229,0.9425100224618305,0.9797017531309874,0.02778854947949083,0.03719173066915693,0.001355342912907953,0.00043892997440647674,0.09850062361022482,0.002115577412536318
ASYM_S,OOS,tpers,24,134,110,110,5,4,0.9510902031063321,0.9788787525858229,0.9486049212745039,0.9786395442698579,0.02778854947949083,0.030034622995353977,0.0007236779782618108,0.0005220409172117246,0.05259387234986501,0.0016909631054691232
ASYM_S,OOS,tpers,24,134,134,134,5,4,0.9510902031063321,0.9788787525858229,0.9464650774519333,0.9825595890679807,0.02778854947949083,0.036094511616047376,0.0008346195190219174,0.0004901463073824219,0.06065663701633863,0.0015216657605228168
ASYM_S,OOS,tpers,24,134,200,134,5,4,0.9510902031063321,0.9788787525858229,0.938394063632756,0.9828795190904366,0.02778854947949083,0.04448545545768057,0.000992390891629641,0.0006149413117835512,0.07212279693918712,0.0028360307831550857
ASYM_S,OOS,tpers,24,134,330,134,5,4,0.9510902031063321,0.9788787525858229,0.9271704456302992,0.9859802590231577,0.02778854947949083,0.05880981339285851,0.001017821670619895,0.0003122376597339549,0.07397099901821623,0.0026601186607077
ASYM_S,OOS,tpers,24,134,500,134,5,4,0.9510902031063321,0.9788787525858229,0.9253398846583257,0.9885198503876013,0.02778854947949083,0.06317996572927553,0.0008293225642859725,0.0002472854209532027,0.06027167662014911,0.0021532159704783504
ASYM_S,OOS,tpers,24,134,663,134,5,4,0.9510902031063321,0.9788787525858229,0.9200382166679287,0.9898272624791163,0.02778854947949083,0.06978904581118761,0.0009145670209473045,0.0003672546620615835,0.06646688527213564,0.001972094125009427
ASYM_B,OOS,tpers,24,36,663,36,5,2,0.9611870930610978,0.9720223509854229,0.9200382166679287,0.9898272624791163,0.010835257924325048,0.06978904581118761,0.001161832952648878,0.001161832952648878,0.08443713341982516,0.0013867841289397775
ASYM_B,OOS,tpers,24,48,663,48,5,3,0.9561678614097969,0.9734969332610931,0.9200382166679287,0.9898272624791163,0.017329071851296174,0.06978904581118761,0.000618693132584817,0.000618693132584817,0.044964015233764525,0.0010589901339828067
ASYM_B,OOS,tpers,24,64,663,64,5,3,0.9562985364396654,0.9752330443722043,0.9200382166679287,0.9898272624791163,0.018934507932538813,0.06978904581118761,0.0005781062111630172,0.0005781062111630172,0.042014328455317496,0.0010116016174731568
ASYM_B,OOS,tpers,24,84,663,84,5,3,0.9547093451518984,0.9769131518990859,0.9200382166679287,0.9898272624791163,0.02220380674718747,0.06978904581118761,0.0012515753724869905,0.0012515753724869905,0.09095923512128956,0.0016044114030129286
ASYM_B,OOS,tpers,24,110,663,110,5,3,0.9514262246117084,0.9781454095278362,0.9200382166679287,0.9898272624791163,0.02671918491612779,0.06978904581118761,0.0009740553667861862,0.0009740553667861862,0.07079024809556933,0.001355970020772479
ASYM_B,OOS,tpers,24,134,663,134,5,4,0.9510902031063321,0.9788787525858229,0.9200382166679287,0.9898272624791163,0.02778854947949083,0.06978904581118761,0.0007802276591542812,0.0007802276591542812,0.056703665362259535,0.0010765352877516454
SYM,OOS,tpers,36,36,36,36,0,0,0.96566711122225,0.96566711122225,0.9649730494302309,0.9649730494302309,0.0,0.0,,,,
SYM,OOS,tpers,36,48,48,48,0,1,0.9606714232514051,0.9688852822717158,0.9581383541563605,0.9700543973512848,0.008213859020310688,0.011916043194924342,0.001125207113576554,0.001125207113576554,0.08177532144994425,0.001125207113576554
SYM,OOS,tpers,36,64,64,64,0,1,0.959439344398358,0.9724497675344763,0.948624069915836,0.9701793416323142,0.013010423136118332,0.021555271716478197,0.002303101595710455,0.002303101595710455,0.16737973929302608,0.002303101595710455
SYM,OOS,tpers,36,84,84,84,0,3,0.9580081416902738,0.9746811158218508,0.9541464557278682,0.9753997440549684,0.01667297413157698,0.021253288327100273,0.0014014479221904352,0.0014014479221904352,0.10185134181048898,0.00208090123461091
SYM,OOS,tpers,36,110,110,110,0,3,0.9558302245257977,0.9759878661205368,0.9485837398960576,0.9761780224303982,0.020157641594739095,0.027594282534340597,0.0011420033953308446,0.0007222469952005891,0.082996004578453,0.0020891385729875367
SYM,OOS,tpers,36,134,134,134,0,3,0.9536398621203817,0.9772199449735832,0.9462685008629281,0.9802465791058318,0.023580082853201567,0.033978078242903664,0.001110569135431616,0.0008449112981536722,0.08071149475196442,0.0015332300514749875
ASYM_S,OOS,tpers,36,134,36,36,0,0,0.9536398621203817,0.9772199449735832,0.9649730494302309,0.9649730494302309,0.023580082853201567,0.0,,,,
ASYM_S,OOS,tpers,36,134,48,48,0,2,0.9536398621203817,0.9772199449735832,0.9581383541563605,0.9700543973512848,0.023580082853201567,0.011916043194924342,0.00037817915903481936,0.00023492825842763576,0.02748447101213415,0.0006131074174624551
ASYM_S,OOS,tpers,36,134,64,64,0,2,0.9536398621203817,0.9772199449735832,0.948624069915836,0.9701793416323142,0.023580082853201567,0.021555271716478197,0.00232987894805764,0.00232987894805764,0.1693258046612135,0.0029331440978127565
ASYM_S,OOS,tpers,36,134,84,84,0,3,0.9536398621203817,0.9772199449735832,0.9541464557278682,0.9753997440549684,0.023580082853201567,0.021253288327100273,0.00087086892147444,0.00087086892147444,0.0632910911556314,0.001035992563676702
ASYM_S,OOS,tpers,36,134,110,110,0,3,0.9536398621203817,0.9772199449735832,0.9485837398960576,0.9761780224303982,0.023580082853201567,0.027594282534340597,0.0009972671336498928,0.0006803238193257011,0.07247718170432281,0.0022787043773722093
ASYM_S,OOS,tpers,36,134,134,134,0,3,0.9536398621203817,0.9772199449735832,0.9462685008629281,0.9802465791058318,0.023580082853201567,0.033978078242903664,0.0006225653403025092,0.0005423531287558717,0.045245431007815876,0.001024930459507356
ASYM_S,OOS,tpers,36,134,200,134,0,3,0.9536398621203817,0.9772199449735832,0.942966462942797,0.9787873453897323,0.023580082853201567,0.035820882446935376,0.0007596990167677564,0.0005906022324105494,0.05521172995780495,0.001254063660783955
ASYM_S,OOS,tpers,36,134,330,134,0,3,0.9536398621203817,0.9772199449735832,0.9392573712960738,0.983622482244529,0.023580082853201567,0.04436511094845519,0.000628287213688794,0.000628287213688794,0.04566127270470317,0.0007509608189313344
ASYM_S,OOS,tpers,36,134,500,134,0,3,0.9536398621203817,0.9772199449735832,0.9294566424820169,0.9856664176753694,0.023580082853201567,0.056209775193352574,0.0008552646524900842,0.0008552646524900842,0.06215703850275483,0.00178624465153987
ASYM_S,OOS,tpers,36,134,663,134,0,3,0.9536398621203817,0.9772199449735832,0.9264581491480546,0.9876855646397047,0.023580082853201567,0.06122741549165012,0.0007499114691208822,0.0007499114691208822,0.054500412152067204,0.0011161220407711614
ASYM_B,OOS,tpers,36,36,663,36,0,0,0.96566711122225,0.96566711122225,0.9264581491480546,0.9876855646397047,0.0,0.06122741549165012,,,,
ASYM_B,OOS,tpers,36,48,663,48,0,1,0.9606714232514051,0.9688852822717158,0.9264581491480546,0.9876855646397047,0.008213859020310688,0.06122741549165012,0.001147941020528065,0.001147941020528065,0.08342752620970952,0.001147941020528065
ASYM_B,OOS,tpers,36,64,663,64,0,2,0.959439344398358,0.9724497675344763,0.9264581491480546,0.9876855646397047,0.013010423136118332,0.06122741549165012,0.0003697103386973155,0.00030527203673119674,0.026868992761912368,0.0006749823754285122
ASYM_B,OOS,tpers,36,84,663,84,0,3,0.9580081416902738,0.9746811158218508,0.9264581491480546,0.9876855646397047,0.01667297413157698,0.06122741549165012,0.0008261405001612765,0.0008261405001612765,0.060040417580340656,0.0011920378233585271
ASYM_B,OOS,tpers,36,110,663,110,0,3,0.9558302245257977,0.9759878661205368,0.9264581491480546,0.9876855646397047,0.020157641594739095,0.06122741549165012,0.0011200031455798065,0.0011200031455798065,0.08139711893894466,0.0015366929038779231
ASYM_B,OOS,tpers,36,134,663,134,0,3,0.9536398621203817,0.9772199449735832,0.9264581491480546,0.9876855646397047,0.023580082853201567,0.06122741549165012,0.0007208512686668703,0.0007208512686668703,0.05238843898299164,0.0010469108638058167
SYM,OOS,tpers,36,36,36,36,1,0,0.9664600756670647,0.9664600756670647,0.967773887940376,0.967773887940376,0.0,0.0,,,,
SYM,OOS,tpers,36,48,48,48,1,1,0.9636723416965352,0.9713510553564318,0.9613286923136783,0.9694434174522039,0.0076787136598966965,0.008114725138525514,0.00276924161908898,0.00276924161908898,0.20125683604484107,0.00276924161908898
SYM,OOS,tpers,36,64,64,64,1,2,0.9592775562661399,0.9718648412103027,0.9499525161231942,0.9739244777562942,0.012587284944162835,0.023971961633100003,0.00038653668157501153,-0.00029796546759924825,0.028091860606461377,0.0006845021491742598
SYM,OOS,tpers,36,84,84,84,1,3,0.9582586618876944,0.9749637062043287,0.9529656250009102,0.9744908693162606,0.016705044316634332,0.02152524431535041,0.0011208172292949496,0.0011208172292949496,0.0814562831200894,0.001236485454648939
SYM,OOS,tpers,36,110,110,110,1,3,0.9549341671781273,0.9762083494821179,0.9446135882963671,0.9752386260223628,0.021274182303990585,0.030625037725995674,0.0009678120739832948,0.0009678120739832948,0.07033651182808365,0.0014507755493905483
SYM,OOS,tpers,36,134,134,134,1,3,0.9536398621203817,0.9772199449735832,0.9465149384363296,0.9776648682169716,0.023580082853201567,0.031149929780642016,0.0014523706169307464,0.0014523706169307464,0.10555218913116583,0.0017357812487511781
ASYM_S,OOS,tpers,36,134,36,36,1,0,0.9536398621203817,0.9772199449735832,0.967773887940376,0.967773887940376,0.023580082853201567,0.0,,,,
ASYM_S,OOS,tpers,36,134,48,48,1,1,0.9536398621203817,0.9772199449735832,0.9613286923136783,0.9694434174522039,0.023580082853201567,0.008114725138525514,0.0022490723379084976,0.0022490723379084976,0.16345312003231663,0.0022490723379084976
ASYM_S,OOS,tpers,36,134,64,64,1,3,0.9536398621203817,0.9772199449735832,0.9499525161231942,0.9739244777562942,0.023580082853201567,0.023971961633100003,0.0004496612780643394,0.0003424659328696474,0.03267949083651289,0.0011881908164009802
ASYM_S,OOS,tpers,36,134,84,84,1,3,0.9536398621203817,0.9772199449735832,0.9529656250009102,0.9744908693162606,0.023580082853201567,0.02152524431535041,0.0009066169153066165,0.0009066169153066165,0.06588910502485137,0.0010929818006660819
ASYM_S,OOS,tpers,36,134,110,110,1,3,0.9536398621203817,0.9772199449735832,0.9446135882963671,0.9752386260223628,0.023580082853201567,0.030625037725995674,0.0008979544686132934,0.0007568042560199458,0.06525955482529933,0.0013595569937735474
ASYM_S,OOS,tpers,36,134,134,134,1,3,0.9536398621203817,0.9772199449735832,0.9465149384363296,0.9776648682169716,0.023580082853201567,0.031149929780642016,0.0017660148605822916,0.0017660148605822916,0.12834653386651373,0.0023246544319158735
ASYM_S,OOS,tpers,36,134,200,134,1,3,0.9536398621203817,0.9772199449735832,0.942023420527418,0.9811354193486418,0.023580082853201567,0.03911199882122374,0.0017455248077455539,0.0017455248077455539,0.12685740298826625,0.0022470665145415403
ASYM_S,OOS,tpers,36,134,330,134,1,3,0.9536398621203817,0.9772199449735832,0.933628351921163,0.9834798573225595,0.023580082853201567,0.04985150540139649,0.0009899642311857286,0.0009899642311857286,0.07194643746237932,0.0011271232284830734
ASYM_S,OOS,tpers,36,134,500,134,1,3,0.9536398621203817,0.9772199449735832,0.9324854406282562,0.9867385809747405,0.023580082853201567,0.05425314034648432,0.0008794868653238715,0.0008790245722169651,0.0639174070756266,0.0018710022403952697
ASYM_S,OOS,tpers,36,134,663,134,1,3,0.9536398621203817,0.9772199449735832,0.9264581491480546,0.9876855646397047,0.023580082853201567,0.06122741549165012,0.0011043481053124953,0.0011043481053124953,0.08025937644271923,0.0012904903092616493
ASYM_B,OOS,tpers,36,36,663,36,1,0,0.9664600756670647,0.9664600756670647,0.9264581491480546,0.9876855646397047,0.0,0.06122741549165012,,,,
ASYM_B,OOS,tpers,36,48,663,48,1,2,0.9636723416965352,0.9713510553564318,0.9264581491480546,0.9876855646397047,0.0076787136598966965,0.06122741549165012,0.0011612902870856145,0.0011612902870856145,0.08439769476862909,0.0022061720549051422
ASYM_B,OOS,tpers,36,64,663,64,1,2,0.9592775562661399,0.9718648412103027,0.9264581491480546,0.9876855646397047,0.012587284944162835,0.06122741549165012,0.0007771297098606023,0.00045215151457739244,0.056478519434661395,0.0012292812244379947
ASYM_B,OOS,tpers,36,84,663,84,1,3,0.9582586618876944,0.9749637062043287,0.9264581491480546,0.9876855646397047,0.016705044316634332,0.06122741549165012,0.001410042847585206,0.001199819368160197,0.10247598484599343,0.003103973964911688
ASYM_B,OOS,tpers,36,110,663,110,1,3,0.9549341671781273,0.9762083494821179,0.9264581491480546,0.9876855646397047,0.021274182303990585,0.06122741549165012,0.0008893605492430456,0.0008158815598992378,0.06463498490342681,0.0017152526810350066
ASYM_B,OOS,tpers,36,134,663,134,1,3,0.9536398621203817,0.9772199449735832,0.9264581491480546,0.9876855646397047,0.023580082853201567,0.06122741549165012,0.0007558799313887773,0.0007521595868055601,0.05493417489194858,0.0012529737892070791
SYM,OOS,tpers,36,36,36,36,2,0,0.9661116089207488,0.9661116089207488,0.9647435885147735,0.9647435885147735,0.0,0.0,,,,
SYM,OOS,tpers,36,48,48,48,2,1,0.9616562126642774,0.9698202907208283,0.9594973226651771,0.9719669330242581,0.00816407805655095,0.012469610359081007,8.143261098070287e-05,-8.143261098070287e-05,0.005918179736962867,8.143261098070287e-05
SYM,OOS,tpers,36,64,64,64,2,3,0.9572630426125048,0.9718150602465432,0.953344357692133,0.9719806965294775,0.01455201763403835,0.0186363388373445,0.0015460243280928838,0.0015460243280928838,0.1123585470388409,0.0021601081735010963
SYM,OOS,tpers,36,84,84,84,2,3,0.9562549780963762,0.9750669182909868,0.9506870289915417,0.9746490327590338,0.018811940194610632,0.023962003767492135,0.0020921157844948266,0.0020921157844948266,0.15204617774212728,0.0025995667133464906
SYM,OOS,tpers,36,110,110,110,2,3,0.9556684363935796,0.9764732305171915,0.9461531023492797,0.9766969448320061,0.020804794123611914,0.030543842482726347,0.0010013690486682103,0.0010013690486682103,0.07277529163905035,0.0016771452747406101
SYM,OOS,tpers,36,134,134,134,2,3,0.9536398621203817,0.9772199449735832,0.9457950627726286,0.9792532258774168,0.023580082853201567,0.03345816310478822,0.0002503532910896518,8.214685270702127e-05,0.018194624445479805,0.0004987502156950097
ASYM_S,OOS,tpers,36,134,36,36,2,0,0.9536398621203817,0.9772199449735832,0.9647435885147735,0.9647435885147735,0.023580082853201567,0.0,,,,
