[b] PREMISE AUDIT — idea 133's published grid, re-derived here (the queue's two rows)
panel  book       arm   cost  CAGR  Sharpe  MaxDD  OOS_Sharpe  OOS_MaxDD  gross  m_CAGR  floor_only  pass4b
  u56 S3-50  vol60-dg 10.000 0.086   1.196 -0.092       1.199     -0.092  0.731  -0.021        True   False
  u56 S3-50  vol60-dg 25.000 0.072   1.010 -0.093       1.029     -0.093  0.731  -0.035        True   False
  u56 S3-50 ebud-0.10 10.000 0.099   1.291 -0.111       1.277     -0.111  0.730  -0.007        True   False
  u56 S3-50 ebud-0.10 25.000 0.087   1.136 -0.112       1.136     -0.112  0.730  -0.020        True   False
  u56 S4-50  vol60-dg 10.000 0.088   1.177 -0.099       1.227     -0.099  0.731  -0.019        True   False
  u56 S4-50  vol60-dg 25.000 0.074   0.997 -0.100       1.060     -0.100  0.731  -0.033        True   False
  u56 S4-50 ebud-0.10 10.000 0.101   1.264 -0.118       1.298     -0.118  0.732  -0.005        True   False
  u56 S4-50 ebud-0.10 25.000 0.088   1.113 -0.119       1.158     -0.119  0.732  -0.018        True   False
broad S3-50  vol60-dg 10.000 0.083   1.039 -0.101       0.964     -0.101  0.728  -0.024        True   False
broad S3-50  vol60-dg 25.000 0.065   0.831 -0.102       0.768     -0.102  0.728  -0.041       False   False
broad S3-50 ebud-0.10 10.000 0.095   1.138 -0.119       1.019     -0.119  0.708  -0.011        True   False
broad S3-50 ebud-0.10 25.000 0.081   0.972 -0.120       0.866     -0.120  0.708  -0.026       False   False
broad S4-50  vol60-dg 10.000 0.085   1.029 -0.108       1.002     -0.108  0.728  -0.022        True   False
broad S4-50  vol60-dg 25.000 0.067   0.825 -0.109       0.807     -0.109  0.728  -0.040       False   False
broad S4-50 ebud-0.10 10.000 0.096   1.108 -0.128       1.035     -0.128  0.709  -0.011        True   False
broad S4-50 ebud-0.10 25.000 0.081   0.945 -0.129       0.883     -0.129  0.709  -0.026       False   False
    NOTE: the queue's label 'SLV50' is not a book name in that file; the f=0.50 sleeve
    books there are S3-50 and S4-50.  The queue's 8.7%/1.292/-13.6% headline is closest
    to u56/S3-50/ebud-0.10 @10bps (9.94%/1.291/-11.1%, OOS 1.277); nothing below
    depends on resolving the label — this run re-derives every f=0.50 row itself.
    idea 133 sleeve rows in the 4b-defensive class: 101; CAGR-floor shortfall (m_CAGR) min -4.10 median -1.29 max -0.06 pp/yr — the queue's '2.0-3.0 pp/yr' is the tail, not the median.

[panel] u56: 56 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] broad: 136 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[c] reproduction of idea 133's f=0.50 sleeve rows: 136 matched, max|diff| CAGR 9.71e-17 Sharpe 2.22e-16 MaxDD 9.71e-17 OOS_Sharpe 2.22e-16 gross 0.00e+00  EXACT
  u56 S3-15 0.150          v1gate-rw 25.000 0.101   0.945 -0.164 0.943 0.950     0.114       1.013     -0.164  0.750 10.551  -0.006  0.039   False   False           H1,CAGR       False   False
  u56 S3-15 0.150             stop15 10.000 0.130   1.161 -0.200 1.293 1.062     0.134       1.131     -0.200  0.744 10.278   0.024  0.002   False    True                 -       False   False
  u56 S3-15 0.150             stop15 25.000 0.113   1.022 -0.203 1.141 0.931     0.117       1.000     -0.203  0.744 10.278   0.006 -0.001   False   False                DD       False   False
  u56 S3-15 0.150             stop25 10.000 0.137   1.191 -0.207 1.306 1.110     0.145       1.172     -0.207  0.749  9.218   0.031 -0.005   False   False                DD       False   False
  u56 S3-15 0.150             stop25 25.000 0.122   1.069 -0.209 1.169 0.999     0.129       1.060     -0.209  0.749  9.218   0.015 -0.007   False   False                DD       False   False
  u56 S3-15 0.150 ddctl-8/.5/recover 10.000 0.104   1.033 -0.142 1.125 0.952     0.108       1.040     -0.142  0.632  7.855  -0.003  0.061   False   False              CAGR        True   False
  u56 S3-15 0.150 ddctl-8/.5/recover 25.000 0.090   0.914 -0.143 1.041 0.800     0.090       0.891     -0.143  0.623  7.729  -0.017  0.059    True   False           H2,CAGR       False   False
  u56 S3-15 0.150    ddctl-8/.5/high 10.000 0.094   1.009 -0.142 1.081 0.939     0.098       1.039     -0.142  0.585  7.233  -0.012  0.061   False   False              CAGR        True   False
  u56 S3-15 0.150    ddctl-8/.5/high 25.000 0.079   0.864 -0.129 0.926 0.804     0.082       0.892     -0.129  0.566  7.017  -0.027  0.073    True   False        H1,H2,CAGR       False   False
  u56 S3-15 0.150          ebud-0.10 10.000 0.137   1.205 -0.177 1.286 1.152     0.148       1.213     -0.177  0.732  8.347   0.030  0.026   False    True                 -       False   False
  u56 S3-15 0.150          ebud-0.10 25.000 0.123   1.093 -0.178 1.159 1.051     0.134       1.111     -0.178  0.732  8.347   0.016  0.025   False    True                 -       False   False
  u56 S3-15 0.150          ebud-0.20 10.000 0.139   1.198 -0.191 1.307 1.123     0.148       1.183     -0.191  0.750  9.004   0.033  0.011   False    True                 -       False   False
  u56 S3-15 0.150          ebud-0.20 25.000 0.124   1.080 -0.192 1.172 1.017     0.133       1.076     -0.192  0.750  9.004   0.017  0.010   False    True                 -       False   False
  u56 S3-20 0.200            control 10.000 0.134   1.211 -0.181 1.323 1.133     0.142       1.193     -0.181  0.750  8.936   0.028  0.021   False    True                 -       False   False
  u56 S3-20 0.200            control 25.000 0.119   1.088 -0.182 1.182 1.024     0.127       1.082     -0.182  0.750  8.936   0.013  0.020   False    True                 -       False   False
  u56 S3-20 0.200            g200-dg 10.000 0.122   1.171 -0.165 1.251 1.115     0.132       1.179     -0.165  0.701  8.789   0.016  0.038   False    True                 -       False   False
  u56 S3-20 0.200            g200-dg 25.000 0.108   1.043 -0.166 1.106 1.001     0.118       1.064     -0.166  0.701  8.789   0.001  0.036   False    True                 -       False   False
  u56 S3-20 0.200            g200-rw 10.000 0.129   1.160 -0.177 1.233 1.111     0.140       1.173     -0.177  0.750  9.869   0.023  0.026   False    True                 -       False   False
  u56 S3-20 0.200            g200-rw 25.000 0.113   1.026 -0.178 1.083 0.987     0.124       1.049     -0.178  0.750  9.869   0.006  0.024   False    True                 -       False   False
  u56 S3-20 0.200           band3-dg 10.000 0.124   1.182 -0.164 1.244 1.142     0.136       1.203     -0.164  0.695  8.249   0.018  0.038   False    True                 -       False   False
  u56 S3-20 0.200           band3-dg 25.000 0.111   1.063 -0.166 1.107 1.036     0.122       1.095     -0.166  0.695  8.249   0.004  0.036   False    True                 -       False   False
  u56 S3-20 0.200           band3-rw 10.000 0.133   1.189 -0.173 1.240 1.156     0.146       1.216     -0.173  0.750  8.832   0.027  0.029   False    True                 -       False   False
  u56 S3-20 0.200           band3-rw 25.000 0.118   1.068 -0.175 1.105 1.047     0.131       1.105     -0.175  0.750  8.832   0.012  0.027   False    True                 -       False   False
  u56 S3-20 0.200           abs12-dg 10.000 0.116   1.121 -0.179 1.204 1.073     0.129       1.139     -0.179  0.679  8.415   0.010  0.023   False    True                 -       False   False
  u56 S3-20 0.200           abs12-dg 25.000 0.102   0.999 -0.181 1.062 0.964     0.115       1.029     -0.181  0.679  8.415  -0.004  0.022   False   False              CAGR        True   False
  u56 S3-20 0.200           abs12-rw 10.000 0.126   1.129 -0.182 1.201 1.085     0.140       1.151     -0.182  0.750  9.484   0.019  0.020   False    True                 -       False   False
  u56 S3-20 0.200           abs12-rw 25.000 0.110   1.000 -0.184 1.053 0.969     0.124       1.033     -0.184  0.750  9.484   0.003  0.019   False    True                 -       False   False
  u56 S3-20 0.200           vol60-dg 10.000 0.112   1.133 -0.139 1.185 1.090     0.118       1.156     -0.139  0.721  9.193   0.005  0.064   False    True                 -       False   False
  u56 S3-20 0.200           vol60-dg 25.000 0.097   0.992 -0.140 1.031 0.960     0.104       1.024     -0.140  0.721  9.193  -0.010  0.063    True   False              CAGR        True   False
  u56 S3-20 0.200           vol60-rw 10.000 0.121   1.170 -0.158 1.210 1.141     0.130       1.199     -0.158  0.750  9.385   0.014  0.044   False    True                 -       False   False
  u56 S3-20 0.200           vol60-rw 25.000 0.105   1.032 -0.160 1.059 1.012     0.114       1.069     -0.160  0.750  9.385  -0.001  0.042   False   False              CAGR        True   False
  u56 S3-20 0.200          v1gate-dg 10.000 0.103   1.093 -0.137 1.118 1.075     0.113       1.142     -0.137  0.675  9.007  -0.003  0.065    True   False              CAGR        True   False
  u56 S3-20 0.200          v1gate-dg 25.000 0.089   0.949 -0.138 0.961 0.942     0.098       1.008     -0.138  0.675  9.007  -0.018  0.064    True   False              CAGR        True   False
  u56 S3-20 0.200          v1gate-rw 10.000 0.115   1.101 -0.156 1.106 1.101     0.127       1.162     -0.156  0.750 10.447   0.008  0.047   False    True                 -       False   False
  u56 S3-20 0.200          v1gate-rw 25.000 0.098   0.950 -0.157 0.948 0.955     0.109       1.017     -0.157  0.750 10.447  -0.009  0.045   False   False           H1,CAGR       False   False
  u56 S3-20 0.200             stop15 10.000 0.125   1.174 -0.189 1.308 1.072     0.129       1.140     -0.189  0.744 10.165   0.019  0.013   False    True                 -       False   False
  u56 S3-20 0.200             stop15 25.000 0.108   1.029 -0.192 1.150 0.937     0.112       1.005     -0.192  0.744 10.165   0.002  0.010   False    True                 -       False   False
  u56 S3-20 0.200             stop25 10.000 0.132   1.204 -0.197 1.321 1.120     0.139       1.181     -0.197  0.749  9.147   0.026  0.006   False    True                 -       False   False
  u56 S3-20 0.200             stop25 25.000 0.117   1.077 -0.199 1.178 1.005     0.124       1.065     -0.199  0.749  9.147   0.010  0.004   False    True                 -       False   False
  u56 S3-20 0.200 ddctl-8/.5/recover 10.000 0.110   1.094 -0.133 1.226 0.976     0.108       1.059     -0.133  0.674  8.220   0.003  0.069    True    True                 -       False   False
  u56 S3-20 0.200 ddctl-8/.5/recover 25.000 0.087   0.913 -0.134 1.033 0.805     0.087       0.893     -0.134  0.633  7.806  -0.020  0.068    True   False           H2,CAGR       False   False
  u56 S3-20 0.200    ddctl-8/.5/high 10.000 0.097   1.035 -0.133 1.160 0.910     0.093       1.008     -0.133  0.629  7.692  -0.010  0.069    True   False              CAGR        True   False
  u56 S3-20 0.200    ddctl-8/.5/high 25.000 0.077   0.864 -0.122 0.927 0.803     0.079       0.889     -0.122  0.576  7.104  -0.030  0.080    True   False        H1,H2,CAGR       False   False
  u56 S3-20 0.200          ebud-0.10 10.000 0.132   1.219 -0.167 1.303 1.162     0.142       1.223     -0.167  0.733  8.311   0.025  0.035   False    True                 -       False   False
  u56 S3-20 0.200          ebud-0.10 25.000 0.118   1.102 -0.168 1.170 1.057     0.128       1.116     -0.168  0.733  8.311   0.011  0.034   False    True                 -       False   False
  u56 S3-20 0.200          ebud-0.20 10.000 0.134   1.210 -0.181 1.322 1.133     0.142       1.192     -0.181  0.750  8.945   0.028  0.021   False    True                 -       False   False
  u56 S3-20 0.200          ebud-0.20 25.000 0.119   1.087 -0.182 1.180 1.023     0.127       1.081     -0.182  0.750  8.945   0.012  0.020   False    True                 -       False   False
  u56 S3-25 0.250            control 10.000 0.129   1.224 -0.171 1.338 1.143     0.136       1.202     -0.171  0.750  8.887   0.022  0.031   False    True                 -       False   False
  u56 S3-25 0.250            control 25.000 0.114   1.095 -0.172 1.189 1.029     0.121       1.086     -0.172  0.750  8.887   0.008  0.030   False    True                 -       False   False
  u56 S3-25 0.250            g200-dg 10.000 0.118   1.179 -0.157 1.262 1.121     0.126       1.183     -0.157  0.697  8.720   0.011  0.046   False    True                 -       False   False
  u56 S3-25 0.250            g200-dg 25.000 0.103   1.047 -0.158 1.111 1.002     0.112       1.063     -0.158  0.697  8.720  -0.003  0.044   False   False              CAGR        True   False
  u56 S3-25 0.250            g200-rw 10.000 0.126   1.172 -0.168 1.240 1.123     0.135       1.185     -0.168  0.750  9.804   0.019  0.034   False    True                 -       False   False
  u56 S3-25 0.250            g200-rw 25.000 0.109   1.032 -0.170 1.086 0.995     0.119       1.056     -0.170  0.750  9.804   0.003  0.032   False    True                 -       False   False
  u56 S3-25 0.250           band3-dg 10.000 0.120   1.190 -0.155 1.251 1.150     0.130       1.209     -0.155  0.690  8.131   0.013  0.047   False    True                 -       False   False
  u56 S3-25 0.250           band3-dg 25.000 0.106   1.067 -0.157 1.110 1.040     0.117       1.097     -0.157  0.690  8.131  -0.001  0.045   False   False              CAGR        True   False
  u56 S3-25 0.250           band3-rw 10.000 0.130   1.204 -0.163 1.252 1.173     0.141       1.231     -0.163  0.750  8.719   0.024  0.039   False    True                 -       False   False
  u56 S3-25 0.250           band3-rw 25.000 0.115   1.081 -0.165 1.115 1.061     0.127       1.117     -0.165  0.750  8.719   0.009  0.038   False    True                 -       False   False
  u56 S3-25 0.250           abs12-dg 10.000 0.111   1.127 -0.169 1.208 1.080     0.123       1.144     -0.169  0.675  8.368   0.005  0.033   False    True                 -       False   False
  u56 S3-25 0.250           abs12-dg 25.000 0.097   0.999 -0.171 1.058 0.966     0.110       1.029     -0.171  0.675  8.368  -0.009  0.032   False   False              CAGR        True   False
  u56 S3-25 0.250           abs12-rw 10.000 0.122   1.134 -0.171 1.198 1.095     0.135       1.161     -0.171  0.750  9.503   0.015  0.032   False    True                 -       False   False
  u56 S3-25 0.250           abs12-rw 25.000 0.106   1.000 -0.172 1.044 0.975     0.119       1.038     -0.172  0.750  9.503  -0.001  0.030   False   False              CAGR        True   False
  u56 S3-25 0.250           vol60-dg 10.000 0.108   1.146 -0.131 1.200 1.101     0.114       1.165     -0.131  0.723  9.127   0.001  0.072    True    True                 -       False   False
  u56 S3-25 0.250           vol60-dg 25.000 0.093   0.999 -0.132 1.039 0.966     0.099       1.028     -0.132  0.723  9.127  -0.014  0.071    True   False              CAGR        True   False
  u56 S3-25 0.250           vol60-rw 10.000 0.116   1.182 -0.149 1.225 1.150     0.124       1.207     -0.149  0.750  9.315   0.010  0.053   False    True                 -       False   False
  u56 S3-25 0.250           vol60-rw 25.000 0.101   1.038 -0.152 1.067 1.017     0.109       1.072     -0.152  0.750  9.315  -0.006  0.051    True   False              CAGR        True   False
  u56 S3-25 0.250          v1gate-dg 10.000 0.100   1.102 -0.130 1.129 1.080     0.108       1.146     -0.130  0.672  8.924  -0.007  0.073    True   False              CAGR        True   False
  u56 S3-25 0.250          v1gate-dg 25.000 0.085   0.953 -0.131 0.967 0.942     0.093       1.007     -0.131  0.672  8.924  -0.022  0.072    True   False              CAGR        True   False
  u56 S3-25 0.250          v1gate-rw 10.000 0.112   1.110 -0.149 1.114 1.109     0.123       1.169     -0.149  0.750 10.356   0.005  0.053   False    True                 -       False   False
  u56 S3-25 0.250          v1gate-rw 25.000 0.095   0.954 -0.150 0.951 0.960     0.105       1.019     -0.150  0.750 10.356  -0.012  0.052    True   False           H1,CAGR       False   False
  u56 S3-25 0.250             stop15 10.000 0.121   1.187 -0.178 1.323 1.082     0.124       1.149     -0.178  0.745 10.061   0.014  0.024   False    True                 -       False   False
  u56 S3-25 0.250             stop15 25.000 0.104   1.036 -0.181 1.157 0.943     0.107       1.009     -0.181  0.745 10.061  -0.003  0.021   False   False              CAGR        True   False
  u56 S3-25 0.250             stop25 10.000 0.127   1.217 -0.186 1.336 1.130     0.133       1.191     -0.186  0.749  9.086   0.021  0.016   False    True                 -       False   False
  u56 S3-25 0.250             stop25 25.000 0.112   1.084 -0.188 1.185 1.011     0.118       1.070     -0.188  0.749  9.086   0.005  0.015   False    True                 -       False   False
  u56 S3-25 0.250 ddctl-8/.5/recover 10.000 0.103   1.055 -0.155 1.283 0.853     0.093       0.941     -0.155  0.686  8.318  -0.004  0.047   False   False              CAGR        True   False
  u56 S3-25 0.250 ddctl-8/.5/recover 25.000 0.084   0.891 -0.156 1.141 0.665     0.072       0.757     -0.156  0.672  8.198  -0.022  0.047    True   False       H2,OOS,CAGR       False   False
  u56 S3-25 0.250    ddctl-8/.5/high 10.000 0.096   1.056 -0.113 1.248 0.864     0.085       0.963     -0.113  0.638  7.721  -0.011  0.089    True   False              CAGR        True   False
  u56 S3-25 0.250    ddctl-8/.5/high 25.000 0.082   0.930 -0.117 1.106 0.751     0.072       0.838     -0.117  0.625  7.562  -0.024  0.086    True   False       H2,OOS,CAGR       False   False
  u56 S3-25 0.250          ebud-0.10 10.000 0.127   1.233 -0.157 1.320 1.174     0.136       1.233     -0.157  0.733  8.262   0.020  0.045   False    True                 -       False   False
  u56 S3-25 0.250          ebud-0.10 25.000 0.113   1.111 -0.158 1.180 1.065     0.123       1.122     -0.158  0.733  8.262   0.007  0.044   False    True                 -       False   False
  u56 S3-25 0.250          ebud-0.20 10.000 0.129   1.223 -0.171 1.337 1.143     0.136       1.201     -0.171  0.750  8.896   0.022  0.031   False    True                 -       False   False
  u56 S3-25 0.250          ebud-0.20 25.000 0.114   1.094 -0.172 1.188 1.029     0.121       1.086     -0.172  0.750  8.896   0.007  0.030   False    True                 -       False   False
  u56 S3-50 0.500            control 10.000 0.101   1.276 -0.122 1.383 1.194     0.103       1.241     -0.122  0.750  8.667  -0.006  0.080    True   False              CAGR        True   False
  u56 S3-50 0.500            control 25.000 0.087   1.109 -0.124 1.186 1.049     0.090       1.093     -0.124  0.750  8.667  -0.020  0.079    True   False              CAGR        True   False
  u56 S3-50 0.500            g200-dg 10.000 0.092   1.203 -0.118 1.284 1.136     0.094       1.183     -0.118  0.673  8.358  -0.015  0.085    True   False              CAGR        True   False
  u56 S3-50 0.500            g200-dg 25.000 0.078   1.037 -0.119 1.098 0.987     0.081       1.032     -0.119  0.673  8.358  -0.028  0.083    True   False              CAGR        True   False
  u56 S3-50 0.500            g200-rw 10.000 0.105   1.201 -0.131 1.239 1.169     0.109       1.216     -0.131  0.750  9.596  -0.002  0.071    True   False              CAGR        True   False
  u56 S3-50 0.500            g200-rw 25.000 0.089   1.034 -0.133 1.060 1.013     0.094       1.058     -0.133  0.750  9.596  -0.017  0.069    True   False              CAGR        True   False
  u56 S3-50 0.500           band3-dg 10.000 0.093   1.209 -0.113 1.248 1.178     0.098       1.218     -0.113  0.661  7.510  -0.013  0.090    True   False              CAGR        True   False
  u56 S3-50 0.500           band3-dg 25.000 0.081   1.061 -0.114 1.081 1.047     0.086       1.084     -0.114  0.661  7.510  -0.025  0.088    True   False              CAGR        True   False
  u56 S3-50 0.500           band3-rw 10.000 0.113   1.262 -0.116 1.279 1.249     0.117       1.289     -0.116  0.750  8.169   0.006  0.086    True    True                 -       False   False
  u56 S3-50 0.500           band3-rw 25.000 0.099   1.122 -0.118 1.127 1.119     0.104       1.157     -0.118  0.750  8.169  -0.007  0.085    True   False              CAGR        True   False
  u56 S3-50 0.500           abs12-dg 10.000 0.085   1.133 -0.122 1.180 1.102     0.092       1.152     -0.122  0.652  8.133  -0.021  0.081    True   False              CAGR        True   False
  u56 S3-50 0.500           abs12-dg 25.000 0.072   0.969 -0.123 0.989 0.960     0.080       1.006     -0.123  0.652  8.133  -0.035  0.079    True   False              CAGR        True   False
  u56 S3-50 0.500           abs12-rw 10.000 0.098   1.139 -0.122 1.138 1.144     0.108       1.200     -0.122  0.750  9.647  -0.008  0.080    True   False              CAGR        True   False
  u56 S3-50 0.500           abs12-rw 25.000 0.082   0.969 -0.123 0.949 0.990     0.093       1.042     -0.123  0.750  9.647  -0.024  0.079    True   False           H1,CAGR       False   False
  u56 S3-50 0.500           vol60-dg 10.000 0.086   1.196 -0.092 1.249 1.149     0.088       1.199     -0.092  0.731  8.821  -0.021  0.110    True   False              CAGR        True   False
  u56 S3-50 0.500           vol60-dg 25.000 0.072   1.010 -0.093 1.040 0.983     0.075       1.029     -0.093  0.731  8.821  -0.035  0.109    True   False              CAGR        True    True
  u56 S3-50 0.500           vol60-rw 10.000 0.092   1.230 -0.108 1.276 1.191     0.095       1.237     -0.108  0.750  8.984  -0.015  0.095    True   False              CAGR        True   False
  u56 S3-50 0.500           vol60-rw 25.000 0.077   1.047 -0.109 1.070 1.028     0.081       1.069     -0.109  0.750  8.984  -0.029  0.093    True   False              CAGR        True    True
  u56 S3-50 0.500          v1gate-dg 10.000 0.079   1.124 -0.093 1.159 1.091     0.081       1.139     -0.093  0.655  8.490  -0.027  0.109    True   False              CAGR        True   False
  u56 S3-50 0.500          v1gate-dg 25.000 0.066   0.942 -0.094 0.963 0.923     0.068       0.968     -0.094  0.655  8.490  -0.041  0.108    True   False              CAGR        True   False
  u56 S3-50 0.500          v1gate-rw 10.000 0.094   1.127 -0.123 1.121 1.134     0.099       1.178     -0.123  0.750 10.007  -0.013  0.079    True   False              CAGR        True   False
  u56 S3-50 0.500          v1gate-rw 25.000 0.078   0.946 -0.127 0.932 0.959     0.083       1.001     -0.127  0.750 10.007  -0.029  0.075    True   False           H1,CAGR       False   False
  u56 S3-50 0.500             stop15 10.000 0.095   1.237 -0.125 1.364 1.131     0.094       1.186     -0.125  0.746  9.564  -0.012  0.077    True   False              CAGR        True   False
  u56 S3-50 0.500             stop15 25.000 0.079   1.046 -0.128 1.149 0.960     0.079       1.013     -0.128  0.746  9.564  -0.028  0.075    True   False              CAGR        True   False
  u56 S3-50 0.500             stop25 10.000 0.100   1.270 -0.134 1.380 1.182     0.101       1.231     -0.134  0.750  8.806  -0.007  0.069    True   False              CAGR        True   False
  u56 S3-50 0.500             stop25 25.000 0.085   1.098 -0.135 1.182 1.032     0.088       1.078     -0.135  0.750  8.806  -0.021  0.067    True   False              CAGR        True   False
  u56 S3-50 0.500 ddctl-8/.5/recover 10.000 0.097   1.256 -0.109 1.383 1.149     0.097       1.202     -0.109  0.743  8.639  -0.009  0.093    True   False              CAGR        True   False
  u56 S3-50 0.500 ddctl-8/.5/recover 25.000 0.083   1.085 -0.110 1.186 1.001     0.084       1.050     -0.110  0.743  8.639  -0.023  0.092    True   False              CAGR        True    True
