panel,form,cadence,cash_bps,lo,hi,width,n_pts,interval,empty_reason,scale_width,scale_lo,scale_hi,scale_pts,sharpe_pts
SMALL663,MA-RS,W,150.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,MA-RS,W,300.0,,,0.0,0,True,SCALE,0.0,,,0,3
SMALL663,MA20,M,0.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,MA20,M,150.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,MA20,M,300.0,,,0.0,0,True,SCALE,0.0,,,0,2
SMALL663,MA20,W,0.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,MA20,W,150.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,MA20,W,300.0,,,0.0,0,True,SCALE,0.0,0.45,0.45,1,2
SMALL663,TOP10,M,0.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,TOP10,M,150.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,TOP10,M,300.0,,,0.0,0,True,SCALE,0.0,,,0,3
SMALL663,TOP10,W,0.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,TOP10,W,150.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,TOP10,W,300.0,,,0.0,0,True,SCALE,0.0,0.4,0.4,1,1
SMALL663,TOP20,M,0.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,TOP20,M,150.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,TOP20,M,300.0,,,0.0,0,True,SCALE,0.0,,,0,2
SMALL663,TOP20,W,0.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,TOP20,W,150.0,,,0.0,0,True,SHARPE,0.0,,,0,0
SMALL663,TOP20,W,300.0,,,0.0,0,True,SCALE,0.0,0.45,0.45,1,2
U56,EWall,M,0.0,0.65,0.65,0.0,1,True,-,0.0,0.65,0.65,1,17
U56,EWall,M,150.0,0.6,0.65,0.050000000000000044,2,True,-,0.050000000000000044,0.6,0.65,2,17
U56,EWall,M,300.0,0.55,0.65,0.09999999999999998,3,True,-,0.09999999999999998,0.55,0.65,3,17
U56,EWall,W,0.0,0.65,0.65,0.0,1,True,-,0.0,0.65,0.65,1,17
U56,EWall,W,150.0,0.6,0.65,0.050000000000000044,2,True,-,0.050000000000000044,0.6,0.65,2,17
U56,EWall,W,300.0,0.55,0.65,0.09999999999999998,3,True,-,0.09999999999999998,0.55,0.65,3,17
U56,MA-DG,M,0.0,0.9,1.0,0.09999999999999998,3,True,-,0.09999999999999998,0.9,1.0,3,17
U56,MA-DG,M,150.0,0.85,1.0,0.15000000000000002,4,True,-,0.15000000000000002,0.85,1.0,4,17
U56,MA-DG,M,300.0,0.8,1.0,0.19999999999999996,5,True,-,0.19999999999999996,0.8,1.0,5,17
U56,MA-DG,W,0.0,1.0,1.0,0.0,1,True,-,0.0,1.0,1.0,1,17
U56,MA-DG,W,150.0,0.95,1.0,0.050000000000000044,2,True,-,0.050000000000000044,0.95,1.0,2,17
U56,MA-DG,W,300.0,0.9,1.0,0.09999999999999998,3,True,-,0.09999999999999998,0.9,1.0,3,17
U56,MA-RS,M,0.0,0.65,0.8,0.15000000000000002,4,True,-,0.15000000000000002,0.65,0.8,4,17
U56,MA-RS,M,150.0,0.6,0.8,0.20000000000000007,5,True,-,0.20000000000000007,0.6,0.8,5,17
U56,MA-RS,M,300.0,0.6,0.8,0.20000000000000007,5,True,-,0.20000000000000007,0.6,0.8,5,17
U56,MA-RS,W,0.0,0.7,0.8,0.10000000000000009,3,True,-,0.10000000000000009,0.7,0.8,3,17
U56,MA-RS,W,150.0,0.7,0.8,0.10000000000000009,3,True,-,0.10000000000000009,0.7,0.8,3,17
U56,MA-RS,W,300.0,0.65,0.8,0.15000000000000002,4,True,-,0.15000000000000002,0.65,0.8,4,17
U56,MA20,M,0.0,0.5,0.7,0.19999999999999996,5,True,-,0.19999999999999996,0.5,0.7,5,17
U56,MA20,M,150.0,0.5,0.7,0.19999999999999996,5,True,-,0.19999999999999996,0.5,0.7,5,17
U56,MA20,M,300.0,0.45,0.7,0.24999999999999994,6,True,-,0.24999999999999994,0.45,0.7,6,17
U56,MA20,W,0.0,0.6,0.7,0.09999999999999998,3,True,-,0.09999999999999998,0.6,0.7,3,17
U56,MA20,W,150.0,0.55,0.7,0.1499999999999999,4,True,-,0.1499999999999999,0.55,0.7,4,17
U56,MA20,W,300.0,0.5,0.7,0.19999999999999996,5,True,-,0.19999999999999996,0.5,0.7,5,17
U56,TOP10,M,0.0,0.45,0.55,0.10000000000000003,3,True,-,0.10000000000000003,0.45,0.55,3,17
U56,TOP10,M,150.0,0.4,0.55,0.15000000000000002,4,True,-,0.15000000000000002,0.4,0.55,4,17
U56,TOP10,M,300.0,0.35,0.55,0.20000000000000007,5,True,-,0.20000000000000007,0.35,0.55,5,17
U56,TOP10,W,0.0,0.5,0.6,0.09999999999999998,3,True,-,0.09999999999999998,0.5,0.6,3,17
U56,TOP10,W,150.0,0.45,0.6,0.14999999999999997,4,True,-,0.14999999999999997,0.45,0.6,4,17
U56,TOP10,W,300.0,0.45,0.6,0.14999999999999997,4,True,-,0.14999999999999997,0.45,0.6,4,17
U56,TOP20,M,0.0,0.5,0.7,0.19999999999999996,5,True,-,0.19999999999999996,0.5,0.7,5,17
U56,TOP20,M,150.0,0.45,0.7,0.24999999999999994,6,True,-,0.24999999999999994,0.45,0.7,6,17
U56,TOP20,M,300.0,0.4,0.7,0.29999999999999993,7,True,-,0.29999999999999993,0.4,0.7,7,17
U56,TOP20,W,0.0,0.55,0.65,0.09999999999999998,3,True,-,0.09999999999999998,0.55,0.65,3,17
U56,TOP20,W,150.0,0.5,0.65,0.15000000000000002,4,True,-,0.15000000000000002,0.5,0.65,4,17
U56,TOP20,W,300.0,0.45,0.65,0.2,5,True,-,0.2,0.45,0.65,5,17
