panel,cadence,chooser,book,gross,IS_Sharpe,IS_pct,IS_pass4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,BASE_OOS_CAGR,BASE_OOS_Sharpe,BASE_OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,OOS_pass4b,OOS_pass4a
B136,M,C_IS4B,TOP20,0.75,1.233933066690385,99.5,True,0.15548074428192016,1.0002065660795347,-0.26105256108832897,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False
B136,M,C_ISSHARPE,TOP20,1.0,1.238972983211927,100.0,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False
B136,M,C_ISPCT,TOP20,1.0,1.238972983211927,100.0,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False
B136,Q,C_IS4B,TOP5,0.5,1.4283882387245455,99.5,True,0.1184854641409483,0.8219864127004447,-0.1993317858865833,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,True,True,False,False
B136,Q,C_ISSHARPE,TOP5,1.0,1.4342007765335758,100.0,False,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False
B136,Q,C_ISPCT,TOP5,1.0,1.4342007765335758,100.0,False,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False
SMALL663,W,C_IS4B,BAND03,1.0,0.8616474391412295,100.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False
SMALL663,W,C_ISSHARPE,BAND03,1.0,0.8616474391412295,100.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False
SMALL663,W,C_ISPCT,BAND03,1.0,0.8616474391412295,100.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False
SMALL663,M,C_IS4B,BAND03,1.0,0.9950846134154057,79.0,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False
SMALL663,M,C_ISSHARPE,BAND03,1.0,0.9950846134154057,79.0,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False
SMALL663,M,C_ISPCT,EWELIG,0.75,0.9056318530440114,100.0,False,0.04764719750030255,0.40829176991927,-0.3864510519203487,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False
SMALL663,Q,C_IS4B,BAND03,0.5,0.9162600323122163,,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False
SMALL663,Q,C_ISSHARPE,BAND03,0.5,0.9162600323122163,,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False
SMALL663,Q,C_ISPCT,EWELIG,0.65,0.8731136308204677,100.0,False,0.04125181594778682,0.3988865939179992,-0.30944706010510714,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False
