panel,sched,chooser,arm,gross,is_empty,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,OOS_L1_H1,OOS_L2_H2,OOS_L3_OOS,OOS_L4_DDcap,OOS_L5_CAGRfloor,OOS_4b,OOS_4a,spy_CAGR,spy_Sharpe,spy_MaxDD,v2_Sharpe,v2_MaxDD,ensemble
U56,shift3,BEST_IS_4b,CAND20_NG,0.6,False,1.1733622704246294,0.13295349467814743,1.1667178983555289,-0.16599348770510458,1.2579391780520581,1.0710061963046937,True,True,True,True,True,True,False,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.2771844071673888,-0.12054947951644879,False
U56,shift3,PUBLISHED_EWELIG,EWELIG,0.75,False,1.0133029175391919,0.12483279257541313,1.2161712250165069,-0.1658302482828874,1.4064245411366978,1.0291033409273413,True,True,True,True,True,True,False,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.2771844071673888,-0.12054947951644879,False
U56,shift4,BEST_IS_SHARPE,CAND20_NG,0.4,False,1.1552275005154347,0.08976644660249922,1.1921302776378855,-0.11877224527164199,1.3167484554309052,1.0601307656592498,True,True,True,True,False,False,False,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.2771844071673888,-0.12054947951644879,False
U56,shift4,BEST_IS_4b,CAND20_NG,0.6,False,1.1551773580814424,0.13541943383644028,1.1931065579470967,-0.1749302185189895,1.3169475089329716,1.06190410428299,True,True,True,True,True,True,False,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.2771844071673888,-0.12054947951644879,False
U56,shift4,PUBLISHED_EWELIG,EWELIG,0.75,False,0.9848556481837349,0.12074105279825997,1.1930613372764765,-0.15355411544412523,1.3621921602783136,1.0254536693279732,True,True,True,True,True,True,False,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.2771844071673888,-0.12054947951644879,False
U56,ENSEMBLE5,BEST_IS_SHARPE,CAND20_NG,0.05,False,1.1768796208467622,0.0109853072166326,1.181973444292269,-0.01518636402474205,1.2876579080415127,1.0710536647429452,True,True,True,True,False,False,False,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.2771844071673888,-0.12054947951644879,True
U56,ENSEMBLE5,BEST_IS_4b,CAND20_NG,0.6,False,1.176214559300459,0.13418555768317142,1.1840861344955809,-0.1719308864494663,1.289940184066248,1.0727393381649208,True,True,True,True,True,True,False,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.2771844071673888,-0.12054947951644879,True
U56,ENSEMBLE5,PUBLISHED_EWELIG,EWELIG,0.75,False,1.0002718827583983,0.11702120667379567,1.155231500862041,-0.15715251368296823,1.3260325403362239,0.9849438583424537,True,True,True,True,True,True,False,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.2771844071673888,-0.12054947951644879,True
B136,shift0,BEST_IS_SHARPE,EWALL,1.5,False,1.1516565022072498,0.2747060680217215,1.086281825261149,-0.4590859283295159,1.1719999605344582,0.9937232392401394,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift0,BEST_IS_4b,EWALL,0.6,False,1.1444167835314552,0.11018482819801578,1.0930521551621497,-0.20704971939699168,1.1856472769558817,0.9917244684116089,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift0,PUBLISHED_EWELIG,EWELIG,0.75,False,1.0337701510179425,0.1048601354934191,1.0104561113832475,-0.17688085212974558,1.1374973919796487,0.8697340120336048,True,True,True,True,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift1,BEST_IS_SHARPE,EWALL,0.05,False,1.165462605589685,0.009168215318356987,1.0956973271757122,-0.018712664225809195,1.1874001464504165,0.9955751886935118,True,True,True,True,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift1,BEST_IS_4b,EWALL,0.55,False,1.1622223272993428,0.10155510440165516,1.096584555420832,-0.1916372698681259,1.1880523305742348,0.9967822043019777,True,True,True,True,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift1,PUBLISHED_EWELIG,EWELIG,0.75,False,1.0008972534397953,0.10120916217451037,0.9729828261403087,-0.20624878806898994,1.0591535429324306,0.8788144340207641,True,True,True,False,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift2,BEST_IS_SHARPE,EWALL,1.5,False,1.1463980482867964,0.2777715710307431,1.0940712938858423,-0.455628394649214,1.1859965152551584,0.9940112126734741,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift2,BEST_IS_4b,EWALL,0.6,False,1.138431789712038,0.10946978741963354,1.0908832182406865,-0.20721186959138127,1.1756066835440147,0.9990172216937726,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift2,PUBLISHED_EWELIG,EWELIG,0.75,False,1.0472767556872908,0.11010495874136605,1.0320704774526672,-0.18310804363565714,1.1856299209656598,0.8581777650916663,True,True,True,True,True,True,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift3,BEST_IS_SHARPE,EWALL,1.5,False,1.1482390734681853,0.2772242829558538,1.0943842916726867,-0.45364584921580076,1.1860648888975927,0.9944311933545303,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift3,BEST_IS_4b,EWALL,0.6,False,1.1453645564169945,0.1104827803416959,1.098946979353031,-0.20425031022137696,1.1907480576197662,0.9987636411888093,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift3,PUBLISHED_EWELIG,EWELIG,0.75,False,1.0698557387470402,0.11269912367884638,1.068373196644662,-0.17026815432564646,1.21821559536273,0.902968491323389,True,True,True,True,True,True,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift4,BEST_IS_SHARPE,EWALL,1.5,False,1.152445281615417,0.2749384632328764,1.0897778624968626,-0.46006670038879216,1.1784844564850616,0.993358366715631,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift4,BEST_IS_4b,EWALL,0.65,False,1.1474468132033033,0.11909614487770814,1.0892805051225734,-0.22170916210350944,1.1793220603267163,0.9911784216791703,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,shift4,PUBLISHED_EWELIG,EWELIG,0.75,False,1.055976415752431,0.11472695594832771,1.1032778340560137,-0.16679996125417562,1.2632131400178745,0.9277244800745783,True,True,True,True,True,True,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,False
B136,ENSEMBLE5,BEST_IS_SHARPE,EWALL,1.5,False,1.150274073470943,0.27624605144105296,1.092029119518604,-0.4569504561170675,1.1818896697093262,0.9943295549009992,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,True
B136,ENSEMBLE5,BEST_IS_4b,EWALL,0.6,False,1.1475209011829772,0.1101702094684125,1.0938404367883174,-0.20639848480926837,1.1840094488647834,0.995535380422721,True,True,True,False,True,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,True
B136,ENSEMBLE5,PUBLISHED_EWELIG,EWELIG,0.75,False,1.0441304187848846,0.10878415511801753,1.0437102433467575,-0.17267710756532584,1.1829429902015778,0.8897655910341176,True,True,True,True,True,True,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1058878697278778,-0.12240985403190019,True
SMALL,shift0,BEST_IS_SHARPE,EWALL,1.5,False,0.974855018266885,0.15903988842426764,0.6046089122126006,-0.6011654745050983,0.8026910943173047,0.38624427219394547,False,False,True,False,True,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift0,BEST_IS_4b,,,True,,,,,,,,,,,,,,,,,,,
SMALL,shift0,PUBLISHED_EWELIG,EWELIG,0.75,False,0.6703399589358403,0.03608733084683191,0.33283455542425,-0.3737802743628481,0.47733348286962485,0.18803620791522047,False,False,True,False,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift1,BEST_IS_SHARPE,EWALL,0.05,False,1.0030182019534195,0.00686672192328186,0.6130813607075953,-0.026771465342295353,0.8189879234759554,0.38939673296507776,False,False,True,True,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift1,BEST_IS_4b,,,True,,,,,,,,,,,,,,,,,,,
SMALL,shift1,PUBLISHED_EWELIG,EWELIG,0.75,False,0.6854425324937374,0.031144206844315292,0.29340132311090045,-0.41189432902492373,0.3772732575437403,0.206570273904427,False,False,True,False,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift2,BEST_IS_SHARPE,EWALL,0.5,False,0.9779032721171403,0.0640068685837949,0.6075030488775899,-0.24553884682953142,0.8019185396764054,0.396830661301024,False,False,True,False,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift2,BEST_IS_4b,,,True,,,,,,,,,,,,,,,,,,,
SMALL,shift2,PUBLISHED_EWELIG,EWELIG,0.75,False,0.7302315204663559,0.04312136551980528,0.3741209243169219,-0.3671329975297476,0.5714497591012524,0.16342306456825081,False,False,True,False,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift3,BEST_IS_SHARPE,EWALL,0.3,False,0.9713422380341352,0.040692794021159884,0.6236301142948208,-0.14975109782195306,0.8367806968284838,0.390487921998871,False,False,True,True,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift3,BEST_IS_4b,,,True,,,,,,,,,,,,,,,,,,,
SMALL,shift3,PUBLISHED_EWELIG,EWELIG,0.75,False,0.7393912256202212,0.030940334695006344,0.29519953326726744,-0.3616435881073208,0.4599003979290254,0.1319842306431776,False,False,True,False,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift4,BEST_IS_SHARPE,EWALL,0.45,False,0.9752471154243909,0.058459445182291736,0.61020754920399,-0.21914006860975666,0.8193618439968476,0.3817150846875891,False,False,True,False,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,shift4,BEST_IS_4b,,,True,,,,,,,,,,,,,,,,,,,
SMALL,shift4,PUBLISHED_EWELIG,EWELIG,0.75,False,0.699518355577926,0.030315687418908555,0.2907317696200555,-0.34642898080251516,0.48767316483422524,0.09539549208545564,False,False,True,False,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,False
SMALL,ENSEMBLE5,BEST_IS_SHARPE,EWALL,0.05,False,0.9799185414556247,0.006859737551625722,0.6135054221810776,-0.02655512969298579,0.8225086428221372,0.3866085286583715,False,False,True,True,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,True
SMALL,ENSEMBLE5,BEST_IS_4b,,,True,,,,,,,,,,,,,,,,,,,True
SMALL,ENSEMBLE5,PUBLISHED_EWELIG,EWELIG,0.75,False,0.7067660895670496,0.03449357505249173,0.32073001410865737,-0.37069416563674285,0.4838044139406867,0.15730439557400436,False,False,True,False,False,False,False,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263567,-0.1389155080338328,True
